uma_id,uma_name,story_num,num_participants,chara_id_1,chara_id_2,chara_id_3,chara_name_1,chara_name_2,chara_name_3,pos_id,location,story_id,asset_name,lines
1007,Gold Ship,2,1,1007,,,Gold Ship,,,310,middle left (table),1007002,home/data/00000/01/hometimeline_00000_01_1007002,"Gold Ship: If you ask me, there are two kinds of people in this world.|Gold Ship: Those who know when to swallow dried squid... and those who don't.|Gold Ship: If I'm being honest, I am the latter... No matter how much I chew, it just never feels <i>right.</i>|Gold Ship: Oh, a sympathetic face, I see.|Gold Ship: Then let us undertake this journey together... A journey to jaws strong enough to bite through even the Kraken itself!"
1007,Gold Ship,3,1,1007,,,Gold Ship,,,410,middle right (advertisements),1007003,home/data/00000/01/hometimeline_00000_01_1007003,"Gold Ship: Step right up! Get your iced hot water here!|Gold Ship: Bubbling hot water, cooled with only the iciest of ice...|Gold Ship: In other words, tepid water!|Gold Ship: Room temperature? More like right temperature! Not too cold, but not too hot! Get 'em while they're lukewarm!"
1007,Gold Ship,4,2,1007,1013,,Gold Ship,Mejiro McQueen,,220,back left (campus map),1007001,home/data/00000/02/hometimeline_00000_02_1007001,"Gold Ship: Look who's got her nose in a book. Whatcha reading, Big Mack?|Mejiro McQueen: <i>Umamusume Athletics through Physics.</i> I thought it might prove useful to my training.|Gold Ship: Ah, <i>Upon Achilles Shield Lies a Kebab,</i> eh... A great mystery novel if I say so myself.|Gold Ship: To think the kebab stand owner would be the culprit... I had the Turkish ice cream salesman pegged for the villain.|Mejiro McQueen: No, the book I'm reading is called <i>Umamusume Athletics through Physics.</i> It's—|Gold Ship: Oh, <i>Under the Overpass at Three in the Morning,</i> right? Yeah, that's one heck of an anthem. Really speaks to the problems with society.|Gold Ship: Really makes you think... Is the world corrupt, or is it just me? Deep stuff.|Mejiro McQueen: No, like I said, it's called <i>Umamusume Athletics through Physics!</i>|Gold Ship: <i>A Modern Relic: Java Man,</i> huh? Yeah,  old-fashioned values just don't cut it in the modern era, do they... That essay really gets to the core of the issue.|Mejiro McQueen: Oooh, that does it! Are you trying to have a conversation or not?!"
1007,Gold Ship,5,2,1007,1048,,Gold Ship,Tosen Jordan,,420,middle right (advertisements),1007002,home/data/00000/02/hometimeline_00000_02_1007002,"Gold Ship: <i>Hic...</i> So good! Thank you for giving up your freedom, oh delicious fishies!|Tosen Jordan: Uh... Why're you crying?|Gold Ship: Why wouldn't I be?! I must show my gratitude to the great sea bream!|Gold Ship: Every day they lay themselves down on a hot iron plate, never moving a muscle!|Gold Ship: There they lie, sacrificing their lives for us... Obviously we should show gratitude when consuming them!|Tosen Jordan: Wait, I thought taiyaki were just <i>shaped</i> like fish... You're telling me they're <i>real?!</i>|Tosen Jordan: Wow... talk about cringe. I legit just figured that out.|Gold Ship: We can't let their sacrifices be in vain! Now, promise you will appreciate the flavor of taiyaki!|Gold Ship: Thank you, taiyaki! May your flavor continue to satisfy me for eons to come!|Tosen Jordan: Yeah, you're the real GOAT here, taiyaki! We stan!"
1008,Vodka,1,1,1008,,,Vodka,,,310,middle left (table),1008001,home/data/00000/01/hometimeline_00000_01_1008001,"Vodka: Raaaaagh!|Vodka: DAMMIT! I can't get that stupid k-k-kiss scene from the movie out of my head!|Vodka: Come ooon, nerves of steel! Nerves of steel. Nerves of steel. <i>Nerves of steel!</i>|Vodka: ...|Vodka: Ugyaaaaah!"
1008,Vodka,2,1,1008,,,Vodka,,,110,right (jukebox),1008002,home/data/00000/01/hometimeline_00000_01_1008002,"Vodka: Ow, ow, ow... Been a while since I've gotten this sore... Talk about lame...|Vodka: Yesterday I found a car that had run into the ditch. These aches and pains are from dragging it back onto the road.|Vodka: The old lady driving was fine, and I managed to get the tires too, but...|Vodka: I don't know, the fact that something so small wore me out is so uncool..."
1008,Vodka,3,1,1008,,,Vodka,,,210,back left (campus map),1008003,home/data/00000/01/hometimeline_00000_01_1008003,"Vodka: Hehe, I've started collecting five-hundred-yen coins. I'm saving up for a motorcycle.|Vodka: Still don't know which one I want though. They're all so damn cool.|Vodka: Something American would be sweet as hell, but soaring down the roads in a liter bike sounds great too.|Vodka: Hnnngh, I can't wait! I'll take you for a ride when I finally get one!"
1008,Vodka,4,2,1008,1009,,Vodka,Daiwa Scarlet,,420,middle right (advertisements),1008001,home/data/00000/02/hometimeline_00000_02_1008001,"Vodka: Huh? Scarlet, you've got some rice stuck to your clothes.|Daiwa Scarlet: N-not so loud... I've got an image to protect!|Vodka: Oh, calm down, will ya? Just hurry up and clean yourself up, Miss Smarty Pants.|Daiwa Scarlet: Wh-where is it?!|Vodka: On the hem of your skirt. In the back. Do it now while there's no one looking.|Daiwa Scarlet: The back? Huh? Wh-where?|Vodka: Oh, for—man, you're annoying. Just turn your butt around. I'll grab it for you.|Daiwa Scarlet: Y-you don't have any sense of delicacy, do you?!"
1008,Vodka,5,2,1008,1015,,Vodka,T.M. Opera O,,120,right (jukebox),1008002,home/data/00000/02/hometimeline_00000_02_1008002,"Vodka: Opera O! I thought of a cool one-liner! Couldja give it a listen for me?!|Vodka: I spent all night thinking it up, so I'm sure it's a masterpiece!|T.M. Opera O: Haaa-ha-ha-ha-ha! All right, show me the depth of your abyss!|Vodka: I am the Ultimate Supernova of the Racecourse! Pull my trigger and watch me fly... Bam!|T.M. Opera O: Well, well, well! Not bad!|Vodka: Really?! Truly?!|T.M. Opera O: I could feel the radical nature of your nightmare. The rich vibrations of your supernova echoed endlessly into the night!|Vodka: Ohhh... How'd you make it even cooler?!"
1009,Daiwa Scarlet,1,1,1009,,,Daiwa Scarlet,,,310,middle left (table),1009001,home/data/00000/01/hometimeline_00000_01_1009001,"Daiwa Scarlet: Once I've finished helping the teacher, I believe that one classmate wanted to talk to me... After that, I need to prep for my lessons.|Daiwa Scarlet: I'm cutting it close schedule-wise, but it should be fine!|Daiwa Scarlet: Besides, it feels nice to have so many people depending on me.|Daiwa Scarlet: All right, let's go!"
1009,Daiwa Scarlet,2,1,1009,,,Daiwa Scarlet,,,510,front left (campus map),1009002,home/data/00000/01/hometimeline_00000_01_1009002,"Daiwa Scarlet: Tracen Academy may be big, but <i>I've</i> never gotten lost.|Daiwa Scarlet: Why would I? I already had the map from the campus pamphlets memorized long before I even started here.|Daiwa Scarlet: And now, whenever someone asks me for  directions, I can give them calmly and  promptly. ♪|Daiwa Scarlet: Got that? If you're going to be my trainer, you'd better have this place memorized as well!"
1009,Daiwa Scarlet,3,1,1009,,,Daiwa Scarlet,,,410,middle right (advertisements),1009003,home/data/00000/01/hometimeline_00000_01_1009003,"Daiwa Scarlet: We have a lot of events here at Tracen, so it's important to keep up with the postings on the bulletin board.|Daiwa Scarlet: Obviously different competitive events are listed, but they'll add information about recreational events too.|Daiwa Scarlet: If any of them catch your eye, it might make for a nice change of pace—|Daiwa Scarlet: Ah! D-don't get it twisted! I'm not saying I want to go with <i>you,</i> got it?!"
1009,Daiwa Scarlet,4,2,1008,1009,,Vodka,Daiwa Scarlet,,120,right (jukebox),1009001,home/data/00000/02/hometimeline_00000_02_1009001,"Vodka: Yup, no doubt about it. The best Umamusume are the cool ones!|Daiwa Scarlet: What nonsense. <i>Obviously</i> cuteness trumps coolness any day of the week!|Vodka: What?! Are you crazy?!|Vodka: What about that movie? ""Three Furlongs of the Heart,"" right? You were going on and on about how cool the male lead was!|Daiwa Scarlet: Well, what about you?! You said the heroine was so cute, you just <i>had</i> to cheer her on!|Vodka: ...You know what, let's just leave it at that.|Daiwa Scarlet: ...Th-that's my line."
1009,Daiwa Scarlet,5,2,1009,1032,,Daiwa Scarlet,Agnes Tachyon,,520,front left (campus map),1009002,home/data/00000/02/hometimeline_00000_02_1009002,"Daiwa Scarlet: Tachyon, thank you again for the supplements!|Agnes Tachyon: Ah, right. Well? Did they help your eye fatigue?|Daiwa Scarlet: Yes! By the next day, I was able to read the book I'd been dying to finish.|Agnes Tachyon: Oh? Any other changes? Any muscle spasms, increased blood circulation, or fits of ecstasy?|Daiwa Scarlet: No, not at all! I actually felt more relaxed than normal. It was like all my stress just disappeared...|Daiwa Scarlet: Just what is in those supplements? I'm sure it took a long time to come up with the current formula.|Agnes Tachyon: Hm? Ah, no, those supplements were created for a previous body modification experiment of mine, so—|Daiwa Scarlet: Training is already so stressful on its own. I can't believe you're also studying medicine on the side!|Daiwa Scarlet: Do you have any tips for efficient studying? I'd love to hear them if you do!|Agnes Tachyon: Oh... What an intriguing response. Heh... You're quite the dangerous one, if I do say so myself.|Daiwa Scarlet: ...?"
1010,Taiki Shuttle,1,1,1010,,,Taiki Shuttle,,,110,right (jukebox),1010001,home/data/00000/01/hometimeline_00000_01_1010001,"Taiki Shuttle: Mrgh... The teachers just don't <i>get</i> it. Parties make people happy—they're exciting! ""Disturbance,"" my foot...|Taiki Shuttle: Snacks, games, music! It just ain't a party if all my friends aren't there!|Taiki Shuttle: If I can't have one in the courtyard... I know! I'll hold one near the dorms! I'm sure Hishiama'll give me the okay!|Taiki Shuttle: I just need confetti-filled balloons, a bubble machine... and 'course, a big ol' barbeque! Hehe, I can't wait!"
