uma_id,uma_name,story_num,num_participants,chara_id_1,chara_id_2,chara_id_3,chara_name_1,chara_name_2,chara_name_3,pos_id,location,story_id,asset_name,lines
1003,トウカイテイオー,3,1,1003,,,トウカイテイオー,,,510,front left (campus map),1003003,home/data/00000/01/hometimeline_00000_01_1003003,FILE_MISSING
1003,トウカイテイオー,4,2,1003,1017,,トウカイテイオー,シンボリルドルフ,,220,back left (campus map),1003001,home/data/00000/02/hometimeline_00000_02_1003001,FILE_MISSING
1003,トウカイテイオー,5,2,1003,1013,,トウカイテイオー,メジロマックイーン,,420,middle right (advertisements),1003002,home/data/00000/02/hometimeline_00000_02_1003002,FILE_MISSING
1003,トウカイテイオー,6,2,1013,1003,,メジロマックイーン,トウカイテイオー,,220,back left (campus map),1003001,home/data/00000/02/hometimeline_00000_02_1003001,FILE_MISSING
1003,トウカイテイオー,7,2,1017,1003,,シンボリルドルフ,トウカイテイオー,,220,back left (campus map),1003002,home/data/00000/02/hometimeline_00000_02_1003002,FILE_MISSING
1003,トウカイテイオー,8,2,1073,1003,,ツルマルツヨシ,トウカイテイオー,,120,right (jukebox),1003003,home/data/00000/02/hometimeline_00000_02_1003003,ASSET_NOT_IN_META
1003,トウカイテイオー,9,2,1078,1003,,ヤマニンゼファー,トウカイテイオー,,520,front left (campus map),1003004,home/data/00000/02/hometimeline_00000_02_1003004,ASSET_NOT_IN_META
1003,トウカイテイオー,10,2,1066,1003,,ツインターボ,トウカイテイオー,,120,right (jukebox),1003005,home/data/00000/02/hometimeline_00000_02_1003005,ASSET_NOT_IN_META
1004,マルゼンスキー,1,1,1004,,,マルゼンスキー,,,310,middle left (table),1004001,home/data/00000/01/hometimeline_00000_01_1004001,FILE_MISSING
1004,マルゼンスキー,2,1,1004,,,マルゼンスキー,,,210,back left (campus map),1004002,home/data/00000/01/hometimeline_00000_01_1004002,FILE_MISSING
1004,マルゼンスキー,3,1,1004,,,マルゼンスキー,,,110,right (jukebox),1004003,home/data/00000/01/hometimeline_00000_01_1004003,FILE_MISSING
1004,マルゼンスキー,4,2,1004,1017,,マルゼンスキー,シンボリルドルフ,,420,middle right (advertisements),1004001,home/data/00000/02/hometimeline_00000_02_1004001,FILE_MISSING
1004,マルゼンスキー,5,2,1011,1004,,グラスワンダー,マルゼンスキー,,120,right (jukebox),1004002,home/data/00000/02/hometimeline_00000_02_1004002,FILE_MISSING
1004,マルゼンスキー,6,3,1046,1031,1004,スマートファルコン,アイネスフウジン,マルゼンスキー,430,middle right (advertisements),13,home/data/00000/03/hometimeline_00000_03_0000013,FILE_MISSING
1004,マルゼンスキー,7,2,1017,1004,,シンボリルドルフ,マルゼンスキー,,420,middle right (advertisements),1004001,home/data/00000/02/hometimeline_00000_02_1004001,FILE_MISSING
1004,マルゼンスキー,8,2,1004,1069,,マルゼンスキー,サクラチヨノオー,,420,middle right (advertisements),1004002,home/data/00000/02/hometimeline_00000_02_1004002,FILE_MISSING
1004,マルゼンスキー,9,2,1004,1011,,マルゼンスキー,グラスワンダー,,220,back left (campus map),1004003,home/data/00000/02/hometimeline_00000_02_1004003,ASSET_NOT_IN_META
1004,マルゼンスキー,10,2,1072,1004,,ヤエノムテキ,マルゼンスキー,,520,front left (campus map),1004004,home/data/00000/02/hometimeline_00000_02_1004004,ASSET_NOT_IN_META
1004,マルゼンスキー,11,3,1004,1104,1057,マルゼンスキー,カツラギエース,ミスターシービー,130,right (jukebox),1004001,home/data/00000/03/hometimeline_00000_03_1004001,ASSET_NOT_IN_META
1005,フジキセキ,1,1,1005,,,フジキセキ,,,310,middle left (table),1005001,home/data/00000/01/hometimeline_00000_01_1005001,FILE_MISSING
1005,フジキセキ,2,1,1005,,,フジキセキ,,,510,front left (campus map),1005002,home/data/00000/01/hometimeline_00000_01_1005002,FILE_MISSING
1005,フジキセキ,3,1,1005,,,フジキセキ,,,410,middle right (advertisements),1005003,home/data/00000/01/hometimeline_00000_01_1005003,FILE_MISSING
1005,フジキセキ,4,2,1005,1012,,フジキセキ,ヒシアマゾン,,120,right (jukebox),1005001,home/data/00000/02/hometimeline_00000_02_1005001,FILE_MISSING
1005,フジキセキ,5,2,1005,1032,,フジキセキ,アグネスタキオン,,520,front left (campus map),1005002,home/data/00000/02/hometimeline_00000_02_1005002,FILE_MISSING
1005,フジキセキ,6,2,1012,1005,,ヒシアマゾン,フジキセキ,,120,right (jukebox),1005001,home/data/00000/02/hometimeline_00000_02_1005001,FILE_MISSING
1005,フジキセキ,7,3,1001,1005,1002,スペシャルウィーク,フジキセキ,サイレンススズカ,130,right (jukebox),1005001,home/data/00000/03/hometimeline_00000_03_1005001,ASSET_NOT_IN_META
1005,フジキセキ,8,2,1094,1005,,ジャングルポケット,フジキセキ,,120,right (jukebox),1005002,home/data/00000/02/hometimeline_00000_02_1005002,FILE_MISSING
1005,フジキセキ,9,3,1055,1024,1005,マーベラスサンデー,マヤノトップガン,フジキセキ,430,middle right (advertisements),1005002,home/data/00000/03/hometimeline_00000_03_1005002,ASSET_NOT_IN_META
1005,フジキセキ,10,3,1124,1005,1018,バブルガムフェロー,フジキセキ,エアグルーヴ,530,front left (campus map),1005003,home/data/00000/03/hometimeline_00000_03_1005003,ASSET_NOT_IN_META
1006,オグリキャップ,1,1,1006,,,オグリキャップ,,,110,right (jukebox),1006001,home/data/00000/01/hometimeline_00000_01_1006001,FILE_MISSING
1006,オグリキャップ,2,1,1006,,,オグリキャップ,,,310,middle left (table),1006002,home/data/00000/01/hometimeline_00000_01_1006002,FILE_MISSING
1006,オグリキャップ,3,1,1006,,,オグリキャップ,,,210,back left (campus map),1006003,home/data/00000/01/hometimeline_00000_01_1006003,FILE_MISSING
1006,オグリキャップ,4,2,1053,1006,,バンブーメモリー,オグリキャップ,,520,front left (campus map),1006001,home/data/00000/02/hometimeline_00000_02_1006001,FILE_MISSING
1006,オグリキャップ,5,2,1006,1021,,オグリキャップ,タマモクロス,,220,back left (campus map),1006002,home/data/00000/02/hometimeline_00000_02_1006002,FILE_MISSING
1006,オグリキャップ,6,1,1006,,,オグリキャップ,,,410,middle right (advertisements),1006004,home/data/00000/01/hometimeline_00000_01_1006004,ASSET_NOT_IN_META
1006,オグリキャップ,7,2,1021,1006,,タマモクロス,オグリキャップ,,520,front left (campus map),1006001,home/data/00000/02/hometimeline_00000_02_1006001,FILE_MISSING
1006,オグリキャップ,8,3,1045,1034,1006,スーパークリーク,イナリワン,オグリキャップ,430,middle right (advertisements),1006001,home/data/00000/03/hometimeline_00000_03_1006001,ASSET_NOT_IN_META
1006,オグリキャップ,9,2,1053,1006,,バンブーメモリー,オグリキャップ,,420,middle right (advertisements),1006002,home/data/00000/02/hometimeline_00000_02_1006002,FILE_MISSING
1006,オグリキャップ,10,2,1072,1006,,ヤエノムテキ,オグリキャップ,,420,middle right (advertisements),1006003,home/data/00000/02/hometimeline_00000_02_1006003,ASSET_NOT_IN_META
1006,オグリキャップ,11,2,1027,1006,,メジロライアン,オグリキャップ,,420,middle right (advertisements),1006004,home/data/00000/02/hometimeline_00000_02_1006004,ASSET_NOT_IN_META
1007,ゴールドシップ,1,1,1007,,,ゴールドシップ,,,510,front left (campus map),1007001,home/data/00000/01/hometimeline_00000_01_1007001,FILE_MISSING
1007,ゴールドシップ,2,1,1007,,,ゴールドシップ,,,310,middle left (table),1007002,home/data/00000/01/hometimeline_00000_01_1007002,FILE_MISSING
1007,ゴールドシップ,3,1,1007,,,ゴールドシップ,,,410,middle right (advertisements),1007003,home/data/00000/01/hometimeline_00000_01_1007003,FILE_MISSING
1007,ゴールドシップ,4,2,1007,1013,,ゴールドシップ,メジロマックイーン,,220,back left (campus map),1007001,home/data/00000/02/hometimeline_00000_02_1007001,FILE_MISSING
1007,ゴールドシップ,5,2,1007,1048,,ゴールドシップ,トーセンジョーダン,,420,middle right (advertisements),1007002,home/data/00000/02/hometimeline_00000_02_1007002,FILE_MISSING
1007,ゴールドシップ,6,3,1007,1049,1037,ゴールドシップ,ナカヤマフェスタ,エイシンフラッシュ,530,front left (campus map),3,home/data/00000/03/hometimeline_00000_03_0000003,FILE_MISSING
1007,ゴールドシップ,7,2,1007,1013,,ゴールドシップ,メジロマックイーン,,220,back left (campus map),1007001,home/data/00000/02/hometimeline_00000_02_1007001,FILE_MISSING
1007,ゴールドシップ,8,2,1007,1048,,ゴールドシップ,トーセンジョーダン,,220,back left (campus map),1007002,home/data/00000/02/hometimeline_00000_02_1007002,FILE_MISSING
1007,ゴールドシップ,9,2,1049,1007,,ナカヤマフェスタ,ゴールドシップ,,520,front left (campus map),1007003,home/data/00000/02/hometimeline_00000_02_1007003,ASSET_NOT_IN_META
1007,ゴールドシップ,10,3,1007,1115,1116,ゴールドシップ,オルフェーヴル,ジェンティルドンナ,430,middle right (advertisements),1007001,home/data/00000/03/hometimeline_00000_03_1007001,ASSET_NOT_IN_META
1007,ゴールドシップ,11,2,1127,1007,,フェノーメノ,ゴールドシップ,,120,right (jukebox),1007004,home/data/00000/02/hometimeline_00000_02_1007004,ASSET_NOT_IN_META
1008,ウオッカ,1,1,1008,,,ウオッカ,,,310,middle left (table),1008001,home/data/00000/01/hometimeline_00000_01_1008001,FILE_MISSING
1008,ウオッカ,2,1,1008,,,ウオッカ,,,110,right (jukebox),1008002,home/data/00000/01/hometimeline_00000_01_1008002,FILE_MISSING
1008,ウオッカ,3,1,1008,,,ウオッカ,,,210,back left (campus map),1008003,home/data/00000/01/hometimeline_00000_01_1008003,FILE_MISSING
1008,ウオッカ,4,2,1008,1009,,ウオッカ,ダイワスカーレット,,420,middle right (advertisements),1008001,home/data/00000/02/hometimeline_00000_02_1008001,FILE_MISSING
1008,ウオッカ,5,2,1008,1015,,ウオッカ,テイエムオペラオー,,120,right (jukebox),1008002,home/data/00000/02/hometimeline_00000_02_1008002,FILE_MISSING
1008,ウオッカ,6,2,1009,1008,,ダイワスカーレット,ウオッカ,,420,middle right (advertisements),1008001,home/data/00000/02/hometimeline_00000_02_1008001,FILE_MISSING
1008,ウオッカ,7,2,1008,1016,,ウオッカ,ナリタブライアン,,420,middle right (advertisements),1008002,home/data/00000/02/hometimeline_00000_02_1008002,FILE_MISSING
1008,ウオッカ,8,2,1084,1008,,タニノギムレット,ウオッカ,,520,front left (campus map),1008003,home/data/00000/02/hometimeline_00000_02_1008003,ASSET_NOT_IN_META
1008,ウオッカ,9,2,1087,1008,,アストンマーチャン,ウオッカ,,120,right (jukebox),1008004,home/data/00000/02/hometimeline_00000_02_1008004,ASSET_NOT_IN_META
1008,ウオッカ,10,2,1008,1136,,ウオッカ,レッドディザイア,,520,front left (campus map),1008005,home/data/00000/02/hometimeline_00000_02_1008005,ASSET_NOT_IN_META
1009,ダイワスカーレット,1,1,1009,,,ダイワスカーレット,,,310,middle left (table),1009001,home/data/00000/01/hometimeline_00000_01_1009001,FILE_MISSING
1009,ダイワスカーレット,2,1,1009,,,ダイワスカーレット,,,510,front left (campus map),1009002,home/data/00000/01/hometimeline_00000_01_1009002,FILE_MISSING
1009,ダイワスカーレット,3,1,1009,,,ダイワスカーレット,,,410,middle right (advertisements),1009003,home/data/00000/01/hometimeline_00000_01_1009003,FILE_MISSING
1009,ダイワスカーレット,4,2,1008,1009,,ウオッカ,ダイワスカーレット,,120,right (jukebox),1009001,home/data/00000/02/hometimeline_00000_02_1009001,FILE_MISSING
1009,ダイワスカーレット,5,2,1009,1032,,ダイワスカーレット,アグネスタキオン,,520,front left (campus map),1009002,home/data/00000/02/hometimeline_00000_02_1009002,FILE_MISSING
1009,ダイワスカーレット,6,2,1008,1009,,ウオッカ,ダイワスカーレット,,120,right (jukebox),1009001,home/data/00000/02/hometimeline_00000_02_1009001,FILE_MISSING
1009,ダイワスカーレット,7,2,1032,1009,,アグネスタキオン,ダイワスカーレット,,120,right (jukebox),1009002,home/data/00000/02/hometimeline_00000_02_1009002,FILE_MISSING
1009,ダイワスカーレット,8,3,1044,1087,1009,スイープトウショウ,アストンマーチャン,ダイワスカーレット,430,middle right (advertisements),1009001,home/data/00000/03/hometimeline_00000_03_1009001,ASSET_NOT_IN_META
1009,ダイワスカーレット,9,2,1037,1009,,エイシンフラッシュ,ダイワスカーレット,,420,middle right (advertisements),1009003,home/data/00000/02/hometimeline_00000_02_1009003,ASSET_NOT_IN_META
1009,ダイワスカーレット,10,3,1113,1039,1009,フサイチパンドラ,カワカミプリンセス,ダイワスカーレット,430,middle right (advertisements),1009002,home/data/00000/03/hometimeline_00000_03_1009002,ASSET_NOT_IN_META
1010,タイキシャトル,1,1,1010,,,タイキシャトル,,,110,right (jukebox),1010001,home/data/00000/01/hometimeline_00000_01_1010001,FILE_MISSING
1010,タイキシャトル,2,1,1010,,,タイキシャトル,,,310,middle left (table),1010002,home/data/00000/01/hometimeline_00000_01_1010002,FILE_MISSING
1010,タイキシャトル,3,1,1010,,,タイキシャトル,,,210,back left (campus map),1010003,home/data/00000/01/hometimeline_00000_01_1010003,FILE_MISSING
1010,タイキシャトル,4,2,1010,1018,,タイキシャトル,エアグルーヴ,,520,front left (campus map),1010001,home/data/00000/02/hometimeline_00000_02_1010001,FILE_MISSING
1010,タイキシャトル,5,2,1010,1042,,タイキシャトル,シーキングザパール,,420,middle right (advertisements),1010002,home/data/00000/02/hometimeline_00000_02_1010002,FILE_MISSING
1010,タイキシャトル,6,2,1010,1059,,タイキシャトル,メジロドーベル,,520,front left (campus map),1010001,home/data/00000/02/hometimeline_00000_02_1010001,FILE_MISSING
1010,タイキシャトル,7,3,1010,1002,1056,タイキシャトル,サイレンススズカ,マチカネフクキタル,530,front left (campus map),1010001,home/data/00000/03/hometimeline_00000_03_1010001,ASSET_NOT_IN_META
1010,タイキシャトル,8,2,1042,1010,,シーキングザパール,タイキシャトル,,420,middle right (advertisements),1010002,home/data/00000/02/hometimeline_00000_02_1010002,FILE_MISSING
1010,タイキシャトル,9,3,1010,1054,1028,タイキシャトル,ビコーペガサス,ヒシアケボノ,130,right (jukebox),1010002,home/data/00000/03/hometimeline_00000_03_1010002,ASSET_NOT_IN_META
1010,タイキシャトル,10,2,1131,1010,,グランアレグリア,タイキシャトル,,120,right (jukebox),1010003,home/data/00000/02/hometimeline_00000_02_1010003,ASSET_NOT_IN_META
1011,グラスワンダー,1,1,1011,,,グラスワンダー,,,310,middle left (table),1011001,home/data/00000/01/hometimeline_00000_01_1011001,FILE_MISSING
1011,グラスワンダー,2,1,1011,,,グラスワンダー,,,410,middle right (advertisements),1011002,home/data/00000/01/hometimeline_00000_01_1011002,FILE_MISSING
1011,グラスワンダー,3,1,1011,,,グラスワンダー,,,510,front left (campus map),1011003,home/data/00000/01/hometimeline_00000_01_1011003,FILE_MISSING
1011,グラスワンダー,4,2,1014,1011,,エルコンドルパサー,グラスワンダー,,220,back left (campus map),1011001,home/data/00000/02/hometimeline_00000_02_1011001,FILE_MISSING
1011,グラスワンダー,5,2,1011,1010,,グラスワンダー,タイキシャトル,,420,middle right (advertisements),1011002,home/data/00000/02/hometimeline_00000_02_1011002,FILE_MISSING
1011,グラスワンダー,6,3,1011,1014,1042,グラスワンダー,エルコンドルパサー,シーキングザパール,130,right (jukebox),26,home/data/00000/03/hometimeline_00000_03_0000026,FILE_MISSING
1011,グラスワンダー,7,2,1001,1011,,スペシャルウィーク,グラスワンダー,,520,front left (campus map),1011001,home/data/00000/02/hometimeline_00000_02_1011001,FILE_MISSING
1011,グラスワンダー,8,2,1014,1011,,エルコンドルパサー,グラスワンダー,,220,back left (campus map),1011002,home/data/00000/02/hometimeline_00000_02_1011002,FILE_MISSING
1011,グラスワンダー,9,3,1061,1011,1020,キングヘイロー,グラスワンダー,セイウンスカイ,530,front left (campus map),1011001,home/data/00000/03/hometimeline_00000_03_1011001,ASSET_NOT_IN_META
1011,グラスワンダー,10,2,1011,1004,,グラスワンダー,マルゼンスキー,,120,right (jukebox),1011003,home/data/00000/02/hometimeline_00000_02_1011003,ASSET_NOT_IN_META
1011,グラスワンダー,11,3,1011,1073,1074,グラスワンダー,ツルマルツヨシ,メジロブライト,430,middle right (advertisements),1011002,home/data/00000/03/hometimeline_00000_03_1011002,ASSET_NOT_IN_META
1012,ヒシアマゾン,1,1,1012,,,ヒシアマゾン,,,310,middle left (table),1012001,home/data/00000/01/hometimeline_00000_01_1012001,FILE_MISSING
1012,ヒシアマゾン,2,1,1012,,,ヒシアマゾン,,,110,right (jukebox),1012002,home/data/00000/01/hometimeline_00000_01_1012002,FILE_MISSING
1012,ヒシアマゾン,3,1,1012,,,ヒシアマゾン,,,210,back left (campus map),1012003,home/data/00000/01/hometimeline_00000_01_1012003,FILE_MISSING
1012,ヒシアマゾン,4,2,1012,1016,,ヒシアマゾン,ナリタブライアン,,420,middle right (advertisements),1012001,home/data/00000/02/hometimeline_00000_02_1012001,FILE_MISSING
1012,ヒシアマゾン,5,2,1012,1054,,ヒシアマゾン,ビコーペガサス,,120,right (jukebox),1012002,home/data/00000/02/hometimeline_00000_02_1012002,FILE_MISSING
1012,ヒシアマゾン,6,3,1012,1016,1005,ヒシアマゾン,ナリタブライアン,フジキセキ,130,right (jukebox),2,home/data/00000/03/hometimeline_00000_03_0000002,FILE_MISSING
1012,ヒシアマゾン,7,2,1012,1005,,ヒシアマゾン,フジキセキ,,420,middle right (advertisements),1012001,home/data/00000/02/hometimeline_00000_02_1012001,FILE_MISSING
1012,ヒシアマゾン,8,2,1016,1012,,ナリタブライアン,ヒシアマゾン,,420,middle right (advertisements),1012002,home/data/00000/02/hometimeline_00000_02_1012002,FILE_MISSING
1012,ヒシアマゾン,9,3,1024,1054,1012,マヤノトップガン,ビコーペガサス,ヒシアマゾン,430,middle right (advertisements),1012001,home/data/00000/03/hometimeline_00000_03_1012001,ASSET_NOT_IN_META
1012,ヒシアマゾン,10,2,1076,1012,,サクラローレル,ヒシアマゾン,,120,right (jukebox),1012003,home/data/00000/02/hometimeline_00000_02_1012003,ASSET_NOT_IN_META
1012,ヒシアマゾン,11,3,1087,1066,1012,アストンマーチャン,ツインターボ,ヒシアマゾン,430,middle right (advertisements),1012002,home/data/00000/03/hometimeline_00000_03_1012002,ASSET_NOT_IN_META
1013,メジロマックイーン,1,1,1013,,,メジロマックイーン,,,310,middle left (table),1013001,home/data/00000/01/hometimeline_00000_01_1013001,FILE_MISSING
1013,メジロマックイーン,2,1,1013,,,メジロマックイーン,,,510,front left (campus map),1013002,home/data/00000/01/hometimeline_00000_01_1013002,FILE_MISSING
1013,メジロマックイーン,3,1,1013,,,メジロマックイーン,,,410,middle right (advertisements),1013003,home/data/00000/01/hometimeline_00000_01_1013003,FILE_MISSING
1013,メジロマックイーン,4,2,1013,1030,,メジロマックイーン,ライスシャワー,,120,right (jukebox),1013001,home/data/00000/02/hometimeline_00000_02_1013001,FILE_MISSING
1013,メジロマックイーン,5,2,1013,1027,,メジロマックイーン,メジロライアン,,520,front left (campus map),1013002,home/data/00000/02/hometimeline_00000_02_1013002,FILE_MISSING
1013,メジロマックイーン,6,3,1013,1027,1059,メジロマックイーン,メジロライアン,メジロドーベル,430,middle right (advertisements),4,home/data/00000/03/hometimeline_00000_03_0000004,FILE_MISSING
1013,メジロマックイーン,7,2,1013,1003,,メジロマックイーン,トウカイテイオー,,120,right (jukebox),1013001,home/data/00000/02/hometimeline_00000_02_1013001,FILE_MISSING
1013,メジロマックイーン,8,2,1013,1027,,メジロマックイーン,メジロライアン,,120,right (jukebox),1013002,home/data/00000/02/hometimeline_00000_02_1013002,FILE_MISSING
1013,メジロマックイーン,9,2,1013,1007,,メジロマックイーン,ゴールドシップ,,120,right (jukebox),1013003,home/data/00000/02/hometimeline_00000_02_1013003,ASSET_NOT_IN_META
1013,メジロマックイーン,10,3,1119,1115,1013,ドリームジャーニー,オルフェーヴル,メジロマックイーン,430,middle right (advertisements),1013001,home/data/00000/03/hometimeline_00000_03_1013001,ASSET_NOT_IN_META
1013,メジロマックイーン,11,2,1063,1013,,イクノディクタス,メジロマックイーン,,420,middle right (advertisements),1013004,home/data/00000/02/hometimeline_00000_02_1013004,ASSET_NOT_IN_META
1014,エルコンドルパサー,1,1,1014,,,エルコンドルパサー,,,310,middle left (table),1014001,home/data/00000/01/hometimeline_00000_01_1014001,FILE_MISSING
1014,エルコンドルパサー,2,1,1014,,,エルコンドルパサー,,,210,back left (campus map),1014002,home/data/00000/01/hometimeline_00000_01_1014002,FILE_MISSING
1014,エルコンドルパサー,3,1,1014,,,エルコンドルパサー,,,110,right (jukebox),1014003,home/data/00000/01/hometimeline_00000_01_1014003,FILE_MISSING
1014,エルコンドルパサー,4,2,1011,1014,,グラスワンダー,エルコンドルパサー,,520,front left (campus map),1014001,home/data/00000/02/hometimeline_00000_02_1014001,FILE_MISSING
1014,エルコンドルパサー,5,2,1042,1014,,シーキングザパール,エルコンドルパサー,,120,right (jukebox),1014002,home/data/00000/02/hometimeline_00000_02_1014002,FILE_MISSING
1014,エルコンドルパサー,6,2,1042,1014,,シーキングザパール,エルコンドルパサー,,520,front left (campus map),1014001,home/data/00000/02/hometimeline_00000_02_1014001,FILE_MISSING
1014,エルコンドルパサー,7,3,1001,1014,1011,スペシャルウィーク,エルコンドルパサー,グラスワンダー,530,front left (campus map),1014001,home/data/00000/03/hometimeline_00000_03_1014001,ASSET_NOT_IN_META
1014,エルコンドルパサー,8,2,1014,1059,,エルコンドルパサー,メジロドーベル,,420,middle right (advertisements),1014002,home/data/00000/02/hometimeline_00000_02_1014002,FILE_MISSING
1014,エルコンドルパサー,9,3,1049,1014,1070,ナカヤマフェスタ,エルコンドルパサー,シリウスシンボリ,130,right (jukebox),1014002,home/data/00000/03/hometimeline_00000_03_1014002,ASSET_NOT_IN_META
1014,エルコンドルパサー,10,3,1014,1018,1002,エルコンドルパサー,エアグルーヴ,サイレンススズカ,130,right (jukebox),1014003,home/data/00000/03/hometimeline_00000_03_1014003,ASSET_NOT_IN_META
1015,テイエムオペラオー,1,1,1015,,,テイエムオペラオー,,,510,front left (campus map),1015001,home/data/00000/01/hometimeline_00000_01_1015001,FILE_MISSING
1015,テイエムオペラオー,2,1,1015,,,テイエムオペラオー,,,410,middle right (advertisements),1015002,home/data/00000/01/hometimeline_00000_01_1015002,FILE_MISSING
1015,テイエムオペラオー,3,1,1015,,,テイエムオペラオー,,,210,back left (campus map),1015003,home/data/00000/01/hometimeline_00000_01_1015003,FILE_MISSING
1015,テイエムオペラオー,4,2,1015,1058,,テイエムオペラオー,メイショウドトウ,,120,right (jukebox),1015001,home/data/00000/02/hometimeline_00000_02_1015001,FILE_MISSING
1015,テイエムオペラオー,5,3,1058,1015,1019,メイショウドトウ,テイエムオペラオー,アグネスデジタル,130,right (jukebox),15,home/data/00000/03/hometimeline_00000_03_0000015,FILE_MISSING
1015,テイエムオペラオー,6,2,1015,1033,,テイエムオペラオー,アドマイヤベガ,,520,front left (campus map),1015002,home/data/00000/02/hometimeline_00000_02_1015002,FILE_MISSING
1015,テイエムオペラオー,7,2,1015,1058,,テイエムオペラオー,メイショウドトウ,,120,right (jukebox),1015001,home/data/00000/02/hometimeline_00000_02_1015001,FILE_MISSING
1015,テイエムオペラオー,8,2,1023,1015,,ビワハヤヒデ,テイエムオペラオー,,220,back left (campus map),1015002,home/data/00000/02/hometimeline_00000_02_1015002,FILE_MISSING
