id,reward_set_id,line_num,item_category,item_id,item_num
212,26,4,150,116,1
213,26,5,20,32,1
214,26,6,164,150,1
215,26,7,90,43,150
216,26,8,51,30096,1
217,27,1,30,110,1000
218,27,2,91,59,2000
219,27,3,21,34,1
220,27,4,150,116,1
221,27,5,20,32,1
222,27,6,164,150,1
223,27,7,90,43,150
224,27,8,51,30096,1
225,28,1,103,98,500
226,28,2,30,110,1000
227,28,3,21,34,1
228,28,4,150,116,1
229,28,5,20,32,1
230,28,6,164,150,1
231,28,7,90,43,150
232,28,8,51,30100,1
233,29,1,30,110,1000
234,29,2,91,59,2000
235,29,3,21,34,1
236,29,4,150,116,1
237,29,5,20,32,1
238,29,6,164,150,1
239,29,7,90,43,150
240,29,8,51,30100,1
241,30,1,103,98,500
242,30,2,30,110,1000
243,30,3,21,34,1
244,30,4,150,116,1
245,30,5,20,32,1
246,30,6,164,150,1
247,30,7,90,43,150
248,30,8,51,30104,1
249,31,1,30,110,1000
250,31,2,91,59,2000
251,31,3,21,34,1
252,31,4,150,116,1
253,31,5,20,32,1
254,31,6,164,150,1
255,31,7,90,43,150
256,31,8,51,30104,1
257,32,1,103,98,500
258,32,2,30,110,1000
259,32,3,21,34,1
260,32,4,150,116,1
261,32,5,20,32,1
262,32,6,164,150,1
263,32,7,90,43,150
264,32,8,51,30109,1
265,33,1,30,110,1000
266,33,2,91,59,2000
267,33,3,21,34,1
268,33,4,150,116,1
269,33,5,20,32,1
270,33,6,164,150,1
271,33,7,90,43,150
272,33,8,51,30109,1
