id,story_event_id,chara_id,rarity,support_card_id,limit_0,limit_1,limit_2,limit_3,limit_4,start_date,end_date
48,1004,1061,3,30056,30,32,35,40,45,1758492000,1759615199
49,1004,1014,3,30007,10,13,16,20,25,1758492000,1759615199
50,1004,1011,3,30006,10,13,16,20,25,1758492000,1759615199
51,1004,1007,3,30004,10,13,16,20,25,1758492000,1759615199
52,1004,1020,3,30008,10,13,16,20,25,1758492000,1759615199
53,1004,1061,2,20020,5,7,9,12,15,1758492000,1759615199
54,1004,1014,1,10011,3,5,7,10,12,1758492000,1759615199
55,1004,1011,1,10009,3,5,7,10,12,1758492000,1759615199
56,1004,1007,1,10006,3,5,7,10,12,1758492000,1759615199
57,1004,1020,1,10014,3,5,7,10,12,1758492000,1759615199
58,1004,1061,1,10048,3,5,7,10,12,1758492000,1759615199
59,1004,1007,3,30057,20,23,26,30,35,1758492000,1759615199
60,1005,1044,3,30045,30,32,35,40,45,1760479200,1761602399
61,1005,1035,3,30046,30,32,35,40,45,1760479200,1761602399
62,1005,1001,3,0,10,13,16,20,25,1760479200,1761602399
63,1005,1035,3,30012,10,13,16,20,25,1760479200,1761602399
64,1005,1035,3,30033,10,13,16,20,25,1760479200,1761602399
65,1005,1009,2,20002,5,7,9,12,15,1760479200,1761602399
66,1005,1044,2,20023,5,7,9,12,15,1760479200,1761602399
67,1005,1044,1,10050,3,5,7,10,12,1760479200,1761602399
68,1005,1035,1,10016,3,5,7,10,12,1760479200,1761602399
69,1005,1009,1,10023,3,5,7,10,12,1760479200,1761602399
70,1005,1001,1,10001,3,5,7,10,12,1760479200,1761602399
71,1005,1004,1,10004,3,5,7,10,12,1760479200,1761602399
72,1005,1009,3,30047,20,23,26,30,35,1760479200,1761602399
73,1006,1021,3,30064,30,32,35,40,45,1764021600,1765058399
74,1006,1047,3,30065,30,32,35,40,45,1764021600,1765058399
75,1006,1021,3,30009,10,13,16,20,25,1764021600,1765058399
76,1006,1045,3,30016,10,13,16,20,25,1764021600,1765058399
77,1006,1030,3,30023,10,13,16,20,25,1764021600,1765058399
78,1006,1030,3,30034,10,13,16,20,25,1764021600,1765058399
80,1006,1026,2,20009,5,7,9,12,15,1764021600,1765058399
81,1006,1047,2,20028,5,7,9,12,15,1764021600,1765058399
82,1006,1030,1,10015,3,5,7,10,12,1764021600,1765058399
83,1006,1045,1,10019,3,5,7,10,12,1764021600,1765058399
84,1006,1021,1,10027,3,5,7,10,12,1764021600,1765058399
85,1006,1026,1,10032,3,5,7,10,12,1764021600,1765058399
86,1006,1047,1,10059,3,5,7,10,12,1764021600,1765058399
87,1006,1026,3,30066,20,23,26,30,35,1764021600,1765058399
88,1007,1038,3,30068,30,32,35,40,45,1765749600,1766699999
89,1007,1016,3,30069,30,32,35,40,45,1765749600,1766699999
90,1007,1016,3,30044,10,13,16,20,25,1765749600,1766699999
91,1007,1040,3,30014,10,13,16,20,25,1765749600,1766699999
92,1007,1029,3,30031,10,13,16,20,25,1765749600,1766699999
93,1007,1029,2,20011,5,7,9,12,15,1765749600,1766699999
94,1007,1016,1,10072,3,5,7,10,12,1765749600,1766699999
95,1007,1017,1,10013,3,5,7,10,12,1765749600,1766699999
96,1007,1040,1,10017,3,5,7,10,12,1765749600,1766699999
97,1007,1029,1,10034,3,5,7,10,12,1765749600,1766699999
98,1007,1038,1,10073,5,7,9,12,15,1765749600,1766699999
99,1007,1029,3,30070,20,23,26,30,35,1765749600,1766699999
100,1008,1024,3,30072,30,32,35,40,45,1767650400,1768946399
101,1008,1050,3,30073,30,32,35,40,45,1767650400,1768946399
102,1008,1006,3,30024,10,13,16,20,25,1767650400,1768946399
104,1008,1023,2,20006,5,7,9,12,15,1767650400,1768946399
105,1008,1024,2,20007,5,7,9,12,15,1767650400,1768946399
106,1008,1050,2,20014,5,7,9,12,15,1767650400,1768946399
107,1008,1055,2,20015,5,7,9,12,15,1767650400,1768946399
108,1008,1006,1,10005,3,5,7,10,12,1767650400,1768946399
109,1008,1023,1,10029,3,5,7,10,12,1767650400,1768946399
110,1008,1024,1,10030,3,5,7,10,12,1767650400,1768946399
111,1008,1050,1,10040,3,5,7,10,12,1767650400,1768946399
112,1008,1055,1,10043,3,5,7,10,12,1767650400,1768946399
113,1008,1055,3,30074,20,23,26,30,35,1767650400,1768946399
114,1009,1033,3,30077,30,32,35,40,45,1769724000,1770674399
115,1009,1056,3,30078,30,32,35,40,45,1769724000,1770674399
116,1009,1052,3,30019,10,13,16,20,25,1769724000,1770674399
117,1009,1056,2,20016,7,9,12,15,18,1769724000,1770674399
118,1009,1058,2,20017,7,9,12,15,18,1769724000,1770674399
119,1009,1052,1,10020,3,5,7,10,12,1769724000,1770674399
120,1009,1015,1,10012,3,5,7,10,12,1769724000,1770674399
121,1009,1056,1,10044,3,5,7,10,12,1769724000,1770674399
122,1009,1058,1,10045,3,5,7,10,12,1769724000,1770674399
123,1009,1033,1,10075,5,7,9,12,15,1769724000,1770674399
124,1009,1058,3,30079,20,23,26,30,35,1769724000,1770674399
125,1010,1051,3,30082,30,32,35,40,45,1771452000,1772402399
126,1010,1041,3,30083,30,32,35,40,45,1771452000,1772402399
127,1010,1041,3,30015,10,13,16,20,25,1771452000,1772402399
128,1010,1051,3,30018,10,13,16,20,25,1771452000,1772402399
130,1010,1026,3,30066,10,13,16,20,25,1771452000,1772402399
131,1010,1026,2,20009,7,9,12,15,18,1771452000,1772402399
132,1010,1037,2,20013,7,9,12,15,18,1771452000,1772402399
133,1010,1051,2,20027,7,9,12,15,18,1771452000,1772402399
134,1010,1048,2,20035,7,9,12,15,18,1771452000,1772402399
135,1010,1041,1,10018,3,5,7,10,12,1771452000,1772402399
136,1010,1026,1,10032,3,5,7,10,12,1771452000,1772402399
137,1010,1037,1,10038,3,5,7,10,12,1771452000,1772402399
138,1010,1051,1,10041,3,5,7,10,12,1771452000,1772402399
139,1010,1048,1,10070,3,5,7,10,12,1771452000,1772402399
140,1010,1048,3,30084,20,23,26,30,35,1771452000,1772402399
141,1011,1077,3,30086,30,32,35,40,45,1773352800,1774303199
142,1011,1027,2,20040,17,20,23,27,32,1773352800,1774303199
143,1011,1033,2,20041,17,20,23,27,32,1773352800,1774303199
144,1011,1041,2,20042,17,20,23,27,32,1773352800,1774303199
145,1011,1001,3,30001,10,13,16,20,25,1773352800,1774303199
146,1011,1007,3,30004,10,13,16,20,25,1773352800,1774303199
147,1011,1041,3,30015,10,13,16,20,25,1773352800,1774303199
148,1011,1027,3,30048,10,13,16,20,25,1773352800,1774303199
149,1011,1062,3,30030,10,13,16,20,25,1773352800,1774303199
150,1011,1067,3,30029,10,13,16,20,25,1773352800,1774303199
151,1011,1068,3,30028,10,13,16,20,25,1773352800,1774303199
152,1011,1033,3,30077,10,13,16,20,25,1773352800,1774303199
153,1011,1058,3,30079,10,13,16,20,25,1773352800,1774303199
154,1011,1027,2,20010,5,7,9,12,15,1773352800,1774303199
155,1011,1058,2,20017,5,7,9,12,15,1773352800,1774303199
156,1011,1001,1,10001,3,5,7,10,12,1773352800,1774303199
157,1011,1007,1,10006,3,5,7,10,12,1773352800,1774303199
158,1011,1041,1,10018,3,5,7,10,12,1773352800,1774303199
159,1011,1027,1,10033,3,5,7,10,12,1773352800,1774303199
160,1011,1062,1,10057,3,5,7,10,12,1773352800,1774303199
161,1011,1067,1,10056,3,5,7,10,12,1773352800,1774303199
162,1011,1068,1,10055,3,5,7,10,12,1773352800,1774303199
163,1011,1033,1,10075,3,5,7,10,12,1773352800,1774303199
164,1011,1058,1,10045,3,5,7,10,12,1773352800,1774303199
165,1011,1015,1,10012,3,5,7,10,12,1773352800,1774303199
166,1011,1074,1,10076,5,7,9,12,15,1773352800,1774303199
167,1011,1077,1,10077,5,7,9,12,15,1773352800,1774303199
168,1011,1074,3,30087,20,23,26,30,35,1773352800,1774303199
169,1011,1001,2,20043,13,16,19,23,28,1773352800,1774303199
170,1012,1017,3,30090,30,32,35,40,45,1775426400,1776549599
171,1012,1070,3,30091,30,32,35,40,45,1775426400,1776549599
172,1012,1020,3,30008,10,13,16,20,25,1775426400,1776549599
173,1012,1020,3,30055,10,13,16,20,25,1775426400,1776549599
174,1012,1036,3,30013,10,13,16,20,25,1775426400,1776549599
175,1012,1005,2,20001,7,9,12,15,18,1775426400,1776549599
176,1012,1070,2,20038,7,9,12,15,18,1775426400,1776549599
177,1012,1020,1,10014,3,5,7,10,12,1775426400,1776549599
178,1012,1005,1,10049,3,5,7,10,12,1775426400,1776549599
179,1012,1070,1,10071,3,5,7,10,12,1775426400,1776549599
180,1012,1017,1,10013,3,5,7,10,12,1775426400,1776549599
181,1012,1036,1,10037,3,5,7,10,12,1775426400,1776549599
185,1012,1036,3,30092,20,23,26,30,35,1775426400,1776549599
186,1013,1053,3,30094,30,32,35,40,45,1777240800,1778277599
187,1013,1042,3,30095,30,32,35,40,45,1777240800,1778277599
188,1013,1053,3,30042,10,13,16,20,25,1777240800,1778277599
189,1013,1060,3,30054,10,13,16,20,25,1777240800,1778277599
190,1013,1061,3,30056,10,13,16,20,25,1777240800,1778277599
191,1013,1039,3,30039,10,13,16,20,25,1777240800,1778277599
192,1013,1042,2,20029,7,9,12,15,18,1777240800,1778277599
193,1013,1060,2,20019,7,9,12,15,18,1777240800,1778277599
194,1013,1060,2,20026,7,9,12,15,18,1777240800,1778277599
195,1013,1061,2,20020,7,9,12,15,18,1777240800,1778277599
196,1013,1053,1,10065,3,5,7,10,12,1777240800,1778277599
197,1013,1042,1,10061,3,5,7,10,12,1777240800,1778277599
198,1013,1060,1,10047,3,5,7,10,12,1777240800,1778277599
199,1013,1061,1,10048,3,5,7,10,12,1777240800,1778277599
200,1013,1039,1,10063,3,5,7,10,12,1777240800,1778277599
201,1013,1039,3,30096,20,23,26,30,35,1777240800,1778277599
202,1014,1052,3,30098,30,32,35,40,45,1779141600,1780091999
203,1014,1063,3,30099,30,32,35,40,45,1779141600,1780091999
204,1014,1052,3,30019,10,13,16,20,25,1779141600,1780091999
205,1014,1038,3,30068,10,13,16,20,25,1779141600,1780091999
206,1014,1022,3,30010,10,13,16,20,25,1779141600,1780091999
207,1014,1030,3,30023,10,13,16,20,25,1779141600,1780091999
208,1014,1030,3,30034,10,13,16,20,25,1779141600,1780091999
209,1014,1063,3,30063,10,13,16,20,25,1779141600,1780091999
210,1014,1038,2,20044,7,9,12,15,18,1779141600,1780091999
211,1014,1022,2,20037,7,9,12,15,18,1779141600,1780091999
212,1014,1063,2,20025,7,9,12,15,18,1779141600,1780091999
213,1014,1052,1,10020,3,5,7,10,12,1779141600,1780091999
214,1014,1063,1,10053,3,5,7,10,12,1779141600,1780091999
215,1014,1038,1,10073,3,5,7,10,12,1779141600,1780091999
216,1014,1022,1,10028,3,5,7,10,12,1779141600,1780091999
217,1014,1030,1,10015,3,5,7,10,12,1779141600,1780091999
218,1014,1030,3,30100,20,23,26,30,35,1779141600,1780091999
219,1015,1014,3,30102,30,32,35,40,45,1781215200,1782165599
220,1015,1062,3,30103,30,32,35,40,45,1781215200,1782165599
221,1015,1010,3,30053,10,13,16,20,25,1781215200,1782165599
222,1015,1014,3,30007,10,13,16,20,25,1781215200,1782165599
223,1015,1062,3,30030,10,13,16,20,25,1781215200,1782165599
224,1015,1059,3,30041,10,13,16,20,25,1781215200,1782165599
225,1015,1047,3,30065,10,13,16,20,25,1781215200,1782165599
226,1015,1059,2,20018,7,9,12,15,18,1781215200,1782165599
227,1015,1047,2,20028,7,9,12,15,18,1781215200,1782165599
228,1015,1010,1,10008,3,5,7,10,12,1781215200,1782165599
229,1015,1014,1,10011,3,5,7,10,12,1781215200,1782165599
230,1015,1059,1,10046,3,5,7,10,12,1781215200,1782165599
231,1015,1062,1,10057,3,5,7,10,12,1781215200,1782165599
232,1015,1047,1,10059,3,5,7,10,12,1781215200,1782165599
234,1015,1047,3,30104,20,23,26,30,35,1781215200,1782165599
235,1016,1004,3,30107,30,32,35,40,45,1783029600,1784066399
236,1016,1049,3,30108,30,32,35,40,45,1783029600,1784066399
237,1016,1007,3,30004,10,13,16,20,25,1783029600,1784066399
238,1016,1013,3,30022,10,13,16,20,25,1783029600,1784066399
239,1016,1069,3,30038,10,13,16,20,25,1783029600,1784066399
240,1016,1049,3,30043,10,13,16,20,25,1783029600,1784066399
241,1016,1007,3,30057,10,13,16,20,25,1783029600,1784066399
242,1016,1004,1,10004,3,5,7,10,12,1783029600,1784066399
243,1016,1007,1,10006,3,5,7,10,12,1783029600,1784066399
244,1016,1013,1,10010,3,5,7,10,12,1783029600,1784066399
245,1016,1049,1,10067,3,5,7,10,12,1783029600,1784066399
246,1016,1069,1,10062,3,5,7,10,12,1783029600,1784066399
247,1016,1069,3,30109,20,23,26,30,35,1783029600,1784066399
10110,1011,1001,3,30025,10,13,16,20,25,1773352800,1774303199
10111,1011,1007,3,30057,10,13,16,20,25,1773352800,1774303199
10112,1011,1041,3,30083,10,13,16,20,25,1773352800,1774303199
10113,1011,1067,3,30088,10,13,16,20,25,1773352800,1774303199
