id,story_event_id,chara_id,card_id,rarity_1,rarity_2,rarity_3,rarity_4,rarity_5,start_date,end_date
84,1014,1022,102201,0,0,5,7,10,1779141600,1780091999
85,1014,1030,103001,0,0,5,7,10,1779141600,1780091999
86,1014,1030,103002,0,0,5,7,10,1779141600,1780091999
87,1014,1052,105201,1,3,5,7,10,1779141600,1780091999
88,1014,1052,105202,0,0,5,7,10,1779141600,1780091999
89,1015,1010,101002,0,0,30,32,35,1781215200,1782165599
90,1015,1059,105902,0,0,30,32,35,1781215200,1782165599
91,1015,1010,101001,0,0,10,13,16,1781215200,1782165599
92,1015,1059,105901,0,0,10,13,16,1781215200,1782165599
93,1015,1014,101402,0,0,10,13,16,1781215200,1782165599
94,1015,1014,101401,0,7,10,13,16,1781215200,1782165599
95,1015,1062,106201,0,7,10,13,16,1781215200,1782165599
96,1016,1007,100702,0,0,30,32,35,1783029600,1784066399
97,1016,1013,101303,0,0,30,32,35,1783029600,1784066399
98,1016,1004,100401,0,0,10,13,16,1783029600,1784066399
99,1016,1004,100402,0,0,10,13,16,1783029600,1784066399
100,1016,1007,100701,0,7,10,13,16,1783029600,1784066399
101,1016,1013,101301,0,0,10,13,16,1783029600,1784066399
102,1016,1013,101302,0,0,10,13,16,1783029600,1784066399
103,1016,1069,106901,0,0,10,13,16,1783029600,1784066399
