id,condition_type,have_mini,general_purpose,costume_type,chara_id,use_gender,body_shape,body_type,body_type_sub,body_setting,use_race,use_live,use_live_theater,use_home,use_dress_change,is_wet,is_dirt,head_sub_id,use_season,dress_color_main,dress_color_sub,color_num,disp_order,tail_model_id,tail_model_sub_id,mini_mayu_shader_type,start_time,end_time
100102,3,1,0,0,1001,0,0,101,2,0,1,1,1,1,1,1,1,2,0,EE6DCB,FFDEF9,0,153,-1,0,-1,1782424800,2524608000
100130,3,1,0,0,1001,0,0,170,30,0,1,1,1,1,1,1,1,30,0,EE6DCB,FFDEF9,0,152,-1,0,-1,1760479200,2524608000
100201,3,1,1,1,1002,0,0,100,0,0,1,1,1,1,1,1,1,0,0,29BD70,FFCE48,0,151,-1,0,-1,1483228800,2524608000
100301,3,1,1,1,1003,0,0,100,0,0,1,1,1,1,1,1,1,0,0,3376D2,FF99D0,0,151,-1,0,-1,1483228800,2524608000
100302,3,1,0,0,1003,0,0,101,2,0,1,1,1,1,1,1,1,2,0,3376D2,FF99D0,0,152,-1,0,-1,1752703200,2524608000
100401,3,1,1,1,1004,0,0,100,0,0,1,1,1,1,1,1,1,0,0,EA504A,FFCD00,0,151,-1,0,-1,1483228800,2524608000
100430,3,1,0,0,1004,0,0,170,30,0,1,1,1,1,1,1,1,30,0,EA504A,FFCD00,0,152,-1,0,-1,1760479200,2524608000
100501,3,1,1,1,1005,0,0,100,0,0,1,1,1,1,1,1,1,0,0,444745,33B839,0,151,-1,0,-1,1483228800,2524608000
100520,3,1,0,0,1005,0,0,100,20,0,1,1,1,1,1,1,1,20,0,444745,33B839,0,152,-1,0,-1,1775426400,2524608000
100601,3,1,1,1,1006,0,0,100,0,0,1,1,1,1,1,1,1,0,0,3A7AD2,ECE7E7,0,151,-1,0,-1,1483228800,2524608000
100646,3,1,0,0,1006,0,0,200,46,0,1,1,1,1,1,1,1,46,0,3A7AD2,ECE7E7,0,152,-1,0,-1,1767650400,2524608000
100701,3,1,1,1,1007,0,0,100,0,0,1,1,1,1,1,1,1,0,0,DA3C57,E9DA36,0,151,-1,0,-1,1483228800,2524608000
100730,3,1,0,0,1007,0,0,100,30,0,1,1,1,1,1,1,1,30,0,DA3C57,E9DA36,0,152,-1,0,-1,1783029600,2524608000
100801,3,1,1,1,1008,0,0,100,0,0,1,1,1,1,1,1,1,0,0,D4C200,3DD1D7,0,151,-1,0,-1,1483228800,2524608000
100901,3,1,1,1,1009,0,0,100,0,0,1,1,1,1,1,1,1,0,0,4F64D8,E73472,0,151,-1,0,-1,1483228800,2524608000
101001,3,1,1,1,1010,0,0,100,0,0,1,1,1,1,1,1,1,0,0,73C032,FFAC42,0,151,-1,0,-1,1483228800,2524608000
101023,3,1,0,0,1010,0,0,150,23,0,1,1,1,1,1,1,1,23,0,73C032,FFAC42,0,152,-1,0,-1,1781215200,2524608000
101101,3,1,1,1,1011,0,0,100,0,0,1,1,1,1,1,1,1,0,0,3A34AC,E3493F,0,151,-1,0,-1,1483228800,2524608000
101116,3,1,0,0,1011,0,0,130,16,0,1,1,1,1,1,1,1,16,0,3A34AC,E3493F,0,152,-1,0,-1,1758492000,2524608000
101201,3,1,1,1,1012,0,0,100,1,0,1,1,1,1,1,1,1,1,0,2185D0,E6453A,0,151,-1,0,-1,1483228800,2524608000
101301,3,1,1,1,1013,0,0,100,0,0,1,1,1,1,1,1,1,0,0,00B5BE,DFC8E7,0,151,-1,0,-1,1483228800,2524608000
101302,3,1,0,0,1013,0,0,101,2,0,1,1,1,1,1,1,1,2,0,00B5BE,DFC8E7,0,152,-1,0,-1,1752703200,2524608000
101330,3,1,0,0,1013,0,0,170,30,0,1,1,1,1,1,1,1,30,0,00B5BE,DFC8E7,0,153,1013,30,-1,1783029600,2524608000
101401,3,1,1,1,1014,0,0,100,0,0,1,1,1,1,1,1,1,0,0,DD4E31,EFDB28,0,151,-1,0,-1,1483228800,2524608000
101416,3,1,0,0,1014,0,0,130,16,0,1,1,1,1,1,1,1,16,0,DD4E31,EFDB28,0,152,-1,0,-1,1758492000,2524608000
101501,3,1,1,1,1015,0,0,100,0,0,1,1,1,1,1,1,1,0,0,F271C4,FBE415,0,151,-1,0,-1,1483228800,2524608000
101510,3,1,0,0,1015,0,0,100,10,0,1,1,1,1,1,1,1,10,0,F271C4,FBE415,0,152,-1,0,-1,1769724000,2524608000
101601,3,1,1,1,1016,0,0,100,0,0,1,1,1,1,1,1,1,0,0,75358C,D638A3,0,151,-1,0,-1,1483228800,2524608000
101602,3,1,0,0,1016,0,0,101,2,0,1,1,1,1,1,1,1,2,0,75358C,D638A3,0,152,-1,0,-1,1483228800,2524608000
101701,3,1,1,1,1017,0,0,100,0,0,1,1,1,1,1,1,1,0,0,1C7763,C6314B,0,151,-1,0,-1,1483228800,2524608000
101743,3,1,0,0,1017,0,0,100,43,0,1,1,1,1,1,1,1,43,0,1C7763,C6314B,0,152,-1,0,-1,1765749600,2524608000
101801,3,1,1,1,1018,0,0,100,0,0,1,1,1,1,1,1,1,0,0,0092CB,FAE053,0,151,-1,0,-1,1483228800,2524608000
101826,3,1,0,0,1018,0,0,160,26,0,1,1,1,1,1,1,1,26,0,0092CB,FAE053,0,152,-1,0,-1,1756418400,2524608000
101901,3,1,1,1,1019,0,0,100,1,0,1,1,1,1,1,1,1,1,0,F37F96,F9F189,0,151,-1,0,-1,1483228800,2524608000
101940,3,1,0,0,1019,0,0,100,40,0,1,1,1,1,1,1,1,40,0,F37F96,F9F189,0,152,-1,0,-1,2524608000,2524608000
102001,3,1,1,1,1020,0,0,100,0,0,1,1,1,1,1,1,1,0,0,65D283,F4DA40,0,151,-1,0,-1,1483228800,2524608000
102020,3,1,0,0,1020,0,0,100,20,0,1,1,1,1,1,1,1,20,0,65D283,F4DA40,0,152,-1,0,-1,1775426400,2524608000
102101,3,1,1,1,1021,0,0,100,0,0,1,1,1,1,1,1,1,0,0,3290D6,C6DAE7,0,151,-1,0,-1,1483228800,2524608000
102201,3,1,1,1,1022,0,0,100,0,0,1,1,1,1,1,1,1,0,0,20A95C,EE5340,0,151,-1,0,-1,1483228800,2524608000
102226,3,1,0,0,1022,0,0,100,26,0,1,1,1,1,1,1,1,26,0,20A95C,EE5340,0,152,-1,0,-1,1779141600,2524608000
102301,3,1,1,1,1023,0,0,100,0,0,1,1,1,1,1,1,1,0,0,B03D81,E776B6,0,151,-1,0,-1,1483228800,2524608000
102346,3,1,0,0,1023,0,0,100,46,0,1,1,1,1,1,1,1,46,0,B03D81,E776B6,0,152,-1,0,-1,1767650400,2524608000
102401,3,1,1,1,1024,0,0,100,0,0,1,1,1,1,1,1,1,0,0,F57D38,FFC845,0,151,-1,0,-1,1483228800,2524608000
102426,3,1,0,0,1024,0,0,160,26,0,1,1,1,1,1,1,1,26,0,F57D38,FFC845,0,152,-1,0,-1,1756418400,2524608000
102501,3,1,1,1,1025,0,0,100,0,0,1,1,1,1,1,1,1,0,0,494541,E8DD4C,0,151,-1,0,-1,1483228800,2524608000
102601,3,1,1,1,1026,0,0,100,0,0,1,1,1,1,1,1,1,0,0,EE60A1,F0ED41,0,151,1026,0,-1,1483228800,2524608000
102613,3,1,0,0,1026,0,0,100,13,0,1,1,1,1,1,1,1,13,0,EE60A1,F0ED41,0,152,-1,0,-1,1771452000,2524608000
102701,3,1,1,1,1027,0,0,100,0,0,1,1,1,1,1,1,1,0,0,14BAAE,7C4D3A,0,151,-1,0,-1,1483228800,2524608000
102801,3,1,1,1,1028,0,0,100,1,0,1,1,1,1,1,1,1,1,0,208BCD,FA6F8B,0,151,-1,0,-1,1483228800,2524608000
102901,3,1,1,1,1029,0,0,100,1,0,1,1,1,1,1,1,1,1,0,AF7E51,C8D8EB,0,151,-1,0,-1,1483228800,2524608000
103001,3,1,1,1,1030,0,0,100,0,0,1,1,1,1,1,1,1,0,0,384A86,CA3E6D,0,151,-1,0,-1,1483228800,2524608000
103040,3,1,0,0,1030,0,0,170,40,0,1,1,1,1,1,1,1,40,0,384A86,CA3E6D,0,152,-1,0,-1,1764021600,2524608000
103101,3,1,1,1,1031,0,0,100,0,0,1,1,1,1,1,1,1,0,0,F078C5,54AE1B,0,151,-1,0,-1,1483228800,2524608000
103201,3,1,1,1,1032,0,0,100,0,0,1,1,1,1,1,1,1,0,0,35B2B6,E2E868,0,151,-1,0,-1,1483228800,2524608000
103301,3,1,1,1,1033,0,0,100,0,0,1,1,1,1,1,1,1,0,0,3865A1,78D5E1,0,151,-1,0,-1,1483228800,2524608000
103401,3,1,1,1,1034,0,0,100,0,0,1,1,1,1,1,1,1,0,0,AE419E,EC86D0,0,151,-1,0,-1,1483228800,2524608000
103443,3,1,0,0,1034,0,0,100,43,0,1,1,1,1,1,1,1,43,0,AE419E,EC86D0,0,152,-1,0,-1,2524608000,2524608000
103501,3,1,1,1,1035,0,0,100,0,0,1,1,1,1,1,1,1,0,0,DD3D5B,EDE233,0,151,-1,0,-1,1483228800,2524608000
103601,3,1,1,1,1036,0,0,100,0,0,1,1,1,1,1,1,1,0,0,2459B4,E1E000,0,151,-1,0,-1,1483228800,2524608000
103701,3,1,1,1,1037,0,0,100,0,0,1,1,1,1,1,1,1,0,0,3D3B3A,E33067,0,151,-1,0,-1,1483228800,2524608000
103713,3,1,0,0,1037,0,0,100,13,0,1,1,1,1,1,1,1,13,0,3D3B3A,E33067,0,152,-1,0,-1,1771452000,2524608000
103801,3,1,1,1,1038,0,0,100,0,0,1,1,1,1,1,1,1,0,0,F86669,47423E,0,151,-1,0,-1,1753653600,2524608000
103826,3,1,0,0,1038,0,0,100,26,0,1,1,1,1,1,1,1,26,0,F86669,47423E,0,152,-1,0,-1,1779141600,2524608000
103901,3,1,1,1,1039,0,0,100,0,0,1,1,1,1,1,1,1,0,0,E146A7,00C7B1,0,151,-1,0,-1,1483228800,2524608000
104001,3,1,1,1,1040,0,0,100,0,0,1,1,1,1,1,1,1,0,0,245099,E63C5C,0,151,-1,0,-1,1483228800,2524608000
104043,3,1,0,0,1040,0,0,100,43,0,1,1,1,1,1,1,1,43,0,245099,E63C5C,0,152,-1,0,-1,1765749600,2524608000
104101,3,1,1,1,1041,0,0,100,0,0,1,1,1,1,1,1,1,0,0,EE6FAB,F2D4D7,0,151,-1,0,-1,1483228800,2524608000
104201,3,1,1,1,1042,0,0,100,0,0,1,1,1,1,1,1,1,0,0,B02D40,1690D4,0,151,-1,0,-1,1483228800,2524608000
104401,3,1,1,1,1044,0,0,100,0,0,1,1,1,1,1,1,1,0,0,926DDA,BC204B,0,151,-1,0,-1,1483228800,2524608000
104501,3,1,1,1,1045,0,0,100,0,0,1,1,1,1,1,1,1,0,0,5693DA,C8C9C7,0,151,-1,0,-1,1483228800,2524608000
104540,3,1,0,0,1045,0,0,170,40,0,1,1,1,1,1,1,1,40,0,5693DA,C8C9C7,0,152,-1,0,-1,1764021600,2524608000
104601,3,1,1,1,1046,0,0,100,1,0,1,1,1,1,1,1,1,1,0,F8587B,403A35,0,151,-1,0,-1,1754949600,2524608000
104701,3,1,1,1,1047,0,0,100,1,0,1,1,1,1,1,1,1,1,0,5F9B26,F3EA5D,0,151,-1,0,-1,1483228800,2524608000
104801,3,1,1,1,1048,0,0,100,0,0,1,1,1,1,1,1,1,0,0,25B8AE,1C57B9,0,151,-1,0,-1,1483228800,2524608000
104901,3,1,1,1,1049,0,0,100,0,0,1,1,1,1,1,1,1,0,0,C0453F,236192,0,151,-1,0,-1,1483228800,2524608000
105001,3,1,1,1,1050,0,0,100,0,0,1,1,1,1,1,1,1,0,0,E575CE,F3DD6D,0,151,-1,0,-1,1483228800,2524608000
105101,3,1,1,1,1051,0,0,100,0,0,1,1,1,1,1,1,1,0,0,E26ECB,F6EB61,0,151,-1,0,-1,1483228800,2524608000
105201,3,1,1,1,1052,0,0,100,0,0,1,1,1,1,1,1,1,0,0,FA7395,EDE04B,0,151,-1,0,-1,1483228800,2524608000
105210,3,1,0,0,1052,0,0,100,10,0,1,1,1,1,1,1,1,10,0,FA7395,EDE04B,0,152,-1,0,-1,1769724000,2524608000
105301,3,1,1,1,1053,0,0,100,1,0,1,1,1,1,1,1,1,1,0,366965,2D2926,0,151,-1,0,-1,1483228800,2524608000
105401,3,0,1,1,1054,0,0,100,1,0,1,1,1,1,1,1,1,1,0,E7396F,D162B8,0,151,-1,0,-1,1483228800,2524608000
105601,3,1,1,1,1056,0,0,100,0,0,1,1,1,1,1,1,1,0,0,3D89E9,F8A717,0,151,-1,0,-1,1483228800,2524608000
105623,3,1,0,0,1056,0,0,150,23,0,1,1,1,1,1,1,1,23,0,3D89E9,F8A717,0,152,-1,0,-1,1762466400,2524608000
105801,3,1,1,1,1058,0,0,100,0,0,1,1,1,1,1,1,1,0,0,46449B,D64388,0,151,-1,0,-1,1483228800,2524608000
105901,3,1,1,1,1059,0,0,100,0,0,1,1,1,1,1,1,1,0,0,19B49E,6F3B42,0,151,-1,0,-1,1483228800,2524608000
105923,3,1,0,0,1059,0,0,100,23,0,1,1,1,1,1,1,1,23,0,19B49E,6F3B42,0,152,-1,0,3,1781215200,2524608000
106001,3,1,1,1,1060,0,0,100,0,0,1,1,1,1,1,1,1,0,0,28A959,B82720,0,151,-1,0,-1,1483228800,2524608000
106050,3,1,0,0,1060,0,0,100,50,0,1,1,1,1,1,1,1,50,0,28A959,B82720,0,152,-1,0,-1,1777240800,2524608000
106101,3,1,1,1,1061,0,0,100,0,0,1,1,1,1,1,1,1,0,0,0E9451,1C57A5,0,151,-1,0,-1,1483228800,2524608000
106150,3,1,0,0,1061,0,0,100,50,0,1,1,1,1,1,1,1,50,0,0E9451,1C57A5,0,152,-1,0,-1,1777240800,2524608000
106201,3,1,1,1,1062,0,0,100,0,0,1,1,1,1,1,1,1,0,0,0f8dce,ee5b56,0,151,-1,0,-1,1483228800,2524608000
106301,3,0,1,1,1063,0,0,100,0,0,1,1,1,1,1,1,1,0,0,29BD70,FFCE48,0,151,-1,0,-1,1483228800,2524608000
106401,3,1,1,1,1064,0,0,100,0,0,1,1,1,1,1,1,1,0,0,27c79c,865432,0,151,-1,0,-1,1483228800,2524608000
106501,3,1,1,1,1065,0,0,100,0,0,1,1,1,1,1,1,1,0,0,5b64d5,fbe247,0,151,-1,0,-1,1483228800,2524608000
106601,3,1,1,1,1066,0,0,100,0,0,1,1,1,1,1,1,1,0,0,1985d2,27b784,0,151,-1,0,-1,1483228800,2524608000
106701,3,1,1,1,1067,0,0,100,0,0,1,1,1,1,1,1,1,0,0,94bf01,f9eb39,0,151,-1,0,-1,1483228800,2524608000
106801,3,1,1,1,1068,0,0,100,0,0,1,1,1,1,1,1,1,0,0,5a6065,fc6d31,0,151,-1,0,-1,1483228800,2524608000
106901,3,1,1,1,1069,0,0,100,0,0,1,1,1,1,1,1,1,0,0,f9879d,f7dde2,0,151,-1,0,-1,1483228800,2524608000
106960,3,0,1,0,1069,0,0,100,1,0,1,1,1,1,0,1,1,0,0,3376D2,FF99D0,0,190,-1,0,-1,1483228800,2524608000
107101,3,1,1,1,1071,0,0,100,0,0,1,1,1,1,1,1,1,0,0,28baa5,bfe4eb,0,151,-1,0,-1,1483228800,2524608000
107201,3,1,1,1,1072,0,0,100,0,0,1,1,1,1,1,1,1,0,0,da483a,ffda93,0,151,-1,0,-1,1483228800,2524608000
107301,3,0,1,1,1073,0,0,100,0,0,1,1,1,1,1,1,1,0,0,8F4DAC,F5CD47,0,151,-1,0,-1,1483228800,2524608000
107401,3,1,1,1,1074,0,0,100,0,0,1,1,1,1,1,1,1,0,0,45C5C1,9F5F54,0,151,-1,0,-1,1483228800,2524608000
107701,3,0,1,1,1077,0,0,100,0,0,1,1,1,1,1,1,1,0,0,ea5bc0,8f3d7d,0,151,-1,0,-1,1483228800,2524608000
107801,3,1,1,1,1078,0,0,100,0,0,1,1,1,1,1,1,1,0,0,5192C1,AE4544,0,151,-1,0,-1,1483228800,2524608000
108501,3,1,1,1,1085,0,0,100,0,0,1,1,1,1,1,1,1,0,0,d2445d,6946a9,0,151,-1,0,-1,1483228800,2524608000
109801,3,1,1,1,1098,0,0,100,0,0,1,1,1,1,1,1,1,0,0,eeb42a,d93c49,0,151,-1,0,-1,1483228800,2524608000
109901,3,1,1,1,1099,0,0,100,0,0,1,1,1,1,1,1,1,0,0,d94149,cddee0,0,151,-1,0,-1,1483228800,2524608000
110001,3,1,1,1,1100,0,0,100,0,0,1,1,1,1,1,1,1,0,0,d85081,d8d2d9,0,151,-1,0,-1,1483228800,2524608000
200101,3,0,0,0,2001,0,0,100,0,0,1,1,1,0,1,1,1,0,0,494541,E8DD4C,0,151,-1,0,-1,1483228800,2524608000
200201,3,0,0,0,2002,0,0,100,0,0,1,1,1,0,0,1,1,0,0,494541,E8DD4C,0,151,-1,0,-1,1483228800,2524608000
200301,3,0,0,0,2003,0,0,100,0,0,1,1,1,0,0,1,1,0,0,494541,E8DD4C,0,151,-1,0,-1,1483228800,2524608000
200401,3,0,0,0,2004,0,0,100,0,0,1,1,1,0,0,1,1,0,0,494541,E8DD4C,0,151,-1,0,-1,1483228800,2524608000
900101,5,1,0,0,9001,0,0,100,0,0,1,1,1,1,0,0,0,0,0,FFFFFF,FFFFFF,0,151,-1,-1,-1,1483228800,2524608000
900201,5,0,0,0,9002,0,0,100,0,0,1,1,1,1,0,0,0,0,0,FFFFFF,FFFFFF,0,151,-1,-1,-1,1483228800,2524608000
900301,5,0,0,0,9003,0,0,100,0,0,1,1,1,1,0,0,0,0,0,FFFFFF,FFFFFF,0,151,-1,-1,-1,1483228800,2524608000
900401,5,0,0,0,9004,0,0,100,0,0,1,1,1,1,0,0,0,0,0,FFFFFF,FFFFFF,0,151,-1,-1,-1,1483228800,2524608000
900501,5,0,0,0,9005,0,0,100,0,0,1,1,1,1,0,0,0,0,0,FFFFFF,FFFFFF,0,151,-1,-1,-1,1483228800,2524608000
900601,5,0,0,0,9006,0,0,100,0,0,1,1,1,1,0,0,0,0,0,FFFFFF,FFFFFF,0,151,-1,-1,-1,1483228800,2524608000
901001,6,0,0,0,1001,0,0,230,90,0,0,1,1,1,0,1,1,90,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901002,6,0,0,0,1002,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901003,6,0,0,0,1003,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901004,6,0,0,0,1004,0,0,230,90,0,0,1,1,1,0,1,1,90,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901005,5,0,0,0,1005,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901006,6,0,0,0,1006,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901007,6,0,0,0,1007,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901008,6,0,0,0,1008,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901009,6,0,0,0,1009,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901010,6,0,0,0,1010,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901011,6,0,0,0,1011,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901012,5,0,0,0,1012,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901013,6,0,0,0,1013,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901014,6,0,0,0,1014,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901015,5,0,0,0,1015,0,0,230,90,0,0,0,0,0,0,1,1,90,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901016,5,0,0,0,1016,0,0,230,90,0,0,0,0,0,0,1,1,90,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901017,6,0,0,0,1017,0,0,230,90,0,0,1,1,1,0,1,1,90,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901018,6,0,0,0,1018,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901019,5,0,0,0,1019,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901020,5,0,0,0,1020,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901021,5,0,0,0,1021,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901022,5,0,0,0,1022,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901023,5,0,0,0,1023,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901024,6,0,0,0,1024,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901025,5,0,0,0,1025,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901026,6,0,0,0,1026,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901027,6,0,0,0,1027,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901028,5,0,0,0,1028,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901030,6,0,0,0,1030,0,0,230,90,0,0,1,1,1,0,1,1,90,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901031,5,0,0,0,1031,0,0,230,90,0,0,0,0,0,0,1,1,90,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901032,6,0,0,0,1032,0,0,230,90,0,0,1,1,1,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
901033,5,0,0,0,1033,0,0,230,90,0,0,0,0,0,0,1,1,0,0,FFFFFF,FFFFFF,0,50,-1,0,-1,1483228800,2524608000
