id,rarity,group_id,group_rate,filter_switch,grade_value,skill_category,tag_id,unique_skill_id_1,unique_skill_id_2,exp_type,potential_per_default,activate_lot,priority,precondition_1,condition_1,float_ability_time_1,ability_time_usage_1,float_cooldown_time_1,ability_type_1_1,ability_value_usage_1_1,additional_activate_type_1_1,ability_value_level_usage_1_1,float_ability_value_1_1,target_type_1_1,target_value_1_1,ability_type_1_2,ability_value_usage_1_2,additional_activate_type_1_2,ability_value_level_usage_1_2,float_ability_value_1_2,target_type_1_2,target_value_1_2,ability_type_1_3,ability_value_usage_1_3,additional_activate_type_1_3,ability_value_level_usage_1_3,float_ability_value_1_3,target_type_1_3,target_value_1_3,precondition_2,condition_2,float_ability_time_2,ability_time_usage_2,float_cooldown_time_2,ability_type_2_1,ability_value_usage_2_1,additional_activate_type_2_1,ability_value_level_usage_2_1,float_ability_value_2_1,target_type_2_1,target_value_2_1,ability_type_2_2,ability_value_usage_2_2,additional_activate_type_2_2,ability_value_level_usage_2_2,float_ability_value_2_2,target_type_2_2,target_value_2_2,ability_type_2_3,ability_value_usage_2_3,additional_activate_type_2_3,ability_value_level_usage_2_3,float_ability_value_2_3,target_type_2_3,target_value_2_3,popularity_add_param_1,popularity_add_value_1,popularity_add_param_2,popularity_add_value_2,disp_order,icon_id,plate_type,disable_singlemode,disable_count_condition,is_general_skill,start_date,end_date
10411,3,1041,1,0,240,5,401,0,0,1,0,0,0,,distance_rate>=50&order<=3&blocked_side_continuetime>=2,50000,1,5000000,27,1,0,1,2500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,30,0,0,10,20013,0,1,0,0,1483228800,2524608000
10451,3,1045,1,0,240,5,402,0,0,1,0,0,0,,phase_random==1&order>=2&order_rate<=40,0,1,5000000,9,1,0,1,550,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,30,0,0,10,20023,0,1,0,0,1483228800,2524608000
10521,3,1052,1,0,240,5,402,0,0,1,0,0,0,,is_finalcorner==1&corner!=0&order_rate>50&near_count>=1,0,1,5000000,9,1,0,1,350,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,30,0,0,10,20023,0,1,0,0,1483228800,2524608000
10561,3,1056,1,0,240,5,401/403,0,0,1,0,0,0,,phase>=2&order>=3&blocked_front==1,50000,1,5000000,27,1,0,1,2500,1,0,31,1,0,1,1000,1,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,30,0,0,10,20013,0,1,0,0,1483228800,2524608000
10601,3,1060,1,0,240,5,401,0,0,1,0,0,0,,phase>=2&order==3&bashin_diff_behind<=1,50000,1,5000000,27,1,0,1,2500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,30,0,0,10,20013,0,1,0,0,1483228800,2524608000
10611,3,1061,1,0,240,5,401,0,0,1,0,0,0,,temptation_count==0&remain_distance<=201&remain_distance>=199&order>=4&order_rate<=70,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,30,0,0,10,20013,0,1,0,0,1483228800,2524608000
10621,3,1062,1,0,240,5,401/402,0,0,1,0,0,0,,distance_rate>=50&phase==1&order>=3&order_rate<=70,50000,1,5000000,9,1,0,1,350,1,0,27,1,0,1,1500,1,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,15,2,15,10,20023,0,1,0,0,1483228800,2524608000
100011,5,10001,1,0,340,5,403,0,0,1,0,0,0,,phase>=2&order>=1&order_rate<=50&change_order_onetime<0,50000,1,5000000,22,1,0,1,3500,1,0,31,1,0,1,1000,1,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,3,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100021,5,10002,1,0,340,5,401,0,0,1,0,0,0,,distance_rate>=50&order==1&bashin_diff_behind>=1,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100031,5,10003,1,0,340,5,401,0,0,1,0,0,0,phase>=2&order<=3&bashin_diff_infront<=1&is_overtake==1,is_finalcorner==1&corner==0,50000,1,5000000,27,1,0,1,4500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100041,5,10004,1,0,340,5,403,0,0,1,0,0,0,,is_finalcorner==1&order<=5&order_rate<=50,40000,1,5000000,31,1,0,1,4000,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,3,60,0,0,10,20043,0,1,0,0,1483228800,2524608000
100051,5,10005,1,0,340,5,401,0,0,1,0,0,0,phase>=2&order_rate<=40&behind_near_lane_time_set1>=1,remain_distance<=300,50000,1,5000000,27,1,0,1,4500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100061,5,10006,1,0,340,5,401,0,0,1,0,0,0,,order>=2&order<=5&order_rate<=50&remain_distance<=201&remain_distance>=199,50000,1,5000000,27,1,0,1,4500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100071,4,10007,1,0,340,5,401,0,0,1,0,0,0,,distance_rate>=50&distance_rate<=60&order_rate>50,60000,1,5000000,27,1,0,1,2500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100081,4,10008,1,0,340,5,401,0,0,1,0,0,0,,order>=3&order_rate<=50&remain_distance<=200&bashin_diff_infront<=1@order>=3&order_rate<=50&remain_distance<=200&bashin_diff_behind<=1,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100091,4,10009,1,0,340,5,401/403,0,0,1,0,0,0,,distance_rate>=50&order==1&bashin_diff_behind<=1@distance_rate>=50&order==2&is_overtake==1,50000,1,5000000,27,1,0,1,2500,1,0,31,1,0,1,3000,1,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,30,3,30,10,20013,0,1,0,0,1483228800,2524608000
100101,5,10010,1,0,340,5,403,0,0,1,0,0,0,,is_finalcorner_laterhalf==1&corner!=0&order>=3&order_rate<=40,40000,1,5000000,31,1,0,1,4000,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,3,60,0,0,10,20043,0,1,0,0,1483228800,2524608000
100111,4,10011,1,0,340,5,401,0,0,1,0,0,0,,is_finalcorner==1&corner==0&change_order_onetime<0&order>=3,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100121,5,10012,1,0,340,5,401,0,0,1,0,0,0,is_finalcorner==1&is_behind_in==1&change_order_onetime<0&order_rate>=40,is_finalcorner==1&corner==0,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100131,5,10013,1,0,340,5,401,0,0,1,0,0,0,,is_finalcorner==1&corner!=0&distance_diff_rate<=30&distance_type==4&lastspurt==2,50000,1,5000000,27,1,0,1,4500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,is_finalcorner==1&corner!=0&distance_diff_rate<=30,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100141,4,10014,1,0,340,5,401/403,0,0,1,0,0,0,,is_finalcorner==1&corner==0&hp_per>=30&order<=2,50000,1,5000000,27,1,0,1,2500,1,0,31,1,0,1,3000,1,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,30,3,30,10,20013,0,1,0,0,1483228800,2524608000
100151,5,10015,1,0,340,5,401,0,0,1,0,0,0,,is_finalcorner==1&bashin_diff_behind<=1&order<=4@is_finalcorner==1&bashin_diff_infront<=1&order<=4,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100161,5,10016,1,0,340,5,401,0,0,1,0,0,0,phase==1&blocked_side_continuetime>=2,is_finalcorner==1&order>=2&order_rate<=75&is_behind_in==1&change_order_onetime<0,50000,1,5000000,27,1,0,1,4500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,is_finalcorner==1&order>=2&order_rate<=75&is_behind_in==1&change_order_onetime<0,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100171,5,10017,1,0,340,5,406,0,0,1,0,0,0,,is_finalcorner==1&change_order_up_end_after>=3&corner==0,50000,1,5000000,27,1,0,1,4500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100181,4,10018,1,0,340,5,401,0,0,1,0,0,0,,is_finalcorner==1&corner!=0&order>=3&change_order_onetime<0,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100191,5,10019,1,0,340,5,401/403,0,0,1,0,0,0,,change_order_up_end_after>=2,50000,1,5000000,27,1,0,1,3500,1,0,28,1,0,1,350,1,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,30,3,30,10,20013,0,1,0,0,1483228800,2524608000
100201,5,10020,1,0,340,5,403,0,0,1,0,0,0,,phase>=2&corner!=0&order==1,40000,1,5000000,31,1,0,1,4000,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,3,60,0,0,10,20043,0,1,0,0,1483228800,2524608000
100211,5,10021,1,0,340,5,401/403,0,0,1,0,0,0,,distance_rate>=50&corner==0&order_rate>=70&order_rate<=75&is_overtake==1@distance_rate>=50&corner==0&order_rate<=30&order_rate>=20,50000,1,5000000,27,1,0,1,3500,1,0,31,1,0,1,1000,1,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100221,5,10022,1,0,340,5,401,0,0,1,0,0,0,,distance_rate>=50&order>=2&order_rate<=40&blocked_side_continuetime>=2,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100231,5,10023,1,0,340,5,401,0,0,1,0,0,0,,phase>=2&is_finalcorner==1&order<=4&temptation_count==0,50000,1,5000000,27,1,0,1,4500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,phase>=2&is_finalcorner==1&order<=4,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100241,4,10024,1,0,340,5,401/403,0,0,1,0,0,0,,is_finalcorner==1&blocked_side_continuetime>=2&order<=3,50000,1,5000000,27,1,0,1,2500,1,0,31,1,0,1,3000,1,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,30,3,30,10,20013,0,1,0,0,1483228800,2524608000
100251,5,10025,1,0,340,5,401/406,0,0,1,0,0,0,,distance_rate>=50&order_rate>=40&order_rate<=70,60000,1,5000000,27,1,0,1,2500,1,0,21,1,0,1,-500,9,5,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100261,5,10026,1,0,340,5,401,0,0,1,0,0,0,,is_badstart==0&order<=3&is_finalcorner==1&corner==0&order_rate_in20_continue==1,50000,1,5000000,27,1,0,1,4500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,is_badstart==0&order<=3&is_finalcorner==1&corner==0,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100271,4,10027,1,0,340,5,403,0,0,1,0,0,0,,phase>=2&corner!=0&order_rate>=65&order_rate<=70,40000,1,5000000,31,1,0,1,4000,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,3,60,0,0,10,20043,0,1,0,0,1483228800,2524608000
100281,5,10028,1,0,340,5,401/403,0,0,1,0,0,0,,distance_rate>=45&distance_rate<=60&order>=3&order_rate<=50&hp_per<=70,50000,1,5000000,27,1,0,1,2500,1,0,31,1,0,1,3000,1,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,30,3,30,10,20013,0,1,0,0,1483228800,2524608000
100301,5,10030,1,0,340,5,401,0,0,1,0,0,0,phase>=2&order<=4&change_order_onetime<0,is_finalcorner==1&corner==0,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100311,5,10031,1,0,340,5,401,0,0,1,0,0,0,remain_distance<=305&remain_distance>=300&slope==1,remain_distance<=299&remain_distance>=295&order<=2&slope==0@remain_distance<=299&remain_distance>=295&order<=2&slope==2,50000,1,5000000,27,1,0,1,4500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,remain_distance<=299&remain_distance>=295&order<=2,50000,1,5000000,27,1,0,1,2500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100321,4,10032,1,0,340,5,401/402,0,0,1,0,0,0,,distance_rate>=50&corner!=0&order>=3&order_rate<=40,40000,1,5000000,9,1,0,1,550,1,0,27,1,0,1,2500,1,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,60,0,0,10,20023,0,1,0,0,1483228800,2524608000
100331,5,10033,1,0,340,5,401,0,0,1,0,0,0,,is_finalcorner==1&corner==0&distance_diff_top>=5&order_rate<80,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,is_finalcorner==1&corner==0&distance_diff_top>=5&order_rate>=80,50000,1,5000000,27,1,0,1,4500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100341,5,10034,1,0,340,5,401,0,0,1,0,0,0,distance_rate>=50&order_rate_out40_continue==1,compete_fight_count>0,50000,1,5000000,27,1,0,1,4500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100351,4,10035,1,0,340,5,401,0,0,1,0,0,0,is_finalcorner==1&blocked_side_continuetime>=2,is_finalcorner==1&corner==0&order<=5,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100361,5,10036,1,0,340,5,401/403,0,0,1,0,0,0,is_finalcorner==1&order_rate>=40&order_rate<=75&lane_type==0,is_finalcorner==1&corner==0,50000,1,5000000,27,1,0,1,3500,1,0,28,1,0,1,350,1,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,30,3,30,10,20013,0,1,0,0,1483228800,2524608000
100371,5,10037,1,0,340,5,401,0,0,1,0,0,0,,temptation_count==0&order>=3&is_finalcorner==1&corner==0&order_rate_in80_continue==1&order_rate_out40_continue==1,50000,1,5000000,27,1,0,1,4500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,temptation_count==0&order>=3&is_finalcorner==1&corner==0,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100381,5,10038,1,0,340,5,401/403,0,0,1,0,0,0,,distance_rate>=50&distance_rate<=65&order>=2&order_rate<=40&change_order_onetime<0,50000,1,5000000,27,1,0,1,2500,1,0,31,1,0,1,3000,1,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,30,3,30,10,20013,0,1,0,0,1483228800,2524608000
100391,5,10039,1,0,340,5,401,0,0,1,0,0,0,,is_finalcorner==1&corner==0&blocked_side_continuetime>=2,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100401,5,10040,1,0,340,5,403,0,0,1,0,0,0,,distance_rate>=50&order_rate>=40&order_rate<=70&is_overtake==1,60000,1,5000000,31,1,0,1,3000,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,3,60,0,0,10,20043,0,1,0,0,1483228800,2524608000
100411,4,10041,1,0,340,5,401,0,0,1,0,0,0,,distance_rate>=50&order<=3&blocked_side_continuetime>=2,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100421,5,10042,1,0,340,5,401,0,0,1,0,0,0,,remain_distance<=201&remain_distance>=199&distance_diff_top<=5&order>=2,50000,1,5000000,27,1,0,1,4500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,remain_distance<=201&remain_distance>=199&distance_diff_top<=10&order>=2,50000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100441,5,10044,1,0,340,5,401,0,0,1,0,0,0,order_rate_out50_continue==1&temptation_count==0&is_finalcorner==1,remain_distance<=300,60000,1,5000000,27,1,0,1,3500,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,60,0,0,10,20013,0,1,0,0,1483228800,2524608000
100451,4,10045,1,0,340,5,402,0,0,1,0,0,0,,phase_random==1&order>=2&order_rate<=40,0,1,5000000,9,1,0,1,750,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2,60,0,0,10,20023,0,1,0,0,1483228800,2524608000
100461,5,10046,1,0,340,5,401/403,0,0,1,0,0,0,,phase==1&corner==0&order<=2&bashin_diff_behind<=1,50000,1,5000000,27,1,0,1,2500,1,0,31,1,0,1,3000,1,0,0,1,0,1,0,0,0,,,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,30,3,30,10,20013,0,1,0,0,1483228800,2524608000
