id,group,grade,course_set,thumbnail_id,ff_cue_name,ff_cuesheet_name,real_ff_cue_name,real_ff_cuesheet_name,ff_anim,ff_camera,ff_camera_sub,ff_sub,start_gate,start_gate_panel,goal_gate,goal_flower,result_podium,audience_group_id,paddock_bg_id,audience,entry_num,change_full_gate,is_dirtgrade,start_date
1011,1,100,10602,1011,snd_mfx_1001_CL,snd_mfx_1001_CL,snd_mfx_r_1001_CL,snd_mfx_r_1001_CL,1011,101,0,0,0,0,6,6,-1,0,0,0,18,0,0,1498870800
1012,1,100,10906,1012,snd_mfx_1003_CL,snd_mfx_1003_CL,snd_mfx_r_1003_CL,snd_mfx_r_1003_CL,1012,103,0,0,0,0,3,3,-1,0,0,0,18,0,0,1498870800
1013,1,100,10501,1013,snd_mfx_1001_CL,snd_mfx_1001_CL,snd_mfx_r_1001_CL,snd_mfx_r_1001_CL,1013,101,0,0,0,0,2,2,-1,0,0,0,16,0,0,1498870800
1014,1,100,10807,1014,snd_mfx_1002_CL,snd_mfx_1002_CL,snd_mfx_r_1002_CL,snd_mfx_r_1002_CL,1014,102,0,0,0,0,2,2,-1,0,0,0,18,0,0,1498870800
1015,1,100,10810,1015,snd_mfx_1002_CL,snd_mfx_1002_CL,snd_mfx_r_1002_CL,snd_mfx_r_1002_CL,1015,102,0,0,0,0,3,3,-1,0,0,0,18,0,0,1498870800
1016,1,100,10604,1016,snd_mfx_1001_CL,snd_mfx_1001_CL,snd_mfx_r_1001_CL,snd_mfx_r_1001_CL,1016,101,0,0,0,0,7,7,-1,0,0,0,18,0,0,1498870800
1017,1,100,10808,1017,snd_mfx_1002_CL,snd_mfx_1002_CL,snd_mfx_r_1002_CL,snd_mfx_r_1002_CL,1017,102,0,0,0,0,4,4,-1,0,0,0,18,0,0,1498870800
1018,1,100,10805,1018,snd_mfx_1002_CL,snd_mfx_1002_CL,snd_mfx_r_1002_CL,snd_mfx_r_1002_CL,1018,102,0,0,0,0,5,5,-1,0,0,0,18,0,0,1498870800
1019,1,100,10606,1019,snd_mfx_1001_CL,snd_mfx_1001_CL,snd_mfx_r_1001_CL,snd_mfx_r_1001_CL,1019,101,0,0,0,0,8,8,-1,0,0,0,18,0,0,1498870800
1020,1,100,10708,1020,snd_mfx_1002_CL,snd_mfx_1002_CL,snd_mfx_r_1002_CL,snd_mfx_r_1002_CL,1020,102,1,0,0,0,2,2,-1,0,0,0,16,0,0,1498870800
1021,1,100,10903,1021,snd_mfx_1002_CL,snd_mfx_1002_CL,snd_mfx_r_1002_CL,snd_mfx_r_1002_CL,1021,102,0,0,0,0,4,4,-1,0,0,0,18,0,0,1498870800
1022,1,100,10903,1022,snd_mfx_1002_CL,snd_mfx_1002_CL,snd_mfx_r_1002_CL,snd_mfx_r_1002_CL,1022,102,0,0,0,0,5,5,-1,0,0,0,18,0,0,1498870800
1023,1,100,10506,1023,snd_mfx_1001_CL,snd_mfx_1001_CL,snd_mfx_r_1001_CL,snd_mfx_r_1001_CL,1023,101,0,0,0,0,3,3,-1,0,0,0,16,0,0,1498870800
1024,1,100,10504,1024,snd_mfx_1001_CL,snd_mfx_1001_CL,snd_mfx_r_1001_CL,snd_mfx_r_1001_CL,1024,101,0,0,0,0,4,4,-1,0,0,0,18,0,0,1498870800
1025,1,100,10808,1012,snd_mfx_1002_CL,snd_mfx_1002_CL,snd_mfx_r_1002_CL,snd_mfx_r_1002_CL,1025,102,0,0,0,0,6,0,-1,0,0,0,18,0,0,1498870800
1026,1,100,10810,1015,snd_mfx_1002_CL,snd_mfx_1002_CL,snd_mfx_r_1002_CL,snd_mfx_r_1002_CL,1015,102,0,0,0,0,3,3,-1,0,0,0,17,0,0,1498870800
1027,1,100,10914,1027,snd_mfx_1002_CL,snd_mfx_1002_CL,snd_mfx_r_1002_CL,snd_mfx_r_1002_CL,1027,102,0,0,0,0,6,3,-1,0,0,0,18,0,0,1616068800
1028,1,100,10604,1028,snd_mfx_1001_CL,snd_mfx_1001_CL,snd_mfx_r_1001_CL,snd_mfx_r_1001_CL,1028,101,0,0,0,0,9,0,-1,0,0,0,18,0,0,1498870800
1101,1,100,11103,1101,snd_mfx_1015_CL,snd_mfx_1015_CL,snd_mfx_r_1015_CL,snd_mfx_r_1015_CL,1101,313,0,0,100,0,1,0,-1,0,0,0,16,0,1,1498870800
1102,1,100,11103,1102,snd_mfx_1015_CL,snd_mfx_1015_CL,snd_mfx_r_1015_CL,snd_mfx_r_1015_CL,1102,313,0,0,100,0,2,0,-1,0,0,0,16,0,1,1498870800
1103,1,100,11102,1103,snd_mfx_1015_CL,snd_mfx_1015_CL,snd_mfx_r_1015_CL,snd_mfx_r_1015_CL,1103,313,0,0,100,0,3,0,-1,0,0,0,16,0,1,1498870800
1104,1,100,11101,1104,snd_mfx_1015_CL,snd_mfx_1015_CL,snd_mfx_r_1015_CL,snd_mfx_r_1015_CL,1104,313,0,0,100,0,4,0,-1,0,0,0,16,0,1,1498870800
1105,1,100,11103,1105,snd_mfx_1015_CL,snd_mfx_1015_CL,snd_mfx_r_1015_CL,snd_mfx_r_1015_CL,1105,313,0,0,100,0,5,0,-1,0,0,0,16,0,1,1498870800
1106,1,100,11103,1106,snd_mfx_1014_CL,snd_mfx_1014_CL,snd_mfx_r_1014_CL,snd_mfx_r_1014_CL,1106,313,0,0,100,0,6,0,-1,0,0,0,16,0,1,1498870800
1201,1,100,11203,1023,snd_mfx_1001_CL,snd_mfx_1001_CL,,,1023,101,0,0,201,101,1,1,-1,0,0,0,18,0,0,1498870800
2001,1,200,10809,2001,snd_mfx_1008_CL,snd_mfx_1008_CL,snd_mfx_r_1008_CL,snd_mfx_r_1008_CL,2001,208,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
2002,1,200,10708,2002,snd_mfx_1006_CL,snd_mfx_1006_CL,snd_mfx_r_1006_CL,snd_mfx_r_1006_CL,2002,206,0,0,0,0,0,0,-1,0,0,0,16,0,0,1498870800
2003,1,200,10505,2003,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,2003,205,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
2004,1,200,10808,2004,snd_mfx_1008_CL,snd_mfx_1008_CL,snd_mfx_r_1008_CL,snd_mfx_r_1008_CL,2004,208,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
2005,1,200,10503,2005,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,2005,205,0,0,0,0,0,0,-1,0,0,0,16,0,0,1498870800
2006,1,200,10504,2006,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,2006,205,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
2007,1,200,10704,2007,snd_mfx_1006_CL,snd_mfx_1006_CL,snd_mfx_r_1006_CL,snd_mfx_r_1006_CL,2007,206,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
2008,1,200,10902,2008,snd_mfx_1008_CL,snd_mfx_1008_CL,snd_mfx_r_1008_CL,snd_mfx_r_1008_CL,2008,208,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
2009,1,200,10909,2009,snd_mfx_1008_CL,snd_mfx_1008_CL,snd_mfx_r_1008_CL,snd_mfx_r_1008_CL,2009,208,0,0,0,0,0,0,-1,0,0,0,16,0,0,1498870800
2010,1,200,10503,2010,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,2010,205,0,0,0,0,0,0,-1,0,0,0,16,0,0,1498870800
2011,1,200,10506,2011,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,2011,205,0,0,0,0,0,0,-1,0,0,0,16,0,0,1498870800
2012,1,200,10903,2012,snd_mfx_1008_CL,snd_mfx_1008_CL,snd_mfx_r_1008_CL,snd_mfx_r_1008_CL,2012,208,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
2013,1,200,10502,2013,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,2013,205,0,0,0,0,0,0,-1,0,0,0,16,0,0,1498870800
2014,1,200,10805,2014,snd_mfx_1008_CL,snd_mfx_1008_CL,snd_mfx_r_1008_CL,snd_mfx_r_1008_CL,2014,208,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
2015,1,200,10604,2015,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,2015,205,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
2016,1,200,10606,2016,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,2016,205,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
2017,1,200,10808,2017,snd_mfx_1008_CL,snd_mfx_1008_CL,snd_mfx_r_1008_CL,snd_mfx_r_1008_CL,2017,208,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
2018,1,200,10601,2018,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,2018,205,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
2019,1,200,10607,2019,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,2019,205,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
2020,1,200,10104,2020,snd_mfx_1004_CL,snd_mfx_1004_CL,snd_mfx_r_1004_CL,snd_mfx_r_1004_CL,2020,204,0,0,0,0,0,0,-1,0,0,0,16,0,0,1498870800
2021,1,200,10901,2021,snd_mfx_1008_CL,snd_mfx_1008_CL,snd_mfx_r_1008_CL,snd_mfx_r_1008_CL,2021,208,0,0,0,0,0,0,-1,0,0,0,16,0,0,1498870800
2022,1,200,10904,2022,snd_mfx_1008_CL,snd_mfx_1008_CL,snd_mfx_r_1008_CL,snd_mfx_r_1008_CL,2022,208,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
2023,1,200,10505,2023,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,2023,205,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
2024,1,200,10907,2024,snd_mfx_1008_CL,snd_mfx_1008_CL,snd_mfx_r_1008_CL,snd_mfx_r_1008_CL,2024,208,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
2025,1,200,10505,2025,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,2025,205,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
2026,1,200,10603,2026,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,2026,205,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
2027,1,200,10809,2027,snd_mfx_1008_CL,snd_mfx_1008_CL,snd_mfx_r_1008_CL,snd_mfx_r_1008_CL,2027,208,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
2028,1,200,10603,2028,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,2028,205,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
2029,1,200,10803,2029,snd_mfx_1008_CL,snd_mfx_1008_CL,snd_mfx_r_1008_CL,snd_mfx_r_1008_CL,2029,208,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
2030,1,200,10601,2030,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,2030,205,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
2031,1,200,10607,2031,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,2031,205,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
2032,1,200,10805,2032,snd_mfx_1008_CL,snd_mfx_1008_CL,snd_mfx_r_1008_CL,snd_mfx_r_1008_CL,2032,208,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
2033,1,200,10507,2033,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,2033,205,0,0,0,0,0,0,-1,0,0,0,16,0,0,1498870800
2034,1,200,10902,2034,snd_mfx_1008_CL,snd_mfx_1008_CL,snd_mfx_r_1008_CL,snd_mfx_r_1008_CL,2034,208,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
2035,1,200,10503,2010,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,2010,205,0,0,0,0,0,0,-1,0,0,0,5,0,0,1498870800
3001,1,300,10805,3001,snd_mfx_1008_CL,snd_mfx_1008_CL,snd_mfx_r_1008_CL,snd_mfx_r_1008_CL,3001,208,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
3002,1,300,10504,3002,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,3002,205,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
3003,1,300,10805,3003,snd_mfx_1008_CL,snd_mfx_1008_CL,snd_mfx_r_1008_CL,snd_mfx_r_1008_CL,3003,208,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
3004,1,300,10502,3004,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,3004,205,0,0,0,0,0,0,-1,0,0,0,16,0,0,1498870800
3005,1,300,10704,3005,snd_mfx_1006_CL,snd_mfx_1006_CL,snd_mfx_r_1006_CL,snd_mfx_r_1006_CL,3005,206,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
3006,1,300,10504,3006,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,3006,205,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
3007,1,300,10801,3007,snd_mfx_1008_CL,snd_mfx_1008_CL,snd_mfx_r_1008_CL,snd_mfx_r_1008_CL,3007,208,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
3008,1,300,10610,3008,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,3008,205,0,0,0,0,0,0,-1,0,0,0,16,0,0,1498870800
3009,1,300,10806,3009,snd_mfx_1008_CL,snd_mfx_1008_CL,snd_mfx_r_1008_CL,snd_mfx_r_1008_CL,3009,208,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
3010,1,300,10602,3010,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,3010,205,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
3011,1,300,10602,3011,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,3011,205,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
3012,1,300,10603,3012,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,3012,205,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
3013,1,300,10803,3013,snd_mfx_1008_CL,snd_mfx_1008_CL,snd_mfx_r_1008_CL,snd_mfx_r_1008_CL,3013,208,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
3014,1,300,10608,3014,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,3014,205,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
3015,1,300,11002,3015,snd_mfx_1006_CL,snd_mfx_1006_CL,snd_mfx_r_1006_CL,snd_mfx_r_1006_CL,3015,206,0,0,0,0,0,0,-1,0,0,0,16,0,0,1498870800
3016,1,300,10903,3016,snd_mfx_1008_CL,snd_mfx_1008_CL,snd_mfx_r_1008_CL,snd_mfx_r_1008_CL,3016,208,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
3017,1,300,10902,3017,snd_mfx_1008_CL,snd_mfx_1008_CL,snd_mfx_r_1008_CL,snd_mfx_r_1008_CL,3017,208,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
3018,1,200,10903,3018,snd_mfx_1008_CL,snd_mfx_1008_CL,snd_mfx_r_1008_CL,snd_mfx_r_1008_CL,3018,208,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
3019,1,300,10501,3019,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,3019,205,0,0,0,0,0,0,-1,0,0,0,16,0,0,1498870800
3020,1,300,10503,3020,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,3020,205,0,0,0,0,0,0,-1,0,0,0,16,0,0,1498870800
3021,1,300,10702,3021,snd_mfx_1006_CL,snd_mfx_1006_CL,snd_mfx_r_1006_CL,snd_mfx_r_1006_CL,3021,206,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
3022,1,300,10503,3022,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,3022,205,0,0,0,0,0,0,-1,0,0,0,16,0,0,1498870800
3023,1,300,10904,3023,snd_mfx_1008_CL,snd_mfx_1008_CL,snd_mfx_r_1008_CL,snd_mfx_r_1008_CL,3023,208,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
3024,1,300,10509,3024,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,3024,205,0,0,0,0,0,0,-1,0,0,0,16,0,0,1498870800
3025,1,300,10502,3025,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,3025,205,0,0,0,0,0,0,-1,0,0,0,16,0,0,1498870800
3026,1,300,10912,3026,snd_mfx_1008_CL,snd_mfx_1008_CL,snd_mfx_r_1008_CL,snd_mfx_r_1008_CL,3026,208,0,0,0,0,0,0,-1,0,0,0,16,0,0,1498870800
3027,1,300,10402,3027,snd_mfx_1007_CL,snd_mfx_1007_CL,snd_mfx_r_1007_CL,snd_mfx_r_1007_CL,3027,207,0,0,0,0,0,0,-1,0,0,0,16,0,0,1498870800
3028,1,300,10307,3028,snd_mfx_1007_CL,snd_mfx_1007_CL,snd_mfx_r_1007_CL,snd_mfx_r_1007_CL,3028,207,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
3029,1,300,10815,3029,snd_mfx_1008_CL,snd_mfx_1008_CL,snd_mfx_r_1008_CL,snd_mfx_r_1008_CL,3029,208,0,0,0,0,0,0,-1,0,0,0,16,0,0,1498870800
3030,1,300,10905,3030,snd_mfx_1008_CL,snd_mfx_1008_CL,snd_mfx_r_1008_CL,snd_mfx_r_1008_CL,3030,208,0,0,0,0,0,0,-1,0,0,0,16,0,0,1498870800
3031,1,300,10905,3031,snd_mfx_1008_CL,snd_mfx_1008_CL,snd_mfx_r_1008_CL,snd_mfx_r_1008_CL,3031,208,0,0,0,0,0,0,-1,0,0,0,16,0,0,1498870800
3032,1,300,10603,3032,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,3032,205,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
3033,1,300,10611,3033,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,3033,205,0,0,0,0,0,0,-1,0,0,0,16,0,0,1498870800
3034,1,300,10202,3034,snd_mfx_1004_CL,snd_mfx_1004_CL,snd_mfx_r_1004_CL,snd_mfx_r_1004_CL,3034,204,0,0,0,0,0,0,-1,0,0,0,16,0,0,1498870800
3035,1,300,10701,3035,snd_mfx_1006_CL,snd_mfx_1006_CL,snd_mfx_r_1006_CL,snd_mfx_r_1006_CL,3035,206,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
3036,1,300,10402,3036,snd_mfx_1007_CL,snd_mfx_1007_CL,snd_mfx_r_1007_CL,snd_mfx_r_1007_CL,3036,207,0,0,0,0,0,0,-1,0,0,0,16,0,0,1498870800
3037,1,300,10707,3037,snd_mfx_1006_CL,snd_mfx_1006_CL,snd_mfx_r_1006_CL,snd_mfx_r_1006_CL,3037,206,0,0,0,0,0,0,-1,0,0,0,16,0,0,1498870800
3038,1,300,10403,3038,snd_mfx_1007_CL,snd_mfx_1007_CL,snd_mfx_r_1007_CL,snd_mfx_r_1007_CL,3038,207,0,0,0,0,0,0,-1,0,0,0,16,0,0,1498870800
3039,1,300,10204,3039,snd_mfx_1004_CL,snd_mfx_1004_CL,snd_mfx_r_1004_CL,snd_mfx_r_1004_CL,3039,204,0,0,0,0,0,0,-1,0,0,0,16,0,0,1498870800
3040,1,300,10703,3040,snd_mfx_1006_CL,snd_mfx_1006_CL,snd_mfx_r_1006_CL,snd_mfx_r_1006_CL,3040,206,0,0,0,0,0,0,-1,0,0,0,16,0,0,1498870800
3041,1,300,10202,3041,snd_mfx_1004_CL,snd_mfx_1004_CL,snd_mfx_r_1004_CL,snd_mfx_r_1004_CL,3041,204,0,0,0,0,0,0,-1,0,0,0,16,0,0,1498870800
3042,1,300,10301,3042,snd_mfx_1007_CL,snd_mfx_1007_CL,snd_mfx_r_1007_CL,snd_mfx_r_1007_CL,3042,207,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
3043,1,300,10103,3043,snd_mfx_1004_CL,snd_mfx_1004_CL,snd_mfx_r_1004_CL,snd_mfx_r_1004_CL,3043,204,0,0,0,0,0,0,-1,0,0,0,14,0,0,1498870800
3044,1,300,11003,3044,snd_mfx_1006_CL,snd_mfx_1006_CL,snd_mfx_r_1006_CL,snd_mfx_r_1006_CL,3044,206,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
3045,1,300,10311,3045,snd_mfx_1007_CL,snd_mfx_1007_CL,snd_mfx_r_1007_CL,snd_mfx_r_1007_CL,3045,207,0,0,0,0,0,0,-1,0,0,0,15,0,0,1498870800
3046,1,300,10304,3046,snd_mfx_1007_CL,snd_mfx_1007_CL,snd_mfx_r_1007_CL,snd_mfx_r_1007_CL,3046,207,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
3047,1,300,10107,3047,snd_mfx_1004_CL,snd_mfx_1004_CL,snd_mfx_r_1004_CL,snd_mfx_r_1004_CL,3047,204,0,0,0,0,0,0,-1,0,0,0,14,0,0,1498870800
3048,1,300,11001,3048,snd_mfx_1006_CL,snd_mfx_1006_CL,snd_mfx_r_1006_CL,snd_mfx_r_1006_CL,3048,206,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
3049,1,300,10304,3049,snd_mfx_1007_CL,snd_mfx_1007_CL,snd_mfx_r_1007_CL,snd_mfx_r_1007_CL,3049,207,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
3050,1,300,10101,3050,snd_mfx_1004_CL,snd_mfx_1004_CL,snd_mfx_r_1004_CL,snd_mfx_r_1004_CL,3050,204,0,0,0,0,0,0,-1,0,0,0,16,0,0,1498870800
3051,1,300,10103,3051,snd_mfx_1004_CL,snd_mfx_1004_CL,snd_mfx_r_1004_CL,snd_mfx_r_1004_CL,3051,204,0,0,0,0,0,0,-1,0,0,0,14,0,0,1498870800
3052,1,300,11001,3052,snd_mfx_1006_CL,snd_mfx_1006_CL,snd_mfx_r_1006_CL,snd_mfx_r_1006_CL,3052,206,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
3053,1,300,10307,3053,snd_mfx_1007_CL,snd_mfx_1007_CL,snd_mfx_r_1007_CL,snd_mfx_r_1007_CL,3053,207,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
3054,1,300,10504,3054,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,3054,205,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
3055,1,300,10502,3055,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,3055,205,0,0,0,0,0,0,-1,0,0,0,16,0,0,1498870800
3056,1,300,10913,3056,snd_mfx_1008_CL,snd_mfx_1008_CL,snd_mfx_r_1008_CL,snd_mfx_r_1008_CL,3056,208,0,0,0,0,0,0,-1,0,0,0,16,0,0,1498870800
3057,1,300,10602,3057,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,3057,205,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
3058,1,200,10602,3058,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,3058,205,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
3059,1,300,10602,3059,snd_mfx_1005_CL,snd_mfx_1005_CL,snd_mfx_r_1005_CL,snd_mfx_r_1005_CL,3059,205,0,0,0,0,0,0,-1,0,0,0,18,0,0,1498870800
