id,story_event_id,min_episode_index,max_episode_index,ending_flag,character_id,dress_id,menu_bg_id,menu_bg_sub_id,bgm_cue_name,bgm_cuesheet_name,env_cue_name,env_cuesheet_name
41,1005,6,7,0,1001,901001,131,130,snd_bgm_GM117_sys,snd_bgm_GM117,snd_sfx_atmos_pool_n,snd_sfx_atmos_pool_n
42,1005,6,7,0,1004,901004,131,130,snd_bgm_GM117_sys,snd_bgm_GM117,snd_sfx_atmos_pool_n,snd_sfx_atmos_pool_n
43,1005,8,8,0,1004,100430,42,2111,snd_bgm_GM117_sys,snd_bgm_GM117,snd_sfx_atmos_beach_d,snd_sfx_atmos_beach_d
44,1005,8,8,0,1009,3,42,2111,snd_bgm_GM117_sys,snd_bgm_GM117,snd_sfx_atmos_beach_d,snd_sfx_atmos_beach_d
45,1005,8,8,0,1001,100130,42,2111,snd_bgm_GM117_sys,snd_bgm_GM117,snd_sfx_atmos_beach_d,snd_sfx_atmos_beach_d
46,1005,0,0,1,1035,901035,135,111,snd_bgm_GM117_sys,snd_bgm_GM117,snd_sfx_atmos_room_d_noext,snd_sfx_atmos_room_d_noext
47,1005,0,0,1,1044,901044,135,111,snd_bgm_GM117_sys,snd_bgm_GM117,snd_sfx_atmos_room_d_noext,snd_sfx_atmos_room_d_noext
48,1006,1,2,0,1030,5,4,110,snd_bgm_GM129_sys,snd_bgm_GM129,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d
49,1006,1,2,0,1026,5,4,110,snd_bgm_GM129_sys,snd_bgm_GM129,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d
50,1006,1,2,0,1047,5,4,110,snd_bgm_GM129_sys,snd_bgm_GM129,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d
51,1006,3,5,0,1026,901026,34,7111,snd_bgm_GM129_sys,snd_bgm_GM129,snd_sfx_atmos_yuuenti_d,snd_sfx_atmos_yuuenti_d
52,1006,3,5,0,1021,5,34,7111,snd_bgm_GM129_sys,snd_bgm_GM129,snd_sfx_atmos_yuuenti_d,snd_sfx_atmos_yuuenti_d
53,1006,3,5,0,1047,901047,34,7111,snd_bgm_GM129_sys,snd_bgm_GM129,snd_sfx_atmos_yuuenti_d,snd_sfx_atmos_yuuenti_d
54,1006,6,7,0,1030,901030,146,130,snd_bgm_GM129_sys,snd_bgm_GM129,snd_sfx_atmos_aozora_n,snd_sfx_atmos_aozora_n
55,1006,6,7,0,1045,104540,146,130,snd_bgm_GM129_sys,snd_bgm_GM129,snd_sfx_atmos_aozora_n,snd_sfx_atmos_aozora_n
56,1006,6,7,0,1026,901026,146,130,snd_bgm_GM129_sys,snd_bgm_GM129,snd_sfx_atmos_aozora_n,snd_sfx_atmos_aozora_n
57,1006,8,8,0,1030,103040,4,7110,snd_bgm_GM129_sys,snd_bgm_GM129,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d
58,1006,8,8,0,1026,5,4,7110,snd_bgm_GM129_sys,snd_bgm_GM129,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d
59,1006,8,8,0,1021,5,4,7110,snd_bgm_GM129_sys,snd_bgm_GM129,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d
60,1006,0,0,1,1030,103040,4,7110,snd_bgm_GM129_sys,snd_bgm_GM129,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d
61,1007,1,2,0,1029,5,59,110,snd_bgm_GM135_sys,snd_bgm_GM135,snd_sfx_atmos_ryokan_d,snd_sfx_atmos_ryokan_d
62,1007,1,2,0,1038,5,59,110,snd_bgm_GM135_sys,snd_bgm_GM135,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d
63,1007,1,2,0,1016,5,59,110,snd_bgm_GM135_sys,snd_bgm_GM135,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d
64,1007,3,5,0,1017,5,150,130,snd_bgm_GM135_sys,snd_bgm_GM135,snd_sfx_atmos_maturi_n,snd_sfx_atmos_maturi_n
65,1007,3,5,0,1040,5,150,130,snd_bgm_GM135_sys,snd_bgm_GM135,snd_sfx_atmos_maturi_n,snd_sfx_atmos_maturi_n
66,1007,3,5,0,1038,5,150,130,snd_bgm_GM135_sys,snd_bgm_GM135,snd_sfx_atmos_maturi_n,snd_sfx_atmos_maturi_n
67,1007,6,7,0,1029,6,152,130,snd_bgm_GM135_sys,snd_bgm_GM135,snd_sfx_atmos_namiki_n,snd_sfx_atmos_namiki_n
68,1007,6,7,0,1016,6,152,130,snd_bgm_GM135_sys,snd_bgm_GM135,snd_sfx_atmos_namiki_n,snd_sfx_atmos_namiki_n
69,1007,6,7,0,1017,5,152,130,snd_bgm_GM135_sys,snd_bgm_GM135,snd_sfx_atmos_namiki_n,snd_sfx_atmos_namiki_n
70,1007,8,8,0,1017,101743,150,130,snd_bgm_GM135_sys,snd_bgm_GM135,snd_sfx_atmos_maturi_n,snd_sfx_atmos_maturi_n
71,1007,8,8,0,1040,104043,150,130,snd_bgm_GM135_sys,snd_bgm_GM135,snd_sfx_atmos_maturi_n,snd_sfx_atmos_maturi_n
72,1007,8,8,0,1029,5,150,130,snd_bgm_GM135_sys,snd_bgm_GM135,snd_sfx_atmos_maturi_n,snd_sfx_atmos_maturi_n
73,1007,0,0,1,1029,5,150,130,snd_bgm_GM135_sys,snd_bgm_GM135,snd_sfx_atmos_maturi_n,snd_sfx_atmos_maturi_n
74,1008,1,2,0,1006,100646,29,6111,snd_bgm_GM143_sys,snd_bgm_GM143,snd_sfx_atmos_street_d,snd_sfx_atmos_street_d
75,1008,1,2,0,1023,901023,29,6111,snd_bgm_GM143_sys,snd_bgm_GM143,snd_sfx_atmos_street_d,snd_sfx_atmos_street_d
76,1008,1,2,0,1050,901050,29,6111,snd_bgm_GM143_sys,snd_bgm_GM143,snd_sfx_atmos_street_d,snd_sfx_atmos_street_d
77,1008,3,5,0,1024,901024,157,6310,snd_bgm_GM143_sys,snd_bgm_GM143,snd_sfx_atmos_namiki_winter_d,snd_sfx_atmos_namiki_winter_d
78,1008,3,5,0,1050,901050,157,6310,snd_bgm_GM143_sys,snd_bgm_GM143,snd_sfx_atmos_namiki_winter_d,snd_sfx_atmos_namiki_winter_d
79,1008,3,5,0,1055,901055,157,6310,snd_bgm_GM143_sys,snd_bgm_GM143,snd_sfx_atmos_namiki_winter_d,snd_sfx_atmos_namiki_winter_d
80,1008,6,7,0,1006,100646,51,310,snd_bgm_GM143_sys,snd_bgm_GM143,snd_sfx_atmos_namiki_winter_d,snd_sfx_atmos_namiki_winter_d
81,1008,6,7,0,1023,102346,51,310,snd_bgm_GM143_sys,snd_bgm_GM143,snd_sfx_atmos_namiki_winter_d,snd_sfx_atmos_namiki_winter_d
82,1008,6,7,0,1024,901024,51,310,snd_bgm_GM143_sys,snd_bgm_GM143,snd_sfx_atmos_namiki_winter_d,snd_sfx_atmos_namiki_winter_d
83,1008,8,8,0,1006,100646,155,6000,snd_bgm_GM143_sys,snd_bgm_GM143,snd_sfx_atmos_room_winter_stove,snd_sfx_atmos_room_winter_stove
84,1008,8,8,0,1023,102346,155,6000,snd_bgm_GM143_sys,snd_bgm_GM143,snd_sfx_atmos_room_winter_stove,snd_sfx_atmos_room_winter_stove
85,1008,8,8,0,1024,901024,155,6000,snd_bgm_GM143_sys,snd_bgm_GM143,snd_sfx_atmos_room_winter_stove,snd_sfx_atmos_room_winter_stove
86,1008,0,0,1,1006,100646,155,6000,snd_bgm_GM143_sys,snd_bgm_GM143,snd_sfx_atmos_room_winter_stove,snd_sfx_atmos_room_winter_stove
87,1009,1,2,0,1052,5,11,110,snd_bgm_GM161_sys,snd_bgm_GM161,snd_sfx_atmos_cafe_d,snd_sfx_atmos_cafe_d
88,1009,1,2,0,1056,5,11,110,snd_bgm_GM161_sys,snd_bgm_GM161,snd_sfx_atmos_cafe_d,snd_sfx_atmos_cafe_d
89,1009,1,2,0,1058,5,11,110,snd_bgm_GM161_sys,snd_bgm_GM161,snd_sfx_atmos_cafe_d,snd_sfx_atmos_cafe_d
90,1009,3,5,0,1033,6,52,110,snd_bgm_GM161_sys,snd_bgm_GM161,snd_sfx_atmos_kousyaura_d,snd_sfx_atmos_kousyaura_d
91,1009,3,5,0,1056,6,52,110,snd_bgm_GM161_sys,snd_bgm_GM161,snd_sfx_atmos_kousyaura_d,snd_sfx_atmos_kousyaura_d
92,1009,3,5,0,1058,6,52,110,snd_bgm_GM161_sys,snd_bgm_GM161,snd_sfx_atmos_kousyaura_d,snd_sfx_atmos_kousyaura_d
93,1009,6,7,0,1015,101510,160,111,snd_bgm_GM161_sys,snd_bgm_GM161,snd_sfx_atmos_wide_room_quiet,snd_sfx_atmos_wide_room_quiet
94,1009,6,7,0,1033,5,160,111,snd_bgm_GM161_sys,snd_bgm_GM161,snd_sfx_atmos_wide_room_quiet,snd_sfx_atmos_wide_room_quiet
95,1009,6,7,0,1058,5,160,111,snd_bgm_GM161_sys,snd_bgm_GM161,snd_sfx_atmos_wide_room_quiet,snd_sfx_atmos_wide_room_quiet
96,1009,8,8,0,1015,101510,160,111,snd_bgm_GM161_sys,snd_bgm_GM161,snd_sfx_atmos_wide_room_quiet,snd_sfx_atmos_wide_room_quiet
97,1009,8,8,0,1052,105210,160,111,snd_bgm_GM161_sys,snd_bgm_GM161,snd_sfx_atmos_wide_room_quiet,snd_sfx_atmos_wide_room_quiet
98,1009,8,8,0,1056,5,160,111,snd_bgm_GM161_sys,snd_bgm_GM161,snd_sfx_atmos_wide_room_quiet,snd_sfx_atmos_wide_room_quiet
99,1009,0,0,1,1058,901058,39,110,snd_bgm_GM161_sys,snd_bgm_GM161,snd_sfx_atmos_namiki_d,snd_sfx_atmos_namiki_d
100,1010,1,2,0,1037,103713,90,13000,snd_bgm_DM014_Feb_sys,snd_bgm_DM014_Feb,snd_sfx_atmos_room_d_noext,snd_sfx_atmos_room_d_noext
101,1010,1,2,0,1026,102613,90,13000,snd_bgm_DM014_Feb_sys,snd_bgm_DM014_Feb,snd_sfx_atmos_room_d_noext,snd_sfx_atmos_room_d_noext
102,1010,1,2,0,1051,901051,90,13000,snd_bgm_DM014_Feb_sys,snd_bgm_DM014_Feb,snd_sfx_atmos_room_d_noext,snd_sfx_atmos_room_d_noext
103,1010,3,5,0,1037,103713,2,111,snd_bgm_DM014_Feb_sys,snd_bgm_DM014_Feb,nd_sfx_atmos_hiroba_d_mob,nd_sfx_atmos_hiroba_d_mob
104,1010,3,5,0,1026,102613,2,111,snd_bgm_DM014_Feb_sys,snd_bgm_DM014_Feb,nd_sfx_atmos_hiroba_d_mob,nd_sfx_atmos_hiroba_d_mob
105,1010,3,5,0,1041,901041,2,111,snd_bgm_DM014_Feb_sys,snd_bgm_DM014_Feb,nd_sfx_atmos_hiroba_d_mob,nd_sfx_atmos_hiroba_d_mob
106,1010,6,7,0,1037,103713,45,1,snd_bgm_DM014_Feb_sys,snd_bgm_DM014_Feb,snd_sfx_atmos_cafe_d,snd_sfx_atmos_cafe_d
107,1010,6,7,0,1026,102613,45,1,snd_bgm_DM014_Feb_sys,snd_bgm_DM014_Feb,snd_sfx_atmos_cafe_d,snd_sfx_atmos_cafe_d
108,1010,6,7,0,1048,901048,45,1,snd_bgm_DM014_Feb_sys,snd_bgm_DM014_Feb,snd_sfx_atmos_cafe_d,snd_sfx_atmos_cafe_d
109,1010,8,8,0,1037,103713,167,1,snd_bgm_DM014_Feb_sys,snd_bgm_DM014_Feb,snd_sfx_atmos_kitchen_wide_mob,snd_sfx_atmos_kitchen_wide_mob
110,1010,8,8,0,1026,102613,167,1,snd_bgm_DM014_Feb_sys,snd_bgm_DM014_Feb,snd_sfx_atmos_kitchen_wide_mob,snd_sfx_atmos_kitchen_wide_mob
111,1010,0,0,1,1026,102613,167,1,snd_bgm_DM014_Feb_sys,snd_bgm_DM014_Feb,snd_sfx_atmos_kitchen_wide_mob,snd_sfx_atmos_kitchen_wide_mob
112,1011,1,2,0,1068,5,8,111,snd_bgm_GM175_sys,snd_bgm_GM175,snd_sfx_atmos_rouka_d,snd_sfx_atmos_rouka_d
113,1011,1,2,0,1074,5,8,111,snd_bgm_GM175_sys,snd_bgm_GM175,snd_sfx_atmos_rouka_d,snd_sfx_atmos_rouka_d
114,1011,1,2,0,1077,5,8,111,snd_bgm_GM175_sys,snd_bgm_GM175,snd_sfx_atmos_rouka_d,snd_sfx_atmos_rouka_d
115,1011,3,6,0,1001,6,96,110,snd_bgm_GM175_sys,snd_bgm_GM175,snd_sfx_atmos_training_d,snd_sfx_atmos_training_d
116,1011,3,6,0,1067,6,96,110,snd_bgm_GM175_sys,snd_bgm_GM175,snd_sfx_atmos_training_d,snd_sfx_atmos_training_d
117,1011,3,6,0,1033,6,96,110,snd_bgm_GM175_sys,snd_bgm_GM175,snd_sfx_atmos_training_d,snd_sfx_atmos_training_d
118,1011,7,9,0,1027,6,10,112,snd_bgm_GM175_sys,snd_bgm_GM175,snd_sfx_atmos_stagemob_d,snd_sfx_atmos_stagemob_d
119,1011,7,9,0,1041,6,10,112,snd_bgm_GM175_sys,snd_bgm_GM175,snd_sfx_atmos_stagemob_d,snd_sfx_atmos_stagemob_d
120,1011,7,9,0,1062,6,10,112,snd_bgm_GM175_sys,snd_bgm_GM175,snd_sfx_atmos_stagemob_d,snd_sfx_atmos_stagemob_d
121,1011,10,10,0,1068,6,70,110,snd_bgm_GM175_sys,snd_bgm_GM175,snd_sfx_atmos_ground_d,snd_sfx_atmos_ground_d
122,1011,10,10,0,1074,6,70,110,snd_bgm_GM175_sys,snd_bgm_GM175,snd_sfx_atmos_ground_d,snd_sfx_atmos_ground_d
123,1011,10,10,0,1077,6,70,110,snd_bgm_GM175_sys,snd_bgm_GM175,snd_sfx_atmos_ground_d,snd_sfx_atmos_ground_d
124,1011,0,0,1,1068,5,7,110,snd_bgm_GM175_sys,snd_bgm_GM175,snd_sfx_atmos_rouka_d,snd_sfx_atmos_rouka_d
125,1012,1,2,0,1036,5,6,110,snd_bgm_GM188_sys,snd_bgm_GM188,snd_sfx_atmos_kyousitu_d,snd_sfx_atmos_kyousitu_d
126,1012,1,2,0,1020,5,6,110,snd_bgm_GM188_sys,snd_bgm_GM188,snd_sfx_atmos_kyousitu_d,snd_sfx_atmos_kyousitu_d
127,1012,1,2,0,1017,5,6,110,snd_bgm_GM188_sys,snd_bgm_GM188,snd_sfx_atmos_kyousitu_d,snd_sfx_atmos_kyousitu_d
128,1012,3,5,0,1036,5,14,110,snd_bgm_GM188_sys,snd_bgm_GM188,snd_sfx_atmos_room_d_noext,snd_sfx_atmos_room_d_noext
129,1012,3,5,0,1005,100520,14,110,snd_bgm_GM188_sys,snd_bgm_GM188,snd_sfx_atmos_room_d_noext,snd_sfx_atmos_room_d_noext
130,1012,3,5,0,1070,5,14,110,snd_bgm_GM188_sys,snd_bgm_GM188,snd_sfx_atmos_room_d_noext,snd_sfx_atmos_room_d_noext
131,1012,6,7,0,1036,5,169,131,snd_bgm_GM188_sys,snd_bgm_GM188,snd_sfx_atmos_hall_party_mob,snd_sfx_atmos_hall_party_mob
132,1012,6,7,0,1005,100520,169,131,snd_bgm_GM188_sys,snd_bgm_GM188,snd_sfx_atmos_hall_party_mob,snd_sfx_atmos_hall_party_mob
133,1012,6,7,0,1017,5,169,131,snd_bgm_GM188_sys,snd_bgm_GM188,snd_sfx_atmos_hall_party_mob,snd_sfx_atmos_hall_party_mob
134,1012,8,8,0,1005,100520,169,131,snd_bgm_GM188_sys,snd_bgm_GM188,snd_sfx_atmos_hall_party_mob,snd_sfx_atmos_hall_party_mob
135,1012,8,8,0,1020,102020,169,131,snd_bgm_GM188_sys,snd_bgm_GM188,snd_sfx_atmos_hall_party_mob,snd_sfx_atmos_hall_party_mob
136,1012,8,8,0,1070,5,169,131,snd_bgm_GM188_sys,snd_bgm_GM188,snd_sfx_atmos_hall_party_mob,snd_sfx_atmos_hall_party_mob
137,1012,0,0,1,1020,102020,2,130,snd_bgm_GM188_sys,snd_bgm_GM188,snd_sfx_atmos_hiroba_n,snd_sfx_atmos_hiroba_n
138,1013,1,2,0,1061,106150,74,110,snd_bgm_GM191_ver1_sys,snd_bgm_GM191_ver1,snd_sfx_atmos_training_stand_d,snd_sfx_atmos_training_stand_d
139,1013,1,2,0,1060,106050,74,110,snd_bgm_GM191_ver1_sys,snd_bgm_GM191_ver1,snd_sfx_atmos_training_stand_d,snd_sfx_atmos_training_stand_d
140,1013,1,2,0,1039,5,74,110,snd_bgm_GM191_ver1_sys,snd_bgm_GM191_ver1,snd_sfx_atmos_training_stand_d,snd_sfx_atmos_training_stand_d
141,1013,3,5,0,1060,6,16,110,snd_bgm_GM191_ver1_sys,snd_bgm_GM191_ver1,snd_sfx_atmos_roof_d,snd_sfx_atmos_roof_d
142,1013,3,5,0,1042,6,16,110,snd_bgm_GM191_ver1_sys,snd_bgm_GM191_ver1,snd_sfx_atmos_roof_d,snd_sfx_atmos_roof_d
143,1013,3,5,0,1053,5,16,110,snd_bgm_GM191_ver1_sys,snd_bgm_GM191_ver1,snd_sfx_atmos_roof_d,snd_sfx_atmos_roof_d
144,1013,6,7,0,1061,106150,70,10111,snd_bgm_GM191_ver1_sys,snd_bgm_GM191_ver1,snd_sfx_atmos_training_stand_d_mob,snd_sfx_atmos_training_stand_d_mob
145,1013,6,7,0,1053,5,70,10111,snd_bgm_GM191_ver1_sys,snd_bgm_GM191_ver1,snd_sfx_atmos_training_stand_d_mob,snd_sfx_atmos_training_stand_d_mob
146,1013,6,7,0,1042,6,70,10111,snd_bgm_GM191_ver1_sys,snd_bgm_GM191_ver1,snd_sfx_atmos_training_stand_d_mob,snd_sfx_atmos_training_stand_d_mob
147,1013,8,8,0,1061,106150,5,120,snd_bgm_GM191_ver1_sys,snd_bgm_GM191_ver1,snd_sfx_atmos_namiki_e,snd_sfx_atmos_namiki_e
148,1013,8,8,0,1060,106050,5,120,snd_bgm_GM191_ver1_sys,snd_bgm_GM191_ver1,snd_sfx_atmos_namiki_e,snd_sfx_atmos_namiki_e
150,1013,0,0,1,1060,106050,5,120,snd_bgm_GM191_ver1_sys,snd_bgm_GM191_ver1,snd_sfx_atmos_namiki_e,snd_sfx_atmos_namiki_e
151,1014,1,2,0,1038,5,2,111,snd_bgm_GM198_sys,snd_bgm_GM198,snd_sfx_atmos_hiroba_d_mob,snd_sfx_atmos_hiroba_d_mob
152,1014,1,2,0,1022,5,2,111,snd_bgm_GM198_sys,snd_bgm_GM198,snd_sfx_atmos_hiroba_d_mob,snd_sfx_atmos_hiroba_d_mob
153,1014,1,2,0,1030,5,2,111,snd_bgm_GM198_sys,snd_bgm_GM198,snd_sfx_atmos_hiroba_d_mob,snd_sfx_atmos_hiroba_d_mob
154,1014,3,5,0,1063,901063,136,111,snd_bgm_GM198_sys,snd_bgm_GM198,snd_sfx_atmos_cafe_d,snd_sfx_atmos_cafe_d
155,1014,3,5,0,1052,901052,136,111,snd_bgm_GM198_sys,snd_bgm_GM198,snd_sfx_atmos_cafe_d,snd_sfx_atmos_cafe_d
156,1014,3,5,0,1030,901030,136,111,snd_bgm_GM198_sys,snd_bgm_GM198,snd_sfx_atmos_cafe_d,snd_sfx_atmos_cafe_d
157,1014,6,7,0,1038,901038,186,1,snd_bgm_GM198_sys,snd_bgm_GM198,snd_sfx_atmos_room_n_noext,snd_sfx_atmos_room_n_noext
158,1014,6,7,0,1063,901063,186,1,snd_bgm_GM198_sys,snd_bgm_GM198,snd_sfx_atmos_room_n_noext,snd_sfx_atmos_room_n_noext
159,1014,6,7,0,1052,901052,186,1,snd_bgm_GM198_sys,snd_bgm_GM198,snd_sfx_atmos_room_n_noext,snd_sfx_atmos_room_n_noext
160,1014,8,8,0,1038,103826,127,110,snd_bgm_GM198_sys,snd_bgm_GM198,snd_sfx_atmos_room_d_noext,snd_sfx_atmos_room_d_noext
161,1014,8,8,0,1022,102226,127,110,snd_bgm_GM198_sys,snd_bgm_GM198,snd_sfx_atmos_room_d_noext,snd_sfx_atmos_room_d_noext
162,1014,8,8,0,1030,901030,127,110,snd_bgm_GM198_sys,snd_bgm_GM198,snd_sfx_atmos_room_d_noext,snd_sfx_atmos_room_d_noext
163,1014,0,0,1,1038,901038,125,111,snd_bgm_GM198_sys,snd_bgm_GM198,snd_sfx_atmos_cafe_d,snd_sfx_atmos_cafe_d
164,1015,1,2,0,1010,101023,189,111,snd_bgm_GM203_sys,snd_bgm_GM203,snd_sfx_atmos_hatake_d,snd_sfx_atmos_hatake_d
165,1015,1,2,0,1059,105923,189,111,snd_bgm_GM203_sys,snd_bgm_GM203,snd_sfx_atmos_hatake_d,snd_sfx_atmos_hatake_d
166,1015,1,2,0,1047,901047,189,111,snd_bgm_GM203_sys,snd_bgm_GM203,snd_sfx_atmos_hatake_d,snd_sfx_atmos_hatake_d
167,1015,3,5,0,1062,901062,123,110,snd_bgm_GM203_sys,snd_bgm_GM203,snd_sfx_atmos_mori_d,snd_sfx_atmos_mori_d
168,1015,3,5,0,1014,901014,123,110,snd_bgm_GM203_sys,snd_bgm_GM203,snd_sfx_atmos_mori_d,snd_sfx_atmos_mori_d
