id,story_event_id,episode_index_id,story_condition_type,story_type_1,story_id_1,story_type_2,story_id_2,story_type_3,story_id_3,story_type_4,story_id_4,story_type_5,story_id_5,need_point,add_reward_category_1,add_reward_id_1,add_reward_num_1,add_reward_category_2,add_reward_id_2,add_reward_num_2,start_date
22,1003,6,0,1,90004006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1756418400
23,1003,7,0,1,90004007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1756418400
24,1003,8,0,1,90004008,0,0,0,0,0,0,0,0,70000,51,30041,1,0,0,0,1756418400
25,1004,1,1,1,90002001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1758492000
26,1004,2,0,1,90002002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1758492000
27,1004,3,0,1,90002003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1758492000
28,1004,4,0,1,90002004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1758492000
29,1004,5,0,1,90002005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1758492000
30,1004,6,0,1,90002006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1758492000
31,1004,7,0,1,90002007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1758492000
32,1004,8,0,1,90002008,0,0,0,0,0,0,0,0,70000,51,30057,1,0,0,0,1758492000
33,1005,1,1,1,90005001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1760479200
34,1005,2,0,1,90005002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1760479200
35,1005,3,0,1,90005003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1760479200
36,1005,4,0,1,90005004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1760479200
37,1005,5,0,1,90005005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1760479200
38,1005,6,0,1,90005006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1760479200
39,1005,7,0,1,90005007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1760479200
40,1005,8,0,1,90005008,0,0,0,0,0,0,0,0,70000,51,30047,1,0,0,0,1760479200
41,1006,1,1,1,90006001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1764021600
42,1006,2,0,1,90006002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1764021600
43,1006,3,0,1,90006003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1764021600
44,1006,4,0,1,90006004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1764021600
45,1006,5,0,1,90006005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1764021600
46,1006,6,0,1,90006006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1764021600
47,1006,7,0,1,90006007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1764021600
48,1006,8,0,1,90006008,0,0,0,0,0,0,0,0,70000,51,30066,1,0,0,0,1764021600
49,1007,1,1,1,90007001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1765749600
50,1007,2,0,1,90007002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1765749600
51,1007,3,0,1,90007003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1765749600
52,1007,4,0,1,90007004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1765749600
53,1007,5,0,1,90007005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1765749600
54,1007,6,0,1,90007006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1765749600
55,1007,7,0,1,90007007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1765749600
56,1007,8,0,1,90007008,0,0,0,0,0,0,0,0,70000,51,30070,1,0,0,0,1765749600
57,1008,1,1,1,90008001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1767650400
58,1008,2,0,1,90008002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1767650400
59,1008,3,0,1,90008003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1767650400
60,1008,4,0,1,90008004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1767650400
61,1008,5,0,1,90008005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1767650400
62,1008,6,0,1,90008006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1767650400
63,1008,7,0,1,90008007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1767650400
64,1008,8,0,1,90008008,0,0,0,0,0,0,0,0,70000,51,30074,1,0,0,0,1767650400
65,1009,1,1,1,90009001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1769724000
66,1009,2,0,1,90009002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1769724000
67,1009,3,0,1,90009003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1769724000
68,1009,4,0,1,90009004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1769724000
69,1009,5,0,1,90009005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1769724000
70,1009,6,0,1,90009006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1769724000
71,1009,7,0,1,90009007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1769724000
72,1009,8,0,1,90009008,0,0,0,0,0,0,0,0,70000,51,30079,1,0,0,0,1769724000
73,1010,1,1,1,90010001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1771452000
74,1010,2,0,1,90010002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1771452000
75,1010,3,0,1,90010003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1771452000
76,1010,4,0,1,90010004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1771452000
77,1010,5,0,1,90010005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1771452000
78,1010,6,0,1,90010006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1771452000
79,1010,7,0,1,90010007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1771452000
80,1010,8,0,1,90010008,0,0,0,0,0,0,0,0,70000,51,30084,1,0,0,0,1771452000
81,1011,1,1,1,90011001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1773352800
82,1011,2,0,1,90011002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1773352800
83,1011,3,0,1,90011003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1773352800
84,1011,4,0,1,90011004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1773352800
85,1011,5,0,1,90011005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1773352800
86,1011,6,0,1,90011006,0,0,0,0,0,0,0,0,50000,51,20043,1,0,0,0,1773352800
87,1011,7,0,1,90011007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1773352800
88,1011,8,0,1,90011008,0,0,0,0,0,0,0,0,70000,90,43,30,0,0,0,1773352800
89,1011,9,0,1,90011009,0,0,0,0,0,0,0,0,80000,90,43,30,0,0,0,1773352800
90,1011,10,0,1,90011010,0,0,0,0,0,0,0,0,90000,51,30087,1,0,0,0,1773352800
91,1012,1,1,1,90012001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1775426400
92,1012,2,0,1,90012002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1775426400
93,1012,3,0,1,90012003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1775426400
94,1012,4,0,1,90012004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1775426400
95,1012,5,0,1,90012005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1775426400
96,1012,6,0,1,90012006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1775426400
97,1012,7,0,2,11,1,90012007,0,0,0,0,0,0,60000,90,43,30,0,0,0,1775426400
98,1012,8,0,1,90012008,0,0,0,0,0,0,0,0,70000,51,30092,1,0,0,0,1775426400
99,1013,1,1,1,90013001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1777240800
100,1013,2,0,1,90013002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1777240800
101,1013,3,0,1,90013003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1777240800
102,1013,4,0,1,90013004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1777240800
103,1013,5,0,1,90013005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1777240800
104,1013,6,0,1,90013006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1777240800
105,1013,7,0,1,90013007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1777240800
106,1013,8,0,1,90013008,0,0,0,0,0,0,0,0,70000,51,30096,1,0,0,0,1777240800
107,1014,1,1,1,90014001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1779141600
108,1014,2,0,1,90014002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1779141600
109,1014,3,0,1,90014003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1779141600
110,1014,4,0,1,90014004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1779141600
111,1014,5,0,1,90014005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1779141600
112,1014,6,0,1,90014006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1779141600
113,1014,7,0,1,90014007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1779141600
114,1014,8,0,1,90014008,0,0,0,0,0,0,0,0,70000,51,30100,1,0,0,0,1779141600
115,1015,1,1,1,90015001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1781215200
116,1015,2,0,1,90015002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1781215200
117,1015,3,0,1,90015003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1781215200
118,1015,4,0,1,90015004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1781215200
119,1015,5,0,1,90015005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1781215200
120,1015,6,0,1,90015006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1781215200
121,1015,7,0,1,90015007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1781215200
122,1015,8,0,1,90015008,0,0,0,0,0,0,0,0,70000,51,30104,1,0,0,0,1781215200
123,1016,1,1,1,90016001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1783029600
124,1016,2,0,1,90016002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1783029600
125,1016,3,0,1,90016003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1783029600
126,1016,4,0,1,90016004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1783029600
127,1016,5,0,1,90016005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1783029600
128,1016,6,0,1,90016006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1783029600
129,1016,7,0,1,90016007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1783029600
130,1016,8,0,1,90016008,0,0,0,0,0,0,0,0,70000,51,30109,1,0,0,0,1783029600
