id,item_exchange_top_id,disp_order,condition_type,condition_value_1,condition_value_2,change_item_limit_type,change_item_limit_num,change_item_category,change_item_id,change_item_num,additional_piece_num,pay_item_category,pay_item_id,pay_item_num,price_change_group_id,start_date,end_date
3155,3000,107401,0,0,0,1,650,102,107401,1,0,97,115,1,10,1774562400,2543011199
3156,3000,100502,0,0,0,1,650,102,100502,1,0,97,115,1,10,1775426400,2543011199
3157,3000,102002,0,0,0,1,650,102,102002,1,0,97,115,1,10,1775426400,2543011199
3158,3000,105101,0,0,0,1,650,102,105101,1,0,97,115,1,10,1776031200,2543011199
3159,3000,107201,0,0,0,1,650,102,107201,1,0,97,115,1,10,1776722400,2543011199
3160,3000,106002,0,0,0,1,650,102,106002,1,0,97,115,1,10,1777240800,2543011199
3161,3000,106102,0,0,0,1,650,102,106102,1,0,97,115,1,10,1777240800,2543011199
3162,3000,103101,0,0,0,1,650,102,103101,1,0,97,115,1,10,1777586400,2543011199
3163,3000,106401,0,0,0,1,650,102,106401,1,0,97,115,1,10,1778450400,2543011199
3164,3000,102202,0,0,0,1,650,102,102202,1,0,97,115,1,10,1779141600,2543011199
3165,3000,103802,0,0,0,1,650,102,103802,1,0,97,115,1,10,1779141600,2543011199
3166,3000,103401,0,0,0,1,650,102,103401,1,0,97,115,1,10,1780005600,2543011199
3167,3000,104401,0,0,0,1,650,102,104401,1,0,97,115,1,10,1780610400,2543011199
3168,3000,101002,0,0,0,1,650,102,101002,1,0,97,115,1,10,1781215200,2543011199
3169,3000,105902,0,0,0,1,650,102,105902,1,0,97,115,1,10,1781215200,2543011199
3170,3000,103601,0,0,0,1,650,102,103601,1,0,97,115,1,10,1781820000,2543011199
3171,3000,100103,0,0,0,1,650,102,100103,1,0,97,115,1,10,1782424800,2543011199
3172,3000,100702,0,0,0,1,650,102,100702,1,0,97,115,1,10,1783029600,2543011199
3173,3000,101303,0,0,0,1,650,102,101303,1,0,97,115,1,10,1783029600,2543011199
3174,3000,105301,0,0,0,1,650,102,105301,1,0,97,115,1,10,1783461600,2543011199
3201,3000,100701,0,0,0,1,650,102,100701,1,0,97,115,1,10,1496275200,2543011199
3202,3000,100801,0,0,0,1,650,102,100801,1,0,97,115,1,10,1496275200,2543011199
3203,3000,100901,0,0,0,1,650,102,100901,1,0,97,115,1,10,1496275200,2543011199
3204,3000,101101,0,0,0,1,650,102,101101,1,0,97,115,1,10,1496275200,2543011199
3205,3000,101401,0,0,0,1,650,102,101401,1,0,97,115,1,10,1496275200,2543011199
3206,3000,101801,0,0,0,1,650,102,101801,1,0,97,115,1,10,1496275200,2543011199
3207,3000,102401,0,0,0,1,650,102,102401,1,0,97,115,1,10,1496275200,2543011199
3208,3000,104501,0,0,0,1,650,102,104501,1,0,97,115,1,10,1496275200,2543011199
3209,3000,106201,0,0,0,1,650,102,106201,1,0,97,115,1,10,1773352800,2543011199
3301,3000,102701,0,0,0,1,650,102,102701,1,0,97,115,1,10,1496275200,2543011199
3302,3000,103201,0,0,0,1,650,102,103201,1,0,97,115,1,10,1496275200,2543011199
3303,3000,103501,0,0,0,1,650,102,103501,1,0,97,115,1,10,1496275200,2543011199
3304,3000,104101,0,0,0,1,650,102,104101,1,0,97,115,1,10,1496275200,2543011199
3305,3000,105201,0,0,0,1,650,102,105201,1,0,97,115,1,10,1496275200,2543011199
3306,3000,105601,0,0,0,1,650,102,105601,1,0,97,115,1,10,1496275200,2543011199
3307,3000,106001,0,0,0,1,650,102,106001,1,0,97,115,1,10,1496275200,2543011199
3308,3000,106101,0,0,0,1,650,102,106101,1,0,97,115,1,10,1496275200,2543011199
4101,4000,101,0,0,0,4,2,40,41,1,0,99,57,200,0,1496275200,2543011199
4102,4000,102,0,0,0,4,2,40,111,1,0,99,57,200,0,1496275200,2543011199
4201,4000,201,0,0,0,0,0,91,59,5000,0,99,57,30,0,1496275200,2543011199
4301,4000,301,0,0,0,4,30,34,95,1,0,99,57,30,0,1496275200,2543011199
4401,4000,401,0,0,0,4,30,150,116,1,0,99,57,20,0,1496275200,2543011199
4402,4000,402,0,0,0,4,30,150,117,1,0,99,57,20,0,1496275200,2543011199
4403,4000,403,0,0,0,4,30,150,118,1,0,99,57,20,0,1496275200,2543011199
4404,4000,404,0,0,0,4,30,150,119,1,0,99,57,20,0,1496275200,2543011199
4405,4000,405,0,0,0,4,30,150,120,1,0,99,57,20,0,1496275200,2543011199
4601,4000,601,0,0,0,4,30,11,72,1,0,99,57,100,0,1496275200,2543011199
4602,4000,602,0,0,0,4,30,11,74,1,0,99,57,100,0,1496275200,2543011199
4603,4000,603,0,0,0,4,30,11,77,1,0,99,57,100,0,1496275200,2543011199
4604,4000,604,0,0,0,4,30,11,82,1,0,99,57,100,0,1496275200,2543011199
4605,4000,605,0,0,0,4,30,11,84,1,0,99,57,100,0,1496275200,2543011199
4606,4000,606,0,0,0,4,30,11,88,1,0,99,57,100,0,1496275200,2543011199
5001,5000,1,0,0,0,0,0,50,100101,1,60,41,130,1,0,1496275200,2543011199
5002,5000,2,0,0,0,0,0,50,100201,1,60,41,130,1,0,1496275200,2543011199
5003,5000,3,0,0,0,0,0,50,100301,1,60,41,130,1,0,1496275200,2543011199
5004,5000,4,0,0,0,0,0,50,100401,1,60,41,130,1,0,1496275200,2543011199
5005,5000,5,0,0,0,0,0,50,100601,1,60,41,130,1,0,1496275200,2543011199
5006,5000,6,0,0,0,0,0,50,101001,1,60,41,130,1,0,1496275200,2543011199
5007,5000,7,0,0,0,0,0,50,101301,1,60,41,130,1,0,1496275200,2543011199
5008,5000,8,0,0,0,0,0,50,101701,1,60,41,130,1,0,1496275200,2543011199
5009,5000,9,0,0,0,0,0,50,103001,1,60,41,130,1,0,1496275200,2543011199
6001,5500,1,0,0,0,0,0,51,30001,1,0,42,131,1,0,1496275200,2543011199
6002,5500,2,0,0,0,0,0,51,30002,1,0,42,131,1,0,1496275200,2543011199
6003,5500,3,0,0,0,0,0,51,30003,1,0,42,131,1,0,1496275200,2543011199
6004,5500,4,0,0,0,0,0,51,30004,1,0,42,131,1,0,1496275200,2543011199
6005,5500,5,0,0,0,0,0,51,30005,1,0,42,131,1,0,1496275200,2543011199
6006,5500,6,0,0,0,0,0,51,30006,1,0,42,131,1,0,1496275200,2543011199
6007,5500,7,0,0,0,0,0,51,30007,1,0,42,131,1,0,1496275200,2543011199
6008,5500,8,0,0,0,0,0,51,30008,1,0,42,131,1,0,1496275200,2543011199
6009,5500,9,0,0,0,0,0,51,30009,1,0,42,131,1,0,1496275200,2543011199
6010,5500,10,0,0,0,0,0,51,30010,1,0,42,131,1,0,1496275200,2543011199
6011,5500,11,0,0,0,0,0,51,30011,1,0,42,131,1,0,1496275200,2543011199
6012,5500,12,0,0,0,0,0,51,30012,1,0,42,131,1,0,1496275200,2543011199
6013,5500,13,0,0,0,0,0,51,30013,1,0,42,131,1,0,1496275200,2543011199
6014,5500,14,0,0,0,0,0,51,30014,1,0,42,131,1,0,1496275200,2543011199
6015,5500,15,0,0,0,0,0,51,30015,1,0,42,131,1,0,1496275200,2543011199
6016,5500,16,0,0,0,0,0,51,30016,1,0,42,131,1,0,1496275200,2543011199
6017,5500,17,0,0,0,0,0,51,30017,1,0,42,131,1,0,1496275200,2543011199
6018,5500,18,0,0,0,0,0,51,30018,1,0,42,131,1,0,1496275200,2543011199
6020,5500,20,0,0,0,0,0,51,30020,1,0,42,131,1,0,1496275200,2543011199
6021,5500,21,0,0,0,0,0,51,30021,1,0,42,131,1,0,1496275200,2543011199
6022,5501,1,0,0,0,0,0,51,30001,1,0,42,141,1,0,1762466400,2544393599
6023,5501,2,0,0,0,0,0,51,30002,1,0,42,141,1,0,1762466400,2544393599
6024,5501,3,0,0,0,0,0,51,30003,1,0,42,141,1,0,1762466400,2544393599
6025,5501,4,0,0,0,0,0,51,30004,1,0,42,141,1,0,1762466400,2544393599
6026,5501,5,0,0,0,0,0,51,30005,1,0,42,141,1,0,1762466400,2544393599
6027,5501,6,0,0,0,0,0,51,30006,1,0,42,141,1,0,1762466400,2544393599
6028,5501,7,0,0,0,0,0,51,30007,1,0,42,141,1,0,1762466400,2544393599
6029,5501,8,0,0,0,0,0,51,30008,1,0,42,141,1,0,1762466400,2544393599
6030,5501,9,0,0,0,0,0,51,30009,1,0,42,141,1,0,1762466400,2544393599
6031,5501,10,0,0,0,0,0,51,30010,1,0,42,141,1,0,1762466400,2544393599
6032,5501,11,0,0,0,0,0,51,30011,1,0,42,141,1,0,1762466400,2544393599
6033,5501,12,0,0,0,0,0,51,30012,1,0,42,141,1,0,1762466400,2544393599
6034,5501,13,0,0,0,0,0,51,30013,1,0,42,141,1,0,1762466400,2544393599
6035,5501,14,0,0,0,0,0,51,30014,1,0,42,141,1,0,1762466400,2544393599
6036,5501,15,0,0,0,0,0,51,30015,1,0,42,141,1,0,1762466400,2544393599
6037,5501,16,0,0,0,0,0,51,30016,1,0,42,141,1,0,1762466400,2544393599
6038,5501,17,0,0,0,0,0,51,30017,1,0,42,141,1,0,1762466400,2544393599
6039,5501,18,0,0,0,0,0,51,30018,1,0,42,141,1,0,1762466400,2544393599
6040,5501,19,0,0,0,0,0,51,30020,1,0,42,141,1,0,1762466400,2544393599
6041,5501,20,0,0,0,0,0,51,30021,1,0,42,141,1,0,1762466400,2544393599
6042,5501,21,0,0,0,0,0,51,30024,1,0,42,141,1,0,1762466400,2544393599
6043,5501,22,0,0,0,0,0,51,30026,1,0,42,141,1,0,1762466400,2544393599
6044,5501,23,0,0,0,0,0,51,30027,1,0,42,141,1,0,1762466400,2544393599
6045,5501,24,0,0,0,0,0,51,30028,1,0,42,141,1,0,1762466400,2544393599
6046,5501,25,0,0,0,0,0,51,30029,1,0,42,141,1,0,1762466400,2544393599
6047,5501,26,0,0,0,0,0,51,30031,1,0,42,141,1,0,1762466400,2544393599
6048,5501,27,0,0,0,0,0,51,30032,1,0,42,141,1,0,1762466400,2544393599
6049,5501,28,0,0,0,0,0,51,30038,1,0,42,141,1,0,1762466400,2544393599
6050,5501,29,0,0,0,0,0,51,30039,1,0,42,141,1,0,1762466400,2544393599
6051,5501,30,0,0,0,0,0,51,30040,1,0,42,141,1,0,1762466400,2544393599
6052,5501,31,0,0,0,0,0,51,30042,1,0,42,141,1,0,1762466400,2544393599
6053,5501,32,0,0,0,0,0,51,30055,1,0,42,141,1,0,1762466400,2544393599
6054,5501,33,0,0,0,0,0,51,30056,1,0,42,141,1,0,1762466400,2544393599
6055,5501,34,0,0,0,0,0,51,30048,1,0,42,141,1,0,1762466400,2544393599
6056,5501,35,0,0,0,0,0,51,30045,1,0,42,141,1,0,1762466400,2544393599
6057,5501,36,0,0,0,0,0,51,30046,1,0,42,141,1,0,1762466400,2544393599
8001,8000,1,0,0,0,1,10,102,102401,5,0,161,134,600,0,1750897800,1754060399
8002,8000,1,0,0,0,1,10,102,103201,5,0,161,134,600,0,1752678000,1755269999
8003,8000,1,0,0,0,1,10,102,100901,5,0,161,134,600,0,1754578800,1757257199
8004,8000,1,0,0,0,1,10,102,101101,5,0,161,134,600,0,1756393200,1758985199
8005,8000,1,0,0,0,1,10,102,106001,5,0,161,134,600,0,1758466800,1761145199
8006,8000,1,0,0,0,1,10,102,101801,5,0,161,134,600,0,1760454000,1763132399
8007,8000,1,0,0,0,1,10,102,104501,5,0,161,134,600,0,1762441200,1765033199
8008,8000,1,0,0,0,1,10,102,100801,5,0,161,134,600,0,1763996400,1766674799
8009,8000,1,0,0,0,1,10,102,105601,5,0,161,134,600,0,1765724400,1768316399
8010,8000,1,0,0,0,1,10,102,105201,5,0,161,134,600,0,1767650400,1770328799
8011,8000,1,0,0,0,1,10,102,104101,5,0,161,134,600,0,1769698800,1772377199
8012,8000,1,0,0,0,1,10,102,101401,5,0,161,134,600,0,1771452000,1773871199
8013,8000,1,0,0,0,1,10,102,106101,5,0,161,134,600,0,1773352800,1776031199
8014,8000,1,0,0,0,1,10,102,100701,5,0,161,134,600,0,1775426400,1778018399
8015,8000,1,0,0,0,1,10,102,103501,5,0,161,134,600,0,1777240800,1779893999
8016,8000,1,0,0,0,1,10,102,102701,5,0,161,134,600,0,1779141600,1781733599
8017,8000,1,0,0,0,1,10,102,106201,5,0,161,134,600,0,1781215200,1783893599
8018,8000,1,0,0,0,1,10,102,104101,5,0,161,134,600,0,1783029600,1785707999
8201,8000,201,1,1,14,1,4,51,30022,1,0,161,134,100,20,1496275200,2543011199
8202,8000,202,1,2,13,1,4,51,30023,1,0,161,134,100,20,1496275200,2543011199
8203,8000,203,1,3,13,1,4,51,30033,1,0,161,134,100,20,1754258400,2543011199
8204,8000,204,1,4,13,1,4,51,30044,1,0,161,134,100,20,1759874400,2543011199
8205,8000,205,1,5,13,1,4,51,30076,1,0,161,134,100,20,1769119200,2543011199
8206,8000,206,1,6,13,1,4,51,30081,1,0,161,134,100,20,1774562400,2543011199
8207,8000,207,1,7,24,1,4,51,30105,1,0,161,134,100,20,1782424800,2543011199
8301,8000,301,0,0,0,4,30,11,71,1,0,161,134,250,0,1496275200,2543011199
8302,8000,302,0,0,0,4,30,11,80,1,0,161,134,250,0,1496275200,2543011199
8303,8000,303,0,0,0,4,30,11,81,1,0,161,134,250,0,1496275200,2543011199
8304,8000,304,0,0,0,4,30,11,102,1,0,161,134,250,0,1496275200,2543011199
8305,8000,305,0,0,0,4,30,11,90,1,0,161,134,250,0,1496275200,2543011199
8306,8000,308,0,0,0,4,30,91,59,1500,0,161,134,50,0,1496275200,2543011199
9001,6,1,0,0,0,0,0,34,95,1,0,90,43,10,0,1496275200,2543011199
9002,7,1,0,0,0,0,0,34,95,1,0,90,43,10,0,1782424800,2543011199
10000,9000,0,0,0,0,1,1,102,100101,1,0,91,59,15000,0,1496275200,2543011199
10001,9000,0,0,0,0,1,1,102,100201,1,0,91,59,15000,0,1496275200,2543011199
10002,9000,0,0,0,0,1,1,102,100301,1,0,91,59,15000,0,1496275200,2543011199
10003,9000,0,0,0,0,1,1,102,100401,1,0,91,59,15000,0,1496275200,2543011199
10004,9000,0,0,0,0,1,1,102,100601,1,0,91,59,15000,0,1496275200,2543011199
10005,9000,0,0,0,0,1,1,102,100701,1,0,91,59,10000,0,1496275200,2543011199
10006,9000,0,0,0,0,1,1,102,100801,1,0,91,59,10000,0,1496275200,2543011199
10007,9000,0,0,0,0,1,1,102,100901,1,0,91,59,10000,0,1496275200,2543011199
10008,9000,0,0,0,0,1,1,102,101001,1,0,91,59,15000,0,1496275200,2543011199
10009,9000,0,0,0,0,1,1,102,101101,1,0,91,59,10000,0,1496275200,2543011199
10010,9000,0,0,0,0,1,1,102,101301,1,0,91,59,15000,0,1496275200,2543011199
10011,9000,0,0,0,0,1,1,102,101401,1,0,91,59,10000,0,1496275200,2543011199
10012,9000,0,0,0,0,1,1,102,101701,1,0,91,59,15000,0,1496275200,2543011199
10013,9000,0,0,0,0,1,1,102,101801,1,0,91,59,10000,0,1496275200,2543011199
10014,9000,0,0,0,0,1,1,102,102401,1,0,91,59,10000,0,1496275200,2543011199
10015,9000,0,0,0,0,1,1,102,102701,1,0,91,59,5000,0,1496275200,2543011199
10016,9000,0,0,0,0,1,1,102,103001,1,0,91,59,15000,0,1496275200,2543011199
10017,9000,0,0,0,0,1,1,102,103201,1,0,91,59,5000,0,1496275200,2543011199
10018,9000,0,0,0,0,1,1,102,103501,1,0,91,59,5000,0,1496275200,2543011199
10019,9000,0,0,0,0,1,1,102,104101,1,0,91,59,5000,0,1496275200,2543011199
10020,9000,0,0,0,0,1,1,102,104501,1,0,91,59,10000,0,1496275200,2543011199
10021,9000,0,0,0,0,1,1,102,105201,1,0,91,59,5000,0,1496275200,2543011199
10022,9000,0,0,0,0,1,1,102,105601,1,0,91,59,5000,0,1496275200,2543011199
10023,9000,0,0,0,0,1,1,102,106001,1,0,91,59,5000,0,1496275200,2543011199
10024,9000,0,0,0,0,1,1,102,106101,1,0,91,59,5000,0,1496275200,2543011199
10025,9000,0,0,0,0,1,1,102,100302,1,0,91,59,15000,0,1761516000,2543011199
10026,9000,0,0,0,0,1,1,102,101302,1,0,91,59,15000,0,1761516000,2543011199
10027,9000,0,0,0,0,1,1,102,103801,1,0,91,59,15000,0,1761516000,2543011199
10028,9000,0,0,0,0,1,1,102,105001,1,0,91,59,15000,0,1761516000,2543011199
10029,9000,0,0,0,0,1,1,102,104601,1,0,91,59,15000,0,1761516000,2543011199
10030,9000,0,0,0,0,1,1,102,101601,1,0,91,59,15000,0,1761516000,2543011199
10031,9000,0,0,0,0,1,1,102,101802,1,0,91,59,15000,0,1761516000,2543011199
10032,9000,0,0,0,0,1,1,102,102402,1,0,91,59,15000,0,1761516000,2543011199
10033,9000,0,0,0,0,1,1,102,102001,1,0,91,59,15000,0,1761516000,2543011199
10034,9000,0,0,0,0,1,1,102,101201,1,0,91,59,15000,0,1761516000,2543011199
10035,9000,0,0,0,0,1,1,102,101102,1,0,91,59,15000,0,1761516000,2543011199
10036,9000,0,0,0,0,1,1,102,101402,1,0,91,59,15000,0,1761516000,2543011199
10037,9000,0,0,0,0,1,1,102,100102,1,0,91,59,15000,0,1761516000,2543011199
10038,9000,0,0,0,0,1,1,102,100402,1,0,91,59,15000,0,1761516000,2543011199
10039,9000,0,0,0,0,1,1,102,105801,1,0,91,59,15000,0,1761516000,2543011199
10040,9000,0,0,0,0,1,1,102,100501,1,0,91,59,15000,0,1761516000,2543011199
10041,9000,0,0,0,0,1,1,102,101501,1,0,91,59,15000,0,1761516000,2543011199
10042,9000,0,0,0,0,1,1,102,104001,1,0,91,59,15000,0,1761516000,2543011199
10043,9000,0,0,0,0,1,1,102,102601,1,0,91,59,15000,0,1761516000,2543011199
10044,9000,0,0,0,0,1,1,102,102301,1,0,91,59,15000,0,1761516000,2543011199
10045,9000,0,0,0,0,1,1,102,103701,1,0,91,59,15000,0,1772488800,2543011199
10046,9000,0,0,0,0,1,1,102,105602,1,0,91,59,15000,0,1772488800,2543011199
10047,9000,0,0,0,0,1,1,102,103002,1,0,91,59,15000,0,1772488800,2543011199
10048,9000,0,0,0,0,1,1,102,102501,1,0,91,59,15000,0,1772488800,2543011199
10049,9000,0,0,0,0,1,1,102,105901,1,0,91,59,15000,0,1772488800,2543011199
10050,9000,0,0,0,0,1,1,102,100602,1,0,91,59,15000,0,1772488800,2543011199
10051,9000,0,0,0,0,1,1,102,102101,1,0,91,59,15000,0,1772488800,2543011199
10052,9000,0,0,0,0,1,1,102,106901,1,0,91,59,15000,0,1772488800,2543011199
10053,9000,0,0,0,0,1,1,102,102602,1,0,91,59,15000,0,1772488800,2543011199
10054,9000,0,0,0,0,1,1,102,103702,1,0,91,59,15000,0,1772488800,2543011199
10055,9000,0,0,0,0,1,1,102,107101,1,0,91,59,15000,0,1772488800,2543011199
10056,9000,0,0,0,0,1,1,102,101901,1,0,91,59,15000,0,1772488800,2543011199
10057,9000,0,0,0,0,1,1,102,102801,1,0,91,59,15000,0,1772488800,2543011199
10058,9000,0,0,0,0,1,1,102,104502,1,0,91,59,15000,0,1772488800,2543011199
10059,9000,0,0,0,0,1,1,102,103901,1,0,91,59,15000,0,1772488800,2543011199
10060,9000,0,0,0,0,1,1,102,101702,1,0,91,59,15000,0,1772488800,2543011199
10061,9000,0,0,0,0,1,1,102,104002,1,0,91,59,15000,0,1772488800,2543011199
10062,9000,0,0,0,0,1,1,102,104801,1,0,91,59,15000,0,1772488800,2543011199
10063,9000,0,0,0,0,1,1,102,102302,1,0,91,59,15000,0,1772488800,2543011199
10064,9000,0,0,0,0,1,1,102,102201,1,0,91,59,15000,0,1772488800,2543011199
10065,9000,0,0,0,0,1,1,102,105202,1,0,91,59,15000,0,1772488800,2543011199
10066,9000,0,0,0,0,1,1,102,101502,1,0,91,59,15000,0,1772488800,2543011199
10220,9000,0,0,0,0,1,1,34,95,1,0,91,59,2000,0,1496275200,2543011199
10221,9000,0,0,0,0,1,1,150,116,1,0,91,59,5000,0,1496275200,2543011199
10226,9000,0,0,0,0,1,1,11,1,3,0,91,59,1000,0,1496275200,2543011199
10227,9000,0,0,0,0,1,1,11,4,3,0,91,59,1000,0,1496275200,2543011199
10228,9000,0,0,0,0,1,1,11,7,3,0,91,59,1000,0,1496275200,2543011199
10229,9000,0,0,0,0,1,1,11,10,3,0,91,59,1000,0,1496275200,2543011199
10230,9000,0,0,0,0,1,1,11,13,3,0,91,59,1000,0,1496275200,2543011199
10232,9000,0,0,0,0,1,1,30,110,500,0,91,59,3000,0,1496275200,2543011199
10300,9000,0,0,0,0,1,1,11,69,1,0,91,59,5000,0,1761516000,2543011199
10301,9000,0,0,0,0,1,1,11,70,1,0,91,59,5000,0,1761516000,2543011199
