id,banner_id,banner_image_id,type,group_id,transition,priority,condition_value,dialog_image_id,start_date,end_date
92,130040,130040,1,1,30040,9,0,0,2025/11/11 22:00:00,2025/11/21 21:59:59
93,130041,130041,1,1,30041,9,0,0,2025/11/11 22:00:00,2025/11/21 21:59:59
94,105,105,6,6,100105,2,0,0,2025/11/19 22:00:00,2025/11/26 14:59:59
95,106,106,6,6,100106,2,0,0,2025/12/01 22:00:00,2025/12/18 14:59:59
96,109,109,6,6,100109,2,0,0,2025/12/18 22:00:00,2026/1/31 14:59:59
97,130042,130042,1,1,30042,9,0,0,2025/11/19 22:00:00,2025/11/28 21:59:59
98,130043,130043,1,1,30043,9,0,0,2025/11/19 22:00:00,2025/11/28 21:59:59
99,130044,130044,1,1,30044,9,0,0,2025/11/24 22:00:00,2025/12/06 21:59:59
100,130045,130045,1,1,30045,9,0,0,2025/11/24 22:00:00,2025/12/06 21:59:59
101,130046,130046,1,1,30046,9,0,0,2025/12/01 22:00:00,2025/12/10 21:59:59
102,130047,130047,1,1,30047,9,0,0,2025/12/01 22:00:00,2025/12/10 21:59:59
103,130048,130048,1,1,30048,9,0,0,2025/12/08 22:00:00,2025/12/16 21:59:59
104,130049,130049,1,1,30049,9,0,0,2025/12/08 22:00:00,2025/12/16 21:59:59
105,201056,201056,4,4,20002,3,0,0,2025/12/04 22:00:00,2025/12/07 14:59:59
106,201020,201020,4,4,20002,3,0,0,2025/12/07 15:00:00,2025/12/10 14:59:59
107,201023,201023,4,4,20002,3,0,0,2025/12/10 15:00:00,2025/12/13 14:59:59
108,500007,500007,7,7,5,4,1007,0,2025/12/10 22:00:00,2025/12/14 21:59:59
109,130050,130050,1,1,30050,9,0,0,2025/12/14 22:00:00,2025/12/25 21:59:59
110,130051,130051,1,1,30051,9,0,0,2025/12/14 22:00:00,2025/12/25 21:59:59
111,130052,130052,1,1,30052,9,0,0,2025/12/18 22:00:00,2025/12/29 21:59:59
112,130053,130053,1,1,30053,9,0,0,2025/12/18 22:00:00,2025/12/29 21:59:59
113,201018,201018,4,4,20002,3,0,0,2025/12/22 22:00:00,2025/12/25 14:59:59
114,201037,201037,4,4,20002,3,0,0,2025/12/25 15:00:00,2025/12/28 14:59:59
115,201019,201019,4,4,20002,3,0,0,2025/12/28 15:00:00,2025/12/31 14:59:59
116,130054,130054,1,1,30054,9,0,0,2025/12/28 22:00:00,2026/1/7 21:59:59
117,130055,130055,1,1,30055,9,0,0,2025/12/28 22:00:00,2026/1/7 21:59:59
118,500008,500008,7,7,6,4,1008,0,2026/01/01 22:00:00,2026/01/05 21:59:59
119,62,62,6,6,100062,2,0,0,2025/12/24 22:00:00,2026/1/4 21:59:59
120,201060,201060,4,4,20002,3,0,0,2026/01/22 22:00:00,2026/01/25 14:59:59
121,201011,201011,4,4,20002,3,0,0,2026/01/25 15:00:00,2026/01/28 14:59:59
122,201006,201006,4,4,20002,3,0,0,2026/01/28 15:00:00,2026/01/31 14:59:59
123,130056,130056,1,1,30056,9,0,0,2026/01/05 22:00:00,2026/01/20 21:59:59
124,130057,130057,1,1,30057,9,0,0,2026/01/05 22:00:00,2026/01/20 21:59:59
125,510011,510011,5,5,0,3,0,0,2026/02/09 22:00:00,2026/02/13 21:59:59
126,511011,511011,5,5,0,3,0,0,2026/02/13 22:00:00,2026/02/19 21:59:59
127,130058,130058,1,1,30058,9,0,0,2026/1/15 22:00:00,2026/1/23 21:59:59
128,130059,130059,1,1,30059,9,0,0,2026/1/15 22:00:00,2026/1/23 21:59:59
129,130060,130060,1,1,30060,9,0,0,2026/01/22 22:00:00,2026/01/31 21:59:59
130,130061,130061,1,1,30061,9,0,0,2026/01/22 22:00:00,2026/01/31 21:59:59
131,500009,500009,7,7,9,4,1009,0,2026/01/25 22:00:00,2026/01/29 21:59:59
132,500010,500010,7,7,10,4,1010,0,2026/02/14 22:00:00,2026/02/18 21:59:59
133,510021,510021,5,5,0,3,0,0,2026/03/02 22:00:00,2026/03/06 21:59:59
134,511021,511021,5,5,0,3,0,0,2026/03/06 22:00:00,2026/03/12 21:59:59
135,510031,510031,5,5,0,3,0,0,2026/03/26 22:00:00,2026/03/30 21:59:59
136,511031,511031,5,5,0,3,0,0,2026/03/30 22:00:00,2026/04/05 21:59:59
137,499,499,6,6,100499,2,0,0,2026/01/27 22:00:00,2026/02/08 14:59:59
138,500,500,6,6,100500,2,0,0,2026/02/08 15:00:00,2026/02/24 14:59:59
139,130064,130064,1,1,30064,9,0,0,2026/02/05 22:00:00,2026/02/14 21:59:59
140,130065,130065,1,1,30065,9,0,0,2026/02/05 22:00:00,2026/02/14 21:59:59
141,130066,130066,1,1,30066,9,0,0,2026/02/11 22:00:00,2026/02/19 21:59:59
142,130067,130067,1,1,30067,9,0,0,2026/02/11 22:00:00,2026/02/19 21:59:59
143,130062,130062,1,1,30062,9,0,0,2026/01/29 22:00:00,2026/02/09 21:59:59
144,130063,130063,1,1,30063,9,0,0,2026/01/29 22:00:00,2026/02/09 21:59:59
145,520001,520001,8,8,520001,2,0,0,2026/02/01 22:00:00,2026/02/05 21:59:59
146,150005,150005,1,2,50005,10,0,0,2026/02/05 22:00:00,2026/03/25 21:59:59
147,150006,150006,1,2,50006,10,0,0,2026/02/05 22:00:00,2026/03/25 21:59:59
148,130068,130068,1,1,30068,9,0,0,2026/02/18 22:00:00,2026/03/01 21:59:59
149,130069,130069,1,1,30069,9,0,0,2026/02/18 22:00:00,2026/03/01 21:59:59
150,201012,201012,4,4,20002,3,0,0,2026/02/26 22:00:00,2026/03/01 14:59:59
151,201059,201059,4,4,20002,3,0,0,2026/03/01 15:00:00,2026/03/04 14:59:59
152,201040,201040,4,4,20002,3,0,0,2026/03/04 15:00:00,2026/03/07 14:59:59
153,130070,130070,1,1,30070,9,0,0,2026/02/25 22:00:00,2026/03/05 21:59:59
154,130071,130071,1,1,30071,9,0,0,2026/02/25 22:00:00,2026/03/05 21:59:59
155,229,229,6,9,100229,2,0,0,2026/03/02 22:00:00,2026/03/09 14:59:59
156,500011,500011,7,7,11,4,1011,0,2026/03/08 22:00:00,2026/03/12 21:59:59
157,110,110,6,6,100110,2,0,0,2026/03/03 22:00:00,2026/03/10 14:59:59
158,130072,130072,1,1,30072,9,0,0,2026/03/05 22:00:00,2026/03/13 21:59:59
159,130073,130073,1,1,30073,9,0,0,2026/03/05 22:00:00,2026/03/13 21:59:59
160,600004,600004,6,10,100017,5,0,0,2026/03/02 22:00:00,2026/03/12 21:59:59
161,600005,600005,6,10,100018,5,0,0,2026/03/12 22:00:00,2026/03/23 21:59:59
162,600006,600006,6,10,100019,5,0,0,2026/03/22 15:00:00,2026/04/02 21:59:59
163,600007,600007,6,10,100020,5,0,0,2026/03/26 22:00:00,2026/04/06 21:59:59
164,130074,130074,1,1,30074,9,0,0,2026/03/12 22:00:00,2026/03/23 21:59:59
165,130075,130075,1,1,30075,9,0,0,2026/03/12 22:00:00,2026/03/23 21:59:59
166,201032,201032,4,4,20002,3,0,0,2026/03/23 22:00:00,2026/03/26 14:59:59
167,201050,201050,4,4,20002,3,0,0,2026/03/26 15:00:00,2026/03/29 14:59:59
168,201016,201016,4,4,20002,3,0,0,2026/03/29 15:00:00,2026/04/01 14:59:59
169,510041,510041,5,5,0,3,0,0,2026/04/20 22:00:00,2026/04/23 21:59:59
170,511041,511041,5,5,0,3,0,0,2026/04/23 22:00:00,2026/04/29 21:59:59
171,150007,150007,1,2,50007,10,0,0,2026/03/22 22:00:00,2026/04/13 21:59:59
172,150008,150008,1,2,50008,10,0,0,2026/03/22 22:00:00,2026/04/13 21:59:59
173,500012,500012,7,7,12,4,1012,0,2026/04/01 22:00:00,2026/04/05 21:59:59
174,130076,130076,1,1,30076,9,0,0,2026/03/22 22:00:00,2026/04/02 21:59:59
175,130077,130077,1,1,30077,9,0,0,2026/03/22 22:00:00,2026/04/02 21:59:59
176,130078,130078,1,1,30078,9,0,0,2026/03/26 22:00:00,2026/04/06 21:59:59
177,130079,130079,1,1,30079,9,0,0,2026/03/26 22:00:00,2026/04/06 21:59:59
178,130080,130080,1,1,30080,9,0,0,2026/04/05 22:00:00,2026/04/18 21:59:59
179,130081,130081,1,1,30081,9,0,0,2026/04/05 22:00:00,2026/04/18 21:59:59
180,130082,130082,1,1,30082,9,0,0,2026/04/12 22:00:00,2026/04/20 21:59:59
181,130083,130083,1,1,30083,9,0,0,2026/04/12 22:00:00,2026/04/20 21:59:59
182,146,146,6,6,100111,2,0,0,2026/03/26 15:00:00,2026/04/21 14:59:59
183,130084,130084,1,1,30084,9,0,0,2026/04/20 22:00:00,2026/04/29 21:59:59
184,130085,130085,1,1,30085,9,0,0,2026/04/20 22:00:00,2026/04/29 21:59:59
185,2101302,2101302,4,4,20002,3,0,0,2026/05/07 22:00:00,2026/05/10 14:59:59
186,2103001,2103001,4,4,20002,3,0,0,2026/05/10 15:00:00,2026/05/13 14:59:59
187,2107401,2107401,4,4,20002,3,0,0,2026/05/13 15:00:00,2026/05/16 14:59:59
188,155,155,6,2,100112,2,0,0,2026/04/21 22:00:00,2026/06/03 14:59:59
189,500013,500013,7,7,13,4,1013,0,2026/04/22 22:00:00,2026/04/26 21:59:59
190,63,63,6,5,100063,2,0,0,2026/04/26 22:00:00,2026/05/07 21:59:59
191,520002,520002,8,8,520002,2,0,0,2026/04/15 22:00:00,2026/04/16 21:59:59
192,130086,130086,1,1,30086,9,0,0,2026/04/26 22:00:00,2026/05/08 21:59:59
193,130087,130087,1,1,30087,9,0,0,2026/04/26 22:00:00,2026/05/08 21:59:59
194,510052,510052,5,5,0,3,0,0,2026/05/10 22:00:00,2026/05/14 21:59:59
195,511052,511052,5,5,0,3,0,0,2026/05/14 22:00:00,2026/05/20 21:59:59
196,510062,510062,5,5,0,3,0,0,2026/05/31 22:00:00,2026/06/04 21:59:59
197,511062,511062,5,5,0,3,0,0,2026/06/04 22:00:00,2026/06/10 21:59:59
199,2102101,2102101,4,4,20002,3,0,0,2026/06/07 22:00:00,2026/06/10 14:59:59
200,2105801,2105801,4,4,20002,3,0,0,2026/06/10 15:00:00,2026/06/13 14:59:59
201,130088,130088,1,1,30088,9,0,0,2026/04/30 22:00:00,2026/05/10 21:59:59
202,130089,130089,1,1,30089,9,0,0,2026/04/30 22:00:00,2026/05/10 21:59:59
203,130090,130090,1,1,30090,9,0,0,2026/05/10 22:00:00,2026/05/20 21:59:59
204,130091,130091,1,1,30091,9,0,0,2026/05/10 22:00:00,2026/05/20 21:59:59
205,500014,500014,7,7,14,4,1014,0,2026/05/14 22:00:00,2026/05/18 21:59:59
206,130092,130092,1,1,30092,9,0,0,2026/05/18 22:00:00,2026/05/29 21:59:59
207,130093,130093,1,1,30093,9,0,0,2026/05/18 22:00:00,2026/05/29 21:59:59
208,130094,130094,1,1,30094,9,0,0,2026/05/28 22:00:00,2026/06/07 21:59:59
209,130095,130095,1,1,30095,9,0,0,2026/05/28 22:00:00,2026/06/07 21:59:59
210,64,64,6,6,100064,2,0,0,2026/06/04 22:00:00,2026/06/14 21:59:59
211,130096,130096,1,1,30096,9,0,0,2026/06/04 22:00:00,2026/06/14 21:59:59
212,130097,130097,1,1,30097,9,0,0,2026/06/04 22:00:00,2026/06/14 21:59:59
213,180,180,6,6,100113,2,0,0,2026/06/09 22:00:00,2026/06/23 14:59:59
214,510072,510072,5,5,0,3,0,0,2026/06/21 22:00:00,2026/06/24 21:59:59
215,511072,511072,5,5,0,3,0,0,2026/06/24 22:00:00,2026/06/30 21:59:59
216,500015,500015,7,7,15,4,1015,0,2026/06/07 22:00:00,2026/06/11 21:59:59
217,130098,130098,1,1,30098,9,0,0,2026/06/11 22:00:00,2026/06/22 21:59:59
218,130099,130099,1,1,30099,9,0,0,2026/06/11 22:00:00,2026/06/22 21:59:59
219,130100,130100,1,1,30100,9,0,0,2026/06/18 22:00:00,2026/06/27 21:59:59
220,130101,130101,1,1,30101,9,0,0,2026/06/18 22:00:00,2026/06/27 21:59:59
221,500016,500016,7,7,16,4,1016,0,2026/06/28 22:00:00,2026/07/02 21:59:59
222,530001,530001,8,8,530001,2,0,0,2026/06/24 22:00:00,2026/06/25 21:59:59
223,130102,130102,1,1,30102,9,0,0,2026/06/25 22:00:00,2026/07/04 21:59:59
224,130103,130103,1,1,30103,9,0,0,2026/06/25 22:00:00,2026/07/04 21:59:59
225,130104,130104,1,1,30104,9,0,0,2026/07/02 22:00:00,2026/07/14 21:59:59
226,130105,130105,1,1,30105,9,0,0,2026/07/02 22:00:00,2026/07/14 21:59:59
227,600008,600008,6,9,100021,3,0,0,2026/06/25 22:00:00,2026/07/16 14:59:59
228,510082,510082,5,5,0,3,0,0,2026/07/12 22:00:00,2026/07/15 21:59:59
229,511082,511082,5,5,0,3,0,0,2026/07/15 22:00:00,2026/07/21 21:59:59
230,130106,130106,1,1,30106,9,0,0,2026/07/07 22:00:00,2026/07/16 21:59:59
231,130107,130107,1,1,30107,9,0,0,2026/07/07 22:00:00,2026/07/16 21:59:59
821,534,534,6,6,100039,3,0,0,2025/10/06 12:00:00,2025/12/29 14:59:59
100000,800001,800001,10,13,0,1,0,0,2025/06/27 12:00:00,2025/08/14 12:00:00
100001,800001,800001,10,13,0,1,1,0,2025/08/14 12:00:00,2050/09/01 00:00:00
100002,800001,800001,10,13,0,1,2,0,2050/08/14 12:00:00,2050/09/09 11:59:59
100004,800001,800001,10,13,0,1,4,0,2025/08/14 12:00:00,2050/09/01 00:00:00
