id,item_category,group_id,effect_type_1,effect_target_1,effect_value_1,effect_type_2,effect_target_2,effect_value_2,add_value_1,add_value_2,add_value_3,limit_num,sort,rare,enable_request,request_reward,item_place_id,sell_item_id,sell_price,start_date,end_date
58,100,0,0,0,0,0,0,0,0,0,0,999999999,53,0,0,0,0,0,0,2026/07/02 22:00:00,2026/07/17 21:59:59
59,91,0,0,0,0,0,0,0,0,0,0,999999999,9,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
60,110,0,0,0,0,0,0,0,0,0,0,9999,55,0,0,5,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
69,11,0,0,0,0,0,0,0,0,0,0,99999,59,1,1,5,69,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
70,11,0,0,0,0,0,0,0,0,0,0,99999,60,1,1,5,70,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
71,11,0,0,0,0,0,0,0,0,0,0,99999,61,1,1,5,71,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
72,11,0,0,0,0,0,0,0,0,0,0,99999,62,1,1,5,72,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
73,11,0,0,0,0,0,0,0,0,0,0,99999,63,1,1,5,73,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
74,11,0,0,0,0,0,0,0,0,0,0,99999,64,1,1,5,74,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
75,11,0,0,0,0,0,0,0,0,0,0,99999,65,1,1,5,75,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
76,11,0,0,0,0,0,0,0,0,0,0,99999,66,1,1,5,76,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
77,11,0,0,0,0,0,0,0,0,0,0,99999,67,1,1,5,77,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
78,11,0,0,0,0,0,0,0,0,0,0,99999,68,1,1,5,78,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
79,11,0,0,0,0,0,0,0,0,0,0,99999,69,1,1,5,79,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
80,11,0,0,0,0,0,0,0,0,0,0,99999,70,1,1,5,80,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
81,11,0,0,0,0,0,0,0,0,0,0,99999,71,1,1,5,81,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
82,11,0,0,0,0,0,0,0,0,0,0,99999,72,1,1,5,82,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
83,11,0,0,0,0,0,0,0,0,0,0,99999,73,1,1,5,83,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
84,11,0,0,0,0,0,0,0,0,0,0,99999,74,1,1,5,84,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
85,11,0,0,0,0,0,0,0,0,0,0,99999,75,1,1,5,85,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
86,11,0,0,0,0,0,0,0,0,0,0,99999,76,1,1,5,86,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
87,11,0,0,0,0,0,0,0,0,0,0,99999,77,1,1,5,87,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
88,11,0,0,0,0,0,0,0,0,0,0,99999,78,1,1,5,88,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
89,11,0,0,0,0,0,0,0,0,0,0,99999,79,1,1,5,89,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
90,11,0,0,0,0,0,0,0,0,0,0,99999,80,1,1,5,90,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
91,11,0,0,0,0,0,0,0,0,0,0,99999,81,1,1,5,91,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
92,11,0,0,0,0,0,0,0,0,0,0,99999,82,1,1,5,92,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
95,34,0,0,0,0,0,0,0,0,0,0,9999,91,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
96,140,0,0,0,0,0,0,0,0,0,0,3,92,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
97,140,0,0,0,0,0,0,0,0,0,0,3,93,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
98,103,0,0,0,0,0,0,0,0,0,0,999999999,2,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
101,11,0,0,0,0,0,0,0,0,0,0,99999,83,1,1,5,101,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
102,11,0,0,0,0,0,0,0,0,0,0,99999,84,1,1,5,102,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
103,11,0,0,0,0,0,0,0,0,0,0,99999,85,1,1,5,103,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
104,11,0,0,0,0,0,0,0,0,0,0,99999,86,1,1,5,104,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
105,11,0,0,0,0,0,0,0,0,0,0,99999,87,1,1,5,105,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
106,11,0,0,0,0,0,0,0,0,0,0,99999,88,1,1,5,106,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
107,11,0,0,0,0,0,0,0,0,0,0,9999,95,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
108,11,0,0,0,0,0,0,0,0,0,0,9999,96,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
109,11,0,0,0,0,0,0,0,0,0,0,9999,97,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
110,30,0,0,0,0,0,0,0,0,0,0,999999999,98,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
111,40,0,1,0,0,0,0,0,0,1,2,9999,3,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
113,40,0,1,0,0,0,0,0,20001,1,1,9999,5,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
114,40,0,1,0,0,0,0,0,20002,1,2,9999,6,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
115,97,0,1,0,0,0,0,0,0,0,0,999999999,8,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
116,150,0,10,0,4,10,0,4,5000,5000,0,9999,100,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
117,150,1,20,0,1,30,0,1,0,0,0,9999,101,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
118,150,1,20,0,3,30,0,4,0,0,0,9999,102,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
119,150,2,40,1,3,0,0,0,0,0,0,9999,103,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
120,150,2,40,2,6,0,0,0,0,0,0,9999,104,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
130,41,0,1,0,5000,0,0,0,0,0,0,9999,7,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
131,42,0,1,0,5500,0,0,0,0,0,0,9999,8,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
132,98,0,0,0,1,0,0,0,0,0,0,0,116,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
134,161,0,1,0,0,0,0,0,0,0,0,999999999,3,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
135,40,0,1,0,0,0,0,0,20003,1,1,9999,9,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
136,40,0,1,0,0,0,0,0,20004,1,2,9999,10,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
137,163,0,1,0,0,0,0,0,0,0,0,9999,118,0,0,0,0,0,0,2025/8/17 22:00:00,2025/8/25 21:59:59
138,163,0,2,0,0,0,0,0,0,0,0,9999,119,0,0,0,0,0,0,2025/9/7 22:00:00,2025/9/15 21:59:59
139,163,0,3,0,0,0,0,0,0,0,0,9999,120,0,0,0,0,0,0,2025/10/7 22:00:00,2025/10/14 21:59:59
140,41,0,1,0,5001,0,0,0,0,0,0,9999,129,0,0,0,0,0,0,2021/8/17 0:00:00,2050/1/1 11:59:59
141,42,0,1,0,5501,0,0,0,0,0,0,9999,128,0,0,0,0,0,0,2025/11/6 22:00:00,2050/1/1 11:59:59
142,163,0,4,0,0,0,0,0,0,0,0,9999,121,0,0,0,0,0,0,2025/10/30 22:00:00,2025/11/7 21:59:59
143,163,0,5,0,0,0,0,0,0,0,0,9999,122,0,0,0,0,0,0,2025/11/16 22:00:00,2025/11/24 21:59:59
144,164,0,1,0,0,0,0,0,0,0,0,99999,123,1,0,0,144,0,0,2021/9/21 12:00:00,2050/1/1 11:59:59
145,164,0,1,0,0,0,0,0,0,0,0,99999,124,1,0,0,145,0,0,2021/9/21 12:00:00,2050/1/1 11:59:59
147,163,0,6,0,0,0,0,0,0,0,0,9999,126,0,0,0,0,0,0,2025/12/8 22:00:00,2025/12/16 21:59:59
148,163,0,7,0,0,0,0,0,0,0,0,9999,127,0,0,0,0,0,0,2025/12/28 22:00:00,2026/01/05 21:59:59
149,164,0,1,0,0,0,0,0,0,0,0,99999,125,1,0,0,0,0,0,2021/9/21 12:00:00,2050/1/1 11:59:59
150,164,0,1,0,0,0,0,0,0,0,0,99999,126,1,0,0,0,0,0,2021/9/21 12:00:00,2050/1/1 11:59:59
151,163,0,8,0,0,0,0,0,0,0,0,9999,128,0,0,0,0,0,0,2026/1/19 22:00:00,2026/01/27 21:59:59
152,40,0,1,0,0,0,0,0,20005,1,1,9999,11,0,0,0,0,0,0,2021/11/19 12:00:00,2050/1/1 0:00:00
153,40,0,1,0,0,0,0,0,20006,1,2,9999,12,0,0,0,0,0,0,2021/11/19 12:00:00,2050/1/1 0:00:00
154,40,0,1,0,0,0,0,0,20007,1,1,9999,13,0,0,0,0,0,0,2021/12/08 12:00:00,2050/1/1 0:00:00
155,40,0,1,0,0,0,0,0,20008,1,2,9999,14,0,0,0,0,0,0,2021/12/08 12:00:00,2050/1/1 0:00:00
156,165,0,0,0,0,0,0,0,0,0,0,999999999,9,0,0,0,0,0,0,2026/03/29 22:00:00,2026/04/06 21:59:59
157,163,0,9,0,0,0,0,0,0,0,0,9999,129,0,0,0,0,0,0,2026/02/09 22:00:00,2026/02/17 21:59:59
159,166,0,0,0,0,0,0,0,0,0,0,999999,130,0,0,0,0,0,0,2026/04/16 22:00:00,2026/04/26 21:59:59
160,11,0,0,0,0,0,0,0,0,0,0,99999,131,0,0,0,160,59,10,2022/3/7 12:00:00,2050/1/1 0:00:00
161,11,0,0,0,0,0,0,0,0,0,0,99999,132,0,0,0,161,59,10,2022/3/7 12:00:00,2050/1/1 0:00:00
162,11,0,0,0,0,0,0,0,0,0,0,99999,133,1,0,0,162,59,20,2022/3/7 12:00:00,2050/1/1 0:00:00
163,11,0,0,0,0,0,0,0,0,0,0,99999,134,1,0,0,163,59,20,2022/3/7 12:00:00,2050/1/1 0:00:00
164,41,0,1,0,5002,0,0,0,0,0,0,9999,135,0,0,0,0,0,0,2026/03/12 22:00:00,2050/1/1 11:59:59
165,42,0,1,0,5502,0,0,0,0,0,0,9999,136,0,0,0,0,0,0,2026/03/12 22:00:00,2050/1/1 11:59:59
166,163,0,10,0,0,0,0,0,0,0,0,9999,137,0,0,0,0,0,0,2026/03/02 22:00:00,2026/03/10 21:59:59
167,163,0,11,0,0,0,0,0,0,0,0,9999,138,0,0,0,0,0,0,2026/03/26 22:00:00,2026/04/03 21:59:59
168,140,0,0,0,0,0,0,0,0,0,0,1,93,0,0,0,0,0,0,2026/03/26 22:00:00,2050/1/1 0:00:00
169,163,0,12,0,0,0,0,0,0,0,0,9999,139,0,0,0,0,0,0,2026/04/20 22:00:00,2026/04/27 21:59:59
170,168,0,0,0,0,0,0,0,0,0,0,1,140,0,0,0,0,0,0,2026/04/06 22:00:00,2050/1/1 11:59:59
171,163,0,13,0,0,0,0,0,0,0,0,9999,143,0,0,0,0,0,0,2026/05/10 22:00:00,2026/05/18 21:59:59
172,163,0,14,0,0,0,0,0,0,0,0,9999,144,0,0,0,0,0,0,2026/05/31 22:00:00,2026/06/08 21:59:59
173,163,0,15,0,0,0,0,0,0,0,0,9999,145,0,0,0,0,0,0,2026/06/21 22:00:00,2026/06/28 21:59:59
174,20,0,2,0,30,0,0,0,0,0,0,9999,400,0,0,0,0,0,0,2026/06/25 22:00:00,2050/1/1 0:00:00
180,163,0,16,0,0,0,0,0,0,0,0,9999,146,0,0,0,0,0,0,2026/07/12 22:00:00,2026/07/19 21:59:59
190,172,0,0,0,0,0,0,0,0,0,0,9999,161,0,0,0,0,0,0,2026/07/01 02:10:00,2050/1/1 0:00:00
1001,169,0,0,0,0,0,0,0,0,0,0,999999,141,0,0,0,0,0,0,2026/06/25 22:00:00,2026/07/06 21:59:59
2001,170,0,0,0,0,0,0,0,0,0,0,100,142,0,0,0,0,0,0,2026/06/25 22:00:00,2026/07/06 21:59:59
10001,20,0,2,0,30,0,0,0,0,0,0,9999,201,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10002,20,0,2,0,30,0,0,0,0,0,0,9999,202,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10003,20,0,2,0,30,0,0,0,0,0,0,9999,204,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10004,20,0,2,0,30,0,0,0,0,0,0,9999,205,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10005,20,0,2,0,30,0,0,0,0,0,0,9999,206,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10006,20,0,2,0,30,0,0,0,0,0,0,9999,207,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10007,20,0,2,0,30,0,0,0,0,0,0,9999,208,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10008,20,0,2,0,30,0,0,0,0,0,0,9999,209,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10009,20,0,2,0,30,0,0,0,0,0,0,9999,211,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10010,20,0,2,0,30,0,0,0,0,0,0,9999,212,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10011,20,0,2,0,30,0,0,0,0,0,0,9999,213,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10012,20,0,2,0,30,0,0,0,0,0,0,9999,215,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10013,20,0,2,0,30,0,0,0,0,0,0,9999,217,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10014,20,0,2,0,30,0,0,0,0,0,0,9999,219,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10015,20,0,2,0,30,0,0,0,0,0,0,9999,221,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10016,20,0,2,0,30,0,0,0,0,0,0,9999,222,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10017,20,0,2,0,30,0,0,0,0,0,0,9999,223,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10018,20,0,2,0,30,0,0,0,0,0,0,9999,224,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10019,20,0,2,0,30,0,0,0,0,0,0,9999,225,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10020,20,0,2,0,30,0,0,0,0,0,0,9999,227,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10021,20,0,2,0,30,0,0,0,0,0,0,9999,228,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10022,20,0,2,0,30,0,0,0,0,0,0,9999,229,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10023,20,0,2,0,30,0,0,0,0,0,0,9999,230,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10024,20,0,2,0,30,0,0,0,0,0,0,9999,231,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10025,20,0,2,0,30,0,0,0,0,0,0,9999,233,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10026,20,0,2,0,30,0,0,0,0,0,0,9999,234,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10027,20,0,2,0,30,0,0,0,0,0,0,9999,235,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10028,20,0,2,0,30,0,0,0,0,0,0,9999,236,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10029,20,0,2,0,30,0,0,0,0,0,0,9999,237,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10030,20,0,2,0,30,0,0,0,0,0,0,9999,239,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10031,20,0,2,0,30,0,0,0,0,0,0,9999,241,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10032,20,0,2,0,30,0,0,0,0,0,0,9999,243,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10033,20,0,2,0,30,0,0,0,0,0,0,9999,245,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10034,20,0,2,0,30,0,0,0,0,0,0,9999,246,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10035,20,0,2,0,30,0,0,0,0,0,0,9999,247,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10036,20,0,2,0,30,0,0,0,0,0,0,9999,248,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10037,20,0,2,0,30,0,0,0,0,0,0,9999,249,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10038,20,0,2,0,30,0,0,0,0,0,0,9999,250,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10039,20,0,2,0,30,0,0,0,0,0,0,9999,251,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10040,20,0,2,0,30,0,0,0,0,0,0,9999,252,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10041,20,0,2,0,30,0,0,0,0,0,0,9999,254,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10042,20,0,2,0,30,0,0,0,0,0,0,9999,256,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10043,20,0,2,0,30,0,0,0,0,0,0,9999,257,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10044,20,0,2,0,30,0,0,0,0,0,0,9999,260,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10045,20,0,2,0,30,0,0,0,0,0,0,9999,261,0,0,0,0,0,0,2026/03/05 22:00:00,2050/1/1 0:00:00
10046,20,0,2,0,30,0,0,0,0,0,0,9999,264,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10047,20,0,2,0,30,0,0,0,0,0,0,9999,267,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10048,20,0,2,0,30,0,0,0,0,0,0,9999,268,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10049,20,0,2,0,30,0,0,0,0,0,0,9999,269,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10050,20,0,2,0,30,0,0,0,0,0,0,9999,271,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10051,20,0,2,0,30,0,0,0,0,0,0,9999,272,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10052,20,0,2,0,30,0,0,0,0,0,0,9999,273,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10053,20,0,2,0,30,0,0,0,0,0,0,9999,274,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10054,20,0,2,0,30,0,0,0,0,0,0,9999,278,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10055,20,0,2,0,30,0,0,0,0,0,0,9999,279,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10056,20,0,2,0,30,0,0,0,0,0,0,9999,280,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10057,20,0,2,0,30,0,0,0,0,0,0,9999,283,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10058,20,0,2,0,30,0,0,0,0,0,0,9999,285,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10059,20,0,2,0,30,0,0,0,0,0,0,9999,288,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10060,20,0,2,0,30,0,0,0,0,0,0,9999,289,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10061,20,0,2,0,30,0,0,0,0,0,0,9999,291,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10062,20,0,2,0,30,0,0,0,0,0,0,9999,292,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10063,20,0,2,0,30,0,0,0,0,0,0,9999,293,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10064,20,0,2,0,30,0,0,0,0,0,0,9999,295,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10065,20,0,2,0,30,0,0,0,0,0,0,9999,297,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10066,20,0,2,0,30,0,0,0,0,0,0,9999,299,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10067,20,0,2,0,30,0,0,0,0,0,0,9999,308,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
10068,20,0,2,0,30,0,0,0,0,0,0,9999,309,0,0,0,0,0,0,2026/03/02 22:00:00,2050/1/1 0:00:00
