id,turn_set_id,turn,year,month,half,period,unique_command,training_set_id,outing_set_id,top_cloth_id,top_bg_id,bgm_cue_name,bgm_cuesheet_name,bgm_unique_cue_name,bgm_unique_cuesheet_name,env_cue_name,env_cuesheet_name,rest_type,health_room_type,race_entry_type,story_cloth_id,story_bg_id,story_bg_sub_id
14,1,14,1,7,2,0,0,1,1,0,0,snd_bgm_GM034_single,snd_bgm_GM034,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,3,9,120
15,1,15,1,8,1,0,0,1,1,0,0,snd_bgm_GM034_single,snd_bgm_GM034,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,3,9,120
16,1,16,1,8,2,0,0,1,1,0,0,snd_bgm_GM034_single,snd_bgm_GM034,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,3,9,120
17,1,17,1,9,1,0,0,1,1,0,0,snd_bgm_GM034_single,snd_bgm_GM034,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,3,9,120
18,1,18,1,9,2,0,0,1,1,0,0,snd_bgm_GM034_single,snd_bgm_GM034,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,3,9,120
19,1,19,1,10,1,0,0,1,1,0,0,snd_bgm_GM034_single,snd_bgm_GM034,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
20,1,20,1,10,2,0,0,1,1,0,0,snd_bgm_GM034_single,snd_bgm_GM034,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
21,1,21,1,11,1,0,0,1,1,0,0,snd_bgm_GM034_single,snd_bgm_GM034,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
22,1,22,1,11,2,0,0,1,1,0,0,snd_bgm_GM034_single,snd_bgm_GM034,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
23,1,23,1,12,1,0,0,1,1,0,0,snd_bgm_GM034_single,snd_bgm_GM034,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
24,1,24,1,12,2,0,0,1,1,0,0,snd_bgm_GM034_single,snd_bgm_GM034,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
25,1,25,2,1,1,0,0,1,1,0,0,snd_bgm_GM034_single,snd_bgm_GM034,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
26,1,26,2,1,2,0,0,1,1,0,0,snd_bgm_GM034_single,snd_bgm_GM034,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
27,1,27,2,2,1,0,0,1,1,0,0,snd_bgm_GM034_single,snd_bgm_GM034,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
28,1,28,2,2,2,0,0,1,1,0,0,snd_bgm_GM034_single,snd_bgm_GM034,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
29,1,29,2,3,1,0,0,1,1,0,0,snd_bgm_GM034_single,snd_bgm_GM034,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
30,1,30,2,3,2,0,0,1,1,0,0,snd_bgm_GM034_single,snd_bgm_GM034,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
31,1,31,2,4,1,0,0,1,1,0,0,snd_bgm_GM034_single,snd_bgm_GM034,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
32,1,32,2,4,2,0,0,1,1,0,0,snd_bgm_GM034_single,snd_bgm_GM034,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
33,1,33,2,5,1,0,0,1,1,0,0,snd_bgm_GM034_single,snd_bgm_GM034,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
34,1,34,2,5,2,0,0,1,1,0,0,snd_bgm_GM034_single,snd_bgm_GM034,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
35,1,35,2,6,1,0,0,1,1,0,0,snd_bgm_GM034_single,snd_bgm_GM034,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,3,9,120
36,1,36,2,6,2,0,0,1,1,0,0,snd_bgm_GM034_single,snd_bgm_GM034,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,3,9,120
37,1,37,2,7,1,2,0,2,2,4,13,snd_bgm_DM018A_sys,snd_bgm_DM018,snd_bgm_DM018A_sys,snd_bgm_DM018,snd_sfx_atmos_05,snd_sfx_training_000,0,0,1,4,42,2121
38,1,38,2,7,2,2,0,2,2,4,13,snd_bgm_DM018A_sys,snd_bgm_DM018,snd_bgm_DM018A_sys,snd_bgm_DM018,snd_sfx_atmos_05,snd_sfx_training_000,0,0,1,4,42,2121
39,1,39,2,8,1,2,0,2,2,4,13,snd_bgm_DM018A_sys,snd_bgm_DM018,snd_bgm_DM018A_sys,snd_bgm_DM018,snd_sfx_atmos_05,snd_sfx_training_000,0,0,1,4,42,2121
40,1,40,2,8,2,2,0,2,2,4,13,snd_bgm_DM018A_sys,snd_bgm_DM018,snd_bgm_DM018A_sys,snd_bgm_DM018,snd_sfx_atmos_05,snd_sfx_training_000,0,0,1,4,42,2121
41,1,41,2,9,1,0,0,1,1,0,0,snd_bgm_GM034_single,snd_bgm_GM034,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,3,9,120
42,1,42,2,9,2,0,0,1,1,0,0,snd_bgm_GM034_single,snd_bgm_GM034,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,3,9,120
43,1,43,2,10,1,0,0,1,1,0,0,snd_bgm_GM034_single,snd_bgm_GM034,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
44,1,44,2,10,2,0,0,1,1,0,0,snd_bgm_GM034_single,snd_bgm_GM034,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
45,1,45,2,11,1,0,0,1,1,0,0,snd_bgm_GM034_single,snd_bgm_GM034,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
46,1,46,2,11,2,0,0,1,1,0,0,snd_bgm_GM034_single,snd_bgm_GM034,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
47,1,47,2,12,1,0,0,1,1,0,0,snd_bgm_GM034_single,snd_bgm_GM034,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
48,1,48,2,12,2,0,0,1,1,0,0,snd_bgm_GM034_single,snd_bgm_GM034,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
49,1,49,3,1,1,0,0,1,1,0,0,snd_bgm_GM035_single,snd_bgm_GM035,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
50,1,50,3,1,2,0,0,1,1,0,0,snd_bgm_GM035_single,snd_bgm_GM035,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
51,1,51,3,2,1,0,0,1,1,0,0,snd_bgm_GM035_single,snd_bgm_GM035,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
52,1,52,3,2,2,0,0,1,1,0,0,snd_bgm_GM035_single,snd_bgm_GM035,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
53,1,53,3,3,1,0,0,1,1,0,0,snd_bgm_GM035_single,snd_bgm_GM035,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
54,1,54,3,3,2,0,0,1,1,0,0,snd_bgm_GM035_single,snd_bgm_GM035,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
55,1,55,3,4,1,0,0,1,1,0,0,snd_bgm_GM035_single,snd_bgm_GM035,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
56,1,56,3,4,2,0,0,1,1,0,0,snd_bgm_GM035_single,snd_bgm_GM035,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
57,1,57,3,5,1,0,0,1,1,0,0,snd_bgm_GM035_single,snd_bgm_GM035,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
58,1,58,3,5,2,0,0,1,1,0,0,snd_bgm_GM035_single,snd_bgm_GM035,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
59,1,59,3,6,1,0,0,1,1,0,0,snd_bgm_GM035_single,snd_bgm_GM035,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,3,9,120
60,1,60,3,6,2,0,0,1,1,0,0,snd_bgm_GM035_single,snd_bgm_GM035,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,3,9,120
61,1,61,3,7,1,2,0,2,2,4,13,snd_bgm_DM018A_sys,snd_bgm_DM018,snd_bgm_DM018A_sys,snd_bgm_DM018,snd_sfx_atmos_05,snd_sfx_training_000,0,0,1,4,42,2121
62,1,62,3,7,2,2,0,2,2,4,13,snd_bgm_DM018A_sys,snd_bgm_DM018,snd_bgm_DM018A_sys,snd_bgm_DM018,snd_sfx_atmos_05,snd_sfx_training_000,0,0,1,4,42,2121
63,1,63,3,8,1,2,0,2,2,4,13,snd_bgm_DM018A_sys,snd_bgm_DM018,snd_bgm_DM018A_sys,snd_bgm_DM018,snd_sfx_atmos_05,snd_sfx_training_000,0,0,1,4,42,2121
64,1,64,3,8,2,2,0,2,2,4,13,snd_bgm_DM018A_sys,snd_bgm_DM018,snd_bgm_DM018A_sys,snd_bgm_DM018,snd_sfx_atmos_05,snd_sfx_training_000,0,0,1,4,42,2121
65,1,65,3,9,1,0,0,1,1,0,0,snd_bgm_GM035_single,snd_bgm_GM035,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,3,9,120
66,1,66,3,9,2,0,0,1,1,0,0,snd_bgm_GM035_single,snd_bgm_GM035,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,3,9,120
67,1,67,3,10,1,0,0,1,1,0,0,snd_bgm_GM035_single,snd_bgm_GM035,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
68,1,68,3,10,2,0,0,1,1,0,0,snd_bgm_GM035_single,snd_bgm_GM035,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
69,1,69,3,11,1,0,0,1,1,0,0,snd_bgm_GM035_single,snd_bgm_GM035,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
70,1,70,3,11,2,0,0,1,1,0,0,snd_bgm_GM035_single,snd_bgm_GM035,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
71,1,71,3,12,1,0,0,1,1,0,0,snd_bgm_GM035_single,snd_bgm_GM035,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
72,1,72,3,12,2,0,0,1,1,0,0,snd_bgm_GM035_single,snd_bgm_GM035,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
73,1,73,4,1,1,3,0,1,1,0,0,snd_bgm_GM035_single,snd_bgm_GM035,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,0,6,9,120
74,1,74,4,1,2,3,0,1,1,0,0,snd_bgm_GM035_single,snd_bgm_GM035,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
75,1,75,4,1,2,3,0,1,1,0,0,snd_bgm_GM035_single,snd_bgm_GM035,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,0,6,9,120
76,1,76,4,1,2,3,0,1,1,0,0,snd_bgm_GM035_single,snd_bgm_GM035,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
77,1,77,4,1,2,3,0,1,1,0,0,snd_bgm_GM035_single,snd_bgm_GM035,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,0,6,9,120
78,1,78,4,1,2,3,0,1,1,0,0,snd_bgm_GM035_single,snd_bgm_GM035,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,6,9,120
79,2,1,1,4,1,1,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,0,0,9,120
80,2,2,1,4,1,1,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,0,0,9,120
81,2,3,1,4,2,1,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,0,0,9,120
82,2,4,1,4,2,1,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,0,0,9,120
83,2,5,1,5,1,1,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,0,0,9,120
84,2,6,1,5,1,1,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,0,0,9,120
85,2,7,1,5,2,1,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,0,0,9,120
86,2,8,1,5,2,1,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,0,0,9,120
87,2,9,1,6,1,1,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,0,0,9,120
88,2,10,1,6,1,1,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,0,0,9,120
89,2,11,1,6,2,1,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,0,0,9,120
90,2,12,1,6,2,1,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
91,2,13,1,7,1,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
92,2,14,1,7,2,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
93,2,15,1,8,1,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
94,2,16,1,8,2,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
95,2,17,1,9,1,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
96,2,18,1,9,2,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
97,2,19,1,10,1,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
98,2,20,1,10,2,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
99,2,21,1,11,1,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
100,2,22,1,11,2,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
101,2,23,1,12,1,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
102,2,24,1,12,2,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
103,2,25,2,1,1,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
104,2,26,2,1,2,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
105,2,27,2,2,1,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
106,2,28,2,2,2,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
107,2,29,2,3,1,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
108,2,30,2,3,2,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
109,2,31,2,4,1,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
110,2,32,2,4,2,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
111,2,33,2,5,1,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
112,2,34,2,5,2,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
113,2,35,2,6,1,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
114,2,36,2,6,2,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
115,2,37,2,7,1,2,0,2,2,4,13,snd_bgm_DM018A_sys,snd_bgm_DM018,snd_bgm_DM018A_sys,snd_bgm_DM018,snd_sfx_atmos_05,snd_sfx_training_000,0,0,1,4,42,2121
116,2,38,2,7,2,2,0,2,2,4,13,snd_bgm_DM018A_sys,snd_bgm_DM018,snd_bgm_DM018A_sys,snd_bgm_DM018,snd_sfx_atmos_05,snd_sfx_training_000,0,0,1,4,42,2121
117,2,39,2,8,1,2,0,2,2,4,13,snd_bgm_DM018A_sys,snd_bgm_DM018,snd_bgm_DM018A_sys,snd_bgm_DM018,snd_sfx_atmos_05,snd_sfx_training_000,0,0,1,4,42,2121
118,2,40,2,8,2,2,0,2,2,4,13,snd_bgm_DM018A_sys,snd_bgm_DM018,snd_bgm_DM018A_sys,snd_bgm_DM018,snd_sfx_atmos_05,snd_sfx_training_000,0,0,1,4,42,2121
119,2,41,2,9,1,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
120,2,42,2,9,2,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
121,2,43,2,10,1,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
122,2,44,2,10,2,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
123,2,45,2,11,1,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
124,2,46,2,11,2,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
125,2,47,2,12,1,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
126,2,48,2,12,2,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
127,2,49,3,1,1,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
128,2,50,3,1,2,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
129,2,51,3,2,1,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
130,2,52,3,2,2,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
131,2,53,3,3,1,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
132,2,54,3,3,2,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
133,2,55,3,4,1,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
134,2,56,3,4,2,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
135,2,57,3,5,1,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
136,2,58,3,5,2,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
137,2,59,3,6,1,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
138,2,60,3,6,2,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
139,2,61,3,7,1,2,0,2,2,4,13,snd_bgm_DM018A_sys,snd_bgm_DM018,snd_bgm_DM018A_sys,snd_bgm_DM018,snd_sfx_atmos_05,snd_sfx_training_000,0,0,1,4,42,2121
140,2,62,3,7,2,2,0,2,2,4,13,snd_bgm_DM018A_sys,snd_bgm_DM018,snd_bgm_DM018A_sys,snd_bgm_DM018,snd_sfx_atmos_05,snd_sfx_training_000,0,0,1,4,42,2121
141,2,63,3,8,1,2,0,2,2,4,13,snd_bgm_DM018A_sys,snd_bgm_DM018,snd_bgm_DM018A_sys,snd_bgm_DM018,snd_sfx_atmos_05,snd_sfx_training_000,0,0,1,4,42,2121
142,2,64,3,8,2,2,0,2,2,4,13,snd_bgm_DM018A_sys,snd_bgm_DM018,snd_bgm_DM018A_sys,snd_bgm_DM018,snd_sfx_atmos_05,snd_sfx_training_000,0,0,1,4,42,2121
143,2,65,3,9,1,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
144,2,66,3,9,2,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
145,2,67,3,10,1,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
146,2,68,3,10,2,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
147,2,69,3,11,1,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
148,2,70,3,11,2,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
149,2,71,3,12,1,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
150,2,72,3,12,2,0,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
151,2,73,4,1,1,3,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,0,0,9,120
152,2,74,4,1,2,3,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
153,2,75,4,1,2,3,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,0,0,9,120
154,2,76,4,1,2,3,0,1,1,0,0,snd_bgm_GM123_single,snd_bgm_GM123,,,snd_sfx_atmos_01,snd_sfx_training_000,1,1,1,0,9,120
