campaign_id,target_type,target_id,effect_type_1,effect_value_1,open_flag_id,user_show,disp_order,image_icon_id,transition_type,image_change,logo_type,start_time,end_time
101,4,0,0,0,0,0,701,0,0,0,1,1762207200,1765378799
102,4,0,0,0,0,0,702,0,0,0,1,1762466400,1765378799
103,1,0,9,2,0,1,0,10,10001,0,0,1768921200,1769093999
104,5,0,0,0,0,0,0,0,0,0,0,1769119200,1769896799
105,4,0,0,0,0,0,705,0,0,0,1,1763589600,1764169199
106,4,0,0,0,0,0,706,0,0,0,1,1764626400,1765205999
107,4,0,0,0,0,0,707,0,0,0,1,1764860400,1765465199
108,4,0,0,0,0,0,708,0,0,0,1,1765465200,1766069999
109,4,0,0,0,0,0,709,0,0,0,1,1766095200,1766674799
110,4,0,0,0,0,0,710,0,0,0,1,1766415600,1767020399
111,4,0,0,0,0,0,711,0,0,0,1,1766934000,1767538799
112,4,0,0,0,0,0,712,0,0,0,1,1767538800,1768143599
113,4,0,0,0,0,0,713,0,0,0,1,1767884400,1768489199
114,4,0,0,0,0,0,714,0,0,0,1,1768489200,1769093999
115,4,0,0,0,0,0,715,0,0,0,1,1769094000,1769698799
116,4,0,0,0,0,0,716,0,0,0,1,1769698800,1769871599
117,2,0,2,3,0,1,0,2,20003,0,0,1764860400,1765724399
118,2,0,2,3,0,1,0,2,20003,0,0,1766934000,1767797999
119,2,0,2,3,0,1,0,2,20003,0,0,1768834800,1769698799
120,6,0,0,0,0,0,503,0,0,0,1,1765231200,2539400399
121,1,0,9,3,0,1,0,10,10001,0,0,1769526000,1769698799
122,1,0,9,4,0,1,0,10,10001,0,0,1769698800,1769871599
123,1,0,7,1,0,1,0,9,10001,0,0,1769551200,1770845399
124,1,0,4,15,0,1,0,5,10001,0,0,1769551200,1770328799
125,7,0,8,0,0,1,0,8,20001,0,0,1770562800,1771945199
126,2,0,2,3,0,1,0,2,20003,0,0,1770562800,1771945199
128,5,0,0,0,0,0,0,0,0,0,0,1769724000,1770674399
129,5,0,0,0,0,0,0,0,0,0,0,1770847200,1771538399
130,1,0,1,200,0,1,0,1,10001,0,0,1772488800,1776203999
131,2,0,2,3,0,1,0,2,20003,0,0,1772463600,1776178799
132,1,0,4,15,0,1,0,5,10001,0,0,1772488800,1776203999
133,1,0,9,5,0,1,0,10,10001,0,0,1772982000,1773154799
134,4,0,0,0,0,0,705,0,0,0,1,1772575200,1773154799
135,5,0,0,0,0,0,0,0,0,0,0,1771452000,1772402399
136,5,0,0,0,0,0,0,0,0,0,0,1771452000,1772402399
137,4,0,0,0,0,0,717,0,0,1,1,1772488800,1776265199
138,4,0,0,0,0,0,718,0,0,0,1,1773352800,1776265199
139,4,0,0,0,0,0,719,0,0,0,1,1774303200,1776265199
140,5,0,0,0,0,0,0,0,0,0,0,1772056800,1772747999
141,6,0,0,0,0,0,720,0,0,0,1,1774562400,2556075599
142,5,0,0,0,0,0,0,0,0,0,0,1772748000,1773439199
143,5,0,0,0,0,0,0,0,0,0,0,1773352800,1774303199
144,5,0,0,0,0,0,0,0,0,0,0,1773352800,1774303199
145,5,0,0,0,0,0,0,0,0,0,0,1774216800,1775167199
146,4,0,0,0,0,0,721,0,0,0,1,1774537200,1775141999
147,4,0,0,0,0,0,722,0,0,0,1,1774969200,1775573999
148,4,0,0,0,0,0,723,0,0,0,1,1775574000,1776178799
149,4,0,0,0,0,0,724,0,0,0,1,1776178800,1776783599
150,1,0,9,6,0,1,0,10,10001,0,0,1774969200,1775141999
151,1,0,9,7,0,1,0,10,10001,0,0,1775401200,1775573999
152,1,0,9,8,0,1,0,10,10001,0,0,1776006000,1776178799
153,1,0,9,9,0,1,0,10,10001,0,0,1776610800,1776783599
154,5,0,0,0,0,0,0,0,0,0,0,1774562400,1775512799
155,4,0,0,0,0,0,725,0,0,0,1,1776808800,1777388399
156,4,0,0,0,0,0,726,0,0,0,1,1777215600,1777820399
157,4,0,0,0,0,0,727,0,0,0,1,1777561200,1778165999
158,4,0,0,0,0,0,728,0,0,0,1,1778079600,1778684399
159,4,0,0,0,0,0,729,0,0,0,1,1778684400,1779289199
160,4,0,0,0,0,0,730,0,0,0,1,1779289200,1779893999
161,4,0,0,0,0,0,731,0,0,0,1,1779894000,1780498799
162,5,0,0,0,0,0,0,0,0,0,0,1775426400,1776549599
163,5,0,0,0,0,0,0,0,0,0,0,1775426400,1776549599
165,1,0,9,10,0,1,0,10,10001,0,0,1777215600,1777388399
166,1,0,9,11,0,1,0,10,10001,0,0,1777647600,1777820399
167,1,0,9,12,0,1,0,10,10001,0,0,1777993200,1778165999
168,1,0,9,13,0,1,0,10,10001,0,0,1778511600,1778684399
169,1,0,9,14,0,1,0,10,10001,0,0,1779116400,1779289199
170,1,0,9,15,0,1,0,10,10001,0,0,1779721200,1779893999
171,1,0,9,16,0,1,0,10,10001,0,0,1780326000,1780498799
172,5,0,0,0,0,0,0,0,0,0,0,1776031200,1776722399
173,5,0,0,0,0,0,0,0,0,0,0,1776722400,1777499999
174,5,0,0,0,0,0,0,0,0,0,0,1777240800,1778277599
175,5,0,0,0,0,0,0,0,0,0,0,1777240800,1778277599
176,2,0,2,3,0,1,0,2,20003,0,0,1777215600,1778857199
177,7,0,8,0,0,1,0,8,20001,1,0,1777240800,1778943599
180,4,0,0,0,0,0,732,0,0,0,1,1781042400,1781621999
181,1,0,9,17,0,1,0,10,10001,0,0,1781449200,1781621999
182,5,0,0,0,0,0,0,0,0,0,0,1777586400,1778450399
183,4,0,0,0,0,0,733,0,0,0,1,1781622000,1782226799
184,1,0,9,18,0,1,0,10,10001,0,0,1782054000,1782226799
185,5,0,0,0,0,0,0,0,0,0,0,1778450400,1779314399
186,5,0,0,0,0,0,0,0,0,0,0,1779141600,1780091999
187,5,0,0,0,0,0,0,0,0,0,0,1779141600,1780091999
188,2,0,2,3,0,1,0,2,20003,0,0,1780239600,1781449199
189,5,0,0,0,0,0,0,0,0,0,0,1780005600,1780869599
190,5,0,0,0,0,0,0,0,0,0,0,1780610400,1781474399
191,1,0,12,2,0,1,0,12,10001,0,0,1781535600,1783263599
192,5,0,0,0,0,0,0,0,0,0,0,1781215200,1782165599
193,5,0,0,0,0,0,0,0,0,0,0,1781215200,1782165599
210,2,0,2,3,0,1,0,2,20003,0,0,1782399600,1783177199
211,5,0,0,0,0,0,0,0,0,0,0,1781820000,1782597599
212,5,0,0,0,0,0,0,0,0,0,0,1782424800,1783202399
213,5,0,0,0,0,0,0,0,0,0,0,1782424800,1783202399
214,8,0,0,0,0,0,0,0,0,0,0,1772488800,1773068399
220,5,0,0,0,0,0,0,0,0,0,0,1783029600,1784066399
221,5,0,0,0,0,0,0,0,0,0,0,1783461600,1784239199
314,1,0,11,150,0,1,0,11,10001,0,0,1774216800,1774882799
315,7,0,11,150,0,1,0,11,20001,0,0,1774216800,1774882799
