id,race_type,race_instance_id,grade,single_mode_route_race_id,single_mode_program_id,difficulty,condition_type,paddock_bgm_cue_name,paddock_bgm_cuesheet_name,entrytable_bgm_cue_name,entrytable_bgm_cuesheet_name,first_bgm_pattern,second_bgm_pattern,result_cutin_bgm_cue_name_1,result_cutin_bgm_cuesheet_name_1,result_cutin_bgm_cue_name_2,result_cutin_bgm_cuesheet_name_2,result_cutin_bgm_cue_name_3,result_cutin_bgm_cuesheet_name_3,result_list_bgm_cue_name_1,result_list_bgm_cuesheet_name_1,result_list_bgm_cue_name_2,result_list_bgm_cuesheet_name_2,result_list_bgm_cue_name_3,result_list_bgm_cuesheet_name_3
36,6,-1,-1,-1,2224,-1,-1,snd_bgm_GM022_paddock_02,snd_bgm_GM022,snd_bgm_DM022_entrytable,snd_bgm_DM022,1,2,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
37,6,-1,-1,-1,2225,-1,-1,snd_bgm_GM022_paddock_02,snd_bgm_GM022,snd_bgm_DM022_entrytable,snd_bgm_DM022,1,2,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
38,6,-1,-1,-1,2226,-1,-1,snd_bgm_GM022_paddock_02,snd_bgm_GM022,snd_bgm_DM022_entrytable,snd_bgm_DM022,1,2,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
39,6,-1,-1,-1,2227,-1,-1,snd_bgm_GM022_paddock_02,snd_bgm_GM022,snd_bgm_DM022_entrytable,snd_bgm_DM022,1,2,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
40,6,-1,-1,-1,2228,-1,-1,snd_bgm_GM022_paddock_02,snd_bgm_GM022,snd_bgm_DM022_entrytable,snd_bgm_DM022,1,2,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
41,6,-1,-1,-1,2229,-1,-1,snd_bgm_GM022_paddock_02,snd_bgm_GM022,snd_bgm_DM022_entrytable,snd_bgm_DM022,1,2,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
42,6,-1,-1,-1,2230,-1,-1,snd_bgm_GM022_paddock_02,snd_bgm_GM022,snd_bgm_DM022_entrytable,snd_bgm_DM022,1,2,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
43,6,-1,-1,-1,2231,-1,-1,snd_bgm_GM022_paddock_02,snd_bgm_GM022,snd_bgm_DM022_entrytable,snd_bgm_DM022,1,2,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
44,6,-1,-1,-1,2232,-1,-1,snd_bgm_GM022_paddock_02,snd_bgm_GM022,snd_bgm_DM022_entrytable,snd_bgm_DM022,1,2,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
45,6,-1,-1,-1,2233,-1,-1,snd_bgm_GM022_paddock_02,snd_bgm_GM022,snd_bgm_DM022_entrytable,snd_bgm_DM022,1,2,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
46,6,-1,-1,-1,2234,-1,-1,snd_bgm_GM022_paddock_02,snd_bgm_GM022,snd_bgm_DM022_entrytable,snd_bgm_DM022,1,2,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
47,6,-1,-1,-1,2235,-1,-1,snd_bgm_GM022_paddock_02,snd_bgm_GM022,snd_bgm_DM022_entrytable,snd_bgm_DM022,1,2,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
48,6,-1,-1,-1,2236,-1,-1,snd_bgm_GM022_paddock_02,snd_bgm_GM022,snd_bgm_DM022_entrytable,snd_bgm_DM022,1,2,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
49,6,-1,-1,-1,2237,-1,-1,snd_bgm_GM022_paddock_02,snd_bgm_GM022,snd_bgm_DM022_entrytable,snd_bgm_DM022,1,2,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
50,6,-1,-1,-1,2238,-1,-1,snd_bgm_GM022_paddock_02,snd_bgm_GM022,snd_bgm_DM022_entrytable,snd_bgm_DM022,1,2,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
51,6,-1,-1,-1,2239,-1,-1,snd_bgm_GM022_paddock_02,snd_bgm_GM022,snd_bgm_DM022_entrytable,snd_bgm_DM022,1,2,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
52,6,-1,-1,-1,2240,-1,-1,snd_bgm_GM022_paddock_02,snd_bgm_GM022,snd_bgm_DM022_entrytable,snd_bgm_DM022,1,2,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
53,6,-1,-1,-1,2241,-1,-1,snd_bgm_GM022_paddock_02,snd_bgm_GM022,snd_bgm_DM022_entrytable,snd_bgm_DM022,1,2,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
54,6,-1,-1,-1,2301,-1,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
55,6,-1,-1,-1,2302,-1,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
56,6,-1,-1,-1,2303,-1,-1,snd_bgm_GM174_paddock_01,snd_bgm_GM174,snd_bgm_GM112_Lp01_entrytable_01,snd_bgm_GM112_Lp01,28,30,snd_bgm_GM004_jingle,snd_bgm_GM004,snd_bgm_GM037_jingle_short,snd_bgm_GM037,snd_bgm_GM036_jingle,snd_bgm_GM036,snd_bgm_GM004_loop,snd_bgm_GM004,snd_bgm_GM037_loop,snd_bgm_GM037,snd_bgm_GM036_loop,snd_bgm_GM036
