music_id,sort,condition_type,is_hidden,version_type,request_type,lamp_color,lamp_animation,name_texture_length,song_type,bgm_cue_name_short,bgm_cuesheet_name_short,bgm_cue_name_gamesize,bgm_cuesheet_name_gamesize,short_length,alter_jacket,start_date,end_date
1044,1100,0,0,1,0,5,1,641,1,snd_bgm_CS1044_Short,snd_bgm_CS1044_Short,snd_bgm_CS1044_GameSize,snd_bgm_CS1044_GameSize,39000,0,1775858400,4102444799
1048,102,1,0,1,0,1,1,244,3,snd_bgm_CS1048_Short,snd_bgm_CS1048_Short,snd_bgm_CS1048_GameSize,snd_bgm_CS1048_GameSize,45700,0,1774303200,4102444799
1049,1900,1,1,2,1,5,1,559,5,snd_bgm_CS1049_Short,snd_bgm_CS1049_Short,snd_bgm_CS1049_GameSize,snd_bgm_CS1049_GameSize,27000,0,1527865201,4102444799
1050,402,1,0,1,0,1,1,363,1,snd_bgm_CS1050_Short,snd_bgm_CS1050_Short,snd_bgm_CS1050_GameSize,snd_bgm_CS1050_GameSize,23900,0,1774303200,4102444799
1055,1901,0,0,2,0,5,1,491,5,snd_bgm_CS1055_Short,snd_bgm_CS1055_Short,snd_bgm_CS1055_GameSize,snd_bgm_CS1055_GameSize,27000,0,1777240800,4102444799
1056,1101,0,0,1,0,4,2,339,6,snd_bgm_CS1056_Short,snd_bgm_CS1056_Short,snd_bgm_CS1056_GameSize,snd_bgm_CS1056_GameSize,29000,0,1775516400,4102444799
8501,2001,0,0,3,2,2,1,235,2,,,snd_bgm_CS8501_GameSize,snd_bgm_CS8501_GameSize,27000,0,1782424800,4102444799
8502,2002,0,0,3,2,3,1,419,2,,,snd_bgm_CS8502_GameSize,snd_bgm_CS8502_GameSize,27000,0,1782424800,4102444799
8503,2003,0,0,3,2,1,1,308,4,,,snd_bgm_CS8503_GameSize,snd_bgm_CS8503_GameSize,27000,0,1782424800,4102444799
8504,2004,0,0,3,2,2,2,256,6,,,snd_bgm_CS8504_GameSize,snd_bgm_CS8504_GameSize,27000,0,1782424800,4102444799
8505,2005,0,0,3,2,3,2,391,1,,,snd_bgm_CS8505_GameSize,snd_bgm_CS8505_GameSize,27000,0,1782424800,4102444799
