character_id,voice_id,text,cue_sheet,cue_id,motion_set,scene,use_gallery,card_id,lip_sync_data,gender,motion_second_set,motion_second_start,start_date
1001,10026,"Suzuka said she likes my outfit... Hehe, do you think she'd like if I got a matching one for her too?",snd_voi_home_100100,26,1001002,1,1,0,snd_voi_home_100100_0026,0,0,0,1614124800
1001,10027,"Hey, do you have any special places you like to go? We should go somewhere for a change of pace!",snd_voi_home_100100,27,1001007,1,1,0,snd_voi_home_100100_0027,0,0,0,1614124800
1001,20000,Phew... My body feels a little heavy.,snd_voi_training_100100,0,1001809,2,1,0,snd_voi_training_100100_0000,0,0,0,1614124800
1001,20001,"Trainer! I'm sorry, but would it be okay for me to rest for a bit?",snd_voi_training_100100,1,1001811,2,1,0,snd_voi_training_100100_0001,0,0,0,1614124800
1001,20002,Oooh! I feel like I can do anything right now!,snd_voi_training_100100,2,1001017,2,1,0,snd_voi_training_100100_0002,0,0,0,1614124800
1001,20003,I wanna run so bad that I can't sit still!,snd_voi_training_100100,3,1001002,2,1,0,snd_voi_training_100100_0003,0,0,0,1614124800
1001,20004,I think I'm feeling good!,snd_voi_training_100100,4,2009,2,1,0,snd_voi_training_100100_0004,0,0,0,1614124800
1001,20005,Trainer! What should we do next?!,snd_voi_training_100100,5,9,2,1,0,snd_voi_training_100100_0005,0,0,0,1614124800
1001,20006,"All righty, I'm gonna train like there's no tomorrow!",snd_voi_training_100100,6,1001017,2,1,0,snd_voi_training_100100_0006,0,0,0,1614124800
1001,20007,What's on the program for today?,snd_voi_training_100100,7,1,2,1,0,snd_voi_training_100100_0007,0,0,0,1614124800
1001,20008,Hmm... I'm feeling a little out of it.,snd_voi_training_100100,8,1001811,2,1,0,snd_voi_training_100100_0008,0,0,0,1614124800
1001,20009,"<i>Sigh...</i> Oh, sorry. I'm kinda low on energy...",snd_voi_training_100100,9,1001812,2,1,0,snd_voi_training_100100_0009,0,0,0,1614124800
1001,20010,"Ack, my body feels so weak...",snd_voi_training_100100,10,8007,2,1,0,snd_voi_training_100100_0010,0,0,0,1614124800
1001,20011,I've only got bad thoughts on my mind... <i>Siiiiigh...</i>,snd_voi_training_100100,11,1001809,2,1,0,snd_voi_training_100100_0011,0,0,0,1614124800
1001,20021,"Oh, I'm running in another race? I've done a few in a row now... But that's okay! I'll do my best!",snd_voi_training_100100,12,7,2,1,0,snd_voi_training_100100_0012,0,0,0,1614124800
1001,20022,U-um... Could I rest this time instead of racing?,snd_voi_training_100100,13,5007,2,1,0,snd_voi_training_100100_0013,0,0,0,1614124800
1001,20023,I'm really itching to race! I just know I can give it my all right now!,snd_voi_training_100100,14,1001002,2,1,0,snd_voi_training_100100_0014,0,0,0,1614124800
1001,20024,I'm perfectly prepared! All that's left is to win the race!,snd_voi_training_100100,15,2009,2,1,0,snd_voi_training_100100_0015,0,0,0,1614124800
1001,20025,I'm gonna run as fast as I can toward my dream to be the best in Japan!,snd_voi_training_100100,16,1001017,2,1,0,snd_voi_training_100100_0016,0,0,0,1614124800
1001,20026,"Yeah, I feel pretty good! I'm gonna do my best to reach my goals!",snd_voi_training_100100,17,2,2,1,0,snd_voi_training_100100_0017,0,0,0,1614124800
1001,20027,"Hehe, my body feels so light! I think I can give more effort than usual!",snd_voi_training_100100,18,1001007,2,1,0,snd_voi_training_100100_0018,0,0,0,1614124800
1001,20028,"This is an important race, and I feel ready to take it on!",snd_voi_training_100100,19,9,2,1,0,snd_voi_training_100100_0019,0,0,0,1614124800
1001,20029,It's finally race time. I'll aim for first the best I can!,snd_voi_training_100100,20,2009,2,1,0,snd_voi_training_100100_0020,0,0,0,1614124800
1001,20030,I'm gonna stay calm and do my best to draw out my strength like always!,snd_voi_training_100100,21,1001001,2,1,0,snd_voi_training_100100_0021,0,0,0,1614124800
1001,20031,"I-I'm starting to get nervous... Deep breaths, deep breaths!",snd_voi_training_100100,22,1001811,2,1,0,snd_voi_training_100100_0022,0,0,0,1614124800
1001,20032,"It's okay! I'm fine! I-in any case, I'll just run my heart out!",snd_voi_training_100100,23,1001812,2,1,0,snd_voi_training_100100_0023,0,0,0,1614124800
1001,20033,I'm not fired up enough! Could you slap me on the back?!,snd_voi_training_100100,24,7,2,1,0,snd_voi_training_100100_0024,0,0,0,1614124800
1001,20034,I don't have time to be worrying right now. I've gotta do my best!,snd_voi_training_100100,25,3,2,1,0,snd_voi_training_100100_0025,0,0,0,1614124800
1001,20035,Everyone looks so strong... But I'll do what I can!,snd_voi_training_100100,26,5005,2,1,0,snd_voi_training_100100_0026,0,0,0,1614124800
1001,20036,"I wish I'd prepared better. A-anyway, off I go!",snd_voi_training_100100,27,7,2,1,0,snd_voi_training_100100_0027,0,0,0,1614124800
1001,20037,I don't know if I can win... No! I can't start doubting myself!,snd_voi_training_100100,28,1001809,2,1,0,snd_voi_training_100100_0028,0,0,0,1614124800
1001,20038,Time to get started!,snd_voi_training_100100,29,0,2,1,0,snd_voi_training_100100_0029,0,0,0,1614124800
1001,20039,I'll do my best!,snd_voi_training_100100,30,0,2,1,0,snd_voi_training_100100_0030,0,0,0,1614124800
1001,20040,Here I go!,snd_voi_training_100100,31,0,2,1,0,snd_voi_training_100100_0031,0,0,0,1614124800
1001,20041,"Focus, focus!",snd_voi_training_100100,32,0,2,1,0,snd_voi_training_100100_0032,0,0,0,1614124800
1001,20042,Huh?,snd_voi_training_100100,33,0,2,1,0,snd_voi_training_100100_0033,0,0,0,1614124800
1001,20043,Oh no...,snd_voi_training_100100,34,0,2,1,0,snd_voi_training_100100_0034,0,0,0,1614124800
1001,20046,I'm looking forward to this!,snd_voi_training_100100,37,0,2,1,0,snd_voi_training_100100_0037,0,0,0,1614124800
1001,20047,The sea!,snd_voi_training_100100,38,0,2,1,0,snd_voi_training_100100_0038,0,0,0,1614124800
1001,20049,"I've managed to grow and improve thanks to you, Trainer!",snd_voi_training_100100,63,0,2,1,0,snd_voi_training_100100_0063,0,0,0,1614124800
1001,20050,"Thank you so much, Trainer!",snd_voi_training_100100,64,0,2,1,0,snd_voi_training_100100_0064,0,0,0,1614124800
1001,30000,"I missed out on first place, but I'm still happy!",snd_voi_race_100100,0,0,3,1,0,snd_voi_race_100100_0000,0,0,0,1614124800
1001,30001,So close to getting first... I've gotta do even better!,snd_voi_race_100100,1,0,3,1,0,snd_voi_race_100100_0001,0,0,0,1614124800
1001,30002,I want to run even better next time!,snd_voi_race_100100,2,0,3,1,0,snd_voi_race_100100_0002,0,0,0,1614124800
1001,30003,"Aww, I messed up!",snd_voi_race_100100,3,0,3,1,0,snd_voi_race_100100_0003,0,0,0,1614124800
1001,60000,"Smile, smile! Gah, it's already time?!",snd_voi_live_100100,0,1001017,4,1,0,snd_voi_live_100100_0000,0,0,0,1614124800
1001,60001,"<i>Inhale, exhale...</i> O-off I go!",snd_voi_live_100100,1,1001821,4,1,0,snd_voi_live_100100_0001,0,0,0,1614124800
1001,70001,I finally understand what it means to become the top Umamusume in all of Japan!,snd_voi_outgame_100100,1,1001003,7,1,0,snd_voi_outgame_100100_0001,0,8001,3500,1614124800
1001,90000,"Good morning! Let's have another great day, Trainer!",snd_voi_home_100101,0,1001001,1,1,0,snd_voi_home_100101_0000,0,0,0,1614124800
1001,90001,I'm gonna give it my all again at training today to be the top Umamusume in all of Japan!,snd_voi_home_100101,1,2009,1,1,0,snd_voi_home_100101_0001,0,0,0,1614124800
1001,90002,"Hi, Trainer! Let's keep up the great work this afternoon too.",snd_voi_home_100101,2,8002,1,1,0,snd_voi_home_100101_0002,0,0,0,1614124800
1001,90003,"I've been waiting for you! I ate a whole lot at lunch, so I'm ready for some exercise!",snd_voi_home_100101,3,1001000,1,1,0,snd_voi_home_100101_0003,0,0,0,1614124800
1001,90004,<i>Yaaaaawn...</i> Wha?! I-I wasn't asleep! Definitely not!,snd_voi_home_100101,4,1001816,1,1,0,snd_voi_home_100101_0004,0,0,0,1614124800
1001,90005,Another great day today. I think I'll start getting ready for bed soon.,snd_voi_home_100101,5,8000,1,1,0,snd_voi_home_100101_0005,0,0,0,1614124800
1001,90006,It's been getting warmer lately! I might take a walk a little further out on my next day off.,snd_voi_home_100101,6,1001007,1,1,0,snd_voi_home_100101_0006,0,0,0,1614124800
1001,90007,"Gah, today's another hot day. Gotta be careful not to eat too much ice cream!",snd_voi_home_100101,7,1001811,1,1,0,snd_voi_home_100101_0007,0,0,0,1614124800
1001,90008,"Oh, Trainer! I found a baked sweet potato stand just now! We've gotta go and eat there sometime!",snd_voi_home_100101,8,1001018,1,1,0,snd_voi_home_100101_0008,0,0,0,1614124800
1001,90009,Trainer! I got some heat packs from a friend. Would you like one?,snd_voi_home_100101,9,8000,1,1,0,snd_voi_home_100101_0009,0,0,0,1614124800
1001,91000,I got to speak to Maruzen just now! She really is so lovely!,snd_voi_home_100101,10,1001002,1,1,0,snd_voi_home_100101_0010,0,0,0,1614124800
1001,91001,My mom sent me a whole bunch of vegetables! I'll share some with you next time.,snd_voi_home_100101,11,2001,1,1,0,snd_voi_home_100101_0011,0,0,0,1614124800
1001,91002,"<i>Yaaawn...</i> I got carried away chatting to Suzuka until late last night. Ehehe, it was so much fun.",snd_voi_home_100101,12,1001814,1,1,0,snd_voi_home_100101_0012,0,0,0,1614124800
1001,91003,"When I find something tasty, I can't help but eat a whole lot! Ehehe...",snd_voi_home_100101,13,1001813,1,1,0,snd_voi_home_100101_0013,0,0,0,1614124800
1001,91004,"Tracen Academy sure is huge. I feel like if I take a wrong turn, I might go missing for days!",snd_voi_home_100101,14,1001016,1,1,0,snd_voi_home_100101_0014,0,0,0,1614124800
1001,91005,"A younger student told me that she's a fan of mine just now! Wow, I guess these things really do happen!",snd_voi_home_100101,15,1001011,1,1,0,snd_voi_home_100101_0015,0,0,0,1614124800
1001,91006,My body feels lighter when I wear these clothes... So much so that I could almost run all the way to Hokkaido!,snd_voi_home_100101,16,1001018,1,1,0,snd_voi_home_100101_0016,0,0,0,1614124800
1001,91007,I want to keep running until this outfit becomes famous as the mark of Japan's best Umamusume!,snd_voi_home_100101,17,1001017,1,1,0,snd_voi_home_100101_0017,0,0,0,1614124800
1001,91008,"I sent my mom a photo of my signature racewear and she called me right away! Hehe, she was bawling her eyes out.",snd_voi_home_100101,18,1001813,1,1,0,snd_voi_home_100101_0018,0,0,0,1614124800
1001,91009,"I did some training with El and the others this morning! Ehehe, it felt great!",snd_voi_home_100101,19,1001018,1,1,0,snd_voi_home_100101_0019,0,0,0,1614124800
1001,91010,"Ack, I failed the quiz in class this morning! I've gotta get Grass to teach me again.",snd_voi_home_100101,20,1001811,1,1,0,snd_voi_home_100101_0020,0,0,0,1614124800
1001,91011,Why do I get such intense sweet cravings at night? Gah! Carrots are dancing around inside of my head!,snd_voi_home_100101,21,1001812,1,1,0,snd_voi_home_100101_0021,0,0,0,1614124800
1001,91012,A-achoo! Huhhh? Why am I sneezing so much lately?,snd_voi_home_100101,22,1001800,1,1,0,snd_voi_home_100101_0022,0,7,1600,1614124800
1001,91013,"<i>Sniff, sniff...</i> Hm? Do I smell rain? Merciful rain that will cool the heat!",snd_voi_home_100101,23,8010,1,1,0,snd_voi_home_100101_0023,0,0,0,1614124800
1001,91014,Fall always gets me feeling kind of melancholy. I wonder if my mom is doing okay...,snd_voi_home_100101,24,0,1,1,0,snd_voi_home_100101_0024,0,0,0,1614124800
1001,91015,"Brr. I'm not gonna be defeated by winter on the mainland! Or at least, that's what I thought. But when it's cold, it's c-cold!",snd_voi_home_100101,25,1001809,1,1,0,snd_voi_home_100101_0025,0,0,0,1614124800
1001,92000,What should we do today? I'll do my best at anything!,snd_voi_training_100101,0,1001002,2,1,0,snd_voi_training_100101_0000,0,0,0,1614124800
1001,92001,"All righty, time t'do this!",snd_voi_training_100101,1,2009,2,1,0,snd_voi_training_100101_0001,0,0,0,1614124800
1001,92002,Shoes? Check! Stretches? Check! I'm ready whenever!,snd_voi_training_100101,2,1001001,2,1,0,snd_voi_training_100101_0002,0,0,0,1614124800
1001,92003,"Trainer! Instructions, please!",snd_voi_training_100101,3,8001,2,1,0,snd_voi_training_100101_0003,0,0,0,1614124800
1001,92011,I wanna train as much as I can in preparation for the race! Let's do this!,snd_voi_training_100101,4,1001017,2,1,0,snd_voi_training_100101_0004,0,0,0,1614124800
1001,92005,I can't wait to show my mom how strong I've become!,snd_voi_training_100101,5,2001,2,1,0,snd_voi_training_100101_0005,0,0,0,1614124800
1001,92006,"All the other Umamusume are so fast, but I won't lose to them!",snd_voi_training_100101,6,2009,2,1,0,snd_voi_training_100101_0006,0,0,0,1614124800
1001,92007,I'm still on my way to realizing my dream! Please give me guidance so that I can train and get stronger!,snd_voi_training_100101,7,1001017,2,1,0,snd_voi_training_100101_0007,0,0,0,1614124800
1001,93000,"Are you proud of me, Trainer?",snd_voi_training_100101,8,0,2,1,0,snd_voi_training_100101_0008,0,0,0,1614124800
1001,93001,Now I can report back to my mom with pride!,snd_voi_training_100101,9,0,2,1,0,snd_voi_training_100101_0009,0,0,0,1614124800
1001,95000,"Ooh, I feel power brewing up inside of me!",snd_voi_outgame_100101,0,2001,7,1,0,snd_voi_outgame_100101_0000,0,0,0,1614124800
1001,95001,"Ooh, I feel like I'm getting stronger!",snd_voi_outgame_100101,1,2001,7,1,0,snd_voi_outgame_100101_0001,0,0,0,1614124800
1001,95003,Here I am! Special Week!,snd_voi_outgame_100101,3,2001,7,1,0,snd_voi_outgame_100101_0003,0,0,0,1614124800
1001,95004,I wanna be the best I can be! \nWhich means... I've gotta win!,snd_voi_gacha_100101,0,0,7,1,0,snd_voi_gacha_100101_0000,0,0,0,1614124800
1001,1008,"Everyone, let's do this!",snd_voi_teamst_st_100100_0000,0,2009,8,1,0,snd_voi_teamst_st_100100_0000,0,0,0,1614124800
1001,1009,"Let's give it all we've got, Suzuka!",snd_voi_teamst_st_100100_1002,0,2009,8,1,0,snd_voi_teamst_st_100100_1002_00,0,0,0,1614124800
1001,1010,"I can't believe I'm with you, Maruzen!",snd_voi_teamst_st_100100_1004,0,1001007,8,1,0,snd_voi_teamst_st_100100_1004_00,0,0,0,1614124800
1001,1011,Yeah!,snd_voi_teamst_st_100200_1001,1,2009,8,1,0,snd_voi_teamst_st_100200_1001_01,0,0,0,1614124800
1001,1000,We're definitely gonna win!,snd_voi_teamst_100100,0,990021,8,1,0,snd_voi_teamst_100100_0000,0,0,0,1614124800
1001,1001,"Ehehe, we won!",snd_voi_teamst_100100,1,0,8,1,0,snd_voi_teamst_100100_0001,0,0,0,1614124800
1001,1003,It was an even match!,snd_voi_teamst_100100,2,0,8,1,0,snd_voi_teamst_100100_0002,0,0,0,1614124800
1001,1002,We lost...,snd_voi_teamst_100100,3,0,8,1,0,snd_voi_teamst_100100_0003,0,0,0,1614124800
1001,1004,We won!,snd_voi_teamst_100100,4,1001002,8,1,0,snd_voi_teamst_100100_0004,0,0,0,1614124800
1001,1007,A new high score!,snd_voi_teamst_100100,5,4001,8,1,0,snd_voi_teamst_100100_0005,0,0,0,1614124800
1001,1006,It was an even match!,snd_voi_teamst_100100,2,1001001,8,1,0,snd_voi_teamst_100100_0002,0,0,0,1614124800
1001,1005,We lost...,snd_voi_teamst_100100,3,1001016,8,1,0,snd_voi_teamst_100100_0003,0,0,0,1614124800
1001,40000,I'm going to race toward my dream!,snd_voi_race_100101,2,0,3,1,0,snd_voi_race_100101_0002,0,0,0,1614124800
1001,40001,"Oh, wow... All righty! Watch me, Mom!",snd_voi_race_100101,3,0,3,1,0,snd_voi_race_100101_0003,0,0,0,1614124800
1001,30004,Wow! Yay! I'm number one!,snd_voi_race_100101,0,0,3,1,0,snd_voi_race_100101_0000,0,0,0,1614124800
1001,30005,"Gosh, thank you! I'll do my best next time, too!",snd_voi_race_100100,8,0,3,1,0,snd_voi_race_100100_0008,0,0,0,1614124800
1001,31000,Here I go!,snd_voi_race_100100,9,0,3,1,0,snd_voi_race_100100_0009,0,0,0,1614124800
1001,13,Here's today's login bonus!,snd_voi_title_100100,4,2009,1,1,0,snd_voi_title_100100_0004,0,0,0,1614124800
1001,15,This is up for grabs tomorrow!,snd_voi_title_100100,5,8002,1,1,0,snd_voi_title_100100_0005,0,0,0,1614124800
1001,110000,I'm all ready to train.,snd_voi_home_100100,21,0,1,1,0,snd_voi_home_100100_0021,0,0,0,1614124800
1001,110001,These stories are so intriguing!,snd_voi_home_100100,22,0,1,1,0,snd_voi_home_100100_0022,0,0,0,1614124800
1001,110002,Are we going to enter a race?,snd_voi_home_100100,23,0,1,1,0,snd_voi_home_100100_0023,0,0,0,1614124800
1001,10021,Looks like your Umamusume Archive level has gone up.,snd_voi_home_100100,24,8001,1,1,0,snd_voi_home_100100_0024,0,0,0,1614124800
1001,20051,Let's give it our all together!,snd_voi_training_100100,65,0,2,1,0,snd_voi_training_100100_0065,0,0,0,1614124800
1001,70000,"I'm gonna become the top Umamusume in all of Japan with you, Trainer!",snd_voi_outgame_100100,3,1001017,7,1,0,snd_voi_outgame_100100_0003,0,0,0,1614124800
1001,95005,You can count on me even more now!,snd_voi_outgame_100100,4,0,7,1,0,snd_voi_outgame_100100_0004,0,0,0,1614124800
1001,95006,I can still be of even more help to others!,snd_voi_outgame_100100,5,0,7,1,0,snd_voi_outgame_100100_0005,0,0,0,1614124800
1001,120000,"Wow, I'm overflowing with power!",snd_voi_outgame_100100,11,9100002,2,1,0,snd_voi_outgame_100100_0011,0,0,0,1614124800
1001,70004,I've always dreamed of wearing the academy uniform!,snd_voi_outgame_100100,16,1001007,7,1,0,snd_voi_outgame_100100_0016,0,0,0,1614124800
1001,70010,Ehehe. Do I look like a city Umamusume?,snd_voi_outgame_100100,17,8002,7,1,0,snd_voi_outgame_100100_0017,0,0,0,1614124800
1001,70008,Ehehe. Does it look good on me?,snd_voi_outgame_100100,20,1001813,7,1,0,snd_voi_outgame_100100_0020,0,0,0,1614124800
1001,70014,These clothes are totally cute!,snd_voi_outgame_100100,21,1001002,7,1,0,snd_voi_outgame_100100_0021,0,0,0,1614124800
1001,70009,"I'm Special Week, the top Umamusume in all of Japan! Ehehe!",snd_voi_outgame_100100,22,1001008,7,1,0,snd_voi_outgame_100100_0022,0,0,0,1614124800
1001,70015,What do you think? Can I become the most popular around?,snd_voi_outgame_100100,23,1001017,7,1,0,snd_voi_outgame_100100_0023,0,0,0,1614124800
1001,140000,You can do it!,snd_voi_minigame_100100,0,1001017,9,1,0,snd_voi_minigame_100100_0000,0,0,0,1614124800
1001,140001,Yay! You did it!,snd_voi_minigame_100100,1,1001002,9,1,0,snd_voi_minigame_100100_0001,0,0,0,1614124800
1001,140002,No way...,snd_voi_minigame_100100,2,1001016,9,1,0,snd_voi_minigame_100100_0002,0,0,0,1614124800
1001,140003,You got so many!,snd_voi_minigame_100100,3,971001,9,1,0,snd_voi_minigame_100100_0003,0,0,0,1614124800
1001,140004,Got it fair and square!,snd_voi_minigame_100100,4,972001,9,1,0,snd_voi_minigame_100100_0004,0,0,0,1614124800
1001,140005,You couldn't get any at all...,snd_voi_minigame_100100,5,1001810,9,1,0,snd_voi_minigame_100100_0005,0,0,0,1614124800
1001,140006,You got so many!,snd_voi_minigame_100100,3,974001,9,1,0,snd_voi_minigame_100100_0003,0,0,0,1614124800
1001,140007,Got it fair and square!,snd_voi_minigame_100100,4,973001,9,1,0,snd_voi_minigame_100100_0004,0,0,0,1614124800
1001,140008,Hmm-hm-hmm! ♪,snd_voi_minigame_100100,6,1001002,9,1,0,snd_voi_minigame_100100_0006,0,0,0,1614124800
1001,140009,Ehehe...,snd_voi_minigame_100100,7,1001007,9,1,0,snd_voi_minigame_100100_0007,0,0,0,1614124800
1001,140010,Hehe.,snd_voi_minigame_100100,8,1001801,9,1,0,snd_voi_minigame_100100_0008,0,0,0,1614124800
1001,140011,Wow!,snd_voi_minigame_100100,9,1001802,9,1,0,snd_voi_minigame_100100_0009,0,0,0,1614124800
1001,140014,Ahh! Aww...,snd_voi_minigame_100100,10,1001803,9,1,0,snd_voi_minigame_100100_0010,0,0,0,1614124800
1001,140015,Hehe!,snd_voi_minigame_100100,11,1001815,9,1,0,snd_voi_minigame_100100_0011,0,0,0,1614124800
1001,140016,Whenever you're ready!,snd_voi_minigame_100100,12,1001007,9,1,0,snd_voi_minigame_100100_0012,0,0,0,1614124800
1001,140012,Yaaaay!,snd_voi_minigame_100100,13,1001008,9,1,0,snd_voi_minigame_100100_0013,0,0,0,1614124800
1001,140013,Wah!,snd_voi_minigame_100100,14,1001805,9,1,0,snd_voi_minigame_100100_0014,0,0,0,1614124800
1001,140017,<i>Sigh...</i>,snd_voi_minigame_100100,15,1001806,9,1,0,snd_voi_minigame_100100_0015,0,0,0,1614124800
1001,140018,Urghhh!,snd_voi_minigame_100100,16,1001807,9,1,0,snd_voi_minigame_100100_0016,0,0,0,1614124800
1001,71004,I've always dreamed of wearing the academy uniform!,snd_voi_outgame_100100,16,18,7,0,0,snd_voi_outgame_100100_0016,0,0,0,1614124800
1001,71010,Ehehe. Do I look like a city Umamusume?,snd_voi_outgame_100100,17,48,7,0,0,snd_voi_outgame_100100_0017,0,0,0,1614124800
1001,71008,Ehehe. Does it look good on me?,snd_voi_outgame_100100,20,43,7,0,0,snd_voi_outgame_100100_0020,0,0,0,1614124800
1001,71014,These clothes are totally cute!,snd_voi_outgame_100100,21,148,7,0,0,snd_voi_outgame_100100_0021,0,0,0,1614124800
1001,71009,"I'm Special Week, the top Umamusume in all of Japan! Ehehe!",snd_voi_outgame_100100,22,23,7,0,0,snd_voi_outgame_100100_0022,0,0,0,1614124800
1001,71015,What do you think? Can I become the most popular around?,snd_voi_outgame_100100,23,48,7,0,0,snd_voi_outgame_100100_0023,0,0,0,1614124800
1001,400000,The exam to transfer here was really difficult! I still can't believe I managed to pass...,snd_voi_event_090001,0,8001,7,1,0,snd_voi_event_090001_0000,0,0,0,1614686400
1001,400001,This is my first time being surrounded by other Umamusume and living with others my age... So many firsts for me!,snd_voi_event_090001,1,4001,7,1,0,snd_voi_event_090001_0001,0,0,0,1614686400
1001,400002,I've already got favorite dishes at the dorm's cafeteria. Ehehe! ♪,snd_voi_event_090001,2,1001008,7,1,0,snd_voi_event_090001_0002,0,0,0,1614686400
1001,400003,"Oh, right! I should write a letter to my mom... Wait no, it's too soon. She'd probably scold me for not focusing on getting used to school first...",snd_voi_event_090001,3,1001011,7,1,0,snd_voi_event_090001_0003,0,0,0,1614686400
1001,400004,Both Grass and El do amazing in the scrimmages. They're both so talented...,snd_voi_event_090001,4,1001009,7,1,0,snd_voi_event_090001_0004,0,0,0,1614686400
1001,400005,I wonder if Suzuka sometimes wishes she had her own room for some peace and quiet...,snd_voi_event_090001,5,1001013,7,1,0,snd_voi_event_090001_0005,0,0,0,1614686400
1001,400006,"All righty. Eat well, sleep well, and then...",snd_voi_event_090001,6,2009,7,1,0,snd_voi_event_090001_0006,0,0,0,1614686400
1001,400007,"Teio's so small, cheerful, and full of energy, but also so cool.",snd_voi_event_090001,7,1001002,7,1,0,snd_voi_event_090001_0007,0,0,0,1614686400
1001,400008,"Mom, I feel like I can write you a letter with pride real soon!",snd_voi_event_090001,8,1001017,7,1,0,snd_voi_event_090001_0008,0,0,0,1614686400
1001,400009,"That's right, it's almost time for tryouts! I wonder what kind of trainer I'll meet?",snd_voi_event_090001,9,1001001,7,1,0,snd_voi_event_090001_0009,0,0,0,1614686400
1001,400010,"I'm hanging out with Suzuka on our next day off. Uh-oh, where should we go?!",snd_voi_event_090001,10,1001015,7,1,0,snd_voi_event_090001_0010,0,0,0,1614686400
1001,400011,"El and Grass invited me to some after-school training. ...All righty, I'm gonna do my best!",snd_voi_event_090001,11,1001002,7,1,0,snd_voi_event_090001_0011,0,0,0,1614686400
1001,400014,"The event's over, but my race toward my dream has only just begun!",snd_voi_event_090001,14,1001002,7,1,0,snd_voi_event_090001_0014,0,0,0,1614686400
1001,2030,We're definitely gonna win!,snd_voi_teamst_100100,0,990021,10,1,0,snd_voi_teamst_100100_0000,0,0,0,1620302400
