id,trophy_id,race_instance_id,original_flag,disp_order,size,event_type,start_date,display_end_date
64,3006,300601,0,205,1,0,2020/01/20,2050/01/27
65,3005,300501,0,204,1,0,2020/01/20,2050/01/27
66,3004,300401,0,203,1,0,2020/01/20,2050/01/27
67,3003,300301,0,202,1,0,2020/01/20,2050/01/27
68,3002,300201,0,201,1,0,2020/01/20,2050/01/27
69,3001,300101,0,200,1,0,2020/01/20,2050/01/27
70,2034,203401,0,135,1,0,2020/01/20,2050/01/27
71,2033,203301,0,134,1,0,2020/01/20,2050/01/27
72,2032,203201,0,133,1,0,2020/01/20,2050/01/27
73,2031,203101,1,132,1,0,2020/01/20,2050/01/27
74,2030,203001,1,131,1,0,2020/01/20,2050/01/27
75,2029,202901,0,130,1,0,2020/01/20,2050/01/27
76,3058,305801,0,129,1,0,2020/01/20,2050/01/27
77,2028,202801,1,128,1,0,2020/01/20,2050/01/27
78,2027,202701,0,127,1,0,2020/01/20,2050/01/27
79,2026,202601,1,126,0,0,2020/01/20,2050/01/27
80,2025,202501,0,125,1,0,2020/01/20,2050/01/27
81,2024,202401,0,124,1,0,2020/01/20,2050/01/27
82,2023,202301,1,123,1,0,2020/01/20,2050/01/27
83,2022,202201,0,122,1,0,2020/01/20,2050/01/27
84,2021,202101,0,121,1,0,2020/01/20,2050/01/27
85,2020,202001,0,120,1,0,2020/01/20,2050/01/27
86,2019,201901,0,119,1,0,2020/01/20,2050/01/27
87,2018,201801,1,118,1,0,2020/01/20,2050/01/27
88,2017,201701,0,117,1,0,2020/01/20,2050/01/27
89,2016,201601,1,116,1,0,2020/01/20,2050/01/27
90,2015,201501,1,115,0,0,2020/01/20,2050/01/27
91,2014,201401,0,114,1,0,2020/01/20,2050/01/27
92,2013,201301,1,113,1,0,2020/01/20,2050/01/27
93,2012,201201,0,112,1,0,2020/01/20,2050/01/27
94,2011,201101,0,111,1,0,2020/01/20,2050/01/27
95,2010,201001,0,110,1,0,2020/01/20,2050/01/27
96,2009,200901,0,109,1,0,2020/01/20,2050/01/27
97,2008,200801,0,108,1,0,2020/01/20,2050/01/27
98,2007,200701,0,107,1,0,2020/01/20,2050/01/27
99,2006,200601,1,106,1,0,2020/01/20,2050/01/27
100,3018,301801,0,105,1,0,2020/01/20,2050/01/27
101,2005,200501,0,104,1,0,2020/01/20,2050/01/27
102,2004,200401,0,103,1,0,2020/01/20,2050/01/27
103,2003,200301,1,102,1,0,2020/01/20,2050/01/27
104,2002,200201,0,101,1,0,2020/01/20,2050/01/27
105,2001,200101,0,100,1,0,2020/01/20,2050/01/27
106,1101,110101,1,30,1,0,2020/01/20,2050/01/27
107,1102,110201,1,29,1,0,2020/01/20,2050/01/27
108,1103,110301,1,28,1,0,2020/01/20,2050/01/27
109,1104,110401,1,27,1,0,2020/01/20,2050/01/27
110,1105,110501,1,26,1,0,2020/01/20,2050/01/27
111,1106,110601,1,25,1,0,2020/01/20,2050/01/27
112,1024,102401,1,24,1,0,2020/01/20,2050/01/27
113,1023,102301,1,23,1,0,2020/01/20,2050/01/27
114,1022,102201,1,22,1,0,2020/01/20,2050/01/27
115,1021,102101,1,21,1,0,2020/01/20,2050/01/27
116,1020,102001,1,20,1,0,2020/01/20,2050/01/27
117,1019,101901,1,19,1,0,2020/01/20,2050/01/27
118,1018,101801,1,18,1,0,2020/01/20,2050/01/27
119,1017,101701,1,17,1,0,2020/01/20,2050/01/27
120,1016,101601,1,16,0,0,2020/01/20,2050/01/27
121,1015,101501,1,15,1,0,2020/01/20,2050/01/27
122,1014,101401,1,14,0,0,2020/01/20,2050/01/27
123,1013,101301,1,13,1,0,2020/01/20,2050/01/27
124,1012,101201,1,12,1,0,2020/01/20,2050/01/27
125,1011,101101,1,11,1,0,2020/01/20,2050/01/27
126,1010,101001,1,10,1,0,2020/01/20,2050/01/27
127,1009,100901,1,9,0,0,2020/01/20,2050/01/27
128,1008,100801,1,8,0,0,2020/01/20,2050/01/27
129,1007,100701,1,7,0,0,2020/01/20,2050/01/27
130,1006,100601,1,6,0,0,2020/01/20,2050/01/27
131,1005,100501,1,5,0,0,2020/01/20,2050/01/27
132,1004,100401,1,4,1,0,2020/01/20,2050/01/27
133,1003,100301,1,3,0,0,2020/01/20,2050/01/27
134,1002,100201,1,2,0,0,2020/01/20,2050/01/27
135,1001,100101,1,1,1,0,2020/01/20,2050/01/27
140,5920,592001,1,1002,0,1,2025/07/06 22:00:00,2050/01/01 0:00:00
142,5921,592002,1,1003,0,1,2025/07/09 15:00:00,2050/01/01 0:00:00
144,5922,592003,1,1004,0,1,2025/07/12 15:00:00,2050/01/01 0:00:00
146,9001,910201,1,500,1,1,2020/01/20,2050/01/27
147,9001,910202,1,500,1,1,2020/01/20,2050/01/27
148,9001,910203,1,500,1,1,2020/01/20,2050/01/27
149,9001,910204,1,500,1,1,2020/01/20,2050/01/27
150,9001,910205,1,500,1,1,2020/01/20,2050/01/27
151,9001,910206,1,500,1,1,2020/01/20,2050/01/27
152,9001,910207,1,500,1,1,2020/01/20,2050/01/27
153,9002,910208,1,501,1,1,2020/01/20,2050/01/27
154,9002,910209,1,501,1,1,2020/01/20,2050/01/27
155,9002,910210,1,501,1,1,2020/01/20,2050/01/27
156,9002,910211,1,501,1,1,2020/01/20,2050/01/27
157,9002,910212,1,501,1,1,2020/01/20,2050/01/27
158,9002,910213,1,501,1,1,2020/01/20,2050/01/27
159,9002,910214,1,501,1,1,2020/01/20,2050/01/27
160,9002,910215,1,501,1,1,2020/01/20,2050/01/27
161,9003,910216,1,502,1,1,2020/01/20,2050/01/27
162,9003,910217,1,502,1,1,2020/01/20,2050/01/27
163,9003,910218,1,502,1,1,2020/01/20,2050/01/27
164,9003,910219,1,502,1,1,2020/01/20,2050/01/27
165,9003,910220,1,502,1,1,2020/01/20,2050/01/27
166,9003,910221,1,502,1,1,2020/01/20,2050/01/27
167,9003,910222,1,502,1,1,2020/01/20,2050/01/27
168,9003,910223,1,502,1,1,2020/01/20,2050/01/27
169,9003,910224,1,502,1,1,2020/01/20,2050/01/27
170,9003,910225,1,502,1,1,2020/01/20,2050/01/27
171,9004,910226,1,503,1,1,2020/01/20,2050/01/27
172,9004,910227,1,503,1,1,2020/01/20,2050/01/27
173,9004,910228,1,503,1,1,2020/01/20,2050/01/27
174,9004,910229,1,503,1,1,2020/01/20,2050/01/27
175,9004,910230,1,503,1,1,2020/01/20,2050/01/27
176,9004,910231,1,503,1,1,2020/01/20,2050/01/27
177,9004,910232,1,503,1,1,2020/01/20,2050/01/27
178,9005,910233,1,504,1,1,2020/01/20,2050/01/27
179,9005,910234,1,504,1,1,2020/01/20,2050/01/27
180,9005,910235,1,504,1,1,2020/01/20,2050/01/27
181,9005,910236,1,504,1,1,2020/01/20,2050/01/27
182,9005,910237,1,504,1,1,2020/01/20,2050/01/27
183,9005,910238,1,504,1,1,2020/01/20,2050/01/27
184,9005,910239,1,504,1,1,2020/01/20,2050/01/27
185,9005,910240,1,504,1,1,2020/01/20,2050/01/27
186,9005,910241,1,504,1,1,2020/01/20,2050/01/27
187,1012,102501,1,12,1,0,2020/01/20,2050/01/27
188,1015,102601,1,15,1,0,2020/01/20,2050/01/27
189,2010,203501,0,110,1,0,2020/01/20,2050/01/27
190,1006,102701,1,6,0,0,2025/07/10 22:00:00,2050/01/27
191,5945,594501,1,1005,0,1,2025/07/27 22:00:00,2050/01/01 0:00:00
192,5947,594503,1,1006,0,1,2025/07/30 15:00:00,2050/01/01 0:00:00
193,5946,594502,1,1007,0,1,2025/08/02 15:00:00,2050/01/01 0:00:00
194,5948,594504,1,1008,0,1,2025/08/05 15:00:00,2025/08/08 14:59:59
195,5935,593501,1,1009,0,1,2025/08/21 22:00:00,2050/01/01 0:00:00
196,5936,593502,1,1010,0,1,2025/08/24 15:00:00,2050/01/01 0:00:00
197,5937,593503,1,1011,0,1,2025/08/27 15:00:00,2050/01/01 0:00:00
198,5933,593004,1,1012,0,1,2025/09/11 22:00:00,2050/01/01 0:00:00
199,5931,593002,1,1013,0,1,2025/09/14 15:00:00,2050/01/01 0:00:00
200,5932,593003,1,1014,0,1,2025/09/17 15:00:00,2050/01/01 0:00:00
201,5930,593001,1,1015,0,1,2025/09/20 15:00:00,2050/01/01 0:00:00
202,5940,594001,1,1016,0,1,2025/10/26 22:00:00,2050/01/01 0:00:00
203,5941,594002,1,1017,0,1,2025/10/29 15:00:00,2050/01/01 0:00:00
204,5942,594003,1,1018,0,1,2025/11/01 15:00:00,2050/01/01 0:00:00
205,5960,596001,1,1019,0,1,2025/11/13 22:00:00,2025/11/16 14:59:59
206,5961,596002,1,1020,0,1,2025/11/16 15:00:00,2025/11/19 14:59:59
207,5962,596003,1,1021,0,1,2025/11/19 15:00:00,2025/11/22 14:59:59
208,5950,595001,1,1022,0,1,2025/12/04 22:00:00,2025/12/07 14:59:59
209,5951,595002,1,1023,0,1,2025/12/07 15:00:00,2025/12/10 14:59:59
210,5952,595003,1,1024,0,1,2025/12/10 15:00:00,2025/12/13 14:59:59
211,5965,596501,1,1025,0,1,2025/12/22 22:00:00,2025/12/25 14:59:59
212,5966,596502,1,1026,0,1,2025/12/25 15:00:00,2025/12/28 14:59:59
213,5967,596503,1,1027,0,1,2025/12/28 15:00:00,2025/12/31 14:59:59
214,5955,595501,1,1028,0,1,2026/01/22 22:00:00,2026/01/25 14:59:59
215,5956,595502,1,1029,0,1,2026/01/25 15:00:00,2026/01/28 14:59:59
216,5957,595503,1,1030,0,1,2026/01/28 15:00:00,2026/01/31 14:59:59
217,9011,920083,1,510,1,1,2026/03/12 22:00:00,2050/01/27
218,9011,920084,1,510,1,1,2026/03/12 22:00:00,2050/01/27
219,9011,920085,1,510,1,1,2026/03/12 22:00:00,2050/01/27
220,9011,920086,1,510,1,1,2026/03/12 22:00:00,2050/01/27
221,9011,920087,1,510,1,1,2026/03/12 22:00:00,2050/01/27
222,9011,920088,1,510,1,1,2026/03/12 22:00:00,2050/01/27
223,9011,920089,1,510,1,1,2026/03/12 22:00:00,2050/01/27
224,9012,920090,1,511,1,1,2026/03/12 22:00:00,2050/01/27
225,9012,920091,1,511,1,1,2026/03/12 22:00:00,2050/01/27
226,9012,920092,1,511,1,1,2026/03/12 22:00:00,2050/01/27
227,9012,920093,1,511,1,1,2026/03/12 22:00:00,2050/01/27
228,9012,920094,1,511,1,1,2026/03/12 22:00:00,2050/01/27
229,9012,920095,1,511,1,1,2026/03/12 22:00:00,2050/01/27
230,9012,920096,1,511,1,1,2026/03/12 22:00:00,2050/01/27
231,9012,920097,1,511,1,1,2026/03/12 22:00:00,2050/01/27
232,9013,920098,1,512,1,1,2026/03/12 22:00:00,2050/01/27
233,9013,920099,1,512,1,1,2026/03/12 22:00:00,2050/01/27
234,9013,920100,1,512,1,1,2026/03/12 22:00:00,2050/01/27
235,9013,920101,1,512,1,1,2026/03/12 22:00:00,2050/01/27
236,9013,920102,1,512,1,1,2026/03/12 22:00:00,2050/01/27
237,9013,920103,1,512,1,1,2026/03/12 22:00:00,2050/01/27
238,9013,920104,1,512,1,1,2026/03/12 22:00:00,2050/01/27
239,9013,920105,1,512,1,1,2026/03/12 22:00:00,2050/01/27
240,9013,920106,1,512,1,1,2026/03/12 22:00:00,2050/01/27
241,9013,920107,1,512,1,1,2026/03/12 22:00:00,2050/01/27
242,9014,920108,1,513,1,1,2026/03/12 22:00:00,2050/01/27
243,9014,920109,1,513,1,1,2026/03/12 22:00:00,2050/01/27
244,9014,920110,1,513,1,1,2026/03/12 22:00:00,2050/01/27
245,9014,920111,1,513,1,1,2026/03/12 22:00:00,2050/01/27
246,9014,920112,1,513,1,1,2026/03/12 22:00:00,2050/01/27
247,9014,920113,1,513,1,1,2026/03/12 22:00:00,2050/01/27
248,9014,920114,1,513,1,1,2026/03/12 22:00:00,2050/01/27
249,9015,920115,1,514,1,1,2026/03/12 22:00:00,2050/01/27
250,9015,920116,1,514,1,1,2026/03/12 22:00:00,2050/01/27
251,9015,920117,1,514,1,1,2026/03/12 22:00:00,2050/01/27
252,9015,920118,1,514,1,1,2026/03/12 22:00:00,2050/01/27
253,9015,920119,1,514,1,1,2026/03/12 22:00:00,2050/01/27
254,9015,920120,1,514,1,1,2026/03/12 22:00:00,2050/01/27
255,9015,920121,1,514,1,1,2026/03/12 22:00:00,2050/01/27
256,9015,920122,1,514,1,1,2026/03/12 22:00:00,2050/01/27
257,9015,920123,1,514,1,1,2026/03/12 22:00:00,2050/01/27
258,5970,597001,1,1031,0,1,2026/02/26 22:00:00,2026/03/01 14:59:59
259,5971,597002,1,1032,0,1,2026/03/01 15:00:00,2026/03/04 14:59:59
260,5972,597003,1,1033,0,1,2026/03/04 15:00:00,2026/03/07 14:59:59
261,1005,102801,1,5,0,0,2026/02/11 22:00:00,2050/01/27
262,5975,597501,1,1034,0,1,2026/03/23 22:00:00,2026/03/26 14:59:59
263,5976,597502,1,1035,0,1,2026/03/26 15:00:00,2026/03/29 14:59:59
264,5977,597503,1,1036,0,1,2026/03/29 15:00:00,2026/04/01 14:59:59
265,1200001,1200001,1,1037,0,1,2026/05/07 22:00:00,2026/05/10 14:59:59
266,1200002,1200002,1,1038,0,1,2026/05/10 15:00:00,2026/05/13 14:59:59
267,1200003,1200003,1,1039,0,1,2026/05/13 15:00:00,2026/05/16 14:59:59
268,1200101,1200101,1,1040,0,1,2026/06/07 22:00:00,2026/06/10 14:59:59
269,1200102,1200102,1,1041,0,1,2026/06/10 15:00:00,2026/06/13 14:59:59
