id,chara_id,target_scene,target_cut,target_type,value
292,1007,5,0,4,2
293,1007,0,2,0,5
294,1007,5,0,5,2
295,1008,0,0,0,5
296,1008,1,0,0,2
297,1008,1,1,0,2
298,1008,1,2,0,2
299,1008,1,3,0,4
300,1008,1,4,0,2
301,1008,1,5,0,2
302,1008,4,0,0,2
303,1008,7,0,0,2
304,1008,8,0,0,1
305,1008,3,1,0,6
306,1008,6,0,1,3
307,1008,2,103010,0,5
308,1008,2,103020,0,7
309,1008,2,103030,0,5
310,1008,2,103050,0,3
311,1008,2,103040,0,3
312,1008,2,101045,1,2
313,1008,2,102040,1,2
314,1008,2,101014,0,1
315,1008,2,101042,0,1
316,1008,2,101012,0,1
317,1008,2,101031,0,1
318,1008,2,101031,1,1
319,1008,2,101032,0,1
320,1008,2,101032,1,1
321,1008,2,101033,0,1
322,1008,2,101033,1,1
323,1008,2,101034,0,1
324,1008,2,101034,1,1
325,1008,2,102030,0,1
326,1008,2,102030,1,1
327,1008,5,0,0,7
328,1008,5,1,6,2
329,1008,5,1,7,2
330,1008,5,2,1,6
331,1008,5,0,1,3
332,1008,5,0,2,3
333,1008,5,0,3,1
334,1008,5,0,4,2
335,1008,0,2,0,5
336,1008,5,0,5,2
337,1009,0,0,0,1
338,1009,1,0,0,5
339,1009,1,1,0,1
340,1009,1,2,0,5
341,1009,1,3,0,4
342,1009,1,4,0,1
343,1009,1,5,0,5
344,1009,4,0,0,1
345,1009,7,0,0,2
346,1009,8,0,0,1
347,1009,3,1,0,7
348,1009,6,0,1,2
349,1009,2,103010,0,5
350,1009,2,103020,0,5
351,1009,2,103030,0,3
352,1009,2,103050,0,2
353,1009,2,103040,0,4
354,1009,2,101045,1,5
355,1009,2,102040,1,5
356,1009,2,101014,0,2
357,1009,2,101042,0,2
358,1009,2,101012,0,1
359,1009,2,101031,0,1
360,1009,2,101031,1,1
361,1009,2,101032,0,1
362,1009,2,101032,1,1
363,1009,2,101033,0,1
364,1009,2,101033,1,1
365,1009,2,101034,0,1
366,1009,2,101034,1,1
367,1009,2,102030,0,1
368,1009,2,102030,1,1
369,1009,5,0,0,5
370,1009,5,1,6,3
371,1009,5,1,7,3
372,1009,5,2,1,7
373,1009,5,0,1,1
374,1009,5,0,2,1
375,1009,5,0,3,1
376,1009,5,0,4,5
377,1009,0,2,0,1
378,1009,5,0,5,1
379,1010,0,0,0,1
380,1010,1,0,0,4
381,1010,1,1,0,2
382,1010,1,2,0,1
383,1010,1,3,0,1
384,1010,1,4,0,2
385,1010,1,5,0,1
386,1010,4,0,0,2
387,1010,7,0,0,2
388,1010,8,0,0,1
389,1010,3,1,0,1
390,1010,6,0,1,4
391,1010,2,103010,0,4
392,1010,2,103020,0,4
393,1010,2,103030,0,4
394,1010,2,103050,0,5
395,1010,2,103040,0,5
396,1010,2,101045,1,4
397,1010,2,102040,1,4
398,1010,2,101014,0,1
399,1010,2,101042,0,1
400,1010,2,101012,0,1
401,1010,2,101031,0,1
402,1010,2,101031,1,1
403,1010,2,101032,0,1
404,1010,2,101032,1,1
405,1010,2,101033,0,1
406,1010,2,101033,1,1
407,1010,2,101034,0,1
408,1010,2,101034,1,1
409,1010,2,102030,0,1
410,1010,2,102030,1,1
411,1010,5,0,0,4
412,1010,5,1,6,1
413,1010,5,1,7,4
414,1010,5,2,1,3
415,1010,5,0,1,1
416,1010,5,0,2,1
417,1010,5,0,3,1
418,1010,5,0,4,1
419,1010,0,2,0,1
420,1010,5,0,5,2
421,1011,0,0,0,4
422,1011,1,0,0,3
423,1011,1,1,0,3
424,1011,1,2,0,3
425,1011,1,3,0,4
426,1011,1,4,0,3
427,1011,1,5,0,3
428,1011,4,0,0,1
429,1011,7,0,0,1
430,1011,8,0,0,1
431,1011,3,1,0,2
432,1011,6,0,1,6
433,1011,2,103010,0,6
434,1011,2,103020,0,1
435,1011,2,103030,0,3
436,1011,2,103050,0,2
437,1011,2,103040,0,2
438,1011,2,101045,1,3
439,1011,2,102040,1,3
440,1011,2,101014,0,2
441,1011,2,101042,0,3
442,1011,2,101012,0,2
443,1011,2,101031,0,1
444,1011,2,101031,1,1
445,1011,2,101032,0,1
446,1011,2,101032,1,1
447,1011,2,101033,0,1
448,1011,2,101033,1,1
449,1011,2,101034,0,1
450,1011,2,101034,1,1
451,1011,2,102030,0,1
452,1011,2,102030,1,1
453,1011,5,0,0,1
454,1011,5,1,6,2
455,1011,5,1,7,5
456,1011,5,2,1,4
457,1011,5,0,1,1
458,1011,5,0,2,1
459,1011,5,0,3,1
460,1011,5,0,4,3
461,1011,0,2,0,4
462,1011,5,0,5,3
463,1012,0,0,0,5
464,1012,1,0,0,2
465,1012,1,1,0,2
466,1012,1,2,0,2
467,1012,1,3,0,2
468,1012,1,4,0,2
469,1012,1,5,0,2
470,1012,4,0,0,2
471,1012,7,0,0,2
472,1012,8,0,0,1
473,1012,3,1,0,5
474,1012,6,0,1,3
475,1012,2,103010,0,2
476,1012,2,103020,0,2
477,1012,2,103030,0,5
478,1012,2,103050,0,3
479,1012,2,103040,0,3
480,1012,2,101045,1,2
481,1012,2,102040,1,2
482,1012,2,101014,0,1
483,1012,2,101042,0,1
484,1012,2,101012,0,1
485,1012,2,101031,0,1
486,1012,2,101031,1,1
487,1012,2,101032,0,1
488,1012,2,101032,1,1
489,1012,2,101033,0,1
490,1012,2,101033,1,1
491,1012,2,101034,0,1
492,1012,2,101034,1,1
493,1012,2,102030,0,1
494,1012,2,102030,1,1
495,1012,5,0,0,2
496,1012,5,1,6,3
497,1012,5,1,7,6
498,1012,5,2,1,5
499,1012,5,0,1,3
500,1012,5,0,2,3
501,1012,5,0,3,1
502,1012,5,0,4,2
503,1012,0,2,0,2
504,1012,5,0,5,2
505,1013,0,0,0,4
506,1013,1,0,0,3
507,1013,1,1,0,3
508,1013,1,2,0,3
509,1013,1,3,0,2
510,1013,1,4,0,3
511,1013,1,5,0,3
512,1013,4,0,0,1
513,1013,7,0,0,1
514,1013,8,0,0,1
515,1013,3,1,0,4
516,1013,6,0,1,6
517,1013,2,103010,0,6
518,1013,2,103020,0,1
519,1013,2,103030,0,3
520,1013,2,103050,0,2
521,1013,2,103040,0,2
522,1013,2,101045,1,1
523,1013,2,102040,1,1
524,1013,2,101014,0,3
525,1013,2,101042,0,3
526,1013,2,101012,0,2
527,1013,2,101031,0,1
528,1013,2,101031,1,1
529,1013,2,101032,0,1
530,1013,2,101032,1,1
531,1013,2,101033,0,1
532,1013,2,101033,1,1
533,1013,2,101034,0,1
534,1013,2,101034,1,1
535,1013,2,102030,0,1
536,1013,2,102030,1,1
537,1013,5,0,0,1
538,1013,5,1,6,1
539,1013,5,1,7,1
540,1013,5,2,1,7
541,1013,5,0,1,1
542,1013,5,0,2,1
543,1013,5,0,3,1
544,1013,5,0,4,3
545,1013,0,2,0,4
546,1013,5,0,5,3
547,1014,0,0,0,5
548,1014,1,0,0,2
549,1014,1,1,0,2
550,1014,1,2,0,2
551,1014,1,3,0,4
552,1014,1,4,0,2
553,1014,1,5,0,2
554,1014,4,0,0,2
555,1014,7,0,0,2
556,1014,8,0,0,1
557,1014,3,1,0,1
558,1014,6,0,1,3
559,1014,2,103010,0,4
560,1014,2,103020,0,4
561,1014,2,103030,0,4
562,1014,2,103050,0,5
563,1014,2,103040,0,3
564,1014,2,101045,1,1
565,1014,2,102040,1,1
566,1014,2,101014,0,1
567,1014,2,101042,0,2
568,1014,2,101012,0,1
569,1014,2,101031,0,1
570,1014,2,101031,1,1
571,1014,2,101032,0,1
572,1014,2,101032,1,1
573,1014,2,101033,0,1
574,1014,2,101033,1,1
575,1014,2,101034,0,1
576,1014,2,101034,1,1
577,1014,2,102030,0,1
578,1014,2,102030,1,1
579,1014,5,0,0,4
580,1014,5,1,6,2
581,1014,5,1,7,2
582,1014,5,2,1,5
583,1014,5,0,1,3
584,1014,5,0,2,3
585,1014,5,0,3,1
586,1014,5,0,4,2
587,1014,0,2,0,5
588,1014,5,0,5,2
589,1015,0,0,0,1
590,1015,1,0,0,6
591,1015,1,1,0,2
592,1015,1,2,0,5
593,1015,1,3,0,1
594,1015,1,4,0,2
595,1015,1,5,0,5
596,1015,4,0,0,1
597,1015,7,0,0,2
598,1015,8,0,0,1
599,1015,3,1,0,6
600,1015,6,0,1,4
601,1015,2,103010,0,5
602,1015,2,103020,0,7
603,1015,2,103030,0,2
604,1015,2,103050,0,3
605,1015,2,103040,0,4
606,1015,2,101045,1,5
607,1015,2,102040,1,5
608,1015,2,101014,0,1
609,1015,2,101042,0,3
610,1015,2,101012,0,2
611,1015,2,101031,0,2
612,1015,2,101031,1,2
613,1015,2,101032,0,2
614,1015,2,101032,1,2
615,1015,2,101033,0,2
616,1015,2,101033,1,2
617,1015,2,101034,0,2
618,1015,2,101034,1,2
619,1015,2,102030,0,2
620,1015,2,102030,1,2
621,1015,5,0,0,7
622,1015,5,1,6,3
623,1015,5,1,7,3
624,1015,5,2,1,6
625,1015,5,0,1,3
626,1015,5,0,2,3
627,1015,5,0,3,1
628,1015,5,0,4,5
629,1015,0,2,0,1
630,1015,5,0,5,2
631,1016,0,0,0,5
632,1016,1,0,0,5
633,1016,1,1,0,2
634,1016,1,2,0,5
635,1016,1,3,0,4
636,1016,1,4,0,2
637,1016,1,5,0,5
638,1016,4,0,0,2
639,1016,7,0,0,1
640,1016,8,0,0,1
641,1016,3,1,0,6
642,1016,6,0,1,5
643,1016,2,103010,0,5
644,1016,2,103020,0,7
645,1016,2,103030,0,5
646,1016,2,103050,0,3
647,1016,2,103040,0,4
648,1016,2,101045,1,2
649,1016,2,102040,1,2
650,1016,2,101014,0,3
651,1016,2,101042,0,3
652,1016,2,101012,0,2
653,1016,2,101031,0,1
654,1016,2,101031,1,1
655,1016,2,101032,0,1
656,1016,2,101032,1,1
657,1016,2,101033,0,1
658,1016,2,101033,1,1
659,1016,2,101034,0,1
660,1016,2,101034,1,1
661,1016,2,102030,0,1
662,1016,2,102030,1,1
663,1016,5,0,0,7
664,1016,5,1,6,1
665,1016,5,1,7,4
666,1016,5,2,1,6
667,1016,5,0,1,3
668,1016,5,0,2,3
669,1016,5,0,3,1
670,1016,5,0,4,5
671,1016,0,2,0,5
672,1016,5,0,5,2
673,1017,0,0,0,1
674,1017,1,0,0,5
675,1017,1,1,0,3
676,1017,1,2,0,5
677,1017,1,3,0,4
678,1017,1,4,0,3
679,1017,1,5,0,5
680,1017,4,0,0,1
681,1017,7,0,0,1
682,1017,8,0,0,1
683,1017,3,1,0,2
684,1017,6,0,1,5
685,1017,2,103010,0,5
686,1017,2,103020,0,7
687,1017,2,103030,0,2
688,1017,2,103050,0,4
689,1017,2,103040,0,4
690,1017,2,101045,1,5
691,1017,2,102040,1,5
692,1017,2,101014,0,3
693,1017,2,101042,0,3
694,1017,2,101012,0,2
695,1017,2,101031,0,1
696,1017,2,101031,1,1
697,1017,2,101032,0,1
698,1017,2,101032,1,1
699,1017,2,101033,0,1
700,1017,2,101033,1,1
701,1017,2,101034,0,1
702,1017,2,101034,1,1
703,1017,2,102030,0,1
704,1017,2,102030,1,1
705,1017,5,0,0,7
706,1017,5,1,6,2
707,1017,5,1,7,5
708,1017,5,2,1,6
709,1017,5,0,1,3
710,1017,5,0,2,3
711,1017,5,0,3,1
712,1017,5,0,4,5
713,1017,0,2,0,1
714,1017,5,0,5,3
715,1018,0,0,0,1
716,1018,1,0,0,5
717,1018,1,1,0,3
718,1018,1,2,0,5
719,1018,1,3,0,2
720,1018,1,4,0,3
721,1018,1,5,0,5
722,1018,4,0,0,2
723,1018,7,0,0,1
724,1018,8,0,0,1
725,1018,3,1,0,6
726,1018,6,0,1,5
727,1018,2,103010,0,5
728,1018,2,103020,0,7
729,1018,2,103030,0,2
730,1018,2,103050,0,2
731,1018,2,103040,0,4
732,1018,2,101045,1,5
733,1018,2,102040,1,5
734,1018,2,101014,0,3
735,1018,2,101042,0,3
736,1018,2,101012,0,2
737,1018,2,101031,0,1
738,1018,2,101031,1,1
739,1018,2,101032,0,1
740,1018,2,101032,1,1
741,1018,2,101033,0,1
742,1018,2,101033,1,1
743,1018,2,101034,0,1
744,1018,2,101034,1,1
745,1018,2,102030,0,1
746,1018,2,102030,1,1
747,1018,5,0,0,7
748,1018,5,1,6,3
749,1018,5,1,7,6
750,1018,5,2,1,7
751,1018,5,0,1,3
752,1018,5,0,2,3
753,1018,5,0,3,1
754,1018,5,0,4,5
755,1018,0,2,0,1
756,1018,5,0,5,3
757,1019,0,0,0,1
758,1019,1,0,0,4
759,1019,1,1,0,1
760,1019,1,2,0,1
761,1019,1,3,0,1
762,1019,1,4,0,1
763,1019,1,5,0,1
764,1019,4,0,0,1
765,1019,7,0,0,2
766,1019,8,0,0,1
767,1019,3,1,0,1
768,1019,6,0,1,1
769,1019,2,103010,0,4
770,1019,2,103020,0,5
771,1019,2,103030,0,1
772,1019,2,103050,0,1
773,1019,2,103040,0,5
774,1019,2,101045,1,4
775,1019,2,102040,1,4
776,1019,2,101014,0,1
777,1019,2,101042,0,2
778,1019,2,101012,0,1
779,1019,2,101031,0,1
780,1019,2,101031,1,1
781,1019,2,101032,0,1
782,1019,2,101032,1,1
783,1019,2,101033,0,1
784,1019,2,101033,1,1
785,1019,2,101034,0,1
786,1019,2,101034,1,1
787,1019,2,102030,0,1
788,1019,2,102030,1,1
789,1019,5,0,0,5
790,1019,5,1,6,1
791,1019,5,1,7,1
792,1019,5,2,1,1
793,1019,5,0,1,1
794,1019,5,0,2,1
795,1019,5,0,3,1
796,1019,5,0,4,1
797,1019,0,2,0,1
798,1019,5,0,5,1
799,1020,0,0,0,1
800,1020,1,0,0,5
801,1020,1,1,0,2
802,1020,1,2,0,5
803,1020,1,3,0,1
804,1020,1,4,0,2
805,1020,1,5,0,5
806,1020,4,0,0,2
807,1020,7,0,0,2
808,1020,8,0,0,1
809,1020,3,1,0,4
810,1020,6,0,1,2
811,1020,2,103010,0,5
812,1020,2,103020,0,4
813,1020,2,103030,0,5
814,1020,2,103050,0,1
815,1020,2,103040,0,6
816,1020,2,101045,1,5
817,1020,2,102040,1,5
818,1020,2,101014,0,2
819,1020,2,101042,0,3
820,1020,2,101012,0,2
821,1020,2,101031,0,2
822,1020,2,101031,1,2
823,1020,2,101032,0,2
824,1020,2,101032,1,2
825,1020,2,101033,0,2
826,1020,2,101033,1,2
827,1020,2,101034,0,2
828,1020,2,101034,1,2
829,1020,2,102030,0,2
830,1020,2,102030,1,2
831,1020,5,0,0,4
832,1020,5,1,6,2
833,1020,5,1,7,2
834,1020,5,2,1,4
835,1020,5,0,1,2
836,1020,5,0,2,2
837,1020,5,0,3,1
838,1020,5,0,4,5
839,1020,0,2,0,1
840,1020,5,0,5,2
841,1021,0,0,0,5
842,1021,1,0,0,2
843,1021,1,1,0,2
844,1021,1,2,0,2
845,1021,1,3,0,2
846,1021,1,4,0,2
847,1021,1,5,0,2
848,1021,4,0,0,1
849,1021,7,0,0,2
850,1021,8,0,0,1
851,1021,3,1,0,3
852,1021,6,0,1,3
853,1021,2,103010,0,2
854,1021,2,103020,0,1
855,1021,2,103030,0,4
856,1021,2,103050,0,3
857,1021,2,103040,0,3
858,1021,2,101045,1,1
859,1021,2,102040,1,1
860,1021,2,101014,0,1
861,1021,2,101042,0,1
862,1021,2,101012,0,1
863,1021,2,101031,0,1
864,1021,2,101031,1,1
865,1021,2,101032,0,1
866,1021,2,101032,1,1
867,1021,2,101033,0,1
868,1021,2,101033,1,1
869,1021,2,101034,0,1
870,1021,2,101034,1,1
871,1021,2,102030,0,1
872,1021,2,102030,1,1
873,1021,5,0,0,1
874,1021,5,1,6,3
875,1021,5,1,7,3
876,1021,5,2,1,3
877,1021,5,0,1,3
878,1021,5,0,2,3
879,1021,5,0,3,1
880,1021,5,0,4,2
881,1021,0,2,0,5
882,1021,5,0,5,2
883,1022,0,0,0,2
884,1022,1,0,0,3
885,1022,1,1,0,3
886,1022,1,2,0,3
887,1022,1,3,0,1
888,1022,1,4,0,3
889,1022,1,5,0,1
890,1022,4,0,0,2
891,1022,7,0,0,1
892,1022,8,0,0,1
893,1022,3,1,0,7
894,1022,6,0,1,6
895,1022,2,103010,0,1
896,1022,2,103020,0,4
897,1022,2,103030,0,4
898,1022,2,103050,0,2
899,1022,2,103040,0,1
900,1022,2,101045,1,3
901,1022,2,102040,1,3
902,1022,2,101014,0,2
903,1022,2,101042,0,3
904,1022,2,101012,0,2
905,1022,2,101031,0,1
906,1022,2,101031,1,1
907,1022,2,101032,0,1
908,1022,2,101032,1,1
909,1022,2,101033,0,1
910,1022,2,101033,1,1
911,1022,2,101034,0,1
912,1022,2,101034,1,1
913,1022,2,102030,0,1
914,1022,2,102030,1,1
915,1022,5,0,0,4
916,1022,5,1,6,1
917,1022,5,1,7,4
918,1022,5,2,1,7
919,1022,5,0,1,1
920,1022,5,0,2,1
921,1022,5,0,3,1
922,1022,5,0,4,3
923,1022,0,2,0,2
924,1022,5,0,5,3
925,1023,0,0,0,1
926,1023,1,0,0,5
927,1023,1,1,0,3
928,1023,1,2,0,5
929,1023,1,3,0,2
930,1023,1,4,0,3
931,1023,1,5,0,5
932,1023,4,0,0,1
933,1023,7,0,0,1
934,1023,8,0,0,1
935,1023,3,1,0,6
936,1023,6,0,1,5
937,1023,2,103010,0,5
938,1023,2,103020,0,4
939,1023,2,103030,0,2
940,1023,2,103050,0,2
941,1023,2,103040,0,4
942,1023,2,101045,1,5
943,1023,2,102040,1,5
944,1023,2,101014,0,3
945,1023,2,101042,0,3
946,1023,2,101012,0,2
947,1023,2,101031,0,2
948,1023,2,101031,1,2
949,1023,2,101032,0,2
950,1023,2,101032,1,2
951,1023,2,101033,0,2
952,1023,2,101033,1,2
953,1023,2,101034,0,2
954,1023,2,101034,1,2
955,1023,2,102030,0,2
956,1023,2,102030,1,2
957,1023,5,0,0,4
958,1023,5,1,6,2
959,1023,5,1,7,5
960,1023,5,2,1,6
961,1023,5,0,1,3
962,1023,5,0,2,3
963,1023,5,0,3,1
964,1023,5,0,4,5
965,1023,0,2,0,1
966,1023,5,0,5,3
967,1024,0,0,0,1
968,1024,1,0,0,4
969,1024,1,1,0,4
970,1024,1,2,0,1
971,1024,1,3,0,1
972,1024,1,4,0,4
973,1024,1,5,0,4
974,1024,4,0,0,2
975,1024,7,0,0,2
976,1024,8,0,0,1
977,1024,3,1,0,1
978,1024,6,0,1,1
979,1024,2,103010,0,4
980,1024,2,103020,0,5
981,1024,2,103030,0,1
982,1024,2,103050,0,1
983,1024,2,103040,0,5
984,1024,2,101045,1,4
985,1024,2,102040,1,4
986,1024,2,101014,0,1
987,1024,2,101042,0,2
988,1024,2,101012,0,1
989,1024,2,101031,0,1
990,1024,2,101031,1,1
991,1024,2,101032,0,1
992,1024,2,101032,1,1
993,1024,2,101033,0,1
994,1024,2,101033,1,1
995,1024,2,101034,0,1
996,1024,2,101034,1,1
997,1024,2,102030,0,1
998,1024,2,102030,1,1
999,1024,5,0,0,5
1000,1024,5,1,6,3
1001,1024,5,1,7,6
1002,1024,5,2,1,1
1003,1024,5,0,1,1
1004,1024,5,0,2,1
1005,1024,5,0,3,1
1006,1024,5,0,4,1
1007,1024,0,2,0,2
1008,1024,5,0,5,4
1009,1025,0,0,0,4
1010,1025,1,0,0,3
1011,1025,1,1,0,3
1012,1025,1,2,0,3
1013,1025,1,3,0,1
1014,1025,1,4,0,3
1015,1025,1,5,0,3
1016,1025,4,0,0,1
1017,1025,7,0,0,1
1018,1025,8,0,0,1
1019,1025,3,1,0,2
1020,1025,6,0,1,6
1021,1025,2,103010,0,6
1022,1025,2,103020,0,6
1023,1025,2,103030,0,5
1024,1025,2,103050,0,4
1025,1025,2,103040,0,6
1026,1025,2,101045,1,6
1027,1025,2,102040,1,6
1028,1025,2,101014,0,3
1029,1025,2,101042,0,3
1030,1025,2,101012,0,2
1031,1025,2,101031,0,2
1032,1025,2,101031,1,2
