id,type,count_num,disp_order,stamp_id,bg_id,group_id,step,gift_message_id,anime_file_id,anime_file_label,new_start_date,start_date,end_date
30046,2,1,43,0,0,0,0,0,0,,,2022/8/23 05:00:00,2022/8/24 4:59:59
30047,3,10,44,0,0,0,0,0,0,,,2022/8/24 12:00:00,2022/9/30 4:59:59
30048,4,7,68,0,0,30048,1,0,0,,,2022/12/12 12:00:00,2022/12/24 4:59:59
30049,4,5,69,0,30048,30048,2,0,0,,,2022/12/12 12:00:00,2022/12/24 4:59:59
30050,4,1,70,0,0,30048,3,63,0,,,2022/12/24 05:00:00,2022/12/26 4:59:59
30051,3,1,67,0,0,0,0,0,0,,,2022/10/20 12:00:00,2022/11/4 4:59:59
30052,3,1,45,0,0,0,0,0,0,,,2022/10/17 12:00:00,2022/10/24 4:59:59
30053,3,1,46,0,0,0,0,0,0,,,2022/10/24 5:00:00,2022/10/31 4:59:59
30054,3,1,47,0,0,0,0,0,0,,,2022/10/31 5:00:00,2022/11/7 4:59:59
30055,3,1,48,0,0,0,0,0,0,,,2022/11/7 5:00:00,2022/11/14 4:59:59
30056,3,1,49,0,0,0,0,0,0,,,2022/11/14 5:00:00,2022/11/21 4:59:59
30057,3,1,50,0,0,0,0,0,0,,,2022/11/21 5:00:00,2022/11/28 4:59:59
30058,3,1,51,0,0,0,0,0,0,,,2022/11/28 5:00:00,2022/12/5 4:59:59
30059,3,1,52,0,0,0,0,0,0,,,2022/12/5 5:00:00,2022/12/12 4:59:59
30060,3,1,53,0,0,0,0,0,0,,,2022/12/12 5:00:00,2022/12/19 4:59:59
30061,3,1,54,0,0,0,0,0,0,,,2022/12/19 5:00:00,2022/12/26 4:59:59
30062,3,1,55,0,0,0,0,0,0,,,2022/12/26 5:00:00,2023/1/2 4:59:59
30063,3,1,56,0,0,0,0,0,0,,,2023/1/16 5:00:00,2023/1/23 4:59:59
30064,3,1,57,0,0,0,0,0,0,,,2023/1/23 5:00:00,2023/1/30 4:59:59
30065,3,1,58,0,0,0,0,0,0,,,2023/1/30 5:00:00,2023/2/6 4:59:59
30066,3,1,59,0,0,0,0,0,0,,,2023/2/6 5:00:00,2023/2/13 4:59:59
30067,3,1,60,0,0,0,0,0,0,,,2023/2/13 5:00:00,2023/2/20 4:59:59
30068,3,1,61,0,0,0,0,0,0,,,2023/2/20 5:00:00,2023/2/27 4:59:59
30069,3,1,62,0,0,0,0,0,0,,,2023/2/23 5:00:00,2023/3/6 4:59:59
30070,3,1,63,0,0,0,0,0,0,,,2023/3/6 5:00:00,2023/3/13 4:59:59
30071,3,1,64,0,0,0,0,0,0,,,2023/3/13 5:00:00,2023/3/20 4:59:59
30072,3,1,65,0,0,0,0,0,0,,,2023/3/20 5:00:00,2023/3/27 4:59:59
30073,3,1,66,0,0,0,0,0,0,,,2023/3/27 5:00:00,2023/4/3 4:59:59
30074,2,1,71,0,0,0,0,0,0,,,2022/12/29 12:00:00,2022/12/30 4:59:59
30075,2,1,72,0,0,0,0,0,0,,,2022/12/30 5:00:00,2022/12/31 4:59:59
30076,2,1,73,0,0,0,0,0,0,,,2022/12/31 5:00:00,2023/1/1 4:59:59
30077,3,10,74,0,0,0,0,0,0,,,2023/1/1 5:00:00,2023/1/31 4:59:59
30078,3,1,75,0,0,0,0,0,0,,,2023/1/15 12:00:00,2023/1/29 4:59:59
30079,2,1,76,0,0,0,0,0,0,,,2023/2/14 12:00:00,2023/2/15 4:59:59
30080,2,1,77,0,0,0,0,0,0,,,2023/2/15 5:00:00,2023/2/16 4:59:59
30081,2,1,78,0,0,0,0,0,0,,,2023/2/16 5:00:00,2023/2/17 4:59:59
30082,2,1,79,0,0,0,0,0,0,,,2023/2/17 5:00:00,2023/2/18 4:59:59
30083,2,1,80,0,0,0,0,0,0,,,2023/2/18 5:00:00,2023/2/19 4:59:59
30084,2,1,81,0,0,0,0,0,0,,,2023/2/19 5:00:00,2023/2/20 4:59:59
30085,2,1,82,0,0,0,0,0,0,,,2023/2/20 5:00:00,2023/2/21 4:59:59
30086,2,1,83,0,0,0,0,0,0,,,2023/2/21 5:00:00,2023/2/22 4:59:59
30087,2,1,84,0,0,0,0,0,0,,,2023/2/22 5:00:00,2023/2/23 4:59:59
30088,2,1,85,0,0,0,0,0,0,,,2023/2/23 5:00:00,2023/2/24 4:59:59
30089,3,10,86,0,0,0,0,0,0,,,2023/2/24 12:00:00,2023/3/30 4:59:59
30090,3,15,87,0,0,0,0,0,0,,,2023/3/10 12:00:00,2023/3/30 4:59:59
30092,3,1,88,0,0,0,0,0,0,,,2023/4/10 12:00:00,2023/4/24 4:59:59
30093,3,1,89,0,0,0,0,0,0,,,2023/4/17 12:00:00,2023/4/24 4:59:59
30094,3,1,90,0,30093,0,0,0,0,,,2023/4/24 5:00:00,2023/5/1 4:59:59
30095,3,1,91,0,30093,0,0,0,0,,,2023/5/1 5:00:00,2023/5/8 4:59:59
30096,3,1,92,0,30093,0,0,0,0,,,2023/5/8 5:00:00,2023/5/15 4:59:59
30097,2,1,100,0,0,0,0,0,0,,,2023/8/14 12:00:00,2023/8/15 4:59:59
30098,2,1,101,0,0,0,0,0,0,,,2023/8/15 5:00:00,2023/8/16 4:59:59
30099,2,1,102,0,0,0,0,0,0,,,2023/8/16 5:00:00,2023/8/17 4:59:59
30100,2,1,103,0,0,0,0,0,0,,,2023/8/17 5:00:00,2023/8/18 4:59:59
30101,2,1,104,0,0,0,0,0,0,,,2023/8/18 5:00:00,2023/8/19 4:59:59
30102,2,1,105,0,0,0,0,0,0,,,2023/8/19 5:00:00,2023/8/20 4:59:59
30103,2,1,106,0,0,0,0,0,0,,,2023/8/20 5:00:00,2023/8/21 4:59:59
30104,2,1,107,0,0,0,0,0,0,,,2023/8/21 5:00:00,2023/8/22 4:59:59
30105,2,1,108,0,0,0,0,0,0,,,2023/8/22 5:00:00,2023/8/23 4:59:59
30106,2,1,109,0,0,0,0,0,0,,,2023/8/23 5:00:00,2023/8/24 4:59:59
30107,3,10,110,0,0,0,0,0,0,,,2023/8/24 12:00:00,2023/9/30 4:59:59
30108,3,1,111,0,0,0,0,0,0,,,2023/9/7 12:00:00,2023/10/3 4:59:59
30109,3,1,150,0,0,0,0,0,0,,,2023/10/05 12:00:00,2023/10/12 4:59:59
30110,3,1,151,0,30109,0,0,0,0,,,2023/10/12 5:00:00,2023/10/19 4:59:59
30111,3,1,152,0,30109,0,0,0,0,,,2023/10/19 5:00:00,2023/10/26 4:59:59
30112,3,1,115,0,30109,0,0,0,0,,,2023/10/26 5:00:00,2023/11/02 4:59:59
30113,3,1,116,0,30109,0,0,0,0,,,2023/11/02 5:00:00,2023/11/09 4:59:59
30114,3,1,117,0,30109,0,0,0,0,,,2023/11/09 5:00:00,2023/11/16 4:59:59
30115,3,1,118,0,30109,0,0,0,0,,,2023/11/16 5:00:00,2023/11/23 4:59:59
30116,3,1,119,0,30109,0,0,0,0,,,2023/11/23 5:00:00,2023/11/30 4:59:59
30117,3,1,153,0,30109,0,0,0,0,,,2023/11/30 5:00:00,2023/12/07 4:59:59
30118,3,1,154,0,30109,0,0,0,0,,,2023/12/07 5:00:00,2023/12/14 4:59:59
30119,3,1,122,0,30109,0,0,0,0,,,2023/12/14 5:00:00,2023/12/21 4:59:59
30120,3,1,123,0,30109,0,0,0,0,,,2023/12/21 5:00:00,2023/12/28 4:59:59
30121,3,1,128,0,30109,0,0,0,0,,,2023/12/28 5:00:00,2024/01/04 4:59:59
30122,3,10,114,0,0,0,0,0,0,,,2023/10/30 12:00:00,2023/11/30 4:59:59
30123,3,1,112,0,0,0,0,0,0,,,2023/11/1 12:00:00,2023/12/1 4:59:59
30124,3,1,113,0,0,0,0,0,0,,,2023/10/16 12:00:00,2023/10/30 4:59:59
30125,3,1,120,0,0,0,0,0,0,,,2023/11/30 12:00:00,2023/12/11 4:59:59
30126,2,1,121,0,0,0,0,0,0,,,2023/12/28 12:00:00,2023/12/29 4:59:59
30127,2,1,124,0,0,0,0,0,0,,,2023/12/29 5:00:00,2023/12/30 4:59:59
30128,2,1,125,0,0,0,0,0,0,,,2023/12/30 5:00:00,2023/12/31 4:59:59
30129,2,1,126,0,0,0,0,0,0,,,2023/12/31 5:00:00,2024/1/1 4:59:59
30130,3,10,127,0,0,0,0,0,0,,,2024/1/1 5:00:00,2024/1/31 4:59:59
30131,2,1,500,0,0,0,0,0,30131,num_10,,2024/2/14 12:00:00,2024/2/15 4:59:59
30132,2,1,500,0,0,0,0,0,30131,num_09,,2024/2/15 5:00:00,2024/2/16 4:59:59
30133,2,1,500,0,0,0,0,0,30131,num_08,,2024/2/16 5:00:00,2024/2/17 4:59:59
30134,2,1,500,0,0,0,0,0,30131,num_07,,2024/2/17 5:00:00,2024/2/18 4:59:59
30135,2,1,500,0,0,0,0,0,30131,num_06,,2024/2/18 5:00:00,2024/2/19 4:59:59
30136,2,1,500,0,0,0,0,0,30131,num_05,,2024/2/19 5:00:00,2024/2/20 4:59:59
30137,2,1,500,0,0,0,0,0,30131,num_04,,2024/2/20 5:00:00,2024/2/21 4:59:59
30138,2,1,500,0,0,0,0,0,30131,num_03,,2024/2/21 5:00:00,2024/2/22 4:59:59
30139,2,1,500,0,0,0,0,0,30131,num_02,,2024/2/22 5:00:00,2024/2/23 4:59:59
30140,2,1,500,0,0,0,0,0,30131,num_01,,2024/2/23 5:00:00,2024/2/24 4:59:59
30141,3,10,500,0,0,0,0,0,0,,,2024/2/24 12:00:00,2024/3/30 4:59:59
30142,3,15,500,0,0,0,0,0,0,,,2024/3/12 12:00:00,2024/3/30 4:59:59
30147,2,1,510,0,0,0,0,0,0,,,2024/5/24 12:00:00,2024/8/1 4:59:59
30148,3,1,500,0,0,0,0,0,0,,,2024/5/16 12:00:00,2024/5/31 4:59:59
30149,3,1,500,0,0,0,0,0,0,,,2024/8/30 12:00:00,2024/9/20 4:59:59
30150,3,1,500,0,0,0,0,0,0,,,2024/6/26 12:00:00,2024/7/30 4:59:59
30151,2,1,500,0,0,0,0,0,30151,num_10,,2024/08/14 12:00:00,2024/08/15 4:59:59
30152,2,1,500,0,0,0,0,0,30151,num_09,,2024/08/15 5:00:00,2024/08/16 4:59:59
30153,2,1,500,0,0,0,0,0,30151,num_08,,2024/08/16 5:00:00,2024/08/17 4:59:59
30154,2,1,500,0,0,0,0,0,30151,num_07,,2024/08/17 5:00:00,2024/08/18 4:59:59
30155,2,1,500,0,0,0,0,0,30151,num_06,,2024/08/18 5:00:00,2024/08/19 4:59:59
30156,2,1,500,0,0,0,0,0,30151,num_05,,2024/08/19 5:00:00,2024/08/20 4:59:59
30157,2,1,500,0,0,0,0,0,30151,num_04,,2024/08/20 5:00:00,2024/08/21 4:59:59
30158,2,1,500,0,0,0,0,0,30151,num_03,,2024/08/21 5:00:00,2024/08/22 4:59:59
30159,2,1,500,0,0,0,0,0,30151,num_02,,2024/08/22 5:00:00,2024/08/23 4:59:59
30160,2,1,500,0,0,0,0,0,30151,num_01,,2024/08/23 5:00:00,2024/08/24 4:59:59
30161,3,10,500,0,0,0,0,0,0,,,2024/08/24 12:00:00,2024/10/01 4:59:59
30162,3,1,500,0,0,0,0,0,0,,,2024/08/24 12:00:00,2024/09/13 4:59:59
30163,3,1,500,0,0,0,0,0,0,,,2024/10/29 12:00:00,2024/11/29 4:59:59
30164,3,1,500,0,0,0,0,0,30123,,,2024/11/2 12:00:00,2024/12/10 4:59:59
30165,2,1,500,0,0,0,0,0,30126,,,2024/12/27 12:00:00,2024/12/28 4:59:59
30166,2,1,500,0,0,0,0,0,30126,,,2024/12/28 5:00:00,2024/12/29 4:59:59
30167,2,1,500,0,0,0,0,0,30126,,,2024/12/29 5:00:00,2024/12/30 4:59:59
30168,2,1,500,0,0,0,0,0,30126,,,2024/12/30 5:00:00,2024/12/31 4:59:59
30169,2,1,500,0,0,0,0,0,30126,,,2024/12/31 5:00:00,2025/1/1 4:59:59
30170,3,10,500,0,0,0,0,0,30130,,,2025/1/1 5:00:00,2025/1/31 4:59:59
30171,2,1,500,0,0,0,0,0,30171,num_10,,2025/2/14 12:00:00,2025/2/15 4:59:59
30172,2,1,500,0,0,0,0,0,30171,num_09,,2025/2/15 5:00:00,2025/2/16 4:59:59
30173,2,1,500,0,0,0,0,0,30171,num_08,,2025/2/16 5:00:00,2025/2/17 4:59:59
30174,2,1,500,0,0,0,0,0,30171,num_07,,2025/2/17 5:00:00,2025/2/18 4:59:59
30175,2,1,500,0,0,0,0,0,30171,num_06,,2025/2/18 5:00:00,2025/2/19 4:59:59
30176,2,1,500,0,0,0,0,0,30171,num_05,,2025/2/19 5:00:00,2025/2/20 4:59:59
30177,2,1,500,0,0,0,0,0,30171,num_04,,2025/2/20 5:00:00,2025/2/21 4:59:59
30178,2,1,500,0,0,0,0,0,30171,num_03,,2025/2/21 5:00:00,2025/2/22 4:59:59
30179,2,1,500,0,0,0,0,0,30171,num_02,,2025/2/22 5:00:00,2025/2/23 4:59:59
30180,2,1,500,0,0,0,0,0,30171,num_01,,2025/2/23 5:00:00,2025/2/24 4:59:59
30181,3,10,500,0,0,0,0,0,0,,,2025/2/24 12:00:00,2025/4/1 4:59:59
30182,3,15,500,0,0,0,0,0,0,,,2025/3/11 12:00:00,2025/4/1 4:59:59
30183,3,1,500,0,0,0,0,0,0,,,2025/3/20 12:00:00,2025/6/23 4:59:59
30184,3,1,500,0,0,0,0,0,30184,num_01,,2025/04/07 12:00:00,2025/04/14 4:59:59
30185,3,1,500,0,30184,0,0,0,30184,num_02,,2025/04/14 5:00:00,2025/04/21 4:59:59
30186,3,1,500,0,30184,0,0,0,30184,num_03,,2025/04/21 5:00:00,2025/04/28 4:59:59
30187,3,1,500,0,30184,0,0,0,30184,num_04,,2025/04/28 5:00:00,2025/05/05 4:59:59
30188,3,1,500,0,30184,0,0,0,30184,num_05,,2025/05/05 5:00:00,2025/05/12 4:59:59
30189,3,1,500,0,30184,0,0,0,30184,num_06,,2025/05/12 5:00:00,2025/05/19 4:59:59
30190,3,1,500,0,30184,0,0,0,30184,num_07,,2025/05/19 5:00:00,2025/05/26 4:59:59
30191,3,1,500,0,30184,0,0,0,30184,num_08,,2025/05/26 5:00:00,2025/06/02 4:59:59
30192,3,1,500,0,0,0,0,0,30184,num_09,,2025/06/02 5:00:00,2025/06/09 4:59:59
30193,3,1,500,0,30192,0,0,0,30184,num_10,,2025/06/09 5:00:00,2025/06/16 4:59:59
30194,3,1,500,0,30192,0,0,0,30184,num_11,,2025/06/16 5:00:00,2025/06/23 4:59:59
30195,3,1,500,0,30192,0,0,0,30184,num_12,,2025/06/23 5:00:00,2025/06/30 4:59:59
30196,3,1,500,0,30192,0,0,0,30184,num_13,,2025/06/30 5:00:00,2025/07/07 4:59:59
30197,3,1,500,0,0,0,0,0,0,,,2025/6/27 12:00:00,2025/7/31 4:59:59
30198,2,1,500,0,0,0,0,0,30198,num_10,,2025/8/14 12:00:00,2025/8/15 4:59:59
30199,2,1,500,0,0,0,0,0,30198,num_09,,2025/8/15 5:00:00,2025/8/16 4:59:59
30200,2,1,500,0,0,0,0,0,30198,num_08,,2025/8/16 5:00:00,2025/8/17 4:59:59
30201,2,1,500,0,0,0,0,0,30198,num_07,,2025/8/17 5:00:00,2025/8/18 4:59:59
30202,2,1,500,0,0,0,0,0,30198,num_06,,2025/8/18 5:00:00,2025/8/19 4:59:59
30203,2,1,500,0,0,0,0,0,30198,num_05,,2025/8/19 5:00:00,2025/8/20 4:59:59
30204,2,1,500,0,0,0,0,0,30198,num_04,,2025/8/20 5:00:00,2025/8/21 4:59:59
30205,2,1,500,0,0,0,0,0,30198,num_03,,2025/8/21 5:00:00,2025/8/22 4:59:59
30206,2,1,500,0,0,0,0,0,30198,num_02,,2025/8/22 5:00:00,2025/8/23 4:59:59
30207,2,1,500,0,0,0,0,0,30198,num_01,,2025/8/23 5:00:00,2025/8/24 4:59:59
30208,3,10,500,0,0,0,0,0,0,,,2025/08/24 12:00:00,2025/09/30 4:59:59
30209,3,1,500,0,0,0,0,0,30209,,,2025/10/24 12:00:00,2025/11/28 4:59:59
30210,3,1,500,0,0,0,0,0,30210,num_14,,2025/10/06 12:00:00,2025/10/13 4:59:59
30211,3,1,500,0,30210,0,0,0,30210,num_15,,2025/10/13 5:00:00,2025/10/20 4:59:59
30212,3,1,500,0,30210,0,0,0,30210,num_16,,2025/10/20 5:00:00,2025/11/03 4:59:59
30213,3,1,500,0,30210,0,0,0,30210,num_17,,2025/11/03 5:00:00,2025/11/10 4:59:59
30214,3,1,500,0,30210,0,0,0,30210,num_18,,2025/11/10 5:00:00,2025/11/24 4:59:59
30215,3,1,500,0,30210,0,0,0,30210,num_19,,2025/11/24 5:00:00,2025/12/01 4:59:59
30216,3,1,500,0,30210,0,0,0,30210,num_20,,2025/12/01 5:00:00,2025/12/08 4:59:59
30217,3,1,500,0,30210,0,0,0,30210,num_21,,2025/12/08 5:00:00,2025/12/15 4:59:59
30218,3,1,500,0,0,0,0,0,30210,num_22,,2025/12/15 5:00:00,2025/12/22 4:59:59
30219,3,1,500,0,30218,0,0,0,30210,num_23,,2025/12/22 5:00:00,2025/12/29 4:59:59
30220,3,1,500,0,0,0,0,0,0,,,2025/10/29 12:00:00,2025/11/28 4:59:59
30221,2,1,500,0,0,0,0,0,30126,,,2025/12/26 12:00:00,2025/12/27 4:59:59
30222,2,1,500,0,0,0,0,0,30126,,,2025/12/27 5:00:00,2025/12/28 4:59:59
30223,2,1,500,0,0,0,0,0,30126,,,2025/12/28 5:00:00,2025/12/29 4:59:59
30224,2,1,500,0,0,0,0,0,30126,,,2025/12/29 5:00:00,2025/12/30 4:59:59
30225,2,1,500,0,0,0,0,0,30126,,,2025/12/30 5:00:00,2025/12/31 4:59:59
30226,2,1,500,0,0,0,0,0,30126,,,2025/12/31 5:00:00,2026/1/1 4:59:59
30227,3,10,500,0,0,0,0,0,30130,,,2026/1/1 5:00:00,2026/1/30 4:59:59
30228,2,1,500,0,0,0,0,0,30228,num_10,,2026/2/14 12:00:00,2026/2/15 4:59:59
30229,2,1,500,0,0,0,0,0,30228,num_09,,2026/2/15 5:00:00,2026/2/16 4:59:59
30230,2,1,500,0,0,0,0,0,30228,num_08,,2026/2/16 5:00:00,2026/2/17 4:59:59
30231,2,1,500,0,0,0,0,0,30228,num_07,,2026/2/17 5:00:00,2026/2/18 4:59:59
30232,2,1,500,0,0,0,0,0,30228,num_06,,2026/2/18 5:00:00,2026/2/19 4:59:59
30233,2,1,500,0,0,0,0,0,30228,num_05,,2026/2/19 5:00:00,2026/2/20 4:59:59
30234,2,1,500,0,0,0,0,0,30228,num_04,,2026/2/20 5:00:00,2026/2/21 4:59:59
30235,2,1,500,0,0,0,0,0,30228,num_03,,2026/2/21 5:00:00,2026/2/22 4:59:59
30236,2,1,500,0,0,0,0,0,30228,num_02,,2026/2/22 5:00:00,2026/2/23 4:59:59
30237,2,1,500,0,0,0,0,0,30228,num_01,,2026/2/23 5:00:00,2026/2/24 4:59:59
30238,3,10,500,0,0,0,0,0,0,,,2026/02/24 12:00:00,2026/03/31 4:59:59
30239,3,15,500,0,0,0,0,0,0,,,2026/03/11 12:00:00,2026/03/31 4:59:59
30240,3,6,500,0,0,0,0,0,0,,,2026/04/30 12:00:00,2026/05/20 4:59:59
30241,3,1,500,0,0,0,0,0,0,,,2026/6/29 12:00:00,2026/7/30 4:59:59
50000,5,10,990,0,0,50000,1,0,50000,,,2026/2/24 12:00:00,2050/1/1 4:59:59
50001,5,10,990,0,50000,50000,2,0,50000,,,2026/2/24 12:00:00,2050/1/1 4:59:59
50002,5,10,990,0,50000,50000,3,0,50000,,,2026/2/24 12:00:00,2050/1/1 4:59:59
50003,5,10,990,0,50000,50000,4,0,50000,,,2026/2/24 12:00:00,2050/1/1 4:59:59
50004,5,10,990,0,50000,50000,5,0,50000,,,2026/2/24 12:00:00,2050/1/1 4:59:59
50005,5,10,990,0,50000,50000,6,0,50000,,,2026/2/24 12:00:00,2050/1/1 4:59:59
