id,type,value,index,start_date,end_date
49,1,1049,1,2021-08-24 12:00:00,2050-01-01 23:59:59
50,1,1050,1,2017-01-01 00:00:00,2050-01-01 23:59:59
51,1,1051,1,2017-01-01 00:00:00,2050-01-01 23:59:59
52,1,1052,1,2017-01-01 00:00:00,2050-01-01 23:59:59
53,1,1053,1,2021-08-24 12:00:00,2050-01-01 23:59:59
54,1,1054,1,2017-01-01 00:00:00,2050-01-01 23:59:59
55,1,1055,1,2017-01-01 00:00:00,2050-01-01 23:59:59
56,1,1056,1,2017-01-01 00:00:00,2050-01-01 23:59:59
57,1,1057,1,2021-08-24 12:00:00,2050-01-01 23:59:59
58,1,1058,1,2017-01-01 00:00:00,2050-01-01 23:59:59
59,1,1059,1,2017-01-01 00:00:00,2050-01-01 23:59:59
60,1,1060,1,2017-01-01 00:00:00,2050-01-01 23:59:59
61,1,1061,1,2017-01-01 00:00:00,2050-01-01 23:59:59
62,1,1062,1,2021-08-24 12:00:00,2050-01-01 23:59:59
63,1,1063,1,2021-08-24 12:00:00,2050-01-01 23:59:59
64,1,1064,1,2021-08-24 12:00:00,2050-01-01 23:59:59
65,1,1065,1,2021-08-24 12:00:00,2050-01-01 23:59:59
66,1,1066,1,2021-08-24 12:00:00,2050-01-01 23:59:59
67,1,1067,1,2021-08-24 12:00:00,2050-01-01 23:59:59
68,1,1068,1,2021-08-24 12:00:00,2050-01-01 23:59:59
69,1,1069,1,2021-08-24 12:00:00,2050-01-01 23:59:59
70,1,1070,1,2022-02-24 12:00:00,2050-01-01 23:59:59
71,1,1071,1,2021-08-24 12:00:00,2050-01-01 23:59:59
72,1,1072,1,2021-08-24 12:00:00,2050-01-01 23:59:59
73,1,2001,1,2022-02-24 12:00:00,2050-01-01 23:59:59
74,1,9001,1,2022-02-24 12:00:00,2050-01-01 23:59:59
75,1,9002,1,2022-02-24 12:00:00,2050-01-01 23:59:59
76,1,9003,1,2022-02-24 12:00:00,2050-01-01 23:59:59
77,1,9004,1,2022-02-24 12:00:00,2050-01-01 23:59:59
78,1,9005,1,2022-02-24 12:00:00,2050-01-01 23:59:59
79,1,2002,1,2022-02-24 12:00:00,2050-01-01 23:59:59
80,1,2003,1,2022-02-24 12:00:00,2050-01-01 23:59:59
81,1,9006,1,2022-02-24 12:00:00,2050-01-01 23:59:59
82,1,1077,1,2022-02-24 12:00:00,2050-01-01 23:59:59
83,1,1074,1,2022-02-24 12:00:00,2050-01-01 23:59:59
84,1,1001,2,2022-02-24 12:00:00,2050-01-01 23:59:59
85,1,1002,2,2022-02-24 12:00:00,2050-01-01 23:59:59
86,1,1003,2,2022-02-24 12:00:00,2050-01-01 23:59:59
87,1,1068,2,2022-02-24 12:00:00,2050-01-01 23:59:59
88,1,1062,2,2022-02-24 12:00:00,2050-01-01 23:59:59
89,1,1013,2,2022-02-24 12:00:00,2050-01-01 23:59:59
90,1,1067,2,2022-02-24 12:00:00,2050-01-01 23:59:59
91,1,1041,2,2022-02-24 12:00:00,2050-01-01 23:59:59
92,1,1033,2,2022-02-24 12:00:00,2050-01-01 23:59:59
93,1,1024,2,2022-02-24 12:00:00,2050-01-01 23:59:59
94,1,1030,2,2022-02-24 12:00:00,2050-01-01 23:59:59
95,1,1071,2,2022-02-24 12:00:00,2050-01-01 23:59:59
96,1,1069,2,2022-02-24 12:00:00,2050-01-01 23:59:59
97,1,1098,1,2023-02-24 12:00:00,2050-01-01 23:59:59
98,1,1073,1,2023-02-24 12:00:00,2050-01-01 23:59:59
99,1,1078,1,2023-02-24 12:00:00,2050-01-01 23:59:59
100,1,1099,1,2023-02-24 12:00:00,2050-01-01 23:59:59
101,1,1100,1,2023-02-24 12:00:00,2050-01-01 23:59:59
102,1,9008,1,2023-02-24 12:00:00,2050-01-01 23:59:59
103,1,1076,1,2023-02-24 12:00:00,2050-01-01 23:59:59
104,1,1083,1,2023-02-24 12:00:00,2050-01-01 23:59:59
105,1,1084,1,2023-02-24 12:00:00,2050-01-01 23:59:59
106,1,1087,1,2023-02-24 12:00:00,2050-01-01 23:59:59
107,1,1085,1,2023-02-24 12:00:00,2050-01-01 23:59:59
108,1,1093,1,2023-02-24 12:00:00,2050-01-01 23:59:59
109,1,1086,1,2023-02-24 12:00:00,2050-01-01 23:59:59
110,1,1094,1,2023-02-24 12:00:00,2050-01-01 23:59:59
111,1,1016,2,2023-02-24 12:00:00,2050-01-01 23:59:59
112,1,1015,2,2023-02-24 12:00:00,2050-01-01 23:59:59
113,1,1017,2,2023-02-24 12:00:00,2050-01-01 23:59:59
114,1,1025,2,2023-02-24 12:00:00,2050-01-01 23:59:59
115,1,1057,2,2023-02-24 12:00:00,2050-01-01 23:59:59
116,1,1076,2,2023-02-24 12:00:00,2050-01-01 23:59:59
117,1,1077,2,2023-02-24 12:00:00,2050-01-01 23:59:59
118,1,9040,1,2023-08-24 12:00:00,2050-01-01 23:59:59
119,1,9041,1,2023-08-24 12:00:00,2050-01-01 23:59:59
120,1,9042,1,2023-08-24 12:00:00,2050-01-01 23:59:59
121,1,1088,1,2023-08-24 12:00:00,2050-01-01 23:59:59
122,1,1089,1,2023-08-24 12:00:00,2050-01-01 23:59:59
123,1,1007,2,2023-08-24 12:00:00,2050-01-01 23:59:59
124,1,1014,2,2023-08-24 12:00:00,2050-01-01 23:59:59
125,1,1049,2,2023-08-24 12:00:00,2050-01-01 23:59:59
126,1,1104,1,2023-08-24 12:00:00,2050-01-01 23:59:59
127,1,1105,1,2023-08-24 12:00:00,2050-01-01 23:59:59
128,1,1106,1,2023-08-24 12:00:00,2050-01-01 23:59:59
129,1,1107,1,2023-08-24 12:00:00,2050-01-01 23:59:59
130,1,1046,2,2023-08-24 12:00:00,2050-01-01 23:59:59
131,1,1026,2,2023-08-24 12:00:00,2050-01-01 23:59:59
132,1,1042,2,2023-08-24 12:00:00,2050-01-01 23:59:59
133,1,1032,2,2023-08-24 12:00:00,2050-01-01 23:59:59
134,1,1072,2,2023-08-24 12:00:00,2050-01-01 23:59:59
135,1,1055,2,2023-08-24 12:00:00,2050-01-01 23:59:59
136,1,1027,2,2023-08-24 12:00:00,2050-01-01 23:59:59
137,1,1053,2,2023-08-24 12:00:00,2050-01-01 23:59:59
138,1,1036,2,2023-08-24 12:00:00,2050-01-01 23:59:59
139,1,1044,2,2023-08-24 12:00:00,2050-01-01 23:59:59
140,1,1090,1,2024-02-24 12:00:00,2050-01-01 23:59:59
141,1,1102,1,2024-02-24 12:00:00,2050-01-01 23:59:59
142,1,1108,1,2024-02-24 12:00:00,2050-01-01 23:59:59
143,1,1091,1,2024-02-24 12:00:00,2050-01-01 23:59:59
144,1,1103,1,2024-02-24 12:00:00,2050-01-01 23:59:59
145,1,1082,1,2024-02-24 12:00:00,2050-01-01 23:59:59
146,1,1115,1,2024-02-24 12:00:00,2050-01-01 23:59:59
147,1,9043,1,2024-02-24 12:00:00,2050-01-01 23:59:59
148,1,2005,1,2024-02-24 12:00:00,2050-01-01 23:59:59
149,1,2006,1,2024-02-24 12:00:00,2050-01-01 23:59:59
150,1,1116,1,2024-02-24 12:00:00,2050-01-01 23:59:59
151,1,1117,1,2024-02-24 12:00:00,2050-01-01 23:59:59
152,1,1094,2,2024-02-24 12:00:00,2050-01-01 23:59:59
153,1,1079,1,2024-08-24 12:00:00,2050-01-01 23:59:59
154,1,1080,1,2024-08-24 12:00:00,2050-01-01 23:59:59
155,1,1081,1,2024-08-24 12:00:00,2050-01-01 23:59:59
156,1,1092,1,2024-08-24 12:00:00,2050-01-01 23:59:59
157,1,1095,1,2024-08-24 12:00:00,2050-01-01 23:59:59
158,1,1096,1,2024-08-24 12:00:00,2050-01-01 23:59:59
159,1,1097,1,2024-08-24 12:00:00,2050-01-01 23:59:59
160,1,1109,1,2024-08-24 12:00:00,2050-01-01 23:59:59
161,1,1110,1,2024-08-24 12:00:00,2050-01-01 23:59:59
162,1,1111,1,2024-08-24 12:00:00,2050-01-01 23:59:59
163,1,1112,1,2024-08-24 12:00:00,2050-01-01 23:59:59
164,1,1114,1,2024-08-24 12:00:00,2050-01-01 23:59:59
165,1,1119,1,2024-08-24 12:00:00,2050-01-01 23:59:59
166,1,1120,1,2024-08-24 12:00:00,2050-01-01 23:59:59
167,1,1121,1,2024-08-24 12:00:00,2050-01-01 23:59:59
168,1,1075,1,2025-02-24 12:00:00,2050-01-01 23:59:59
169,1,1113,1,2025-02-24 12:00:00,2050-01-01 23:59:59
170,1,1124,1,2025-02-24 12:00:00,2050-01-01 23:59:59
171,1,1127,1,2025-02-24 12:00:00,2050-01-01 23:59:59
172,1,1128,1,2025-02-24 12:00:00,2050-01-01 23:59:59
173,1,1129,1,2025-02-24 12:00:00,2050-01-01 23:59:59
174,1,1130,1,2025-02-24 12:00:00,2050-01-01 23:59:59
175,1,1131,1,2025-02-24 12:00:00,2050-01-01 23:59:59
176,1,1132,1,2025-02-24 12:00:00,2050-01-01 23:59:59
177,1,1133,1,2025-02-24 12:00:00,2050-01-01 23:59:59
178,1,1134,1,2025-02-24 12:00:00,2050-01-01 23:59:59
179,1,2007,1,2025-02-24 12:00:00,2050-01-01 23:59:59
180,1,9044,1,2025-02-24 12:00:00,2050-01-01 23:59:59
181,1,9045,1,2025-02-24 12:00:00,2050-01-01 23:59:59
182,1,1030,51,2025-03-20 12:00:00,2025-12-14 23:59:59
183,1,1006,2,2025-08-24 12:00:00,2050-01-01 23:59:59
184,1,1021,2,2025-08-24 12:00:00,2050-01-01 23:59:59
185,1,1034,2,2025-08-24 12:00:00,2050-01-01 23:59:59
186,1,1039,2,2025-08-24 12:00:00,2050-01-01 23:59:59
187,1,1040,2,2025-08-24 12:00:00,2050-01-01 23:59:59
188,1,1045,2,2025-08-24 12:00:00,2050-01-01 23:59:59
189,1,1061,2,2025-08-24 12:00:00,2050-01-01 23:59:59
190,1,1109,2,2025-08-24 12:00:00,2050-01-01 23:59:59
191,1,1113,2,2025-08-24 12:00:00,2050-01-01 23:59:59
192,1,1118,1,2025-08-24 12:00:00,2050-01-01 23:59:59
193,1,1135,1,2025-08-24 12:00:00,2050-01-01 23:59:59
194,1,9046,1,2025-08-24 12:00:00,2050-01-01 23:59:59
195,1,9047,1,2025-08-24 12:00:00,2050-01-01 23:59:59
196,1,9048,1,2025-08-24 12:00:00,2050-01-01 23:59:59
197,1,9049,1,2025-08-24 12:00:00,2050-01-01 23:59:59
198,1,1010,2,2026-02-24 12:00:00,2050-01-01 23:59:59
199,1,1126,1,2026-02-24 12:00:00,2050-01-01 23:59:59
200,1,1129,2,2026-02-24 12:00:00,2050-01-01 23:59:59
201,1,1132,2,2026-02-24 12:00:00,2050-01-01 23:59:59
202,1,1136,1,2026-02-24 12:00:00,2050-01-01 23:59:59
203,1,1137,1,2026-02-24 12:00:00,2050-01-01 23:59:59
204,1,1138,1,2026-02-24 12:00:00,2050-01-01 23:59:59
205,1,1140,1,2026-02-24 12:00:00,2050-01-01 23:59:59
206,1,1141,1,2026-02-24 12:00:00,2050-01-01 23:59:59
207,1,1142,1,2026-02-24 12:00:00,2050-01-01 23:59:59
208,1,1143,1,2026-02-24 12:00:00,2050-01-01 23:59:59
209,1,1144,1,2026-02-24 12:00:00,2050-01-01 23:59:59
210,1,1145,1,2026-02-24 12:00:00,2050-01-01 23:59:59
211,1,9050,1,2026-02-24 12:00:00,2050-01-01 23:59:59
212,1,9051,1,2026-02-24 12:00:00,2050-01-01 23:59:59
8001,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8002,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8003,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8004,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8005,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8006,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8007,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8008,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8010,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8011,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8012,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8013,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8014,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8015,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8016,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8017,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8018,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8019,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8020,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8021,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8022,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8023,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8024,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8025,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8026,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8027,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8028,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8029,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8030,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8031,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8032,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8033,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8034,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8035,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8036,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8037,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8038,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8039,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8040,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8041,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8042,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8043,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8044,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8045,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8046,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8047,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8048,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8049,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8050,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8051,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8052,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8053,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8054,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8055,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8056,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8057,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8058,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8059,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8060,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8061,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8062,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8063,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8064,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8065,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8066,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8067,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8068,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8069,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8070,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8071,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8072,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8073,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8074,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8075,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8076,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8077,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8078,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8079,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8080,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8081,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8082,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8083,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8084,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8085,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8086,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8087,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
8088,3,9001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9000,2,1001,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9001,2,1002,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9002,2,1003,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9003,2,1004,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9004,2,1005,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9005,2,1006,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9006,2,1007,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9007,2,1008,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9008,2,1009,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9009,2,1010,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9010,2,1011,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9011,2,1012,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9012,2,1013,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9013,2,1014,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9014,2,1015,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9015,2,1017,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9016,2,1018,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9017,2,1020,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9018,2,1024,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9019,2,1027,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9020,2,1030,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9021,2,1032,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9022,2,1035,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9023,2,1040,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9024,2,1041,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9025,2,1045,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9026,2,1052,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9027,2,1056,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9028,2,1060,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9029,2,1061,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9030,2,1019,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9031,2,1021,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9032,2,1022,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9033,2,1023,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9034,2,1025,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9035,2,1026,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9036,2,1029,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9037,2,1031,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9038,2,1036,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9039,2,1037,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9040,2,1046,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9041,2,1050,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9042,2,1051,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9043,2,1054,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9044,2,1055,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9045,2,1058,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9046,2,1059,0,2017-01-01 00:00:00,2050-01-01 23:59:59
9047,2,1016,0,2021-08-24 12:00:00,2050-01-01 23:59:59
9048,2,1028,0,2021-08-24 12:00:00,2050-01-01 23:59:59
9049,2,1033,0,2021-08-24 12:00:00,2050-01-01 23:59:59
9050,2,1034,0,2021-08-24 12:00:00,2050-01-01 23:59:59
9051,2,1038,0,2021-08-24 12:00:00,2050-01-01 23:59:59
9052,2,1039,0,2021-08-24 12:00:00,2050-01-01 23:59:59
9053,2,1042,0,2021-08-24 12:00:00,2050-01-01 23:59:59
9054,2,1043,0,2021-08-24 12:00:00,2050-01-01 23:59:59
9055,2,1044,0,2021-08-24 12:00:00,2050-01-01 23:59:59
9056,2,1047,0,2021-08-24 12:00:00,2050-01-01 23:59:59
9057,2,1048,0,2021-08-24 12:00:00,2050-01-01 23:59:59
9058,2,1049,0,2021-08-24 12:00:00,2050-01-01 23:59:59
9059,2,1053,0,2021-08-24 12:00:00,2050-01-01 23:59:59
9060,2,1057,0,2021-08-24 12:00:00,2050-01-01 23:59:59
9061,2,1062,0,2021-08-24 12:00:00,2050-01-01 23:59:59
9062,2,1063,0,2021-08-24 12:00:00,2050-01-01 23:59:59
9063,2,1064,0,2021-08-24 12:00:00,2050-01-01 23:59:59
9064,2,1065,0,2021-08-24 12:00:00,2050-01-01 23:59:59
9065,2,1066,0,2021-08-24 12:00:00,2050-01-01 23:59:59
9066,2,1067,0,2021-08-24 12:00:00,2050-01-01 23:59:59
9067,2,1068,0,2021-08-24 12:00:00,2050-01-01 23:59:59
9068,2,1069,0,2021-08-24 12:00:00,2050-01-01 23:59:59
9069,2,1070,0,2021-08-24 12:00:00,2050-01-01 23:59:59
9070,2,1071,0,2021-08-24 12:00:00,2050-01-01 23:59:59
9071,2,1072,0,2021-08-24 12:00:00,2050-01-01 23:59:59
9072,2,1001,0,2022-02-24 12:00:00,2050-01-01 23:59:59
9073,2,1002,0,2022-02-24 12:00:00,2050-01-01 23:59:59
9074,2,1003,0,2022-02-24 12:00:00,2050-01-01 23:59:59
9075,2,1004,0,2022-02-24 12:00:00,2050-01-01 23:59:59
9076,2,1005,0,2022-02-24 12:00:00,2050-01-01 23:59:59
9077,2,1006,0,2022-02-24 12:00:00,2050-01-01 23:59:59
9078,2,1007,0,2022-02-24 12:00:00,2050-01-01 23:59:59
9079,2,1008,0,2022-02-24 12:00:00,2050-01-01 23:59:59
9080,2,1009,0,2022-02-24 12:00:00,2050-01-01 23:59:59
9081,2,1010,0,2022-02-24 12:00:00,2050-01-01 23:59:59
9082,2,1011,0,2022-02-24 12:00:00,2050-01-01 23:59:59
9083,2,1012,0,2022-02-24 12:00:00,2050-01-01 23:59:59
9084,2,1013,0,2022-02-24 12:00:00,2050-01-01 23:59:59
9085,2,1014,0,2022-02-24 12:00:00,2050-01-01 23:59:59
9086,2,1015,0,2022-02-24 12:00:00,2050-01-01 23:59:59
9087,2,1017,0,2022-02-24 12:00:00,2050-01-01 23:59:59
9088,2,1018,0,2022-02-24 12:00:00,2050-01-01 23:59:59
9089,2,1020,0,2022-02-24 12:00:00,2050-01-01 23:59:59
9090,2,1024,0,2022-02-24 12:00:00,2050-01-01 23:59:59
9091,2,1027,0,2022-02-24 12:00:00,2050-01-01 23:59:59
9092,2,1030,0,2022-02-24 12:00:00,2050-01-01 23:59:59
9093,2,1032,0,2022-02-24 12:00:00,2050-01-01 23:59:59
