id,chara_id,target_scene,target_cut,target_type,value
1002220,1002,2,106030,0,2
1002221,1002,2,106050,0,2
1002222,1002,2,106050,1,1
1002223,1002,2,106110,0,2
1002224,1002,2,106120,0,2
1002225,1002,2,106120,1,2
1002226,1002,2,106130,0,2
1002227,1002,2,106140,0,2
1002228,1002,2,106150,0,2
1002229,1002,2,106210,0,2
1002230,1002,2,106220,0,2
1002231,1002,2,106220,1,2
1002232,1002,2,106230,0,2
1002233,1002,2,106250,0,1
1002234,1002,9,1,0,1
1002235,1002,9,2,0,2
1002236,1002,9,3,0,2
1002237,1002,9,4,0,3
1002238,1002,9,3,4,5
1002239,1002,9,5,0,4
1002240,1002,9,6,0,2
1002241,1002,9,6,1,2
1002242,1002,9,6,2,3
1002243,1002,9,7,0,3
1002244,1002,9,7,1,3
1002245,1002,9,7,2,3
1002246,1002,9,7,3,3
1002247,1002,9,7,4,5
1002248,1002,9,7,5,3
1002249,1002,9,7,6,4
1002250,1002,9,8,0,3
1002251,1002,9,9,0,2
1002252,1002,2,108010,0,2
1002253,1002,2,108020,0,2
1002254,1002,2,108030,0,2
1002255,1002,2,108040,0,2
1002256,1002,2,107011,0,2
1002257,1002,2,107012,0,2
1002258,1002,2,107013,0,2
1002259,1002,2,107021,0,2
1002260,1002,2,107022,0,2
1002261,1002,2,107023,0,2
1002262,1002,2,107031,0,2
1002263,1002,2,107032,0,2
1002264,1002,2,107033,0,2
1002265,1002,2,107041,0,2
1002266,1002,2,107042,0,2
1002267,1002,2,107043,0,2
1002268,1002,2,107051,0,2
1002269,1002,2,107052,0,2
1002270,1002,2,107053,0,2
1002271,1002,10,0,0,1
1002272,1002,2,107030,0,1
1002273,1002,2,107030,1,1
1002274,1002,2,107040,1,6
1002275,1002,10,1,0,2
1002276,1002,5,9,0,2
1002277,1002,11,0,0,1
1002278,1002,11,1,0,2
1002279,1002,11,2,0,2
1002280,1002,2,109010,0,2
1002281,1002,2,109020,0,3
1002282,1002,2,109030,0,2
1002283,1002,5,0,6,3
1002286,1002,1013,1,0,3
1002287,1002,1013,2,0,2
1002288,1002,1013,3,0,2
1002289,1002,1013,4,0,3
1002290,1002,1013,5,0,3
1002291,1002,1013,6,0,2
1002292,1002,1013,7,0,2
1002293,1002,1013,8,0,1
1002294,1002,1013,9,0,2
1002295,1002,1013,10,0,1
1002401,1002,1014,1,0,8
1002402,1002,1014,2,0,2
1002403,1002,1014,3,0,1
1002404,1002,1014,4,0,1
1002405,1002,1014,5,0,4
1002406,1002,1014,6,0,2
1002407,1002,1014,6,1,1
1002408,1002,1014,6,2,1
1002409,1002,1014,7,0,2
1002410,1002,1014,7,1,1
1002411,1002,1014,7,2,1
1002412,1002,1014,8,0,2
1002413,1002,1014,8,1,1
1002414,1002,1014,8,2,1
1002415,1002,1014,9,0,2
1002416,1002,1014,10,0,2
1002300,1002,5,0,0,6
1002301,1002,5,1,6,5
1002302,1002,5,1,7,7
1002303,1002,5,2,1,6
1002304,1002,5,0,1,2
1002305,1002,5,0,2,2
1002306,1002,5,0,3,1
1002307,1002,5,0,4,3
1002308,1002,0,2,0,2
1002309,1002,0,3,0,3
1002310,1002,0,4,0,3
1002311,1002,0,5,0,3
1002312,1002,0,6,0,0
1002313,1002,5,0,5,2
1002400,1002,5,1,8,2
1003001,1003,0,0,0,1
1003002,1003,1,0,0,2
1003003,1003,1,1,0,2
1003004,1003,1,2,0,2
1003005,1003,1,3,0,4
1003006,1003,1,4,0,2
1003007,1003,1,5,0,1
1003008,1003,4,0,0,1
1003009,1003,7,0,0,2
1003010,1003,8,0,0,1
1003011,1003,3,1,0,7
1003012,1003,6,0,1,4
1003100,1003,2,103010,0,2
1003101,1003,2,103020,0,5
1003102,1003,2,103030,0,1
1003103,1003,2,103050,0,1
1003104,1003,2,103040,0,3
1003105,1003,2,105010,0,3
1003106,1003,2,105020,0,3
1003107,1003,2,105030,0,2
1003200,1003,2,101045,1,4
1003201,1003,2,102040,1,4
1003202,1003,2,101014,0,1
1003203,1003,2,101042,0,1
1003204,1003,2,101012,0,1
1003205,1003,2,101031,0,1
1003206,1003,2,101031,1,1
1003207,1003,2,101032,0,1
1003208,1003,2,101032,1,1
1003209,1003,2,101033,0,1
1003210,1003,2,101033,1,1
1003211,1003,2,101034,0,1
1003212,1003,2,101034,1,1
1003213,1003,2,102030,0,1
1003214,1003,2,102030,1,1
1003215,1003,2,104015,0,1
1003216,1003,2,104045,0,3
1003217,1003,2,106010,0,1
1003218,1003,2,106020,0,1
1003219,1003,2,106020,1,1
1003220,1003,2,106030,0,1
1003221,1003,2,106050,0,1
1003222,1003,2,106050,1,1
1003223,1003,2,106110,0,1
1003224,1003,2,106120,0,1
1003225,1003,2,106120,1,1
1003226,1003,2,106130,0,3
1003227,1003,2,106140,0,1
1003228,1003,2,106150,0,1
1003229,1003,2,106210,0,2
1003230,1003,2,106220,0,1
1003231,1003,2,106220,1,1
1003232,1003,2,106230,0,1
1003233,1003,2,106250,0,1
1003234,1003,9,1,0,1
1003235,1003,9,2,0,1
1003236,1003,9,3,0,1
1003237,1003,9,4,0,1
1003238,1003,9,3,4,4
1003239,1003,9,5,0,1
1003240,1003,9,6,0,1
1003241,1003,9,6,1,1
1003242,1003,9,6,2,2
1003243,1003,9,7,0,2
1003244,1003,9,7,1,2
1003245,1003,9,7,2,2
1003246,1003,9,7,3,2
1003247,1003,9,7,4,2
1003248,1003,9,7,5,2
1003249,1003,9,7,6,2
1003250,1003,9,8,0,2
1003251,1003,9,9,0,1
1003252,1003,2,108010,0,1
1003253,1003,2,108020,0,1
1003254,1003,2,108030,0,1
1003255,1003,2,108040,0,1
1003256,1003,2,107011,0,1
1003257,1003,2,107012,0,1
1003258,1003,2,107013,0,1
1003259,1003,2,107021,0,1
1003260,1003,2,107022,0,1
1003261,1003,2,107023,0,1
1003262,1003,2,107031,0,1
1003263,1003,2,107032,0,1
1003264,1003,2,107033,0,1
1003265,1003,2,107041,0,1
1003266,1003,2,107042,0,1
1003267,1003,2,107043,0,1
1003268,1003,2,107051,0,1
1003269,1003,2,107052,0,1
1003270,1003,2,107053,0,1
1003271,1003,10,0,0,1
1003272,1003,2,107030,0,1
1003273,1003,2,107030,1,1
1003274,1003,2,107040,1,4
1003275,1003,10,1,0,1
1003276,1003,5,9,0,1
1003277,1003,11,0,0,1
1003278,1003,11,1,0,1
1003279,1003,11,2,0,1
1003280,1003,2,109010,0,1
1003281,1003,2,109020,0,1
1003282,1003,2,109030,0,3
1003283,1003,5,0,6,2
1003286,1003,1013,1,0,2
1003287,1003,1013,2,0,1
1003288,1003,1013,3,0,1
1003289,1003,1013,4,0,1
1003290,1003,1013,5,0,1
1003291,1003,1013,6,0,3
1003292,1003,1013,7,0,1
1003293,1003,1013,8,0,1
1003294,1003,1013,9,0,1
1003295,1003,1013,10,0,1
1003401,1003,1014,1,0,1
1003402,1003,1014,2,0,3
1003403,1003,1014,3,0,2
1003404,1003,1014,4,0,2
1003405,1003,1014,5,0,2
1003406,1003,1014,6,0,1
1003407,1003,1014,6,1,1
1003408,1003,1014,6,2,1
1003409,1003,1014,7,0,3
1003410,1003,1014,7,1,1
1003411,1003,1014,7,2,1
1003412,1003,1014,8,0,3
1003413,1003,1014,8,1,1
1003414,1003,1014,8,2,1
1003415,1003,1014,9,0,1
1003416,1003,1014,10,0,1
1003300,1003,5,0,0,5
1003301,1003,5,1,6,3
1003302,1003,5,1,7,2
1003303,1003,5,2,1,5
1003304,1003,5,0,1,3
1003305,1003,5,0,2,3
1003306,1003,5,0,3,1
1003307,1003,5,0,4,2
1003308,1003,0,2,0,1
1003309,1003,0,3,0,2
1003310,1003,0,4,0,2
1003311,1003,0,5,0,2
1003312,1003,0,6,0,1
1003313,1003,5,0,5,2
1003400,1003,5,1,8,2
1004001,1004,0,0,0,2
1004002,1004,1,0,0,5
1004003,1004,1,1,0,1
1004004,1004,1,2,0,5
1004005,1004,1,3,0,1
1004006,1004,1,4,0,1
1004007,1004,1,5,0,3
1004008,1004,4,0,0,2
1004009,1004,7,0,0,2
1004010,1004,8,0,0,1
1004011,1004,3,1,0,7
1004012,1004,6,0,1,5
1004100,1004,2,103010,0,1
1004101,1004,2,103020,0,5
1004102,1004,2,103030,0,3
1004103,1004,2,103050,0,2
1004104,1004,2,103040,0,4
1004105,1004,2,105010,0,2
1004106,1004,2,105020,0,2
1004107,1004,2,105030,0,3
1004200,1004,2,101045,1,3
1004201,1004,2,102040,1,3
1004202,1004,2,101014,0,1
1004203,1004,2,101042,0,2
1004204,1004,2,101012,0,2
1004205,1004,2,101031,0,1
1004206,1004,2,101031,1,1
1004207,1004,2,101032,0,1
1004208,1004,2,101032,1,1
1004209,1004,2,101033,0,1
1004210,1004,2,101033,1,1
1004211,1004,2,101034,0,1
1004212,1004,2,101034,1,1
1004213,1004,2,102030,0,1
1004214,1004,2,102030,1,1
1004215,1004,2,104015,0,2
1004216,1004,2,104045,0,1
1004217,1004,2,106010,0,1
1004218,1004,2,106020,0,1
1004219,1004,2,106020,1,1
1004220,1004,2,106030,0,1
1004221,1004,2,106050,0,1
1004222,1004,2,106050,1,2
1004223,1004,2,106110,0,1
1004224,1004,2,106120,0,1
1004225,1004,2,106120,1,2
1004226,1004,2,106130,0,1
1004227,1004,2,106140,0,1
1004228,1004,2,106150,0,1
1004229,1004,2,106210,0,1
1004230,1004,2,106220,0,1
1004231,1004,2,106220,1,2
1004232,1004,2,106230,0,2
1004233,1004,2,106250,0,1
1004234,1004,9,1,0,1
1004235,1004,9,2,0,1
1004236,1004,9,3,0,1
1004237,1004,9,4,0,3
1004238,1004,9,3,4,4
1004239,1004,9,5,0,4
1004240,1004,9,6,0,1
1004241,1004,9,6,1,1
1004242,1004,9,6,2,3
1004243,1004,9,7,0,2
1004244,1004,9,7,1,3
1004245,1004,9,7,2,3
1004246,1004,9,7,3,4
1004247,1004,9,7,4,3
1004248,1004,9,7,5,3
1004249,1004,9,7,6,2
1004250,1004,9,8,0,3
1004251,1004,9,9,0,1
1004252,1004,2,108010,0,2
1004253,1004,2,108020,0,2
1004254,1004,2,108030,0,2
1004255,1004,2,108040,0,2
1004256,1004,2,107011,0,1
1004257,1004,2,107012,0,1
1004258,1004,2,107013,0,1
1004259,1004,2,107021,0,1
1004260,1004,2,107022,0,1
1004261,1004,2,107023,0,1
1004262,1004,2,107031,0,1
1004263,1004,2,107032,0,1
1004264,1004,2,107033,0,1
1004265,1004,2,107041,0,2
1004266,1004,2,107042,0,2
1004267,1004,2,107043,0,2
1004268,1004,2,107051,0,1
1004269,1004,2,107052,0,1
1004270,1004,2,107053,0,1
1004271,1004,10,0,0,1
1004272,1004,2,107030,0,1
1004273,1004,2,107030,1,1
1004274,1004,2,107040,1,3
1004275,1004,10,1,0,1
1004276,1004,5,9,0,1
1004277,1004,11,0,0,1
1004278,1004,11,1,0,1
1004279,1004,11,2,0,1
1004280,1004,2,109010,0,1
1004281,1004,2,109020,0,1
1004282,1004,2,109030,0,1
1004283,1004,5,0,6,3
1004286,1004,1013,1,0,4
1004287,1004,1013,2,0,2
1004288,1004,1013,3,0,2
1004289,1004,1013,4,0,2
1004290,1004,1013,5,0,3
1004291,1004,1013,6,0,1
1004292,1004,1013,7,0,2
1004293,1004,1013,8,0,1
1004294,1004,1013,9,0,1
1004295,1004,1013,10,0,1
1004401,1004,1014,1,0,3
1004402,1004,1014,2,0,1
1004403,1004,1014,3,0,1
1004404,1004,1014,4,0,1
1004405,1004,1014,5,0,1
1004406,1004,1014,6,0,2
1004407,1004,1014,6,1,1
1004408,1004,1014,6,2,1
1004409,1004,1014,7,0,1
1004410,1004,1014,7,1,1
1004411,1004,1014,7,2,1
1004412,1004,1014,8,0,1
1004413,1004,1014,8,1,1
1004414,1004,1014,8,2,1
1004415,1004,1014,9,0,1
1004416,1004,1014,10,0,1
1004300,1004,5,0,0,5
1004301,1004,5,1,6,1
1004302,1004,5,1,7,4
1004303,1004,5,2,1,7
1004304,1004,5,0,1,2
1004305,1004,5,0,2,2
1004306,1004,5,0,3,1
1004307,1004,5,0,4,5
1004308,1004,0,2,0,2
1004309,1004,0,3,0,5
1004310,1004,0,4,0,2
1004311,1004,0,5,0,5
1004312,1004,0,6,0,0
1004313,1004,5,0,5,1
1004400,1004,5,1,8,2
1005001,1005,0,0,0,2
1005002,1005,1,0,0,5
1005003,1005,1,1,0,2
1005004,1005,1,2,0,5
1005005,1005,1,3,0,2
1005006,1005,1,4,0,2
1005007,1005,1,5,0,3
1005008,1005,4,0,0,1
1005009,1005,7,0,0,1
1005010,1005,8,0,0,1
1005011,1005,3,1,0,6
1005012,1005,6,0,1,4
1005100,1005,2,103010,0,5
1005101,1005,2,103020,0,7
1005102,1005,2,103030,0,2
1005103,1005,2,103050,0,2
1005104,1005,2,103040,0,4
1005105,1005,2,105010,0,1
1005106,1005,2,105020,0,2
1005107,1005,2,105030,0,3
1005200,1005,2,101045,1,5
1005201,1005,2,102040,1,5
1005202,1005,2,101014,0,3
1005203,1005,2,101042,0,3
1005204,1005,2,101012,0,2
1005205,1005,2,101031,0,1
1005206,1005,2,101031,1,1
1005207,1005,2,101032,0,1
1005208,1005,2,101032,1,1
1005209,1005,2,101033,0,1
1005210,1005,2,101033,1,1
1005211,1005,2,101034,0,1
1005212,1005,2,101034,1,1
1005213,1005,2,102030,0,1
1005214,1005,2,102030,1,1
1005215,1005,2,104015,0,2
1005216,1005,2,104045,0,2
1005217,1005,2,106010,0,2
1005218,1005,2,106020,0,2
1005219,1005,2,106020,1,1
1005220,1005,2,106030,0,1
1005221,1005,2,106050,0,1
1005222,1005,2,106050,1,2
1005223,1005,2,106110,0,2
1005224,1005,2,106120,0,2
1005225,1005,2,106120,1,2
1005226,1005,2,106130,0,2
1005227,1005,2,106140,0,2
1005228,1005,2,106150,0,2
1005229,1005,2,106210,0,2
1005230,1005,2,106220,0,2
1005231,1005,2,106220,1,1
1005232,1005,2,106230,0,2
1005233,1005,2,106250,0,1
1005234,1005,9,1,0,1
1005235,1005,9,2,0,2
1005236,1005,9,3,0,3
1005237,1005,9,4,0,2
1005238,1005,9,3,4,6
1005239,1005,9,5,0,5
1005240,1005,9,6,0,3
1005241,1005,9,6,1,3
1005242,1005,9,6,2,4
1005243,1005,9,7,0,4
1005244,1005,9,7,1,4
1005245,1005,9,7,2,2
1005246,1005,9,7,3,4
1005247,1005,9,7,4,4
1005248,1005,9,7,5,3
1005249,1005,9,7,6,4
1005250,1005,9,8,0,4
1005251,1005,9,9,0,2
1005252,1005,2,108010,0,2
1005253,1005,2,108020,0,2
1005254,1005,2,108030,0,2
1005255,1005,2,108040,0,2
1005256,1005,2,107011,0,2
1005257,1005,2,107012,0,2
1005258,1005,2,107013,0,2
1005259,1005,2,107021,0,2
1005260,1005,2,107022,0,2
1005261,1005,2,107023,0,2
1005262,1005,2,107031,0,2
1005263,1005,2,107032,0,2
1005264,1005,2,107033,0,2
1005265,1005,2,107041,0,2
1005266,1005,2,107042,0,2
1005267,1005,2,107043,0,2
1005268,1005,2,107051,0,2
1005269,1005,2,107052,0,2
1005270,1005,2,107053,0,2
1005271,1005,10,0,0,2
1005272,1005,2,107030,0,1
1005273,1005,2,107030,1,1
1005274,1005,2,107040,1,5
1005275,1005,10,1,0,2
1005276,1005,5,9,0,2
1005277,1005,11,0,0,1
1005278,1005,11,1,0,2
1005279,1005,11,2,0,3
1005280,1005,2,109010,0,2
1005281,1005,2,109020,0,2
1005282,1005,2,109030,0,2
1005283,1005,5,0,6,2
1005286,1005,1013,1,0,4
1005287,1005,1013,2,0,4
1005288,1005,1013,3,0,5
1005289,1005,1013,4,0,2
1005290,1005,1013,5,0,3
1005291,1005,1013,6,0,2
1005292,1005,1013,7,0,3
1005293,1005,1013,8,0,1
1005294,1005,1013,9,0,2
1005295,1005,1013,10,0,1
1005401,1005,1014,1,0,1
1005402,1005,1014,2,0,1
1005403,1005,1014,3,0,2
1005404,1005,1014,4,0,2
1005405,1005,1014,5,0,4
1005406,1005,1014,6,0,1
1005407,1005,1014,6,1,1
1005408,1005,1014,6,2,1
1005409,1005,1014,7,0,2
1005410,1005,1014,7,1,1
1005411,1005,1014,7,2,1
1005412,1005,1014,8,0,2
1005413,1005,1014,8,1,1
1005414,1005,1014,8,2,1
1005415,1005,1014,9,0,2
1005416,1005,1014,10,0,2
1005300,1005,5,0,0,7
1005301,1005,5,1,6,1
1005302,1005,5,1,7,1
1005303,1005,5,2,1,6
1005304,1005,5,0,1,3
1005305,1005,5,0,2,3
1005306,1005,5,0,3,1
1005307,1005,5,0,4,5
1005308,1005,0,2,0,2
1005309,1005,0,3,0,5
1005310,1005,0,4,0,2
1005311,1005,0,5,0,5
1005312,1005,0,6,0,0
1005313,1005,5,0,5,2
1005400,1005,5,1,8,2
1006001,1006,0,0,0,1
1006002,1006,1,0,0,5
1006003,1006,1,1,0,3
1006004,1006,1,2,0,5
1006005,1006,1,3,0,2
1006006,1006,1,4,0,3
1006007,1006,1,5,0,5
1006008,1006,4,0,0,2
1006009,1006,7,0,0,1
1006010,1006,8,0,0,1
1006011,1006,3,1,0,2
1006012,1006,6,0,1,5
1006100,1006,2,103010,0,5
1006101,1006,2,103020,0,6
1006102,1006,2,103030,0,5
1006103,1006,2,103050,0,4
1006104,1006,2,103040,0,6
1006105,1006,2,105010,0,1
1006106,1006,2,105020,0,1
1006107,1006,2,105030,0,1
1006200,1006,2,101045,1,1
1006201,1006,2,102040,1,1
1006202,1006,2,101014,0,3
1006203,1006,2,101042,0,3
1006204,1006,2,101012,0,2
1006205,1006,2,101031,0,2
1006206,1006,2,101031,1,2
1006207,1006,2,101032,0,2
1006208,1006,2,101032,1,2
1006209,1006,2,101033,0,2
1006210,1006,2,101033,1,2
1006211,1006,2,101034,0,2
1006212,1006,2,101034,1,2
1006213,1006,2,102030,0,2
1006214,1006,2,102030,1,2
1006215,1006,2,104015,0,2
1006216,1006,2,104045,0,2
1006217,1006,2,106010,0,2
1006218,1006,2,106020,0,2
1006219,1006,2,106020,1,1
1006220,1006,2,106030,0,1
1006221,1006,2,106050,0,1
1006222,1006,2,106050,1,1
1006223,1006,2,106110,0,2
1006224,1006,2,106120,0,2
1006225,1006,2,106120,1,1
1006226,1006,2,106130,0,1
1006227,1006,2,106140,0,2
1006228,1006,2,106150,0,2
1006229,1006,2,106210,0,2
1006230,1006,2,106220,0,2
1006231,1006,2,106220,1,1
1006232,1006,2,106230,0,2
1006233,1006,2,106250,0,1
1006234,1006,9,1,0,1
1006235,1006,9,2,0,2
1006236,1006,9,3,0,1
1006237,1006,9,4,0,1
1006238,1006,9,3,4,1
1006239,1006,9,5,0,4
1006240,1006,9,6,0,2
1006241,1006,9,6,1,2
1006242,1006,9,6,2,3
1006243,1006,9,7,0,5
1006244,1006,9,7,1,1
1006245,1006,9,7,2,3
1006246,1006,9,7,3,2
1006247,1006,9,7,4,5
1006248,1006,9,7,5,5
1006249,1006,9,7,6,5
1006250,1006,9,8,0,5
1006251,1006,9,9,0,2
1006252,1006,2,108010,0,3
1006253,1006,2,108020,0,3
1006254,1006,2,108030,0,3
1006255,1006,2,108040,0,3
1006256,1006,2,107011,0,2
1006257,1006,2,107012,0,2
1006258,1006,2,107013,0,2
1006259,1006,2,107021,0,2
1006260,1006,2,107022,0,2
1006261,1006,2,107023,0,2
1006262,1006,2,107031,0,2
1006263,1006,2,107032,0,2
1006264,1006,2,107033,0,2
1006265,1006,2,107041,0,2
1006266,1006,2,107042,0,2
1006267,1006,2,107043,0,2
1006268,1006,2,107051,0,2
1006269,1006,2,107052,0,2
1006270,1006,2,107053,0,2
1006271,1006,10,0,0,2
1006272,1006,2,107030,0,2
1006273,1006,2,107030,1,2
1006274,1006,2,107040,1,1
1006275,1006,10,1,0,2
1006276,1006,5,9,0,2
1006277,1006,11,0,0,2
1006278,1006,11,1,0,1
1006279,1006,11,2,0,2
1006280,1006,2,109010,0,2
1006281,1006,2,109020,0,3
1006282,1006,2,109030,0,4
1006283,1006,5,0,6,2
1006286,1006,1013,1,0,4
1006287,1006,1013,2,0,2
1006288,1006,1013,3,0,3
1006289,1006,1013,4,0,5
1006290,1006,1013,5,0,6
1006291,1006,1013,6,0,2
1006292,1006,1013,7,0,3
1006293,1006,1013,8,0,1
1006294,1006,1013,9,0,2
1006295,1006,1013,10,0,1
1006401,1006,1014,1,0,4
1006402,1006,1014,2,0,1
1006403,1006,1014,3,0,1
1006404,1006,1014,4,0,1
1006405,1006,1014,5,0,1
1006406,1006,1014,6,0,3
1006407,1006,1014,6,1,1
1006408,1006,1014,6,2,1
1006409,1006,1014,7,0,1
1006410,1006,1014,7,1,1
1006411,1006,1014,7,2,1
1006412,1006,1014,8,0,4
1006413,1006,1014,8,1,1
1006414,1006,1014,8,2,1
1006415,1006,1014,9,0,1
1006416,1006,1014,10,0,1
1006300,1006,5,0,0,6
1006301,1006,5,1,6,4
1006302,1006,5,1,7,7
1006303,1006,5,2,1,4
1006304,1006,5,0,1,3
1006305,1006,5,0,2,3
1006306,1006,5,0,3,1
1006307,1006,5,0,4,5
1006308,1006,0,2,0,1
1006309,1006,0,3,0,5
1006310,1006,0,4,0,2
1006311,1006,0,5,0,5
1006312,1006,0,6,0,0
1006313,1006,5,0,5,3
1006400,1006,5,1,8,2
1007001,1007,0,0,0,5
1007002,1007,1,0,0,2
1007003,1007,1,1,0,2
1007004,1007,1,2,0,2
1007005,1007,1,3,0,1
1007006,1007,1,4,0,2
1007007,1007,1,5,0,4
1007008,1007,4,0,0,1
1007009,1007,7,0,0,2
1007010,1007,8,0,0,1
1007011,1007,3,1,0,3
1007012,1007,6,0,1,4
1007100,1007,2,103010,0,4
1007101,1007,2,103020,0,2
1007102,1007,2,103030,0,4
1007103,1007,2,103050,0,5
1007104,1007,2,103040,0,3
1007105,1007,2,105010,0,1
1007106,1007,2,105020,0,1
1007107,1007,2,105030,0,2
1007200,1007,2,101045,1,2
1007201,1007,2,102040,1,2
