id,chara_id,rarity,exchange_item_id,exchange_item_num,effect_table_id,unique_effect_id,command_type,command_id,support_card_type,skill_set_id,detail_pos_x,detail_pos_y,detail_scale,detail_rot_z,start_date,disp_order,outing_max,effect_id
10034,1029,1,48,10,10034,0,1,103,1,9081029,0,-400000,10000,0,1614092400,1000034,0,0
10035,1031,1,48,10,10035,0,1,103,1,9081031,0,-1100000,10000,0,1614092400,1000035,0,0
10036,1032,1,48,10,10036,0,1,106,1,9081032,0,-1100000,10000,0,1614092400,1000036,0,0
10037,1036,1,48,10,10037,0,1,106,1,9081036,0,-600000,10000,0,1614092400,1000037,0,0
10038,1037,1,48,10,10038,0,1,101,1,9081037,0,-1100000,10000,0,1614092400,1000038,0,0
10039,1046,1,48,10,10039,0,1,102,1,9081046,0,0,10000,0,1614092400,1000039,0,0
10040,1050,1,48,10,10040,0,1,101,1,9081050,0,-300000,10000,0,1614092400,1000040,0,0
10041,1051,1,48,10,10041,0,1,101,1,9081051,0,40000,10000,0,1614092400,1000041,0,0
10042,1054,1,48,10,10042,0,1,101,1,9081054,0,-300000,10000,0,1614092400,1000042,0,0
10043,1055,1,48,10,10043,0,1,106,1,9081055,0,-600000,10000,0,1614092400,1000043,0,0
10044,1056,1,48,10,10044,0,1,106,1,9081056,0,-1100000,10000,0,1614092400,1000044,0,0
10045,1058,1,48,10,10045,0,1,103,1,9081058,0,-800000,10000,0,1614092400,1000045,0,0
10046,1059,1,48,10,10046,0,1,106,1,9081059,0,-900000,10000,0,1614092400,1000046,0,0
10047,1060,1,48,10,10047,0,1,103,1,9081060,0,-600000,10000,0,1614092400,1000047,0,0
10048,1061,1,48,10,10048,0,1,101,1,9081061,0,-900000,10000,0,1614092400,1000048,0,0
10049,1005,1,48,10,10049,0,1,106,1,9081005,0,-950000,10000,0,1614092400,1000049,0,0
10050,1044,1,48,10,10050,0,1,101,1,9081044,0,-900000,10000,0,1614092400,1000101,0,0
10051,1066,1,48,10,10051,0,1,101,1,9081066,0,-1000000,10000,0,1614092400,1000201,0,0
10052,1065,1,48,10,10052,0,1,102,1,9081065,0,-650000,10000,0,1614092400,1000202,0,0
10053,1063,1,48,10,10053,0,1,106,1,9081063,0,-650000,10000,0,1614092400,1000501,0,0
10054,1064,1,48,10,10054,0,1,103,1,9081064,0,-650000,10000,0,1614092400,1000502,0,0
10055,1068,1,48,10,10055,0,1,101,1,9081068,0,-650000,10000,0,1614092400,1000701,0,0
10056,1067,1,48,10,10056,0,1,105,1,9081067,0,-650000,10000,0,1614092400,1000702,0,0
10057,1062,1,48,10,10057,0,1,103,1,9081062,0,-650000,10000,0,1614092400,1000703,0,0
10058,1072,1,48,10,10058,0,1,102,1,9081072,0,-650000,10000,0,1614092400,1001001,0,0
10059,1047,1,48,10,10059,0,1,105,1,9081047,0,-650000,10000,0,1614092400,1001002,0,0
10060,9006,1,48,10,10060,0,0,0,2,9089006,0,-650000,10000,0,1630292400,1002701,5,0
10061,1042,1,48,10,10061,0,1,103,1,9081042,0,-650000,10000,0,1614092400,1001301,0,0
10062,1069,1,48,10,10062,0,1,105,1,9081069,0,-650000,10000,0,1614092400,1001302,0,0
10063,1039,1,48,10,10063,0,1,101,1,9081039,0,-650000,10000,0,1614092400,1001501,0,0
10064,1028,1,48,10,10064,0,1,103,1,9081028,0,-650000,10000,0,1614092400,1001502,0,0
10065,1053,1,48,10,10065,0,1,102,1,9081053,0,-650000,10000,0,1614092400,1001801,0,0
10066,1043,1,48,10,10066,0,1,101,1,9081043,0,-650000,10000,0,1614092400,1001802,0,0
10067,1049,1,48,10,10067,0,1,105,1,9081049,0,-650000,10000,0,1634698800,1003401,0,0
10068,1034,1,48,10,10068,0,1,102,1,9081034,0,-650000,10000,0,1639450800,1004101,0,0
10069,1071,1,48,10,10069,0,1,106,1,9081071,0,-650000,10000,0,1614092400,1002001,0,0
10070,1048,1,48,10,10070,0,1,105,1,9081048,0,-650000,10000,0,1629428400,1002501,0,0
10071,1070,1,48,10,10071,0,1,103,1,9081070,0,-650000,10000,0,1634698800,1003402,0,0
10072,1016,1,48,10,10072,0,1,101,1,9081016,0,-650000,10000,0,1626750000,1002101,0,0
10073,1038,1,48,10,10073,0,1,106,1,9081038,0,-650000,10000,0,1635390000,1003501,0,0
10074,9005,1,48,10,10074,0,0,0,2,9089005,0,-650000,10000,0,1641870000,1004501,3,0
10075,1033,1,48,10,10075,0,1,102,1,9081033,0,-650000,10000,0,1640746800,1004401,0,0
10076,1074,1,48,10,10076,0,1,105,1,9081074,0,-650000,10000,0,1614135600,1005101,0,0
10077,1077,1,48,10,10077,0,1,101,1,9081077,0,-650000,10000,0,1614135600,1005102,0,0
10078,1057,1,48,10,10078,0,1,106,1,9081057,0,-650000,10000,0,1652151600,1005901,0,0
10079,1085,1,48,10,10079,0,1,102,1,9081085,0,-650000,10000,0,1663642800,1007301,0,0
10080,1093,1,48,10,10080,0,1,103,1,9081093,0,-650000,10000,0,1663642800,1007302,0,0
10081,1073,1,48,10,10081,0,1,103,1,9081073,0,-650000,10000,0,1658286000,1006601,0,0
10082,1083,1,48,10,10082,0,1,105,1,9081083,0,-650000,10000,0,1666148400,1007601,0,0
10083,9008,1,48,10,10083,0,0,0,2,9089008,0,-650000,10000,0,1661310000,1007001,5,0
10084,1084,1,48,10,10084,0,1,102,1,9081084,0,-650000,10000,0,1665975600,1007501,0,0
10085,1076,1,48,10,10085,0,1,105,1,9081076,0,-650000,10000,0,1669604400,1008001,0,0
10086,1078,1,48,10,10086,0,1,103,1,9081078,0,-650000,10000,0,1671505200,1008201,0,0
10087,1087,1,48,10,10087,0,1,101,1,9081087,0,-650000,10000,0,1674183600,1008501,0,0
10088,1086,1,48,10,10088,0,1,106,1,9081086,0,-650000,10000,0,1677207600,1008801,0,0
10089,1094,1,48,10,10089,0,1,101,1,9081094,0,-650000,10000,0,1677207600,1008802,0,0
10090,1099,1,48,10,10090,0,1,105,1,9081099,0,-130000,10000,0,1705633200,1012001,0,0
10091,1104,1,48,10,10091,0,1,101,1,9081104,0,-650000,10000,0,1677207600,1008803,0,0
10092,1098,1,48,10,10092,0,1,103,1,9081098,0,-150000,10000,0,1687143600,1009901,0,0
10093,1100,1,48,10,10093,0,1,102,1,9081100,0,-150000,10000,0,1689908400,1010201,0,0
10094,9043,1,48,10,10094,0,0,0,2,9089043,0,-210000,10000,0,1692846000,1010501,5,0
10095,1107,1,48,10,10095,0,1,103,1,9081107,0,-970000,10000,0,1695956400,1010901,0,0
10096,1097,1,48,10,10096,0,1,101,1,9081097,0,-200000,10000,0,1724468400,1014001,0,0
10097,1090,1,48,10,10097,0,1,103,1,9081090,0,-460000,10000,0,1700449200,1011401,0,0
10098,1102,1,48,10,10098,0,1,105,1,9081102,0,-790000,10000,0,1700449200,1011402,0,0
10099,1091,1,48,10,10099,0,1,103,1,9081091,0,150000,10000,0,1703041200,1011701,0,0
10100,1103,1,48,10,10100,0,1,102,1,9081103,0,-350000,10000,0,1703041200,1011702,0,0
10101,1108,1,48,10,10101,0,1,101,1,9081108,0,-260000,10000,0,1703732400,1011801,0,0
10102,1082,1,48,10,10102,0,1,106,1,9081082,0,-650000,10000,0,1706670000,1012101,0,0
10103,1115,1,48,10,10103,0,1,103,1,9081115,0,-210000,10000,0,1708743600,1012301,0,0
10104,9044,1,48,10,10104,0,0,0,2,9089044,0,-1050000,10000,0,1708743600,1012302,5,0
10105,1089,1,48,10,10105,0,1,105,1,9081089,0,-320000,10000,0,1710990000,1012501,0,0
10106,1105,1,48,10,10106,0,1,106,1,9081105,0,-650000,10000,0,1712631600,1012801,0,0
10107,1106,1,48,10,10107,0,1,105,1,9081106,0,0,10000,0,1714446000,1013001,0,0
10108,1092,1,48,10,10108,0,1,106,1,9081092,0,-390000,10000,0,1715310000,1013101,0,0
10109,9002,1,48,10,10109,0,0,0,2,9089002,0,570000,10000,0,1719370800,1013501,5,0
10110,1081,1,48,10,10110,0,1,102,1,9081081,0,100000,10000,0,1725937200,1014101,0,0
10111,1124,1,48,10,10111,0,1,101,1,9081124,0,-500000,10000,0,1733799600,1014901,0,0
10113,1116,1,48,10,10113,0,1,101,1,9081116,0,-650000,10000,0,1708743600,1012303,0,0
10114,1109,1,48,10,10114,0,1,103,1,9081109,0,0,10000,0,1710990000,1012502,0,0
10115,1110,1,48,10,10115,0,1,106,1,9081110,0,-740000,10000,0,1726801200,1014201,0,0
10116,1128,1,48,10,10116,0,1,103,1,9081128,0,-220000,10000,0,1733799600,1014902,0,0
10117,1096,1,48,10,10117,0,1,103,1,9081096,0,-270000,10000,0,1714446000,1013002,0,0
10118,1114,1,48,10,10118,0,1,103,1,9081114,0,220000,10000,0,1724468400,1014002,0,0
10119,1119,1,48,10,10119,0,1,101,1,9081119,0,370000,10000,0,1743390000,1015901,0,0
10120,1075,1,48,10,10120,0,1,106,1,9081075,0,220000,10000,0,1744254000,1016001,0,0
10121,1112,1,48,10,10121,0,1,102,1,9081112,0,-480000,10000,0,1744254000,1016002,0,0
10122,1129,1,48,10,10122,0,1,101,1,9081129,0,-500000,10000,0,1740366000,1015601,0,0
10123,1130,1,48,10,10123,0,1,106,1,9081130,0,-200000,10000,0,1740366000,1015602,0,0
10124,1131,1,48,10,10124,0,1,102,1,9081131,0,-300000,10000,0,1740366000,1015603,0,0
10125,1080,1,48,10,10125,0,1,103,1,9081080,0,330000,10000,0,1745982000,1016201,0,0
10126,1134,1,48,10,10126,0,1,105,1,9081134,0,560000,10000,0,1747018800,1016301,0,0
10127,1111,1,48,10,10127,0,1,106,1,9081111,0,-210000,10000,0,1748574000,1016501,0,0
10128,9049,1,48,10,10128,0,0,0,2,9089049,0,-70000,10000,0,1750993200,1016701,5,0
10129,1113,1,48,10,10129,0,1,101,1,9081113,0,360000,10000,0,1753153200,1016901,0,0
10131,1117,1,48,10,10131,0,1,106,1,9081117,0,-10000,10000,0,1753930800,1017001,0,0
10132,1135,1,48,10,10132,0,1,103,1,9081135,0,750000,10000,0,1756004400,1017201,0,0
10133,1118,1,48,10,10133,0,1,101,1,9081118,0,550000,10000,0,1756004400,1017202,0,0
10134,1133,1,48,10,10134,0,1,106,1,9081133,0,90000,10000,0,1756004400,1017203,0,0
10135,1120,1,48,10,10135,0,1,101,1,9081120,0,190000,10000,0,1756436400,1017301,0,0
10136,1121,1,48,10,10136,0,1,106,1,9081121,0,-120000,10000,0,1756436400,1017302,0,0
10137,1126,1,48,10,10137,0,1,101,1,9081126,0,400000,10000,0,1760065200,1017701,0,0
10138,9050,1,48,10,10138,0,0,0,2,9089050,0,320000,10000,0,1761706800,1017901,5,0
10139,1127,1,48,10,10139,0,1,105,1,9081127,0,-300000,10000,0,1764298800,1018201,0,0
10140,1138,1,48,10,10140,0,1,106,1,9081138,100000,80000,10000,0,1771902000,1019001,0,0
10141,1139,1,48,10,10141,0,0,0,2,9081139,0,40000,10000,0,1771902000,1019002,5,0
10142,1136,1,48,10,10142,0,1,103,1,9081136,100000,530000,10000,0,1771902000,1019003,0,0
10143,1143,1,48,10,10143,0,1,101,1,9081143,100000,310000,10000,0,1771902000,1019004,0,0
10144,1140,1,48,10,10144,0,1,101,1,9081140,0,480000,10000,0,1773198000,1019101,0,0
20001,1005,2,49,10,20001,20001,1,106,1,9081005,2150000,-1380000,14000,0,1614092400,1000050,0,0
20002,1009,2,49,10,20002,20002,1,106,1,9081009,0,-220000,10000,0,1614092400,1000051,0,0
20003,1012,2,49,10,20003,20003,1,102,1,9081012,0,-670000,10000,0,1614092400,1000052,0,0
20004,1018,2,49,10,20004,20004,1,103,1,9081018,-120000,-1610000,10000,0,1614092400,1000053,0,0
20005,1019,2,49,10,20005,20005,1,102,1,9081019,0,150000,10000,0,1614092400,1000054,0,0
20006,1023,2,49,10,20006,20006,1,102,1,9081023,0,-1020000,10000,0,1614092400,1000055,0,0
20007,1024,2,49,10,20007,20007,1,105,1,9081024,0,1240000,10000,0,1614092400,1000056,0,0
20008,1025,2,49,10,20008,20008,1,105,1,9081025,2090000,-1010000,14100,0,1614092400,1000057,0,0
20009,1026,2,49,10,20009,20009,1,102,1,9081026,0,-3140000,10000,0,1614092400,1000058,0,0
20010,1027,2,49,10,20010,20010,1,102,1,9081027,-120000,-740000,10000,0,1614092400,1000059,0,0
20011,1029,2,49,10,20011,20011,1,103,1,9081029,980000,-1270000,11700,0,1614092400,1000060,0,0
20012,1032,2,49,10,20012,20012,1,106,1,9081032,0,-550000,10000,0,1614092400,1000061,0,0
20013,1037,2,49,10,20013,20013,1,101,1,9081037,1890000,-2030000,13400,0,1614092400,1000062,0,0
20014,1050,2,49,10,20014,20014,1,101,1,9081050,0,-800000,10000,0,1614092400,1000063,0,0
20015,1055,2,49,10,20015,20015,1,106,1,9081055,0,270000,10000,0,1614092400,1000064,0,0
20016,1056,2,49,10,20016,20016,1,106,1,9081056,0,-1090000,10000,0,1614092400,1000065,0,0
20017,1058,2,49,10,20017,20017,1,103,1,9081058,0,-2350000,10000,0,1614092400,1000066,0,0
20018,1059,2,49,10,20018,20018,1,106,1,9081059,0,-290000,10000,0,1614092400,1000067,0,0
20019,1060,2,49,10,20019,20019,1,103,1,9081060,0,570000,10000,0,1614092400,1000068,0,0
20020,1061,2,49,10,20020,20020,1,101,1,9081061,100000,-1710000,10000,0,1614092400,1000069,0,0
20021,9004,2,49,10,20021,20021,0,0,2,9089004,1270000,-2750000,12200,0,1614092400,1000070,5,0
20022,1021,2,49,10,20022,20022,1,103,1,9081021,30000,-10000,10000,0,1610334000,1004502,0,0
20023,1044,2,49,10,20023,20023,1,101,1,9081044,125000,970000,10000,0,1614092400,1000102,0,0
20024,1065,2,49,10,20024,20024,1,102,1,9081065,-980000,-270000,11700,0,1614092400,1000203,0,0
20025,1063,2,49,10,20025,20025,1,106,1,9081063,0,-2340000,10000,0,1614092400,1000503,0,0
20026,1060,2,49,10,20026,20026,1,106,1,9081060,0,-1640000,10000,0,1614092400,1000704,0,0
20027,1051,2,49,10,20027,20027,1,102,1,9081051,0,-670000,10000,0,1614092400,1000901,0,0
20028,1047,2,49,10,20028,20028,1,105,1,9081047,0,-220000,10000,0,1614092400,1001003,0,0
20029,1042,2,49,10,20029,20029,1,103,1,9081042,0,-1570000,10000,0,1614092400,1001303,0,0
20030,1031,2,49,10,20030,20030,1,106,1,9081031,0,-1570000,10000,0,1644289200,1004801,0,0
20031,1043,2,49,10,20031,20031,1,101,1,9081043,1100000,-300000,13000,0,1614092400,1001803,0,0
20032,1034,2,49,10,20032,20032,1,102,1,9081034,0,-2750000,11500,0,1639450800,1004102,0,0
20033,1014,2,49,10,20033,20033,1,101,1,9081014,0,-2750000,11500,0,1658286000,1006602,0,0
20034,1071,2,49,10,20034,20034,1,106,1,9081071,0,-1500000,10000,0,1614092400,1002002,0,0
20035,1048,2,49,10,20035,20035,1,105,1,9081048,0,-3780000,14000,0,1629428400,1002502,0,0
20036,1064,2,49,10,20036,20036,1,105,1,9081064,0,-270000,10000,0,1723604400,1013901,0,0
20037,1022,2,49,10,20037,20037,1,102,1,9081022,100000,-650000,10000,0,1632106800,1003001,0,0
20038,1070,2,49,10,20038,20038,1,103,1,9081070,0,-2350000,11500,0,1634698800,1003403,0,0
20039,1008,2,49,10,20039,20039,1,101,1,9081008,0,-2750000,11500,0,1637290800,1003801,0,0
20040,1027,2,49,10,20040,20040,1,105,1,9081027,0,-2250000,11500,0,1645671600,1005103,0,0
20041,1033,2,49,10,20041,20041,1,103,1,9081033,2150000,-1380000,14000,0,1645671600,1005104,0,0
20042,1041,2,49,10,20042,20042,1,102,1,9081041,0,-2750000,11500,0,1645671600,1005105,0,0
20043,1001,2,49,10,20043,20043,1,102,1,9081001,0,-2350000,11500,0,1645671600,1005106,0,0
20044,1038,2,49,10,20044,20044,1,101,1,9081038,0,-2350000,11500,0,1646622000,1005201,0,0
20045,1046,2,49,10,20045,20045,1,103,1,9081046,0,-1550000,10000,0,1648782000,1005501,0,0
20046,1044,2,49,10,20046,20046,1,106,1,9081044,0,-1550000,10000,0,1649646000,1005601,0,0
20047,1003,2,49,10,20047,20047,1,105,1,9081003,0,-2350000,10000,0,1652151600,1005902,0,0
20048,1006,2,49,10,20048,20048,1,103,1,9081006,0,-650000,10000,0,1655694000,1006301,0,0
20049,1040,2,49,10,20049,20049,1,106,1,9081040,0,-650000,10000,0,1657508400,1006501,0,0
20050,1020,2,49,10,20050,20050,1,106,1,9081020,500000,-2950000,11500,0,1660878000,1006901,0,0
20051,1093,2,49,10,20051,20051,1,103,1,9081093,0,-1650000,10000,0,1663642800,1007303,0,0
20052,1073,2,49,10,20052,20052,1,103,1,9081073,0,-1650000,10000,0,1666148400,1007602,0,0
20053,1077,2,49,10,20053,20053,1,102,1,9081077,0,-1950000,10000,0,1668654000,1007901,0,0
20054,1015,2,49,10,20054,20054,1,105,1,9081015,0,-1950000,10000,0,1671505200,1008202,0,0
20055,1087,2,49,10,20055,20055,1,101,1,9081087,0,-1950000,10000,0,1674183600,1008502,0,0
20056,1094,2,49,10,20056,20056,1,101,1,9081094,500000,-2000000,12000,0,1677207600,1008804,0,0
20057,1059,2,49,10,20057,20057,1,103,1,9081059,0,-1950000,10000,0,1677207600,1008805,0,0
20058,1017,2,49,10,20058,20058,1,105,1,9081017,0,-1950000,10000,0,1677207600,1008806,0,0
20059,1032,2,49,10,20059,20059,1,102,1,9081032,0,-1950000,10000,0,1677207600,1008807,0,0
20060,1028,2,49,10,20060,20060,1,102,1,9081028,0,-2050000,10000,0,1679281200,1009001,0,0
20061,1007,2,49,10,20061,20061,1,105,1,9081007,0,-1950000,10000,0,1681830000,1009301,0,0
20062,1004,2,49,10,20062,20062,1,106,1,9081004,0,-1100000,10000,0,1684422000,1009601,0,0
20063,1002,2,49,10,20063,20063,1,101,1,9081002,-400000,-3050000,11500,0,1686279600,1009801,0,0
20064,1098,2,49,10,20064,20064,1,103,1,9081098,0,-700000,10000,0,1687143600,1009902,0,0
20065,1011,2,49,10,20065,20065,1,102,1,9081011,580000,0,11000,0,1689908400,1010202,0,0
20066,1068,2,49,10,20066,20066,1,105,1,9081068,2000000,500000,13800,0,1693450800,1010601,0,0
20067,1010,2,49,10,20067,20067,1,106,1,9081010,0,-670000,10500,0,1695178800,1010801,0,0
20068,1060,2,49,10,20068,20068,1,105,1,9081060,2720000,-2300000,15000,0,1697684400,1011101,0,0
20069,1062,2,49,10,20069,20069,1,101,1,9081062,750000,-1910000,12000,0,1699498800,1011301,0,0
20070,1090,2,49,10,20070,20070,1,103,1,9081090,1430000,-2260000,12500,0,1700449200,1011403,0,0
20071,1103,2,49,10,20071,20071,1,102,1,9081103,-1130000,-260000,12000,0,1703041200,1011703,0,0
20072,1084,2,49,10,20072,20072,1,106,1,9081084,1190000,-1300000,12000,0,1705633200,1012002,0,0
20073,1048,2,49,10,20073,20073,1,101,1,9081048,0,-1180000,10000,0,1708743600,1012304,0,0
20074,1072,2,49,10,20074,20074,1,105,1,9081072,1290000,-3240000,12500,0,1708743600,1012305,0,0
20075,1107,2,49,10,20075,20075,1,103,1,9081107,0,-390000,10000,0,1710990000,1012503,0,0
20076,1036,2,49,10,20076,20076,1,102,1,9081036,0,-1530000,10000,0,1712631600,1012802,0,0
20077,1092,2,49,10,20077,20077,1,106,1,9081092,0,-2150000,10000,0,1715310000,1013102,0,0
20078,1056,2,49,10,20078,20078,1,101,1,9081056,0,650000,10000,0,1720494000,1013601,0,0
20079,1055,2,49,10,20079,20079,1,103,1,9081055,0,-1440000,10000,0,1724468400,1014003,0,0
20080,1076,2,49,10,20080,20080,1,106,1,9081076,780000,-970000,12000,0,1725937200,1014102,0,0
20081,1082,2,49,10,20081,20081,1,102,1,9081082,0,-1660000,10000,0,1731034800,1014601,0,0
20082,1124,2,49,10,20082,20082,1,101,1,9081124,820000,570000,12000,0,1733799600,1014903,0,0
20083,1086,2,49,10,20083,20083,1,105,1,9081086,0,-1060000,10000,0,1736478000,1015201,0,0
20084,1130,2,49,10,20084,20084,1,106,1,9081130,0,-1570000,10000,0,1740366000,1015604,0,0
20085,1013,2,49,10,20085,20085,1,103,1,9081013,0,0,10000,0,1740366000,1015605,0,0
20086,1030,2,49,10,20086,20086,1,101,1,9081030,910000,-100000,12000,0,1741662000,1015701,0,0
20087,1112,2,49,10,20087,20087,1,102,1,9081112,600000,-3350000,15000,0,1744254000,1016003,0,0
20088,1134,2,49,10,20088,20088,1,105,1,9081134,0,-190000,10000,0,1747018800,1016302,0,0
20089,1039,2,49,10,20089,20089,1,103,1,9081039,2960000,-1320000,16000,0,1752202800,1016801,0,0
20090,1054,2,49,10,20090,20090,1,106,1,9081054,0,-1190000,10000,0,1757386800,1017401,0,0
20091,1126,2,49,10,20091,20091,1,101,1,9081126,0,-820000,10000,0,1760065200,1017702,0,0
20092,1099,2,49,10,20092,20092,1,102,1,9081099,0,-2050000,10000,0,1762743600,1018001,0,0
20093,1059,2,49,10,20093,20093,1,101,1,9081059,1800000,-140000,13000,0,1765422000,1018301,0,0
20094,1067,2,49,10,20094,20094,1,105,1,9081067,2630000,-3310000,14500,0,1767841200,1018601,0,0
20095,1136,2,49,10,20095,20095,1,103,1,9081136,500000,-1350000,10700,0,1771902000,1019005,0,0
20096,1010,2,49,10,20096,20096,1,103,1,9081010,-270000,-1910000,12500,0,1771902000,1019006,0,0
20097,1045,2,49,10,20097,20097,1,102,1,9081045,0,-910000,10000,0,1773198000,1019102,0,0
20098,1012,2,49,10,20098,20098,1,106,1,9081012,2000000,-540000,13500,0,1775790000,1019401,0,0
20099,1071,2,49,10,20099,20099,1,105,1,9081071,0,860000,10000,0,1778468400,1019701,0,0
30001,1001,3,50,10,30001,30001,1,103,1,9081001,0,-890000,10000,0,1614092400,1000071,0,0
30002,1002,3,50,10,30002,30002,1,101,1,9081002,0,-2340000,10000,0,1614092400,1000072,0,0
30003,1003,3,50,10,30003,30003,1,101,1,9081003,660000,-250000,11000,0,1614092400,1000073,0,0
30004,1007,3,50,10,30004,30004,1,105,1,9081007,1800000,-3110000,13500,0,1614092400,1000074,0,0
30005,1008,3,50,10,30005,30005,1,102,1,9081008,0,-470000,10000,0,1614092400,1000075,0,0
30006,1011,3,50,10,30006,30006,1,103,1,9081011,0,-910000,10000,0,1614092400,1000076,0,0
30007,1014,3,50,10,30007,30007,1,102,1,9081014,0,-190000,10000,0,1614092400,1000077,0,0
30008,1020,3,50,10,30008,30008,1,105,1,9081020,2150000,-2630000,14000,0,1614092400,1000078,0,0
30009,1021,3,50,10,30009,30009,1,105,1,9081021,0,-1710000,10000,0,1614092400,1000079,0,0
30010,1022,3,50,10,30010,30010,1,106,1,9081022,0,-1380000,10000,0,1614092400,1000080,0,0
30011,1031,3,50,10,30011,30011,1,103,1,9081031,0,-1740000,10000,0,1614092400,1000081,0,0
30012,1035,3,50,10,30012,30012,1,103,1,9081035,0,-1260000,12000,0,1614092400,1000082,0,0
30013,1036,3,50,10,30013,30013,1,106,1,9081036,0,1950000,10000,0,1614092400,1000083,0,0
30014,1040,3,50,10,30014,30014,1,101,1,9081040,1360000,-1950000,12700,0,1614092400,1000084,0,0
30015,1041,3,50,10,30015,30015,1,101,1,9081041,0,-1530000,10000,0,1614092400,1000085,0,0
30016,1045,3,50,10,30016,30016,1,105,1,9081045,0,-770000,10000,0,1614092400,1000086,0,0
30017,1046,3,50,10,30017,30017,1,102,1,9081046,0,-1240000,10000,0,1614092400,1000087,0,0
30018,1051,3,50,10,30018,30018,1,101,1,9081051,0,-1410000,10000,0,1614092400,1000088,0,0
30019,1052,3,50,10,30019,30019,1,103,1,9081052,0,-1250000,10000,0,1614092400,1000089,0,0
30020,1054,3,50,10,30020,30020,1,101,1,9081054,3480000,-2190000,16250,0,1614092400,1000090,0,0
30021,9001,3,50,10,30021,30021,0,0,2,9089001,0,-1840000,10000,0,1614092400,1000091,5,0
30022,1013,3,50,10,30022,30022,1,105,1,9081013,-1140000,-2380000,12000,0,1614092400,1000092,0,0
30023,1030,3,50,10,30023,30023,1,105,1,9081030,1800000,-190000,13300,0,1614092400,1000093,0,0
30024,1006,3,50,10,30024,30024,1,102,1,9081006,0,-1950000,10000,0,1614092400,1000103,0,0
