id,group_id,legend_bg_id,legend_bg_sub_id,has_unique_bg_env,image_id,difficulty,race_instance_id,season,weather,ground,legend_race_boss_npc_id,cost_num,drop_reward_odds_id,victory_reward_odds_id,first_clear_item_category_1,first_clear_item_id_1,first_clear_item_num_1,first_clear_item_category_2,first_clear_item_id_2,first_clear_item_num_2,first_clear_item_category_3,first_clear_item_id_3,first_clear_item_num_3,pick_up_item_category_1,pick_up_item_id_1,pick_up_item_num_1,pick_up_item_category_2,pick_up_item_id_2,pick_up_item_num_2,pick_up_item_category_3,pick_up_item_id_3,pick_up_item_num_3,start_date
10038,107406,79,411,1,107401,3,1200003,1,2,1,187,1,13801,13802,102,107401,10,90,43,150,91,59,10000,102,107401,1,0,0,0,0,0,0,1679342400
10039,102106,78,111,0,102101,3,1200101,1,1,1,189,1,13901,13902,102,102101,10,90,43,150,91,59,10000,102,102101,1,0,0,0,0,0,0,1679342400
10040,105806,78,111,0,105801,3,1200102,1,1,1,191,1,14001,14002,102,105801,10,90,43,150,91,59,10000,102,105801,1,0,0,0,0,0,0,1679342400
10041,105106,77,411,1,105101,3,1200201,3,2,1,193,1,14101,14102,102,105101,10,90,43,150,91,59,10000,102,105101,1,0,0,0,0,0,0,1693857600
10042,102806,77,111,0,102801,3,1200202,3,1,1,195,1,14201,14202,102,102801,10,90,43,150,91,59,10000,102,102801,1,0,0,0,0,0,0,1693857600
10043,102206,79,111,0,102201,3,1200301,3,1,1,197,1,14301,14302,102,102201,10,90,43,150,91,59,10000,102,102201,1,0,0,0,0,0,0,1693857600
10044,103906,79,111,0,103901,3,1200302,3,1,1,199,1,14401,14402,102,103901,10,90,43,150,91,59,10000,102,103901,1,0,0,0,0,0,0,1693857600
10045,106406,77,111,0,106401,3,1200401,4,1,1,201,1,14501,14502,102,106401,10,90,43,150,91,59,10000,102,106401,1,0,0,0,0,0,0,1693857600
10046,100906,77,111,0,100901,3,1200402,4,1,1,203,1,14601,14602,102,100901,10,90,43,150,91,59,10000,102,100901,1,0,0,0,0,0,0,1693857600
10047,107206,78,111,0,107201,3,1200501,5,1,1,205,1,14701,14702,102,107201,10,90,43,150,91,59,10000,102,107201,1,0,0,0,0,0,0,1711051200
10048,100307,78,111,0,100302,3,1200502,5,1,1,207,1,14801,14802,102,100302,10,90,43,150,91,59,10000,102,100302,1,0,0,0,0,0,0,1711051200
10049,107806,24,111,0,107801,3,1200601,1,1,1,209,1,14901,14902,102,107801,10,90,43,150,91,59,10000,102,107801,1,0,0,0,0,0,0,1711051200
10050,101907,24,111,0,101902,3,1200602,1,1,1,211,1,15001,15002,102,101902,10,90,43,150,91,59,10000,102,101902,1,0,0,0,0,0,0,1711051200
10051,102407,78,411,1,102402,3,1200701,1,2,1,213,1,15101,15102,102,102402,10,90,43,150,91,59,10000,102,102402,1,0,0,0,0,0,0,1711051200
10052,104406,78,111,0,104401,3,1200702,1,1,1,215,1,15201,15202,102,104401,10,90,43,150,91,59,10000,102,104401,1,0,0,0,0,0,0,1711051200
10053,104606,114,131,1,104601,3,1200801,1,1,1,217,1,15301,15302,102,104601,10,90,43,150,91,59,10000,102,104601,1,0,0,0,0,0,0,1711051200
10054,109806,114,431,1,109801,3,1200802,1,2,4,219,1,15401,15402,102,109801,10,90,43,150,91,59,10000,102,109801,1,0,0,0,0,0,0,1711051200
10055,105306,77,111,0,105301,3,1200901,3,1,1,221,1,15501,15502,102,105301,10,90,43,150,91,59,10000,102,105301,1,0,0,0,0,0,0,1725998400
10056,101007,77,111,0,101002,3,1200902,3,1,1,223,1,15601,15602,102,101002,10,90,43,150,91,59,10000,102,101002,1,0,0,0,0,0,0,1725998400
10057,106806,79,111,0,106801,3,1201001,3,1,1,225,1,15701,15702,102,106801,10,90,43,150,91,59,10000,102,106801,1,0,0,0,0,0,0,1725998400
10058,106706,79,411,1,106701,3,1201002,3,2,1,227,1,15801,15802,102,106701,10,90,43,150,91,59,10000,102,106701,1,0,0,0,0,0,0,1725998400
10059,102107,24,111,0,102102,3,1201101,3,1,1,229,1,15901,15902,102,102102,10,90,43,150,91,59,10000,102,102102,1,0,0,0,0,0,0,1725998400
10060,104806,24,411,1,104801,3,1201102,3,2,1,231,1,16001,16002,102,104801,10,90,43,150,91,59,10000,102,104801,1,0,0,0,0,0,0,1725998400
10061,100607,77,111,0,100602,3,1201201,4,1,1,233,1,16101,16102,102,100602,10,90,43,150,91,59,10000,102,100602,1,0,0,0,0,0,0,1725998400
10062,102506,77,111,0,102501,3,1201202,4,1,1,235,1,16201,16202,102,102501,10,90,43,150,91,59,10000,102,102501,1,0,0,0,0,0,0,1725998400
10063,106906,78,111,0,106901,3,1201301,4,1,1,237,1,16301,16302,102,106901,10,90,43,150,91,59,10000,102,106901,1,0,0,0,0,0,0,1742587200
10064,102607,78,411,1,102602,3,1201302,4,2,1,239,1,16401,16402,102,102602,10,90,43,150,91,59,10000,102,102602,1,0,0,0,0,0,0,1742587200
10065,104206,88,111,0,104201,3,1201401,5,1,1,241,1,16501,16502,102,104201,10,90,43,150,91,59,10000,102,104201,1,0,0,0,0,0,0,1742587200
10066,106107,88,411,1,106102,3,1201402,5,2,1,243,1,16601,16602,102,106102,10,90,43,150,91,59,10000,102,106102,1,0,0,0,0,0,0,1742587200
10067,105706,77,411,1,105701,3,1201501,5,3,4,245,1,16701,16702,102,105701,10,90,43,150,91,59,10000,102,105701,1,0,0,0,0,0,0,1742587200
10068,102007,77,111,0,102002,3,1201502,5,1,1,247,1,16801,16802,102,102002,10,90,43,150,91,59,10000,102,102002,1,0,0,0,0,0,0,1742587200
10069,103406,79,111,0,103401,3,1201601,1,1,1,249,1,16901,16902,102,103401,10,90,43,150,91,59,10000,102,103401,1,0,0,0,0,0,0,1742587200
10070,101507,79,411,1,101502,3,1201602,1,3,1,251,1,17001,17002,102,101502,10,90,43,150,91,59,10000,102,101502,1,0,0,0,0,0,0,1742587200
10071,103106,24,111,0,103101,3,1201701,1,1,1,253,1,17101,17102,102,103101,10,90,43,150,91,59,10000,102,103101,1,0,0,0,0,0,0,1742587200
10072,103306,24,111,0,103301,3,1201702,1,1,1,255,1,17201,17202,102,103301,10,90,43,150,91,59,10000,102,103301,1,0,0,0,0,0,0,1742587200
10073,108506,24,411,1,108501,3,1201801,1,2,1,257,1,17301,17302,102,108501,10,90,43,150,91,59,10000,102,108501,1,0,0,0,0,0,0,1742587200
10074,106506,24,411,1,106501,3,1201802,1,2,1,259,1,17401,17402,102,106501,10,90,43,150,91,59,10000,102,106501,1,0,0,0,0,0,0,1742587200
10075,104906,78,111,1,104901,3,1201901,1,1,2,261,1,17501,17502,102,104901,10,90,43,150,91,59,10000,102,104901,1,0,0,0,0,0,0,1757448000
10076,100707,78,411,1,100702,3,1201902,1,2,1,263,1,17601,17602,102,100702,10,90,43,150,91,59,10000,102,100702,1,0,0,0,0,0,0,1757448000
10077,104607,114,131,0,104602,3,1202001,1,1,1,265,1,17701,17702,102,104602,10,90,43,150,91,59,10000,102,104602,1,0,0,0,0,0,0,1757448000
10078,110007,114,431,1,110001,3,1202002,1,2,4,267,1,17801,17802,102,110001,10,90,43,150,91,59,10000,102,110001,1,0,0,0,0,0,0,1757448000
10079,108706,77,411,1,108701,3,1202101,3,3,4,269,1,17901,17902,102,108701,10,90,43,150,91,59,20000,102,108701,1,0,0,0,0,0,0,1757448000
10080,103807,77,411,1,103802,3,1202102,3,2,1,271,1,18001,18002,102,103802,10,90,43,150,91,59,20000,102,103802,1,0,0,0,0,0,0,1757448000
10081,103007,79,111,0,103002,3,1202201,3,1,1,273,1,18101,18102,102,103002,10,90,43,150,91,59,20000,102,103002,1,0,0,0,0,0,0,1757448000
10082,103606,79,111,0,103601,3,1202202,3,1,1,275,1,18201,18202,102,103601,10,90,43,150,91,59,20000,102,103601,1,0,0,0,0,0,0,1757448000
10083,101707,24,411,1,101702,3,1202301,3,3,3,277,1,18301,18302,102,101702,10,90,43,150,91,59,20000,102,101702,1,0,0,0,0,0,0,1757448000
10084,104706,24,111,0,104701,3,1202302,3,1,1,279,1,18401,18402,102,104701,10,90,43,150,91,59,20000,102,104701,1,0,0,0,0,0,0,1757448000
10085,108306,77,111,0,108301,3,1202401,4,1,1,281,1,18501,18502,102,108301,10,90,43,150,91,59,20000,102,108301,1,0,0,0,0,0,0,1757448000
10086,100907,77,111,0,100902,3,1202402,4,1,1,283,1,18601,18602,102,100902,10,90,43,150,91,59,20000,102,100902,1,0,0,0,0,0,0,1757448000
10087,106206,77,111,0,106201,3,1202501,4,1,1,285,1,18701,18702,102,106201,10,90,43,150,91,59,20000,102,106201,1,0,0,0,0,0,0,1773950400
10088,104807,77,111,0,104802,3,1202502,4,1,1,287,1,18801,18802,102,104802,10,90,43,150,91,59,20000,102,104802,1,0,0,0,0,0,0,1773950400
10089,105506,78,411,1,105501,3,1202601,5,2,2,289,1,18901,18902,102,105501,10,90,43,150,91,59,20000,102,105501,1,0,0,0,0,0,0,1773950400
10090,101807,78,111,0,101802,3,1202602,5,1,1,291,1,19001,19002,102,101802,10,90,43,150,91,59,20000,102,101802,1,0,0,0,0,0,0,1773950400
10091,105107,78,111,0,105102,3,1202701,5,1,1,293,1,19101,19102,102,105102,10,90,43,150,91,59,20000,102,105102,1,0,0,0,0,0,0,1773950400
10092,102906,78,111,0,102901,3,1202702,5,1,1,295,1,19201,19202,102,102901,10,90,43,150,91,59,20000,102,102901,1,0,0,0,0,0,0,1773950400
10093,103207,77,111,0,103202,3,1202801,5,1,1,297,1,19301,19302,102,103202,10,90,43,150,91,59,20000,102,103202,1,0,0,0,0,0,0,1773950400
10094,110506,77,411,1,110501,3,1202802,5,2,1,299,1,19401,19402,102,110501,10,90,43,150,91,59,20000,102,110501,1,0,0,0,0,0,0,1773950400
10095,107606,79,111,0,107601,3,1202901,1,1,1,301,1,19501,19502,102,107601,10,90,43,150,91,59,20000,102,107601,1,0,0,0,0,0,0,1773950400
10096,110606,79,111,0,110601,3,1202902,1,1,1,303,1,19601,19602,102,110601,10,90,43,150,91,59,20000,102,110601,1,0,0,0,0,0,0,1773950400
10097,106907,24,111,0,106901,3,1203001,1,1,1,305,1,19701,19702,102,106901,10,90,43,150,91,59,20000,102,106901,1,0,0,0,0,0,0,1773950400
10098,107106,24,111,0,107101,3,1203002,1,1,1,307,1,19801,19802,102,107101,10,90,43,150,91,59,20000,102,107101,1,0,0,0,0,0,0,1773950400
