id,command_id,base_command_id,command_level,command_type,cutin_file_id,max_chara_num,voice_trigger_type,failure_rate,menu_bg_id,menu_bg_sub_id,motion_set,sabori_type,dress_type,dress_id,group_id
32,604,103,5,1,102040,2,1,548,42,2111,22000,3,0,4,0
33,605,106,5,1,102050,2,1,324,42,2112,23000,3,0,4,0
34,304,304,0,3,103040,1,1,0,0,0,0,0,0,4,0
35,305,305,0,3,103050,1,1,0,0,0,0,0,0,9,0
36,701,701,0,7,701,1,1,0,0,0,0,0,0,0,0
37,1006,1006,1,10,201006,5,1,0,0,0,0,0,0,101,0
38,1032,1032,1,10,201032,5,1,0,0,0,0,0,0,101,0
39,1040,1040,1,10,201040,5,1,0,0,0,0,0,0,101,0
40,1044,1044,1,10,201044,5,1,0,0,0,0,0,0,101,0
41,1003,1003,1,10,201003,5,1,0,0,0,0,0,0,101,0
42,1012,1012,2,10,201012,5,1,0,0,0,0,0,0,101,0
43,1043,1043,2,10,201043,5,1,0,0,0,0,0,0,101,0
44,1042,1042,2,10,201042,5,1,0,0,0,0,0,0,101,0
45,1038,1038,2,10,201038,5,1,0,0,0,0,0,0,101,0
46,1045,1045,2,10,201045,5,1,0,0,0,0,0,0,101,0
47,1046,1046,2,10,201046,5,1,0,0,0,0,0,0,101,0
48,1047,1047,2,10,201047,5,1,0,0,0,0,0,0,101,0
49,1023,1023,2,10,201023,5,1,0,0,0,0,0,0,101,0
50,1021,1021,2,10,201021,5,1,0,0,0,0,0,0,101,0
51,1011,1011,2,10,201011,5,1,0,0,0,0,0,0,101,0
52,1014,1014,2,10,201014,5,1,0,0,0,0,0,0,101,0
53,1041,1041,2,10,201041,5,1,0,0,0,0,0,0,101,0
54,1039,1039,2,10,201039,5,1,0,0,0,0,0,0,101,0
55,1034,1034,2,10,201034,5,1,0,0,0,0,0,0,101,0
56,1020,1020,3,10,201020,5,1,0,0,0,0,0,0,101,0
57,1024,1024,3,10,201024,5,1,0,0,0,0,0,0,101,0
58,1057,1057,2,10,201057,5,1,0,0,0,0,0,0,101,0
59,1101,101,5,1,104015,2,1,536,181,110,19000,1,0,3,0
60,1102,105,5,1,104035,2,1,523,243,2110,20000,1,0,3,0
61,1103,102,5,1,104025,2,1,532,250,0,21000,2,0,3,0
62,1104,103,5,1,104045,2,1,548,243,2110,22000,1,0,30,0
63,1105,106,5,1,104055,2,1,324,243,2110,23000,1,0,2,0
64,1106,1106,0,3,105010,1,1,0,0,0,0,0,0,2,1
67,2101,101,1,1,106010,2,1,504,20,110,19000,2,0,3,0
68,2101,101,2,1,106010,2,1,504,20,110,19000,2,0,3,0
69,2101,101,3,1,106010,2,1,504,20,110,19000,2,0,3,0
70,2101,101,4,1,106010,2,1,504,20,110,19000,2,0,3,0
71,2101,101,5,1,106010,2,1,504,20,110,19000,2,0,3,0
72,2102,105,1,1,106020,2,1,504,13,110,20000,2,0,4,0
73,2102,105,2,1,106020,2,1,504,13,110,20000,2,0,4,0
74,2102,105,3,1,106020,2,1,504,13,110,20000,2,0,4,0
75,2102,105,4,1,106020,2,1,504,13,110,20000,2,0,4,0
76,2102,105,5,1,106020,2,1,504,13,110,20000,2,0,4,0
77,2103,102,1,1,106030,2,1,504,20,110,21000,2,0,3,0
78,2103,102,2,1,106030,2,1,504,20,110,21000,2,0,3,0
79,2103,102,3,1,106030,2,1,504,20,110,21000,2,0,3,0
80,2103,102,4,1,106030,2,1,504,20,110,21000,2,0,3,0
81,2103,102,5,1,106030,2,1,504,20,110,21000,2,0,3,0
82,2104,103,1,1,106040,2,1,504,71,111,22000,1,0,3,0
83,2104,103,2,1,106040,2,1,504,71,111,22000,1,0,3,0
84,2104,103,3,1,106040,2,1,504,71,111,22000,1,0,3,0
85,2104,103,4,1,106040,2,1,504,71,111,22000,1,0,3,0
86,2104,103,5,1,106040,2,1,504,71,111,22000,1,0,3,0
87,2105,106,1,1,106050,2,1,504,71,111,23000,1,0,3,0
88,2105,106,2,1,106050,2,1,504,71,111,23000,1,0,3,0
89,2105,106,3,1,106050,2,1,504,71,111,23000,1,0,3,0
90,2105,106,4,1,106050,2,1,504,71,111,23000,1,0,3,0
91,2105,106,5,1,106050,2,1,504,71,111,23000,1,0,3,0
92,2201,101,1,1,106110,2,1,504,20,110,19000,2,0,3,0
93,2201,101,2,1,106110,2,1,504,20,110,19000,2,0,3,0
94,2201,101,3,1,106110,2,1,504,20,110,19000,2,0,3,0
95,2201,101,4,1,106110,2,1,504,20,110,19000,2,0,3,0
96,2201,101,5,1,106110,2,1,504,20,110,19000,2,0,3,0
97,2202,105,1,1,106120,2,1,504,71,111,20000,1,0,3,0
98,2202,105,2,1,106120,2,1,504,71,111,20000,1,0,3,0
99,2202,105,3,1,106120,2,1,504,71,111,20000,1,0,3,0
100,2202,105,4,1,106120,2,1,504,71,111,20000,1,0,3,0
101,2202,105,5,1,106120,2,1,504,71,111,20000,1,0,3,0
102,2203,102,1,1,106130,2,1,504,33,110,21000,1,0,3,0
103,2203,102,2,1,106130,2,1,504,33,110,21000,1,0,3,0
104,2203,102,3,1,106130,2,1,504,33,110,21000,1,0,3,0
105,2203,102,4,1,106130,2,1,504,33,110,21000,1,0,3,0
106,2203,102,5,1,106130,2,1,504,33,110,21000,1,0,3,0
107,2204,103,1,1,106140,2,1,504,20,110,22000,2,0,3,0
108,2204,103,2,1,106140,2,1,504,20,110,22000,2,0,3,0
109,2204,103,3,1,106140,2,1,504,20,110,22000,2,0,3,0
110,2204,103,4,1,106140,2,1,504,20,110,22000,2,0,3,0
111,2204,103,5,1,106140,2,1,504,20,110,22000,2,0,3,0
112,2205,106,1,1,106150,2,1,504,20,110,23000,2,0,3,0
113,2205,106,2,1,106150,2,1,504,20,110,23000,2,0,3,0
114,2205,106,3,1,106150,2,1,504,20,110,23000,2,0,3,0
115,2205,106,4,1,106150,2,1,504,20,110,23000,2,0,3,0
116,2205,106,5,1,106150,2,1,504,20,110,23000,2,0,3,0
117,2301,101,1,1,106210,2,1,504,71,111,19000,1,0,3,0
118,2301,101,2,1,106210,2,1,504,71,111,19000,1,0,3,0
119,2301,101,3,1,106210,2,1,504,71,111,19000,1,0,3,0
120,2301,101,4,1,106210,2,1,504,71,111,19000,1,0,3,0
121,2301,101,5,1,106210,2,1,504,71,111,19000,1,0,3,0
122,2302,105,1,1,106220,2,1,504,20,110,20000,2,0,3,0
123,2302,105,2,1,106220,2,1,504,20,110,20000,2,0,3,0
124,2302,105,3,1,106220,2,1,504,20,110,20000,2,0,3,0
125,2302,105,4,1,106220,2,1,504,20,110,20000,2,0,3,0
126,2302,105,5,1,106220,2,1,504,20,110,20000,2,0,3,0
127,2303,102,1,1,106230,2,1,504,71,111,21000,1,0,3,0
128,2303,102,2,1,106230,2,1,504,71,111,21000,1,0,3,0
129,2303,102,3,1,106230,2,1,504,71,111,21000,1,0,3,0
130,2303,102,4,1,106230,2,1,504,71,111,21000,1,0,3,0
131,2303,102,5,1,106230,2,1,504,71,111,21000,1,0,3,0
132,2304,103,1,1,106240,2,1,504,13,110,22000,2,0,4,0
133,2304,103,2,1,106240,2,1,504,13,110,22000,2,0,4,0
134,2304,103,3,1,106240,2,1,504,13,110,22000,2,0,4,0
135,2304,103,4,1,106240,2,1,504,13,110,22000,2,0,4,0
136,2304,103,5,1,106240,2,1,504,13,110,22000,2,0,4,0
137,2305,106,1,1,106250,2,1,504,71,111,23000,1,0,3,0
138,2305,106,2,1,106250,2,1,504,71,111,23000,1,0,3,0
139,2305,106,3,1,106250,2,1,504,71,111,23000,1,0,3,0
140,2305,106,4,1,106250,2,1,504,71,111,23000,1,0,3,0
141,2305,106,5,1,106250,2,1,504,71,111,23000,1,0,3,0
142,906,106,1,1,101051,2,2,320,6,113,23000,2,0,2,0
143,906,106,2,1,101052,2,2,321,6,113,23000,2,0,2,0
144,906,106,3,1,101053,2,2,322,6,113,23000,2,0,2,0
145,906,106,4,1,101054,2,2,323,1,1110,23000,2,0,3,0
146,906,106,5,1,101055,2,2,324,20,110,23000,2,0,3,0
147,901,101,1,1,101011,2,1,520,70,110,19000,1,0,3,0
148,901,101,2,1,101012,2,1,524,15,113,19000,2,0,3,0
149,901,101,3,1,101013,2,1,528,15,113,19000,2,0,3,0
150,901,101,4,1,101014,2,1,532,20,110,19000,2,0,3,0
151,901,101,5,1,101015,2,1,536,71,110,19000,1,0,3,0
152,902,102,1,1,101021,2,1,516,71,110,21000,1,0,3,0
153,902,102,2,1,101022,2,1,520,20,110,21000,2,0,3,0
154,902,102,3,1,101023,2,1,524,20,110,21000,2,0,3,0
155,902,102,4,1,101024,2,1,528,15,113,21000,2,0,3,0
156,902,102,5,1,101025,2,1,532,70,110,21000,1,0,3,0
157,3101,3101,0,1,104015,2,1,0,181,110,19000,1,0,3,0
158,3601,101,0,1,107010,2,1,536,339,110,19000,2,0,4,0
159,3601,101,1,1,107011,2,1,536,340,110,19000,2,0,3,0
160,3601,101,2,1,107011,2,1,536,340,110,19000,2,0,3,0
161,3601,101,3,1,107012,2,1,536,340,110,19000,2,0,3,0
162,3601,101,4,1,107012,2,1,536,340,110,19000,2,0,3,0
163,3601,101,5,1,107013,2,1,536,340,110,19000,2,0,3,0
164,3602,105,0,1,107030,2,1,523,339,111,20000,2,0,4,0
165,3602,105,1,1,107031,2,1,523,339,110,20000,2,0,4,0
166,3602,105,2,1,107031,2,1,523,339,110,20000,2,0,4,0
167,3602,105,3,1,107032,2,1,523,339,110,20000,2,0,4,0
168,3602,105,4,1,107032,2,1,523,339,110,20000,2,0,4,0
169,3602,105,5,1,107033,2,1,523,339,110,20000,2,0,4,0
170,3603,102,0,1,107020,2,1,532,339,112,21000,2,0,4,0
171,3603,102,1,1,107021,2,1,532,301,110,21000,2,0,3,0
172,3603,102,2,1,107021,2,1,532,301,110,21000,2,0,3,0
173,3603,102,3,1,107022,2,1,532,301,110,21000,2,0,3,0
174,3603,102,4,1,107022,2,1,532,301,110,21000,2,0,3,0
175,3603,102,5,1,107023,2,1,532,301,110,21000,2,0,3,0
176,3604,103,0,1,107040,2,1,548,339,110,22000,2,0,4,0
177,3604,103,1,1,107041,2,1,548,340,111,19000,2,0,3,0
178,3604,103,2,1,107041,2,1,548,340,111,19000,2,0,3,0
179,3604,103,3,1,107042,2,1,548,340,111,19000,2,0,3,0
180,3604,103,4,1,107042,2,1,548,340,111,19000,2,0,3,0
181,3604,103,5,1,107043,2,1,548,340,111,19000,2,0,3,0
182,3605,106,0,1,107050,2,1,324,339,111,23000,2,0,4,0
183,3605,106,1,1,107051,2,1,324,340,112,19000,2,0,3,0
184,3605,106,2,1,107051,2,1,324,340,112,19000,2,0,3,0
185,3605,106,3,1,107052,2,1,324,340,112,19000,2,0,3,0
186,3605,106,4,1,107052,2,1,324,340,112,19000,2,0,3,0
187,3605,106,5,1,107053,2,1,324,340,112,19000,2,0,3,0
188,3606,3606,0,3,108010,1,1,0,0,0,0,0,0,3,2
189,4001,4001,0,12,109010,1,1,0,3,110,19000,0,0,2,0
190,4002,4001,0,12,109020,2,1,0,362,110,23000,0,0,2,0
191,4003,4001,0,12,109030,6,1,0,355,110,20000,0,0,55,0
