id,item_category,group_id,effect_type_1,effect_target_1,effect_value_1,effect_type_2,effect_target_2,effect_value_2,add_value_1,add_value_2,add_value_3,limit_num,possession_limit_num,disp_limit_num,sort,rare,enable_request,request_reward,item_place_id,sell_item_id,sell_price,start_date,end_date
75,11,0,0,0,0,0,0,0,0,0,0,99999,0,9999,2100701,1,1,5,75,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
76,11,0,0,0,0,0,0,0,0,0,0,99999,0,9999,2100801,1,1,5,76,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
77,11,0,0,0,0,0,0,0,0,0,0,99999,0,9999,2100901,1,1,5,77,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
78,11,0,0,0,0,0,0,0,0,0,0,99999,0,9999,2101001,1,1,5,78,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
79,11,0,0,0,0,0,0,0,0,0,0,99999,0,9999,2101101,1,1,5,79,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
80,11,0,0,0,0,0,0,0,0,0,0,99999,0,9999,2101201,1,1,5,80,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
81,11,0,0,0,0,0,0,0,0,0,0,99999,0,9999,2101301,1,1,5,81,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
82,11,0,0,0,0,0,0,0,0,0,0,99999,0,9999,2101401,1,1,5,82,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
83,11,0,0,0,0,0,0,0,0,0,0,99999,0,9999,2101501,1,1,5,83,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
84,11,0,0,0,0,0,0,0,0,0,0,99999,0,9999,2101601,1,1,5,84,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
85,11,0,0,0,0,0,0,0,0,0,0,99999,0,9999,2101701,1,1,5,85,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
86,11,0,0,0,0,0,0,0,0,0,0,99999,0,9999,2101801,1,1,5,86,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
87,11,0,0,0,0,0,0,0,0,0,0,99999,0,9999,2101901,1,1,5,87,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
88,11,0,0,0,0,0,0,0,0,0,0,99999,0,9999,2102001,1,1,5,88,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
89,11,0,0,0,0,0,0,0,0,0,0,99999,0,9999,2102101,1,1,5,89,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
90,11,0,0,0,0,0,0,0,0,0,0,99999,0,9999,2102201,1,1,5,90,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
91,11,0,0,0,0,0,0,0,0,0,0,99999,0,9999,2102301,1,1,5,91,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
92,11,0,0,0,0,0,0,0,0,0,0,99999,0,9999,2102401,1,1,5,92,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
95,34,0,0,0,0,0,0,0,0,0,0,9999,0,9999,1000501,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
96,140,0,0,0,0,0,0,0,0,0,0,3,3,3,5001901,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
97,140,0,0,0,0,0,0,0,0,0,0,3,3,3,5002001,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
98,103,0,0,0,0,0,0,0,0,0,0,999999999,0,99999999,4000101,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
101,11,0,0,0,0,0,0,0,0,0,0,99999,0,9999,2102501,1,1,5,101,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
102,11,0,0,0,0,0,0,0,0,0,0,99999,0,9999,2102601,1,1,5,102,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
103,11,0,0,0,0,0,0,0,0,0,0,99999,0,9999,2102701,1,1,5,103,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
104,11,0,0,0,0,0,0,0,0,0,0,99999,0,9999,2102801,1,1,5,104,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
105,11,0,0,0,0,0,0,0,0,0,0,99999,0,9999,2102901,1,1,5,105,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
106,11,0,0,0,0,0,0,0,0,0,0,99999,0,9999,2103001,1,1,5,106,59,20,2017/1/1 0:00:00,2050/1/1 0:00:00
107,11,0,0,0,0,0,0,0,0,0,0,9999,0,9999,2001901,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
108,11,0,0,0,0,0,0,0,0,0,0,9999,0,9999,2002001,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
109,11,0,0,0,0,0,0,0,0,0,0,9999,0,9999,2002101,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
110,30,0,0,0,0,0,0,0,0,0,0,999999999,0,99999999,2002201,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
111,40,0,1,0,0,0,0,0,0,1,2,9999,0,9999,3000301,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
113,40,0,1,0,0,0,0,0,20001,1,1,9999,0,9999,3000501,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
114,40,0,1,0,0,0,0,0,20002,1,2,9999,0,9999,3000601,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
115,97,0,1,0,0,0,0,0,0,0,0,999999999,0,99999999,4000701,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
116,150,0,10,0,4,10,0,4,5000,5000,0,9999,0,9999,1000601,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
117,150,1,20,0,1,30,0,1,0,0,0,9999,0,9999,1000701,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
118,150,1,20,0,3,30,0,4,0,0,0,9999,0,9999,1000801,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
119,150,2,40,1,3,0,0,0,0,0,0,9999,0,9999,1000901,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
120,150,2,40,2,6,0,0,0,0,0,0,9999,0,9999,1001001,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
130,41,0,1,0,5000,0,0,0,0,0,0,9999,0,9999,3100001,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
131,42,0,1,0,5500,0,0,0,0,0,0,9999,0,9999,3100101,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
132,98,0,0,0,1,0,0,0,0,0,0,0,0,9999,5002201,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
133,162,0,0,0,0,0,0,0,0,0,0,9999,0,9999,1002001,0,0,0,0,0,0,2023/9/4 12:00:00,2050/1/1 0:00:00
134,161,0,1,0,0,0,0,0,0,0,0,999999999,0,99999999,4000201,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
135,40,0,1,0,0,0,0,0,20003,1,1,9999,0,9999,3000701,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
136,40,0,1,0,0,0,0,0,20004,1,2,9999,0,9999,3000801,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
137,163,0,1,0,0,0,0,0,0,0,0,9999,9999,9999,5002301,0,0,0,0,0,0,2021/5/10 12:00:00,2021/5/18 11:59:59
138,163,0,2,0,0,0,0,0,0,0,0,9999,9999,9999,5002401,0,0,0,0,0,0,2021/6/10 12:00:00,2021/6/18 11:59:59
139,163,0,3,0,0,0,0,0,0,0,0,9999,9999,9999,5002501,0,0,0,0,0,0,2021/7/20 12:00:00,2021/7/27 11:59:59
140,41,0,1,0,5001,0,0,0,0,0,0,9999,0,9999,3100301,0,0,0,0,0,0,2021/8/17 0:00:00,2050/1/1 11:59:59
141,42,0,1,0,5501,0,0,0,0,0,0,9999,0,9999,3100201,0,0,0,0,0,0,2021/8/30 12:00:00,2050/1/1 11:59:59
142,163,0,4,0,0,0,0,0,0,0,0,9999,9999,9999,5002601,0,0,0,0,0,0,2021/8/20 12:00:00,2021/8/28 11:59:59
143,163,0,5,0,0,0,0,0,0,0,0,9999,9999,9999,5002701,0,0,0,0,0,0,2021/9/17 12:00:00,2021/9/25 11:59:59
144,164,0,1,0,0,0,0,0,0,0,0,99999,0,99999,2002301,1,0,0,144,0,0,2021/9/21 12:00:00,2050/1/1 11:59:59
145,164,0,1,0,0,0,0,0,0,0,0,99999,0,99999,2002401,1,0,0,145,0,0,2021/9/21 12:00:00,2050/1/1 11:59:59
147,163,0,6,0,0,0,0,0,0,0,0,9999,9999,9999,5002801,0,0,0,0,0,0,2021/10/18 12:00:00,2021/10/26 11:59:59
148,163,0,7,0,0,0,0,0,0,0,0,9999,9999,9999,5002901,0,0,0,0,0,0,2021/11/19 12:00:00,2021/11/27 11:59:59
149,164,0,1,0,0,0,0,0,0,0,0,99999,0,99999,2002601,1,0,0,0,0,0,2021/9/21 12:00:00,2050/1/1 11:59:59
150,164,0,1,0,0,0,0,0,0,0,0,99999,0,99999,2002701,1,0,0,0,0,0,2021/9/21 12:00:00,2050/1/1 11:59:59
151,163,0,8,0,0,0,0,0,0,0,0,9999,9999,9999,5003001,0,0,0,0,0,0,2021/12/17 12:00:00,2021/12/25 11:59:59
152,40,0,1,0,0,0,0,0,20005,1,1,9999,0,9999,3000901,0,0,0,0,0,0,2021/11/19 12:00:00,2050/1/1 0:00:00
153,40,0,1,0,0,0,0,0,20006,1,2,9999,0,9999,3001001,0,0,0,0,0,0,2021/11/19 12:00:00,2050/1/1 0:00:00
154,40,0,1,0,0,0,0,0,20007,1,1,9999,0,9999,3001101,0,0,0,0,0,0,2021/12/08 12:00:00,2050/1/1 0:00:00
155,40,0,1,0,0,0,0,0,20008,1,2,9999,0,9999,3001201,0,0,0,0,0,0,2021/12/08 12:00:00,2050/1/1 0:00:00
156,165,0,0,0,0,0,0,0,0,0,0,999999999,999999999,999999999,5000201,0,0,0,0,0,0,2026/6/29 12:00:00,2026/7/13 11:59:59
157,163,0,9,0,0,0,0,0,0,0,0,9999,9999,9999,5003101,0,0,0,0,0,0,2022/1/18 12:00:00,2022/1/26 11:59:59
159,166,0,0,0,0,0,0,0,0,0,0,999999,999999,999999,5003201,0,0,0,0,0,0,2024/10/11 12:00:00,2024/10/23 11:59:59
160,11,0,0,0,0,0,0,0,0,0,0,99999,0,9999,2002801,0,0,0,160,59,10,2022/3/7 12:00:00,2050/1/1 0:00:00
161,11,0,0,0,0,0,0,0,0,0,0,99999,0,9999,2002901,0,0,0,161,59,10,2022/3/7 12:00:00,2050/1/1 0:00:00
162,11,0,0,0,0,0,0,0,0,0,0,99999,0,9999,2003001,1,0,0,162,59,20,2022/3/7 12:00:00,2050/1/1 0:00:00
163,11,0,0,0,0,0,0,0,0,0,0,99999,0,9999,2003101,1,0,0,163,59,20,2022/3/7 12:00:00,2050/1/1 0:00:00
164,41,0,1,0,5002,0,0,0,0,0,0,9999,0,9999,3100401,0,0,0,0,0,0,2022/2/24 12:00:00,2050/1/1 11:59:59
165,42,0,1,0,5502,0,0,0,0,0,0,9999,0,9999,3100501,0,0,0,0,0,0,2022/2/24 12:00:00,2050/1/1 11:59:59
166,163,0,10,0,0,0,0,0,0,0,0,9999,9999,9999,5003401,0,0,0,0,0,0,2022/2/14 12:00:00,2022/2/22 11:59:59
167,163,0,11,0,0,0,0,0,0,0,0,9999,9999,9999,5003501,0,0,0,0,0,0,2022/3/18 12:00:00,2022/3/26 11:59:59
168,140,0,0,0,0,0,0,0,0,0,0,1,1,1,5002101,0,0,0,0,0,0,2022/3/18 12:00:00,2050/1/1 0:00:00
169,163,0,12,0,0,0,0,0,0,0,0,9999,9999,9999,5003601,0,0,0,0,0,0,2022/4/19 12:00:00,2022/4/26 11:59:59
170,168,0,0,0,0,0,0,0,0,0,0,1,0,1,5003701,0,0,0,0,0,0,2022/4/1 12:00:00,2050/1/1 11:59:59
171,163,0,13,0,0,0,0,0,0,0,0,9999,9999,9999,5004601,0,0,0,0,0,0,2022/5/20 12:00:00,2022/5/28 11:59:59
172,163,0,14,0,0,0,0,0,0,0,0,9999,9999,9999,5004701,0,0,0,0,0,0,2022/6/10 12:00:00,2022/6/18 11:59:59
173,163,0,15,0,0,0,0,0,0,0,0,9999,9999,9999,5004801,0,0,0,0,0,0,2022/7/11 12:00:00,2022/7/18 11:59:59
174,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1180001,0,0,0,0,0,0,2022/7/20 0:00:00,2050/1/1 0:00:00
175,11,0,0,0,0,0,0,0,0,0,0,99999,0,9999,2103101,1,1,5,175,59,20,2022/8/19 12:00:00,2050/1/1 0:00:00
176,11,0,0,0,0,0,0,0,0,0,0,99999,0,9999,2103201,1,1,5,176,59,20,2022/8/19 12:00:00,2050/1/1 0:00:00
177,11,0,0,0,0,0,0,0,0,0,0,99999,0,9999,2103301,1,1,5,177,59,20,2022/8/19 12:00:00,2050/1/1 0:00:00
178,42,0,1,0,5503,0,0,0,0,0,0,9999,0,9999,3100601,0,0,0,0,0,0,2022/8/16 12:00:00,2050/1/1 11:59:59
179,11,0,0,0,0,0,0,0,0,0,0,99999,0,9999,2103401,1,1,5,179,59,20,2022/8/19 12:00:00,2050/1/1 0:00:00
180,163,0,16,0,0,0,0,0,0,0,0,9999,9999,9999,5004901,0,0,0,0,0,0,2022/8/10 12:00:00,2022/8/17 11:59:59
181,163,0,17,0,0,0,0,0,0,0,0,9999,9999,9999,5005001,0,0,0,0,0,0,2022/9/12 12:00:00,2022/9/19 11:59:59
182,163,0,18,0,0,0,0,0,0,0,0,9999,9999,9999,5005101,0,0,0,0,0,0,2022/10/11 12:00:00,2022/10/20 11:59:59
183,163,0,19,0,0,0,0,0,0,0,0,9999,9999,9999,5005201,0,0,0,0,0,0,2022/11/9 12:00:00,2022/11/17 11:59:59
184,163,0,20,0,0,0,0,0,0,0,0,9999,9999,9999,5005301,0,0,0,0,0,0,2022/12/12 12:00:00,2022/12/19 11:59:59
185,163,0,21,0,0,0,0,0,0,0,0,9999,9999,9999,5005401,0,0,0,0,0,0,2023/1/10 12:00:00,2023/1/18 11:59:59
186,163,0,22,0,0,0,0,0,0,0,0,9999,9999,9999,5005501,0,0,0,0,0,0,2023/2/13 12:00:00,2023/2/21 11:59:59
187,163,0,23,0,0,0,0,0,0,0,0,9999,9999,9999,5005601,0,0,0,0,0,0,2023/3/10 12:00:00,2023/3/18 11:59:59
188,163,0,24,0,0,0,0,0,0,0,0,9999,9999,9999,5005701,0,0,0,0,0,0,2023/4/10 12:00:00,2023/4/17 11:59:59
189,171,0,0,0,0,0,0,0,0,0,0,999999999,999999999,999999999,5005901,0,0,0,0,0,0,2022/12/21 12:00:00,2022/12/29 11:59:59
190,172,0,0,0,0,0,0,0,0,0,0,9999,0,9999,1002101,0,0,0,0,0,0,2023/1/27 12:00:00,2050/1/1 0:00:00
191,40,0,1,0,0,0,0,0,20009,1,1,9999,0,9999,3001301,0,0,0,0,0,0,2023/2/24 12:00:00,2050/1/1 0:00:00
192,40,0,1,0,0,0,0,0,20010,1,2,9999,0,9999,3001401,0,0,0,0,0,0,2023/2/24 12:00:00,2050/1/1 0:00:00
193,40,0,1,0,0,0,0,0,20011,1,1,9999,0,9999,3001501,0,0,0,0,0,0,2023/2/24 12:00:00,2050/1/1 0:00:00
194,40,0,1,0,0,0,0,0,20012,1,2,9999,0,9999,3001601,0,0,0,0,0,0,2023/2/24 12:00:00,2050/1/1 0:00:00
195,174,0,1001,0,0,0,0,0,0,0,0,9999,9999,9999,5006401,1,0,0,0,0,0,2023/3/20 12:00:00,2023/4/1 11:59:59
196,41,0,1,0,5003,0,0,0,0,0,0,9999,0,9999,3100701,0,0,0,0,0,0,2023/2/24 12:00:00,2050/1/1 11:59:59
197,42,0,1,0,5504,0,0,0,0,0,0,9999,0,9999,3100801,0,0,0,0,0,0,2023/2/24 12:00:00,2050/1/1 11:59:59
198,163,0,25,0,0,0,0,0,0,0,0,9999,9999,9999,5005801,0,0,0,0,0,0,2023/06/09 12:00:00,2023/06/17 11:59:59
199,163,0,26,0,0,0,0,0,0,0,0,9999,9999,9999,5006001,0,0,0,0,0,0,2023/08/14 12:00:00,2023/08/24 11:59:59
200,163,0,27,0,0,0,0,0,0,0,0,9999,9999,9999,5006101,0,0,0,0,0,0,2023/10/10 12:00:00,2023/10/17 11:59:59
201,163,0,28,0,0,0,0,0,0,0,0,9999,9999,9999,5006201,0,0,0,0,0,0,2023/12/11 12:00:00,2023/12/18 11:59:59
202,163,0,29,0,0,0,0,0,0,0,0,9999,9999,9999,5006301,0,0,0,0,0,0,2024/2/14 12:00:00,2024/2/22 11:59:59
203,174,0,1002,0,0,0,0,0,0,0,0,9999,9999,9999,5006801,1,0,0,0,0,0,2023/6/19 12:00:00,2023/7/2 11:59:59
204,41,0,1,0,5004,0,0,0,0,0,0,9999,0,9999,3100901,0,0,0,0,0,0,2023/8/24 12:00:00,2050/1/1 11:59:59
205,42,0,1,0,5505,0,0,0,0,0,0,9999,0,9999,3101001,0,0,0,0,0,0,2023/8/24 12:00:00,2050/1/1 11:59:59
206,176,0,1,0,0,0,0,0,0,0,0,1,1,1,3101101,0,0,0,0,0,0,2023/10/5 12:00:00,2050/1/1 11:59:59
207,177,0,1,0,0,0,0,0,0,0,0,1,1,1,3101201,0,0,0,0,0,0,2023/10/5 12:00:00,2050/1/1 11:59:59
208,174,0,1003,0,0,0,0,0,0,0,0,9999,9999,9999,5006901,1,0,0,0,0,0,2023/10/19 12:00:00,2023/11/2 11:59:59
209,40,0,1,0,0,0,0,0,20013,1,1,9999,0,9999,3050001,0,0,0,0,0,0,2023/12/28 12:00:00,2050/1/1 11:59:59
210,41,0,1,0,5006,0,0,0,0,0,0,9999,0,9999,3101301,0,0,0,0,0,0,2024/1/1 12:00:00,2050/1/1 11:59:59
211,179,0,0,0,0,0,0,0,0,0,0,9999,0,9999,4001401,0,0,0,0,0,0,2024/2/24 12:00:00,2050/1/1 11:59:59
212,174,0,1004,0,0,0,0,0,0,0,0,9999,9999,9999,5007201,1,0,0,0,0,0,2024/1/19 12:00:00,2024/2/3 11:59:59
213,41,0,1,0,5007,0,0,0,0,0,0,9999,0,9999,3101401,0,0,0,0,0,0,2024/2/24 12:00:00,2050/1/1 11:59:59
214,42,0,1,0,5507,0,0,0,0,0,0,9999,0,9999,3101501,0,0,0,0,0,0,2024/2/24 12:00:00,2050/1/1 11:59:59
215,40,0,1,0,0,0,0,0,20018,1,1,9999,0,9999,3050101,0,0,0,0,0,0,2024/8/14 12:00:00,2050/1/1 11:59:59
216,41,0,1,0,5008,0,0,0,0,0,0,9999,0,9999,3101601,0,0,0,0,0,0,2024/4/15 12:00:00,2050/1/1 11:59:59
217,163,0,30,0,0,0,0,0,0,0,0,9999,9999,9999,5007301,0,0,0,0,0,0,2024/4/9 12:00:00,2024/4/19 11:59:59
218,40,0,1,0,0,0,0,0,20014,1,1,9999,0,9999,3001701,0,0,0,0,0,0,2024/2/14 12:00:00,2050/1/1 11:59:59
219,40,0,1,0,0,0,0,0,20015,1,2,9999,0,9999,3001801,0,0,0,0,0,0,2024/2/14 12:00:00,2050/1/1 11:59:59
220,40,0,1,0,0,0,0,0,20016,1,1,9999,0,9999,3001901,0,0,0,0,0,0,2024/2/14 12:00:00,2050/1/1 11:59:59
221,40,0,1,0,0,0,0,0,20017,1,2,9999,0,9999,3002001,0,0,0,0,0,0,2024/2/14 12:00:00,2050/1/1 11:59:59
222,20,0,2,0,30,0,0,0,0,0,0,9999,0,9999,1180002,0,0,0,0,0,0,2024/4/1 12:00:00,2050/1/1 0:00:00
223,20,0,2,0,100,0,0,0,0,0,0,9999,0,9999,1180003,0,0,0,0,0,0,2024/8/24 12:00:00,2050/1/1 0:00:00
224,174,0,1005,0,0,0,0,0,0,0,0,9999,9999,9999,5007401,1,0,0,0,0,0,2024/3/21 12:00:00,2024/4/1 11:59:59
225,174,0,1006,0,0,0,0,0,0,0,0,9999,9999,9999,5007501,1,0,0,0,0,0,2024/5/22 12:00:00,2024/6/2 11:59:59
226,163,0,31,0,0,0,0,0,0,0,0,9999,9999,9999,5007901,0,0,0,0,0,0,2024/6/17 12:00:00,2024/6/26 11:59:59
227,163,0,32,0,0,0,0,0,0,0,0,9999,9999,9999,5008001,0,0,0,0,0,0,2024/8/22 12:00:00,2024/8/31 11:59:59
228,163,0,33,0,0,0,0,0,0,0,0,9999,9999,9999,5008101,0,0,0,0,0,0,2024/10/20 12:00:00,2024/10/29 11:59:59
229,163,0,34,0,0,0,0,0,0,0,0,9999,9999,9999,5008201,0,0,0,0,0,0,2024/12/19 12:00:00,2024/12/28 11:59:59
230,171,0,0,0,0,0,0,0,0,0,0,999999999,999999999,999999999,5005902,0,0,0,0,0,0,2024/08/24 12:00:00,2024/08/30 11:59:59
231,181,0,1,0,0,0,0,0,0,0,0,999999999,0,999999999,4000201,0,0,0,0,0,0,2017/1/1 0:00:00,2050/1/1 0:00:00
232,174,0,1007,0,0,0,0,0,0,0,0,9999,9999,9999,5008301,1,0,0,0,0,0,2024/7/9 12:00:00,2024/7/22 11:59:59
233,21,0,2,0,5,0,0,0,0,0,0,9999,0,9999,1190001,0,0,0,0,0,0,2024/8/24 12:00:00,2050/1/1 0:00:00
234,40,0,1,0,0,0,0,0,20022,1,1,9999,0,9999,3002101,0,0,0,0,0,0,2025/2/14 12:00:00,2050/1/1 11:59:59
235,40,0,1,0,0,0,0,0,20023,1,2,9999,0,9999,3002201,0,0,0,0,0,0,2025/2/14 12:00:00,2050/1/1 11:59:59
236,40,0,1,0,0,0,0,0,20024,1,1,9999,0,9999,3002301,0,0,0,0,0,0,2025/2/14 12:00:00,2050/1/1 11:59:59
237,40,0,1,0,0,0,0,0,20025,1,2,9999,0,9999,3002401,0,0,0,0,0,0,2025/2/14 12:00:00,2050/1/1 11:59:59
238,40,0,1,0,0,0,0,0,20028,1,1,9999,0,9999,3002501,0,0,0,0,0,0,2026/2/14 12:00:00,2050/1/1 11:59:59
239,40,0,1,0,0,0,0,0,20029,1,2,9999,0,9999,3002601,0,0,0,0,0,0,2026/2/14 12:00:00,2050/1/1 11:59:59
240,40,0,1,0,0,0,0,0,20030,1,1,9999,0,9999,3002701,0,0,0,0,0,0,2026/2/14 12:00:00,2050/1/1 11:59:59
241,40,0,1,0,0,0,0,0,20031,1,2,9999,0,9999,3002801,0,0,0,0,0,0,2026/2/14 12:00:00,2050/1/1 11:59:59
254,41,0,1,0,5009,0,0,0,0,0,0,9999,0,9999,3101701,0,0,0,0,0,0,2024/8/24 12:00:00,2050/1/1 11:59:59
255,42,0,1,0,5508,0,0,0,0,0,0,9999,0,9999,3101801,0,0,0,0,0,0,2024/8/24 12:00:00,2050/1/1 11:59:59
256,98,0,0,0,0,0,0,0,0,0,0,0,0,9999,5008501,0,0,0,0,0,0,2024/8/24 12:00:00,2050/1/1 0:00:00
257,174,0,1008,0,0,0,0,0,0,0,0,9999,9999,9999,5008801,1,0,0,0,0,0,2024/9/10 12:00:00,2024/9/23 11:59:59
