id,story_event_id,chara_id,card_id,rarity_1,rarity_2,rarity_3,rarity_4,rarity_5,start_date,end_date
136,1021,1001,100101,0,0,10,13,16,1672282800,1673319599
137,1021,1001,100102,0,0,10,13,16,1672282800,1673319599
138,1021,1001,100103,0,0,10,13,16,1672282800,1673319599
139,1021,1044,104401,0,0,10,13,16,1672282800,1673319599
140,1021,1011,101101,0,7,10,13,16,1672282800,1673319599
141,1021,1011,101102,0,0,10,13,16,1672282800,1673319599
142,1022,1027,102702,0,0,30,32,35,1675047600,1676257199
143,1022,1031,103102,0,0,30,32,35,1675047600,1676257199
144,1022,1027,102701,4,7,10,13,16,1675047600,1676257199
145,1022,1028,102801,0,0,10,13,16,1675047600,1676257199
146,1022,1031,103101,0,0,10,13,16,1675047600,1676257199
147,1023,1057,105701,0,0,30,32,35,1677207600,1678417199
148,1023,1066,106601,25,27,30,32,35,1677207600,1678417199
149,1023,1059,105901,0,0,10,13,16,1677207600,1678417199
150,1023,1059,105902,0,0,10,13,16,1677207600,1678417199
151,1023,1032,103201,4,7,10,13,16,1677207600,1678417199
152,1023,1017,101701,0,0,10,13,16,1677207600,1678417199
153,1023,1017,101702,0,0,10,13,16,1677207600,1678417199
154,1024,1069,106902,0,0,30,32,35,1680058800,1681095599
155,1024,1071,107102,0,0,30,32,35,1680058800,1681095599
156,1024,1069,106901,0,0,10,13,16,1680058800,1681095599
157,1024,1071,107101,0,0,10,13,16,1680058800,1681095599
158,1024,1003,100301,0,0,10,13,16,1680058800,1681095599
159,1024,1003,100302,0,0,10,13,16,1680058800,1681095599
160,1024,1013,101301,0,0,10,13,16,1680058800,1681095599
161,1024,1013,101302,0,0,10,13,16,1680058800,1681095599
162,1024,1013,101303,0,0,10,13,16,1680058800,1681095599
163,1024,1060,106001,4,7,10,13,16,1680058800,1681095599
164,1024,1060,106002,0,0,10,13,16,1680058800,1681095599
165,1025,1041,104102,0,0,30,32,35,1682650800,1683687599
166,1025,1062,106202,0,0,30,32,35,1682650800,1683687599
167,1025,1026,102601,0,0,10,13,16,1682650800,1683687599
168,1025,1026,102602,0,0,10,13,16,1682650800,1683687599
169,1025,1041,104101,4,7,10,13,16,1682650800,1683687599
170,1025,1062,106201,0,7,10,13,16,1682650800,1683687599
171,1025,1076,107601,0,0,10,13,16,1682650800,1683687599
172,1026,1012,101202,0,0,30,32,35,1685329200,1686279599
173,1026,1051,105102,0,0,30,32,35,1685329200,1686279599
174,1026,1008,100801,0,7,10,13,16,1685329200,1686279599
175,1026,1008,100802,0,0,10,13,16,1685329200,1686279599
176,1026,1009,100901,0,7,10,13,16,1685329200,1686279599
177,1026,1009,100902,0,0,10,13,16,1685329200,1686279599
178,1026,1012,101201,0,0,10,13,16,1685329200,1686279599
179,1026,1051,105101,0,0,10,13,16,1685329200,1686279599
180,1026,1087,108701,0,0,10,13,16,1685329200,1686279599
181,1027,1048,104802,0,0,30,32,35,1688007600,1688957999
182,1027,1053,105302,0,0,30,32,35,1688007600,1688957999
183,1027,1048,104801,0,0,10,13,16,1688007600,1688957999
184,1027,1053,105301,0,0,10,13,16,1688007600,1688957999
185,1027,1040,104001,0,0,10,13,16,1688007600,1688957999
186,1027,1040,104002,0,0,10,13,16,1688007600,1688957999
187,1027,1064,106401,0,0,10,13,16,1688007600,1688957999
188,1027,1065,106501,0,0,10,13,16,1688007600,1688957999
189,1028,1032,103202,0,0,30,32,35,1690772400,1691981999
190,1028,1002,100202,0,0,30,32,35,1690772400,1691981999
191,1028,1032,103201,4,7,10,13,16,1690772400,1691981999
192,1028,1018,101801,0,7,10,13,16,1690772400,1691981999
193,1028,1018,101802,0,0,10,13,16,1690772400,1691981999
194,1028,1002,100201,0,0,10,13,16,1690772400,1691981999
195,1028,1025,102501,0,0,10,13,16,1690772400,1691981999
196,1029,1036,103602,0,0,30,32,35,1695956400,1696906799
197,1029,1083,108302,0,0,30,32,35,1695956400,1696906799
198,1029,1022,102201,0,0,10,13,16,1695956400,1696906799
199,1029,1022,102202,0,0,10,13,16,1695956400,1696906799
200,1029,1036,103601,0,0,10,13,16,1695956400,1696906799
201,1029,1083,108301,0,0,10,13,16,1695956400,1696906799
202,1029,1084,108401,0,0,10,13,16,1695956400,1696906799
203,1030,1003,100303,0,0,30,32,35,1698634800,1699498799
204,1030,1039,103902,0,0,30,32,35,1698634800,1699498799
205,1030,1003,100301,0,0,10,13,16,1698634800,1699498799
206,1030,1003,100302,0,0,10,13,16,1698634800,1699498799
207,1030,1039,103901,0,0,10,13,16,1698634800,1699498799
208,1030,1061,106102,0,0,10,13,16,1698634800,1699498799
209,1030,1052,105202,0,0,10,13,16,1698634800,1699498799
210,1030,1052,105201,4,7,10,13,16,1698634800,1699498799
211,1030,1061,106101,4,7,10,13,16,1698634800,1699498799
212,1031,1064,106402,0,0,30,32,35,1701313200,1702263599
213,1031,1074,107402,0,0,30,32,35,1701313200,1702263599
214,1031,1027,102701,4,7,10,13,16,1701313200,1702263599
215,1031,1059,105901,0,0,10,13,16,1701313200,1702263599
216,1031,1064,106401,0,0,10,13,16,1701313200,1702263599
217,1031,1074,107401,0,0,10,13,16,1701313200,1702263599
218,1031,1086,108601,0,0,10,13,16,1701313200,1702263599
219,1031,1059,105902,0,0,10,13,16,1701313200,1702263599
220,1031,1027,102702,0,0,10,13,16,1701313200,1702263599
221,1032,1068,106803,0,0,30,32,35,1703732400,1704769199
222,1032,1068,106801,0,0,10,13,16,1703732400,1704769199
223,1032,1068,106802,0,0,10,13,16,1703732400,1704769199
224,1032,1067,106701,0,0,10,13,16,1703732400,1704769199
225,1032,1067,106702,0,0,10,13,16,1703732400,1704769199
226,1032,1067,106703,0,0,10,13,16,1703732400,1704769199
227,1032,1066,106601,4,7,10,13,16,1703732400,1704769199
228,1032,1060,106001,4,7,10,13,16,1703732400,1704769199
229,1032,1060,106002,0,0,10,13,16,1703732400,1704769199
230,1032,1001,100101,0,0,10,13,16,1703732400,1704769199
231,1032,1001,100102,0,0,10,13,16,1703732400,1704769199
232,1032,1001,100103,0,0,10,13,16,1703732400,1704769199
233,1032,1003,100301,0,0,10,13,16,1703732400,1704769199
234,1032,1003,100302,0,0,10,13,16,1703732400,1704769199
235,1032,1003,100303,0,0,10,13,16,1703732400,1704769199
236,1032,1088,108801,0,0,10,13,16,1703732400,1704769199
237,1032,1089,108901,0,0,10,13,16,1703732400,1704769199
238,1033,1025,102502,0,0,30,32,35,1706670000,1707879599
239,1033,1029,102902,0,0,30,32,35,1706670000,1707879599
240,1033,1025,102501,0,0,10,13,16,1706670000,1707879599
241,1033,1029,102901,0,0,10,13,16,1706670000,1707879599
242,1033,1035,103501,4,7,10,13,16,1706670000,1707879599
243,1033,1035,103502,0,0,10,13,16,1706670000,1707879599
244,1033,1041,104101,4,7,10,13,16,1706670000,1707879599
245,1033,1041,104102,0,0,10,13,16,1706670000,1707879599
246,1034,1065,106502,0,0,30,32,35,1711681200,1712631599
247,1034,1085,108502,0,0,30,32,35,1711681200,1712631599
248,1034,1065,106501,0,0,10,13,16,1711681200,1712631599
249,1034,1085,108501,0,0,10,13,16,1711681200,1712631599
250,1034,1093,109301,0,0,10,13,16,1711681200,1712631599
251,1034,1078,107801,0,0,10,13,16,1711681200,1712631599
252,1034,1053,105301,0,0,10,13,16,1711681200,1712631599
253,1034,1053,105302,0,0,10,13,16,1711681200,1712631599
254,1035,1072,107202,0,0,30,32,35,1714446000,1715309999
255,1035,1045,104503,0,0,30,32,35,1714446000,1715309999
256,1035,1045,104501,0,7,10,13,16,1714446000,1715309999
257,1035,1045,104502,0,0,10,13,16,1714446000,1715309999
258,1035,1072,107201,0,0,10,13,16,1714446000,1715309999
259,1035,1106,110601,0,0,10,13,16,1714446000,1715309999
260,1035,1050,105001,0,0,10,13,16,1714446000,1715309999
261,1035,1050,105002,0,0,10,13,16,1714446000,1715309999
262,1036,1061,106103,0,0,30,32,35,1717038000,1718247599
263,1036,1044,104402,0,0,30,32,35,1717038000,1718247599
264,1036,1020,102001,0,0,10,13,16,1717038000,1718247599
265,1036,1020,102002,0,0,10,13,16,1717038000,1718247599
266,1036,1091,109101,0,0,10,13,16,1717038000,1718247599
267,1036,1044,104401,0,0,10,13,16,1717038000,1718247599
268,1036,1061,106101,4,7,10,13,16,1717038000,1718247599
269,1036,1061,106102,0,0,10,13,16,1717038000,1718247599
270,1037,1037,103703,0,0,30,32,35,1722222000,1723604399
271,1037,1099,109902,0,0,30,32,35,1722222000,1723604399
272,1037,1037,103701,0,0,10,13,16,1722222000,1723604399
273,1037,1037,103702,0,0,10,13,16,1722222000,1723604399
274,1037,1099,109901,0,0,10,13,16,1722222000,1723604399
275,1037,1046,104601,0,0,10,13,16,1722222000,1723604399
276,1037,1046,104602,0,0,10,13,16,1722222000,1723604399
277,1037,1098,109801,0,0,10,13,16,1722222000,1723604399
278,1037,1100,110001,0,0,10,13,16,1722222000,1723604399
279,1038,1047,104702,0,0,30,32,35,1724986800,1725937199
280,1038,1105,110502,0,0,30,32,35,1724986800,1725937199
281,1038,1047,104701,0,0,10,13,16,1724986800,1725937199
282,1038,1105,110501,0,0,10,13,16,1724986800,1725937199
283,1038,1083,108301,0,0,10,13,16,1724986800,1725937199
284,1038,1083,108302,0,0,10,13,16,1724986800,1725937199
285,1038,1010,101001,0,0,10,13,16,1724986800,1725937199
286,1038,1010,101002,0,0,10,13,16,1724986800,1725937199
287,1038,1005,100501,0,0,10,13,16,1724986800,1725937199
288,1038,1005,100502,0,0,10,13,16,1724986800,1725937199
289,1039,1042,104202,0,0,30,32,35,1727665200,1728615599
290,1039,1024,102403,0,0,30,32,35,1727665200,1728615599
291,1039,1042,104201,0,0,10,13,16,1727665200,1728615599
292,1039,1024,102401,0,7,10,13,16,1727665200,1728615599
293,1039,1024,102402,0,0,10,13,16,1727665200,1728615599
294,1039,1016,101601,0,0,10,13,16,1727665200,1728615599
295,1039,1016,101602,0,0,10,13,16,1727665200,1728615599
296,1039,1012,101201,0,0,10,13,16,1727665200,1728615599
297,1039,1012,101202,0,0,10,13,16,1727665200,1728615599
298,1039,1056,105601,4,7,10,13,16,1727665200,1728615599
299,1039,1056,105602,0,0,10,13,16,1727665200,1728615599
300,1040,1077,107702,0,0,30,32,35,1732762800,1733799599
301,1040,1033,103302,0,0,30,32,35,1732762800,1733799599
302,1040,1077,107701,0,0,10,13,16,1732762800,1733799599
303,1040,1033,103301,0,0,10,13,16,1732762800,1733799599
304,1040,1015,101501,0,0,10,13,16,1732762800,1733799599
305,1040,1015,101502,0,0,10,13,16,1732762800,1733799599
306,1040,1058,105801,0,0,10,13,16,1732762800,1733799599
307,1040,1058,105802,0,0,10,13,16,1732762800,1733799599
308,1040,1019,101901,0,0,10,13,16,1732762800,1733799599
309,1040,1019,101902,0,0,10,13,16,1732762800,1733799599
310,1041,1057,105702,0,0,30,32,35,1735268400,1736477999
311,1041,1104,110402,0,0,30,32,35,1735268400,1736477999
312,1041,1004,100401,0,0,10,13,16,1735268400,1736477999
313,1041,1017,0,4,7,10,13,16,1735268400,1736477999
314,1041,1057,0,4,7,10,13,16,1735268400,1736477999
315,1041,1071,0,4,7,10,13,16,1735268400,1736477999
316,1041,1104,0,4,7,10,13,16,1735268400,1736477999
317,1041,1004,100402,0,0,10,13,16,1735268400,1736477999
318,1042,1078,107802,0,0,30,32,35,1738292400,1739501999
319,1042,1087,108702,0,0,30,32,35,1738292400,1739501999
320,1042,1078,0,4,7,10,13,16,1738292400,1739501999
321,1042,1087,0,4,7,10,13,16,1738292400,1739501999
322,1042,1038,0,4,7,10,13,16,1738292400,1739501999
323,1042,1060,0,4,7,10,13,16,1738292400,1739501999
324,1042,1063,0,4,7,10,13,16,1738292400,1739501999
325,1043,1084,108402,0,0,30,32,35,1743390000,1744253999
326,1043,1107,110702,0,0,30,32,35,1743390000,1744253999
327,1043,1084,0,4,7,10,13,16,1743390000,1744253999
328,1043,1107,0,4,7,10,13,16,1743390000,1744253999
329,1043,1083,0,4,7,10,13,16,1743390000,1744253999
330,1043,1008,0,4,7,10,13,16,1743390000,1744253999
331,1043,1119,0,4,7,10,13,16,1743390000,1744253999
332,1044,1046,104603,0,0,30,32,35,1745982000,1747018799
333,1044,1098,109802,0,0,30,32,35,1745982000,1747018799
334,1044,1046,0,4,7,10,13,16,1745982000,1747018799
335,1044,1098,0,4,7,10,13,16,1745982000,1747018799
336,1044,1080,0,4,7,10,13,16,1745982000,1747018799
337,1045,1086,108602,0,0,30,32,35,1748574000,1749783599
338,1045,1110,111002,0,0,30,32,35,1748574000,1749783599
339,1045,1086,0,4,7,10,13,16,1748574000,1749783599
340,1045,1110,0,4,7,10,13,16,1748574000,1749783599
341,1045,1109,0,4,7,10,13,16,1748574000,1749783599
342,1045,1111,0,4,7,10,13,16,1748574000,1749783599
343,1046,1088,108802,0,0,30,32,35,1753930800,1755140399
344,1046,1089,108902,0,0,30,32,35,1753930800,1755140399
345,1046,1088,0,0,0,10,13,16,1753930800,1755140399
346,1046,1089,0,0,0,10,13,16,1753930800,1755140399
347,1046,1091,109101,0,0,10,13,16,1753930800,1755140399
348,1046,1108,0,0,0,10,13,16,1753930800,1755140399
349,1046,1117,0,0,0,10,13,16,1753930800,1755140399
350,1047,1106,110602,0,0,30,32,35,1756436400,1757386799
351,1047,1093,109302,0,0,30,32,35,1756436400,1757386799
352,1047,1106,0,0,0,10,13,16,1756436400,1757386799
353,1047,1093,0,0,0,10,13,16,1756436400,1757386799
354,1047,1120,0,0,0,10,13,16,1756436400,1757386799
355,1047,1121,0,0,0,10,13,16,1756436400,1757386799
356,1048,1055,105502,0,0,30,32,35,1759114800,1760065199
357,1048,1028,102802,0,0,30,32,35,1759114800,1760065199
358,1048,1055,0,0,0,10,13,16,1759114800,1760065199
359,1048,1028,0,0,0,10,13,16,1759114800,1760065199
360,1048,1048,0,0,0,10,13,16,1759114800,1760065199
361,1048,1037,0,0,0,10,13,16,1759114800,1760065199
362,1048,1005,0,0,0,10,13,16,1759114800,1760065199
363,1049,1049,104902,0,0,30,32,35,1764298800,1765421999
364,1049,1119,111902,0,0,30,32,35,1764298800,1765421999
365,1049,1007,0,0,7,10,13,16,1764298800,1765421999
366,1049,1049,0,0,0,10,13,16,1764298800,1765421999
367,1049,1119,0,0,0,10,13,16,1764298800,1765421999
368,1049,1115,0,0,0,10,13,16,1764298800,1765421999
369,1049,1127,0,0,0,10,13,16,1764298800,1765421999
370,1050,1076,107602,0,0,30,32,35,1766718000,1767841199
371,1050,1063,106302,0,0,30,32,35,1766718000,1767841199
372,1050,1018,0,0,7,10,13,16,1766718000,1767841199
373,1050,1022,0,0,0,10,13,16,1766718000,1767841199
374,1050,1076,0,0,0,10,13,16,1766718000,1767841199
375,1050,1124,112401,0,0,10,13,16,1766718000,1767841199
376,1050,1063,0,0,7,10,13,16,1766718000,1767841199
377,1051,1010,101003,0,0,30,32,35,1769742000,1771037999
378,1051,1102,110202,0,0,30,32,35,1769742000,1771037999
379,1051,1002,0,0,0,10,13,16,1769742000,1771037999
380,1051,1010,0,0,0,10,13,16,1769742000,1771037999
381,1051,1056,0,4,7,10,13,16,1769742000,1771037999
382,1051,1102,0,0,0,10,13,16,1769742000,1771037999
383,1051,1105,0,0,0,10,13,16,1769742000,1771037999
384,1052,1041,104103,0,0,30,32,35,1774839600,1775789999
385,1052,1082,108202,0,0,30,32,35,1774839600,1775789999
386,1052,1041,0,4,7,10,13,16,1774839600,1775789999
387,1052,1082,0,0,0,10,13,16,1774839600,1775789999
388,1053,1094,109402,0,0,30,32,35,1777518000,1778468399
389,1053,1005,100503,0,0,30,32,35,1777518000,1778468399
390,1053,1094,109401,0,0,10,13,16,1777518000,1778468399
391,1053,1005,0,0,0,10,13,16,1777518000,1778468399
392,1053,1019,0,0,0,10,13,16,1777518000,1778468399
393,1053,1107,0,0,0,10,13,16,1777518000,1778468399
394,1053,1032,0,4,7,10,13,16,1777518000,1778468399
395,1054,1025,102503,0,0,30,32,35,1780023600,1781492399
396,1054,1116,111602,0,0,30,32,35,1780023600,1781492399
397,1054,1116,0,0,0,10,13,16,1780023600,1781492399
398,1054,1025,0,0,0,10,13,16,1780023600,1781492399
399,1054,1131,0,0,0,10,13,16,1780023600,1781492399
400,1054,1067,0,0,0,10,13,16,1780023600,1781492399
