music_id,sort,condition_type,is_hidden,version_type,request_type,lamp_color,lamp_animation,name_texture_length,song_type,bgm_cue_name_short,bgm_cuesheet_name_short,bgm_cue_name_gamesize,bgm_cuesheet_name_gamesize,short_length,alter_jacket,start_date,end_date
1036,1003,0,0,1,0,1,1,307,3,snd_bgm_CS1036_Short,snd_bgm_CS1036_Short,snd_bgm_CS1036_GameSize,snd_bgm_CS1036_GameSize,25000,0,1661310000,4102412399
1037,2005,1,0,1,0,3,1,216,4,snd_bgm_CS1037_Short,snd_bgm_CS1037_Short,snd_bgm_CS1037_GameSize,snd_bgm_CS1037_GameSize,42500,0,1646622000,4102412399
1040,5003,0,0,1,0,4,1,213,2,snd_bgm_CS1040_Short,snd_bgm_CS1040_Short,snd_bgm_CS1040_GameSize,snd_bgm_CS1040_GameSize,26500,0,1646622000,4102412399
1041,5004,0,0,1,0,3,1,123,2,snd_bgm_CS1041_Short,snd_bgm_CS1041_Short,snd_bgm_CS1041_GameSize,snd_bgm_CS1041_GameSize,25000,0,1667962800,4102412399
1042,5001,0,0,1,0,4,2,220,6,snd_bgm_CS1042_Short,snd_bgm_CS1042_Short,snd_bgm_CS1042_GameSize,snd_bgm_CS1042_GameSize,35000,0,1527832801,4102412400
1043,10001,0,0,1,0,4,1,256,6,snd_bgm_CS1043_Short,snd_bgm_CS1043_Short,snd_bgm_CS1043_GameSize,snd_bgm_CS1043_GameSize,33000,0,1527832801,4102412400
1044,10100,0,0,1,0,5,1,419,1,snd_bgm_CS1044_Short,snd_bgm_CS1044_Short,snd_bgm_CS1044_GameSize,snd_bgm_CS1044_GameSize,39000,0,1649127600,4102412399
1046,10012,0,0,1,0,5,1,386,5,snd_bgm_CS1046_Short,snd_bgm_CS1046_Short,snd_bgm_CS1046_GameSize,snd_bgm_CS1046_GameSize,27000,0,1667962800,4102412399
1047,10011,0,0,1,0,5,2,324,6,snd_bgm_CS1047_Short,snd_bgm_CS1047_Short,snd_bgm_CS1047_GameSize,snd_bgm_CS1047_GameSize,27000,0,1667962800,4102412399
1048,1002,1,0,1,0,1,1,263,3,snd_bgm_CS1048_Short,snd_bgm_CS1048_Short,snd_bgm_CS1048_GameSize,snd_bgm_CS1048_GameSize,45700,0,1646622000,4102412399
1049,51000,1,1,2,1,5,1,425,5,snd_bgm_CS1049_Short,snd_bgm_CS1049_Short,snd_bgm_CS1049_GameSize,snd_bgm_CS1049_GameSize,27000,0,1527832801,4102412400
1050,4002,1,0,1,0,1,1,347,1,snd_bgm_CS1050_Short,snd_bgm_CS1050_Short,snd_bgm_CS1050_GameSize,snd_bgm_CS1050_GameSize,23900,0,1646622000,4102412399
1051,2006,1,0,1,0,3,2,529,1,snd_bgm_CS1051_Short,snd_bgm_CS1051_Short,snd_bgm_CS1051_GameSize,snd_bgm_CS1051_GameSize,39000,0,1661310000,4102412399
1053,4003,1,0,1,0,3,1,208,2,snd_bgm_CS1053_Short,snd_bgm_CS1053_Short,snd_bgm_CS1053_GameSize,snd_bgm_CS1053_GameSize,34000,0,1661310000,4102412399
1054,10,0,0,1,0,2,1,236,3,snd_bgm_CS1054_Short,snd_bgm_CS1054_Short,snd_bgm_CS1054_GameSize,snd_bgm_CS1054_GameSize,36000,0,1667962800,4102412399
1055,51001,0,0,2,0,5,1,416,5,snd_bgm_CS1055_Short,snd_bgm_CS1055_Short,snd_bgm_CS1055_GameSize,snd_bgm_CS1055_GameSize,27000,0,1651114800,4102412399
1056,10101,0,0,1,0,4,2,155,6,snd_bgm_CS1056_Short,snd_bgm_CS1056_Short,snd_bgm_CS1056_GameSize,snd_bgm_CS1056_GameSize,29000,0,1648785600,4102412399
1057,10102,0,0,1,0,5,1,417,1,snd_bgm_CS1057_Short,snd_bgm_CS1057_Short,snd_bgm_CS1057_GameSize,snd_bgm_CS1057_GameSize,29000,0,1661310000,4102412399
1058,1004,1,0,1,0,2,2,311,6,snd_bgm_CS1058_Short,snd_bgm_CS1058_Short,snd_bgm_CS1058_GameSize,snd_bgm_CS1058_GameSize,31000,0,1678417200,4102412399
1059,10200,0,0,1,0,3,1,203,2,snd_bgm_CS1059_Short,snd_bgm_CS1059_Short,snd_bgm_CS1059_GameSize,snd_bgm_CS1059_GameSize,41000,0,1675047600,4102412399
1060,4005,1,0,1,0,4,1,353,2,snd_bgm_CS1060_Short,snd_bgm_CS1060_Short,snd_bgm_CS1060_GameSize,snd_bgm_CS1060_GameSize,53000,0,1678417200,4102412399
1061,10020,0,0,1,0,1,1,359,1,snd_bgm_CS1061_Short,snd_bgm_CS1061_Short,snd_bgm_CS1061_GameSize,snd_bgm_CS1061_GameSize,27000,0,1665975600,4102412399
1062,6010,0,0,1,0,5,2,312,1,snd_bgm_CS1062_Short,snd_bgm_CS1062_Short,snd_bgm_CS1062_GameSize,snd_bgm_CS1062_GameSize,29000,0,1667962800,4102412399
1063,6020,0,0,1,0,2,1,208,3,snd_bgm_CS1063_Short,snd_bgm_CS1063_Short,snd_bgm_CS1063_GameSize,snd_bgm_CS1063_GameSize,32000,0,1667962800,4102412399
1064,6030,0,0,1,0,2,1,114,3,snd_bgm_CS1064_Short,snd_bgm_CS1064_Short,snd_bgm_CS1064_GameSize,snd_bgm_CS1064_GameSize,27600,0,1667962800,4102412399
1065,6040,0,0,1,0,4,2,235,6,snd_bgm_CS1065_Short,snd_bgm_CS1065_Short,snd_bgm_CS1065_GameSize,snd_bgm_CS1065_GameSize,42500,0,1667962800,4102412399
1066,6050,0,0,1,0,2,1,285,3,snd_bgm_CS1066_Short,snd_bgm_CS1066_Short,snd_bgm_CS1066_GameSize,snd_bgm_CS1066_GameSize,31000,0,1667962800,4102412399
1067,6060,0,0,1,0,5,1,404,2,snd_bgm_CS1067_Short,snd_bgm_CS1067_Short,snd_bgm_CS1067_GameSize,snd_bgm_CS1067_GameSize,35500,0,1667962800,4102412399
1068,10104,0,0,1,0,4,2,187,6,snd_bgm_CS1068_Short,snd_bgm_CS1068_Short,snd_bgm_CS1068_GameSize,snd_bgm_CS1068_GameSize,37000,0,1667962800,4102412399
1069,6070,0,0,1,0,4,2,246,6,snd_bgm_CS1069_Short,snd_bgm_CS1069_Short,snd_bgm_CS1069_GameSize,snd_bgm_CS1069_GameSize,31000,0,1667962800,4102412399
1070,6100,0,0,1,0,4,2,259,6,snd_bgm_CS1070_Short,snd_bgm_CS1070_Short,snd_bgm_CS1070_GameSize,snd_bgm_CS1070_GameSize,28000,0,1667962800,4102412399
1071,6080,0,0,1,0,5,1,300,1,snd_bgm_CS1071_Short,snd_bgm_CS1071_Short,snd_bgm_CS1071_GameSize,snd_bgm_CS1071_GameSize,36000,0,1667962800,4102412399
1072,6090,0,0,1,0,3,1,235,2,snd_bgm_CS1072_Short,snd_bgm_CS1072_Short,snd_bgm_CS1072_GameSize,snd_bgm_CS1072_GameSize,31000,0,1667962800,4102412399
1073,6120,0,0,1,0,5,1,169,5,snd_bgm_CS1073_Short,snd_bgm_CS1073_Short,snd_bgm_CS1073_GameSize,snd_bgm_CS1073_GameSize,39000,0,1667962800,4102412399
1074,6110,0,0,1,0,4,2,124,6,snd_bgm_CS1074_Short,snd_bgm_CS1074_Short,snd_bgm_CS1074_GameSize,snd_bgm_CS1074_GameSize,35000,0,1667962800,4102412399
1075,51002,0,0,1,0,5,1,441,5,snd_bgm_CS1075_Short,snd_bgm_CS1075_Short,snd_bgm_CS1075_GameSize,snd_bgm_CS1075_GameSize,20000,0,1667962800,4102412399
1076,2007,0,0,1,0,4,2,381,6,snd_bgm_CS1076_Short,snd_bgm_CS1076_Short,snd_bgm_CS1076_GameSize,snd_bgm_CS1076_GameSize,26000,0,1667962800,4102412399
1077,10021,0,0,1,0,4,2,351,6,snd_bgm_CS1077_Short,snd_bgm_CS1077_Short,snd_bgm_CS1077_GameSize,snd_bgm_CS1077_GameSize,18000,0,1667962800,4102412399
1078,10106,0,0,1,0,1,1,277,2,snd_bgm_CS1078_Short,snd_bgm_CS1078_Short,snd_bgm_CS1078_GameSize,snd_bgm_CS1078_GameSize,24000,0,1667962800,4102412399
1079,10110,0,0,1,0,1,1,593,4,snd_bgm_CS1079_Short,snd_bgm_CS1079_Short,snd_bgm_CS1079_GameSize,snd_bgm_CS1079_GameSize,29000,0,1667962800,4102412399
1081,10310,0,0,1,0,3,1,308,2,snd_bgm_CS1081_Short,snd_bgm_CS1081_Short,snd_bgm_CS1081_GameSize,snd_bgm_CS1081_GameSize,28500,0,1683514800,4102412399
1082,1005,1,0,1,0,1,1,241,1,snd_bgm_CS1082_Short,snd_bgm_CS1082_Short,snd_bgm_CS1082_GameSize,snd_bgm_CS1082_GameSize,35000,0,1692846000,4102412399
1083,4006,1,0,1,0,1,1,184,5,snd_bgm_CS1083_Short,snd_bgm_CS1083_Short,snd_bgm_CS1083_GameSize,snd_bgm_CS1083_GameSize,27500,0,1692846000,4102412399
1084,10107,0,0,1,0,1,1,204,3,snd_bgm_CS1084_Short,snd_bgm_CS1084_Short,snd_bgm_CS1084_GameSize,snd_bgm_CS1084_GameSize,20000,0,1703732400,4102412399
1085,10309,0,0,1,0,5,1,395,5,snd_bgm_CS1085_Short,snd_bgm_CS1085_Short,snd_bgm_CS1085_GameSize,snd_bgm_CS1085_GameSize,27500,0,1724986800,4102412399
1086,10300,0,0,1,0,2,1,316,6,snd_bgm_CS1086_Short,snd_bgm_CS1086_Short,snd_bgm_CS1086_GameSize,snd_bgm_CS1086_GameSize,37500,0,1680318000,4102412399
1087,10305,0,0,1,0,5,1,103,5,snd_bgm_CS1087_Short,snd_bgm_CS1087_Short,snd_bgm_CS1087_GameSize,snd_bgm_CS1087_GameSize,25000,0,1682650800,4102412399
1088,1006,1,0,1,0,1,1,214,3,snd_bgm_CS1088_Short,snd_bgm_CS1088_Short,snd_bgm_CS1088_GameSize,snd_bgm_CS1088_GameSize,25000,0,1710212400,4102412399
1089,4007,1,0,1,0,3,1,360,2,snd_bgm_CS1089_Short,snd_bgm_CS1089_Short,snd_bgm_CS1089_GameSize,snd_bgm_CS1089_GameSize,38200,0,1710212400,4102412399
1092,1007,1,0,1,0,5,1,355,1,snd_bgm_CS1092_Short,snd_bgm_CS1092_Short,snd_bgm_CS1092_GameSize,snd_bgm_CS1092_GameSize,17000,0,1724468400,4102412399
1093,4008,1,0,1,0,1,1,229,2,snd_bgm_CS1093_Short,snd_bgm_CS1093_Short,snd_bgm_CS1093_GameSize,snd_bgm_CS1093_GameSize,39000,0,1724749200,4102412399
1094,1008,1,0,1,0,2,1,187,4,snd_bgm_CS1094_Short,snd_bgm_CS1094_Short,snd_bgm_CS1094_GameSize,snd_bgm_CS1094_GameSize,33700,0,1730170800,4102412399
1096,10022,0,0,1,0,1,1,368,5,snd_bgm_CS1096_Short,snd_bgm_CS1096_Short,snd_bgm_CS1096_GameSize,snd_bgm_CS1096_GameSize,39900,0,1689908400,4102412399
1097,10023,0,0,1,0,3,1,237,2,snd_bgm_CS1097_Short,snd_bgm_CS1097_Short,snd_bgm_CS1097_GameSize,snd_bgm_CS1097_GameSize,46100,0,1689908400,4102412399
1098,10024,0,0,1,0,4,2,159,6,snd_bgm_CS1098_Short,snd_bgm_CS1098_Short,snd_bgm_CS1098_GameSize,snd_bgm_CS1098_GameSize,63600,0,1689908400,4102412399
1099,10311,0,0,1,0,4,2,307,1,snd_bgm_CS1099_Short,snd_bgm_CS1099_Short,snd_bgm_CS1099_GameSize,snd_bgm_CS1099_GameSize,47700,0,1689908400,4102412399
1100,10111,0,0,1,0,2,1,835,5,snd_bgm_CS1100_Short,snd_bgm_CS1100_Short,snd_bgm_CS1100_GameSize,snd_bgm_CS1100_GameSize,50700,0,1689908400,4102412399
1101,10112,0,0,1,0,2,1,647,5,snd_bgm_CS1101_Short,snd_bgm_CS1101_Short,snd_bgm_CS1101_GameSize,snd_bgm_CS1101_GameSize,39700,0,1689908400,4102412399
1102,6130,0,0,1,0,5,1,359,2,snd_bgm_CS1102_Short,snd_bgm_CS1102_Short,snd_bgm_CS1102_GameSize,snd_bgm_CS1102_GameSize,37600,0,1689908400,4102412399
1103,6140,0,0,1,0,4,2,119,6,snd_bgm_CS1103_Short,snd_bgm_CS1103_Short,snd_bgm_CS1103_GameSize,snd_bgm_CS1103_GameSize,59200,0,1689908400,4102412399
1104,6150,0,0,1,0,2,1,127,3,snd_bgm_CS1104_Short,snd_bgm_CS1104_Short,snd_bgm_CS1104_GameSize,snd_bgm_CS1104_GameSize,34200,0,1689908400,4102412399
1105,6160,0,0,1,0,2,1,141,3,snd_bgm_CS1105_Short,snd_bgm_CS1105_Short,snd_bgm_CS1105_GameSize,snd_bgm_CS1105_GameSize,51400,0,1689908400,4102412399
1106,6170,0,0,1,0,2,2,380,3,snd_bgm_CS1106_Short,snd_bgm_CS1106_Short,snd_bgm_CS1106_GameSize,snd_bgm_CS1106_GameSize,31700,0,1689908400,4102412399
1107,6180,0,0,1,0,3,1,179,1,snd_bgm_CS1107_Short,snd_bgm_CS1107_Short,snd_bgm_CS1107_GameSize,snd_bgm_CS1107_GameSize,54100,0,1689908400,4102412399
1108,6190,0,0,1,0,5,1,388,5,snd_bgm_CS1108_Short,snd_bgm_CS1108_Short,snd_bgm_CS1108_GameSize,snd_bgm_CS1108_GameSize,33800,0,1689908400,4102412399
1109,6200,0,0,1,0,2,1,315,3,snd_bgm_CS1109_Short,snd_bgm_CS1109_Short,snd_bgm_CS1109_GameSize,snd_bgm_CS1109_GameSize,48200,0,1689908400,4102412399
1110,6210,0,0,1,0,4,2,147,4,snd_bgm_CS1110_Short,snd_bgm_CS1110_Short,snd_bgm_CS1110_GameSize,snd_bgm_CS1110_GameSize,47600,0,1689908400,4102412399
1111,6220,0,0,1,0,5,1,259,1,snd_bgm_CS1111_Short,snd_bgm_CS1111_Short,snd_bgm_CS1111_GameSize,snd_bgm_CS1111_GameSize,41200,0,1689908400,4102412399
1112,6230,0,0,1,0,1,2,211,2,snd_bgm_CS1112_Short,snd_bgm_CS1112_Short,snd_bgm_CS1112_GameSize,snd_bgm_CS1112_GameSize,42400,0,1689908400,4102412399
1113,6240,0,0,1,0,2,2,342,6,snd_bgm_CS1113_Short,snd_bgm_CS1113_Short,snd_bgm_CS1113_GameSize,snd_bgm_CS1113_GameSize,42400,0,1689908400,4102412399
1114,6250,0,0,1,0,1,1,327,2,snd_bgm_CS1114_Short,snd_bgm_CS1114_Short,snd_bgm_CS1114_GameSize,snd_bgm_CS1114_GameSize,39600,0,1689908400,4102412399
1115,6260,0,0,1,0,1,1,455,3,snd_bgm_CS1115_Short,snd_bgm_CS1115_Short,snd_bgm_CS1115_GameSize,snd_bgm_CS1115_GameSize,27000,0,1695178800,4102412399
1116,6270,0,0,1,0,3,2,165,1,snd_bgm_CS1116_Short,snd_bgm_CS1116_Short,snd_bgm_CS1116_GameSize,snd_bgm_CS1116_GameSize,36500,0,1695178800,4102412399
1117,6280,0,0,1,0,4,1,327,4,snd_bgm_CS1117_Short,snd_bgm_CS1117_Short,snd_bgm_CS1117_GameSize,snd_bgm_CS1117_GameSize,23700,0,1695178800,4102412399
1118,6290,0,0,1,0,2,1,581,2,snd_bgm_CS1118_Short,snd_bgm_CS1118_Short,snd_bgm_CS1118_GameSize,snd_bgm_CS1118_GameSize,27500,0,1695178800,4102412399
1119,6300,0,0,1,0,4,2,346,6,snd_bgm_CS1119_Short,snd_bgm_CS1119_Short,snd_bgm_CS1119_GameSize,snd_bgm_CS1119_GameSize,47000,0,1695178800,4102412399
1120,6310,0,0,1,0,5,2,387,5,snd_bgm_CS1120_Short,snd_bgm_CS1120_Short,snd_bgm_CS1120_GameSize,snd_bgm_CS1120_GameSize,24500,0,1695178800,4102412399
1121,6320,0,0,1,0,4,2,183,1,snd_bgm_CS1121_Short,snd_bgm_CS1121_Short,snd_bgm_CS1121_GameSize,snd_bgm_CS1121_GameSize,46000,0,1695178800,4102412399
1122,6330,0,0,1,0,2,1,317,3,snd_bgm_CS1122_Short,snd_bgm_CS1122_Short,snd_bgm_CS1122_GameSize,snd_bgm_CS1122_GameSize,33800,0,1695178800,4102412399
1123,6340,0,0,1,0,2,1,223,3,snd_bgm_CS1123_Short,snd_bgm_CS1123_Short,snd_bgm_CS1123_GameSize,snd_bgm_CS1123_GameSize,33400,0,1695178800,4102412399
1124,20000,0,0,1,0,5,1,309,4,snd_bgm_CS1124_Short,snd_bgm_CS1124_Short,snd_bgm_CS1124_GameSize,snd_bgm_CS1124_GameSize,44200,0,1695178800,4102412399
1125,10108,0,0,1,0,3,1,407,1,snd_bgm_CS1125_Short,snd_bgm_CS1125_Short,snd_bgm_CS1125_GameSize,snd_bgm_CS1125_GameSize,31000,0,1703732400,4102412399
1126,10003,1,0,1,0,3,1,407,2,snd_bgm_CS1126_Short,snd_bgm_CS1126_Short,snd_bgm_CS1126_GameSize,snd_bgm_CS1126_GameSize,33200,0,1718247600,4102412399
1127,51003,0,0,1,0,5,2,555,5,snd_bgm_CS1127_Short,snd_bgm_CS1127_Short,snd_bgm_CS1127_GameSize,snd_bgm_CS1127_GameSize,25300,0,1709089200,4102412399
1128,6350,0,0,1,0,2,2,211,2,snd_bgm_CS1128_Short,snd_bgm_CS1128_Short,snd_bgm_CS1128_GameSize,snd_bgm_CS1128_GameSize,30200,0,1707274800,4102412399
1129,6360,0,0,1,0,2,1,156,6,snd_bgm_CS1129_Short,snd_bgm_CS1129_Short,snd_bgm_CS1129_GameSize,snd_bgm_CS1129_GameSize,26800,0,1707274800,4102412399
1130,6370,0,0,1,0,2,1,164,4,snd_bgm_CS1130_Short,snd_bgm_CS1130_Short,snd_bgm_CS1130_GameSize,snd_bgm_CS1130_GameSize,36400,0,1707274800,4102412399
1131,6380,0,0,1,0,3,2,159,6,snd_bgm_CS1131_Short,snd_bgm_CS1131_Short,snd_bgm_CS1131_GameSize,snd_bgm_CS1131_GameSize,29500,0,1707274800,4102412399
1132,6351,0,0,1,0,4,2,218,6,snd_bgm_CS1132_Short,snd_bgm_CS1132_Short,snd_bgm_CS1132_GameSize,snd_bgm_CS1132_GameSize,49800,0,1707274800,4102412399
1133,6231,0,0,1,0,1,1,479,5,snd_bgm_CS1133_Short,snd_bgm_CS1133_Short,snd_bgm_CS1133_GameSize,snd_bgm_CS1133_GameSize,26800,0,1707274800,4102412399
1134,6390,0,0,1,0,1,1,136,3,snd_bgm_CS1134_Short,snd_bgm_CS1134_Short,snd_bgm_CS1134_GameSize,snd_bgm_CS1134_GameSize,24000,0,1711681200,4102412399
1135,6400,0,0,1,0,1,1,363,3,snd_bgm_CS1135_Short,snd_bgm_CS1135_Short,snd_bgm_CS1135_GameSize,snd_bgm_CS1135_GameSize,31000,0,1711681200,4102412399
1136,6410,0,0,1,0,1,1,310,2,snd_bgm_CS1136_Short,snd_bgm_CS1136_Short,snd_bgm_CS1136_GameSize,snd_bgm_CS1136_GameSize,27400,0,1711681200,4102412399
1137,6420,0,0,1,0,3,1,319,5,snd_bgm_CS1137_Short,snd_bgm_CS1137_Short,snd_bgm_CS1137_GameSize,snd_bgm_CS1137_GameSize,34200,0,1711681200,4102412399
1138,20001,0,0,1,0,3,1,112,1,snd_bgm_CS1138_Short,snd_bgm_CS1138_Short,snd_bgm_CS1138_GameSize,snd_bgm_CS1138_GameSize,28000,0,1711681200,4102412399
1139,6430,0,0,1,0,5,2,267,4,snd_bgm_CS1139_Short,snd_bgm_CS1139_Short,snd_bgm_CS1139_GameSize,snd_bgm_CS1139_GameSize,33000,0,1711681200,4102412399
1140,6440,0,0,1,0,1,1,375,2,snd_bgm_CS1140_Short,snd_bgm_CS1140_Short,snd_bgm_CS1140_GameSize,snd_bgm_CS1140_GameSize,30600,0,1711681200,4102412399
1141,6450,0,0,1,0,2,1,64,2,snd_bgm_CS1141_Short,snd_bgm_CS1141_Short,snd_bgm_CS1141_GameSize,snd_bgm_CS1141_GameSize,34200,0,1711681200,4102412399
1142,6460,0,0,1,0,2,1,653,2,snd_bgm_CS1142_Short,snd_bgm_CS1142_Short,snd_bgm_CS1142_GameSize,snd_bgm_CS1142_GameSize,29000,0,1711681200,4102412399
1143,6381,0,0,1,0,2,2,190,6,snd_bgm_CS1143_Short,snd_bgm_CS1143_Short,snd_bgm_CS1143_GameSize,snd_bgm_CS1143_GameSize,20800,0,1711681200,4102412399
1144,6470,0,0,1,0,2,2,311,6,snd_bgm_CS1144_Short,snd_bgm_CS1144_Short,snd_bgm_CS1144_GameSize,snd_bgm_CS1144_GameSize,47500,0,1711681200,4102412399
1145,6480,0,0,1,0,4,2,155,6,snd_bgm_CS1145_Short,snd_bgm_CS1145_Short,snd_bgm_CS1145_GameSize,snd_bgm_CS1145_GameSize,24000,0,1711681200,4102412399
1146,6490,0,0,1,0,2,1,172,4,snd_bgm_CS1146_Short,snd_bgm_CS1146_Short,snd_bgm_CS1146_GameSize,snd_bgm_CS1146_GameSize,29000,0,1711681200,4102412399
1147,6500,0,0,1,0,3,1,207,1,snd_bgm_CS1147_Short,snd_bgm_CS1147_Short,snd_bgm_CS1147_GameSize,snd_bgm_CS1147_GameSize,29000,0,1711681200,4102412399
1148,10304,0,0,1,0,2,1,577,6,snd_bgm_CS1148_Short,snd_bgm_CS1148_Short,snd_bgm_CS1148_GameSize,snd_bgm_CS1148_GameSize,33000,0,1711940400,4102412399
1149,10306,0,0,1,0,5,1,192,5,snd_bgm_CS1149_Short,snd_bgm_CS1149_Short,snd_bgm_CS1149_GameSize,snd_bgm_CS1149_GameSize,30500,0,1714446000,4102412399
1150,4009,1,0,1,0,3,1,296,2,snd_bgm_CS1150_Short,snd_bgm_CS1150_Short,snd_bgm_CS1150_GameSize,snd_bgm_CS1150_GameSize,40000,0,1741662000,4102412399
1151,1009,1,0,1,0,1,1,282,3,snd_bgm_CS1151_Short,snd_bgm_CS1151_Short,snd_bgm_CS1151_GameSize,snd_bgm_CS1151_GameSize,19000,0,1741662000,4102412399
1152,3002,0,0,1,0,5,1,215,5,snd_bgm_CS1152_Short,snd_bgm_CS1152_Short,snd_bgm_CS1152_GameSize,snd_bgm_CS1152_GameSize,26500,0,1728615600,4102412399
1154,1010,1,0,1,0,1,1,487,5,snd_bgm_CS1154_Short,snd_bgm_CS1154_Short,snd_bgm_CS1154_GameSize,snd_bgm_CS1154_GameSize,26954,0,1750993200,4102412399
1155,2008,1,0,1,0,4,2,91,6,snd_bgm_CS1155_Short,snd_bgm_CS1155_Short,snd_bgm_CS1155_GameSize,snd_bgm_CS1155_GameSize,27700,0,1753153200,4102412399
1156,4010,1,0,1,0,5,1,404,5,snd_bgm_CS1156_Short,snd_bgm_CS1156_Short,snd_bgm_CS1156_GameSize,snd_bgm_CS1156_GameSize,29750,0,1756263600,4102412399
