id,story_id,short_story_id,card_id,card_chara_id,support_card_id,support_chara_id,show_progress_1,show_progress_2,show_progress_3,show_clear,show_succession,event_title_style,event_title_dress_icon,event_title_chara_icon,se_change,ending_type,race_event_flag,mini_game_result,gallery_main_scenario,gallery_flag,gallery_list_id,gallery_gruop_id,gallery_sort,gallery_condition,gallery_suggest_event,available_gallery_key,past_race_id,past_race_id_2,past_race_id_3,past_race_id_4,force_use_race_dress,event_category
26,400001020,400001409,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,11,0,0,0,0,1,0,0,0,0,0,1
27,400001021,400001410,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,12,0,0,0,0,1,0,0,0,0,0,1
28,501001100,501001400,0,1001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1010,0,0,0,1,1,0,0,0,0,0,2
29,501002100,501002400,0,1002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1010,0,0,0,1,1,0,0,0,0,0,2
30,501003100,501003400,0,1003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1010,0,0,0,1,1,0,0,0,0,0,2
31,501004100,501004400,0,1004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1010,0,0,0,1,1,0,0,0,0,0,2
33,501006100,501006400,0,1006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1010,0,0,0,1,1,0,0,0,0,0,2
34,501007100,501007400,0,1007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1010,0,0,0,1,1,0,0,0,0,0,2
35,501008100,501008400,0,1008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1010,0,0,0,1,1,0,0,0,0,0,2
36,501009100,501009400,0,1009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1010,0,0,0,1,1,0,0,0,0,0,2
37,501010100,501010400,0,1010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1010,0,0,0,1,1,0,0,0,0,0,2
38,501011100,501011400,0,1011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1010,0,0,0,1,1,0,0,0,0,0,2
40,501013100,501013400,0,1013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1010,0,0,0,1,1,0,0,0,0,0,2
41,501014100,501014400,0,1014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1010,0,0,0,1,1,0,0,0,0,0,2
42,501015100,501015400,0,1015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1010,0,0,0,1,1,0,0,0,0,0,2
43,501017100,501017400,0,1017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1010,0,0,0,1,1,0,0,0,0,0,2
44,501018100,501018400,0,1018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1010,0,0,0,1,1,0,0,0,0,0,2
46,501024100,501024400,0,1024,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1010,0,0,0,1,1,0,0,0,0,0,2
47,501027100,501027400,0,1027,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1010,0,0,0,1,1,0,0,0,0,0,2
48,501030100,501030400,0,1030,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1010,0,0,0,1,1,0,0,0,0,0,2
49,501032100,501032400,0,1032,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1010,0,0,0,1,1,0,0,0,0,0,2
50,501035100,501035400,0,1035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1010,0,0,0,1,1,0,0,0,0,0,2
52,501041100,501041400,0,1041,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1010,0,0,0,1,1,0,0,0,0,0,2
53,501045100,501045400,0,1045,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1010,0,0,0,1,1,0,0,0,0,0,2
54,501052100,501052400,0,1052,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1010,0,0,0,1,1,0,0,0,0,0,2
55,501056100,501056400,0,1056,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1010,0,0,0,1,1,0,0,0,0,0,2
56,501060100,501060400,0,1060,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1010,0,0,0,1,1,0,0,0,0,0,2
57,501061100,501061400,0,1061,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1010,0,0,0,1,1,0,0,0,0,0,2
58,501001101,0,0,1001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25010,0,0,0,1,1,0,0,0,0,0,2
59,501002101,0,0,1002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25010,0,0,0,1,1,0,0,0,0,0,2
60,501003101,0,0,1003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25010,0,0,0,1,1,0,0,0,0,0,2
61,501004101,0,0,1004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25010,0,0,0,1,1,0,0,0,0,0,2
63,501006101,0,0,1006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25010,0,0,0,1,1,0,0,0,0,0,2
64,501007101,0,0,1007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25010,0,0,0,1,1,0,0,0,0,0,2
65,501008101,0,0,1008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25010,0,0,0,1,1,0,0,0,0,0,2
66,501009101,0,0,1009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25010,0,0,0,1,1,0,0,0,0,0,2
67,501010101,0,0,1010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25010,0,0,0,1,1,0,0,0,0,0,2
68,501011101,0,0,1011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25010,0,0,0,1,1,0,0,0,0,0,2
70,501013101,0,0,1013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25010,0,0,0,1,1,0,0,0,0,0,2
71,501014101,0,0,1014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25010,0,0,0,1,1,0,0,0,0,0,2
72,501015101,0,0,1015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25010,0,0,0,1,1,0,0,0,0,0,2
73,501017101,0,0,1017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25010,0,0,0,1,1,0,0,0,0,0,2
74,501018101,0,0,1018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25010,0,0,0,1,1,0,0,0,0,0,2
76,501024101,0,0,1024,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25010,0,0,0,1,1,0,0,0,0,0,2
77,501027101,0,0,1027,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25010,0,0,0,1,1,0,0,0,0,0,2
78,501030101,0,0,1030,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25010,0,0,0,1,1,0,0,0,0,0,2
79,501032101,0,0,1032,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25010,0,0,0,1,1,0,0,0,0,0,2
80,501035101,0,0,1035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25010,0,0,0,1,1,0,0,0,0,0,2
82,501041101,0,0,1041,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25010,0,0,0,1,1,0,0,0,0,0,2
83,501045101,0,0,1045,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25010,0,0,0,1,1,0,0,0,0,0,2
84,501052101,0,0,1052,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25010,0,0,0,1,1,0,0,0,0,0,2
85,501056101,0,0,1056,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25010,0,0,0,1,1,0,0,0,0,0,2
86,501060101,0,0,1060,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25010,0,0,0,1,1,0,0,0,0,0,2
87,501061101,0,0,1061,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25010,0,0,0,1,1,0,0,0,0,0,2
88,501001102,0,0,1001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49010,0,0,0,1,1,0,0,0,0,0,2
89,501002102,0,0,1002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49010,0,0,0,1,1,0,0,0,0,0,2
90,501003102,0,0,1003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49010,0,0,0,1,1,0,0,0,0,0,2
91,501004102,0,0,1004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49010,0,0,0,1,1,0,0,0,0,0,2
93,501006102,0,0,1006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49010,0,0,0,1,1,0,0,0,0,0,2
94,501007102,0,0,1007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49010,0,0,0,1,1,0,0,0,0,0,2
95,501008102,0,0,1008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49010,0,0,0,1,1,0,0,0,0,0,2
96,501009102,0,0,1009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49010,0,0,0,1,1,0,0,0,0,0,2
97,501010102,0,0,1010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49010,0,0,0,1,1,0,0,0,0,0,2
98,501011102,0,0,1011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49010,0,0,0,1,1,0,0,0,0,0,2
100,501013102,0,0,1013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49010,0,0,0,1,1,0,0,0,0,0,2
101,501014102,0,0,1014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49010,0,0,0,1,1,0,0,0,0,0,2
102,501015102,0,0,1015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49010,0,0,0,1,1,0,0,0,0,0,2
103,501017102,0,0,1017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49010,0,0,0,1,1,0,0,0,0,0,2
104,501018102,0,0,1018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49010,0,0,0,1,1,0,0,0,0,0,2
106,501024102,0,0,1024,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49010,0,0,0,1,1,0,0,0,0,0,2
107,501027102,0,0,1027,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49010,0,0,0,1,1,0,0,0,0,0,2
108,501030102,0,0,1030,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49010,0,0,0,1,1,0,0,0,0,0,2
109,501032102,0,0,1032,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49010,0,0,0,1,1,0,0,0,0,0,2
110,501035102,0,0,1035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49010,0,0,0,1,1,0,0,0,0,0,2
112,501041102,0,0,1041,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49010,0,0,0,1,1,0,0,0,0,0,2
113,501045102,0,0,1045,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49010,0,0,0,1,1,0,0,0,0,0,2
114,501052102,0,0,1052,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49010,0,0,0,1,1,0,0,0,0,0,2
115,501056102,0,0,1056,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49010,0,0,0,1,1,0,0,0,0,0,2
116,501060102,0,0,1060,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49010,0,0,0,1,1,0,0,0,0,0,2
117,501061102,0,0,1061,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49010,0,0,0,1,1,0,0,0,0,0,2
118,501001103,501001406,0,1001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,37010,0,0,0,1,1,0,0,0,0,0,2
119,501002103,501002407,0,1002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,37010,0,0,0,1,1,0,0,0,0,0,2
120,501003103,501003407,0,1003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,37010,0,0,0,1,1,0,0,0,0,0,2
121,501004103,501004406,0,1004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,37010,0,0,0,1,1,0,0,0,0,0,2
123,501006103,501006409,0,1006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,37010,0,0,0,1,1,0,0,0,0,0,2
124,501007103,501007406,0,1007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,37010,0,0,0,1,1,0,0,0,0,0,2
125,501008103,501008406,0,1008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,37010,0,0,0,1,1,0,0,0,0,0,2
126,501009103,501009421,0,1009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,37010,0,0,0,1,1,0,0,0,0,0,2
127,501010103,501010406,0,1010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,37010,0,0,0,1,1,0,0,0,0,0,2
128,501011103,501011405,0,1011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,37010,0,0,0,1,1,0,0,0,0,0,2
130,501013103,501013406,0,1013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,37010,0,0,0,1,1,0,0,0,0,0,2
131,501014103,501014406,0,1014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,37010,0,0,0,1,1,0,0,0,0,0,2
132,501015103,501015406,0,1015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,37010,0,0,0,1,1,0,0,0,0,0,2
133,501017103,501017408,0,1017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,37010,0,0,0,1,1,0,0,0,0,0,2
134,501018103,501018406,0,1018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,37010,0,0,0,1,1,0,0,0,0,0,2
136,501024103,501024406,0,1024,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,37010,0,0,0,1,1,0,0,0,0,0,2
137,501027103,501027407,0,1027,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,37010,0,0,0,1,1,0,0,0,0,0,2
138,501030103,501030406,0,1030,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,37010,0,0,0,1,1,0,0,0,0,0,2
139,501032103,501032407,0,1032,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,37010,0,0,0,1,1,0,0,0,0,0,2
140,501035103,501035406,0,1035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,37010,0,0,0,1,1,0,0,0,0,0,2
142,501041103,501041406,0,1041,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,37010,0,0,0,1,1,0,0,0,0,0,2
143,501045103,501045406,0,1045,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,37010,0,0,0,1,1,0,0,0,0,0,2
144,501052103,501052407,0,1052,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,37010,0,0,0,1,1,0,0,0,0,0,2
145,501056103,501056406,0,1056,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,37010,0,0,0,1,1,0,0,0,0,0,2
146,501060103,501060406,0,1060,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,37010,0,0,0,1,1,0,0,0,0,0,2
147,501061103,501061406,0,1061,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,37010,0,0,0,1,1,0,0,0,0,0,2
148,501001104,0,0,1001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40010,0,0,0,1,1,0,0,0,0,0,2
149,501002104,0,0,1002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40010,0,0,0,1,1,0,0,0,0,0,2
150,501003104,0,0,1003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40010,0,0,0,1,1,0,0,0,0,0,2
151,501004104,0,0,1004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40010,0,0,0,1,1,0,0,0,0,0,2
153,501006104,0,0,1006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40010,0,0,0,1,1,0,0,0,0,0,2
154,501007104,0,0,1007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40010,0,0,0,1,1,0,0,0,0,0,2
155,501008104,0,0,1008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40010,0,0,0,1,1,0,0,0,0,0,2
156,501009104,0,0,1009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40010,0,0,0,1,1,0,0,0,0,0,2
157,501010104,0,0,1010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40010,0,0,0,1,1,0,0,0,0,0,2
158,501011104,0,0,1011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40010,0,0,0,1,1,0,0,0,0,0,2
160,501013104,0,0,1013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40010,0,0,0,1,1,0,0,0,0,0,2
161,501014104,0,0,1014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40010,0,0,0,1,1,0,0,0,0,0,2
162,501015104,0,0,1015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40010,0,0,0,1,1,0,0,0,0,0,2
163,501017104,0,0,1017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40010,0,0,0,1,1,0,0,0,0,0,2
164,501018104,0,0,1018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40010,0,0,0,1,1,0,0,0,0,0,2
166,501024104,0,0,1024,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40010,0,0,0,1,1,0,0,0,0,0,2
167,501027104,0,0,1027,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40010,0,0,0,1,1,0,0,0,0,0,2
168,501030104,0,0,1030,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40010,0,0,0,1,1,0,0,0,0,0,2
169,501032104,0,0,1032,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40010,0,0,0,1,1,0,0,0,0,0,2
170,501035104,0,0,1035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40010,0,0,0,1,1,0,0,0,0,0,2
172,501041104,0,0,1041,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40010,0,0,0,1,1,0,0,0,0,0,2
173,501045104,0,0,1045,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40010,0,0,0,1,1,0,0,0,0,0,2
174,501052104,0,0,1052,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40010,0,0,0,1,1,0,0,0,0,0,2
175,501056104,0,0,1056,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40010,0,0,0,1,1,0,0,0,0,0,2
176,501060104,0,0,1060,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40010,0,0,0,1,1,0,0,0,0,0,2
177,501061104,0,0,1061,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40010,0,0,0,1,1,0,0,0,0,0,2
178,501001105,501001407,0,1001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61010,0,0,0,1,1,0,0,0,0,0,2
179,501002105,501002408,0,1002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61010,0,0,0,1,1,0,0,0,0,0,2
180,501003105,501003408,0,1003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61010,0,0,0,1,1,0,0,0,0,0,2
181,501004105,501004407,0,1004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61010,0,0,0,1,1,0,0,0,0,0,2
183,501006105,501006420,0,1006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61010,0,0,0,1,1,0,0,0,0,0,2
184,501007105,501007407,0,1007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61010,0,0,0,1,1,0,0,0,0,0,2
185,501008105,501008407,0,1008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61010,0,0,0,1,1,0,0,0,0,0,2
186,501009105,501009431,0,1009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61010,0,0,0,1,1,0,0,0,0,0,2
187,501010105,501010407,0,1010,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61010,0,0,0,1,1,0,0,0,0,0,2
188,501011105,501011406,0,1011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61010,0,0,0,1,1,0,0,0,0,0,2
190,501013105,501013407,0,1013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61010,0,0,0,1,1,0,0,0,0,0,2
191,501014105,501014407,0,1014,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61010,0,0,0,1,1,0,0,0,0,0,2
192,501015105,501015407,0,1015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61010,0,0,0,1,1,0,0,0,0,0,2
193,501017105,501017409,0,1017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61010,0,0,0,1,1,0,0,0,0,0,2
194,501018105,501018407,0,1018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61010,0,0,0,1,1,0,0,0,0,0,2
196,501024105,501024407,0,1024,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61010,0,0,0,1,1,0,0,0,0,0,2
197,501027105,501027408,0,1027,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61010,0,0,0,1,1,0,0,0,0,0,2
198,501030105,501030407,0,1030,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61010,0,0,0,1,1,0,0,0,0,0,2
199,501032105,501032408,0,1032,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61010,0,0,0,1,1,0,0,0,0,0,2
200,501035105,501035407,0,1035,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61010,0,0,0,1,1,0,0,0,0,0,2
202,501041105,501041407,0,1041,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61010,0,0,0,1,1,0,0,0,0,0,2
203,501045105,501045407,0,1045,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61010,0,0,0,1,1,0,0,0,0,0,2
204,501052105,501052408,0,1052,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61010,0,0,0,1,1,0,0,0,0,0,2
205,501056105,501056407,0,1056,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61010,0,0,0,1,1,0,0,0,0,0,2
206,501060105,501060407,0,1060,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61010,0,0,0,1,1,0,0,0,0,0,2
207,501061105,501061407,0,1061,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,61010,0,0,0,1,1,0,0,0,0,0,2
238,501001107,0,0,1001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,51010,0,0,0,1,1,0,0,0,0,0,2
239,501002107,0,0,1002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,51010,0,0,0,1,1,0,0,0,0,0,2
240,501003107,0,0,1003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,51010,0,0,0,1,1,0,0,0,0,0,2
241,501004107,0,0,1004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,51010,0,0,0,1,1,0,0,0,0,0,2
243,501006107,0,0,1006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,51010,0,0,0,1,1,0,0,0,0,0,2
244,501007107,0,0,1007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,51010,0,0,0,1,1,0,0,0,0,0,2
245,501008107,0,0,1008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,51010,0,0,0,1,1,0,0,0,0,0,2
246,501009107,0,0,1009,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,51010,0,0,0,1,1,0,0,0,0,0,2
