campaign_id,target_type,target_id,effect_type_1,effect_value_1,open_flag_id,user_show,disp_order,image_icon_id,transition_type,image_change,logo_type,start_time,end_time
162,5,0,0,0,0,0,0,0,0,0,0,1648522800,1649645999
163,5,0,0,0,0,0,0,0,0,0,0,1648522800,1649645999
165,1,0,9,10,0,1,0,10,10001,0,0,1651262400,1651435199
166,1,0,9,11,0,1,0,10,10001,0,0,1651867200,1652039999
167,1,0,9,12,0,1,0,10,10001,0,0,1652472000,1652644799
168,1,0,9,13,0,1,0,10,10001,0,0,1653076800,1653249599
169,1,0,9,14,0,1,0,10,10001,0,0,1653681600,1653854399
170,1,0,9,15,0,1,0,10,10001,0,0,1654286400,1654459199
171,1,0,9,16,0,1,0,10,10001,0,0,1656100800,1656273599
172,5,0,0,0,0,0,0,0,0,0,0,1649646000,1650337199
173,5,0,0,0,0,0,0,0,0,0,0,1650337200,1651114799
174,5,0,0,0,0,0,0,0,0,0,0,1651114800,1652151599
175,5,0,0,0,0,0,0,0,0,0,0,1651114800,1652151599
176,2,0,2,3,0,1,0,2,20003,0,0,1651176000,1652817599
177,7,0,8,0,0,1,0,8,20001,1,0,1651114800,1652817599
180,4,0,0,0,0,0,732,0,0,0,1,1655953200,1656532799
181,1,0,9,17,0,1,0,10,10001,0,0,1656381600,1656532799
182,5,0,0,0,0,0,0,0,0,0,0,1652151600,1653015599
183,4,0,0,0,0,0,733,0,0,0,1,1657137600,1657742399
184,1,0,9,18,0,1,0,10,10001,0,0,1657569600,1657742399
185,5,0,0,0,0,0,0,0,0,0,0,1653015600,1653879599
186,5,0,0,0,0,0,0,0,0,0,0,1653879600,1654829999
187,5,0,0,0,0,0,0,0,0,0,0,1653879600,1654829999
188,2,0,2,3,0,1,0,2,20003,0,0,1654891200,1656100799
189,5,0,0,0,0,0,0,0,0,0,0,1654830000,1655693999
190,5,0,0,0,0,0,0,0,0,0,0,1655694000,1656557999
191,1,0,12,2,0,1,0,12,10001,0,0,1656532800,1658260799
192,5,0,0,0,0,0,0,0,0,0,0,1656558000,1657508399
193,5,0,0,0,0,0,0,0,0,0,0,1656558000,1657508399
194,4,0,0,0,0,0,737,0,0,0,1,1664161200,1664740799
195,4,0,0,0,0,0,738,0,0,0,1,1664827200,1665431999
196,4,0,0,0,0,0,739,0,0,0,1,1665345600,1665950399
197,4,0,0,0,0,0,740,0,0,0,1,1665950400,1666555199
198,4,0,0,0,0,0,741,0,0,0,1,1666580400,1667159999
199,4,0,0,0,0,0,742,0,0,0,1,1666900800,1667505599
200,4,0,0,0,0,0,743,0,0,0,1,1667764800,1668369599
201,4,0,0,0,0,0,744,0,0,0,1,1668369600,1668974399
202,4,0,0,0,0,0,745,0,0,0,1,1668974400,1669579199
203,4,0,0,0,0,0,746,0,0,0,1,1669579200,1670183999
204,4,0,0,0,0,0,747,0,0,0,1,1670209200,1670788799
205,4,0,0,0,0,0,748,0,0,0,1,1670443200,1671047999
206,4,0,0,0,0,0,749,0,0,0,1,1670788800,1671393599
207,4,0,0,0,0,0,750,0,0,0,1,1671393600,1671998399
208,4,0,0,0,0,0,751,0,0,0,1,1671652800,1672257599
209,4,0,0,0,0,0,752,0,0,0,1,1671739200,1672343999
210,2,0,2,3,0,1,0,2,20003,0,0,1658347200,1659124799
211,5,0,0,0,0,0,0,0,0,0,0,1657508400,1658285999
212,5,0,0,0,0,0,0,0,0,0,0,1658286000,1659063599
213,5,0,0,0,0,0,0,0,0,0,0,1658286000,1659063599
214,8,0,0,0,0,0,0,0,0,0,0,1644807600,1645387199
217,4,0,0,0,0,0,734,0,0,1,1,1660618800,1664481599
218,4,0,0,0,0,0,735,0,0,0,1,1661310000,1664481599
219,6,0,0,0,0,0,736,0,0,0,1,1662087600,2556043199
220,5,0,0,0,0,0,0,0,0,0,0,1659063600,1660100399
221,5,0,0,0,0,0,0,0,0,0,0,1660100400,1660877999
222,5,0,0,0,0,0,2,0,0,0,0,1660878000,1661741999
223,1,0,1,200,0,1,0,1,10001,0,0,1661310000,1664420399
224,2,0,2,3,0,1,0,2,20003,0,0,1661371200,1664481599
225,1,0,4,15,0,1,0,5,10001,0,0,1661310000,1664420399
226,10,0,0,0,0,0,0,13,0,0,0,1666148400,1666925999
227,5,0,0,0,0,0,1,0,0,0,0,1661310000,1662951599
228,5,0,0,0,0,0,2,0,0,0,0,1661742000,1662951599
229,5,0,0,0,0,0,3,0,0,0,0,1661742000,1662951599
230,5,0,0,0,0,0,0,0,0,0,0,1662951600,1663642799
231,1,0,9,19,0,1,0,10,10001,0,0,1664568000,1664740799
232,1,0,9,20,0,1,0,10,10001,0,0,1665259200,1665431999
233,1,0,9,21,0,1,0,10,10001,0,0,1665777600,1665950399
234,1,0,9,22,0,1,0,10,10001,0,0,1666382400,1666555199
235,5,0,0,0,0,0,0,0,0,0,0,1663642800,1664420399
236,5,0,0,0,0,0,0,0,0,0,0,1664420400,1665457199
237,5,0,0,0,0,0,0,0,0,0,0,1664420400,1665457199
238,1,0,9,23,0,1,0,10,10001,0,0,1666987200,1667159999
239,1,0,9,24,0,1,0,10,10001,0,0,1667332800,1667505599
240,1,0,9,25,0,1,0,10,10001,0,0,1667332800,1667505599
241,1,0,9,26,0,1,0,10,10001,0,0,1667332800,1667505599
242,1,0,9,27,0,1,0,10,10001,0,0,1668196800,1668369599
243,5,0,0,0,0,0,0,0,0,0,0,1665457200,1666148399
244,2,0,2,3,0,1,0,2,20003,0,0,1666296000,1667505599
245,5,0,0,0,0,0,0,0,0,0,0,1666148400,1666925999
246,1,0,9,28,0,1,0,10,10001,0,0,1668801600,1668974399
247,1,0,9,29,0,1,0,10,10001,0,0,1669406400,1669579199
248,1,0,9,30,0,1,0,10,10001,0,0,1670011200,1670183999
249,5,0,0,0,0,0,0,0,0,0,0,1666926000,1667962799
250,5,0,0,0,0,0,0,0,0,0,0,1666926000,1667962799
251,11,0,0,259200,0,0,0,0,0,0,0,1672516800,1672775999
252,5,0,0,0,0,0,0,0,0,0,0,1667962800,1668653999
253,1,0,1,300,251,1,0,1,10001,0,0,1672516800,2556043199
254,1,1,4,15,0,1,0,5,10001,0,0,1668654000,1669604399
255,1,1,1,200,0,1,0,1,10001,0,0,1668654000,1669604399
256,5,0,0,0,0,0,0,0,0,0,0,1668654000,1669604399
257,1,0,11,150,0,1,0,11,10001,0,0,1669604400,1672282799
258,7,0,11,150,0,1,0,11,20001,0,0,1669604400,1672282799
259,2,0,2,3,0,1,0,2,20003,0,0,1670875200,1672257599
260,1,0,9,40,0,1,0,10,10001,0,0,1670616000,1670788799
261,1,0,9,41,0,1,0,10,10001,0,0,1670875200,1671047999
262,1,0,9,42,0,1,0,10,10001,0,0,1671220800,1671393599
263,1,0,9,43,0,1,0,10,10001,0,0,1671825600,1671998399
264,1,0,9,44,0,1,0,10,10001,0,0,1672084800,1672257599
265,1,0,9,45,0,1,0,10,10001,0,0,1672171200,1672343999
266,5,0,0,0,0,0,0,0,0,0,0,1670814000,1671505199
267,5,0,0,0,0,0,0,0,0,0,0,1672282800,1673319599
268,5,0,0,0,0,0,0,0,0,0,0,1672282800,1673319599
269,5,0,0,0,0,0,0,0,0,0,0,1675047600,1676257199
270,5,0,0,0,0,0,0,0,0,0,0,1675047600,1676257199
271,2,0,2,3,0,1,0,2,20003,0,0,1673380800,1675108799
272,7,0,8,0,0,1,0,8,20001,0,0,1673319600,1674417599
273,1,0,1,200,0,1,0,1,10001,0,0,1676343600,1680058799
274,2,0,2,3,0,1,0,2,20003,0,0,1676404800,1680119999
275,1,0,4,15,0,1,0,5,10001,0,0,1676343600,1680058799
276,5,0,0,0,0,0,0,0,0,0,0,1671505200,1672282799
277,4,0,0,0,0,0,753,0,0,0,1,1674702000,1675281599
278,4,0,0,0,0,0,754,0,0,0,1,1676232000,1676836799
279,10,0,0,0,0,0,0,13,0,0,0,1674183600,1675047599
280,1,0,9,46,0,1,0,10,10001,0,0,1672776000,1672948799
281,1,0,9,47,0,1,0,10,10001,0,0,1673035200,1673207999
282,1,0,9,48,0,1,0,10,10001,0,0,1673640000,1673812799
283,1,0,9,49,0,1,0,10,10001,0,0,1673640000,1673812799
284,1,0,9,50,0,1,0,10,10001,0,0,1674244800,1674417599
285,1,0,4,15,0,1,0,5,10001,0,0,1672282800,1673319599
286,1,1,7,1,0,1,0,9,10001,0,0,1672282800,1673319599
287,5,0,0,0,0,0,0,0,0,0,0,1673319600,1674183599
288,1,2,7,1,0,1,0,9,10001,0,0,1672282800,1673319599
289,1,3,7,1,0,1,0,9,10001,0,0,1672282800,1673319599
290,1,2,4,15,0,1,0,5,10001,0,0,1674183600,1675047599
291,1,2,1,200,0,1,0,1,10001,0,0,1674183600,1675047599
292,9,0,2,1,0,1,0,16,20011,0,0,1679342400,1680119999
293,1,0,13,50,0,1,0,14,10001,0,0,1676404800,1680119999
294,8,0,0,0,0,0,0,0,0,0,0,1676343600,1676923199
295,1,0,9,51,0,1,0,10,10001,0,0,1675108800,1675281599
296,1,0,9,52,0,1,0,10,10001,0,0,1676664000,1676836799
297,5,0,0,0,0,0,0,0,0,0,0,1674183600,1675047599
298,5,0,0,0,0,0,0,0,0,0,0,1674183600,1675047599
300,5,0,0,0,0,0,0,0,0,0,0,1676257200,1677207599
301,4,0,0,0,0,0,756,0,0,1,1,1676343600,1680119999
302,4,0,0,0,0,0,757,0,0,0,1,1677207600,1680119999
303,4,0,0,0,0,0,758,0,0,0,1,1678417200,1680119999
304,4,0,0,0,0,0,759,0,0,0,1,1679281200,1679860799
305,4,0,0,0,0,0,760,0,0,0,1,1679860800,1680465599
306,4,0,0,0,0,0,761,0,0,0,1,1680465600,1681070399
307,4,0,0,0,0,0,762,0,0,0,1,1681070400,1681675199
308,4,0,0,0,0,0,763,0,0,0,1,1682305200,1682884799
309,4,0,0,0,0,0,764,0,0,0,1,1682625600,1683230399
310,4,0,0,0,0,0,765,0,0,0,1,1682884800,1683489599
311,4,0,0,0,0,0,766,0,0,0,1,1683489600,1684094399
312,4,0,0,0,0,0,767,0,0,0,1,1684094400,1684699199
313,4,0,0,0,0,0,768,0,0,0,1,1684699200,1685303999
314,1,0,11,150,0,1,0,11,10001,0,0,1647226800,1647892799
315,7,0,11,150,0,1,0,11,20001,0,0,1647226800,1647892799
316,4,0,0,0,0,0,769,0,0,0,1,1685304000,1685908799
317,4,0,0,0,0,0,770,0,0,0,1,1687118400,1687723199
318,1,0,11,150,0,1,0,11,10001,0,0,1676343600,1676923199
319,7,0,11,150,0,1,0,11,20001,0,0,1676343600,1676923199
320,5,0,0,0,0,0,0,0,0,0,0,1677207600,1679281199
321,5,0,0,0,0,0,0,0,0,0,0,1677207600,1679281199
322,1,0,11,150,0,1,0,11,10001,0,0,1678762800,1679428799
323,7,0,11,150,0,1,0,11,20001,0,0,1678762800,1679428799
324,5,0,0,0,0,0,0,0,0,0,0,1678417200,1679281199
325,1,0,9,53,0,1,0,10,10001,0,0,1679688000,1679860799
326,1,0,9,54,0,1,0,10,10001,0,0,1680292800,1680465599
327,1,0,9,55,0,1,0,10,10001,0,0,1680897600,1681070399
328,1,0,9,56,0,1,0,10,10001,0,0,1681502400,1681675199
329,8,0,0,0,0,0,0,0,0,0,0,1676923200,1677009599
330,5,0,0,0,0,0,0,0,0,0,0,1679281200,1680058799
331,5,0,0,0,0,0,0,0,0,0,0,1680058800,1681095599
332,5,0,0,0,0,0,0,0,0,0,0,1680058800,1681095599
333,10,0,0,0,0,0,0,13,0,0,0,1682650800,1683687599
334,1,0,9,57,0,1,0,10,10001,0,0,1682712000,1682884799
335,1,0,9,58,0,1,0,10,10001,0,0,1683057600,1683230399
336,1,0,9,59,0,1,0,10,10001,0,0,1683316800,1683489599
337,1,0,9,60,0,1,0,10,10001,0,0,1683921600,1684094399
338,5,0,0,0,0,0,0,0,0,0,0,1681095600,1681873199
339,5,0,0,0,0,0,0,0,0,0,0,1681873200,1682650799
340,1,0,4,15,0,1,0,5,10001,0,0,1682650800,1684353599
341,1,0,11,150,0,1,0,11,10001,0,0,1682650800,1683687599
342,7,0,11,150,0,1,0,11,20001,0,0,1682650800,1683687599
343,7,0,8,0,0,1,0,8,20001,0,0,1682650800,1684353599
344,2,0,2,3,0,1,0,2,20003,0,0,1682712000,1684353599
345,5,0,0,0,0,0,0,0,0,0,0,1682650800,1683687599
346,1,0,9,61,0,1,0,10,10001,0,0,1684526400,1684699199
347,1,0,9,62,0,1,0,10,10001,0,0,1685131200,1685303999
348,1,0,9,63,0,1,0,10,10001,0,0,1685736000,1685908799
349,1,0,9,64,0,1,0,10,10001,0,0,1687550400,1687723199
350,5,0,0,0,0,0,0,0,0,0,0,1682650800,1683687599
351,5,0,0,0,0,0,0,0,0,0,0,1682650800,1683687599
352,5,0,0,0,0,0,0,0,0,0,0,1682650800,1683687599
353,5,0,0,0,0,0,0,0,0,0,0,1682650800,1683687599
354,5,0,0,0,0,0,0,0,0,0,0,1683687600,1684465199
355,5,0,0,0,0,0,0,0,0,0,0,1684465200,1685329199
356,5,0,0,0,0,0,0,0,0,0,0,1685329200,1686279599
357,5,0,0,0,0,0,0,0,0,0,0,1685329200,1686279599
358,5,0,0,0,0,0,0,0,0,0,0,1686279600,1687143599
359,5,0,0,0,0,0,0,0,0,0,0,1686279600,1687143599
360,4,0,0,0,0,0,771,0,0,0,1,1687402800,1687982399
361,4,0,0,0,0,0,772,0,0,0,1,1688587200,1689191999
362,1,0,9,65,0,1,0,10,10001,0,0,1687809600,1687982399
363,1,0,9,66,0,1,0,10,10001,0,0,1689019200,1689191999
364,12,0,0,0,0,0,0,0,0,1,0,1691982000,1696017599
365,1,0,17,1,0,1,0,18,10001,0,0,1692846000,1693771199
366,5,0,0,0,0,0,0,0,0,0,0,1687143600,1688007599
367,5,0,0,0,0,0,0,0,0,0,0,1688007600,1688957999
368,5,0,0,0,0,0,0,0,0,0,0,1688007600,1688957999
369,2,0,2,3,0,1,0,2,20003,0,0,1687204800,1688932799
370,10,0,0,0,0,0,0,13,0,0,0,1691982000,1692845999
371,5,0,0,0,0,0,0,0,0,0,0,1688958000,1689908399
372,4,0,0,0,0,0,773,0,0,0,1,1691982000,1696017599
373,4,0,0,0,0,0,774,0,0,0,1,1692846000,1696017599
374,4,0,0,0,0,0,775,0,0,0,1,1693796400,1696017599
375,5,0,0,0,0,0,0,0,0,0,0,1689908400,1690772399
376,5,0,0,0,0,0,0,0,0,0,0,1690772400,1691981999
377,5,0,0,0,0,0,0,0,0,0,0,1690772400,1691981999
378,5,0,0,0,0,0,55,0,0,0,0,1691982000,1692845999
379,5,0,0,0,0,0,56,0,0,0,0,1691982000,1692845999
380,5,0,0,0,0,0,57,0,0,0,0,1691982000,1695956399
381,5,0,0,0,0,0,58,0,0,0,0,1691982000,1695956399
382,5,0,0,0,0,0,59,0,0,0,0,1691982000,1695956399
383,5,0,0,0,0,0,60,0,0,0,0,1691982000,1695956399
384,5,0,0,0,0,0,61,0,0,0,0,1691982000,1695956399
385,5,0,0,0,0,0,62,0,0,0,0,1691982000,1695956399
386,5,0,0,0,0,0,63,0,0,0,0,1691982000,1695956399
387,5,0,0,0,0,0,64,0,0,0,0,1691982000,1695956399
388,5,0,0,0,0,0,65,0,0,0,0,1691982000,1695956399
389,5,0,0,0,0,0,66,0,0,0,0,1691982000,1695956399
390,5,0,0,0,0,0,67,0,0,0,0,1691982000,1695956399
391,5,0,0,0,0,0,68,0,0,0,0,1691982000,1695956399
392,5,0,0,0,0,0,69,0,0,0,0,1691982000,1695956399
393,5,0,0,0,0,0,70,0,0,0,0,1691982000,1695956399
394,5,0,0,0,0,0,71,0,0,0,0,1691982000,1695956399
395,5,0,0,0,0,0,72,0,0,0,0,1691982000,1695956399
396,5,0,0,0,0,0,73,0,0,0,0,1691982000,1695956399
397,5,0,0,0,0,0,74,0,0,0,0,1691982000,1695956399
398,5,0,0,0,0,0,75,0,0,0,0,1691982000,1695956399
399,5,0,0,0,0,0,76,0,0,0,0,1691982000,1695956399
400,5,0,0,0,0,0,77,0,0,0,0,1691982000,1695956399
401,5,0,0,0,0,0,78,0,0,0,0,1691982000,1695956399
402,5,0,0,0,0,0,79,0,0,0,0,1691982000,1695956399
403,5,0,0,0,0,0,80,0,0,0,0,1691982000,1695956399
404,5,0,0,0,0,0,81,0,0,0,0,1691982000,1695956399
405,5,0,0,0,0,0,82,0,0,0,0,1691982000,1695956399
406,5,0,0,0,0,0,28,0,0,0,0,1692846000,1694401199
407,5,0,0,0,0,0,29,0,0,0,0,1692846000,1695956399
408,5,0,0,0,0,0,30,0,0,0,0,1692846000,1695956399
409,5,0,0,0,0,0,31,0,0,0,0,1692846000,1695956399
410,5,0,0,0,0,0,32,0,0,0,0,1692846000,1695956399
411,5,0,0,0,0,0,33,0,0,0,0,1692846000,1695956399
412,5,0,0,0,0,0,34,0,0,0,0,1692846000,1695956399
413,5,0,0,0,0,0,35,0,0,0,0,1692846000,1695956399
414,5,0,0,0,0,0,36,0,0,0,0,1692846000,1695956399
415,5,0,0,0,0,0,37,0,0,0,0,1692846000,1695956399
416,5,0,0,0,0,0,38,0,0,0,0,1692846000,1695956399
417,5,0,0,0,0,0,39,0,0,0,0,1692846000,1695956399
418,5,0,0,0,0,0,40,0,0,0,0,1692846000,1695956399
419,5,0,0,0,0,0,41,0,0,0,0,1692846000,1695956399
420,5,0,0,0,0,0,42,0,0,0,0,1692846000,1695956399
421,5,0,0,0,0,0,43,0,0,0,0,1692846000,1695956399
422,5,0,0,0,0,0,44,0,0,0,0,1692846000,1695956399
423,5,0,0,0,0,0,45,0,0,0,0,1692846000,1695956399
424,5,0,0,0,0,0,46,0,0,0,0,1692846000,1695956399
425,5,0,0,0,0,0,47,0,0,0,0,1692846000,1695956399
426,5,0,0,0,0,0,48,0,0,0,0,1692846000,1695956399
427,5,0,0,0,0,0,49,0,0,0,0,1692846000,1695956399
428,5,0,0,0,0,0,50,0,0,0,0,1692846000,1695956399
429,5,0,0,0,0,0,51,0,0,0,0,1692846000,1695956399
430,5,0,0,0,0,0,52,0,0,0,0,1692846000,1695956399
431,5,0,0,0,0,0,53,0,0,0,0,1692846000,1695956399
432,5,0,0,0,0,0,54,0,0,0,0,1692846000,1695956399
433,5,0,0,0,0,0,2,0,0,0,0,1693796400,1695956399
434,5,0,0,0,0,0,3,0,0,0,0,1693796400,1695956399
435,5,0,0,0,0,0,4,0,0,0,0,1693796400,1695956399
436,5,0,0,0,0,0,5,0,0,0,0,1693796400,1695956399
437,5,0,0,0,0,0,6,0,0,0,0,1693796400,1695956399
438,5,0,0,0,0,0,7,0,0,0,0,1693796400,1695956399
439,5,0,0,0,0,0,8,0,0,0,0,1693796400,1695956399
440,5,0,0,0,0,0,9,0,0,0,0,1693796400,1695956399
441,5,0,0,0,0,0,10,0,0,0,0,1693796400,1695956399
442,5,0,0,0,0,0,11,0,0,0,0,1693796400,1695956399
443,5,0,0,0,0,0,12,0,0,0,0,1693796400,1695956399
444,5,0,0,0,0,0,13,0,0,0,0,1693796400,1695956399
