id,type,paid_gacha_button_type,card_type,force_exchange,daily_pay_cost,disp_order,only_once_flag,draw_limit,gacha_odds_id,rarity_odds_id,draw_guarantee_type,draw_guarantee_rarity,draw_guarantee_num,cost_type,cost_single,prize_odds_id,additional_piece_target_card_type_1,additional_piece_target_card_id_1,additional_piece_target_rarity_1,additional_piece_num_1,additional_piece_target_card_type_2,additional_piece_target_card_id_2,additional_piece_target_rarity_2,additional_piece_num_2,additional_piece_target_card_type_3,additional_piece_target_card_id_3,additional_piece_target_rarity_3,additional_piece_num_3,additional_piece_target_card_type_4,additional_piece_target_card_id_4,additional_piece_target_rarity_4,additional_piece_num_4,additional_piece_target_card_type_5,additional_piece_target_card_id_5,additional_piece_target_rarity_5,additional_piece_num_5,additional_piece_target_card_type_6,additional_piece_target_card_id_6,additional_piece_target_rarity_6,additional_piece_num_6,bonus_target_draw_num,bonus_item_category_1,bonus_item_id_1,bonus_item_num_1,bonus_item_category_2,bonus_item_id_2,bonus_item_num_2,start_date,end_date
20011,2,0,1,0,0,280,0,0,0,3001,0,2,1,40,0,0,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1677207600,2524629600
20012,2,0,2,0,0,270,0,0,0,3002,0,2,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1677207600,2524629600
20013,13,0,1,0,0,250,0,0,0,2001,0,3,1,40,0,0,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703732400,2524629600
20014,2,0,1,0,0,300,0,0,0,2001,0,3,1,40,0,0,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707879600,2524629600
20015,2,0,2,0,0,290,0,0,0,2002,0,3,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707879600,2524629600
20016,2,0,1,0,0,280,0,0,0,3001,0,2,1,40,0,0,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707879600,2524629600
20017,2,0,2,0,0,270,0,0,0,3002,0,2,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707879600,2524629600
20018,13,0,1,0,0,250,0,0,0,2001,0,3,1,40,0,0,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1723604400,2524629600
20019,13,0,1,0,0,250,0,0,0,2001,0,3,1,40,0,0,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1726801200,2524629600
20020,13,0,1,0,0,250,0,0,0,2001,0,3,1,40,0,0,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1726801200,2524629600
20021,13,0,1,0,0,250,0,0,0,2001,0,3,1,40,0,0,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1736478000,2524629600
20022,2,0,1,0,0,300,0,0,0,2001,0,3,1,40,0,0,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739502000,2524629600
20023,2,0,2,0,0,290,0,0,0,2002,0,3,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739502000,2524629600
20024,2,0,1,0,0,280,0,0,0,3001,0,2,1,40,0,0,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739502000,2524629600
20025,2,0,2,0,0,270,0,0,0,3002,0,2,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1739502000,2524629600
20026,13,0,1,0,0,250,0,0,0,2001,0,3,1,40,0,0,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1741662000,2524629600
20027,13,0,1,0,0,250,0,0,0,2001,0,3,1,40,0,0,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1741662000,2524629600
20028,2,0,1,0,0,300,0,0,0,2001,0,3,1,40,0,0,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1771038000,2524629600
20029,2,0,2,0,0,290,0,0,0,2002,0,3,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1771038000,2524629600
20030,2,0,1,0,0,280,0,0,0,3001,0,2,1,40,0,0,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1771038000,2524629600
20031,2,0,2,0,0,270,0,0,0,3002,0,2,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1771038000,2524629600
20032,13,0,2,0,0,220,0,0,0,2002,0,3,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1771902000,2524629600
30002,3,0,1,0,50,400,0,0,0,1001,0,2,1,90,150,0,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609480800,1614653999
30003,3,0,2,0,50,390,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609480800,1614653999
30004,3,0,1,0,50,801,0,0,0,1001,0,2,1,90,150,0,1,101501,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1614654000,1615258799
30005,3,0,2,0,50,800,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1614654000,1615258799
30006,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,102601,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1615258800,1616036399
30007,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1615258800,1616036399
30008,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,102301,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1616036400,1617073199
30009,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1616036400,1617073199
30010,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,100302,0,90,1,101302,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,1617073200,1618455599
30011,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617073200,1618455599
30012,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,103801,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1618455600,1619405999
30013,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1618455600,1619405999
30014,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,105001,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1619406000,1620269999
30015,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1619406000,1620269999
30016,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,104601,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1620270000,1621220399
30017,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1620270000,1621220399
30018,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,101601,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1621220400,1622170799
30019,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1621220400,1622170799
30020,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,102402,0,90,1,101802,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,1622170800,1623293999
30021,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1622170800,1623293999
30022,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,102001,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1623294000,1624244399
30023,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1623294000,1624244399
30024,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,101201,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624244400,1624935599
30025,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624244400,1624935599
30026,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,101402,0,90,1,101102,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,1624935600,1626058799
30027,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1624935600,1626058799
30028,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,100501,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1626058800,1626749999
30029,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1626058800,1626749999
30030,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,104001,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1626750000,1627527599
30031,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1626750000,1627527599
30032,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,100102,0,90,1,100402,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,1627527600,1628650799
30033,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1627527600,1628650799
30034,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,105801,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628650800,1629428399
30035,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628650800,1629428399
30036,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,103701,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629428400,1630292399
30037,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629428400,1630292399
30038,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,105602,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1630292400,1631242799
30039,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1630292400,1631242799
30040,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,102801,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631242800,1632106799
30041,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1631242800,1632106799
30042,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,101901,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632106800,1632884399
30043,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632106800,1632884399
30044,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,103002,0,90,1,104502,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,1632884400,1633921199
30045,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632884400,1633921199
30046,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,103901,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633921200,1634698799
30047,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1633921200,1634698799
30048,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,102501,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1634698800,1635389999
30049,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1634698800,1635389999
30050,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,101702,0,90,1,104002,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,1635390000,1636340399
30051,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1635390000,1636340399
30052,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,104801,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1636340400,1637290799
30053,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1636340400,1637290799
30054,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,105901,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637290800,1638154799
30055,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637290800,1638154799
30056,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,100602,0,90,1,102302,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,1638154800,1639450799
30057,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1638154800,1639450799
30058,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,102201,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1639450800,1640141999
30059,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1639450800,1640141999
30060,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,102101,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640142000,1640919599
30061,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640142000,1640919599
30062,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,105202,0,90,1,101502,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,1640919600,1641869999
30063,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1640919600,1641869999
30064,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1641870000,1642647599
30065,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1641870000,1642647599
30066,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,106901,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642647600,1643338799
30067,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1642647600,1643338799
30068,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,102602,0,90,1,103702,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,1643338800,1644289199
30069,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643338800,1644289199
30070,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,107101,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644289200,1644980399
30071,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644289200,1644980399
30072,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,103301,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644980400,1645671599
30073,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1644980400,1645671599
30074,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,106801,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1645671600,1646621999
30075,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1645671600,1646621999
30076,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,106701,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646622000,1647572399
30077,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646622000,1647572399
30078,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,107401,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1647572400,1648522799
30079,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1647572400,1648522799
30080,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,102002,0,90,1,100502,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,1648522800,1649645999
30081,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1648522800,1649645999
30082,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,105101,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1649646000,1650337199
30083,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1649646000,1650337199
30084,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,107201,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650337200,1651114799
30085,3,0,2,0,50,802,0,0,0,1002,0,2,1,90,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650337200,1651114799
30086,3,0,1,0,50,803,0,0,0,1001,0,2,1,90,150,0,1,106002,0,90,1,106102,0,90,1,0,1,5,1,0,2,10,1,0,3,60,0,0,0,0,0,0,0,0,0,0,0,1651114800,1652151599
