id,rank,category,start_date,end_date,condition_type,condition_value,condition_value_2,step_group_id,step_order
100561,4,800,2022-04-28 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100571,3,800,2023-01-30 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100572,4,800,2023-01-30 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100573,3,800,2023-01-30 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100574,3,800,2023-01-30 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100575,3,800,2023-01-30 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100576,3,800,2023-01-30 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100601,1,400,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100602,1,400,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100603,1,400,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100604,1,400,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100605,1,400,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100606,1,400,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100607,1,400,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100608,1,400,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100609,1,400,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100610,1,400,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100611,1,400,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100612,1,400,2021-03-30 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100613,1,400,2021-03-30 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100614,1,400,2021-04-26 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100616,1,400,2021-07-20 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100617,1,400,2021-08-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100618,1,400,2021-08-30 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100619,1,400,2021-12-08 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100620,1,400,2021-12-22 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100621,1,400,2021-12-31 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100622,1,400,2022-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100623,1,400,2022-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100624,1,400,2022-07-20 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100625,1,400,2022-08-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100626,1,400,2022-08-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100627,1,400,2022-10-19 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100628,1,400,2022-12-24 18:00:00,2050-01-01 00:00:00,0,0,0,0,0
100629,1,400,2023-01-30 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100630,1,400,2023-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100631,1,400,2023-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100632,1,400,2023-05-08 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100633,1,400,2023-08-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100634,1,400,2023-08-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100635,1,400,2023-12-28 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100636,1,400,2024-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100637,1,400,2024-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100638,1,400,2024-06-13 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100639,1,400,2024-06-26 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100640,1,400,2024-08-27 18:00:00,2050-01-01 00:00:00,0,0,0,0,0
100641,1,400,2024-10-29 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100642,1,400,2025-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100643,1,400,2025-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100644,1,400,2025-06-27 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100645,1,400,2025-07-22 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100646,1,400,2025-08-27 18:00:00,2050-01-01 00:00:00,0,0,0,0,0
100647,1,400,2025-10-29 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100648,1,400,2025-12-14 18:00:00,2050-01-01 00:00:00,0,0,0,0,0
100649,1,400,2026-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100650,1,400,2026-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100651,1,400,2026-06-29 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100690,1,400,2022-04-28 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100701,1,500,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100702,2,500,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100703,3,500,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100704,4,500,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100705,2,500,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
100801,1,500,2021-11-15 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100802,2,500,2021-11-15 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100803,3,500,2021-11-15 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100804,4,500,2021-11-15 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100811,3,100,2022-04-28 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100812,3,100,2022-04-28 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100813,3,100,2022-04-28 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100814,3,100,2022-04-28 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100815,3,100,2022-04-28 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100816,3,100,2022-04-28 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100831,3,100,2022-04-28 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100832,3,100,2022-04-28 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100833,3,100,2022-04-28 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100901,3,500,2022-04-28 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100911,1,500,2022-04-28 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100921,3,500,2022-04-28 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100931,3,500,2022-04-28 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100941,3,700,2022-04-28 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
100942,4,700,2022-04-28 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
101101,3,500,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
101102,4,500,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
101120,4,500,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
101201,3,500,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
101202,4,500,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
101301,1,500,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
101302,2,500,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
101303,1,500,2024-09-10 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
101400,2,600,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
101401,1,600,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
101402,1,600,2021-06-29 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
101403,1,600,2021-06-29 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
101404,1,600,2021-07-20 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
101405,1,600,2021-12-22 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
101406,1,600,2022-03-18 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
101407,1,600,2022-07-20 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
101408,2,600,2022-07-20 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
101409,1,600,2024-03-21 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
101410,1,600,2024-09-20 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
101411,1,600,2025-07-22 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
101412,2,600,2025-07-22 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
101451,3,600,2023-01-30 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
101452,3,600,2023-01-30 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
101453,3,600,2023-01-30 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
101454,3,600,2023-01-30 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
101455,3,600,2023-01-30 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
101456,3,600,2023-01-30 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
101457,3,600,2024-03-21 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
101458,3,600,2024-09-20 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
101459,3,600,2025-07-22 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
101501,1,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
101502,2,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
101503,3,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
101504,4,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
101505,3,700,2022-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
101601,1,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
101602,2,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
101603,3,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
101604,4,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
101605,3,700,2022-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
101701,1,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
101702,2,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
101703,3,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
101704,4,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
101705,3,700,2022-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
101801,1,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
101802,2,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
101803,3,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
101804,4,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
101805,3,700,2022-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
101901,1,700,2021-07-12 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
101902,2,700,2021-07-12 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
101903,3,700,2021-07-12 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
101904,4,700,2021-07-12 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
101905,3,700,2022-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
102001,1,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
102002,2,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
102003,3,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
102004,4,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
102005,3,700,2022-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
102101,1,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
102102,2,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
102103,3,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
102104,4,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
102105,3,700,2022-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
102201,1,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
102202,2,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
102203,3,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
102204,4,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
102205,3,700,2022-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
102301,1,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
102302,2,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
102303,3,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
102304,4,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
102305,3,700,2022-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
102401,1,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
102402,2,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
102403,3,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
102404,4,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
102405,3,700,2022-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
102501,1,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
102502,2,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
102503,3,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
102504,4,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
102505,3,700,2022-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
102601,1,700,2021-06-21 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
102602,2,700,2021-06-21 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
102603,3,700,2021-06-21 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
102604,4,700,2021-06-21 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
102605,3,700,2022-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
102701,1,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
102702,2,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
102703,3,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
102704,4,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
102705,3,700,2022-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
102801,1,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
102802,2,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
102803,3,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
102804,4,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
102805,3,700,2022-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
102901,1,700,2021-03-02 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
102902,2,700,2021-03-02 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
102903,3,700,2021-03-02 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
102904,4,700,2021-03-02 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
102905,3,700,2022-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
103001,1,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
103002,2,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
103003,3,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
103004,4,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
103005,3,700,2022-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
103101,1,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
103102,2,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
103103,3,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
103104,4,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
103105,3,700,2022-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
103201,1,700,2021-06-10 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
103202,2,700,2021-06-10 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
103203,3,700,2021-06-10 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
103204,4,700,2021-06-10 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
103205,3,700,2022-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
103301,1,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
103302,2,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
103303,3,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
103304,4,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
103305,3,700,2022-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
103401,1,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
103402,2,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
103403,3,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
103404,4,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
103405,3,700,2022-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
103501,1,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
103502,2,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
103503,3,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
103504,4,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
103505,3,700,2022-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
103601,1,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
103602,2,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
103603,3,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
103604,4,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
103605,3,700,2022-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
103701,1,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
103702,2,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
103703,3,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
103704,4,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
103705,3,700,2022-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
103801,1,700,2021-07-20 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
103802,2,700,2021-07-20 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
103803,3,700,2021-07-20 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
103804,4,700,2021-07-20 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
103805,3,700,2022-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
103901,1,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
103902,2,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
103903,3,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
103904,4,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
103905,3,700,2022-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
104001,1,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
104002,2,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
104003,3,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
104004,4,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
104005,3,700,2022-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
104101,1,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
104102,2,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
104103,3,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
104104,4,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
104105,3,700,2022-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
104201,1,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
104202,2,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
104203,3,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
104204,4,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
104205,3,700,2022-02-24 12:00:00,2050-01-01 00:00:00,0,0,0,0,0
104301,1,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
104302,2,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
104303,3,700,2017-01-01 00:00:00,2050-01-01 00:00:00,0,0,0,0,0
