id,champions_id,round,round_detail,start_date,end_date,interval_start_time,interval_end_time
43,8,0,0,1639710000,1640055599,1640055599,1640055599
44,8,1,0,1640055600,1640228399,1640228400,1640229299
45,8,2,0,1640228400,1640401199,1640401200,1640402099
46,8,3,1,1640401200,1640444399,1640444399,1640444399
47,8,3,2,1640444400,1640487599,1640487599,1640487599
48,8,3,3,1640487600,1640573999,1640573999,1640573999
49,9,0,0,1642474800,1642820399,1642820399,1642820399
50,9,1,0,1642820400,1642993199,1642993200,1642994099
51,9,2,0,1642993200,1643165999,1643166000,1643166899
52,9,3,1,1643166000,1643209199,1643209199,1643209199
53,9,3,2,1643209200,1643252399,1643252399,1643252399
54,9,3,3,1643252400,1643338799,1643338799,1643338799
55,10,0,0,1644807600,1645153199,1645153199,1645153199
56,10,1,0,1645153200,1645325999,1645326000,1645326899
57,10,2,0,1645326000,1645498799,1645498800,1645499699
58,10,3,1,1645498800,1645541999,1645541999,1645541999
59,10,3,2,1645542000,1645585199,1645585199,1645585199
60,10,3,3,1645585200,1645671599,1645671599,1645671599
61,11,0,0,1647572400,1647917999,1647917999,1647917999
62,11,1,0,1647918000,1648090799,1648090800,1648091699
63,11,2,0,1648090800,1648263599,1648263600,1648264499
64,11,3,1,1648263600,1648306799,1648306799,1648306799
65,11,3,2,1648306800,1648349999,1648349999,1648349999
66,11,3,3,1648350000,1648436399,1648436399,1648436399
67,12,0,0,1650337200,1650596399,1650596399,1650596399
68,12,1,0,1650596400,1650769199,1650769200,1650770099
69,12,2,0,1650769200,1650941999,1650942000,1650942899
70,12,3,1,1650942000,1650985199,1650985199,1650985199
71,12,3,2,1650985200,1651028399,1651028399,1651028399
72,12,3,3,1651028400,1651114799,1651114799,1651114799
73,13,0,0,1653015600,1653361199,1653361199,1653361199
74,13,1,0,1653361200,1653533999,1653534000,1653534899
75,13,2,0,1653534000,1653706799,1653706800,1653707699
76,13,3,1,1653706800,1653749999,1653749999,1653749999
77,13,3,2,1653750000,1653793199,1653793199,1653793199
78,13,3,3,1653793200,1653879599,1653879599,1653879599
79,14,0,0,1654830000,1655175599,1655175599,1655175599
80,14,1,0,1655175600,1655348399,1655348400,1655349299
81,14,2,0,1655348400,1655521199,1655521200,1655522099
82,14,3,1,1655521200,1655564399,1655564399,1655564399
83,14,3,2,1655564400,1655607599,1655607599,1655607599
84,14,3,3,1655607600,1655693999,1655693999,1655693999
85,15,0,0,1657508400,1657767599,1657767599,1657767599
86,15,1,0,1657767600,1657940399,1657940400,1657941299
87,15,2,0,1657940400,1658113199,1658113200,1658114099
88,15,3,1,1658113200,1658156399,1658156399,1658156399
89,15,3,2,1658156400,1658199599,1658199599,1658199599
90,15,3,3,1658199600,1658285999,1658285999,1658285999
91,16,0,0,1660100400,1660359599,1660359599,1660359599
92,16,1,0,1660359600,1660532399,1660532400,1660533299
93,16,2,0,1660532400,1660705199,1660705200,1660706099
94,16,3,1,1660705200,1660748399,1660748399,1660748399
95,16,3,2,1660748400,1660791599,1660791599,1660791599
96,16,3,3,1660791600,1660877999,1660877999,1660877999
97,17,0,0,1662951600,1663210799,1663210799,1663210799
98,17,1,0,1663210800,1663383599,1663383600,1663384499
99,17,2,0,1663383600,1663556399,1663556400,1663557299
100,17,3,1,1663556400,1663599599,1663599599,1663599599
101,17,3,2,1663599600,1663642799,1663642799,1663642799
102,17,3,3,1663642800,1663729199,1663729199,1663729199
103,18,0,0,1665457200,1665716399,1665716399,1665716399
104,18,1,0,1665716400,1665889199,1665889200,1665890099
105,18,2,0,1665889200,1666061999,1666062000,1666062899
106,18,3,1,1666062000,1666105199,1666105199,1666105199
107,18,3,2,1666105200,1666148399,1666148399,1666148399
108,18,3,3,1666148400,1666234799,1666234799,1666234799
109,19,0,0,1667962800,1668308399,1668308399,1668308399
110,19,1,0,1668308400,1668481199,1668481200,1668482099
111,19,2,0,1668481200,1668653999,1668654000,1668654899
112,19,3,1,1668654000,1668697199,1668697199,1668697199
113,19,3,2,1668697200,1668740399,1668740399,1668740399
114,19,3,3,1668740400,1668826799,1668826799,1668826799
115,20,0,0,1670814000,1671073199,1671073199,1671073199
116,20,1,0,1671073200,1671245999,1671246000,1671246899
117,20,2,0,1671246000,1671418799,1671418800,1671419699
118,20,3,1,1671418800,1671461999,1671461999,1671461999
119,20,3,2,1671462000,1671505199,1671505199,1671505199
120,20,3,3,1671505200,1671591599,1671591599,1671591599
121,21,0,0,1673319600,1673665199,1673665199,1673665199
122,21,1,0,1673665200,1673837999,1673838000,1673838899
123,21,2,0,1673838000,1674010799,1674010800,1674011699
124,21,3,1,1674010800,1674053999,1674053999,1674053999
125,21,3,2,1674054000,1674097199,1674097199,1674097199
126,21,3,3,1674097200,1674183599,1674183599,1674183599
127,22,0,0,1676257200,1676602799,1676602799,1676602799
128,22,1,0,1676602800,1676775599,1676775600,1676776499
129,22,2,0,1676775600,1676948399,1676948400,1676949299
130,22,3,1,1676948400,1676991599,1676991599,1676991599
131,22,3,2,1676991600,1677034799,1677034799,1677034799
132,22,3,3,1677034800,1677121199,1677121199,1677121199
133,23,0,0,1678417200,1678762799,1678762799,1678762799
134,23,1,0,1678762800,1678935599,1678935600,1678936499
135,23,2,0,1678935600,1679108399,1679108400,1679109299
136,23,3,1,1679108400,1679151599,1679151599,1679151599
137,23,3,2,1679151600,1679194799,1679194799,1679194799
138,23,3,3,1679194800,1679281199,1679281199,1679281199
139,24,0,0,1681095600,1681354799,1681354799,1681354799
140,24,1,0,1681354800,1681527599,1681527600,1681528499
141,24,2,0,1681527600,1681700399,1681700400,1681701299
142,24,3,1,1681700400,1681743599,1681743599,1681743599
143,24,3,2,1681743600,1681786799,1681786799,1681786799
144,24,3,3,1681786800,1681873199,1681873199,1681873199
145,25,0,0,1686279600,1686625199,1686625199,1686625199
146,25,1,0,1686625200,1686797999,1686798000,1686798899
147,25,2,0,1686798000,1686970799,1686970800,1686971699
148,25,3,1,1686970800,1687013999,1687013999,1687013999
149,25,3,2,1687014000,1687057199,1687057199,1687057199
150,25,3,3,1687057200,1687143599,1687143599,1687143599
151,26,0,0,1691982000,1692327599,1692327599,1692327599
152,26,1,0,1692327600,1692500399,1692500400,1692501299
153,26,2,0,1692500400,1692673199,1692673200,1692674099
154,26,3,1,1692673200,1692716399,1692716399,1692716399
155,26,3,2,1692716400,1692759599,1692759599,1692759599
156,26,3,3,1692759600,1692845999,1692845999,1692845999
157,27,0,0,1696906800,1697165999,1697165999,1697165999
158,27,1,0,1697166000,1697338799,1697338800,1697339699
159,27,2,0,1697338800,1697511599,1697511600,1697512499
160,27,3,1,1697511600,1697554799,1697554799,1697554799
161,27,3,2,1697554800,1697597999,1697597999,1697597999
162,27,3,3,1697598000,1697684399,1697684399,1697684399
163,28,0,0,1702263600,1702522799,1702522799,1702522799
164,28,1,0,1702522800,1702695599,1702695600,1702696499
165,28,2,0,1702695600,1702868399,1702868400,1702869299
166,28,3,1,1702868400,1702911599,1702911599,1702911599
167,28,3,2,1702911600,1702954799,1702954799,1702954799
168,28,3,3,1702954800,1703041199,1703041199,1703041199
169,29,0,0,1707879600,1708225199,1708225199,1708225199
170,29,1,0,1708225200,1708397999,1708398000,1708398899
171,29,2,0,1708398000,1708570799,1708570800,1708571699
172,29,3,1,1708570800,1708613999,1708613999,1708613999
173,29,3,2,1708614000,1708657199,1708657199,1708657199
174,29,3,3,1708657200,1708743599,1708743599,1708743599
175,30,0,0,1712631600,1712977199,1712977199,1712977199
176,30,1,0,1712977200,1713149999,1713150000,1713150899
177,30,2,0,1713150000,1713322799,1713322800,1713323699
178,30,3,1,1713322800,1713365999,1713365999,1713365999
179,30,3,2,1713366000,1713409199,1713409199,1713409199
180,30,3,3,1713409200,1713495599,1713495599,1713495599
181,31,0,0,1718593200,1718852399,1718852399,1718852399
182,31,1,0,1718852400,1719025199,1719025200,1719026099
183,31,2,0,1719025200,1719197999,1719198000,1719198899
184,31,3,1,1719198000,1719241199,1719241199,1719241199
185,31,3,2,1719241200,1719284399,1719284399,1719284399
186,31,3,3,1719284400,1719370799,1719370799,1719370799
187,32,0,0,1724295600,1724554799,1724554799,1724554799
188,32,1,0,1724554800,1724727599,1724727600,1724728499
189,32,2,0,1724727600,1724900399,1724900400,1724901299
190,32,3,1,1724900400,1724943599,1724943599,1724943599
191,32,3,2,1724943600,1724986799,1724986799,1724986799
192,32,3,3,1724986800,1725073199,1725073199,1725073199
193,33,0,0,1729393200,1729652399,1729652399,1729652399
194,33,1,0,1729652400,1729825199,1729825200,1729826099
195,33,2,0,1729825200,1729997999,1729998000,1729998899
196,33,3,1,1729998000,1730041199,1730041199,1730041199
197,33,3,2,1730041200,1730084399,1730084399,1730084399
198,33,3,3,1730084400,1730170799,1730170799,1730170799
199,34,0,0,1734577200,1734836399,1734836399,1734836399
200,34,1,0,1734836400,1735009199,1735009200,1735010099
201,34,2,0,1735009200,1735181999,1735182000,1735182899
202,34,3,1,1735182000,1735225199,1735225199,1735225199
203,34,3,2,1735225200,1735268399,1735268399,1735268399
204,34,3,3,1735268400,1735354799,1735354799,1735354799
205,35,0,0,1737342000,1737687599,1737687599,1737687599
206,35,1,0,1737687600,1737860399,1737860400,1737861299
207,35,2,0,1737860400,1738033199,1738033200,1738034099
208,35,3,1,1738033200,1738076399,1738076399,1738076399
209,35,3,2,1738076400,1738119599,1738119599,1738119599
210,35,3,3,1738119600,1738205999,1738205999,1738205999
211,36,0,0,1742526000,1742871599,1742871599,1742871599
212,36,1,0,1742871600,1743044399,1743044400,1743045299
213,36,2,0,1743044400,1743217199,1743217200,1743218099
214,36,3,1,1743217200,1743260399,1743260399,1743260399
215,36,3,2,1743260400,1743303599,1743303599,1743303599
216,36,3,3,1743303600,1743389999,1743389999,1743389999
217,37,0,0,1745031600,1745377199,1745377199,1745377199
218,37,1,0,1745377200,1745549999,1745550000,1745550899
219,37,2,0,1745550000,1745722799,1745722800,1745723699
220,37,3,1,1745722800,1745765999,1745765999,1745765999
221,37,3,2,1745766000,1745809199,1745809199,1745809199
222,37,3,3,1745809200,1745895599,1745895599,1745895599
223,38,0,0,1750129200,1750474799,1750474799,1750474799
224,38,1,0,1750474800,1750647599,1750647600,1750648499
225,38,2,0,1750647600,1750820399,1750820400,1750821299
226,38,3,1,1750820400,1750863599,1750863599,1750863599
227,38,3,2,1750863600,1750906799,1750906799,1750906799
228,38,3,3,1750906800,1750993199,1750993199,1750993199
229,39,0,0,1753153200,1753412399,1753412399,1753412399
230,39,1,0,1753412400,1753585199,1753585200,1753586099
231,39,2,0,1753585200,1753757999,1753758000,1753758899
232,39,3,1,1753758000,1753801199,1753801199,1753801199
233,39,3,2,1753801200,1753844399,1753844399,1753844399
234,39,3,3,1753844400,1753930799,1753930799,1753930799
235,40,0,0,1758250800,1758509999,1758509999,1758509999
236,40,1,0,1758510000,1758682799,1758682800,1758683699
237,40,2,0,1758682800,1758855599,1758855600,1758856499
238,40,3,1,1758855600,1758898799,1758898799,1758898799
239,40,3,2,1758898800,1758941999,1758941999,1758941999
240,40,3,3,1758942000,1759028399,1759028399,1759028399
241,41,0,0,1760929200,1761188399,1761188399,1761188399
242,41,1,0,1761188400,1761361199,1761361200,1761362099
243,41,2,0,1761361200,1761533999,1761534000,1761534899
244,41,3,1,1761534000,1761577199,1761577199,1761577199
245,41,3,2,1761577200,1761620399,1761620399,1761620399
246,41,3,3,1761620400,1761706799,1761706799,1761706799
247,42,0,0,1766026800,1766285999,1766285999,1766285999
248,42,1,0,1766286000,1766458799,1766458800,1766459699
249,42,2,0,1766458800,1766631599,1766631600,1766632499
250,42,3,1,1766631600,1766674799,1766674799,1766674799
251,42,3,2,1766674800,1766717999,1766717999,1766717999
252,42,3,3,1766718000,1766804399,1766804399,1766804399
253,43,0,0,1768791600,1769050799,1769050799,1769050799
254,43,1,0,1769050800,1769223599,1769223600,1769224499
255,43,2,0,1769223600,1769396399,1769396400,1769397299
256,43,3,1,1769396400,1769439599,1769439599,1769439599
257,43,3,2,1769439600,1769482799,1769482799,1769482799
258,43,3,3,1769482800,1769569199,1769569199,1769569199
259,44,0,0,1773889200,1774148399,1774148399,1774148399
260,44,1,0,1774148400,1774321199,1774321200,1774322099
261,44,2,0,1774321200,1774493999,1774494000,1774494899
262,44,3,1,1774494000,1774537199,1774537199,1774537199
263,44,3,2,1774537200,1774580399,1774580399,1774580399
264,44,3,3,1774580400,1774666799,1774666799,1774666799
265,45,0,0,1776654000,1776913199,1776913199,1776913199
266,45,1,0,1776913200,1777085999,1777086000,1777086899
267,45,2,0,1777086000,1777258799,1777258800,1777259699
268,45,3,1,1777258800,1777301999,1777301999,1777301999
269,45,3,2,1777302000,1777345199,1777345199,1777345199
270,45,3,3,1777345200,1777431599,1777431599,1777431599
271,46,0,0,1781924400,1782183599,1782183599,1782183599
272,46,1,0,1782183600,1782356399,1782356400,1782357299
273,46,2,0,1782356400,1782529199,1782529200,1782530099
274,46,3,1,1782529200,1782572399,1782572399,1782572399
275,46,3,2,1782572400,1782615599,1782615599,1782615599
276,46,3,3,1782615600,1782701999,1782701999,1782701999
