id,category,index,text
266,266,330,アニメ『ROAD TO THE TOP』第1話が配信中です！
266,266,331,アニメ『ROAD TO THE TOP』第2話が配信中です！
266,266,332,アニメ『ROAD TO THE TOP』第3話が配信中です！
266,266,333,アニメ『ROAD TO THE TOP』第4話が配信中です！
266,266,381,ぱかライブTV　本日出走！
266,266,382,ぱかライブTV　出走中！
266,266,383,ぱかライブTV　本日出走！
266,266,384,ぱかライブTV　出走中！
266,266,402,ぱかライブTV　本日出走！
266,266,403,ぱかライブTV　出走中！
266,266,406,ぱかライブTV　本日出走！
266,266,407,ぱかライブTV　出走中！
266,266,408,ぱかライブTV　本日出走！
266,266,409,ぱかライブTV　出走中！
266,266,410,ぱかライブTV　本日出走！
266,266,411,ぱかライブTV　出走中！
266,266,462,ぱかライブTV　本日出走！
266,266,463,ぱかライブTV　出走中！
266,266,464,ぱかライブTV　本日出走！
266,266,465,ぱかライブTV　出走中！
266,266,466,ぱかライブTV　本日出走！
266,266,467,ぱかライブTV　出走中！
266,266,468,ぱかライブTV　本日出走！
266,266,469,ぱかライブTV　出走中！
266,266,470,ぱかライブTV　本日出走！
266,266,471,ぱかライブTV　出走中！
266,266,472,ぱかライブTV　本日出走！
266,266,473,ぱかライブTV　出走中！
266,266,556,ぱかライブTV　本日出走！
266,266,557,ぱかライブTV　出走中！
266,266,558,ぱかライブTV　本日出走！
266,266,559,ぱかライブTV　出走中！
266,266,560,ぱかライブTV　本日出走！
266,266,561,ぱかライブTV　出走中！
266,266,562,ぱかライブTV　本日出走！
266,266,563,ぱかライブTV　出走中！
266,266,564,ぱかライブTV　本日出走！
266,266,565,ぱかライブTV　出走中！
266,266,566,ぱかライブTV　本日出走！
266,266,567,ぱかライブTV　出走中！
266,266,624,Twinkle Circle! 大阪公演\n本日14:00から「ぱかチューブっ!」で無料生配信！
266,266,625,Twinkle Circle! 福岡公演\n本日17:00から「ぱかチューブっ!」で無料生配信！
266,266,637,Twinkle Circle! 福岡公演\n「ぱかチューブっ!」で無料生配信中！
266,266,657,ぱかライブTV　本日出走！
266,266,658,ぱかライブTV　出走中！
266,266,659,ぱかライブTV　本日出走！\n19:30から特別企画も！
266,266,660,ぱかライブTV　出走中！
266,266,661,ぱかライブTV　本日出走！
266,266,662,ぱかライブTV　出走中！
266,266,663,ぱかライブTV　本日出走！
266,266,664,ぱかライブTV　出走中！
266,266,665,ぱかライブTV　本日出走！
266,266,666,ぱかライブTV　出走中！
266,266,667,ぱかライブTV　本日出走！
266,266,668,ぱかライブTV　出走中！
266,266,696,6th EVENT 春公演 5月24日、25日開催！\nオフィシャルWEB最速先行受付中！
266,266,697,6th EVENT 春公演 5月24日、25日開催！\nオフィシャルWEB最速先行まもなく受付終了！
266,266,716,アニメ『うまゆる ぷりてぃ～ぐれい』\n第1話が配信中です！
266,266,717,アニメ『うまゆる ぷりてぃ～ぐれい』\n第2話が配信中です！
266,266,718,アニメ『うまゆる ぷりてぃ～ぐれい』\n第3話が配信中です！
266,266,719,アニメ『うまゆる ぷりてぃ～ぐれい』\n第4話が配信中です！
266,266,740,6th EVENT 春公演 DAY1 本日開催！
266,266,741,6th EVENT 春公演 DAY2 本日開催！
266,266,756,6th EVENT 秋公演 10月18日、19日開催！\nオフィシャルWEB最速先行受付中！
266,266,757,6th EVENT 秋公演 10月18日、19日開催！\nオフィシャルWEB最速先行まもなく受付終了！
266,266,760,ぱかライブTV　本日出走！
266,266,761,ぱかライブTV　出走中！
266,266,762,ぱかライブTV　本日出走！
266,266,763,ぱかライブTV　出走中！
266,266,764,ぱかライブTV　本日出走！
266,266,765,ぱかライブTV　出走中！
266,266,766,ぱかライブTV　本日出走！
266,266,767,ぱかライブTV　出走中！
266,266,768,ぱかライブTV　本日出走！
266,266,769,ぱかライブTV　出走中！
266,266,770,ぱかライブTV　本日出走！
266,266,771,ぱかライブTV　出走中！
266,266,772,ぱかライブTV　本日出走！
266,266,773,ぱかライブTV　出走中！
266,266,774,ぱかライブTV　本日出走！
266,266,775,ぱかライブTV　出走中！
266,266,776,ぱかライブTV'　本日20:00～出走！
266,266,777,ぱかライブTV'　出走中！
266,266,778,ぱかライブTV'　本日20:00～出走！
266,266,779,ぱかライブTV'　出走中！
266,266,780,ぱかライブTV'　本日20:00～出走！
266,266,781,ぱかライブTV'　出走中！
266,266,782,ぱかライブTV'　本日20:00～出走！
266,266,783,ぱかライブTV'　出走中！
266,266,827,6th EVENT 秋公演 DAY1 本日開催！
266,266,828,6th EVENT 秋公演 DAY2 本日開催！
266,266,874,リーグオブヒーローズにて\n96位以上を達成したため<color=#ff9900>特別賞品を獲得できます！</color>\n\n賞品受け取りのため、トレーナーIDを使用して\nwebサイトにアクセスしてもよろしいですか？
266,266,918,TVアニメ『みどりのマキバオー』×『ウマ娘』\n“オー”たちの“オー”ルスターコラボ開催！\nコラボ“オー”プニング映像公開中！
266,266,923,7th EVENT WORLD TOUR \n「THE STAGE」 in TOKYO\nオフィシャルWEB最速先行受付中！
266,266,924,7th EVENT WORLD TOUR \n「THE STAGE」 in TOKYO\nオフィシャルWEB最速先行まもなく受付終了！
266,266,928,<color=#ff9900>「GOLD WEEK」限定オリジナル純金コイン</color>プレゼント\nキャンペーンの条件を達成しました！\n\nキャンペーン応募のため、トレーナーIDを使用して\n応募フォームにアクセスしてもよろしいですか？
266,266,939,リーグオブヒーローズにて\n96位以上を達成したため<color=#ff9900>特別賞品を獲得できます！</color>\n\n賞品受け取りのため、トレーナーIDを使用して\nwebサイトにアクセスしてもよろしいですか？
266,266,944,ラジオ「ウマ娘のオールナイトニッポンGOLD」\nニッポン放送にて本日22:00～24:00出走！
266,266,945,ラジオ「ウマ娘のオールナイトニッポンGOLD」\nニッポン放送にて本日22:00～24:00出走中！
266,266,959,7th EVENT in TOKYO\nDAY1 本日開催！
266,266,960,7th EVENT in TOKYO\nDAY2 本日開催！
266,266,90001,アニメ『うまゆる』第1～3話が配信中です！
266,266,90002,アニメ『うまゆる』第4話が配信中です！
266,266,90003,アニメ『うまゆる』第5話が配信中です！
266,266,90004,アニメ『うまゆる』第6話が配信中です！
266,266,90005,アニメ『うまゆる』第7話が配信中です！
266,266,90006,アニメ『うまゆる』第8話が配信中です！
266,266,90007,アニメ『うまゆる』第9話が配信中です！
266,266,90008,アニメ『うまゆる』第10話が配信中です！
266,266,90009,アニメ『うまゆる』第11話が配信中です！
266,266,90010,アニメ『うまゆる』第12話が配信中です！
266,266,90011,アニメ『うまゆる』第13話が配信中です！
266,266,90012,アニメ『うまゆる』第14話が配信中です！
266,266,90013,アニメ『うまゆる』第15話が配信中です！
266,266,90014,アニメ『うまゆる』第16話が配信中です！
266,266,90015,アニメ『うまゆる』第17話が配信中です！
266,266,90016,アニメ『うまゆる』第18話が配信中です！
266,266,90017,アニメ『うまゆる』第19話が配信中です！
266,266,90018,アニメ『うまゆる』第20話が配信中です！
266,266,90019,アニメ『うまゆる』第21話が配信中です！
266,266,90020,アニメ『うまゆる』第22話が配信中です！
266,266,90021,アニメ『うまゆる』第23話が配信中です！
266,266,90022,アニメ『うまゆる』第24話が配信中です！
269,269,330,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,331,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,332,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,333,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,381,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,382,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,383,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,384,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,402,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,403,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,406,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,407,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,408,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,409,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,410,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,411,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,462,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,463,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,464,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,465,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,466,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,467,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,468,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,469,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,470,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,471,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,472,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,473,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,556,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,557,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,558,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,559,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,560,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,561,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,562,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,563,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,564,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,565,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,566,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,567,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,624,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,625,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,637,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,657,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,658,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,659,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,660,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,661,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,662,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,663,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,664,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,665,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,666,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,667,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,668,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,696,[OK]ボタンを押すと\n6th EVENT特設サイトにリンクします
269,269,697,[OK]ボタンを押すと\n6th EVENT特設サイトにリンクします
269,269,716,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,717,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,718,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,719,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,740,[OK]ボタンを押すと\n6th EVENT特設サイトにリンクします
269,269,741,[OK]ボタンを押すと\n6th EVENT特設サイトにリンクします
269,269,756,[OK]ボタンを押すと\n6th EVENT特設サイトにリンクします
269,269,757,[OK]ボタンを押すと\n6th EVENT特設サイトにリンクします
269,269,760,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,761,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,762,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,763,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,764,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,765,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,766,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,767,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,768,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,769,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,770,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,771,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,772,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,773,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,774,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,775,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,776,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,777,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,778,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,779,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,780,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,781,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,782,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,783,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,827,[OK]ボタンを押すと\n6th EVENT特設サイトにリンクします
269,269,828,[OK]ボタンを押すと\n6th EVENT特設サイトにリンクします
269,269,918,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,923,[OK]ボタンを押すと\n7th EVENT特設サイトにリンクします
269,269,924,[OK]ボタンを押すと\n7th EVENT特設サイトにリンクします
269,269,928,【キャンペーン詳細】【応募する】を押すと専用サイトにアクセスします
269,269,944,[OK]ボタンを押すと\n外部サイトにアクセスします
269,269,945,[OK]ボタンを押すと\n外部サイトにアクセスします
269,269,959,[OK]ボタンを押すと\n7th EVENT特設サイトにリンクします
269,269,960,[OK]ボタンを押すと\n7th EVENT特設サイトにリンクします
269,269,90001,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90002,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90003,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90004,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90005,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90006,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90007,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90008,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90009,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90010,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90011,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90012,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90013,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90014,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90015,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90016,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90017,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90018,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90019,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90020,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90021,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
269,269,90022,視聴する場合はYouTubeの動画を再生するため\n外部サイトにアクセスします
187,187,1,報酬獲得量UP
187,187,2,挑戦回数UP
187,187,3,TVアニメ第2期最終回応援ミッション
187,187,4,リリース記念ミッション 第1弾
187,187,5,リリース記念ミッション 第2弾
187,187,11,春のG1記念ミッション第2弾(NHKマイル)
187,187,13,春のG1記念ミッション 第1弾(桜花賞)
187,187,15,挑戦回数UP
187,187,16,春のG1記念ミッション 第1弾(皐月賞)
187,187,17,ゴルシちゃんのGW特別ミッション
187,187,18,春のG1記念ミッション 第1弾(天皇賞（春）)
187,187,23,レンタル回数UP
187,187,24,挑戦回数UP
187,187,26,挑戦回数UP
187,187,27,挑戦回数UP
187,187,28,回想のしおり\nサポートカード獲得ミッション
187,187,30,春のG1記念ミッション 第2弾(ヴィクトリアマイル)
187,187,35,春のG1記念ミッション 第2弾(オークス)
187,187,40,春のG1記念ミッション 第2弾(日本ダービー)
187,187,45,春のGⅠ記念ミッション 第2弾\n安田記念
187,187,47,春のGⅠ記念ミッション 第2弾\n宝塚記念
187,187,49,トレセン学園特別\n名トレーナーへの道！
187,187,50,リリース記念ミッション 第2弾
187,187,61,ゴルシちゃんモード
187,187,62,ショータイムモード
187,187,63,ゴルシちゃんモード
187,187,64,ショータイムモード
187,187,90,メインストーリー第4章\n公開記念ミッション
187,187,91,挑戦回数UP
187,187,97,特定レース報酬ピース追加
187,187,100,Half Anniversary記念ミッション\n第1弾
187,187,101,Half Anniversary記念ミッション\n第2弾
187,187,102,Half Anniversary記念ミッション\n第3弾
187,187,103,特定レース報酬ピース追加
187,187,105,秋のGⅠ記念ミッション 第1弾\nスプリンターズS
187,187,106,秋のGⅠ記念ミッション 第2弾\n秋華賞
187,187,107,秋のGⅠ記念ミッション 第2弾\n菊花賞
187,187,108,秋のGⅠ記念ミッション 第2弾\n天皇賞（秋）
187,187,109,秋のGⅠ記念ミッション 第3弾\nエリザベス女王杯
187,187,110,秋のGⅠ記念ミッション 第3弾\nマイルCS
187,187,111,秋のGⅠ記念ミッション 第3弾\nジャパンC
187,187,112,秋のGⅠ記念ミッション 第3弾\nチャンピオンズC
187,187,113,秋のGⅠ記念ミッション 第3弾\n阪神ジュベナイルF
187,187,114,秋のGⅠ記念ミッション 第3弾\n朝日杯FS
187,187,115,秋のGⅠ記念ミッション 第3弾\n有馬記念
187,187,116,秋のGⅠ記念ミッション 第3弾\nホープフルS
187,187,117,挑戦回数UP
187,187,118,挑戦回数UP
187,187,119,挑戦回数UP
187,187,120,トレセン学園特別\n名トレーナーへの道！第2弾
187,187,121,特定レース報酬ピース追加
187,187,122,特定レース報酬ピース追加
187,187,123,温泉旅行券当選確率UP
187,187,124,TP消費 1/2
187,187,125,「WINで確定」確率UP
187,187,126,挑戦回数UP
187,187,130,報酬獲得量UP
187,187,131,挑戦回数UP
187,187,132,TP消費 1/2
187,187,133,特定レース報酬ピース追加
187,187,134,GⅠ記念ミッション\nフェブラリーステークス
187,187,137,1st Anniversary記念ミッション\n第1弾
187,187,138,1st Anniversary記念ミッション\n第2弾
187,187,139,1st Anniversary記念ミッション\n第3弾
187,187,141,トレセン学園特別\n名トレーナーへの道！第3弾
187,187,146,春のGⅠ記念ミッション 第1弾\n高松宮記念
187,187,147,春のGⅠ記念ミッション 第1弾\n大阪杯
187,187,148,春のGⅠ記念ミッション 第1弾\n桜花賞
187,187,149,春のGⅠ記念ミッション 第1弾\n皐月賞
187,187,150,特定レース報酬ピース追加
187,187,151,特定レース報酬ピース追加
187,187,152,特定レース報酬ピース追加
187,187,153,特定レース報酬ピース追加
187,187,155,春のGⅠ記念ミッション 第2弾\n天皇賞（春）
187,187,156,春のGⅠ記念ミッション 第2弾\nNHKマイルC
187,187,157,春のGⅠ記念ミッション 第2弾\nヴィクトリアマイル
187,187,158,春のGⅠ記念ミッション 第2弾\nオークス
187,187,159,春のGⅠ記念ミッション 第2弾\n日本ダービー
187,187,160,春のGⅠ記念ミッション 第2弾\n安田記念
187,187,161,春のGⅠ記念ミッション 第2弾\n宝塚記念
187,187,165,特定レース報酬ピース追加
187,187,166,特定レース報酬ピース追加
187,187,167,特定レース報酬ピース追加
187,187,168,特定レース報酬ピース追加
187,187,169,特定レース報酬ピース追加
187,187,170,特定レース報酬ピース追加
187,187,171,特定レース報酬ピース追加
187,187,176,挑戦回数UP
187,187,177,「WINで確定」確率UP
187,187,180,GⅠ記念ミッション\n帝王賞
187,187,181,特定レース報酬ピース追加
187,187,183,GⅠ記念ミッション\nジャパンダートダービー
187,187,184,特定レース報酬ピース追加
187,187,188,挑戦回数UP
187,187,191,無料コンティニュー回数UP
187,187,194,秋のGⅠ記念ミッション 第1弾\nスプリンターズS
187,187,195,秋のGⅠ記念ミッション 第1弾\nマイルCS南部杯
187,187,196,秋のGⅠ記念ミッション 第1弾\n秋華賞
187,187,197,秋のGⅠ記念ミッション 第1弾\n菊花賞
187,187,198,秋のGⅠ記念ミッション 第2弾\n天皇賞（秋）
187,187,199,秋のGⅠ記念ミッション 第2弾\nJBC2022
187,187,200,秋のGⅠ記念ミッション 第2弾\nエリザベス女王杯
187,187,201,秋のGⅠ記念ミッション 第2弾\nマイルCS
187,187,202,秋のGⅠ記念ミッション 第2弾\nジャパンカップ
187,187,203,秋のGⅠ記念ミッション 第2弾\nチャンピオンズC
187,187,204,秋のGⅠ記念ミッション 第3弾\n阪神JF
187,187,205,秋のGⅠ記念ミッション 第3弾\n全日本ジュニア優駿
187,187,206,秋のGⅠ記念ミッション 第3弾\n朝日杯FS
187,187,207,秋のGⅠ記念ミッション 第3弾\n有馬記念
187,187,208,秋のGⅠ記念ミッション 第3弾\nホープフルS
187,187,209,秋のGⅠ記念ミッション 第3弾\n東京大賞典
187,187,210,挑戦回数UP
187,187,217,1.5th Anniversary\n記念ミッション 第1弾
187,187,218,1.5th Anniversary\n記念ミッション 第2弾
187,187,219,トレセン学園特別\n名トレーナーへの道！第4弾
187,187,223,報酬獲得量UP
187,187,224,挑戦回数UP
187,187,225,TP消費 1/2
187,187,226,ウマさんぽキャンペーン
187,187,231,特定レース報酬ピース追加
187,187,232,特定レース報酬ピース追加
187,187,233,特定レース報酬ピース追加
187,187,234,特定レース報酬ピース追加
187,187,238,特定レース報酬ピース追加
187,187,239,特定レース報酬ピース追加
187,187,240,特定レース報酬ピース追加
187,187,241,特定レース報酬ピース追加
187,187,242,特定レース報酬ピース追加
187,187,244,挑戦回数UP
187,187,246,特定レース報酬ピース追加
187,187,247,特定レース報酬ピース追加
187,187,248,特定レース報酬ピース追加
187,187,251,育成報酬3倍キャンペーン
187,187,253,【正月特別版】報酬獲得量UP
187,187,254,TP消費 1/2
187,187,255,報酬獲得量UP
187,187,257,親愛度獲得量UP
187,187,258,親愛度獲得量UP
187,187,259,挑戦回数UP
187,187,260,特定レース報酬ピース追加
187,187,261,特定レース報酬ピース追加
187,187,262,特定レース報酬ピース追加
187,187,263,特定レース報酬ピース追加
187,187,264,特定レース報酬ピース追加
187,187,265,特定レース報酬ピース追加
187,187,271,挑戦回数UP
187,187,272,「WINで確定」確率UP
187,187,273,報酬獲得量UP
187,187,274,挑戦回数UP
187,187,275,TP消費 1/2
187,187,277,GⅠ記念ミッション\n川崎記念
187,187,278,GⅠ記念ミッション\nフェブラリーS
187,187,279,ウマさんぽキャンペーン
187,187,280,特定レース報酬ピース追加
187,187,281,特定レース報酬ピース追加
187,187,282,特定レース報酬ピース追加
187,187,283,特定レース報酬ピース追加
187,187,284,特定レース報酬ピース追加
187,187,285,TP消費 1/2
187,187,286,温泉旅行券当選確率UP
187,187,288,温泉旅行券当選確率UP
187,187,289,温泉旅行券当選確率UP
187,187,290,TP消費 1/2
187,187,291,報酬獲得量UP
187,187,292,挑戦回数UP
187,187,293,継承ウマ娘レンタル消費マニー1/2
187,187,295,特定レース報酬ピース追加
187,187,296,特定レース報酬ピース追加
187,187,301,2nd Anniversary\n記念ミッション 第1弾
187,187,302,2nd Anniversary\n記念ミッション 第2弾
187,187,303,2nd Anniversary\n記念ミッション 第3弾
