id,item_exchange_top_id,disp_order,condition_type,condition_value_1,condition_value_2,change_item_limit_type,change_item_limit_num,change_unit_type,change_item_category,change_item_id,change_item_num,additional_piece_num,pay_item_category,pay_item_id,pay_item_num,price_change_group_id,start_date,end_date
2024,2000,5,0,0,0,1,10,0,102,105602,5,0,103,98,3000,0,1701374400,1703793599
2025,2000,4,0,0,0,1,10,0,102,104102,5,0,103,98,3000,0,1701374400,1703793599
2026,2000,1,0,0,0,1,10,0,102,106702,5,0,103,98,3000,0,1703793600,1704916799
2027,2000,2,0,0,0,1,10,0,102,106802,5,0,103,98,3000,0,1703793600,1704916799
2028,2000,1,0,0,0,1,10,0,102,100802,5,0,103,98,3000,0,1702263600,1703732399
2029,2000,2,0,0,0,1,10,0,102,100902,5,0,103,98,3000,0,1702263600,1703732399
2030,2000,1,0,0,0,1,10,0,102,101201,5,0,103,98,3000,0,1714446000,1716148799
2031,2000,2,0,0,0,1,10,0,102,106901,5,0,103,98,3000,0,1714446000,1716148799
2032,2000,3,0,0,0,1,10,0,102,110401,5,0,103,98,3000,0,1714446000,1716148799
2033,2000,1,0,0,0,1,10,0,102,106402,5,0,103,98,3000,0,1733799600,1735268399
2034,2000,2,0,0,0,1,10,0,102,107402,5,0,103,98,3000,0,1733799600,1735268399
2035,2000,1,0,0,0,1,10,0,102,100601,5,0,103,98,3000,0,1745982000,1747796399
2036,2000,2,0,0,0,1,10,0,102,100701,5,0,103,98,2000,0,1745982000,1747796399
2037,2000,3,0,0,0,1,10,0,102,101301,5,0,103,98,3000,0,1745982000,1747796399
2038,2000,4,0,0,0,1,10,0,102,102001,5,0,103,98,3000,0,1745982000,1747796399
2039,2000,5,0,0,0,1,10,0,102,102101,5,0,103,98,3000,0,1745982000,1747796399
2040,2000,6,0,0,0,1,10,0,102,102301,5,0,103,98,3000,0,1745982000,1747796399
2041,2000,7,0,0,0,1,10,0,102,103801,5,0,103,98,3000,0,1745982000,1747796399
2042,2000,8,0,0,0,1,10,0,102,110601,5,0,103,98,3000,0,1745982000,1747796399
2043,2000,1,0,0,0,1,10,0,102,103302,5,0,103,98,3000,0,1765422000,1766804399
2044,2000,2,0,0,0,1,10,0,102,107702,5,0,103,98,3000,0,1765422000,1766804399
2045,2000,1,0,0,0,1,10,0,102,100701,5,0,103,98,2000,0,1777518000,1779245999
2046,2000,2,0,0,0,1,10,0,102,104901,5,0,103,98,3000,0,1777518000,1779245999
2047,2000,3,0,0,0,1,10,0,102,111501,5,0,103,98,3000,0,1777518000,1779245999
2048,2000,4,0,0,0,1,10,0,102,111901,5,0,103,98,3000,0,1777518000,1779245999
2049,2000,5,0,0,0,1,10,0,102,112701,5,0,103,98,3000,0,1777518000,1779245999
2050,2000,6,0,0,0,1,10,0,102,113501,5,0,103,98,3000,0,1777518000,1779245999
2201,2000,201,0,0,0,4,30,0,30,110,1000,0,103,98,1000,0,1496242800,1756436399
2250,2000,250,0,0,0,4,120,0,11,1,1,0,103,98,200,0,1710212400,1748746799
2251,2000,251,0,0,0,4,120,0,11,4,1,0,103,98,200,0,1710212400,1748746799
2252,2000,252,0,0,0,4,120,0,11,7,1,0,103,98,200,0,1710212400,1748746799
2253,2000,253,0,0,0,4,120,0,11,10,1,0,103,98,200,0,1710212400,1748746799
2254,2000,254,0,0,0,4,120,0,11,13,1,0,103,98,200,0,1710212400,1748746799
2301,2000,301,0,0,0,4,30,0,11,69,1,0,103,98,1000,0,1496242800,1748746799
2302,2000,302,0,0,0,4,30,0,11,70,1,0,103,98,1000,0,1496242800,1748746799
2303,2000,303,0,0,0,4,30,0,11,76,1,0,103,98,1000,0,1496242800,1748746799
2304,2000,304,0,0,0,4,30,0,11,78,1,0,103,98,1000,0,1496242800,1748746799
2305,2000,305,0,0,0,4,30,0,11,79,1,0,103,98,1000,0,1496242800,1748746799
2306,2000,306,0,0,0,4,30,0,11,85,1,0,103,98,1000,0,1496242800,1748746799
2307,2000,101,0,0,0,4,4,0,11,160,1,0,103,98,1000,0,1646622000,1693537199
2308,2000,102,0,0,0,4,2,0,11,161,1,0,103,98,2000,0,1646622000,1693537199
2309,2000,110,0,0,0,4,2,0,11,162,1,0,103,98,4000,0,1646622000,1693537199
2310,2000,111,0,0,0,4,1,0,11,163,1,0,103,98,6000,0,1646622000,1693537199
2311,2000,307,0,0,0,4,30,0,11,106,1,0,103,98,1000,0,1660878000,1748746799
2312,2000,308,0,0,0,4,30,0,11,177,1,0,103,98,1000,0,1660878000,1748746799
2313,2000,50,0,0,0,4,20,0,172,190,1,0,103,98,1000,0,1674788400,1733021999
2314,2000,101,0,0,0,4,16,0,11,160,1,0,103,98,250,0,1693537200,2542978799
2315,2000,102,0,0,0,4,8,0,11,161,1,0,103,98,500,0,1693537200,2542978799
2316,2000,110,0,0,0,4,8,0,11,162,1,0,103,98,1000,0,1693537200,1725159599
2317,2000,111,0,0,0,4,4,0,11,163,1,0,103,98,1500,0,1693537200,1725159599
2318,2000,110,0,0,0,4,16,0,11,162,1,0,103,98,1000,0,1725159600,2542978799
2319,2000,111,0,0,0,4,8,0,11,163,1,0,103,98,1500,0,1725159600,2542978799
2320,2000,50,0,0,0,4,40,0,172,190,1,0,103,98,500,0,1733022000,1748746799
2321,2000,21,0,0,0,1,5,0,51,30062,1,0,103,98,2000,0,1740366000,2542978799
2322,2000,22,0,0,0,1,5,0,51,30088,1,0,103,98,2000,0,1740366000,2542978799
2323,2000,23,0,0,0,1,5,0,51,30121,1,0,103,98,2000,0,1740366000,2542978799
2324,2000,24,0,0,0,1,5,0,51,30136,1,0,103,98,2000,0,1740366000,2542978799
2325,2000,25,0,0,0,1,5,0,51,30162,1,0,103,98,2000,0,1740366000,2542978799
2326,2000,26,0,0,0,1,5,0,51,30186,1,0,103,98,2000,0,1740366000,2542978799
2327,2000,27,0,0,0,1,5,0,51,30216,1,0,103,98,2000,0,1740366000,2542978799
2328,2000,50,0,0,0,4,5000,0,172,190,1,0,103,98,500,0,1748746800,1759287599
2329,2000,250,0,0,0,4,50000,0,11,1,1,0,103,98,200,0,1748746800,1759287599
2330,2000,251,0,0,0,4,50000,0,11,4,1,0,103,98,200,0,1748746800,1759287599
2331,2000,252,0,0,0,4,50000,0,11,7,1,0,103,98,200,0,1748746800,1759287599
2332,2000,253,0,0,0,4,50000,0,11,10,1,0,103,98,200,0,1748746800,1759287599
2333,2000,254,0,0,0,4,50000,0,11,13,1,0,103,98,200,0,1748746800,1759287599
2334,2000,301,0,0,0,4,50000,0,11,69,1,0,103,98,1000,0,1748746800,1759287599
2335,2000,302,0,0,0,4,50000,0,11,70,1,0,103,98,1000,0,1748746800,1759287599
2336,2000,303,0,0,0,4,50000,0,11,76,1,0,103,98,1000,0,1748746800,1759287599
2337,2000,304,0,0,0,4,50000,0,11,78,1,0,103,98,1000,0,1748746800,1759287599
2338,2000,305,0,0,0,4,50000,0,11,79,1,0,103,98,1000,0,1748746800,1759287599
2339,2000,306,0,0,0,4,50000,0,11,85,1,0,103,98,1000,0,1748746800,1759287599
2340,2000,307,0,0,0,4,50000,0,11,106,1,0,103,98,1000,0,1748746800,1759287599
2341,2000,308,0,0,0,4,50000,0,11,177,1,0,103,98,1000,0,1748746800,1759287599
2342,2000,28,0,0,0,1,5,0,51,30243,1,0,103,98,2000,0,1756004400,2542978799
2343,2000,250,0,0,0,0,0,0,11,1,1,0,103,98,200,0,1759287600,2542978799
2344,2000,251,0,0,0,0,0,0,11,4,1,0,103,98,200,0,1759287600,2542978799
2345,2000,252,0,0,0,0,0,0,11,7,1,0,103,98,200,0,1759287600,2542978799
2346,2000,253,0,0,0,0,0,0,11,10,1,0,103,98,200,0,1759287600,2542978799
2347,2000,254,0,0,0,0,0,0,11,13,1,0,103,98,200,0,1759287600,2542978799
2348,2000,301,0,0,0,0,0,0,11,69,1,0,103,98,1000,0,1759287600,2542978799
2349,2000,302,0,0,0,0,0,0,11,70,1,0,103,98,1000,0,1759287600,2542978799
2350,2000,303,0,0,0,0,0,0,11,76,1,0,103,98,1000,0,1759287600,2542978799
2351,2000,304,0,0,0,0,0,0,11,78,1,0,103,98,1000,0,1759287600,2542978799
2352,2000,305,0,0,0,0,0,0,11,79,1,0,103,98,1000,0,1759287600,2542978799
2353,2000,306,0,0,0,0,0,0,11,85,1,0,103,98,1000,0,1759287600,2542978799
2354,2000,307,0,0,0,0,0,0,11,106,1,0,103,98,1000,0,1759287600,2542978799
2355,2000,308,0,0,0,0,0,0,11,177,1,0,103,98,1000,0,1759287600,2542978799
2356,2000,50,0,0,0,0,0,0,172,190,1,0,103,98,500,0,1759287600,2542978799
2357,2000,100,0,0,0,4,50,0,93,44,2,0,103,98,250,0,1771902000,2542978799
2358,2000,29,0,0,0,1,5,0,51,30266,1,0,103,98,2000,0,1771902000,2542978799
3101,3000,100101,0,0,0,1,650,0,102,100101,1,0,97,115,1,10,1496242800,2542978799
3102,3000,100201,0,0,0,1,650,0,102,100201,1,0,97,115,1,10,1496242800,2542978799
3103,3000,100301,0,0,0,1,650,0,102,100301,1,0,97,115,1,10,1496242800,2542978799
3104,3000,100401,0,0,0,1,650,0,102,100401,1,0,97,115,1,10,1496242800,2542978799
3105,3000,100601,0,0,0,1,650,0,102,100601,1,0,97,115,1,10,1496242800,2542978799
3106,3000,101001,0,0,0,1,650,0,102,101001,1,0,97,115,1,10,1496242800,2542978799
3107,3000,101301,0,0,0,1,650,0,102,101301,1,0,97,115,1,10,1496242800,2542978799
3108,3000,101701,0,0,0,1,650,0,102,101701,1,0,97,115,1,10,1496242800,2542978799
3109,3000,103001,0,0,0,1,650,0,102,103001,1,0,97,115,1,10,1496242800,2542978799
3110,3000,101501,0,0,0,1,650,0,102,101501,1,0,97,115,1,10,1614654000,2542978799
3111,3000,102601,0,0,0,1,650,0,102,102601,1,0,97,115,1,10,1615258800,2542978799
3112,3000,102301,0,0,0,1,650,0,102,102301,1,0,97,115,1,10,1615258800,2542978799
3113,3000,100302,0,0,0,1,650,0,102,100302,1,0,97,115,1,10,1617073200,2542978799
3114,3000,101302,0,0,0,1,650,0,102,101302,1,0,97,115,1,10,1617073200,2542978799
3115,3000,103801,0,0,0,1,650,0,102,103801,1,0,97,115,1,10,1618455600,2542978799
3116,3000,105001,0,0,0,1,650,0,102,105001,1,0,97,115,1,10,1619406000,2542978799
3117,3000,104601,0,0,0,1,650,0,102,104601,1,0,97,115,1,10,1620270000,2542978799
3118,3000,101601,0,0,0,1,650,0,102,101601,1,0,97,115,1,10,1621220400,2542978799
3119,3000,101802,0,0,0,1,650,0,102,101802,1,0,97,115,1,10,1622170800,2542978799
3120,3000,102402,0,0,0,1,650,0,102,102402,1,0,97,115,1,10,1622170800,2542978799
3121,3000,102001,0,0,0,1,650,0,102,102001,1,0,97,115,1,10,1623294000,2542978799
3122,3000,101201,0,0,0,1,650,0,102,101201,1,0,97,115,1,10,1624244400,2542978799
3123,3000,101102,0,0,0,1,650,0,102,101102,1,0,97,115,1,10,1624935600,2542978799
3124,3000,101402,0,0,0,1,650,0,102,101402,1,0,97,115,1,10,1624935600,2542978799
3125,3000,100501,0,0,0,1,650,0,102,100501,1,0,97,115,1,10,1626058800,2542978799
3126,3000,104001,0,0,0,1,650,0,102,104001,1,0,97,115,1,10,1626750000,2542978799
3127,3000,100102,0,0,0,1,650,0,102,100102,1,0,97,115,1,10,1627527600,2542978799
3128,3000,100402,0,0,0,1,650,0,102,100402,1,0,97,115,1,10,1627527600,2542978799
3129,3000,105801,0,0,0,1,650,0,102,105801,1,0,97,115,1,10,1628650800,2542978799
3130,3000,103701,0,0,0,1,650,0,102,103701,1,0,97,115,1,10,1629428400,2542978799
3131,3000,105602,0,0,0,1,650,0,102,105602,1,0,97,115,1,10,1630292400,2542978799
3132,3000,102801,0,0,0,1,650,0,102,102801,1,0,97,115,1,10,1631242800,2542978799
3133,3000,101901,0,0,0,1,650,0,102,101901,1,0,97,115,1,10,1632106800,2542978799
3134,3000,103002,0,0,0,1,650,0,102,103002,1,0,97,115,1,10,1632884400,2542978799
3135,3000,104502,0,0,0,1,650,0,102,104502,1,0,97,115,1,10,1632884400,2542978799
3136,3000,103901,0,0,0,1,650,0,102,103901,1,0,97,115,1,10,1633921200,2542978799
3137,3000,102501,0,0,0,1,650,0,102,102501,1,0,97,115,1,10,1634698800,2542978799
3138,3000,101702,0,0,0,1,650,0,102,101702,1,0,97,115,1,10,1635390000,2542978799
3139,3000,104002,0,0,0,1,650,0,102,104002,1,0,97,115,1,10,1635390000,2542978799
3140,3000,104801,0,0,0,1,650,0,102,104801,1,0,97,115,1,10,1636340400,2542978799
3141,3000,105901,0,0,0,1,650,0,102,105901,1,0,97,115,1,10,1637290800,2542978799
3142,3000,100602,0,0,0,1,650,0,102,100602,1,0,97,115,1,10,1638154800,2542978799
3143,3000,102302,0,0,0,1,650,0,102,102302,1,0,97,115,1,10,1638154800,2542978799
3144,3000,102201,0,0,0,1,650,0,102,102201,1,0,97,115,1,10,1639450800,2542978799
3145,3000,102101,0,0,0,1,650,0,102,102101,1,0,97,115,1,10,1640142000,2542978799
3146,3000,101502,0,0,0,1,650,0,102,101502,1,0,97,115,1,10,1640919600,2542978799
3147,3000,105202,0,0,0,1,650,0,102,105202,1,0,97,115,1,10,1640919600,2542978799
3148,3000,106901,0,0,0,1,650,0,102,106901,1,0,97,115,1,10,1642647600,2542978799
3149,3000,102602,0,0,0,1,650,0,102,102602,1,0,97,115,1,10,1643338800,2542978799
3150,3000,103702,0,0,0,1,650,0,102,103702,1,0,97,115,1,10,1643338800,2542978799
3151,3000,107101,0,0,0,1,650,0,102,107101,1,0,97,115,1,10,1644289200,2542978799
3152,3000,103301,0,0,0,1,650,0,102,103301,1,0,97,115,1,10,1644980400,2542978799
3153,3000,106801,0,0,0,1,650,0,102,106801,1,0,97,115,1,10,1645671600,2542978799
3154,3000,106701,0,0,0,1,650,0,102,106701,1,0,97,115,1,10,1646622000,2542978799
3155,3000,107401,0,0,0,1,650,0,102,107401,1,0,97,115,1,10,1647572400,2542978799
3156,3000,100502,0,0,0,1,650,0,102,100502,1,0,97,115,1,10,1648522800,2542978799
3157,3000,102002,0,0,0,1,650,0,102,102002,1,0,97,115,1,10,1648522800,2542978799
3158,3000,105101,0,0,0,1,650,0,102,105101,1,0,97,115,1,10,1649646000,2542978799
3159,3000,107201,0,0,0,1,650,0,102,107201,1,0,97,115,1,10,1650337200,2542978799
3160,3000,106002,0,0,0,1,650,0,102,106002,1,0,97,115,1,10,1651114800,2542978799
3161,3000,106102,0,0,0,1,650,0,102,106102,1,0,97,115,1,10,1651114800,2542978799
3162,3000,103101,0,0,0,1,650,0,102,103101,1,0,97,115,1,10,1652151600,2542978799
3163,3000,106401,0,0,0,1,650,0,102,106401,1,0,97,115,1,10,1653015600,2542978799
3164,3000,102202,0,0,0,1,650,0,102,102202,1,0,97,115,1,10,1653879600,2542978799
3165,3000,103802,0,0,0,1,650,0,102,103802,1,0,97,115,1,10,1653879600,2542978799
3166,3000,103401,0,0,0,1,650,0,102,103401,1,0,97,115,1,10,1654830000,2542978799
3167,3000,104401,0,0,0,1,650,0,102,104401,1,0,97,115,1,10,1655694000,2542978799
3168,3000,101002,0,0,0,1,650,0,102,101002,1,0,97,115,1,10,1656558000,2542978799
3169,3000,105902,0,0,0,1,650,0,102,105902,1,0,97,115,1,10,1656558000,2542978799
3170,3000,103601,0,0,0,1,650,0,102,103601,1,0,97,115,1,10,1657508400,2542978799
3171,3000,100103,0,0,0,1,650,0,102,100103,1,0,97,115,1,10,1658286000,2542978799
3172,3000,100702,0,0,0,1,650,0,102,100702,1,0,97,115,1,10,1659063600,2542978799
3173,3000,101303,0,0,0,1,650,0,102,101303,1,0,97,115,1,10,1659063600,2542978799
3174,3000,105301,0,0,0,1,650,0,102,105301,1,0,97,115,1,10,1660100400,2542978799
3175,3000,109801,0,0,0,1,650,0,102,109801,1,0,97,115,1,10,1660878000,2542978799
3176,3000,104602,0,0,0,1,650,0,102,104602,1,0,97,115,1,10,1661310000,2542978799
3177,3000,103502,0,0,0,1,650,0,102,103502,1,0,97,115,1,10,1661742000,2542978799
3178,3000,105002,0,0,0,1,650,0,102,105002,1,0,97,115,1,10,1661742000,2542978799
3179,3000,102901,0,0,0,1,650,0,102,102901,1,0,97,115,1,10,1662951600,2542978799
3180,3000,104201,0,0,0,1,650,0,102,104201,1,0,97,115,1,10,1663642800,2542978799
3181,3000,101902,0,0,0,1,650,0,102,101902,1,0,97,115,1,10,1664420400,2542978799
3182,3000,105802,0,0,0,1,650,0,102,105802,1,0,97,115,1,10,1664420400,2542978799
3183,3000,108701,0,0,0,1,650,0,102,108701,1,0,97,115,1,10,1665457200,2542978799
3184,3000,107801,0,0,0,1,650,0,102,107801,1,0,97,115,1,10,1666148400,2542978799
3185,3000,102102,0,0,0,1,650,0,102,102102,1,0,97,115,1,10,1666926000,2542978799
3186,3000,103402,0,0,0,1,650,0,102,103402,1,0,97,115,1,10,1666926000,2542978799
3187,3000,104901,0,0,0,1,650,0,102,104901,1,0,97,115,1,10,1667962800,2542978799
3188,3000,110001,0,0,0,1,650,0,102,110001,1,0,97,115,1,10,1668654000,2542978799
3189,3000,100802,0,0,0,1,650,0,102,100802,1,0,97,115,1,10,1669604400,2542978799
3190,3000,100902,0,0,0,1,650,0,102,100902,1,0,97,115,1,10,1669604400,2542978799
3191,3000,104701,0,0,0,1,650,0,102,104701,1,0,97,115,1,10,1670814000,2542978799
3192,3000,101602,0,0,0,1,650,0,102,101602,1,0,97,115,1,10,1671505200,2542978799
3193,3000,106702,0,0,0,1,650,0,102,106702,1,0,97,115,1,10,1672282800,2542978799
3194,3000,106802,0,0,0,1,650,0,102,106802,1,0,97,115,1,10,1672282800,2542978799
3195,3000,109901,0,0,0,1,650,0,102,109901,1,0,97,115,1,10,1673319600,2542978799
3196,3000,106501,0,0,0,1,650,0,102,106501,1,0,97,115,1,10,1674183600,2542978799
3197,3000,102702,0,0,0,1,650,0,102,102702,1,0,97,115,1,10,1675047600,2542978799
3198,3000,103102,0,0,0,1,650,0,102,103102,1,0,97,115,1,10,1675047600,2542978799
3199,3000,104301,0,0,0,1,650,0,102,104301,1,0,97,115,1,10,1676257200,2542978799
3200,3000,105701,0,0,0,1,650,0,102,105701,1,0,97,115,1,10,1677207600,2542978799
3201,3000,100701,0,0,0,1,650,0,102,100701,1,0,97,115,1,10,1496242800,2542978799
3202,3000,100801,0,0,0,1,650,0,102,100801,1,0,97,115,1,10,1496242800,2542978799
3203,3000,100901,0,0,0,1,650,0,102,100901,1,0,97,115,1,10,1496242800,2542978799
3204,3000,101101,0,0,0,1,650,0,102,101101,1,0,97,115,1,10,1496242800,2542978799
3205,3000,101401,0,0,0,1,650,0,102,101401,1,0,97,115,1,10,1496242800,2542978799
3206,3000,101801,0,0,0,1,650,0,102,101801,1,0,97,115,1,10,1496242800,2542978799
3207,3000,102401,0,0,0,1,650,0,102,102401,1,0,97,115,1,10,1496242800,2542978799
3208,3000,104501,0,0,0,1,650,0,102,104501,1,0,97,115,1,10,1496242800,2542978799
3209,3000,106201,0,0,0,1,650,0,102,106201,1,0,97,115,1,10,1645671600,2542978799
3301,3000,102701,0,0,0,1,650,0,102,102701,1,0,97,115,1,10,1496242800,2542978799
3302,3000,103201,0,0,0,1,650,0,102,103201,1,0,97,115,1,10,1496242800,2542978799
3303,3000,103501,0,0,0,1,650,0,102,103501,1,0,97,115,1,10,1496242800,2542978799
3304,3000,104101,0,0,0,1,650,0,102,104101,1,0,97,115,1,10,1496242800,2542978799
3305,3000,105201,0,0,0,1,650,0,102,105201,1,0,97,115,1,10,1496242800,2542978799
3306,3000,105601,0,0,0,1,650,0,102,105601,1,0,97,115,1,10,1496242800,2542978799
3307,3000,106001,0,0,0,1,650,0,102,106001,1,0,97,115,1,10,1496242800,2542978799
3308,3000,106101,0,0,0,1,650,0,102,106101,1,0,97,115,1,10,1496242800,2542978799
3309,3000,106601,0,0,0,1,650,0,102,106601,1,0,97,115,1,10,1677207600,2542978799
3400,3000,108501,0,0,0,1,650,0,102,108501,1,0,97,115,1,10,1678417200,2542978799
3401,3000,108301,0,0,0,1,650,0,102,108301,1,0,97,115,1,10,1679281200,2542978799
3402,3000,106902,0,0,0,1,650,0,102,106902,1,0,97,115,1,10,1680058800,2542978799
3403,3000,107102,0,0,0,1,650,0,102,107102,1,0,97,115,1,10,1680058800,2542978799
3404,3000,107601,0,0,0,1,650,0,102,107601,1,0,97,115,1,10,1681095600,2542978799
3405,3000,110501,0,0,0,1,650,0,102,110501,1,0,97,115,1,10,1681873200,2542978799
3406,3000,104102,0,0,0,1,650,0,102,104102,1,0,97,115,1,10,1682650800,2542978799
3407,3000,106202,0,0,0,1,650,0,102,106202,1,0,97,115,1,10,1682650800,2542978799
3408,3000,110601,0,0,0,1,650,0,102,110601,1,0,97,115,1,10,1683687600,2542978799
3409,3000,108401,0,0,0,1,650,0,102,108401,1,0,97,115,1,10,1684465200,2542978799
3410,3000,101202,0,0,0,1,650,0,102,101202,1,0,97,115,1,10,1685329200,2542978799
3411,3000,105102,0,0,0,1,650,0,102,105102,1,0,97,115,1,10,1685329200,2542978799
3412,3000,105501,0,0,0,1,650,0,102,105501,1,0,97,115,1,10,1687143600,2542978799
3413,3000,105302,0,0,0,1,650,0,102,105302,1,0,97,115,1,10,1688007600,2542978799
3414,3000,104802,0,0,0,1,650,0,102,104802,1,0,97,115,1,10,1688007600,2542978799
3415,3000,110401,0,0,0,1,650,0,102,110401,1,0,97,115,1,10,1688958000,2542978799
3416,3000,107001,0,0,0,1,650,0,102,107001,1,0,97,115,1,10,1689908400,2542978799
3417,3000,103202,0,0,0,1,650,0,102,103202,1,0,97,115,1,10,1690772400,2542978799
3418,3000,100202,0,0,0,1,650,0,102,100202,1,0,97,115,1,10,1690772400,2542978799
3419,3000,107701,0,0,0,1,650,0,102,107701,1,0,97,115,1,10,1692846000,2542978799
3520,3000,100703,0,0,0,1,650,0,102,100703,1,0,97,115,1,10,1693450800,2542978799
3521,3000,106703,0,0,0,1,650,0,102,106703,1,0,97,115,1,10,1694401200,2542978799
3522,3000,109301,0,0,0,1,650,0,102,109301,1,0,97,115,1,10,1695178800,2542978799
3523,3000,103602,0,0,0,1,650,0,102,103602,1,0,97,115,1,10,1695956400,2542978799
3524,3000,108302,0,0,0,1,650,0,102,108302,1,0,97,115,1,10,1695956400,2542978799
3525,3000,108601,0,0,0,1,650,0,102,108601,1,0,97,115,1,10,1697684400,2542978799
3526,3000,100303,0,0,0,1,650,0,102,100303,1,0,97,115,1,10,1698634800,2542978799
3527,3000,103902,0,0,0,1,650,0,102,103902,1,0,97,115,1,10,1698634800,2542978799
3528,3000,110701,0,0,0,1,650,0,102,110701,1,0,97,115,1,10,1700449200,2542978799
3529,3000,106402,0,0,0,1,650,0,102,106402,1,0,97,115,1,10,1701313200,2542978799
3530,3000,107402,0,0,0,1,650,0,102,107402,1,0,97,115,1,10,1701313200,2542978799
3531,3000,108801,0,0,0,1,650,0,102,108801,1,0,97,115,1,10,1702263600,2542978799
3532,3000,108901,0,0,0,1,650,0,102,108901,1,0,97,115,1,10,1703041200,2542978799
3533,3000,106803,0,0,0,1,650,0,102,106803,1,0,97,115,1,10,1703732400,2542978799
3534,3000,106003,0,0,0,1,650,0,102,106003,1,0,97,115,1,10,1704769200,2542978799
3535,3000,109101,0,0,0,1,650,0,102,109101,1,0,97,115,1,10,1705633200,2542978799
3536,3000,102502,0,0,0,1,650,0,102,102502,1,0,97,115,1,10,1706670000,2542978799
3537,3000,102902,0,0,0,1,650,0,102,102902,1,0,97,115,1,10,1706670000,2542978799
3538,3000,105401,0,0,0,1,650,0,102,105401,1,0,97,115,1,10,1707879600,2542978799
3539,3000,106301,0,0,0,1,650,0,102,106301,1,0,97,115,1,10,1708743600,2542978799
3540,3000,110801,0,0,0,1,650,0,102,110801,1,0,97,115,1,10,1708743600,2542978799
3541,3000,108001,0,0,0,1,650,0,102,108001,1,0,97,115,1,10,1710212400,2542978799
3542,3000,110901,0,0,0,1,650,0,102,110901,1,0,97,115,1,10,1710990000,2542978799
3543,3000,108502,0,0,0,1,650,0,102,108502,1,0,97,115,1,10,1711681200,2542978799
3544,3000,106502,0,0,0,1,650,0,102,106502,1,0,97,115,1,10,1711681200,2542978799
3545,3000,103503,0,0,0,1,650,0,102,103503,1,0,97,115,1,10,1712631600,2542978799
3546,3000,110201,0,0,0,1,650,0,102,110201,1,0,97,115,1,10,1713495600,2542978799
3547,3000,104503,0,0,0,1,650,0,102,104503,1,0,97,115,1,10,1714446000,2542978799
3548,3000,107202,0,0,0,1,650,0,102,107202,1,0,97,115,1,10,1714446000,2542978799
3549,3000,103203,0,0,0,1,650,0,102,103203,1,0,97,115,1,10,1715310000,2542978799
3550,3000,108201,0,0,0,1,650,0,102,108201,1,0,97,115,1,10,1716174000,2542978799
3551,3000,104402,0,0,0,1,650,0,102,104402,1,0,97,115,1,10,1717038000,2542978799
3552,3000,106103,0,0,0,1,650,0,102,106103,1,0,97,115,1,10,1717038000,2542978799
3553,3000,109401,0,0,0,1,650,0,102,109401,1,0,97,115,1,10,1718247600,2542978799
