id,champions_id,league_type,round_id,win_count,ranking,rate,reward_set_id,box_grade
221,5,2,1,4,0,10000,555,4
222,5,2,1,5,0,10000,556,5
223,5,2,2,0,0,10000,557,0
224,5,2,2,1,0,10000,558,1
225,5,2,2,2,0,10000,559,2
226,5,2,2,3,0,10000,560,3
227,5,2,2,4,0,10000,561,4
228,5,2,2,5,0,10000,562,5
229,5,2,3,0,0,10000,563,0
230,5,2,3,1,0,10000,564,1
231,5,2,3,2,0,10000,565,2
232,5,2,3,3,0,10000,566,3
233,5,2,3,4,0,10000,567,4
234,5,2,3,5,0,10000,568,5
235,5,2,4,0,3,10000,569,6
236,5,2,4,0,2,10000,570,7
237,5,2,4,0,1,10000,571,8
238,5,2,5,0,3,10000,572,6
239,5,2,5,0,2,10000,573,7
240,5,2,5,0,1,10000,574,8
241,6,1,1,0,0,10000,601,0
242,6,1,1,1,0,10000,602,1
243,6,1,1,2,0,10000,603,2
244,6,1,1,3,0,10000,604,3
245,6,1,1,4,0,10000,605,4
246,6,1,1,5,0,10000,606,5
247,6,1,2,0,0,10000,607,0
248,6,1,2,1,0,10000,608,1
249,6,1,2,2,0,10000,609,2
250,6,1,2,3,0,10000,610,3
251,6,1,2,4,0,10000,611,4
252,6,1,2,5,0,10000,612,5
253,6,1,3,0,0,10000,613,0
254,6,1,3,1,0,10000,614,1
255,6,1,3,2,0,10000,615,2
256,6,1,3,3,0,10000,616,3
257,6,1,3,4,0,10000,617,4
258,6,1,3,5,0,10000,618,5
259,6,1,4,0,3,10000,619,6
260,6,1,4,0,2,10000,620,7
261,6,1,4,0,1,10000,621,8
262,6,1,5,0,3,10000,622,6
263,6,1,5,0,2,10000,623,7
264,6,1,5,0,1,10000,624,8
265,6,2,1,0,0,10000,651,0
266,6,2,1,1,0,10000,652,1
267,6,2,1,2,0,10000,653,2
268,6,2,1,3,0,10000,654,3
269,6,2,1,4,0,10000,655,4
270,6,2,1,5,0,10000,656,5
271,6,2,2,0,0,10000,657,0
272,6,2,2,1,0,10000,658,1
273,6,2,2,2,0,10000,659,2
274,6,2,2,3,0,10000,660,3
275,6,2,2,4,0,10000,661,4
276,6,2,2,5,0,10000,662,5
277,6,2,3,0,0,10000,663,0
278,6,2,3,1,0,10000,664,1
279,6,2,3,2,0,10000,665,2
280,6,2,3,3,0,10000,666,3
281,6,2,3,4,0,10000,667,4
282,6,2,3,5,0,10000,668,5
283,6,2,4,0,3,10000,669,6
284,6,2,4,0,2,10000,670,7
285,6,2,4,0,1,10000,671,8
286,6,2,5,0,3,10000,672,6
287,6,2,5,0,2,10000,673,7
288,6,2,5,0,1,10000,674,8
289,7,1,1,0,0,10000,701,0
290,7,1,1,1,0,10000,702,1
291,7,1,1,2,0,10000,703,2
292,7,1,1,3,0,10000,704,3
293,7,1,1,4,0,10000,705,4
294,7,1,1,5,0,10000,706,5
295,7,1,2,0,0,10000,707,0
296,7,1,2,1,0,10000,708,1
297,7,1,2,2,0,10000,709,2
298,7,1,2,3,0,10000,710,3
299,7,1,2,4,0,10000,711,4
300,7,1,2,5,0,10000,712,5
301,7,1,3,0,0,10000,713,0
302,7,1,3,1,0,10000,714,1
303,7,1,3,2,0,10000,715,2
304,7,1,3,3,0,10000,716,3
305,7,1,3,4,0,10000,717,4
306,7,1,3,5,0,10000,718,5
307,7,1,4,0,3,10000,719,6
308,7,1,4,0,2,10000,720,7
309,7,1,4,0,1,10000,721,8
310,7,1,5,0,3,10000,722,6
311,7,1,5,0,2,10000,723,7
312,7,1,5,0,1,10000,724,8
313,7,2,1,0,0,10000,751,0
314,7,2,1,1,0,10000,752,1
315,7,2,1,2,0,10000,753,2
316,7,2,1,3,0,10000,754,3
317,7,2,1,4,0,10000,755,4
318,7,2,1,5,0,10000,756,5
319,7,2,2,0,0,10000,757,0
320,7,2,2,1,0,10000,758,1
321,7,2,2,2,0,10000,759,2
322,7,2,2,3,0,10000,760,3
323,7,2,2,4,0,10000,761,4
324,7,2,2,5,0,10000,762,5
325,7,2,3,0,0,10000,763,0
326,7,2,3,1,0,10000,764,1
327,7,2,3,2,0,10000,765,2
328,7,2,3,3,0,10000,766,3
329,7,2,3,4,0,10000,767,4
330,7,2,3,5,0,10000,768,5
331,7,2,4,0,3,10000,769,6
332,7,2,4,0,2,10000,770,7
333,7,2,4,0,1,10000,771,8
334,7,2,5,0,3,10000,772,6
335,7,2,5,0,2,10000,773,7
336,7,2,5,0,1,10000,774,8
337,8,1,1,0,0,10000,801,0
338,8,1,1,1,0,10000,802,1
339,8,1,1,2,0,10000,803,2
340,8,1,1,3,0,10000,804,3
341,8,1,1,4,0,10000,805,4
342,8,1,1,5,0,10000,806,5
343,8,1,2,0,0,10000,807,0
344,8,1,2,1,0,10000,808,1
345,8,1,2,2,0,10000,809,2
346,8,1,2,3,0,10000,810,3
347,8,1,2,4,0,10000,811,4
348,8,1,2,5,0,10000,812,5
349,8,1,3,0,0,10000,813,0
350,8,1,3,1,0,10000,814,1
351,8,1,3,2,0,10000,815,2
352,8,1,3,3,0,10000,816,3
353,8,1,3,4,0,10000,817,4
354,8,1,3,5,0,10000,818,5
355,8,1,4,0,3,10000,819,6
356,8,1,4,0,2,10000,820,7
357,8,1,4,0,1,10000,821,8
358,8,1,5,0,3,10000,822,6
359,8,1,5,0,2,10000,823,7
360,8,1,5,0,1,10000,824,8
361,8,2,1,0,0,10000,851,0
362,8,2,1,1,0,10000,852,1
363,8,2,1,2,0,10000,853,2
364,8,2,1,3,0,10000,854,3
365,8,2,1,4,0,10000,855,4
366,8,2,1,5,0,10000,856,5
367,8,2,2,0,0,10000,857,0
368,8,2,2,1,0,10000,858,1
369,8,2,2,2,0,10000,859,2
370,8,2,2,3,0,10000,860,3
371,8,2,2,4,0,10000,861,4
372,8,2,2,5,0,10000,862,5
373,8,2,3,0,0,10000,863,0
374,8,2,3,1,0,10000,864,1
375,8,2,3,2,0,10000,865,2
376,8,2,3,3,0,10000,866,3
377,8,2,3,4,0,10000,867,4
378,8,2,3,5,0,10000,868,5
379,8,2,4,0,3,10000,869,6
380,8,2,4,0,2,10000,870,7
381,8,2,4,0,1,10000,871,8
382,8,2,5,0,3,10000,872,6
383,8,2,5,0,2,10000,873,7
384,8,2,5,0,1,10000,874,8
385,9,1,1,0,0,10000,901,0
386,9,1,1,1,0,10000,902,1
387,9,1,1,2,0,10000,903,2
388,9,1,1,3,0,10000,904,3
389,9,1,1,4,0,10000,905,4
390,9,1,1,5,0,10000,906,5
391,9,1,2,0,0,10000,907,0
392,9,1,2,1,0,10000,908,1
393,9,1,2,2,0,10000,909,2
394,9,1,2,3,0,10000,910,3
395,9,1,2,4,0,10000,911,4
396,9,1,2,5,0,10000,912,5
397,9,1,3,0,0,10000,913,0
398,9,1,3,1,0,10000,914,1
399,9,1,3,2,0,10000,915,2
400,9,1,3,3,0,10000,916,3
401,9,1,3,4,0,10000,917,4
402,9,1,3,5,0,10000,918,5
403,9,1,4,0,3,10000,919,6
404,9,1,4,0,2,10000,920,7
405,9,1,4,0,1,10000,921,8
406,9,1,5,0,3,10000,922,6
407,9,1,5,0,2,10000,923,7
408,9,1,5,0,1,10000,924,8
409,9,2,1,0,0,10000,951,0
410,9,2,1,1,0,10000,952,1
411,9,2,1,2,0,10000,953,2
412,9,2,1,3,0,10000,954,3
413,9,2,1,4,0,10000,955,4
414,9,2,1,5,0,10000,956,5
415,9,2,2,0,0,10000,957,0
416,9,2,2,1,0,10000,958,1
417,9,2,2,2,0,10000,959,2
418,9,2,2,3,0,10000,960,3
419,9,2,2,4,0,10000,961,4
420,9,2,2,5,0,10000,962,5
421,9,2,3,0,0,10000,963,0
422,9,2,3,1,0,10000,964,1
423,9,2,3,2,0,10000,965,2
424,9,2,3,3,0,10000,966,3
425,9,2,3,4,0,10000,967,4
426,9,2,3,5,0,10000,968,5
427,9,2,4,0,3,10000,969,6
428,9,2,4,0,2,10000,970,7
429,9,2,4,0,1,10000,971,8
430,9,2,5,0,3,10000,972,6
431,9,2,5,0,2,10000,973,7
432,9,2,5,0,1,10000,974,8
433,10,1,1,0,0,10000,1001,0
434,10,1,1,1,0,10000,1002,1
435,10,1,1,2,0,10000,1003,2
436,10,1,1,3,0,10000,1004,3
437,10,1,1,4,0,10000,1005,4
438,10,1,1,5,0,10000,1006,5
439,10,1,2,0,0,10000,1007,0
440,10,1,2,1,0,10000,1008,1
441,10,1,2,2,0,10000,1009,2
442,10,1,2,3,0,10000,1010,3
443,10,1,2,4,0,10000,1011,4
444,10,1,2,5,0,10000,1012,5
445,10,1,3,0,0,10000,1013,0
446,10,1,3,1,0,10000,1014,1
447,10,1,3,2,0,10000,1015,2
448,10,1,3,3,0,10000,1016,3
449,10,1,3,4,0,10000,1017,4
450,10,1,3,5,0,10000,1018,5
451,10,1,4,0,3,10000,1019,6
452,10,1,4,0,2,10000,1020,7
453,10,1,4,0,1,10000,1021,8
454,10,1,5,0,3,10000,1022,6
455,10,1,5,0,2,10000,1023,7
456,10,1,5,0,1,10000,1024,8
457,10,2,1,0,0,10000,1051,0
458,10,2,1,1,0,10000,1052,1
459,10,2,1,2,0,10000,1053,2
460,10,2,1,3,0,10000,1054,3
461,10,2,1,4,0,10000,1055,4
462,10,2,1,5,0,10000,1056,5
463,10,2,2,0,0,10000,1057,0
464,10,2,2,1,0,10000,1058,1
465,10,2,2,2,0,10000,1059,2
466,10,2,2,3,0,10000,1060,3
467,10,2,2,4,0,10000,1061,4
468,10,2,2,5,0,10000,1062,5
469,10,2,3,0,0,10000,1063,0
470,10,2,3,1,0,10000,1064,1
471,10,2,3,2,0,10000,1065,2
472,10,2,3,3,0,10000,1066,3
473,10,2,3,4,0,10000,1067,4
474,10,2,3,5,0,10000,1068,5
475,10,2,4,0,3,10000,1069,6
476,10,2,4,0,2,10000,1070,7
477,10,2,4,0,1,10000,1071,8
478,10,2,5,0,3,10000,1072,6
479,10,2,5,0,2,10000,1073,7
480,10,2,5,0,1,10000,1074,8
481,11,1,1,0,0,10000,1101,0
482,11,1,1,1,0,10000,1102,1
483,11,1,1,2,0,10000,1103,2
484,11,1,1,3,0,10000,1104,3
485,11,1,1,4,0,10000,1105,4
486,11,1,1,5,0,10000,1106,5
487,11,1,2,0,0,10000,1107,0
488,11,1,2,1,0,10000,1108,1
489,11,1,2,2,0,10000,1109,2
490,11,1,2,3,0,10000,1110,3
491,11,1,2,4,0,10000,1111,4
492,11,1,2,5,0,10000,1112,5
493,11,1,3,0,0,10000,1113,0
494,11,1,3,1,0,10000,1114,1
495,11,1,3,2,0,10000,1115,2
496,11,1,3,3,0,10000,1116,3
497,11,1,3,4,0,10000,1117,4
498,11,1,3,5,0,10000,1118,5
499,11,1,4,0,3,10000,1119,6
500,11,1,4,0,2,10000,1120,7
501,11,1,4,0,1,10000,1121,8
502,11,1,5,0,3,10000,1122,6
503,11,1,5,0,2,10000,1123,7
504,11,1,5,0,1,10000,1124,8
505,11,2,1,0,0,10000,1151,0
506,11,2,1,1,0,10000,1152,1
507,11,2,1,2,0,10000,1153,2
508,11,2,1,3,0,10000,1154,3
509,11,2,1,4,0,10000,1155,4
510,11,2,1,5,0,10000,1156,5
511,11,2,2,0,0,10000,1157,0
512,11,2,2,1,0,10000,1158,1
513,11,2,2,2,0,10000,1159,2
514,11,2,2,3,0,10000,1160,3
515,11,2,2,4,0,10000,1161,4
516,11,2,2,5,0,10000,1162,5
517,11,2,3,0,0,10000,1163,0
518,11,2,3,1,0,10000,1164,1
519,11,2,3,2,0,10000,1165,2
520,11,2,3,3,0,10000,1166,3
521,11,2,3,4,0,10000,1167,4
522,11,2,3,5,0,10000,1168,5
523,11,2,4,0,3,10000,1169,6
524,11,2,4,0,2,10000,1170,7
525,11,2,4,0,1,10000,1171,8
526,11,2,5,0,3,10000,1172,6
527,11,2,5,0,2,10000,1173,7
528,11,2,5,0,1,10000,1174,8
529,12,1,1,0,0,10000,1201,0
530,12,1,1,1,0,10000,1202,1
531,12,1,1,2,0,10000,1203,2
532,12,1,1,3,0,10000,1204,3
533,12,1,1,4,0,10000,1205,4
534,12,1,1,5,0,10000,1206,5
535,12,1,2,0,0,10000,1207,0
536,12,1,2,1,0,10000,1208,1
537,12,1,2,2,0,10000,1209,2
538,12,1,2,3,0,10000,1210,3
539,12,1,2,4,0,10000,1211,4
540,12,1,2,5,0,10000,1212,5
541,12,1,3,0,0,10000,1213,0
542,12,1,3,1,0,10000,1214,1
543,12,1,3,2,0,10000,1215,2
544,12,1,3,3,0,10000,1216,3
545,12,1,3,4,0,10000,1217,4
546,12,1,3,5,0,10000,1218,5
547,12,1,4,0,3,10000,1219,6
548,12,1,4,0,2,10000,1220,7
549,12,1,4,0,1,10000,1221,8
550,12,1,5,0,3,10000,1222,6
551,12,1,5,0,2,10000,1223,7
552,12,1,5,0,1,10000,1224,8
553,12,2,1,0,0,10000,1251,0
554,12,2,1,1,0,10000,1252,1
555,12,2,1,2,0,10000,1253,2
556,12,2,1,3,0,10000,1254,3
557,12,2,1,4,0,10000,1255,4
558,12,2,1,5,0,10000,1256,5
559,12,2,2,0,0,10000,1257,0
560,12,2,2,1,0,10000,1258,1
561,12,2,2,2,0,10000,1259,2
562,12,2,2,3,0,10000,1260,3
563,12,2,2,4,0,10000,1261,4
564,12,2,2,5,0,10000,1262,5
565,12,2,3,0,0,10000,1263,0
566,12,2,3,1,0,10000,1264,1
567,12,2,3,2,0,10000,1265,2
568,12,2,3,3,0,10000,1266,3
569,12,2,3,4,0,10000,1267,4
570,12,2,3,5,0,10000,1268,5
571,12,2,4,0,3,10000,1269,6
572,12,2,4,0,2,10000,1270,7
573,12,2,4,0,1,10000,1271,8
574,12,2,5,0,3,10000,1272,6
575,12,2,5,0,2,10000,1273,7
576,12,2,5,0,1,10000,1274,8
577,13,1,1,0,0,10000,1301,0
578,13,1,1,1,0,10000,1302,1
579,13,1,1,2,0,10000,1303,2
580,13,1,1,3,0,10000,1304,3
581,13,1,1,4,0,10000,1305,4
582,13,1,1,5,0,10000,1306,5
583,13,1,2,0,0,10000,1307,0
584,13,1,2,1,0,10000,1308,1
585,13,1,2,2,0,10000,1309,2
586,13,1,2,3,0,10000,1310,3
587,13,1,2,4,0,10000,1311,4
588,13,1,2,5,0,10000,1312,5
589,13,1,3,0,0,10000,1313,0
590,13,1,3,1,0,10000,1314,1
591,13,1,3,2,0,10000,1315,2
592,13,1,3,3,0,10000,1316,3
593,13,1,3,4,0,10000,1317,4
594,13,1,3,5,0,10000,1318,5
595,13,1,4,0,3,10000,1319,6
596,13,1,4,0,2,10000,1320,7
597,13,1,4,0,1,10000,1321,8
598,13,1,5,0,3,10000,1322,6
599,13,1,5,0,2,10000,1323,7
600,13,1,5,0,1,10000,1324,8
601,13,2,1,0,0,10000,1351,0
602,13,2,1,1,0,10000,1352,1
603,13,2,1,2,0,10000,1353,2
604,13,2,1,3,0,10000,1354,3
605,13,2,1,4,0,10000,1355,4
606,13,2,1,5,0,10000,1356,5
607,13,2,2,0,0,10000,1357,0
608,13,2,2,1,0,10000,1358,1
609,13,2,2,2,0,10000,1359,2
610,13,2,2,3,0,10000,1360,3
611,13,2,2,4,0,10000,1361,4
612,13,2,2,5,0,10000,1362,5
613,13,2,3,0,0,10000,1363,0
614,13,2,3,1,0,10000,1364,1
615,13,2,3,2,0,10000,1365,2
616,13,2,3,3,0,10000,1366,3
617,13,2,3,4,0,10000,1367,4
618,13,2,3,5,0,10000,1368,5
619,13,2,4,0,3,10000,1369,6
620,13,2,4,0,2,10000,1370,7
621,13,2,4,0,1,10000,1371,8
622,13,2,5,0,3,10000,1372,6
623,13,2,5,0,2,10000,1373,7
624,13,2,5,0,1,10000,1374,8
625,14,1,1,0,0,10000,1401,0
626,14,1,1,1,0,10000,1402,1
627,14,1,1,2,0,10000,1403,2
628,14,1,1,3,0,10000,1404,3
629,14,1,1,4,0,10000,1405,4
630,14,1,1,5,0,10000,1406,5
631,14,1,2,0,0,10000,1407,0
632,14,1,2,1,0,10000,1408,1
633,14,1,2,2,0,10000,1409,2
634,14,1,2,3,0,10000,1410,3
635,14,1,2,4,0,10000,1411,4
636,14,1,2,5,0,10000,1412,5
637,14,1,3,0,0,10000,1413,0
638,14,1,3,1,0,10000,1414,1
639,14,1,3,2,0,10000,1415,2
640,14,1,3,3,0,10000,1416,3
641,14,1,3,4,0,10000,1417,4
642,14,1,3,5,0,10000,1418,5
643,14,1,4,0,3,10000,1419,6
644,14,1,4,0,2,10000,1420,7
645,14,1,4,0,1,10000,1421,8
646,14,1,5,0,3,10000,1422,6
647,14,1,5,0,2,10000,1423,7
648,14,1,5,0,1,10000,1424,8
649,14,2,1,0,0,10000,1451,0
650,14,2,1,1,0,10000,1452,1
651,14,2,1,2,0,10000,1453,2
652,14,2,1,3,0,10000,1454,3
653,14,2,1,4,0,10000,1455,4
654,14,2,1,5,0,10000,1456,5
655,14,2,2,0,0,10000,1457,0
656,14,2,2,1,0,10000,1458,1
657,14,2,2,2,0,10000,1459,2
658,14,2,2,3,0,10000,1460,3
659,14,2,2,4,0,10000,1461,4
660,14,2,2,5,0,10000,1462,5
661,14,2,3,0,0,10000,1463,0
662,14,2,3,1,0,10000,1464,1
663,14,2,3,2,0,10000,1465,2
664,14,2,3,3,0,10000,1466,3
665,14,2,3,4,0,10000,1467,4
666,14,2,3,5,0,10000,1468,5
667,14,2,4,0,3,10000,1469,6
668,14,2,4,0,2,10000,1470,7
669,14,2,4,0,1,10000,1471,8
670,14,2,5,0,3,10000,1472,6
671,14,2,5,0,2,10000,1473,7
672,14,2,5,0,1,10000,1474,8
673,15,1,1,0,0,10000,1501,0
674,15,1,1,1,0,10000,1502,1
675,15,1,1,2,0,10000,1503,2
676,15,1,1,3,0,10000,1504,3
677,15,1,1,4,0,10000,1505,4
678,15,1,1,5,0,10000,1506,5
679,15,1,2,0,0,10000,1507,0
680,15,1,2,1,0,10000,1508,1
681,15,1,2,2,0,10000,1509,2
682,15,1,2,3,0,10000,1510,3
683,15,1,2,4,0,10000,1511,4
684,15,1,2,5,0,10000,1512,5
685,15,1,3,0,0,10000,1513,0
686,15,1,3,1,0,10000,1514,1
687,15,1,3,2,0,10000,1515,2
688,15,1,3,3,0,10000,1516,3
689,15,1,3,4,0,10000,1517,4
690,15,1,3,5,0,10000,1518,5
691,15,1,4,0,3,10000,1519,6
692,15,1,4,0,2,10000,1520,7
693,15,1,4,0,1,10000,1521,8
694,15,1,5,0,3,10000,1522,6
695,15,1,5,0,2,10000,1523,7
696,15,1,5,0,1,10000,1524,8
697,15,2,1,0,0,10000,1551,0
698,15,2,1,1,0,10000,1552,1
699,15,2,1,2,0,10000,1553,2
700,15,2,1,3,0,10000,1554,3
701,15,2,1,4,0,10000,1555,4
702,15,2,1,5,0,10000,1556,5
703,15,2,2,0,0,10000,1557,0
704,15,2,2,1,0,10000,1558,1
705,15,2,2,2,0,10000,1559,2
706,15,2,2,3,0,10000,1560,3
707,15,2,2,4,0,10000,1561,4
708,15,2,2,5,0,10000,1562,5
709,15,2,3,0,0,10000,1563,0
710,15,2,3,1,0,10000,1564,1
711,15,2,3,2,0,10000,1565,2
712,15,2,3,3,0,10000,1566,3
713,15,2,3,4,0,10000,1567,4
714,15,2,3,5,0,10000,1568,5
715,15,2,4,0,3,10000,1569,6
716,15,2,4,0,2,10000,1570,7
717,15,2,4,0,1,10000,1571,8
