id,command_name,base_state_name,pose_blend,type,state_group,category,start_blend_time,end_blend_time
69,clap02,clap02,1,0,2,0,2300,1600
70,clap03,clap03,1,0,2,0,2300,1600
71,clap04,clap04,1,0,2,0,2300,1600
72,clap05,clap05,1,0,2,0,2300,1600
73,come01,come01,1,0,2,0,2300,1600
74,come02,come02,1,0,2,0,2300,1600
75,come03,come03,1,0,2,0,2300,1600
76,come04,come04,1,0,2,0,2300,1600
77,come05,come05,1,0,2,0,2300,1600
78,count01,count01,1,0,2,0,2300,1600
79,cry01,cry01,1,0,2,0,2300,1600
80,cry02,cry02,1,0,2,0,2300,1600
81,cry03,cry03,1,0,2,0,2300,1600
82,cry04,cry04,1,0,2,0,2300,1600
83,cry05,cry05,1,0,2,0,2300,1600
84,cry06,cry06,1,0,2,0,2300,1600
85,cry07,cry07,1,0,2,0,2300,1600
86,cry08,cry08,1,0,2,0,2300,1600
87,cry09,cry09,1,0,2,0,2300,1600
88,cry10,cry10,1,0,2,0,2300,1600
89,cry11,cry11,0,0,0,0,2300,1600
90,dance01,dance01,1,0,2,0,2300,1600
91,dance02,dance02,1,0,2,0,2300,1600
92,dance03,dance03,1,0,2,0,2300,1600
93,dance04,dance04,1,0,2,0,2300,1600
94,dance05,dance05,1,0,2,0,2300,1600
95,dance06,dance06,1,0,2,0,2300,1600
96,dance07,dance07,0,0,0,0,2300,1600
97,dance08,dance08,1,0,2,0,2300,1600
98,dance09,dance09,1,0,2,0,2300,1600
99,dance10,dance10,1,0,2,0,2300,1600
100,dance11,dance11,1,0,2,0,2300,1600
101,dance12,dance12,1,0,2,0,2300,1600
102,dance13,dance13,1,0,2,0,2300,1600
103,dance14,dance14,1,0,2,0,2300,1600
104,dance15,dance15,1,0,2,0,2300,1600
105,dance16,dance16,1,0,2,0,2300,1600
106,dance17,dance17,1,0,2,0,2300,1600
107,dance18,dance18,1,0,2,0,2300,1600
108,dance19,dance19,1,0,2,0,2300,1600
109,fall01,fall01,1,0,2,0,2300,1600
110,fall02,fall02,1,0,2,0,2300,1600
111,fight01,fight01,1,0,2,0,2300,1600
112,fight02,fight02,1,0,2,0,2300,1600
113,fight03,fight03,1,0,2,0,2300,1600
114,fight04,fight04,1,0,2,0,2300,1600
115,fight05,fight05,1,0,2,0,2300,1600
116,fight06,fight06,1,0,2,0,2300,1600
117,fight07,fight07,1,0,2,0,2300,1600
118,fight08,fight08,1,0,2,0,2300,1600
119,fight09,fight09,1,0,2,0,2300,1600
120,fight10,fight10,1,0,2,0,2300,1600
121,fight11,fight11,1,0,2,0,2300,1600
122,fight12,fight12,1,0,2,0,2300,1600
123,fight13,fight13,1,0,2,0,2300,1600
124,fight14,fight14,1,0,2,0,2300,1600
125,gatts01,gatts01,1,0,2,0,2300,1600
126,gatts02,gatts02,1,0,2,0,2300,1600
127,gatts03,gatts03,1,0,2,0,2300,1600
128,gatts04,gatts04,1,0,2,0,2300,1600
129,gatts05,gatts05,1,0,2,0,2300,1600
130,gatts06,gatts06,1,0,2,0,2300,1600
131,gatts07,gatts07,0,0,0,0,2300,1600
132,getup01,getup01,0,0,0,0,2300,1600
133,goaway01,goaway01,0,0,0,0,2300,1600
134,good01,good01,1,0,2,0,2300,1600
135,good02,good02,1,0,2,0,2300,1600
136,good03,good03,1,0,2,0,2300,1600
137,guard01,guard01,0,0,0,0,2300,1600
138,guard02,guard02,1,0,2,0,2300,1600
139,guard03,guard03,1,0,2,0,2300,1600
140,guard04,guard04,1,0,2,0,2300,1600
141,guard05,guard05,1,0,2,0,2300,1600
142,handsup01,handsup01,1,0,2,0,2300,1600
143,handsup02,handsup02,1,0,2,0,2300,1600
144,handsup03,handsup03,1,0,2,0,2300,1600
145,happy01,happy01,1,0,2,0,2300,1600
146,happy02,happy02,1,0,2,0,2300,1600
147,happy03,happy03,1,0,2,0,2300,1600
148,happy04,happy04,1,0,2,0,2300,1600
149,happy05,happy05,1,0,2,0,2300,1600
150,hello01,hello01,0,0,0,0,2300,1600
151,hello02,hello02,0,0,0,0,2300,1600
152,hello03,hello03,1,0,2,0,2300,1600
153,hello04,hello04,1,0,2,0,2300,1600
154,hello05,hello05,1,0,2,0,2300,1600
155,hello06,hello06,1,0,2,0,2300,1600
156,hope01,hope01,1,0,2,0,2300,1600
157,hope02,hope02,1,0,2,0,2300,1600
158,hope03,hope03,1,0,2,0,2300,1600
159,hope04,hope04,1,0,2,0,2300,1600
160,hope05,hope05,1,0,2,0,2300,1600
161,hope06,hope06,1,0,2,0,2300,1600
162,hope07,hope07,1,0,2,0,2300,1600
163,hope08,hope08,1,0,2,0,2300,1600
164,hope09,hope09,1,0,2,0,2300,1600
165,hope10,hope10,1,0,2,0,2300,1600
166,hot01,hot01,1,0,2,0,2300,1600
167,hot02,hot02,1,0,2,0,2300,1600
168,hot03,hot03,1,0,2,0,2300,1600
169,hungry01,hungry01,1,0,2,0,2300,1600
170,hungry02,hungry02,1,0,2,0,2300,1600
171,hungry03,hungry03,1,0,2,0,2300,1600
172,hurry01,hurry01,1,0,2,0,2300,1600
173,hurry02,hurry02,0,0,0,0,2300,1600
174,hurry03,hurry03,0,0,0,0,2300,1600
175,idea01,idea01,1,0,2,0,2300,1600
176,idea02,idea02,1,0,2,0,2300,1600
177,idea03,idea03,1,0,2,0,2300,1600
178,ikaku01,ikaku01,1,0,2,0,2300,1600
179,ikaku02,ikaku02,1,0,2,0,2300,1600
180,ikaku03,ikaku03,1,0,2,0,2300,1600
181,ikaku04,ikaku04,1,0,2,0,2300,1600
182,janken01,janken01,1,0,2,0,2300,1600
183,janken02,janken02,1,0,2,0,2300,1600
184,janken03,janken03,1,0,2,0,2300,1600
185,janken04,janken04,1,0,2,0,2300,1600
186,joke01,joke01,1,0,2,0,2300,1600
187,joke02,joke02,1,0,2,0,2300,1600
188,joke03,joke03,1,0,2,0,2300,1600
189,joy01,joy01,1,0,2,0,2300,1600
190,joy02,joy02,1,0,2,0,2300,1600
191,joy03,joy03,1,0,2,0,2300,1600
192,joy04,joy04,1,0,2,0,2300,1600
193,joy05,joy05,1,0,2,0,2300,1600
194,joy06,joy06,1,0,2,0,2300,1600
195,joy07,joy07,1,0,2,0,2300,1600
196,joy08,joy08,1,0,2,0,2300,1600
197,kick01,kick01,0,0,0,0,2300,1600
198,kiss01,kiss01,1,0,2,0,2300,1600
199,kiss02,kiss02,1,0,2,0,2300,1600
200,kiss03,kiss03,1,0,2,0,2300,1600
201,koshiate01,koshiate01,1,0,2,0,2300,1600
202,koshiate02,koshiate02,1,0,2,0,2300,1600
203,koshiate03,koshiate03,1,0,2,0,2300,1600
204,koshiate04,koshiate04,1,0,2,0,2300,1600
205,koshiate05,koshiate05,1,0,2,0,2300,1600
206,koshiate06,koshiate06,1,0,2,0,2300,1600
207,koshiate07,koshiate07,0,0,0,0,2300,1600
208,koshiate08,koshiate08,1,0,2,0,2300,1600
209,koshiate09,koshiate09,1,0,2,0,2300,1600
210,koshiate10,koshiate10,1,0,2,0,2300,1600
211,kuchiate01,kuchiate01,1,0,2,0,2300,1600
212,kuchiate02,kuchiate02,1,0,2,0,2300,1600
213,kuchiate03,kuchiate03,1,0,2,0,2300,1600
214,kuchiate04,kuchiate04,1,0,2,0,2300,1600
215,kuchiate05,kuchiate05,1,0,2,0,2300,1600
216,laugh01,laugh01,1,0,2,0,2300,1600
217,laugh02,laugh02,1,0,2,0,2300,1600
218,laugh03,laugh03,1,0,2,0,2300,1600
219,laugh04,laugh04,1,0,2,0,2300,1600
220,laugh05,laugh05,1,0,2,0,2300,1600
221,laugh06,laugh06,1,0,2,0,2300,1600
222,laugh07,laugh07,1,0,2,0,2300,1600
223,laugh08,laugh08,1,0,2,0,2300,1600
224,muneate01,muneate01,1,0,2,0,2300,1600
225,muneate02,muneate02,1,0,2,0,2300,1600
226,muneate03,muneate03,1,0,2,0,2300,1600
227,muneate04,muneate04,1,0,2,0,2300,1600
228,muneate05,muneate05,1,0,2,0,2300,1600
229,muneate06,muneate06,1,0,2,0,2300,1600
230,muneate07,muneate07,1,0,2,0,2300,1600
231,muneate08,muneate08,1,0,2,0,2300,1600
232,muneate09,muneate09,1,0,2,0,2300,1600
233,muneate10,muneate10,1,0,2,0,2300,1600
234,muscle01,muscle01,1,0,2,0,2300,1600
235,muscle02,muscle02,1,0,2,0,2300,1600
236,near01,near01,1,0,2,0,2300,1600
237,near02,near02,1,0,2,0,2300,1600
238,near03,near03,1,0,2,0,2300,1600
239,near04,near04,1,0,2,0,2300,1600
240,near05,near05,1,0,2,0,2300,1600
241,near06,near06,1,0,2,0,2300,1600
242,near07,near07,1,0,2,0,2300,1600
243,near08,near08,1,0,2,0,2300,1600
244,near09,near09,1,0,2,0,2300,1600
245,near10,near10,1,0,2,0,2300,1600
246,neckup01,neckup01,1,0,2,0,2300,1600
247,neckup02,neckup02,1,0,2,0,2300,1600
248,neckup03,neckup03,1,0,2,0,2300,1600
249,ng01,ng01,1,0,2,0,2300,1600
250,ng02,ng02,1,0,2,0,2300,1600
251,ng03,ng03,0,0,0,0,2300,1600
252,ng04,ng04,0,0,0,0,2300,1600
253,ng05,ng05,1,0,2,0,2300,1600
254,ng06,ng06,0,0,0,0,2300,1600
255,ng07,ng07,1,0,2,0,2300,1600
256,oh01,oh01,0,0,0,0,2300,1600
257,oh02,oh02,0,0,0,0,2300,1600
258,oh03,oh03,0,0,0,0,2300,1600
259,oh04,oh04,0,0,0,0,2300,1600
260,oh05,oh05,1,0,2,0,2300,1600
261,oh06,oh06,1,0,2,0,2300,1600
262,oh07,oh07,1,0,2,0,2300,1600
263,oh08,oh08,1,0,2,0,2300,1600
264,oh09,oh09,1,0,2,0,2300,1600
265,oh10,oh10,1,0,2,0,2300,1600
266,oh11,oh11,1,0,2,0,2300,1600
267,oh12,oh12,1,0,2,0,2300,1600
268,oh13,oh13,1,0,2,0,2300,1600
269,oh14,oh14,1,0,2,0,2300,1600
270,ok01,ok01,1,0,2,0,2300,1600
271,ok02,ok02,1,0,2,0,2300,1600
272,pain01,pain01,1,0,2,0,2300,1600
273,pain02,pain02,1,0,2,0,2300,1600
274,pain03,pain03,1,0,2,0,2300,1600
275,pain04,pain04,1,0,2,0,2300,1600
276,pain05,pain05,1,0,2,0,2300,1600
277,peace01,peace01,1,0,2,0,2300,1600
278,peace02,peace02,1,0,2,0,2300,1600
279,peace03,peace03,1,0,2,0,2300,1600
280,point01,point01,1,0,2,0,2300,1600
281,point02,point02,1,0,2,0,2300,1600
282,point03,point03,1,0,2,0,2300,1600
283,point04,point04,1,0,2,0,2300,1600
284,point05,point05,1,0,2,0,2300,1600
285,point06,point06,1,0,2,0,2300,1600
286,point07,point07,1,0,2,0,2300,1600
287,point08,point08,1,0,2,0,2300,1600
288,point09,point09,1,0,2,0,2300,1600
289,point10,point10,1,0,2,0,2300,1600
290,point11,point11,0,0,0,0,2300,1600
291,point12,point12,1,0,2,0,2300,1600
292,pose01,pose01,0,0,0,0,2300,1600
293,pose02,pose02,1,0,2,0,2300,1600
294,pose03,pose03,1,0,2,0,2300,1600
295,pose04,pose04,1,0,2,0,2300,1600
296,pose05,pose05,0,0,0,0,2300,1600
297,pose06,pose06,1,0,2,0,2300,1600
298,pose07,pose07,1,0,2,0,2300,1600
299,pose08,pose08,1,0,2,0,2300,1600
300,pose09,pose09,1,0,2,0,2300,1600
301,pose10,pose10,1,0,2,0,2300,1600
302,pose11,pose11,1,0,2,0,2300,1600
303,pose12,pose12,1,0,2,0,2300,1600
304,punch01,punch01,1,0,2,0,2300,1600
305,punch02,punch02,1,0,2,0,2300,1600
306,punch03,punch03,1,0,2,0,2300,1600
307,punch04,punch04,0,0,0,0,2300,1600
308,punch05,punch05,1,0,2,0,2300,1600
309,quiet01,quiet01,1,0,2,0,2300,1600
310,quiet02,quiet02,1,0,2,0,2300,1600
311,quiet03,quiet03,1,0,2,0,2300,1600
312,quiet04,quiet04,1,0,2,0,2300,1600
313,request01,request01,1,0,2,0,2300,1600
314,request02,request02,1,0,2,0,2300,1600
315,sad01,sad01,1,0,2,0,2300,1600
316,sad02,sad02,1,0,2,0,2300,1600
317,salute01,salute01,1,0,2,0,2300,1600
318,salute02,salute02,1,0,2,0,2300,1600
319,see01,see01,1,0,2,0,2300,1600
320,see02,see02,1,0,2,0,2300,1600
321,see03,see03,1,0,2,0,2300,1600
322,see04,see04,1,0,2,0,2300,1600
323,see05,see05,0,0,0,0,2300,1600
324,see06,see06,0,0,0,0,2300,1600
325,see07,see07,0,0,0,0,2300,1600
326,see08,see08,0,0,0,0,2300,1600
327,see09,see09,0,0,0,0,2300,1600
328,see10,see10,1,0,2,0,2300,1600
329,send01,send01,1,0,2,0,2300,1600
330,send02,send02,1,0,2,0,2300,1600
331,send03,send03,1,0,2,0,2300,1600
332,send04,send04,1,0,2,0,2300,1600
333,send05,send05,1,0,2,0,2300,1600
334,send06,send06,1,0,2,0,2300,1600
335,send07,send07,1,0,2,0,2300,1600
336,send08,send08,1,0,2,0,2300,1600
337,set01,set01,1,0,2,0,2300,1600
338,set02,set02,1,0,2,0,2300,1600
339,shake01,shake01,1,0,2,0,2300,1600
340,shake02,shake02,1,0,2,0,2300,1600
341,shake03,shake03,1,0,2,0,2300,1600
342,shake04,shake04,1,0,2,0,2300,1600
343,shake05,shake05,1,0,2,0,2300,1600
344,shake06,shake06,1,0,2,0,2300,1600
345,shock01,shock01,1,0,2,0,2300,1600
346,shock02,shock02,1,0,2,0,2300,1600
347,shock03,shock03,1,0,2,0,2300,1600
348,shock04,shock04,1,0,2,0,2300,1600
349,shock05,shock05,1,0,2,0,2300,1600
350,shock06,shock06,1,0,2,0,2300,1600
351,shock07,shock07,1,0,2,0,2300,1600
352,shock08,shock08,1,0,2,0,2300,1600
353,shy01,shy01,1,0,2,0,2300,1600
354,shy02,shy02,1,0,2,0,2300,1600
355,shy03,shy03,1,0,2,0,2300,1600
356,shy04,shy04,1,0,2,0,2300,1600
357,shy05,shy05,1,0,2,0,2300,1600
358,shy06,shy06,1,0,2,0,2300,1600
359,shy07,shy07,1,0,2,0,2300,1600
360,shy08,shy08,1,0,2,0,2300,1600
361,shy09,shy09,1,0,2,0,2300,1600
362,sleep01,sleep01,1,0,2,0,2300,1600
363,sleep02,sleep02,1,0,2,0,2300,1600
364,sleep03,sleep03,1,0,2,0,2300,1600
365,sleep04,sleep04,0,0,0,0,2300,1600
366,sleep05,sleep05,0,0,0,0,2300,1600
367,smell01,smell01,1,0,2,0,2300,1600
368,sneeze01,sneeze01,0,0,0,0,2300,1600
369,soppo01,soppo01,1,0,2,0,2300,1600
370,soppo02,soppo02,1,0,2,0,2300,1600
371,soppo03,soppo03,1,0,2,0,2300,1600
372,soppo04,soppo04,1,0,2,0,2300,1600
373,soppo05,soppo05,1,0,2,0,2300,1600
374,soppo06,soppo06,1,0,2,0,2300,1600
375,soppo07,soppo07,1,0,2,0,2300,1600
376,soppo08,soppo08,1,0,2,0,2300,1600
377,soppo09,soppo09,1,0,2,0,2300,1600
378,soppo10,soppo10,1,0,2,0,2300,1600
379,soppo11,soppo11,1,0,2,0,2300,1600
380,soppo12,soppo12,1,0,2,0,2300,1600
381,sorry01,sorry01,1,0,2,0,2300,1600
382,sorry02,sorry02,1,0,2,0,2300,1600
383,stop01,stop01,1,0,2,0,2300,1600
384,stretch01,stretch01,0,0,0,0,2300,1600
385,stretch02,stretch02,0,0,0,0,2300,1600
386,stretch03,stretch03,0,0,0,0,2300,1600
387,stretch04,stretch04,0,0,0,0,2300,1600
388,stretch05,stretch05,0,0,0,0,2300,1600
389,stretch06,stretch06,1,0,2,0,2300,1600
390,stretch07,stretch07,1,0,2,0,2300,1600
391,stretch08,stretch08,1,0,2,0,2300,1600
392,stretch09,stretch09,1,0,2,0,2300,1600
393,stretch10,stretch10,1,0,2,0,2300,1600
394,stretch11,stretch11,1,0,2,0,2300,1600
395,stretch12,stretch12,1,0,2,0,2300,1600
396,stretch13,stretch13,0,0,2,0,2300,1600
397,stretch14,stretch14,1,0,2,0,2300,1600
398,stretch15,stretch15,1,0,2,0,2300,1600
399,stretch16,stretch16,1,0,2,0,2300,1600
400,stretch17,stretch17,1,0,2,0,2300,1600
401,stretch18,stretch18,1,0,2,0,2300,1600
402,stretch19,stretch19,1,0,2,0,2300,1600
403,stretch20,stretch20,0,0,0,0,2300,1600
404,stretch21,stretch21,1,0,2,0,2300,1600
405,sudachi01,sudachi01,1,0,2,0,2300,1600
406,sudachi02,sudachi02,1,0,2,0,2300,1600
407,sudachi03,sudachi03,1,0,2,0,2300,1600
408,sudachi04,sudachi04,1,0,2,0,2300,1600
409,sudachi05,sudachi05,1,0,2,0,2300,1600
410,surprise01,surprise01,1,0,2,0,2300,1600
411,surprise02,surprise02,1,0,2,0,2300,1600
412,surprise03,surprise03,1,0,2,0,2300,1600
413,surprise04,surprise04,1,0,2,0,2300,1600
414,surprise05,surprise05,1,0,2,0,2300,1600
415,surprise06,surprise06,1,0,2,0,2300,1600
416,surprise07,surprise07,1,0,2,0,2300,1600
417,surprise08,surprise08,1,0,2,0,2300,1600
418,surprise09,surprise09,1,0,2,0,2300,1600
419,surprise10,surprise10,1,0,2,0,2300,1600
420,surprise11,surprise11,1,0,2,0,2300,1600
421,surprise12,surprise12,1,0,2,0,2300,1600
422,swing01,swing01,1,0,2,0,2300,1600
423,swing02,swing02,1,0,2,0,2300,1600
424,swing03,swing03,1,0,2,0,2300,1600
425,tekumi01,tekumi01,1,0,2,0,2300,1600
426,tekumi02,tekumi02,1,0,2,0,2300,1600
427,tekumi03,tekumi03,1,0,2,0,2300,1600
428,tekumi04,tekumi04,1,0,2,0,2300,1600
429,tekumi05,tekumi05,1,0,2,0,2300,1600
430,tekumi06,tekumi06,1,0,2,0,2300,1600
431,think01,think01,1,0,2,0,2300,1600
432,think02,think02,1,0,2,0,2300,1600
433,think03,think03,1,0,2,0,2300,1600
434,think04,think04,1,0,2,0,2300,1600
435,think05,think05,1,0,2,0,2300,1600
436,think06,think06,1,0,2,0,2300,1600
437,think07,think07,1,0,2,0,2300,1600
438,think08,think08,1,0,2,0,2300,1600
439,think09,think09,1,0,2,0,2300,1600
440,think10,think10,1,0,2,0,2300,1600
441,think11,think11,1,0,2,0,2300,1600
442,tired01,tired01,1,0,2,0,2300,1600
443,tired02,tired02,1,0,2,0,2300,1600
444,tired03,tired03,1,0,2,0,2300,1600
445,tired04,tired04,1,0,2,0,2300,1600
446,tired05,tired05,1,0,2,0,2300,1600
447,tired06,tired06,1,0,2,0,2300,1600
448,turn01,turn01,0,0,0,0,2300,1600
449,turn02,turn02,0,0,0,0,2300,1600
450,turn03,turn03,0,0,0,0,2300,1600
451,turn04,turn04,0,0,0,0,2300,1600
452,turn05,turn05,0,0,0,0,2300,1600
453,turn06,turn06,0,0,0,0,2300,1600
454,turn07,turn07,0,0,0,0,2300,1600
455,udekumi01,udekumi01,1,0,2,0,2300,1600
456,udekumi02,udekumi02,1,0,2,0,2300,1600
457,udekumi03,udekumi03,1,0,2,0,2300,1600
458,udekumi04,udekumi04,1,0,2,0,2300,1600
459,udekumi05,udekumi05,1,0,2,0,2300,1600
460,udekumi06,udekumi06,1,0,2,0,2300,1600
461,udekumi07,udekumi07,1,0,2,0,2300,1600
462,yell01,yell01,1,0,2,0,2300,1600
463,yell02,yell02,1,0,2,0,2300,1600
464,yell03,yell03,1,0,2,0,2300,1600
465,jumpin01,jumpin01,1,0,2,0,2300,1600
466,runin01,runin01,0,0,0,0,2300,1600
467,runin02,runin02,0,0,0,0,2300,1600
468,runin03,runin03,0,0,0,0,2300,1600
469,runin04,runin04,0,0,0,0,2300,1600
470,runin05,runin05,0,0,0,0,2300,1600
471,runin06,runin06,1,0,2,0,2300,1600
472,runin07,runin07,0,0,0,0,2300,1600
473,runout01,runout01,0,0,0,0,2300,1600
474,runout02,runout02,0,0,0,0,2300,1600
475,runout03,runout03,0,0,0,0,2300,1600
476,runout04,runout04,0,0,0,0,2300,1600
477,runout05,runout05,0,0,0,0,2300,1600
478,runout06,runout06,0,0,0,0,2300,1600
479,runout07,runout07,0,0,0,0,2300,1600
480,runout08,runout08,0,0,0,0,2300,1600
481,skipin01,skipin01,0,0,0,0,2300,1600
482,skip01,skip01,0,0,4,0,2300,1600
483,topin01,topin01,1,0,2,0,2300,1600
484,walk01,walk01,0,0,4,0,2300,1600
485,walkin01,walkin01,0,0,0,0,2300,1600
486,walkin02,walkin02,0,0,0,0,2300,1600
487,walkin03,walkin03,0,0,0,0,2300,1600
488,walkin04,walkin04,0,0,0,0,2300,1600
489,walkin05,walkin05,0,0,0,0,2300,1600
490,walkin06,walkin06,0,0,0,0,2300,1600
491,walkout01,walkout01,0,0,0,0,2300,1600
492,walkout02,walkout02,0,0,0,0,2300,1600
493,walkout03,walkout03,0,0,0,0,2300,1600
494,walkout04,walkout04,0,0,0,0,2300,1600
495,walkout05,walkout05,0,0,0,0,2300,1600
496,walkout06,walkout06,0,0,0,0,2300,1600
497,walkout07,walkout07,0,0,0,0,2300,1600
498,walkunique01,walkunique01,0,0,4,0,2300,1600
499,walkunique02,walkunique02,0,0,4,0,2300,1600
501,crouch01,crouch01,1,0,2,0,2300,1600
502,walk02,walk02,0,0,4,0,2300,1600
503,walk03,walk03,0,0,4,0,2300,1600
504,run01,run01,0,0,4,0,2300,1600
505,run02,run02,0,0,4,0,2300,1600
506,run03,run03,0,0,4,0,2300,1600
507,run04,run04,0,0,4,0,2300,1600
508,run05,run05,0,0,4,0,2300,1600
509,run06,run06,0,0,4,0,2300,1600
510,run07,run07,0,0,4,0,2300,1600
511,run08,run08,0,0,4,0,2300,1600
512,book01,book01,1,0,2,0,2300,1600
513,book02,book02,1,0,2,0,2300,1600
514,book03,book03,1,0,2,0,2300,1600
515,book04,book04,1,0,2,0,2300,1600
516,drink01,drink01,1,0,2,0,2300,1600
517,drinklong01,drinklong01,1,0,2,0,2300,1600
518,drink02,drink02,1,0,2,0,2300,1600
519,drinklong02,drinklong02,1,0,2,0,2300,1600
520,drink03,drink03,1,0,2,0,2300,1600
521,drinklong03,drinklong03,1,0,2,0,2300,1600
522,phoneend01,phoneend01,0,0,2,0,2300,1600
523,phonelook01,phonelook01,1,0,2,0,2300,1600
524,phoneplay01,phoneplay01,1,0,4,0,2300,1600
525,phoneselfie01,phoneselfie01,1,0,2,0,2300,1600
526,phonetalk01,phonetalk01,1,0,2,0,2300,1600
527,phonestart01,phonestart01,0,0,2,0,2300,1600
528,phoneend02,phoneend02,0,0,2,0,2300,1600
529,phonelook02,phonelook02,1,0,2,0,2300,1600
530,phoneplay02,phoneplay02,0,0,2,0,2300,1600
531,phoneselfie02,phoneselfie02,1,0,2,0,2300,1600
532,phonetalk02,phonetalk02,1,0,2,0,2300,1600
533,phonestart02,phonestart02,0,0,2,0,2300,1600
534,phoneend03,phoneend03,0,0,2,0,2300,1600
535,phonelook03,phonelook03,1,0,2,0,2300,1600
536,phoneplay03,phoneplay03,0,0,2,0,2300,1600
537,phonetalk03,phonetalk03,1,0,2,0,2300,1600
538,phonestart03,phonestart03,0,0,2,0,2300,1600
539,phonelook04,phonelook04,1,0,2,0,2300,1600
540,phonelook05,phonelook05,1,0,2,0,2300,1600
541,phonelook06,phonelook06,1,0,2,0,2300,1600
542,phonelook07,phonelook07,1,0,2,0,2300,1600
544,phoneselfie04,phoneselfie04,1,0,2,0,2300,1600
546,present01,present01,1,0,2,0,2300,1600
547,present02,present02,1,0,2,0,2300,1600
548,turnL,turnL,0,0,0,0,2300,1600
549,turnR,turnR,0,0,0,0,2300,1600
550,walkback01,walkback01,0,0,4,0,2300,1600
551,walkside01,walkside01,0,0,0,0,2300,1600
552,hit01,hit01,0,0,2,0,2300,1600
553,hit02,hit02,0,0,2,0,2300,1600
554,diarylook01,diarylook01,1,0,2,0,2300,1600
555,diaryslide01,diaryslide01,0,0,4,0,2300,1600
556,letterlook01,letterlook01,1,0,2,0,2300,1600
557,eartouch01,eartouch01,1,0,2,0,2300,1600
558,eartouch02,eartouch02,1,0,2,0,2300,1600
559,speech01,speech01,1,0,2,0,2300,1600
560,speech02,speech02,1,0,2,0,2300,1600
561,speech03,speech03,1,0,2,0,2300,1600
562,speech04,speech04,1,0,2,0,2300,1600
563,brush01,brush01,1,0,2,0,2300,1600
564,brush02,brush02,1,0,2,0,2300,1600
565,brush03,brush03,1,0,2,0,2300,1600
