id,reward_set_id,order_min,order_max,reward_type,bonus,odds,item_category,item_id,item_num
181,100201,1,1,2,2,400000,91,59,400
183,100201,1,1,2,1,400000,91,59,400
185,100201,1,1,1,0,1000000,11,70,1
186,100201,1,18,1,0,1000000,91,59,400
188,100201,1,1,1,0,1000000,11,1,1
189,100301,1,1,2,5,400000,91,59,400
191,100301,1,1,2,5,50000,90,43,5
192,100301,1,1,2,5,10000,97,115,1
193,100301,1,1,2,4,400000,91,59,400
195,100301,1,1,2,3,400000,91,59,400
197,100301,1,1,2,2,400000,91,59,400
199,100301,1,1,2,1,400000,91,59,400
201,100301,1,1,1,0,1000000,11,71,1
202,100301,1,18,1,0,1000000,91,59,400
204,100301,1,1,1,0,1000000,11,7,1
205,100401,1,1,2,5,400000,91,59,400
207,100401,1,1,2,5,50000,90,43,5
208,100401,1,1,2,5,10000,97,115,1
209,100401,1,1,2,4,400000,91,59,400
211,100401,1,1,2,3,400000,91,59,400
213,100401,1,1,2,2,400000,91,59,400
215,100401,1,1,2,1,400000,91,59,400
217,100401,1,1,1,0,1000000,11,72,1
218,100401,1,18,1,0,1000000,91,59,400
220,100401,1,1,1,0,1000000,11,4,1
221,100501,1,1,2,5,400000,91,59,400
223,100501,1,1,2,5,50000,90,43,5
224,100501,1,1,2,5,10000,97,115,1
225,100501,1,1,2,4,400000,91,59,400
227,100501,1,1,2,3,400000,91,59,400
229,100501,1,1,2,2,400000,91,59,400
231,100501,1,1,2,1,400000,91,59,400
233,100501,1,1,1,0,1000000,11,73,1
234,100501,1,18,1,0,1000000,91,59,400
236,100501,1,1,1,0,1000000,11,7,1
237,100601,1,1,2,5,400000,91,59,400
239,100601,1,1,2,5,50000,90,43,5
240,100601,1,1,2,5,10000,97,115,1
241,100601,1,1,2,4,400000,91,59,400
243,100601,1,1,2,3,400000,91,59,400
245,100601,1,1,2,2,400000,91,59,400
247,100601,1,1,2,1,400000,91,59,400
249,100601,1,1,1,0,1000000,11,74,1
250,100601,1,18,1,0,1000000,91,59,400
252,100601,1,1,1,0,1000000,11,10,1
253,100701,1,1,2,5,400000,91,59,400
255,100701,1,1,2,5,50000,90,43,5
256,100701,1,1,2,5,10000,97,115,1
257,100701,1,1,2,4,400000,91,59,400
259,100701,1,1,2,3,400000,91,59,400
261,100701,1,1,2,2,400000,91,59,400
263,100701,1,1,2,1,400000,91,59,400
265,100701,1,1,1,0,1000000,11,75,1
266,100701,1,18,1,0,1000000,91,59,400
268,100701,1,1,1,0,1000000,11,4,1
269,100801,1,1,2,5,400000,91,59,400
271,100801,1,1,2,5,50000,90,43,5
272,100801,1,1,2,5,10000,97,115,1
273,100801,1,1,2,4,400000,91,59,400
275,100801,1,1,2,3,400000,91,59,400
277,100801,1,1,2,2,400000,91,59,400
279,100801,1,1,2,1,400000,91,59,400
281,100801,1,1,1,0,1000000,11,76,1
282,100801,1,18,1,0,1000000,91,59,400
284,100801,1,1,1,0,1000000,11,4,1
285,100901,1,1,2,5,400000,91,59,400
287,100901,1,1,2,5,50000,90,43,5
288,100901,1,1,2,5,10000,97,115,1
289,100901,1,1,2,4,400000,91,59,400
291,100901,1,1,2,3,400000,91,59,400
293,100901,1,1,2,2,400000,91,59,400
295,100901,1,1,2,1,400000,91,59,400
297,100901,1,1,1,0,1000000,11,77,1
298,100901,1,18,1,0,1000000,91,59,400
300,100901,1,1,1,0,1000000,11,7,1
301,101001,1,1,2,5,400000,91,59,400
303,101001,1,1,2,5,50000,90,43,5
304,101001,1,1,2,5,10000,97,115,1
305,101001,1,1,2,4,400000,91,59,400
307,101001,1,1,2,3,400000,91,59,400
309,101001,1,1,2,2,400000,91,59,400
311,101001,1,1,2,1,400000,91,59,400
313,101001,1,1,1,0,1000000,11,78,1
314,101001,1,18,1,0,1000000,91,59,400
316,101001,1,1,1,0,1000000,11,7,1
317,101101,1,1,2,5,400000,91,59,400
319,101101,1,1,2,5,50000,90,43,5
320,101101,1,1,2,5,10000,97,115,1
321,101101,1,1,2,4,400000,91,59,400
323,101101,1,1,2,3,400000,91,59,400
325,101101,1,1,2,2,400000,91,59,400
327,101101,1,1,2,1,400000,91,59,400
329,101101,1,1,1,0,1000000,11,79,1
330,101101,1,18,1,0,1000000,91,59,400
332,101101,1,1,1,0,1000000,11,4,1
333,101201,1,1,2,5,400000,91,59,400
335,101201,1,1,2,5,50000,90,43,5
336,101201,1,1,2,5,10000,97,115,1
337,101201,1,1,2,4,400000,91,59,400
339,101201,1,1,2,3,400000,91,59,400
341,101201,1,1,2,2,400000,91,59,400
343,101201,1,1,2,1,400000,91,59,400
345,101201,1,1,1,0,1000000,11,80,1
346,101201,1,18,1,0,1000000,91,59,400
348,101201,1,1,1,0,1000000,11,7,1
349,101301,1,1,2,5,400000,91,59,400
351,101301,1,1,2,5,50000,90,43,5
352,101301,1,1,2,5,10000,97,115,1
353,101301,1,1,2,4,400000,91,59,400
355,101301,1,1,2,3,400000,91,59,400
357,101301,1,1,2,2,400000,91,59,400
359,101301,1,1,2,1,400000,91,59,400
361,101301,1,1,1,0,1000000,11,81,1
362,101301,1,18,1,0,1000000,91,59,400
364,101301,1,1,1,0,1000000,11,1,1
365,101401,1,1,2,5,400000,91,59,400
367,101401,1,1,2,5,50000,90,43,5
368,101401,1,1,2,5,10000,97,115,1
369,101401,1,1,2,4,400000,91,59,400
371,101401,1,1,2,3,400000,91,59,400
373,101401,1,1,2,2,400000,91,59,400
375,101401,1,1,2,1,400000,91,59,400
377,101401,1,1,1,0,1000000,11,82,1
378,101401,1,18,1,0,1000000,91,59,400
380,101401,1,1,1,0,1000000,11,7,1
381,101501,1,1,2,5,400000,91,59,400
383,101501,1,1,2,5,50000,90,43,5
384,101501,1,1,2,5,10000,97,115,1
385,101501,1,1,2,4,400000,91,59,400
387,101501,1,1,2,3,400000,91,59,400
389,101501,1,1,2,2,400000,91,59,400
391,101501,1,1,2,1,400000,91,59,400
393,101501,1,1,1,0,1000000,11,83,1
394,101501,1,18,1,0,1000000,91,59,400
396,101501,1,1,1,0,1000000,11,10,1
397,101601,1,1,2,5,400000,91,59,400
399,101601,1,1,2,5,50000,90,43,5
400,101601,1,1,2,5,10000,97,115,1
401,101601,1,1,2,4,400000,91,59,400
403,101601,1,1,2,3,400000,91,59,400
405,101601,1,1,2,2,400000,91,59,400
407,101601,1,1,2,1,400000,91,59,400
409,101601,1,1,1,0,1000000,11,84,1
410,101601,1,18,1,0,1000000,91,59,400
412,101601,1,1,1,0,1000000,11,7,1
413,101701,1,1,2,5,400000,91,59,400
415,101701,1,1,2,5,50000,90,43,5
416,101701,1,1,2,5,10000,97,115,1
417,101701,1,1,2,4,400000,91,59,400
419,101701,1,1,2,3,400000,91,59,400
421,101701,1,1,2,2,400000,91,59,400
423,101701,1,1,2,1,400000,91,59,400
425,101701,1,1,1,0,1000000,11,85,1
426,101701,1,18,1,0,1000000,91,59,400
428,101701,1,1,1,0,1000000,11,4,1
429,101801,1,1,2,5,400000,91,59,400
431,101801,1,1,2,5,50000,90,43,5
432,101801,1,1,2,5,10000,97,115,1
433,101801,1,1,2,4,400000,91,59,400
435,101801,1,1,2,3,400000,91,59,400
437,101801,1,1,2,2,400000,91,59,400
439,101801,1,1,2,1,400000,91,59,400
441,101801,1,1,1,0,1000000,11,86,1
442,101801,1,18,1,0,1000000,91,59,400
444,101801,1,1,1,0,1000000,11,7,1
445,101901,1,1,2,5,400000,91,59,400
447,101901,1,1,2,5,50000,90,43,5
448,101901,1,1,2,5,10000,97,115,1
449,101901,1,1,2,4,400000,91,59,400
451,101901,1,1,2,3,400000,91,59,400
453,101901,1,1,2,2,400000,91,59,400
455,101901,1,1,2,1,400000,91,59,400
457,101901,1,1,1,0,1000000,11,87,1
458,101901,1,18,1,0,1000000,91,59,400
460,101901,1,1,1,0,1000000,11,7,1
461,102001,1,1,2,5,400000,91,59,400
463,102001,1,1,2,5,50000,90,43,5
464,102001,1,1,2,5,10000,97,115,1
465,102001,1,1,2,4,400000,91,59,400
467,102001,1,1,2,3,400000,91,59,400
469,102001,1,1,2,2,400000,91,59,400
471,102001,1,1,2,1,400000,91,59,400
473,102001,1,1,1,0,1000000,11,88,1
474,102001,1,18,1,0,1000000,91,59,400
476,102001,1,1,1,0,1000000,11,13,1
477,102101,1,1,2,5,400000,91,59,400
479,102101,1,1,2,5,50000,90,43,5
480,102101,1,1,2,5,10000,97,115,1
481,102101,1,1,2,4,400000,91,59,400
483,102101,1,1,2,3,400000,91,59,400
485,102101,1,1,2,2,400000,91,59,400
487,102101,1,1,2,1,400000,91,59,400
489,102101,1,1,1,0,1000000,11,89,1
490,102101,1,18,1,0,1000000,91,59,400
492,102101,1,1,1,0,1000000,11,4,1
493,102201,1,1,2,5,400000,91,59,400
495,102201,1,1,2,5,50000,90,43,5
496,102201,1,1,2,5,10000,97,115,1
497,102201,1,1,2,4,400000,91,59,400
499,102201,1,1,2,3,400000,91,59,400
501,102201,1,1,2,2,400000,91,59,400
503,102201,1,1,2,1,400000,91,59,400
505,102201,1,1,1,0,1000000,11,90,1
506,102201,1,18,1,0,1000000,91,59,400
508,102201,1,1,1,0,1000000,11,4,1
509,102301,1,1,2,5,400000,91,59,400
511,102301,1,1,2,5,50000,90,43,5
512,102301,1,1,2,5,10000,97,115,1
513,102301,1,1,2,4,400000,91,59,400
515,102301,1,1,2,3,400000,91,59,400
517,102301,1,1,2,2,400000,91,59,400
519,102301,1,1,2,1,400000,91,59,400
521,102301,1,1,1,0,1000000,11,91,1
522,102301,1,18,1,0,1000000,91,59,400
524,102301,1,1,1,0,1000000,11,10,1
525,102401,1,1,2,5,400000,91,59,400
527,102401,1,1,2,5,50000,90,43,5
528,102401,1,1,2,5,10000,97,115,1
529,102401,1,1,2,4,400000,91,59,400
531,102401,1,1,2,3,400000,91,59,400
533,102401,1,1,2,2,400000,91,59,400
535,102401,1,1,2,1,400000,91,59,400
537,102401,1,1,1,0,1000000,11,92,1
538,102401,1,18,1,0,1000000,91,59,400
540,102401,1,1,1,0,1000000,11,7,1
541,110101,1,1,2,5,400000,91,59,400
543,110101,1,1,2,5,50000,90,43,5
544,110101,1,1,2,5,10000,97,115,1
545,110101,1,1,2,4,400000,91,59,400
547,110101,1,1,2,3,400000,91,59,400
549,110101,1,1,2,2,400000,91,59,400
551,110101,1,1,2,1,400000,91,59,400
553,110101,1,1,1,0,1000000,11,101,1
554,110101,1,18,1,0,1000000,91,59,400
556,110101,1,1,1,0,1000000,11,13,1
557,110201,1,1,2,5,400000,91,59,400
559,110201,1,1,2,5,50000,90,43,5
560,110201,1,1,2,5,10000,97,115,1
561,110201,1,1,2,4,400000,91,59,400
563,110201,1,1,2,3,400000,91,59,400
565,110201,1,1,2,2,400000,91,59,400
567,110201,1,1,2,1,400000,91,59,400
569,110201,1,1,1,0,1000000,11,102,1
570,110201,1,18,1,0,1000000,91,59,400
572,110201,1,1,1,0,1000000,11,13,1
573,110301,1,1,2,5,400000,91,59,400
575,110301,1,1,2,5,50000,90,43,5
576,110301,1,1,2,5,10000,97,115,1
577,110301,1,1,2,4,400000,91,59,400
579,110301,1,1,2,3,400000,91,59,400
581,110301,1,1,2,2,400000,91,59,400
583,110301,1,1,2,1,400000,91,59,400
585,110301,1,1,1,0,1000000,11,103,1
586,110301,1,18,1,0,1000000,91,59,400
588,110301,1,1,1,0,1000000,11,13,1
589,110401,1,1,2,5,400000,91,59,400
591,110401,1,1,2,5,50000,90,43,5
592,110401,1,1,2,5,10000,97,115,1
593,110401,1,1,2,4,400000,91,59,400
595,110401,1,1,2,3,400000,91,59,400
597,110401,1,1,2,2,400000,91,59,400
599,110401,1,1,2,1,400000,91,59,400
601,110401,1,1,1,0,1000000,11,104,1
602,110401,1,18,1,0,1000000,91,59,400
604,110401,1,1,1,0,1000000,11,13,1
605,110501,1,1,2,5,400000,91,59,400
607,110501,1,1,2,5,50000,90,43,5
608,110501,1,1,2,5,10000,97,115,1
609,110501,1,1,2,4,400000,91,59,400
611,110501,1,1,2,3,400000,91,59,400
613,110501,1,1,2,2,400000,91,59,400
615,110501,1,1,2,1,400000,91,59,400
617,110501,1,1,1,0,1000000,11,105,1
618,110501,1,18,1,0,1000000,91,59,400
620,110501,1,1,1,0,1000000,11,13,1
621,110601,1,1,2,5,400000,91,59,400
623,110601,1,1,2,5,50000,90,43,5
624,110601,1,1,2,5,10000,97,115,1
625,110601,1,1,2,4,400000,91,59,400
627,110601,1,1,2,3,400000,91,59,400
629,110601,1,1,2,2,400000,91,59,400
631,110601,1,1,2,1,400000,91,59,400
633,110601,1,1,1,0,1000000,11,106,1
634,110601,1,18,1,0,1000000,91,59,400
636,110601,1,1,1,0,1000000,11,13,1
637,102501,1,1,2,5,400000,91,59,400
639,102501,1,1,2,5,50000,90,43,5
640,102501,1,1,2,5,10000,97,115,1
641,102501,1,1,2,4,400000,91,59,400
643,102501,1,1,2,3,400000,91,59,400
645,102501,1,1,2,2,400000,91,59,400
647,102501,1,1,2,1,400000,91,59,400
649,102501,1,1,1,0,1000000,11,80,1
650,102501,1,18,1,0,1000000,91,59,400
652,102501,1,1,1,0,1000000,11,7,1
653,910001,1,1,2,5,400000,91,59,600
655,910001,1,1,2,5,50000,90,43,5
656,910001,1,1,2,5,20000,97,115,1
657,910001,1,1,2,4,400000,91,59,600
659,910001,1,1,2,3,400000,91,59,600
661,910001,1,1,2,2,400000,91,59,600
663,910001,1,1,2,1,400000,91,59,600
665,910001,1,1,1,0,150000,93,44,1
666,910001,1,18,1,0,1000000,91,59,600
668,910001,1,1,1,0,1000000,11,1,1
669,910002,1,1,2,5,400000,91,59,600
671,910002,1,1,2,5,50000,90,43,5
672,910002,1,1,2,5,20000,97,115,1
673,910002,1,1,2,4,400000,91,59,600
675,910002,1,1,2,3,400000,91,59,600
677,910002,1,1,2,2,400000,91,59,600
679,910002,1,1,2,1,400000,91,59,600
681,910002,1,1,1,0,150000,93,44,1
682,910002,1,18,1,0,1000000,91,59,600
684,910002,1,1,1,0,1000000,11,4,1
685,910003,1,1,2,5,400000,91,59,600
687,910003,1,1,2,5,50000,90,43,5
688,910003,1,1,2,5,20000,97,115,1
689,910003,1,1,2,4,400000,91,59,600
691,910003,1,1,2,3,400000,91,59,600
693,910003,1,1,2,2,400000,91,59,600
695,910003,1,1,2,1,400000,91,59,600
697,910003,1,1,1,0,150000,93,44,1
698,910003,1,18,1,0,1000000,91,59,600
700,910003,1,1,1,0,1000000,11,7,1
701,910004,1,1,2,5,400000,91,59,600
703,910004,1,1,2,5,50000,90,43,5
704,910004,1,1,2,5,20000,97,115,1
705,910004,1,1,2,4,400000,91,59,600
707,910004,1,1,2,3,400000,91,59,600
709,910004,1,1,2,2,400000,91,59,600
711,910004,1,1,2,1,400000,91,59,600
713,910004,1,1,1,0,150000,93,44,1
714,910004,1,18,1,0,1000000,91,59,600
716,910004,1,1,1,0,1000000,11,10,1
717,910005,1,1,2,5,400000,91,59,600
719,910005,1,1,2,5,50000,90,43,5
720,910005,1,1,2,5,20000,97,115,1
721,910005,1,1,2,4,400000,91,59,600
723,910005,1,1,2,3,400000,91,59,600
725,910005,1,1,2,2,400000,91,59,600
727,910005,1,1,2,1,400000,91,59,600
729,910005,1,1,1,0,150000,93,44,1
730,910005,1,18,1,0,1000000,91,59,600
732,910005,1,1,1,0,1000000,11,13,1
733,6,1,18,1,0,1000000,91,59,200
735,110701,1,1,2,5,400000,91,59,400
737,110701,1,1,2,5,50000,90,43,5
738,110701,1,1,2,5,10000,97,115,1
739,110701,1,1,2,4,400000,91,59,400
741,110701,1,1,2,3,400000,91,59,400
743,110701,1,1,2,2,400000,91,59,400
745,110701,1,1,2,1,400000,91,59,400
747,110701,1,1,1,0,1000000,11,175,1
748,110701,1,18,1,0,1000000,91,59,400
750,110701,1,1,1,0,1000000,11,13,1
751,110801,1,1,2,5,400000,91,59,400
753,110801,1,1,2,5,50000,90,43,5
754,110801,1,1,2,5,10000,97,115,1
755,110801,1,1,2,4,400000,91,59,400
757,110801,1,1,2,3,400000,91,59,400
759,110801,1,1,2,2,400000,91,59,400
761,110801,1,1,2,1,400000,91,59,400
763,110801,1,1,1,0,1000000,11,176,1
764,110801,1,18,1,0,1000000,91,59,400
766,110801,1,1,1,0,1000000,11,13,1
767,110901,1,1,2,5,400000,91,59,400
769,110901,1,1,2,5,50000,90,43,5
770,110901,1,1,2,5,10000,97,115,1
771,110901,1,1,2,4,400000,91,59,400
773,110901,1,1,2,3,400000,91,59,400
775,110901,1,1,2,2,400000,91,59,400
777,110901,1,1,2,1,400000,91,59,400
779,110901,1,1,1,0,1000000,11,177,1
780,110901,1,18,1,0,1000000,91,59,400
782,110901,1,1,1,0,1000000,11,13,1
783,111001,1,1,2,5,400000,91,59,400
785,111001,1,1,2,5,50000,90,43,5
786,111001,1,1,2,5,10000,97,115,1
787,111001,1,1,2,4,400000,91,59,400
789,111001,1,1,2,3,400000,91,59,400
791,111001,1,1,2,2,400000,91,59,400
793,111001,1,1,2,1,400000,91,59,400
795,111001,1,1,1,0,1000000,11,179,1
796,111001,1,18,1,0,1000000,91,59,400
798,111001,1,1,1,0,1000000,11,13,1
799,910501,1,1,2,5,400000,91,59,400
801,910501,1,1,2,5,50000,90,43,5
802,910501,1,1,2,5,10000,97,115,1
803,910501,1,1,2,4,400000,91,59,400
805,910501,1,1,2,3,400000,91,59,400
807,910501,1,1,2,2,400000,91,59,400
809,910501,1,1,2,1,400000,91,59,400
811,910501,1,1,1,0,150000,93,44,1
812,910501,1,18,1,0,1000000,91,59,400
814,910501,1,1,1,0,1000000,11,1,1
815,910502,1,1,2,5,400000,91,59,400
817,910502,1,1,2,5,50000,90,43,5
818,910502,1,1,2,5,10000,97,115,1
819,910502,1,1,2,4,400000,91,59,400
821,910502,1,1,2,3,400000,91,59,400
823,910502,1,1,2,2,400000,91,59,400
825,910502,1,1,2,1,400000,91,59,400
827,910502,1,1,1,0,150000,93,44,1
828,910502,1,18,1,0,1000000,91,59,400
830,910502,1,1,1,0,1000000,11,4,1
831,910503,1,1,2,5,400000,91,59,400
833,910503,1,1,2,5,50000,90,43,5
834,910503,1,1,2,5,10000,97,115,1
835,910503,1,1,2,4,400000,91,59,400
837,910503,1,1,2,3,400000,91,59,400
839,910503,1,1,2,2,400000,91,59,400
841,910503,1,1,2,1,400000,91,59,400
843,910503,1,1,1,0,150000,93,44,1
844,910503,1,18,1,0,1000000,91,59,400
846,910503,1,1,1,0,1000000,11,7,1
847,910504,1,1,2,5,400000,91,59,400
849,910504,1,1,2,5,50000,90,43,5
850,910504,1,1,2,5,10000,97,115,1
851,910504,1,1,2,4,400000,91,59,400
853,910504,1,1,2,3,400000,91,59,400
855,910504,1,1,2,2,400000,91,59,400
857,910504,1,1,2,1,400000,91,59,400
859,910504,1,1,1,0,150000,93,44,1
860,910504,1,18,1,0,1000000,91,59,400
862,910504,1,1,1,0,1000000,11,10,1
863,910505,1,1,2,5,400000,91,59,400
865,910505,1,1,2,5,50000,90,43,5
866,910505,1,1,2,5,10000,97,115,1
867,910505,1,1,2,4,400000,91,59,400
869,910505,1,1,2,3,400000,91,59,400
871,910505,1,1,2,2,400000,91,59,400
873,910505,1,1,2,1,400000,91,59,400
875,910505,1,1,1,0,150000,93,44,1
876,910505,1,18,1,0,1000000,91,59,400
878,910505,1,1,1,0,1000000,11,13,1
879,910601,1,1,2,5,400000,91,59,1000
881,910601,1,1,2,5,80000,90,43,5
882,910601,1,1,2,5,30000,97,115,1
883,910601,1,1,2,4,400000,91,59,1000
885,910601,1,1,2,3,400000,91,59,1000
887,910601,1,1,2,2,400000,91,59,1000
889,910601,1,1,2,1,400000,91,59,1000
891,910601,1,1,1,0,200000,93,44,1
892,910601,1,20,1,0,1000000,91,59,1000
894,910601,1,1,1,0,1000000,11,7,1
895,910602,1,1,2,5,400000,91,59,700
897,910602,1,1,2,5,70000,90,43,5
898,910602,1,1,2,5,20000,97,115,1
899,910602,1,1,2,4,400000,91,59,700
901,910602,1,1,2,3,400000,91,59,700
903,910602,1,1,2,2,400000,91,59,700
905,910602,1,1,2,1,400000,91,59,700
907,910602,1,1,1,0,100000,93,44,1
908,910602,1,20,1,0,1000000,91,59,700
910,910602,1,1,1,0,1000000,11,7,1
911,910603,1,1,2,5,400000,91,59,400
913,910603,1,1,2,5,62500,90,43,5
914,910603,1,1,2,5,10000,97,115,1
915,910603,1,1,2,4,400000,91,59,400
917,910603,1,1,2,3,400000,91,59,400
919,910603,1,1,2,2,400000,91,59,400
921,910603,1,1,2,1,400000,91,59,400
923,910603,1,20,1,0,1000000,91,59,400
925,910603,1,1,1,0,1000000,11,7,1
926,911301,1,1,2,5,400000,91,59,1800
927,911301,1,1,2,5,80000,90,43,5
928,911301,1,1,2,5,80000,90,43,5
929,911301,1,1,2,5,80000,90,43,5
930,911301,1,1,2,5,40000,97,115,1
931,911301,1,1,2,5,40000,97,115,1
932,911301,1,1,2,5,40000,97,115,1
933,911301,1,1,2,4,400000,91,59,1800
934,911301,1,1,2,3,400000,91,59,1800
935,911301,1,1,2,2,400000,91,59,1800
936,911301,1,1,2,1,400000,91,59,1800
937,911301,1,1,1,0,200000,93,44,1
938,911301,1,1,1,0,200000,93,44,1
939,911301,1,1,1,0,200000,93,44,1
940,911301,1,14,1,0,1000000,91,59,1800
941,911301,1,1,1,0,1000000,11,1,3
942,911302,1,1,2,5,400000,91,59,1800
943,911302,1,1,2,5,80000,90,43,5
944,911302,1,1,2,5,80000,90,43,5
945,911302,1,1,2,5,80000,90,43,5
946,911302,1,1,2,5,40000,97,115,1
947,911302,1,1,2,5,40000,97,115,1
948,911302,1,1,2,5,40000,97,115,1
949,911302,1,1,2,4,400000,91,59,1800
950,911302,1,1,2,3,400000,91,59,1800
951,911302,1,1,2,2,400000,91,59,1800
952,911302,1,1,2,1,400000,91,59,1800
953,911302,1,1,1,0,200000,93,44,1
954,911302,1,1,1,0,200000,93,44,1
955,911302,1,1,1,0,200000,93,44,1
956,911302,1,14,1,0,1000000,91,59,1800
957,911302,1,1,1,0,1000000,11,4,3
958,911303,1,1,2,5,400000,91,59,1800
959,911303,1,1,2,5,80000,90,43,5
960,911303,1,1,2,5,80000,90,43,5
961,911303,1,1,2,5,80000,90,43,5
962,911303,1,1,2,5,40000,97,115,1
963,911303,1,1,2,5,40000,97,115,1
964,911303,1,1,2,5,40000,97,115,1
965,911303,1,1,2,4,400000,91,59,1800
966,911303,1,1,2,3,400000,91,59,1800
967,911303,1,1,2,2,400000,91,59,1800
968,911303,1,1,2,1,400000,91,59,1800
969,911303,1,1,1,0,200000,93,44,1
970,911303,1,1,1,0,200000,93,44,1
971,911303,1,1,1,0,200000,93,44,1
972,911303,1,14,1,0,1000000,91,59,1800
973,911303,1,1,1,0,1000000,11,7,3
974,911304,1,1,2,5,400000,91,59,1800
975,911304,1,1,2,5,80000,90,43,5
976,911304,1,1,2,5,80000,90,43,5
977,911304,1,1,2,5,80000,90,43,5
978,911304,1,1,2,5,40000,97,115,1
979,911304,1,1,2,5,40000,97,115,1
980,911304,1,1,2,5,40000,97,115,1
