id,login_bonus_id,count,item_category,item_id,item_num,item_category_2,item_id_2,item_num_2,item_category_3,item_id_3,item_num_3,item_category_4,item_id_4,item_num_4,item_category_5,item_id_5,item_num_5
40,30009,6,90,43,564,0,0,0,0,0,0,0,0,0,0,0,0
41,30009,7,90,43,564,0,0,0,0,0,0,0,0,0,0,0,0
42,30009,8,90,43,564,0,0,0,0,0,0,0,0,0,0,0,0
43,30009,9,90,43,564,0,0,0,0,0,0,0,0,0,0,0,0
44,30009,10,90,43,564,0,0,0,0,0,0,0,0,0,0,0,0
45,30010,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
46,30011,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
47,30012,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
48,30013,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
49,30014,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
50,30015,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
51,30016,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
52,30017,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
53,30018,1,51,30062,1,90,43,300,0,0,0,0,0,0,0,0,0
54,30018,2,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
55,30018,3,51,30062,1,90,43,300,0,0,0,0,0,0,0,0,0
56,30018,4,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
57,30018,5,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
58,30018,6,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
59,30018,7,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
60,30018,8,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
61,30018,9,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
62,30018,10,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
63,30019,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
64,30020,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
65,30021,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
66,30022,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
67,30023,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
68,30024,1,90,43,1500,0,0,0,0,0,0,0,0,0,0,0,0
69,30024,2,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
70,30024,3,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
71,30024,4,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
72,30024,5,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
73,30024,6,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
74,30024,7,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
75,30024,8,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
76,30024,9,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
77,30024,10,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
78,30025,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
79,30026,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
80,30027,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
81,30028,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
82,30029,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
83,30030,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
84,30031,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
85,30032,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
86,30033,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
87,30034,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
88,30035,1,51,30088,1,90,43,300,0,0,0,0,0,0,0,0,0
89,30035,2,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
90,30035,3,51,30088,1,90,43,300,0,0,0,0,0,0,0,0,0
91,30035,4,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
92,30035,5,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
93,30035,6,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
94,30035,7,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
95,30035,8,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
96,30035,9,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
97,30035,10,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
98,30036,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
99,30036,2,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
100,30036,3,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
101,30036,4,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
102,30036,5,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
103,30036,6,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
104,30036,7,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
105,30036,8,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
106,30036,9,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
107,30036,10,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
108,30036,11,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
109,30036,12,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
110,30036,13,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
111,30036,14,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
112,30036,15,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
113,30037,1,90,43,564,0,0,0,0,0,0,0,0,0,0,0,0
114,30037,2,90,43,564,0,0,0,0,0,0,0,0,0,0,0,0
115,30037,3,90,43,564,0,0,0,0,0,0,0,0,0,0,0,0
116,30037,4,90,43,564,0,0,0,0,0,0,0,0,0,0,0,0
117,30037,5,90,43,564,0,0,0,0,0,0,0,0,0,0,0,0
118,30037,6,90,43,564,0,0,0,0,0,0,0,0,0,0,0,0
119,30037,7,90,43,564,0,0,0,0,0,0,0,0,0,0,0,0
120,30037,8,90,43,564,0,0,0,0,0,0,0,0,0,0,0,0
121,30037,9,90,43,564,0,0,0,0,0,0,0,0,0,0,0,0
122,30037,10,90,43,564,0,0,0,0,0,0,0,0,0,0,0,0
123,30038,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
124,30038,2,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
125,30038,3,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
126,30038,4,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
127,30038,5,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
128,30038,6,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
129,30038,7,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
130,30038,8,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
131,30038,9,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
132,30038,10,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
133,30039,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
134,30040,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
135,30041,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
136,30042,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
137,30043,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
138,30044,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
139,30045,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
140,30046,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
141,30047,1,51,30121,1,90,43,300,0,0,0,0,0,0,0,0,0
142,30047,2,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
143,30047,3,51,30121,1,90,43,300,0,0,0,0,0,0,0,0,0
144,30047,4,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
145,30047,5,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
146,30047,6,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
147,30047,7,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
148,30047,8,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
149,30047,9,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
150,30047,10,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
151,30048,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
152,30048,2,11,160,5,0,0,0,0,0,0,0,0,0,0,0,0
153,30048,3,103,98,500,0,0,0,0,0,0,0,0,0,0,0,0
154,30048,4,97,115,1,0,0,0,0,0,0,0,0,0,0,0,0
155,30048,5,21,34,5,0,0,0,0,0,0,0,0,0,0,0,0
156,30048,6,150,116,5,0,0,0,0,0,0,0,0,0,0,0,0
157,30048,7,11,106,10,0,0,0,0,0,0,0,0,0,0,0,0
158,30049,1,30,110,1000,0,0,0,0,0,0,0,0,0,0,0,0
159,30049,2,30,110,1000,0,0,0,0,0,0,0,0,0,0,0,0
160,30049,3,30,110,1000,0,0,0,0,0,0,0,0,0,0,0,0
161,30049,4,30,110,1000,0,0,0,0,0,0,0,0,0,0,0,0
162,30049,5,30,110,1000,0,0,0,0,0,0,0,0,0,0,0,0
163,30050,1,90,43,500,0,0,0,0,0,0,0,0,0,0,0,0
164,30052,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
165,30053,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
166,30054,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
167,30055,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
168,30056,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
169,30057,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
170,30058,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
171,30059,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
172,30060,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
173,30061,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
174,30062,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
175,30063,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
176,30064,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
177,30065,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
178,30066,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
179,30067,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
180,30068,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
181,30069,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
182,30070,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
183,30071,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
184,30072,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
185,30051,1,90,43,500,0,0,0,0,0,0,0,0,0,0,0,0
186,30074,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
187,30075,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
188,30076,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
189,30077,1,90,43,1500,0,0,0,0,0,0,0,0,0,0,0,0
190,30077,2,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
191,30077,3,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
192,30077,4,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
193,30077,5,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
194,30077,6,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
195,30077,7,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
196,30077,8,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
197,30077,9,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
198,30077,10,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
199,30078,1,90,43,500,0,0,0,0,0,0,0,0,0,0,0,0
200,30073,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
201,30079,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
202,30080,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
203,30081,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
204,30082,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
205,30083,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
206,30084,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
207,30085,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
208,30086,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
209,30087,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
210,30088,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
211,30089,1,51,30136,1,90,43,300,0,0,0,0,0,0,0,0,0
212,30089,2,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
213,30089,3,51,30136,1,90,43,300,0,0,0,0,0,0,0,0,0
214,30089,4,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
215,30089,5,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
216,30089,6,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
217,30089,7,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
218,30089,8,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
219,30089,9,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
220,30089,10,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
221,30090,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
222,30090,2,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
223,30090,3,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
224,30090,4,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
225,30090,5,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
226,30090,6,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
227,30090,7,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
228,30090,8,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
229,30090,9,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
230,30090,10,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
231,30090,11,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
232,30090,12,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
233,30090,13,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
234,30090,14,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
235,30090,15,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
236,30092,1,90,43,500,0,0,0,0,0,0,0,0,0,0,0,0
237,30093,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
238,30094,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
239,30095,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
240,30096,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
241,30097,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
242,30098,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
243,30099,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
244,30100,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
245,30101,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
246,30102,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
247,30103,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
248,30104,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
249,30105,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
250,30106,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
251,30107,1,51,30162,1,90,43,300,0,0,0,0,0,0,0,0,0
252,30107,2,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
253,30107,3,51,30162,1,90,43,300,0,0,0,0,0,0,0,0,0
254,30107,4,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
255,30107,5,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
256,30107,6,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
257,30107,7,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
258,30107,8,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
259,30107,9,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
260,30107,10,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
261,30108,1,90,43,500,0,0,0,0,0,0,0,0,0,0,0,0
262,30109,1,90,43,500,0,0,0,0,0,0,0,0,0,0,0,0
263,30110,1,90,43,500,0,0,0,0,0,0,0,0,0,0,0,0
264,30111,1,90,43,500,0,0,0,0,0,0,0,0,0,0,0,0
265,30112,1,90,43,500,0,0,0,0,0,0,0,0,0,0,0,0
266,30113,1,90,43,500,0,0,0,0,0,0,0,0,0,0,0,0
267,30114,1,90,43,500,0,0,0,0,0,0,0,0,0,0,0,0
268,30115,1,90,43,500,0,0,0,0,0,0,0,0,0,0,0,0
269,30116,1,90,43,500,0,0,0,0,0,0,0,0,0,0,0,0
270,30117,1,90,43,500,0,0,0,0,0,0,0,0,0,0,0,0
271,30118,1,90,43,500,0,0,0,0,0,0,0,0,0,0,0,0
272,30119,1,90,43,500,0,0,0,0,0,0,0,0,0,0,0,0
273,30120,1,90,43,500,0,0,0,0,0,0,0,0,0,0,0,0
274,30121,1,90,43,500,0,0,0,0,0,0,0,0,0,0,0,0
275,30122,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
276,30122,2,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
277,30122,3,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
278,30122,4,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
279,30122,5,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
280,30122,6,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
281,30122,7,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
282,30122,8,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
283,30122,9,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
284,30122,10,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
285,30123,1,90,43,500,0,0,0,0,0,0,0,0,0,0,0,0
286,30124,1,90,43,500,0,0,0,0,0,0,0,0,0,0,0,0
287,30125,1,90,43,500,0,0,0,0,0,0,0,0,0,0,0,0
288,30126,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
289,30127,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
290,30128,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
291,30129,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
292,30130,1,90,43,1500,0,0,0,0,0,0,0,0,0,0,0,0
293,30130,2,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
294,30130,3,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
295,30130,4,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
296,30130,5,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
297,30130,6,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
298,30130,7,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
299,30130,8,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
300,30130,9,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
301,30130,10,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
302,30131,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
303,30132,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
304,30133,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
305,30134,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
306,30135,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
307,30136,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
308,30137,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
309,30138,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
310,30139,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
311,30140,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
312,30141,1,51,30186,1,90,43,300,0,0,0,0,0,0,0,0,0
313,30141,2,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
314,30141,3,51,30186,1,90,43,300,0,0,0,0,0,0,0,0,0
315,30141,4,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
316,30141,5,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
317,30141,6,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
318,30141,7,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
319,30141,8,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
320,30141,9,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
321,30141,10,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
322,30142,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
323,30142,2,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
324,30142,3,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
325,30142,4,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
326,30142,5,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
327,30142,6,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
328,30142,7,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
329,30142,8,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
330,30142,9,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
331,30142,10,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
332,30142,11,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
333,30142,12,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
334,30142,13,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
335,30142,14,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
336,30142,15,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
337,30148,1,90,43,500,0,0,0,0,0,0,0,0,0,0,0,0
338,30147,1,90,43,500,0,0,0,0,0,0,0,0,0,0,0,0
339,30149,1,90,43,500,0,0,0,0,0,0,0,0,0,0,0,0
340,30150,1,90,43,1500,0,0,0,0,0,0,0,0,0,0,0,0
341,30151,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
342,30152,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
343,30153,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
344,30154,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
345,30155,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
346,30156,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
347,30157,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
348,30158,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
349,30159,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
350,30160,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
351,30161,1,51,30216,1,90,43,300,0,0,0,0,0,0,0,0,0
352,30161,2,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
353,30161,3,51,30216,1,90,43,300,0,0,0,0,0,0,0,0,0
354,30161,4,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
355,30161,5,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
356,30161,6,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
357,30161,7,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
358,30161,8,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
359,30161,9,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
360,30161,10,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
361,30162,1,90,43,500,0,0,0,0,0,0,0,0,0,0,0,0
362,30163,1,90,43,1500,0,0,0,0,0,0,0,0,0,0,0,0
363,30164,1,90,43,500,0,0,0,0,0,0,0,0,0,0,0,0
364,30165,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
365,30166,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
366,30167,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
367,30168,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
368,30169,1,90,43,150,0,0,0,0,0,0,0,0,0,0,0,0
369,30170,1,90,43,1500,0,0,0,0,0,0,0,0,0,0,0,0
370,30170,2,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
371,30170,3,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
372,30170,4,90,43,300,0,0,0,0,0,0,0,0,0,0,0,0
