campaign_id,chara_id,story_id
382,1003,41003001
382,1003,41003002
382,1003,41003003
382,1003,41003004
383,1004,41004001
383,1004,41004002
383,1004,41004003
383,1004,41004004
384,1006,41006001
384,1006,41006002
384,1006,41006003
384,1006,41006004
385,1010,41010001
385,1010,41010002
385,1010,41010003
385,1010,41010004
386,1011,41011001
386,1011,41011002
386,1011,41011003
386,1011,41011004
387,1013,41013001
387,1013,41013002
387,1013,41013003
387,1013,41013004
388,1014,41014001
388,1014,41014002
388,1014,41014003
388,1014,41014004
389,1015,41015001
389,1015,41015002
389,1015,41015003
389,1015,41015004
390,1017,41017001
390,1017,41017002
390,1017,41017003
390,1017,41017004
391,1018,41018001
391,1018,41018002
391,1018,41018003
391,1018,41018004
392,1023,41023001
392,1023,41023002
392,1023,41023003
392,1023,41023004
393,1024,41024001
393,1024,41024002
393,1024,41024003
393,1024,41024004
394,1026,41026001
394,1026,41026002
394,1026,41026003
394,1026,41026004
395,1027,41027001
395,1027,41027002
395,1027,41027003
395,1027,41027004
396,1030,41030001
396,1030,41030002
396,1030,41030003
396,1030,41030004
397,1032,41032001
397,1032,41032002
397,1032,41032003
397,1032,41032004
398,1035,41035001
398,1035,41035002
398,1035,41035003
398,1035,41035004
399,1038,41038001
399,1038,41038002
399,1038,41038003
399,1038,41038004
400,1045,41045001
400,1045,41045002
400,1045,41045003
400,1045,41045004
401,1046,41046001
401,1046,41046002
401,1046,41046003
401,1046,41046004
402,1050,41050001
402,1050,41050002
402,1050,41050003
402,1050,41050004
403,1056,41056001
403,1056,41056002
403,1056,41056003
403,1056,41056004
404,1060,41060001
404,1060,41060002
404,1060,41060003
404,1060,41060004
405,1061,41061001
405,1061,41061002
405,1061,41061003
405,1061,41061004
406,1077,41077001
406,1077,41077002
406,1077,41077003
406,1077,41077004
407,1005,41005001
407,1005,41005002
407,1005,41005003
407,1005,41005004
408,1012,41012001
408,1012,41012002
408,1012,41012003
408,1012,41012004
409,1016,41016001
409,1016,41016002
409,1016,41016003
409,1016,41016004
410,1019,41019001
410,1019,41019002
410,1019,41019003
410,1019,41019004
411,1020,41020001
411,1020,41020002
411,1020,41020003
411,1020,41020004
412,1021,41021001
412,1021,41021002
412,1021,41021003
412,1021,41021004
413,1022,41022001
413,1022,41022002
413,1022,41022003
413,1022,41022004
414,1025,41025001
414,1025,41025002
414,1025,41025003
414,1025,41025004
415,1028,41028001
415,1028,41028002
415,1028,41028003
415,1028,41028004
416,1031,41031001
416,1031,41031002
416,1031,41031003
416,1031,41031004
417,1033,41033001
417,1033,41033002
417,1033,41033003
417,1033,41033004
418,1037,41037001
418,1037,41037002
418,1037,41037003
418,1037,41037004
419,1039,41039001
419,1039,41039002
419,1039,41039003
419,1039,41039004
420,1040,41040001
420,1040,41040002
420,1040,41040003
420,1040,41040004
421,1048,41048001
421,1048,41048002
421,1048,41048003
421,1048,41048004
422,1051,41051001
422,1051,41051002
422,1051,41051003
422,1051,41051004
423,1058,41058001
423,1058,41058002
423,1058,41058003
423,1058,41058004
424,1059,41059001
424,1059,41059002
424,1059,41059003
424,1059,41059004
425,1062,41062001
425,1062,41062002
425,1062,41062003
425,1062,41062004
426,1064,41064001
426,1064,41064002
426,1064,41064003
426,1064,41064004
427,1067,41067001
427,1067,41067002
427,1067,41067003
427,1067,41067004
428,1068,41068001
428,1068,41068002
428,1068,41068003
428,1068,41068004
429,1069,41069001
429,1069,41069002
429,1069,41069003
429,1069,41069004
430,1071,41071001
430,1071,41071002
430,1071,41071003
430,1071,41071004
431,1072,41072001
431,1072,41072002
431,1072,41072003
431,1072,41072004
432,1074,41074001
432,1074,41074002
432,1074,41074003
432,1074,41074004
433,1029,41029001
433,1029,41029002
433,1029,41029003
433,1029,41029004
434,1034,41034001
434,1034,41034002
434,1034,41034003
434,1034,41034004
435,1036,41036001
435,1036,41036002
435,1036,41036003
435,1036,41036004
436,1042,41042001
436,1042,41042002
436,1042,41042003
436,1042,41042004
437,1043,41043001
437,1043,41043002
437,1043,41043003
437,1043,41043004
438,1044,41044001
438,1044,41044002
438,1044,41044003
438,1044,41044004
439,1047,41047001
439,1047,41047002
439,1047,41047003
439,1047,41047004
440,1049,41049001
440,1049,41049002
440,1049,41049003
440,1049,41049004
441,1053,41053001
441,1053,41053002
441,1053,41053003
441,1053,41053004
442,1055,41055001
442,1055,41055002
442,1055,41055003
442,1055,41055004
443,1057,41057001
443,1057,41057002
443,1057,41057003
443,1057,41057004
444,1065,41065001
444,1065,41065002
444,1065,41065003
444,1065,41065004
445,1066,41066001
445,1066,41066002
445,1066,41066003
445,1066,41066004
446,1070,41070001
446,1070,41070002
446,1070,41070003
446,1070,41070004
447,1076,41076001
447,1076,41076002
447,1076,41076003
447,1076,41076004
448,1078,41078001
448,1078,41078002
448,1078,41078003
448,1078,41078004
449,1083,41083001
449,1083,41083002
449,1083,41083003
449,1083,41083004
450,1084,41084001
450,1084,41084002
450,1084,41084003
450,1084,41084004
451,1085,41085001
451,1085,41085002
451,1085,41085003
451,1085,41085004
452,1087,41087001
452,1087,41087002
452,1087,41087003
452,1087,41087004
453,1098,41098001
453,1098,41098002
453,1098,41098003
453,1098,41098004
454,1099,41099001
454,1099,41099002
454,1099,41099003
454,1099,41099004
455,1100,41100001
455,1100,41100002
455,1100,41100003
455,1100,41100004
456,1104,41104001
456,1104,41104002
456,1104,41104003
456,1104,41104004
457,1105,41105001
457,1105,41105002
457,1105,41105003
457,1105,41105004
458,1106,41106001
458,1106,41106002
458,1106,41106003
458,1106,41106004
459,1093,41093001
459,1093,41093002
459,1093,41093003
459,1093,41093004
484,1036,41036001
484,1036,41036002
484,1036,41036003
484,1036,41036004
485,1083,41083001
485,1083,41083002
485,1083,41083003
485,1083,41083004
491,1086,41086001
491,1086,41086002
491,1086,41086003
491,1086,41086004
493,1039,41039001
493,1039,41039002
493,1039,41039003
493,1039,41039004
494,1003,41003001
494,1003,41003002
494,1003,41003003
494,1003,41003004
499,1107,41107001
499,1107,41107002
499,1107,41107003
499,1107,41107004
500,1064,41064001
500,1064,41064002
500,1064,41064003
500,1064,41064004
500,1074,41074001
500,1074,41074002
500,1074,41074003
500,1074,41074004
501,1088,41088001
501,1088,41088002
501,1088,41088003
501,1088,41088004
512,1089,41089001
512,1089,41089002
512,1089,41089003
512,1089,41089004
513,1068,41068001
513,1068,41068002
513,1068,41068003
513,1068,41068004
528,1060,41060001
528,1060,41060002
528,1060,41060003
528,1060,41060004
529,1091,41091001
529,1091,41091002
529,1091,41091003
529,1091,41091004
530,1029,41029001
530,1029,41029002
530,1029,41029003
530,1029,41029004
530,1025,41025001
530,1025,41025002
530,1025,41025003
530,1025,41025004
538,1054,41054001
538,1054,41054002
538,1054,41054003
538,1054,41054004
539,1001,41001001
539,1001,41001002
539,1001,41001003
539,1001,41001004
539,1002,41002001
539,1002,41002002
539,1002,41002003
539,1002,41002004
539,1003,41003001
539,1003,41003002
539,1003,41003003
539,1003,41003004
539,1004,41004001
539,1004,41004002
539,1004,41004003
539,1004,41004004
539,1006,41006001
539,1006,41006002
539,1006,41006003
539,1006,41006004
539,1010,41010001
539,1010,41010002
539,1010,41010003
539,1010,41010004
539,1011,41011001
539,1011,41011002
539,1011,41011003
539,1011,41011004
539,1013,41013001
539,1013,41013002
539,1013,41013003
539,1013,41013004
539,1014,41014001
539,1014,41014002
539,1014,41014003
539,1014,41014004
539,1015,41015001
539,1015,41015002
539,1015,41015003
539,1015,41015004
539,1016,41016001
539,1016,41016002
539,1016,41016003
539,1016,41016004
539,1017,41017001
539,1017,41017002
539,1017,41017003
539,1017,41017004
539,1018,41018001
539,1018,41018002
539,1018,41018003
539,1018,41018004
539,1020,41020001
539,1020,41020002
539,1020,41020003
539,1020,41020004
539,1023,41023001
539,1023,41023002
539,1023,41023003
539,1023,41023004
539,1024,41024001
539,1024,41024002
539,1024,41024003
539,1024,41024004
539,1026,41026001
539,1026,41026002
539,1026,41026003
539,1026,41026004
539,1027,41027001
539,1027,41027002
539,1027,41027003
539,1027,41027004
539,1030,41030001
539,1030,41030002
539,1030,41030003
539,1030,41030004
539,1032,41032001
539,1032,41032002
539,1032,41032003
539,1032,41032004
539,1035,41035001
539,1035,41035002
539,1035,41035003
539,1035,41035004
539,1038,41038001
539,1038,41038002
539,1038,41038003
539,1038,41038004
539,1045,41045001
539,1045,41045002
539,1045,41045003
539,1045,41045004
539,1046,41046001
539,1046,41046002
539,1046,41046003
539,1046,41046004
539,1050,41050001
539,1050,41050002
539,1050,41050003
539,1050,41050004
539,1056,41056001
539,1056,41056002
539,1056,41056003
539,1056,41056004
539,1060,41060001
539,1060,41060002
539,1060,41060003
539,1060,41060004
539,1061,41061001
539,1061,41061002
539,1061,41061003
539,1061,41061004
540,1108,41108001
540,1108,41108002
540,1108,41108003
540,1108,41108004
540,1063,41063001
540,1063,41063002
540,1063,41063003
540,1063,41063004
541,1005,41005001
541,1005,41005002
541,1005,41005003
541,1005,41005004
541,1012,41012001
541,1012,41012002
541,1012,41012003
541,1012,41012004
541,1019,41019001
541,1019,41019002
541,1019,41019003
541,1019,41019004
541,1021,41021001
541,1021,41021002
541,1021,41021003
541,1021,41021004
541,1022,41022001
541,1022,41022002
541,1022,41022003
541,1022,41022004
541,1025,41025001
541,1025,41025002
541,1025,41025003
541,1025,41025004
541,1028,41028001
541,1028,41028002
541,1028,41028003
541,1028,41028004
541,1031,41031001
541,1031,41031002
541,1031,41031003
541,1031,41031004
541,1033,41033001
541,1033,41033002
541,1033,41033003
541,1033,41033004
541,1034,41034001
541,1034,41034002
541,1034,41034003
541,1034,41034004
541,1036,41036001
541,1036,41036002
541,1036,41036003
541,1036,41036004
541,1037,41037001
541,1037,41037002
541,1037,41037003
541,1037,41037004
541,1039,41039001
541,1039,41039002
541,1039,41039003
541,1039,41039004
541,1040,41040001
541,1040,41040002
541,1040,41040003
541,1040,41040004
541,1044,41044001
541,1044,41044002
541,1044,41044003
541,1044,41044004
541,1048,41048001
541,1048,41048002
541,1048,41048003
541,1048,41048004
541,1051,41051001
541,1051,41051002
541,1051,41051003
541,1051,41051004
541,1053,41053001
541,1053,41053002
541,1053,41053003
541,1053,41053004
541,1058,41058001
541,1058,41058002
541,1058,41058003
541,1058,41058004
541,1059,41059001
541,1059,41059002
541,1059,41059003
541,1059,41059004
541,1062,41062001
541,1062,41062002
541,1062,41062003
541,1062,41062004
541,1064,41064001
541,1064,41064002
541,1064,41064003
541,1064,41064004
541,1067,41067001
541,1067,41067002
541,1067,41067003
541,1067,41067004
541,1068,41068001
541,1068,41068002
541,1068,41068003
541,1068,41068004
541,1069,41069001
541,1069,41069002
541,1069,41069003
541,1069,41069004
541,1071,41071001
541,1071,41071002
541,1071,41071003
541,1071,41071004
541,1072,41072001
541,1072,41072002
541,1072,41072003
541,1072,41072004
541,1074,41074001
541,1074,41074002
541,1074,41074003
541,1074,41074004
542,1080,41080001
542,1080,41080002
542,1080,41080003
542,1080,41080004
543,1029,41029001
543,1029,41029002
543,1029,41029003
543,1029,41029004
543,1042,41042001
543,1042,41042002
543,1042,41042003
543,1042,41042004
543,1043,41043001
543,1043,41043002
543,1043,41043003
543,1043,41043004
543,1047,41047001
543,1047,41047002
543,1047,41047003
543,1047,41047004
543,1049,41049001
543,1049,41049002
543,1049,41049003
543,1049,41049004
543,1055,41055001
543,1055,41055002
543,1055,41055003
543,1055,41055004
543,1057,41057001
543,1057,41057002
543,1057,41057003
543,1057,41057004
543,1065,41065001
543,1065,41065002
543,1065,41065003
543,1065,41065004
543,1066,41066001
543,1066,41066002
543,1066,41066003
543,1066,41066004
543,1070,41070001
543,1070,41070002
543,1070,41070003
543,1070,41070004
543,1076,41076001
543,1076,41076002
543,1076,41076003
543,1076,41076004
543,1077,41077001
543,1077,41077002
543,1077,41077003
543,1077,41077004
543,1078,41078001
543,1078,41078002
543,1078,41078003
543,1078,41078004
543,1083,41083001
543,1083,41083002
543,1083,41083003
543,1083,41083004
543,1084,41084001
543,1084,41084002
543,1084,41084003
543,1084,41084004
543,1085,41085001
543,1085,41085002
543,1085,41085003
543,1085,41085004
543,1086,41086001
543,1086,41086002
543,1086,41086003
543,1086,41086004
543,1087,41087001
543,1087,41087002
543,1087,41087003
543,1087,41087004
543,1088,41088001
543,1088,41088002
543,1088,41088003
543,1088,41088004
543,1089,41089001
543,1089,41089002
543,1089,41089003
543,1089,41089004
543,1091,41091001
543,1091,41091002
543,1091,41091003
543,1091,41091004
543,1093,41093001
543,1093,41093002
543,1093,41093003
543,1093,41093004
543,1098,41098001
543,1098,41098002
543,1098,41098003
543,1098,41098004
543,1099,41099001
543,1099,41099002
543,1099,41099003
543,1099,41099004
543,1100,41100001
543,1100,41100002
543,1100,41100003
543,1100,41100004
543,1104,41104001
543,1104,41104002
543,1104,41104003
543,1104,41104004
543,1105,41105001
543,1105,41105002
543,1105,41105003
543,1105,41105004
543,1106,41106001
543,1106,41106002
543,1106,41106003
543,1106,41106004
543,1107,41107001
543,1107,41107002
543,1107,41107003
543,1107,41107004
544,1109,41109001
544,1109,41109002
544,1109,41109003
544,1109,41109004
561,1085,41085001
561,1085,41085002
561,1085,41085003
561,1085,41085004
561,1065,41065001
561,1065,41065002
561,1065,41065003
561,1065,41065004
642,1035,41035001
642,1035,41035002
642,1035,41035003
642,1035,41035004
651,1102,41102001
651,1102,41102002
651,1102,41102003
651,1102,41102004
652,1045,41045001
652,1045,41045002
652,1045,41045003
652,1045,41045004
652,1072,41072001
652,1072,41072002
652,1072,41072003
652,1072,41072004
661,1012,41012001
661,1012,41012002
661,1012,41012003
661,1012,41012004
661,1069,41069001
661,1069,41069002
661,1069,41069003
661,1069,41069004
661,1104,41104001
661,1104,41104002
661,1104,41104003
661,1104,41104004
660,1032,41032001
660,1032,41032002
660,1032,41032003
660,1032,41032004
662,1082,41082001
662,1082,41082002
662,1082,41082003
662,1082,41082004
664,1061,41061001
664,1061,41061002
664,1061,41061003
664,1061,41061004
664,1044,41044001
664,1044,41044002
664,1044,41044003
664,1044,41044004
666,1094,41094001
666,1094,41094002
666,1094,41094003
666,1094,41094004
667,1119,41119001
667,1119,41119002
667,1119,41119003
667,1119,41119004
714,1030,41030001
714,1030,41030002
714,1030,41030003
714,1030,41030004
715,1120,41120001
715,1120,41120002
715,1120,41120003
715,1120,41120004
716,1037,41037001
716,1037,41037002
716,1037,41037003
716,1037,41037004
716,1099,41099001
716,1099,41099002
716,1099,41099003
716,1099,41099004
717,1001,41001001
717,1001,41001002
717,1001,41001003
717,1001,41001004
717,1002,41002001
717,1002,41002002
717,1002,41002003
717,1002,41002004
717,1003,41003001
717,1003,41003002
717,1003,41003003
717,1003,41003004
717,1004,41004001
717,1004,41004002
717,1004,41004003
717,1004,41004004
717,1005,41005001
717,1005,41005002
717,1005,41005003
717,1005,41005004
717,1006,41006001
717,1006,41006002
717,1006,41006003
717,1006,41006004
717,1010,41010001
717,1010,41010002
717,1010,41010003
717,1010,41010004
717,1011,41011001
717,1011,41011002
717,1011,41011003
717,1011,41011004
717,1012,41012001
717,1012,41012002
717,1012,41012003
717,1012,41012004
717,1013,41013001
717,1013,41013002
717,1013,41013003
717,1013,41013004
717,1014,41014001
717,1014,41014002
717,1014,41014003
717,1014,41014004
717,1015,41015001
717,1015,41015002
717,1015,41015003
717,1015,41015004
717,1016,41016001
717,1016,41016002
717,1016,41016003
717,1016,41016004
717,1017,41017001
717,1017,41017002
717,1017,41017003
717,1017,41017004
717,1018,41018001
717,1018,41018002
717,1018,41018003
717,1018,41018004
717,1020,41020001
717,1020,41020002
717,1020,41020003
717,1020,41020004
717,1023,41023001
717,1023,41023002
717,1023,41023003
717,1023,41023004
717,1024,41024001
717,1024,41024002
717,1024,41024003
717,1024,41024004
717,1026,41026001
717,1026,41026002
717,1026,41026003
717,1026,41026004
717,1027,41027001
717,1027,41027002
717,1027,41027003
717,1027,41027004
717,1030,41030001
717,1030,41030002
717,1030,41030003
717,1030,41030004
717,1032,41032001
717,1032,41032002
717,1032,41032003
717,1032,41032004
717,1035,41035001
717,1035,41035002
717,1035,41035003
717,1035,41035004
717,1038,41038001
717,1038,41038002
717,1038,41038003
717,1038,41038004
717,1040,41040001
717,1040,41040002
717,1040,41040003
717,1040,41040004
717,1045,41045001
717,1045,41045002
717,1045,41045003
717,1045,41045004
717,1046,41046001
717,1046,41046002
717,1046,41046003
717,1046,41046004
717,1050,41050001
717,1050,41050002
717,1050,41050003
717,1050,41050004
717,1056,41056001
717,1056,41056002
717,1056,41056003
717,1056,41056004
717,1058,41058001
717,1058,41058002
717,1058,41058003
717,1058,41058004
717,1060,41060001
717,1060,41060002
717,1060,41060003
717,1060,41060004
717,1061,41061001
717,1061,41061002
717,1061,41061003
717,1061,41061004
718,1019,41019001
718,1019,41019002
718,1019,41019003
718,1019,41019004
718,1021,41021001
718,1021,41021002
718,1021,41021003
718,1021,41021004
718,1022,41022001
718,1022,41022002
718,1022,41022003
718,1022,41022004
718,1025,41025001
718,1025,41025002
718,1025,41025003
718,1025,41025004
718,1028,41028001
718,1028,41028002
718,1028,41028003
718,1028,41028004
718,1029,41029001
718,1029,41029002
718,1029,41029003
718,1029,41029004
718,1031,41031001
718,1031,41031002
718,1031,41031003
718,1031,41031004
718,1033,41033001
718,1033,41033002
718,1033,41033003
718,1033,41033004
718,1034,41034001
718,1034,41034002
718,1034,41034003
718,1034,41034004
718,1036,41036001
718,1036,41036002
718,1036,41036003
718,1036,41036004
718,1037,41037001
718,1037,41037002
718,1037,41037003
718,1037,41037004
718,1039,41039001
718,1039,41039002
718,1039,41039003
718,1039,41039004
718,1042,41042001
718,1042,41042002
718,1042,41042003
718,1042,41042004
718,1044,41044001
718,1044,41044002
718,1044,41044003
718,1044,41044004
718,1047,41047001
718,1047,41047002
718,1047,41047003
718,1047,41047004
718,1048,41048001
718,1048,41048002
718,1048,41048003
718,1048,41048004
718,1049,41049001
718,1049,41049002
718,1049,41049003
718,1049,41049004
718,1051,41051001
718,1051,41051002
718,1051,41051003
718,1051,41051004
718,1053,41053001
718,1053,41053002
718,1053,41053003
718,1053,41053004
718,1059,41059001
718,1059,41059002
718,1059,41059003
718,1059,41059004
718,1062,41062001
718,1062,41062002
718,1062,41062003
718,1062,41062004
718,1064,41064001
718,1064,41064002
718,1064,41064003
718,1064,41064004
718,1067,41067001
718,1067,41067002
718,1067,41067003
718,1067,41067004
718,1068,41068001
718,1068,41068002
718,1068,41068003
718,1068,41068004
718,1069,41069001
718,1069,41069002
718,1069,41069003
718,1069,41069004
718,1071,41071001
718,1071,41071002
718,1071,41071003
718,1071,41071004
718,1072,41072001
718,1072,41072002
718,1072,41072003
718,1072,41072004
718,1074,41074001
718,1074,41074002
718,1074,41074003
718,1074,41074004
718,1078,41078001
718,1078,41078002
718,1078,41078003
718,1078,41078004
718,1087,41087001
718,1087,41087002
718,1087,41087003
718,1087,41087004
718,1098,41098001
718,1098,41098002
718,1098,41098003
718,1098,41098004
718,1100,41100001
718,1100,41100002
718,1100,41100003
718,1100,41100004
719,1116,41116001
719,1116,41116002
719,1116,41116003
719,1116,41116004
720,1105,41105001
720,1105,41105002
720,1105,41105003
720,1105,41105004
721,1043,41043001
721,1043,41043002
721,1043,41043003
721,1043,41043004
