id,trophy_id,race_instance_id,original_flag,disp_order,size,event_type,start_date,display_end_date
64,3006,300601,0,205,1,0,2020/01/20,2050/01/27
65,3005,300501,0,204,1,0,2020/01/20,2050/01/27
66,3004,300401,0,203,1,0,2020/01/20,2050/01/27
67,3003,300301,0,202,1,0,2020/01/20,2050/01/27
68,3002,300201,0,201,1,0,2020/01/20,2050/01/27
69,3001,300101,0,200,1,0,2020/01/20,2050/01/27
70,2034,203401,0,135,1,0,2020/01/20,2050/01/27
71,2033,203301,0,134,1,0,2020/01/20,2050/01/27
72,2032,203201,0,133,1,0,2020/01/20,2050/01/27
73,2031,203101,1,132,1,0,2020/01/20,2050/01/27
74,2030,203001,1,131,1,0,2020/01/20,2050/01/27
75,2029,202901,0,130,1,0,2020/01/20,2050/01/27
76,3058,305801,0,129,1,0,2020/01/20,2050/01/27
77,2028,202801,1,128,1,0,2020/01/20,2050/01/27
78,2027,202701,0,127,1,0,2020/01/20,2050/01/27
79,2026,202601,1,126,0,0,2020/01/20,2050/01/27
80,2025,202501,0,125,1,0,2020/01/20,2050/01/27
81,2024,202401,0,124,1,0,2020/01/20,2050/01/27
82,2023,202301,1,123,1,0,2020/01/20,2050/01/27
83,2022,202201,0,122,1,0,2020/01/20,2050/01/27
84,2021,202101,0,121,1,0,2020/01/20,2050/01/27
85,2020,202001,0,120,1,0,2020/01/20,2050/01/27
86,2019,201901,0,119,1,0,2020/01/20,2050/01/27
87,2018,201801,1,118,1,0,2020/01/20,2050/01/27
88,2017,201701,0,117,1,0,2020/01/20,2050/01/27
89,2016,201601,1,116,1,0,2020/01/20,2050/01/27
90,2015,201501,1,115,0,0,2020/01/20,2050/01/27
91,2014,201401,0,114,1,0,2020/01/20,2050/01/27
92,2013,201301,1,113,1,0,2020/01/20,2050/01/27
93,2012,201201,0,112,1,0,2020/01/20,2050/01/27
94,2011,201101,0,111,1,0,2020/01/20,2050/01/27
95,2010,201001,0,110,1,0,2020/01/20,2050/01/27
96,2009,200901,0,109,1,0,2020/01/20,2050/01/27
97,2008,200801,0,108,1,0,2020/01/20,2050/01/27
98,2007,200701,0,107,1,0,2020/01/20,2050/01/27
99,2006,200601,1,106,1,0,2020/01/20,2050/01/27
100,3018,301801,0,105,1,0,2020/01/20,2050/01/27
101,2005,200501,0,104,1,0,2020/01/20,2050/01/27
102,2004,200401,0,103,1,0,2020/01/20,2050/01/27
103,2003,200301,1,102,1,0,2020/01/20,2050/01/27
104,2002,200201,0,101,1,0,2020/01/20,2050/01/27
105,2001,200101,0,100,1,0,2020/01/20,2050/01/27
106,1101,110101,1,30,1,0,2020/01/20,2050/01/27
107,1102,110201,1,29,1,0,2020/01/20,2050/01/27
108,1103,110301,1,28,1,0,2020/01/20,2050/01/27
109,1104,110401,1,27,1,0,2020/01/20,2050/01/27
110,1105,110501,1,26,1,0,2020/01/20,2050/01/27
111,1106,110601,1,25,1,0,2020/01/20,2050/01/27
112,1024,102401,1,24,1,0,2020/01/20,2050/01/27
113,1023,102301,1,23,1,0,2020/01/20,2050/01/27
114,1022,102201,1,22,1,0,2020/01/20,2050/01/27
115,1021,102101,1,21,1,0,2020/01/20,2050/01/27
116,1020,102001,1,20,1,0,2020/01/20,2050/01/27
117,1019,101901,1,19,1,0,2020/01/20,2050/01/27
118,1018,101801,1,18,1,0,2020/01/20,2050/01/27
119,1017,101701,1,17,1,0,2020/01/20,2050/01/27
120,1016,101601,1,16,0,0,2020/01/20,2050/01/27
121,1015,101501,1,15,1,0,2020/01/20,2050/01/27
122,1014,101401,1,14,0,0,2020/01/20,2050/01/27
123,1013,101301,1,13,1,0,2020/01/20,2050/01/27
124,1012,101201,1,12,1,0,2020/01/20,2050/01/27
125,1011,101101,1,11,1,0,2020/01/20,2050/01/27
126,1010,101001,1,10,1,0,2020/01/20,2050/01/27
127,1009,100901,1,9,0,0,2020/01/20,2050/01/27
128,1008,100801,1,8,0,0,2020/01/20,2050/01/27
129,1007,100701,1,7,0,0,2020/01/20,2050/01/27
130,1006,100601,1,6,0,0,2020/01/20,2050/01/27
131,1005,100501,1,5,0,0,2020/01/20,2050/01/27
132,1004,100401,1,4,1,0,2020/01/20,2050/01/27
133,1003,100301,1,3,0,0,2020/01/20,2050/01/27
134,1002,100201,1,2,0,0,2020/01/20,2050/01/27
135,1001,100101,1,1,1,0,2020/01/20,2050/01/27
140,5920,592001,1,1002,0,1,2021/03/16 12:00:00,2050/1/27 0:00
142,5921,592002,1,1003,0,1,2021/03/19 5:00:00,2050/1/27 0:00
144,5922,592003,1,1004,0,1,2021/03/22 5:00:00,2050/1/27 0:00
146,9001,910201,1,500,1,1,2020/01/20,2050/01/27
147,9001,910202,1,500,1,1,2020/01/20,2050/01/27
148,9001,910203,1,500,1,1,2020/01/20,2050/01/27
149,9001,910204,1,500,1,1,2020/01/20,2050/01/27
150,9001,910205,1,500,1,1,2020/01/20,2050/01/27
151,9001,910206,1,500,1,1,2020/01/20,2050/01/27
152,9001,910207,1,500,1,1,2020/01/20,2050/01/27
153,9002,910208,1,501,1,1,2020/01/20,2050/01/27
154,9002,910209,1,501,1,1,2020/01/20,2050/01/27
155,9002,910210,1,501,1,1,2020/01/20,2050/01/27
156,9002,910211,1,501,1,1,2020/01/20,2050/01/27
157,9002,910212,1,501,1,1,2020/01/20,2050/01/27
158,9002,910213,1,501,1,1,2020/01/20,2050/01/27
159,9002,910214,1,501,1,1,2020/01/20,2050/01/27
160,9002,910215,1,501,1,1,2020/01/20,2050/01/27
161,9003,910216,1,502,1,1,2020/01/20,2050/01/27
162,9003,910217,1,502,1,1,2020/01/20,2050/01/27
163,9003,910218,1,502,1,1,2020/01/20,2050/01/27
164,9003,910219,1,502,1,1,2020/01/20,2050/01/27
165,9003,910220,1,502,1,1,2020/01/20,2050/01/27
166,9003,910221,1,502,1,1,2020/01/20,2050/01/27
167,9003,910222,1,502,1,1,2020/01/20,2050/01/27
168,9003,910223,1,502,1,1,2020/01/20,2050/01/27
169,9003,910224,1,502,1,1,2020/01/20,2050/01/27
170,9003,910225,1,502,1,1,2020/01/20,2050/01/27
171,9004,910226,1,503,1,1,2020/01/20,2050/01/27
172,9004,910227,1,503,1,1,2020/01/20,2050/01/27
173,9004,910228,1,503,1,1,2020/01/20,2050/01/27
174,9004,910229,1,503,1,1,2020/01/20,2050/01/27
175,9004,910230,1,503,1,1,2020/01/20,2050/01/27
176,9004,910231,1,503,1,1,2020/01/20,2050/01/27
177,9004,910232,1,503,1,1,2020/01/20,2050/01/27
178,9005,910233,1,504,1,1,2020/01/20,2050/01/27
179,9005,910234,1,504,1,1,2020/01/20,2050/01/27
180,9005,910235,1,504,1,1,2020/01/20,2050/01/27
181,9005,910236,1,504,1,1,2020/01/20,2050/01/27
182,9005,910237,1,504,1,1,2020/01/20,2050/01/27
183,9005,910238,1,504,1,1,2020/01/20,2050/01/27
184,9005,910239,1,504,1,1,2020/01/20,2050/01/27
185,9005,910240,1,504,1,1,2020/01/20,2050/01/27
186,9005,910241,1,504,1,1,2020/01/20,2050/01/27
187,1012,102501,1,12,1,0,2020/01/20,2050/01/27
188,1015,102601,1,15,1,0,2020/01/20,2050/01/27
189,2010,203501,0,110,1,0,2020/01/20,2050/01/27
190,1006,102701,1,6,0,0,2021/03/18 12:00:00,2050/01/27
191,5945,594501,1,1005,0,1,2021/04/15 12:00:00,2050/1/27 0:00
192,5947,594503,1,1006,0,1,2021/04/18 5:00:00,2050/1/27 0:00
193,5946,594502,1,1007,0,1,2021/04/21 5:00:00,2050/1/27 0:00
194,5948,594504,1,1008,0,1,2021/04/24 5:00:00,2050/1/27 0:00
195,5935,593501,1,1009,0,1,2021/05/19 12:00:00,2050/1/27 0:00
196,5936,593502,1,1010,0,1,2021/05/22 5:00:00,2050/1/27 0:00
197,5937,593503,1,1011,0,1,2021/05/25 5:00:00,2050/1/27 0:00
198,5933,593004,1,1012,0,1,2021/06/17 12:00:00,2050/1/27 0:00
199,5931,593002,1,1013,0,1,2021/06/20 5:00:00,2050/1/27 0:00
200,5932,593003,1,1014,0,1,2021/06/23 5:00:00,2050/1/27 0:00
201,5930,593001,1,1015,0,1,2021/06/26 5:00:00,2050/1/27 0:00
202,5940,594001,1,1016,0,1,2021/08/15 12:00:00,2050/1/27 0:00
203,5941,594002,1,1017,0,1,2021/08/18 5:00:00,2050/1/27 0:00
204,5942,594003,1,1018,0,1,2021/08/21 5:00:00,2050/1/27 0:00
205,5960,596001,1,1019,0,1,2021/09/14 12:00:00,2050/1/27 0:00
206,5961,596002,1,1020,0,1,2021/09/17 5:00:00,2050/1/27 0:00
207,5962,596003,1,1021,0,1,2021/09/20 5:00:00,2050/1/27 0:00
208,5950,595001,1,1022,0,1,2021/10/15 12:00:00,2050/1/27 0:00
209,5951,595002,1,1023,0,1,2021/10/18 5:00:00,2050/1/27 0:00
210,5952,595003,1,1024,0,1,2021/10/21 5:00:00,2050/1/27 0:00
211,5965,596501,1,1025,0,1,2021/11/12 12:00:00,2050/1/27 0:00
212,5966,596502,1,1026,0,1,2021/11/15 5:00:00,2050/1/27 0:00
213,5967,596503,1,1027,0,1,2021/11/18 5:00:00,2050/1/27 0:00
214,5955,595501,1,1028,0,1,2021/12/22 12:00:00,2050/1/27 0:00
215,5956,595502,1,1029,0,1,2021/12/25 5:00:00,2050/1/27 0:00
216,5957,595503,1,1030,0,1,2021/12/28 5:00:00,2050/1/27 0:00
217,9011,920083,1,510,1,1,2022/02/24 12:00:00,2050/01/27
218,9011,920084,1,510,1,1,2022/02/24 12:00:00,2050/01/27
219,9011,920085,1,510,1,1,2022/02/24 12:00:00,2050/01/27
220,9011,920086,1,510,1,1,2022/02/24 12:00:00,2050/01/27
221,9011,920087,1,510,1,1,2022/02/24 12:00:00,2050/01/27
222,9011,920088,1,510,1,1,2022/02/24 12:00:00,2050/01/27
223,9011,920089,1,510,1,1,2022/02/24 12:00:00,2050/01/27
224,9012,920090,1,511,1,1,2022/02/24 12:00:00,2050/01/27
225,9012,920091,1,511,1,1,2022/02/24 12:00:00,2050/01/27
226,9012,920092,1,511,1,1,2022/02/24 12:00:00,2050/01/27
227,9012,920093,1,511,1,1,2022/02/24 12:00:00,2050/01/27
228,9012,920094,1,511,1,1,2022/02/24 12:00:00,2050/01/27
229,9012,920095,1,511,1,1,2022/02/24 12:00:00,2050/01/27
230,9012,920096,1,511,1,1,2022/02/24 12:00:00,2050/01/27
231,9012,920097,1,511,1,1,2022/02/24 12:00:00,2050/01/27
232,9013,920098,1,512,1,1,2022/02/24 12:00:00,2050/01/27
233,9013,920099,1,512,1,1,2022/02/24 12:00:00,2050/01/27
234,9013,920100,1,512,1,1,2022/02/24 12:00:00,2050/01/27
235,9013,920101,1,512,1,1,2022/02/24 12:00:00,2050/01/27
236,9013,920102,1,512,1,1,2022/02/24 12:00:00,2050/01/27
237,9013,920103,1,512,1,1,2022/02/24 12:00:00,2050/01/27
238,9013,920104,1,512,1,1,2022/02/24 12:00:00,2050/01/27
239,9013,920105,1,512,1,1,2022/02/24 12:00:00,2050/01/27
240,9013,920106,1,512,1,1,2022/02/24 12:00:00,2050/01/27
241,9013,920107,1,512,1,1,2022/02/24 12:00:00,2050/01/27
242,9014,920108,1,513,1,1,2022/02/24 12:00:00,2050/01/27
243,9014,920109,1,513,1,1,2022/02/24 12:00:00,2050/01/27
244,9014,920110,1,513,1,1,2022/02/24 12:00:00,2050/01/27
245,9014,920111,1,513,1,1,2022/02/24 12:00:00,2050/01/27
246,9014,920112,1,513,1,1,2022/02/24 12:00:00,2050/01/27
247,9014,920113,1,513,1,1,2022/02/24 12:00:00,2050/01/27
248,9014,920114,1,513,1,1,2022/02/24 12:00:00,2050/01/27
249,9015,920115,1,514,1,1,2022/02/24 12:00:00,2050/01/27
250,9015,920116,1,514,1,1,2022/02/24 12:00:00,2050/01/27
251,9015,920117,1,514,1,1,2022/02/24 12:00:00,2050/01/27
252,9015,920118,1,514,1,1,2022/02/24 12:00:00,2050/01/27
253,9015,920119,1,514,1,1,2022/02/24 12:00:00,2050/01/27
254,9015,920120,1,514,1,1,2022/02/24 12:00:00,2050/01/27
255,9015,920121,1,514,1,1,2022/02/24 12:00:00,2050/01/27
256,9015,920122,1,514,1,1,2022/02/24 12:00:00,2050/01/27
257,9015,920123,1,514,1,1,2022/02/24 12:00:00,2050/01/27
258,5970,597001,1,1031,0,1,2022/2/8 12:00:00,2050/01/27
259,5971,597002,1,1032,0,1,2022/2/11 5:00:00,2050/01/27
260,5972,597003,1,1033,0,1,2022/2/14 5:00:00,2050/01/27
261,1005,102801,1,5,0,0,2022/01/20 12:00:00,2050/01/27
262,5975,597501,1,1034,0,1,2022/3/7 12:00:00,2050/01/27
263,5976,597502,1,1035,0,1,2022/3/10 5:00:00,2050/01/27
264,5977,597503,1,1036,0,1,2022/3/13 5:00:00,2050/01/27
265,1200001,1200001,1,1037,0,1,2022/5/10 12:00:00,2050/01/27
266,1200002,1200002,1,1038,0,1,2022/5/13 5:00:00,2050/01/27
267,1200003,1200003,1,1039,0,1,2022/5/16 5:00:00,2050/01/27
268,1200101,1200101,1,1040,0,1,2022/6/24 12:00:00,2050/01/27
269,1200102,1200102,1,1041,0,1,2022/6/27 5:00:00,2050/01/27
270,3071,307101,1,269,0,0,2022/08/19 12:00:00,2050/01/27
271,3072,307201,1,270,0,0,2022/08/19 12:00:00,2050/01/27
272,3073,307301,1,271,0,0,2022/08/19 12:00:00,2050/01/27
273,3074,307401,1,272,0,0,2022/08/19 12:00:00,2050/01/27
274,3075,307501,1,273,0,0,2022/08/19 12:00:00,2050/01/27
275,3076,307601,1,274,0,0,2022/08/19 12:00:00,2050/01/27
276,3077,307701,1,275,0,0,2022/08/19 12:00:00,2050/01/27
277,2036,203601,1,136,0,0,2022/08/19 12:00:00,2050/01/27
278,2037,203701,1,137,0,0,2022/08/19 12:00:00,2050/01/27
279,2038,203801,1,138,0,0,2022/08/19 12:00:00,2050/01/27
280,2039,203901,1,139,0,0,2022/08/19 12:00:00,2050/01/27
281,2040,204001,1,140,0,0,2022/08/19 12:00:00,2050/01/27
282,2041,204101,1,141,0,0,2022/08/19 12:00:00,2050/01/27
283,1107,110701,1,31,0,0,2022/08/19 12:00:00,2050/01/27
284,1108,110801,1,32,0,0,2022/08/19 12:00:00,2050/01/27
285,1109,110901,1,33,0,0,2022/08/19 12:00:00,2050/01/27
286,1110,111001,1,34,0,0,2022/08/19 12:00:00,2050/01/27
287,1103,111101,1,28,0,0,2022/08/19 12:00:00,2050/01/27
288,1104,111201,1,27,0,0,2022/08/19 12:00:00,2050/01/27
289,1105,111301,1,26,0,0,2022/08/19 12:00:00,2050/01/27
290,1103,111401,1,28,0,0,2022/08/19 12:00:00,2050/01/27
291,1104,111501,1,27,0,0,2022/08/19 12:00:00,2050/01/27
292,1105,111601,1,26,0,0,2022/08/19 12:00:00,2050/01/27
293,1103,111701,1,28,0,0,2022/08/19 12:00:00,2050/01/27
294,1104,111801,1,27,0,0,2022/08/19 12:00:00,2050/01/27
295,1105,111901,1,26,0,0,2022/08/19 12:00:00,2050/01/27
296,1200201,1200201,1,1042,0,1,2022/9/23 12:00:00,2050/01/27
297,1200202,1200202,1,1043,0,1,2022/9/26 5:00:00,2050/01/27
298,1200301,1200301,1,1044,0,1,2022/10/22 12:00:00,2050/01/27
299,1200302,1200302,1,1045,0,1,2022/10/25 5:00:00,2050/01/27
300,1200401,1200401,1,1046,0,1,2022/12/25 12:00:00,2050/01/27
301,1200402,1200402,1,1047,0,1,2022/12/28 5:00:00,2050/01/27
302,9021,930042,1,520,1,1,2023/02/24 12:00:00,2050/01/27
303,9021,930043,1,520,1,1,2023/02/24 12:00:00,2050/01/27
304,9021,930044,1,520,1,1,2023/02/24 12:00:00,2050/01/27
305,9021,930045,1,520,1,1,2023/02/24 12:00:00,2050/01/27
306,9021,930046,1,520,1,1,2023/02/24 12:00:00,2050/01/27
307,9021,930047,1,520,1,1,2023/02/24 12:00:00,2050/01/27
308,9021,930048,1,520,1,1,2023/02/24 12:00:00,2050/01/27
309,9022,930049,1,521,1,1,2023/02/24 12:00:00,2050/01/27
310,9022,930050,1,521,1,1,2023/02/24 12:00:00,2050/01/27
311,9022,930051,1,521,1,1,2023/02/24 12:00:00,2050/01/27
312,9022,930052,1,521,1,1,2023/02/24 12:00:00,2050/01/27
313,9022,930053,1,521,1,1,2023/02/24 12:00:00,2050/01/27
314,9022,930054,1,521,1,1,2023/02/24 12:00:00,2050/01/27
315,9022,930055,1,521,1,1,2023/02/24 12:00:00,2050/01/27
316,9022,930056,1,521,1,1,2023/02/24 12:00:00,2050/01/27
317,9023,930057,1,522,1,1,2023/02/24 12:00:00,2050/01/27
318,9023,930058,1,522,1,1,2023/02/24 12:00:00,2050/01/27
319,9023,930059,1,522,1,1,2023/02/24 12:00:00,2050/01/27
320,9023,930060,1,522,1,1,2023/02/24 12:00:00,2050/01/27
321,9023,930061,1,522,1,1,2023/02/24 12:00:00,2050/01/27
322,9023,930062,1,522,1,1,2023/02/24 12:00:00,2050/01/27
323,9023,930063,1,522,1,1,2023/02/24 12:00:00,2050/01/27
324,9023,930064,1,522,1,1,2023/02/24 12:00:00,2050/01/27
325,9023,930065,1,522,1,1,2023/02/24 12:00:00,2050/01/27
326,9023,930066,1,522,1,1,2023/02/24 12:00:00,2050/01/27
327,9024,930067,1,523,1,1,2023/02/24 12:00:00,2050/01/27
328,9024,930068,1,523,1,1,2023/02/24 12:00:00,2050/01/27
329,9024,930069,1,523,1,1,2023/02/24 12:00:00,2050/01/27
330,9024,930070,1,523,1,1,2023/02/24 12:00:00,2050/01/27
331,9024,930071,1,523,1,1,2023/02/24 12:00:00,2050/01/27
332,9024,930072,1,523,1,1,2023/02/24 12:00:00,2050/01/27
333,9024,930073,1,523,1,1,2023/02/24 12:00:00,2050/01/27
334,9025,930074,1,524,1,1,2023/02/24 12:00:00,2050/01/27
335,9025,930075,1,524,1,1,2023/02/24 12:00:00,2050/01/27
336,9025,930076,1,524,1,1,2023/02/24 12:00:00,2050/01/27
337,9025,930077,1,524,1,1,2023/02/24 12:00:00,2050/01/27
338,9025,930078,1,524,1,1,2023/02/24 12:00:00,2050/01/27
339,9025,930079,1,524,1,1,2023/02/24 12:00:00,2050/01/27
340,9025,930080,1,524,1,1,2023/02/24 12:00:00,2050/01/27
341,9025,930081,1,524,1,1,2023/02/24 12:00:00,2050/01/27
342,9025,930082,1,524,1,1,2023/02/24 12:00:00,2050/01/27
343,9031,930083,1,530,1,1,2023/02/24 12:00:00,2050/01/27
344,9031,930084,1,530,1,1,2023/02/24 12:00:00,2050/01/27
345,9031,930085,1,530,1,1,2023/02/24 12:00:00,2050/01/27
346,9031,930086,1,530,1,1,2023/02/24 12:00:00,2050/01/27
347,9031,930087,1,530,1,1,2023/02/24 12:00:00,2050/01/27
348,9031,930088,1,530,1,1,2023/02/24 12:00:00,2050/01/27
349,9031,930089,1,530,1,1,2023/02/24 12:00:00,2050/01/27
350,9032,930090,1,531,1,1,2023/02/24 12:00:00,2050/01/27
351,9032,930091,1,531,1,1,2023/02/24 12:00:00,2050/01/27
352,9032,930092,1,531,1,1,2023/02/24 12:00:00,2050/01/27
353,9032,930093,1,531,1,1,2023/02/24 12:00:00,2050/01/27
354,9032,930094,1,531,1,1,2023/02/24 12:00:00,2050/01/27
355,9032,930095,1,531,1,1,2023/02/24 12:00:00,2050/01/27
356,9032,930096,1,531,1,1,2023/02/24 12:00:00,2050/01/27
357,9032,930097,1,531,1,1,2023/02/24 12:00:00,2050/01/27
358,9033,930098,1,532,1,1,2023/02/24 12:00:00,2050/01/27
359,9033,930099,1,532,1,1,2023/02/24 12:00:00,2050/01/27
360,9033,930100,1,532,1,1,2023/02/24 12:00:00,2050/01/27
361,9033,930101,1,532,1,1,2023/02/24 12:00:00,2050/01/27
362,9033,930102,1,532,1,1,2023/02/24 12:00:00,2050/01/27
363,9033,930103,1,532,1,1,2023/02/24 12:00:00,2050/01/27
364,9033,930104,1,532,1,1,2023/02/24 12:00:00,2050/01/27
365,9033,930105,1,532,1,1,2023/02/24 12:00:00,2050/01/27
366,9033,930106,1,532,1,1,2023/02/24 12:00:00,2050/01/27
367,9033,930107,1,532,1,1,2023/02/24 12:00:00,2050/01/27
368,9034,930108,1,533,1,1,2023/02/24 12:00:00,2050/01/27
369,9034,930109,1,533,1,1,2023/02/24 12:00:00,2050/01/27
370,9034,930110,1,533,1,1,2023/02/24 12:00:00,2050/01/27
371,9034,930111,1,533,1,1,2023/02/24 12:00:00,2050/01/27
372,9034,930112,1,533,1,1,2023/02/24 12:00:00,2050/01/27
373,9034,930113,1,533,1,1,2023/02/24 12:00:00,2050/01/27
374,9034,930114,1,533,1,1,2023/02/24 12:00:00,2050/01/27
375,9035,930115,1,534,1,1,2023/02/24 12:00:00,2050/01/27
376,9035,930116,1,534,1,1,2023/02/24 12:00:00,2050/01/27
377,9035,930117,1,534,1,1,2023/02/24 12:00:00,2050/01/27
378,9035,930118,1,534,1,1,2023/02/24 12:00:00,2050/01/27
379,9035,930119,1,534,1,1,2023/02/24 12:00:00,2050/01/27
380,9035,930120,1,534,1,1,2023/02/24 12:00:00,2050/01/27
381,9035,930121,1,534,1,1,2023/02/24 12:00:00,2050/01/27
382,9035,930122,1,534,1,1,2023/02/24 12:00:00,2050/01/27
383,9035,930123,1,534,1,1,2023/02/24 12:00:00,2050/01/27
384,9041,930124,1,540,1,1,2023/02/24 12:00:00,2050/01/27
385,9041,930125,1,540,1,1,2023/02/24 12:00:00,2050/01/27
386,9041,930126,1,540,1,1,2023/02/24 12:00:00,2050/01/27
387,9041,930127,1,540,1,1,2023/02/24 12:00:00,2050/01/27
388,9041,930128,1,540,1,1,2023/02/24 12:00:00,2050/01/27
389,9041,930129,1,540,1,1,2023/02/24 12:00:00,2050/01/27
390,9041,930130,1,540,1,1,2023/02/24 12:00:00,2050/01/27
391,9042,930131,1,541,1,1,2023/02/24 12:00:00,2050/01/27
392,9042,930132,1,541,1,1,2023/02/24 12:00:00,2050/01/27
393,9042,930133,1,541,1,1,2023/02/24 12:00:00,2050/01/27
394,9042,930134,1,541,1,1,2023/02/24 12:00:00,2050/01/27
395,9042,930135,1,541,1,1,2023/02/24 12:00:00,2050/01/27
396,9042,930136,1,541,1,1,2023/02/24 12:00:00,2050/01/27
397,9042,930137,1,541,1,1,2023/02/24 12:00:00,2050/01/27
398,9042,930138,1,541,1,1,2023/02/24 12:00:00,2050/01/27
399,9043,930139,1,542,1,1,2023/02/24 12:00:00,2050/01/27
400,9043,930140,1,542,1,1,2023/02/24 12:00:00,2050/01/27
401,9043,930141,1,542,1,1,2023/02/24 12:00:00,2050/01/27
402,9043,930142,1,542,1,1,2023/02/24 12:00:00,2050/01/27
403,9043,930143,1,542,1,1,2023/02/24 12:00:00,2050/01/27
404,9043,930144,1,542,1,1,2023/02/24 12:00:00,2050/01/27
405,9043,930145,1,542,1,1,2023/02/24 12:00:00,2050/01/27
406,9043,930146,1,542,1,1,2023/02/24 12:00:00,2050/01/27
407,9043,930147,1,542,1,1,2023/02/24 12:00:00,2050/01/27
408,9043,930148,1,542,1,1,2023/02/24 12:00:00,2050/01/27
409,9044,930149,1,543,1,1,2023/02/24 12:00:00,2050/01/27
410,9044,930150,1,543,1,1,2023/02/24 12:00:00,2050/01/27
411,9044,930151,1,543,1,1,2023/02/24 12:00:00,2050/01/27
412,9044,930152,1,543,1,1,2023/02/24 12:00:00,2050/01/27
413,9044,930153,1,543,1,1,2023/02/24 12:00:00,2050/01/27
414,9044,930154,1,543,1,1,2023/02/24 12:00:00,2050/01/27
415,9044,930155,1,543,1,1,2023/02/24 12:00:00,2050/01/27
416,9045,930156,1,544,1,1,2023/02/24 12:00:00,2050/01/27
417,9045,930157,1,544,1,1,2023/02/24 12:00:00,2050/01/27
418,9045,930158,1,544,1,1,2023/02/24 12:00:00,2050/01/27
