gacha_id,card_id,card_type,pay_item_num,disp_order
30077,30089,2,200,1
30078,107401,1,200,1
30079,30065,2,200,1
30079,30068,2,200,2
30080,102002,1,200,1
30080,100502,1,200,2
30081,30090,2,200,1
30081,30091,2,200,2
30082,105101,1,200,1
30083,30093,2,200,1
30084,107201,1,200,1
30085,30026,2,200,1
30085,30011,2,200,2
30086,106002,1,200,1
30086,106102,1,200,2
30087,30094,2,200,1
30087,30095,2,200,2
30088,103101,1,200,1
30089,30097,2,200,1
30090,106401,1,200,1
30091,30078,2,200,1
30091,30034,2,200,2
30092,103802,1,200,1
30092,102202,1,200,2
30093,30098,2,200,1
30093,30099,2,200,2
30094,103401,1,200,1
30095,30077,2,200,1
30095,30038,2,200,2
30096,104401,1,200,1
30097,30053,2,200,1
30098,101002,1,200,1
30098,105902,1,200,2
30099,30102,2,200,1
30099,30103,2,200,2
30100,103601,1,200,1
30101,30106,2,200,1
30102,102001,1,200,1
30102,101601,1,200,2
30103,30067,2,200,1
30104,101303,1,200,1
30104,100702,1,200,2
30105,30107,2,200,1
30105,30108,2,200,2
30106,105301,1,200,1
30107,30063,2,200,1
30107,30031,2,200,2
30108,109801,1,200,1
30109,30110,2,200,1
30110,104602,1,200,1
30111,30052,2,200,1
30111,30101,2,200,2
30112,103502,1,200,1
30112,105002,1,200,2
30113,30111,2,200,1
30113,30112,2,200,2
30114,102901,1,200,1
30115,30017,2,200,1
30115,30002,2,200,2
30116,104201,1,200,1
30117,30114,2,200,1
30118,101902,1,200,1
30118,105802,1,200,2
30119,30115,2,200,1
30119,30116,2,200,2
30120,108701,1,200,1
30121,30107,2,200,1
30121,30010,2,200,2
30122,107801,1,200,1
30123,30118,2,200,1
30124,102102,1,200,1
30124,103402,1,200,2
30125,30146,2,200,1
30125,30120,2,200,2
30126,104901,1,200,1
30127,30097,2,200,1
30127,30016,2,200,2
30128,110001,1,200,1
30129,30122,2,200,1
30130,104201,1,200,1
30131,30114,2,200,1
30132,100802,1,200,1
30132,100902,1,200,2
30133,30123,2,200,1
30133,30124,2,200,2
30134,104701,1,200,1
30135,30052,2,200,1
30135,30072,2,200,2
30136,101602,1,200,1
30137,30126,2,200,1
30138,106802,1,200,1
30138,106702,1,200,2
30139,30127,2,200,1
30139,30128,2,200,2
30140,109901,1,200,1
30141,30101,2,200,1
30141,30111,2,200,2
30142,106501,1,200,1
30143,30130,2,200,1
30144,103002,1,200,1
30144,105202,1,200,2
30145,30053,2,200,1
30145,30078,2,200,2
30146,103102,1,200,1
30146,102702,1,200,2
30147,30131,2,200,1
30147,30132,2,200,2
30148,104301,1,200,1
30149,30107,2,200,1
30149,30082,2,200,2
30150,105701,1,200,1
30151,30134,2,200,1
30152,108501,1,200,1
30153,30146,2,200,1
30153,30091,2,200,2
30154,108301,1,200,1
30155,30137,2,200,1
30156,107102,1,200,1
30156,106902,1,200,2
30157,30138,2,200,1
30157,30139,2,200,2
30158,107601,1,200,1
30159,30124,2,200,1
30159,30122,2,200,2
30160,110501,1,200,1
30161,30037,2,200,1
30162,106202,1,200,1
30162,104102,1,200,2
30163,30141,2,200,1
30163,30142,2,200,2
30164,104001,1,200,1
30164,104801,1,200,2
30164,106401,1,200,3
30164,106501,1,200,4
30166,110601,1,200,1
30167,30130,2,200,1
30167,30126,2,200,2
30168,108401,1,200,1
30169,30147,2,200,1
30170,105102,1,200,1
30170,101202,1,200,2
30171,30148,2,200,1
30171,30149,2,200,2
30172,101002,1,200,1
30172,107801,1,200,2
30173,30152,2,200,1
30174,105501,1,200,1
30175,30151,2,200,1
30176,105302,1,200,1
30176,104802,1,200,2
30177,30153,2,200,1
30177,30154,2,200,2
30178,110401,1,200,1
30179,30114,2,200,1
30179,30112,2,200,2
30180,107001,1,200,1
30181,30156,2,200,1
30182,103202,1,200,1
30182,100202,1,200,2
30183,30157,2,200,1
30183,30158,2,200,2
30184,109801,1,200,1
30184,109901,1,200,2
30185,30134,2,200,1
30185,30107,2,200,2
30186,107701,1,200,1
30187,30160,2,200,1
30187,30161,2,200,2
30188,100703,1,200,1
30189,30163,2,200,1
30190,106703,1,200,1
30191,30139,2,200,1
30191,30127,2,200,2
30192,109301,1,200,1
30193,30164,2,200,1
30194,103602,1,200,1
30194,108302,1,200,2
30195,30165,2,200,1
30195,30166,2,200,2
30197,30147,2,200,1
30197,30107,2,200,2
30197,30016,2,200,3
30197,30115,2,200,4
30197,30034,2,200,5
30197,30138,2,200,6
30197,30037,2,200,7
30197,30011,2,200,8
30197,30134,2,200,9
30197,30146,2,200,10
30198,108601,1,200,1
30199,30168,2,200,1
30200,103902,1,200,1
30200,100303,1,200,2
30201,30169,2,200,1
30201,30170,2,200,2
30203,30172,2,200,1
30204,110701,1,200,1
30205,30173,2,200,1
30206,106402,1,200,1
30206,107402,1,200,2
30207,30174,2,200,1
30207,30175,2,200,2
30208,108801,1,200,1
30209,30147,2,200,1
30209,30131,2,200,2
30209,30016,2,200,3
30209,30139,2,200,4
30209,30110,2,200,5
30209,30151,2,200,6
30209,30123,2,200,7
30209,30152,2,200,8
30209,30111,2,200,9
30209,30160,2,200,10
30210,108901,1,200,1
30211,30177,2,200,1
30212,106803,1,200,1
30213,30178,2,200,1
30213,30179,2,200,2
30214,106003,1,200,1
30215,30161,2,200,1
30215,30101,2,200,2
30215,30156,2,200,3
30215,30148,2,200,4
30215,30037,2,200,5
30215,30130,2,200,6
30215,30134,2,200,7
30215,30141,2,200,8
30215,30149,2,200,9
30215,30160,2,200,10
30216,109101,1,200,1
30217,30182,2,200,1
30218,102902,1,200,1
30218,102502,1,200,2
30219,30183,2,200,1
30219,30184,2,200,2
30220,100101,1,200,137
30220,100201,1,200,136
30220,100301,1,200,135
30220,100401,1,200,134
30220,100601,1,200,133
30220,101001,1,200,132
30220,101301,1,200,131
30220,101701,1,200,130
30220,103001,1,200,129
30220,101501,1,200,128
30220,102601,1,200,127
30220,102301,1,200,126
30220,100302,1,200,125
30220,101302,1,200,124
30220,103801,1,200,123
30220,105001,1,200,122
30220,104601,1,200,121
30220,101601,1,200,120
30220,102402,1,200,119
30220,101802,1,200,118
30220,102001,1,200,117
30220,101201,1,200,116
30220,101402,1,200,115
30220,101102,1,200,114
30220,100501,1,200,113
30220,104001,1,200,112
30220,100102,1,200,111
30220,100402,1,200,110
30220,105801,1,200,109
30220,103701,1,200,108
30220,105602,1,200,107
30220,102801,1,200,106
30220,101901,1,200,105
30220,103002,1,200,104
30220,104502,1,200,103
30220,103901,1,200,102
30220,102501,1,200,101
30220,101702,1,200,100
30220,104002,1,200,99
30220,104801,1,200,98
30220,105901,1,200,97
30220,100602,1,200,96
30220,102302,1,200,95
30220,102201,1,200,94
30220,102101,1,200,93
30220,105202,1,200,92
30220,101502,1,200,91
30220,106901,1,200,90
30220,102602,1,200,89
30220,103702,1,200,88
30220,107101,1,200,87
30220,103301,1,200,86
30220,106801,1,200,85
30220,106701,1,200,84
30220,107401,1,200,83
30220,102002,1,200,82
30220,100502,1,200,81
30220,105101,1,200,80
30220,107201,1,200,79
30220,106002,1,200,78
30220,106102,1,200,77
30220,103101,1,200,76
30220,106401,1,200,75
30220,103802,1,200,74
30220,102202,1,200,73
30220,103401,1,200,72
30220,104401,1,200,71
30220,101002,1,200,70
30220,105902,1,200,69
30220,103601,1,200,68
30220,101303,1,200,67
30220,100702,1,200,66
30220,105301,1,200,65
30220,109801,1,200,64
30220,104602,1,200,63
30220,103502,1,200,62
30220,105002,1,200,61
30220,102901,1,200,60
30220,104201,1,200,59
30220,101902,1,200,58
30220,105802,1,200,57
30220,108701,1,200,56
30220,107801,1,200,55
30220,102102,1,200,54
30220,103402,1,200,53
30220,104901,1,200,52
30220,110001,1,200,51
30220,100802,1,200,50
30220,100902,1,200,49
30220,104701,1,200,48
30220,101602,1,200,47
30220,106802,1,200,46
30220,106702,1,200,45
30220,109901,1,200,44
30220,106501,1,200,43
30220,103102,1,200,42
30220,102702,1,200,41
30220,104301,1,200,40
30220,105701,1,200,39
30220,108501,1,200,38
30220,108301,1,200,37
30220,107102,1,200,36
30220,106902,1,200,35
30220,107601,1,200,34
30220,110501,1,200,33
30220,106202,1,200,32
30220,104102,1,200,31
30220,110601,1,200,30
30220,108401,1,200,29
30220,105102,1,200,28
30220,101202,1,200,27
30220,105501,1,200,26
30220,105302,1,200,25
30220,104802,1,200,24
30220,110401,1,200,23
30220,107001,1,200,22
30220,103202,1,200,21
30220,100202,1,200,20
30220,107701,1,200,19
30220,100703,1,200,18
30220,106703,1,200,17
30220,109301,1,200,16
30220,103602,1,200,15
30220,108302,1,200,14
30220,108601,1,200,13
30220,103902,1,200,12
30220,100303,1,200,11
30220,110701,1,200,10
30220,106402,1,200,9
30220,107402,1,200,8
30220,108801,1,200,7
30220,108901,1,200,6
30220,106803,1,200,5
30220,106003,1,200,4
30220,109101,1,200,3
30220,102902,1,200,2
30220,102502,1,200,1
30221,30161,2,200,1
30221,30147,2,200,2
30221,30053,2,200,3
30221,30114,2,200,4
30221,30153,2,200,5
30221,30112,2,200,6
30221,30130,2,200,7
30221,30157,2,200,8
30221,30134,2,200,9
30221,30163,2,200,10
30222,110801,1,200,1
30223,30187,2,200,1
30223,30188,2,200,2
30224,108001,1,200,1
30225,30161,2,200,1
30225,30178,2,200,2
30225,30173,2,200,3
30225,30165,2,200,4
30225,30164,2,200,5
30225,30138,2,200,6
30225,30153,2,200,7
30225,30172,2,200,8
30225,30141,2,200,9
30225,30157,2,200,10
30226,110901,1,200,1
30227,30193,2,200,1
30228,108502,1,200,1
30228,106502,1,200,2
30229,30195,2,200,1
30229,30196,2,200,2
30230,100402,1,200,1
30230,101002,1,200,2
30230,101402,1,200,3
30230,101802,1,200,4
30230,102202,1,200,5
30230,102901,1,200,6
30230,104002,1,200,7
30230,105902,1,200,8
30232,103503,1,200,1
30233,30198,2,200,1
30234,110201,1,200,1
30235,30161,2,200,1
30235,30147,2,200,2
30235,30154,2,200,3
30235,30139,2,200,4
30235,30183,2,200,5
30235,30138,2,200,6
30235,30123,2,200,7
30235,30037,2,200,8
30235,30172,2,200,9
30235,30157,2,200,10
30236,104503,1,200,1
30236,107202,1,200,2
30237,30199,2,200,1
30237,30201,2,200,2
30238,101201,1,200,1
30238,101202,1,200,2
30238,106901,1,200,3
30238,106902,1,200,4
30238,110401,1,200,5
30240,101303,1,200,1
30240,101602,1,200,2
30240,102002,1,200,3
30240,105701,1,200,4
30240,106401,1,200,5
30240,106701,1,200,6
30240,107601,1,200,7
30240,110601,1,200,8
30242,103203,1,200,1
30243,30202,2,200,1
30244,108201,1,200,1
30245,30161,2,200,1
30245,30107,2,200,2
30245,30168,2,200,3
30245,30173,2,200,4
30245,30175,2,200,5
30245,30151,2,200,6
30245,30130,2,200,7
30245,30172,2,200,8
30245,30141,2,200,9
30245,30134,2,200,10
30246,106103,1,200,1
30246,104402,1,200,2
30247,30206,2,200,1
30247,30204,2,200,2
30248,100802,1,200,1
30248,103101,1,200,2
30248,106202,1,200,3
30248,106802,1,200,4
30248,106901,1,200,5
30248,107001,1,200,6
30248,108401,1,200,7
30248,110501,1,200,8
30250,109401,1,200,1
30251,30161,2,200,1
30251,30178,2,200,2
30251,30183,2,200,3
30251,30123,2,200,4
30251,30170,2,200,5
30251,30177,2,200,6
30251,30166,2,200,7
30251,30179,2,200,8
30251,30134,2,200,9
30251,30149,2,200,10
30252,111901,1,200,1
30253,30207,2,200,1
30253,30208,2,200,2
30254,101002,1,200,1
30254,102801,1,200,2
30254,103802,1,200,3
30254,104102,1,200,4
30254,104201,1,200,5
30254,105302,1,200,6
30254,108501,1,200,7
30254,108701,1,200,8
30256,103003,1,200,1
30257,30209,2,200,1
30258,112001,1,200,1
30259,30178,2,200,1
30259,30053,2,200,2
30259,30184,2,200,3
30259,30182,2,200,4
30259,30170,2,200,5
30259,30153,2,200,6
30259,30130,2,200,7
30259,30172,2,200,8
30259,30141,2,200,9
30259,30149,2,200,10
30260,103703,1,200,1
30260,109902,1,200,2
30261,30210,2,200,1
30261,30211,2,200,2
30262,100401,1,200,1
30262,100601,1,200,2
30262,101402,1,200,3
30262,101902,1,200,4
30262,103401,1,200,5
30262,104602,1,200,6
30262,109801,1,200,7
30262,110001,1,200,8
30264,100101,1,200,155
30264,100201,1,200,154
30264,100301,1,200,153
30264,100401,1,200,152
30264,100601,1,200,151
30264,101001,1,200,150
30264,101301,1,200,149
30264,101701,1,200,148
30264,103001,1,200,147
30264,101501,1,200,146
30264,102601,1,200,145
30264,102301,1,200,144
30264,100302,1,200,143
30264,101302,1,200,142
30264,103801,1,200,141
30264,105001,1,200,140
30264,104601,1,200,139
30264,101601,1,200,138
30264,102402,1,200,137
30264,101802,1,200,136
30264,102001,1,200,135
30264,101201,1,200,134
30264,101402,1,200,133
30264,101102,1,200,132
30264,100501,1,200,131
30264,104001,1,200,130
30264,100102,1,200,129
30264,100402,1,200,128
30264,105801,1,200,127
30264,103701,1,200,126
30264,105602,1,200,125
30264,102801,1,200,124
30264,101901,1,200,123
30264,103002,1,200,122
30264,104502,1,200,121
30264,103901,1,200,120
30264,102501,1,200,119
30264,101702,1,200,118
30264,104002,1,200,117
30264,104801,1,200,116
30264,105901,1,200,115
30264,100602,1,200,114
30264,102302,1,200,113
30264,102201,1,200,112
30264,102101,1,200,111
30264,105202,1,200,110
30264,101502,1,200,109
30264,106901,1,200,108
30264,102602,1,200,107
30264,103702,1,200,106
30264,107101,1,200,105
30264,103301,1,200,104
30264,106801,1,200,103
30264,106701,1,200,102
30264,107401,1,200,101
30264,102002,1,200,100
30264,100502,1,200,99
30264,105101,1,200,98
30264,107201,1,200,97
30264,106002,1,200,96
30264,106102,1,200,95
30264,103101,1,200,94
30264,106401,1,200,93
30264,103802,1,200,92
30264,102202,1,200,91
30264,103401,1,200,90
30264,104401,1,200,89
30264,101002,1,200,88
30264,105902,1,200,87
30264,103601,1,200,86
30264,101303,1,200,85
30264,100702,1,200,84
30264,105301,1,200,83
30264,109801,1,200,82
30264,104602,1,200,81
30264,103502,1,200,80
30264,105002,1,200,79
30264,102901,1,200,78
30264,104201,1,200,77
30264,101902,1,200,76
30264,105802,1,200,75
30264,108701,1,200,74
30264,107801,1,200,73
30264,102102,1,200,72
30264,103402,1,200,71
30264,104901,1,200,70
30264,110001,1,200,69
30264,100802,1,200,68
30264,100902,1,200,67
30264,104701,1,200,66
30264,101602,1,200,65
30264,106802,1,200,64
30264,106702,1,200,63
30264,109901,1,200,62
30264,106501,1,200,61
30264,103102,1,200,60
30264,102702,1,200,59
30264,104301,1,200,58
30264,105701,1,200,57
30264,108501,1,200,56
30264,108301,1,200,55
30264,107102,1,200,54
30264,106902,1,200,53
30264,107601,1,200,52
30264,110501,1,200,51
30264,106202,1,200,50
30264,104102,1,200,49
30264,110601,1,200,48
30264,108401,1,200,47
30264,105102,1,200,46
30264,101202,1,200,45
30264,105501,1,200,44
30264,105302,1,200,43
30264,104802,1,200,42
30264,110401,1,200,41
30264,107001,1,200,40
30264,103202,1,200,39
30264,100202,1,200,38
30264,107701,1,200,37
30264,100703,1,200,36
30264,106703,1,200,35
30264,109301,1,200,34
30264,103602,1,200,33
30264,108302,1,200,32
30264,108601,1,200,31
30264,103902,1,200,30
30264,100303,1,200,29
30264,110701,1,200,28
30264,106402,1,200,27
30264,107402,1,200,26
30264,108801,1,200,25
30264,108901,1,200,24
30264,106803,1,200,23
30264,106003,1,200,22
30264,109101,1,200,21
30264,102902,1,200,20
30264,102502,1,200,19
30264,110801,1,200,18
30264,108001,1,200,17
30264,110901,1,200,16
30264,108502,1,200,15
30264,106502,1,200,14
30264,103503,1,200,13
30264,110201,1,200,12
30264,104503,1,200,11
30264,107202,1,200,10
30264,103203,1,200,9
30264,108201,1,200,8
30264,106103,1,200,7
30264,104402,1,200,6
30264,111901,1,200,5
30264,103003,1,200,4
30264,112001,1,200,3
30264,103703,1,200,2
30264,109902,1,200,1
30265,30214,2,200,1
30267,30161,2,200,1
30267,30178,2,200,2
30267,30173,2,200,3
30267,30182,2,200,4
30267,30183,2,200,5
30267,30187,2,200,6
30267,30153,2,200,7
30267,30172,2,200,8
30267,30179,2,200,9
30267,30149,2,200,10
30268,111601,1,200,1
30269,30215,2,200,1
30270,110502,1,200,1
30270,104702,1,200,2
30271,30218,2,200,1
30271,30219,2,200,2
30272,100501,1,200,1
30272,101001,1,200,2
30272,102201,1,200,3
30272,103102,1,200,4
30272,104001,1,200,5
30272,105102,1,200,6
30272,105301,1,200,7
30272,106501,1,200,8
30274,111001,1,200,1
30275,30222,2,200,1
30276,112101,1,200,1
30277,30161,2,200,1
30277,30196,2,200,2
30277,30175,2,200,3
30277,30183,2,200,4
30277,30153,2,200,5
30277,30187,2,200,6
30277,30130,2,200,7
30277,30172,2,200,8
30277,30134,2,200,9
30277,30179,2,200,10
30278,104202,1,200,1
30278,102403,1,200,2
30279,30223,2,200,1
30279,30224,2,200,2
30280,100102,1,200,1
30280,102102,1,200,2
30280,104802,1,200,3
30280,106902,1,200,4
30280,107102,1,200,5
30280,107201,1,200,6
30280,110401,1,200,7
30280,110501,1,200,8
30282,112401,1,200,1
30283,30161,2,200,1
30283,30178,2,200,2
30283,30175,2,200,3
30283,30183,2,200,4
30283,30187,2,200,5
30283,30177,2,200,6
30283,30201,2,200,7
30283,30172,2,200,8
30283,30198,2,200,9
30283,30188,2,200,10
30284,102303,1,200,1
30285,30226,2,200,1
30285,30227,2,200,2
30286,100202,1,200,1
30286,101202,1,200,2
30286,102702,1,200,3
30286,103902,1,200,4
30286,105501,1,200,5
30286,105901,1,200,6
30286,106802,1,200,7
30286,108601,1,200,8
30288,105003,1,200,1
30289,30228,2,200,1
30290,111101,1,200,1
30291,30206,2,200,1
30291,30193,2,200,2
30291,30175,2,200,3
30291,30187,2,200,4
30291,30172,2,200,5
30291,30201,2,200,6
30291,30179,2,200,7
30291,30198,2,200,8
30291,30207,2,200,9
30291,30188,2,200,10
30292,107702,1,200,1
30292,103302,1,200,2
30293,30229,2,200,1
30293,30230,2,200,2
30294,100303,1,200,1
30294,101502,1,200,2
30294,102502,1,200,3
30294,103602,1,200,4
30294,106402,1,200,5
30294,106803,1,200,6
30294,107402,1,200,7
30294,108301,1,200,8
30296,111701,1,200,1
30297,30232,2,200,1
30298,101103,1,200,1
30299,30206,2,200,1
30299,30210,2,200,2
30299,30209,2,200,3
30299,30173,2,200,4
30299,30193,2,200,5
30299,30208,2,200,6
30299,30214,2,200,7
30299,30187,2,200,8
30299,30201,2,200,9
30299,30207,2,200,10
30300,110402,1,200,1
30300,105702,1,200,2
30301,30233,2,200,1
30301,30234,2,200,2
30302,102602,1,200,1
30302,103102,1,200,2
30302,106003,1,200,3
30302,107001,1,200,4
30302,108801,1,200,5
30302,108901,1,200,6
30302,109101,1,200,7
30302,110801,1,200,8
30304,100403,1,200,1
30305,30236,2,200,1
30306,107901,1,200,1
30307,30206,2,200,1
30307,30210,2,200,2
30307,30209,2,200,3
30307,30208,2,200,4
30307,30175,2,200,5
30307,30204,2,200,6
30307,30187,2,200,7
30307,30172,2,200,8
30307,30201,2,200,9
30307,30207,2,200,10
30308,108702,1,200,1
30308,107802,1,200,2
30309,30237,2,200,1
30309,30238,2,200,2
30310,104102,1,200,1
30310,104201,1,200,2
30310,105101,1,200,3
30310,105302,1,200,4
30310,106103,1,200,5
30310,108501,1,200,6
30310,109301,1,200,7
30310,110901,1,200,8
30312,100101,1,200,175
30312,100201,1,200,174
30312,100301,1,200,173
30312,100401,1,200,172
30312,100601,1,200,171
30312,101001,1,200,170
30312,101301,1,200,169
30312,101701,1,200,168
30312,103001,1,200,167
30312,101501,1,200,166
30312,102601,1,200,165
30312,102301,1,200,164
30312,100302,1,200,163
30312,101302,1,200,162
30312,103801,1,200,161
30312,105001,1,200,160
30312,104601,1,200,159
30312,101601,1,200,158
30312,102402,1,200,157
30312,101802,1,200,156
30312,102001,1,200,155
30312,101201,1,200,154
30312,101402,1,200,153
30312,101102,1,200,152
30312,100501,1,200,151
30312,104001,1,200,150
30312,100102,1,200,149
30312,100402,1,200,148
30312,105801,1,200,147
30312,103701,1,200,146
30312,105602,1,200,145
30312,102801,1,200,144
30312,101901,1,200,143
30312,103002,1,200,142
30312,104502,1,200,141
30312,103901,1,200,140
30312,102501,1,200,139
30312,101702,1,200,138
30312,104002,1,200,137
30312,104801,1,200,136
30312,105901,1,200,135
30312,100602,1,200,134
30312,102302,1,200,133
30312,102201,1,200,132
30312,102101,1,200,131
30312,105202,1,200,130
30312,101502,1,200,129
30312,106901,1,200,128
30312,102602,1,200,127
30312,103702,1,200,126
30312,107101,1,200,125
30312,103301,1,200,124
30312,106801,1,200,123
30312,106701,1,200,122
30312,107401,1,200,121
30312,102002,1,200,120
30312,100502,1,200,119
30312,105101,1,200,118
30312,107201,1,200,117
30312,106002,1,200,116
30312,106102,1,200,115
30312,103101,1,200,114
30312,106401,1,200,113
30312,103802,1,200,112
30312,102202,1,200,111
30312,103401,1,200,110
30312,104401,1,200,109
30312,101002,1,200,108
30312,105902,1,200,107
30312,103601,1,200,106
30312,101303,1,200,105
30312,100702,1,200,104
30312,105301,1,200,103
30312,109801,1,200,102
30312,104602,1,200,101
30312,103502,1,200,100
30312,105002,1,200,99
30312,102901,1,200,98
30312,104201,1,200,97
30312,101902,1,200,96
30312,105802,1,200,95
30312,108701,1,200,94
30312,107801,1,200,93
30312,102102,1,200,92
30312,103402,1,200,91
30312,104901,1,200,90
30312,110001,1,200,89
30312,100802,1,200,88
30312,100902,1,200,87
30312,104701,1,200,86
30312,101602,1,200,85
30312,106802,1,200,84
30312,106702,1,200,83
30312,109901,1,200,82
30312,106501,1,200,81
30312,103102,1,200,80
30312,102702,1,200,79
30312,104301,1,200,78
30312,105701,1,200,77
30312,108501,1,200,76
30312,108301,1,200,75
30312,107102,1,200,74
30312,106902,1,200,73
30312,107601,1,200,72
30312,110501,1,200,71
30312,106202,1,200,70
30312,104102,1,200,69
30312,110601,1,200,68
30312,108401,1,200,67
30312,105102,1,200,66
30312,101202,1,200,65
30312,105501,1,200,64
30312,105302,1,200,63
30312,104802,1,200,62
30312,110401,1,200,61
30312,107001,1,200,60
30312,103202,1,200,59
30312,100202,1,200,58
30312,107701,1,200,57
30312,100703,1,200,56
30312,106703,1,200,55
30312,109301,1,200,54
30312,103602,1,200,53
30312,108302,1,200,52
30312,108601,1,200,51
30312,103902,1,200,50
30312,100303,1,200,49
30312,110701,1,200,48
30312,106402,1,200,47
30312,107402,1,200,46
30312,108801,1,200,45
30312,108901,1,200,44
30312,106803,1,200,43
30312,106003,1,200,42
30312,109101,1,200,41
30312,102902,1,200,40
30312,102502,1,200,39
30312,110801,1,200,38
30312,108001,1,200,37
30312,110901,1,200,36
30312,108502,1,200,35
30312,106502,1,200,34
30312,103503,1,200,33
30312,110201,1,200,32
30312,104503,1,200,31
30312,107202,1,200,30
30312,103203,1,200,29
30312,108201,1,200,28
30312,106103,1,200,27
30312,104402,1,200,26
30312,111901,1,200,25
30312,103003,1,200,24
30312,112001,1,200,23
30312,103703,1,200,22
30312,109902,1,200,21
30312,110502,1,200,20
30312,104702,1,200,19
30312,111001,1,200,18
30312,112101,1,200,17
30312,104202,1,200,16
30312,102403,1,200,15
30312,112401,1,200,14
30312,102303,1,200,13
30312,105003,1,200,12
30312,111101,1,200,11
30312,107702,1,200,10
30312,103302,1,200,9
30312,111701,1,200,8
30312,101103,1,200,7
30312,110402,1,200,6
30312,105702,1,200,5
