id,setlist_music_id,performer
10050149,100523,1034
10050150,100523,1060
10050151,100523,1061
10050152,100523,1062
10050153,100523,1063
10050154,100523,1066
10050155,100523,1067
10050156,100523,1068
10050157,100523,1072
10050158,100523,1076
10050159,100523,1107
10050160,100524,1001
10050161,100524,1003
10050162,100524,1006
10050163,100524,1008
10050164,100524,1009
10050165,100524,1011
10050166,100524,1014
10050167,100524,1016
10050168,100524,1024
10050169,100524,1026
10050170,100524,1030
10050171,100524,1034
10050172,100524,1060
10050173,100524,1061
10050174,100524,1062
10050175,100524,1063
10050176,100524,1066
10050177,100524,1067
10050178,100524,1068
10050179,100524,1072
10050180,100524,1076
10050181,100524,1107
10060001,100601,1003
10060002,100601,1006
10060003,100601,1007
10060004,100601,1011
10060005,100601,1014
10060006,100601,1038
10060007,100601,1040
10060008,100601,1046
10060009,100601,1048
10060010,100601,1049
10060011,100601,1052
10060012,100601,1060
10060013,100601,1062
10060014,100601,1063
10060015,100601,1064
10060016,100601,1065
10060017,100601,1066
10060018,100601,1067
10060019,100601,1068
10060020,100601,1070
10060021,100601,1088
10060022,100601,1105
10060023,100601,1107
10060024,100602,1038
10060025,100602,1040
10060026,100602,1048
10060027,100602,1049
10060028,100602,1060
10060029,100602,1062
10060030,100602,1063
10060031,100602,1088
10060032,100603,1011
10060033,100603,1014
10060034,100603,1040
10060035,100603,1048
10060036,100603,1063
10060037,100603,1066
10060038,100603,1088
10060039,100603,1105
10060040,100604,1052
10060041,100605,1040
10060042,100606,1006
10060043,100606,1038
10060044,100606,1046
10060045,100607,1040
10060046,100607,1048
10060047,100607,1052
10060048,100607,1067
10060049,100607,1068
10060050,100607,1088
10060051,100607,1105
10060052,100607,1107
10060053,100608,1007
10060054,100608,1014
10060055,100608,1049
10060056,100608,1067
10060057,100608,1068
10060058,100608,1070
10060059,100608,1105
10060060,100608,1107
10060061,100609,1070
10060062,100610,1049
10060063,100611,1006
10060064,100611,1046
10060065,100611,1052
10060066,100612,1046
10060067,100612,1064
10060068,100612,1065
10060069,100612,1066
10060070,100612,1068
10060071,100612,1107
10060072,100613,1006
10060073,100613,1038
10060074,100613,1060
10060075,100613,1062
10060076,100613,1065
10060077,100614,1011
10060078,100614,1038
10060079,100614,1046
10060080,100614,1049
10060081,100614,1052
10060082,100614,1064
10060083,100614,1088
10060084,100614,1107
10060085,100615,1003
10060086,100615,1007
10060087,100615,1105
10060088,100616,1006
10060089,100616,1007
10060090,100616,1060
10060091,100616,1064
10060092,100616,1065
10060093,100616,1067
10060094,100616,1068
10060095,100616,1088
10060096,100616,1105
10060097,100617,1038
10060098,100617,1046
10060099,100617,1049
10060100,100617,1052
10060101,100617,1066
10060102,100618,1040
10060103,100618,1048
10060104,100618,1064
10060105,100618,1065
10060106,100619,1003
10060107,100619,1007
10060108,100619,1011
10060109,100619,1014
10060110,100619,1048
10060111,100619,1060
10060112,100619,1067
10060113,100619,1068
10060114,100620,1006
10060115,100620,1011
10060116,100620,1014
10060117,100620,1062
10060118,100620,1063
10060119,100620,1066
10060120,100621,1003
10060131,100621,1060
10060132,100621,1062
10060133,100621,1063
10060134,100621,1064
10060135,100621,1065
10060136,100621,1066
10060160,100622,1067
10060161,100622,1068
10060166,100623,1003
10060167,100623,1006
10060168,100623,1007
10060169,100623,1011
10060170,100623,1014
10060171,100623,1038
10060172,100623,1040
10060173,100623,1046
10060174,100623,1048
10060175,100623,1049
10060176,100623,1052
10060177,100623,1060
10060178,100623,1062
10060179,100623,1063
10060180,100623,1064
10060181,100623,1065
10060182,100623,1066
10060183,100623,1067
10060184,100623,1068
10060185,100623,1070
10060186,100623,1088
10060187,100623,1105
10060188,100623,1107
10060189,100624,1003
10060190,100624,1006
10060191,100624,1007
10060192,100624,1011
10060193,100624,1014
10060194,100624,1038
10060195,100624,1040
10060196,100624,1046
10060197,100624,1048
10060198,100624,1049
10060199,100624,1052
10060200,100624,1060
10060201,100624,1062
10060202,100624,1063
10060203,100624,1064
10060204,100624,1065
10060205,100624,1066
10060206,100624,1067
10060207,100624,1068
10060208,100624,1070
10060209,100624,1088
10060210,100624,1105
10060211,100624,1107
10060212,100625,1003
10060213,100625,1006
10060214,100625,1007
10060215,100625,1011
10060216,100625,1014
10060217,100625,1038
10060218,100625,1040
10060219,100625,1046
10060220,100625,1048
10060221,100625,1049
10060222,100625,1052
10060223,100625,1060
10060224,100625,1062
10060225,100625,1063
10060226,100625,1064
10060227,100625,1065
10060228,100625,1066
10060229,100625,1067
10060230,100625,1068
10060231,100625,1070
10060232,100625,1088
10060233,100625,1105
10060234,100625,1107
10060235,100626,1003
10060236,100626,1007
10060237,100626,1105
10070001,100701,1001
10070002,100701,1003
10070003,100701,1006
10070004,100701,1017
10070005,100701,1026
10070006,100701,1030
10070007,100701,1034
10070008,100701,1045
10070009,100701,1057
10070010,100701,1060
10070011,100701,1062
10070012,100701,1063
10070013,100701,1067
10070014,100701,1068
10070015,100701,1083
10070017,100701,1088
10070018,100701,1089
10070019,100701,1090
10070020,100701,1091
10070021,100701,1099
10070022,100701,1102
10070023,100701,1103
10070024,100701,1104
10070025,100701,1108
10070026,100702,1090
10070027,100702,1091
10070028,100702,1102
10070029,100702,1103
10070030,100702,1108
10070031,100703,1006
10070032,100703,1026
10070033,100703,1030
10070034,100703,1034
10070035,100703,1045
10070036,100703,1057
10070037,100703,1060
10070038,100703,1062
10070039,100703,1063
10070040,100703,1104
10070041,100704,1003
10070042,100704,1017
10070043,100704,1083
10070045,100704,1090
10070046,100704,1091
10070047,100705,1001
10070048,100705,1026
10070049,100705,1030
10070050,100705,1060
10070051,100705,1063
10070052,100705,1099
10070053,100705,1104
10070054,100705,1108
10070055,100706,1060
10070056,100706,1063
10070057,100706,1083
10070058,100706,1102
10070059,100706,1103
10070060,100707,1030
10070061,100707,1057
10070062,100707,1062
10070063,100707,1089
10070064,100707,1090
10070065,100707,1091
10070066,100707,1099
10070071,100710,1006
10070072,100710,1034
10070073,100710,1045
10070074,100711,1003
10070075,100711,1017
10070076,100711,1026
10070077,100711,1057
10070078,100711,1108
10070079,100712,1006
10070080,100712,1034
10070081,100712,1045
10070082,100712,1088
10070083,100712,1089
10070084,100712,1090
10070085,100712,1099
10070086,100712,1102
10070087,100712,1103
10070088,100713,1017
10070089,100713,1057
10070090,100713,1104
10070091,100714,1003
10070092,100714,1017
10070093,100715,1001
10070094,100715,1006
10070095,100715,1034
10070096,100715,1045
10070097,100715,1062
10070098,100716,1026
10070099,100716,1030
10070100,100716,1057
10070101,100716,1067
10070102,100716,1083
10070104,100716,1088
10070105,100716,1104
10070106,100717,1001
10070107,100717,1003
10070108,100717,1006
10070109,100717,1017
10070110,100717,1034
10070111,100717,1045
10070112,100717,1060
10070113,100717,1062
10070114,100717,1063
10070115,100717,1091
10070116,100717,1099
10070117,100717,1102
10070118,100717,1103
10070119,100718,1001
10070120,100718,1003
10070121,100718,1067
10070122,100718,1068
10070124,100719,1068
10070125,100720,1067
10070126,100721,1088
10070127,100722,1089
10070128,100723,1068
10070129,100724,1067
10070130,100724,1068
10070131,100724,1088
10070132,100724,1089
10070133,100724,1102
10070134,100724,1108
10070135,100725,1001
10070136,100725,1003
10070137,100725,1006
10070138,100725,1017
10070139,100725,1026
10070140,100725,1030
10070141,100725,1034
10070142,100725,1045
10070143,100725,1057
10070144,100725,1060
10070145,100725,1062
10070146,100725,1063
10070147,100725,1067
10070148,100725,1068
10070149,100725,1083
10070151,100725,1088
10070152,100725,1089
10070153,100725,1090
10070154,100725,1091
10070155,100725,1099
10070156,100725,1102
10070157,100725,1103
10070158,100725,1104
10070159,100725,1108
10070160,100726,1001
10070161,100726,1003
10070162,100726,1006
10070163,100726,1017
10070164,100726,1026
10070165,100726,1030
10070166,100726,1034
10070167,100726,1045
10070168,100726,1057
10070169,100726,1060
10070170,100726,1062
10070171,100726,1063
10070172,100726,1067
10070173,100726,1068
10070174,100726,1083
10070176,100726,1088
10070177,100726,1089
10070178,100726,1090
10070179,100726,1091
10070180,100726,1099
10070181,100726,1102
10070182,100726,1103
10070183,100726,1104
10070184,100726,1108
10070185,100727,1001
10070186,100727,1003
10070187,100727,1006
10070188,100727,1017
10070189,100727,1026
10070190,100727,1030
10070191,100727,1034
10070192,100727,1045
10070193,100727,1057
10070194,100727,1060
10070195,100727,1062
10070196,100727,1063
10070197,100727,1067
10070198,100727,1068
10070199,100727,1083
10070201,100727,1088
10070202,100727,1089
10070203,100727,1090
10070204,100727,1091
10070205,100727,1099
10070206,100727,1102
10070207,100727,1103
10070208,100727,1104
10070209,100727,1108
10080001,100801,1001
10080002,100801,1003
10080003,100801,1007
10080004,100801,1014
