id,group_id,legend_bg_id,legend_bg_sub_id,has_unique_bg_env,image_id,difficulty,race_instance_id,season,weather,ground,legend_race_boss_npc_id,cost_num,drop_reward_odds_id,victory_reward_odds_id,first_clear_item_category_1,first_clear_item_id_1,first_clear_item_num_1,first_clear_item_category_2,first_clear_item_id_2,first_clear_item_num_2,first_clear_item_category_3,first_clear_item_id_3,first_clear_item_num_3,pick_up_item_category_1,pick_up_item_id_1,pick_up_item_num_1,pick_up_item_category_2,pick_up_item_id_2,pick_up_item_num_2,pick_up_item_category_3,pick_up_item_id_3,pick_up_item_num_3,notice_date,start_date,end_date
16,101306,79,111,0,101301,3,593002,1,1,1,125,1,10023,10024,102,101301,10,90,43,150,91,59,10000,102,101301,1,0,0,0,0,0,0,1624132800,1624132800,1624391999
17,101506,79,111,0,101501,3,593003,1,1,1,127,1,10025,10026,102,101501,10,90,43,150,91,59,10000,102,101501,1,0,0,0,0,0,0,1624392000,1624392000,1624651199
18,104506,79,111,0,104501,3,593001,1,1,1,181,1,10021,10022,102,104501,10,90,43,150,91,59,10000,102,104501,1,0,0,0,0,0,0,1624651200,1624651200,1624910399
19,102706,79,111,0,102701,3,594001,1,1,1,131,1,10029,10030,102,102701,10,90,43,150,91,59,10000,102,102701,1,0,0,0,0,0,0,1628650800,1628996400,1629230399
20,100206,78,111,0,100201,3,594002,1,1,1,133,1,10031,10032,102,100201,10,90,43,150,91,59,10000,102,100201,1,0,0,0,0,0,0,1629230400,1629230400,1629489599
21,100706,78,111,0,100701,3,594003,1,1,1,135,1,10033,10034,102,100701,10,90,43,150,91,59,10000,102,100701,1,0,0,0,0,0,0,1629489600,1629489600,1629748799
22,100406,78,111,0,100401,3,596001,4,1,1,137,1,10035,10036,102,100401,10,90,43,150,91,59,10000,102,100401,1,0,0,0,0,0,0,1631242800,1631588400,1631822399
23,100506,78,111,0,100501,3,596002,4,1,1,139,1,10037,10038,102,100501,10,90,43,150,91,59,10000,102,100501,1,0,0,0,0,0,0,1631822400,1631822400,1632081599
24,102606,78,111,0,102601,3,596003,4,1,1,141,1,10039,10040,102,102601,10,90,43,150,91,59,10000,102,102601,1,0,0,0,0,0,0,1632081600,1632081600,1632340799
26,105606,79,111,0,105601,3,595001,3,1,1,143,1,10041,10042,102,105601,10,90,43,150,91,59,10000,102,105601,1,0,0,0,0,0,0,1633921200,1634266800,1634500799
27,102006,79,111,0,102001,3,595002,3,1,1,145,1,10043,10044,102,102001,10,90,43,150,91,59,10000,102,102001,1,0,0,0,0,0,0,1634500800,1634500800,1634759999
28,102306,79,411,1,102301,3,595003,3,2,1,147,1,10045,10046,102,102301,10,90,43,150,91,59,10000,102,102301,1,0,0,0,0,0,0,1634760000,1634760000,1635019199
29,101806,24,111,0,101801,3,596501,3,1,1,149,1,10047,10048,102,101801,10,90,43,150,91,59,10000,102,101801,1,0,0,0,0,0,0,1636340400,1636686000,1636919999
30,103706,24,411,1,103701,3,596502,3,2,1,151,1,10049,10050,102,103701,10,90,43,150,91,59,10000,102,103701,1,0,0,0,0,0,0,1636920000,1636920000,1637179199
31,101906,24,411,1,101901,3,596503,3,3,3,153,1,10051,10052,102,101901,10,90,43,150,91,59,10000,102,101901,1,0,0,0,0,0,0,1637179200,1637179200,1637438399
33,106006,77,111,0,106001,3,595501,4,1,1,155,1,10053,10054,102,106001,10,90,43,150,91,59,10000,102,106001,1,0,0,0,0,0,0,1639796400,1640142000,1640375999
34,101106,77,411,1,101101,3,595502,4,2,1,157,1,10055,10056,102,101101,10,90,43,150,91,59,10000,102,101101,1,0,0,0,0,0,0,1640376000,1640376000,1640635199
35,100606,77,111,0,100601,3,595503,4,1,1,159,1,10057,10058,102,100601,10,90,43,150,91,59,10000,102,100601,1,0,0,0,0,0,0,1640635200,1640635200,1640894399
37,101206,78,111,0,101201,3,597001,4,1,1,161,1,10059,10060,102,101201,10,90,43,150,91,59,10000,102,101201,1,0,0,0,0,0,0,1643943600,1644289200,1644523199
38,105906,78,111,0,105901,3,597002,4,1,1,163,1,10061,10062,102,105901,10,90,43,150,91,59,10000,102,105901,1,0,0,0,0,0,0,1644523200,1644523200,1644782399
39,104006,78,411,1,104001,3,597003,4,2,1,165,1,10063,10064,102,104001,10,90,43,150,91,59,10000,102,104001,1,0,0,0,0,0,0,1644782400,1644782400,1645041599
41,103206,77,111,0,103201,3,597501,5,1,1,167,1,10065,10066,102,103201,10,90,43,150,91,59,10000,102,103201,1,0,0,0,0,0,0,1646276400,1646622000,1646855999
42,105006,77,111,0,105001,3,597502,5,1,1,169,1,10067,10068,102,105001,10,90,43,150,91,59,10000,102,105001,1,0,0,0,0,0,0,1646856000,1646856000,1647115199
43,101606,77,111,0,101601,3,597503,5,1,1,171,1,10069,10070,102,101601,10,90,43,150,91,59,10000,102,101601,1,0,0,0,0,0,0,1647115200,1647115200,1647374399
45,101307,79,111,0,101302,3,1200001,1,1,1,183,1,10071,10072,102,101302,10,90,43,150,91,59,10000,102,101302,1,0,0,0,0,0,0,1651806000,1652151600,1652385599
46,103006,79,111,0,103001,3,1200002,1,1,1,185,1,10073,10074,102,103001,10,90,43,150,91,59,10000,102,103001,1,0,0,0,0,0,0,1652385600,1652385600,1652644799
47,107406,79,411,1,107401,3,1200003,1,2,1,187,1,10075,10076,102,107401,10,90,43,150,91,59,10000,102,107401,1,0,0,0,0,0,0,1652644800,1652644800,1652903999
48,102106,78,111,0,102101,3,1200101,1,1,1,189,1,10077,10078,102,102101,10,90,43,150,91,59,10000,102,102101,1,0,0,0,0,0,0,1655694000,1656039600,1656273599
49,105806,78,111,0,105801,3,1200102,1,1,1,191,1,10079,10080,102,105801,10,90,43,150,91,59,10000,102,105801,1,0,0,0,0,0,0,1656273600,1656273600,1656532799
51,105106,77,411,1,105101,3,1200201,3,2,1,193,1,10081,10082,102,105101,10,90,43,150,91,59,10000,102,105101,1,0,0,0,0,0,0,1663556400,1663902000,1664135999
52,102806,77,111,0,102801,3,1200202,3,1,1,195,1,10083,10084,102,102801,10,90,43,150,91,59,10000,102,102801,1,0,0,0,0,0,0,1664136000,1664136000,1664395199
53,102206,79,111,0,102201,3,1200301,3,1,1,197,1,10085,10086,102,102201,10,90,43,150,91,59,10000,102,102201,1,0,0,0,0,0,0,1666148400,1666407600,1666641599
54,103906,79,111,0,103901,3,1200302,3,1,1,199,1,10087,10088,102,103901,10,90,43,150,91,59,10000,102,103901,1,0,0,0,0,0,0,1666641600,1666641600,1666900799
55,106406,77,111,0,106401,3,1200401,4,1,1,201,1,10089,10090,102,106401,10,90,43,150,91,59,10000,102,106401,1,0,0,0,0,0,0,1671678000,1671937200,1672171199
56,100906,77,111,0,100901,3,1200402,4,1,1,203,1,10091,10092,102,100901,10,90,43,150,91,59,10000,102,100901,1,0,0,0,0,0,0,1672171200,1672171200,1672430399
57,107206,78,111,0,107201,3,1200501,5,1,1,205,1,10093,10094,102,107201,10,90,43,150,91,59,10000,102,107201,1,0,0,0,0,0,0,1681873200,1682132400,1682366399
58,100307,78,111,0,100302,3,1200502,5,1,1,207,1,10095,10096,102,100302,10,90,43,150,91,59,10000,102,100302,1,0,0,0,0,0,0,1682366400,1682366400,1682625599
59,107806,24,111,0,107801,3,1200601,1,1,1,209,1,10097,10098,102,107801,10,90,43,150,91,59,10000,102,107801,1,0,0,0,0,0,0,1685847600,1685934000,1686167999
60,101907,24,111,0,101902,3,1200602,1,1,1,211,1,10099,10100,102,101902,10,90,43,150,91,59,10000,102,101902,1,0,0,0,0,0,0,1686168000,1686168000,1686427199
61,102407,78,411,1,102402,3,1200701,1,2,1,213,1,10101,10102,102,102402,10,90,43,150,91,59,10000,102,102402,1,0,0,0,0,0,0,1688526000,1688612400,1688846399
62,104406,78,111,0,104401,3,1200702,1,1,1,215,1,10103,10104,102,104401,10,90,43,150,91,59,10000,102,104401,1,0,0,0,0,0,0,1688846400,1688846400,1689105599
63,104606,114,131,1,104601,3,1200801,1,1,1,217,1,10105,10106,102,104601,10,90,43,150,91,59,10000,102,104601,1,0,0,0,0,0,0,1691463600,1691550000,1691783999
64,109806,114,431,1,109801,3,1200802,1,2,4,219,1,10107,10108,102,109801,10,90,43,150,91,59,10000,102,109801,1,0,0,0,0,0,0,1691784000,1691784000,1692043199
65,105306,77,111,0,105301,3,1200901,3,1,1,221,1,10109,10110,102,105301,10,90,43,150,91,59,10000,102,105301,1,0,0,0,0,0,0,1693882800,1693969200,1694203199
66,101007,77,111,0,101002,3,1200902,3,1,1,223,1,10111,10112,102,101002,10,90,43,150,91,59,10000,102,101002,1,0,0,0,0,0,0,1694203200,1694203200,1694462399
67,106806,79,111,0,106801,3,1201001,3,1,1,225,1,10113,10114,102,106801,10,90,43,150,91,59,10000,102,106801,1,0,0,0,0,0,0,1696388400,1696474800,1696708799
68,106706,79,411,1,106701,3,1201002,3,2,1,227,1,10115,10116,102,106701,10,90,43,150,91,59,10000,102,106701,1,0,0,0,0,0,0,1696708800,1696708800,1696967999
70,102107,24,111,0,102102,3,1201101,3,1,1,229,1,10117,10118,102,102102,10,90,43,150,91,59,10000,102,102102,1,0,0,0,0,0,0,1699153200,1699239600,1699473599
71,104806,24,411,1,104801,3,1201102,3,2,1,231,1,10119,10120,102,104801,10,90,43,150,91,59,10000,102,104801,1,0,0,0,0,0,0,1699473600,1699473600,1699732799
72,100607,77,111,0,100602,3,1201201,4,1,1,233,1,10121,10122,102,100602,10,90,43,150,91,59,10000,102,100602,1,0,0,0,0,0,0,1701831600,1701918000,1702151999
73,102506,77,111,0,102501,3,1201202,4,1,1,235,1,10123,10124,102,102501,10,90,43,150,91,59,10000,102,102501,1,0,0,0,0,0,0,1702152000,1702152000,1702411199
74,106906,78,111,0,106901,3,1201301,4,1,1,237,1,10125,10126,102,106901,10,90,43,150,91,59,10000,102,106901,1,0,0,0,0,0,0,1704250800,1704337200,1704571199
75,102607,78,411,1,102602,3,1201302,4,2,1,239,1,10127,10128,102,102602,10,90,43,150,91,59,10000,102,102602,1,0,0,0,0,0,0,1704571200,1704571200,1704830399
76,104206,88,111,0,104201,3,1201401,5,1,1,241,1,10129,10130,102,104201,10,90,43,150,91,59,10000,102,104201,1,0,0,0,0,0,0,1707274800,1707361200,1707595199
77,106107,88,411,1,106102,3,1201402,5,2,1,243,1,10131,10132,102,106102,10,90,43,150,91,59,10000,102,106102,1,0,0,0,0,0,0,1707595200,1707595200,1707854399
78,105706,77,411,1,105701,3,1201501,5,3,4,245,1,10133,10134,102,105701,10,90,43,150,91,59,10000,102,105701,1,0,0,0,0,0,0,1709694000,1709780400,1710014399
79,102007,77,111,0,102002,3,1201502,5,1,1,247,1,10135,10136,102,102002,10,90,43,150,91,59,10000,102,102002,1,0,0,0,0,0,0,1710014400,1710014400,1710273599
80,103406,79,111,0,103401,3,1201601,1,1,1,249,1,10137,10138,102,103401,10,90,43,150,91,59,10000,102,103401,1,0,0,0,0,0,0,1712113200,1712199600,1712433599
81,101507,79,411,1,101502,3,1201602,1,3,1,251,1,10139,10140,102,101502,10,90,43,150,91,59,10000,102,101502,1,0,0,0,0,0,0,1712433600,1712433600,1712692799
82,103106,24,111,0,103101,3,1201701,1,1,1,253,1,10141,10142,102,103101,10,90,43,150,91,59,10000,102,103101,1,0,0,0,0,0,0,1714791600,1714878000,1715111999
83,103306,24,111,0,103301,3,1201702,1,1,1,255,1,10143,10144,102,103301,10,90,43,150,91,59,10000,102,103301,1,0,0,0,0,0,0,1715112000,1715112000,1715371199
84,108506,24,411,1,108501,3,1201801,1,2,1,257,1,10145,10146,102,108501,10,90,43,150,91,59,10000,102,108501,1,0,0,0,0,0,0,1717729200,1717815600,1718049599
85,106506,24,411,1,106501,3,1201802,1,2,1,259,1,10147,10148,102,106501,10,90,43,150,91,59,10000,102,106501,1,0,0,0,0,0,0,1718049600,1718049600,1718308799
86,104906,78,111,1,104901,3,1201901,1,1,2,261,1,10149,10150,102,104901,10,90,43,150,91,59,10000,102,104901,1,0,0,0,0,0,0,1719975600,1720062000,1720295999
87,100707,78,411,1,100702,3,1201902,1,2,1,263,1,10151,10152,102,100702,10,90,43,150,91,59,10000,102,100702,1,0,0,0,0,0,0,1720296000,1720296000,1720555199
88,104607,114,131,0,104602,3,1202001,1,1,1,265,1,10153,10154,102,104602,10,90,43,150,91,59,10000,102,104602,1,0,0,0,0,0,0,1722999600,1723086000,1723319999
89,110007,114,431,1,110001,3,1202002,1,2,4,267,1,10155,10156,102,110001,10,90,43,150,91,59,10000,102,110001,1,0,0,0,0,0,0,1723320000,1723320000,1723579199
90,108706,77,411,1,108701,3,1202101,3,3,4,269,1,10157,10158,102,108701,10,90,43,150,91,59,20000,102,108701,1,0,0,0,0,0,0,1725418800,1725505200,1725739199
91,103807,77,411,1,103802,3,1202102,3,2,1,271,1,10159,10160,102,103802,10,90,43,150,91,59,20000,102,103802,1,0,0,0,0,0,0,1725739200,1725739200,1725998399
92,103007,79,111,0,103002,3,1202201,3,1,1,273,1,10161,10162,102,103002,10,90,43,150,91,59,20000,102,103002,1,0,0,0,0,0,0,1728097200,1728183600,1728417599
93,103606,79,111,0,103601,3,1202202,3,1,1,275,1,10163,10164,102,103601,10,90,43,150,91,59,20000,102,103601,1,0,0,0,0,0,0,1728417600,1728417600,1728676799
94,101707,24,411,1,101702,3,1202301,3,3,3,277,1,10165,10166,102,101702,10,90,43,150,91,59,20000,102,101702,1,0,0,0,0,0,0,1730516400,1730602800,1730836799
95,104706,24,111,0,104701,3,1202302,3,1,1,279,1,10167,10168,102,104701,10,90,43,150,91,59,20000,102,104701,1,0,0,0,0,0,0,1730836800,1730836800,1731095999
96,108306,77,111,0,108301,3,1202401,4,1,1,281,1,10169,10170,102,108301,10,90,43,150,91,59,20000,102,108301,1,0,0,0,0,0,0,1733281200,1733367600,1733601599
97,100907,77,111,0,100902,3,1202402,4,1,1,283,1,10171,10172,102,100902,10,90,43,150,91,59,20000,102,100902,1,0,0,0,0,0,0,1733601600,1733601600,1733860799
98,106206,77,111,0,106201,3,1202501,4,1,1,285,1,10173,10174,102,106201,10,90,43,150,91,59,20000,102,106201,1,0,0,0,0,0,0,1736046000,1736132400,1736366399
99,104807,77,111,0,104802,3,1202502,4,1,1,287,1,10175,10176,102,104802,10,90,43,150,91,59,20000,102,104802,1,0,0,0,0,0,0,1736366400,1736366400,1736625599
100,105506,78,411,1,105501,3,1202601,5,2,2,289,1,10177,10178,102,105501,10,90,43,150,91,59,20000,102,105501,1,0,0,0,0,0,0,1738810800,1738897200,1739131199
101,101807,78,111,0,101802,3,1202602,5,1,1,291,1,10179,10180,102,101802,10,90,43,150,91,59,20000,102,101802,1,0,0,0,0,0,0,1739131200,1739131200,1739390399
102,105107,78,111,0,105102,3,1202701,5,1,1,293,1,10181,10182,102,105102,10,90,43,150,91,59,20000,102,105102,1,0,0,0,0,0,0,1741057200,1741143600,1741377599
103,102906,78,111,0,102901,3,1202702,5,1,1,295,1,10183,10184,102,102901,10,90,43,150,91,59,20000,102,102901,1,0,0,0,0,0,0,1741377600,1741377600,1741636799
104,103207,77,111,0,103202,3,1202801,5,1,1,297,1,10185,10186,102,103202,10,90,43,150,91,59,20000,102,103202,1,0,0,0,0,0,0,1743735600,1743822000,1744055999
105,110506,77,411,1,110501,3,1202802,5,2,1,299,1,10187,10188,102,110501,10,90,43,150,91,59,20000,102,110501,1,0,0,0,0,0,0,1744056000,1744056000,1744315199
106,107606,79,111,0,107601,3,1202901,1,1,1,301,1,10189,10190,102,107601,10,90,43,150,91,59,20000,102,107601,1,0,0,0,0,0,0,1746500400,1746586800,1746820799
107,110606,79,111,0,110601,3,1202902,1,1,1,303,1,10191,10192,102,110601,10,90,43,150,91,59,20000,102,110601,1,0,0,0,0,0,0,1746820800,1746820800,1747079999
108,106907,24,111,0,10690102,3,1203001,1,1,1,305,1,10193,10194,102,106901,10,90,43,150,91,59,20000,102,106901,1,0,0,0,0,0,0,1749265200,1749351600,1749585599
109,107106,24,111,0,10710102,3,1203002,1,1,1,307,1,10195,10196,102,107101,10,90,43,150,91,59,20000,102,107101,1,0,0,0,0,0,0,1749585600,1749585600,1749844799
110,100207,78,111,0,100202,3,1203101,1,1,1,309,1,10197,10198,102,100202,10,90,43,150,91,59,20000,102,100202,1,0,0,0,0,0,0,1751684400,1751770800,1752004799
111,110706,78,111,0,110701,3,1203102,1,1,1,311,1,10199,10200,102,110701,10,90,43,150,91,59,20000,102,110701,1,0,0,0,0,0,0,1752004800,1752004800,1752263999
112,104107,77,411,1,104102,3,1203201,3,2,1,313,1,10201,10202,102,104102,10,90,43,150,91,59,20000,102,104102,1,0,0,0,0,0,0,1754449200,1754535600,1754769599
113,105406,77,111,0,105401,3,1203202,3,1,1,315,1,10203,10204,102,105401,10,90,43,150,91,59,20000,102,105401,1,0,0,0,0,0,0,1754769600,1754769600,1755028799
114,102207,79,111,0,102202,3,1203301,3,1,1,317,1,10205,10206,102,102202,10,90,43,150,91,59,20000,102,102202,1,0,0,0,0,0,0,1756868400,1756954800,1757188799
115,109106,79,111,0,109101,3,1203302,3,1,1,319,1,10207,10208,102,109101,10,90,43,150,91,59,20000,102,109101,1,0,0,0,0,0,0,1757188800,1757188800,1757447999
116,104507,79,111,0,104502,3,1203401,3,1,1,321,1,10209,10210,102,104502,10,90,43,150,91,59,20000,102,104502,1,0,0,0,0,0,0,1759719600,1759806000,1760039999
117,107706,79,111,0,107701,3,1203402,3,1,1,323,1,10211,10212,102,107701,10,90,43,150,91,59,20000,102,107701,1,0,0,0,0,0,0,1760040000,1760040000,1760299199
118,110406,24,111,0,110401,3,1203501,3,1,1,325,1,10213,10214,102,110401,10,90,43,150,91,59,20000,102,110401,1,0,0,0,0,0,0,1762225200,1762311600,1762545599
119,100807,24,411,1,100802,3,1203502,3,2,1,327,1,10215,10216,102,100802,10,90,43,150,91,59,20000,102,100802,1,0,0,0,0,0,0,1762545600,1762545600,1762804799
120,101607,77,111,0,101602,3,1203601,4,1,1,329,1,10217,10218,102,101602,10,90,43,150,91,59,20000,102,101602,1,0,0,0,0,0,0,1764903600,1764990000,1765223999
121,111906,77,111,0,111901,3,1203602,4,1,1,331,1,10219,10220,102,111901,10,90,43,150,91,59,20000,102,111901,1,0,0,0,0,0,0,1765224000,1765224000,1765483199
122,100407,78,111,0,100402,3,1203701,4,1,1,333,1,10221,10222,102,100402,10,90,43,150,91,59,20000,102,100402,1,0,0,0,0,0,0,1767495600,1767582000,1767815999
123,112406,78,111,0,112401,3,1203702,4,1,1,335,1,10223,10224,102,112401,10,90,43,150,91,59,20000,102,112401,1,0,0,0,0,0,0,1767816000,1767816000,1768075199
124,104306,24,111,0,104301,3,1203801,4,1,4,337,1,10225,10226,102,104301,10,90,43,150,91,59,20000,102,104301,1,0,0,0,0,0,0,1770433200,1770519600,1770753599
125,108006,24,411,1,108001,3,1203802,4,2,1,339,1,10227,10228,102,108001,10,90,43,150,91,59,20000,102,108001,1,0,0,0,0,0,0,1770753600,1770753600,1771012799
126,103407,79,111,0,103402,3,1203901,1,1,1,341,1,10229,10230,102,103402,10,90,43,150,91,59,20000,102,103402,1,0,0,0,0,0,0,1772679600,1772766000,1772999999
127,102307,78,411,1,102302,3,1203902,1,2,2,343,1,10231,10232,102,102302,10,90,43,150,91,59,20000,102,102302,1,0,0,0,0,0,0,1773000000,1773000000,1773259199
128,105007,77,111,0,105002,3,1204101,1,1,1,345,1,10233,10234,102,105002,10,90,43,150,91,59,20000,102,105002,1,0,0,0,0,0,0,1775271600,1775358000,1775591999
129,110806,77,411,1,110801,3,1204102,1,2,1,347,1,10235,10236,102,110801,10,90,43,150,91,59,20000,102,110801,1,0,0,0,0,0,0,1775592000,1775592000,1775851199
130,103507,24,411,1,103502,3,1204201,1,2,1,349,1,10237,10238,102,103502,10,90,43,150,91,59,20000,102,103502,1,0,0,0,0,0,0,1777950000,1778036400,1778270399
131,108406,24,411,1,108401,3,1204202,1,2,1,351,1,10239,10240,102,108401,10,90,43,150,91,59,20000,102,108401,1,0,0,0,0,0,0,1778270400,1778270400,1778529599
132,102707,79,411,1,102702,3,1204301,1,2,1,353,1,10241,10242,102,102702,10,90,43,150,91,59,20000,102,102702,1,0,0,0,0,0,0,1780974000,1781060400,1781294399
133,108806,78,411,1,108801,3,1204302,1,2,2,355,1,10243,10244,102,108801,10,90,43,150,91,59,20000,102,108801,1,0,0,0,0,0,0,1781294400,1781294400,1781553599
134,109906,114,431,1,109901,3,1204401,1,3,4,357,1,10245,10246,102,109901,10,90,43,150,91,59,20000,102,109901,1,0,0,0,0,0,0,1783134000,1783220400,1783454399
135,109807,114,431,1,109802,3,1204402,1,2,4,359,1,10247,10248,102,109802,10,90,43,150,91,59,20000,102,109802,1,0,0,0,0,0,0,1783454400,1783454400,1783713599
