campaign_id,chara_id,location_1,location_2,location_3
333,1074,171,178,175
333,1076,172,177,174
333,1078,172,178,175
333,1083,173,179,175
333,1085,173,179,175
333,1087,171,177,174
333,1098,171,177,174
333,1099,171,177,174
333,1100,172,178,175
333,1105,173,179,175
333,1054,173,179,176
333,1055,173,179,176
333,1070,173,179,176
333,1073,173,179,176
333,1077,173,179,176
333,1079,173,179,176
333,1080,173,179,176
333,1081,173,179,176
333,1082,173,179,176
333,1084,173,179,176
333,1086,173,179,176
333,1088,173,179,176
333,1089,173,179,176
333,1090,173,179,176
333,1091,173,179,176
333,1093,173,179,176
333,1094,173,179,176
333,1096,173,179,176
333,1097,173,179,176
333,1102,173,179,176
333,1104,173,179,176
333,1106,173,179,176
333,1107,173,179,176
333,1108,173,179,176
333,1109,173,179,176
333,1110,173,179,176
333,1111,173,179,176
333,1113,173,179,176
333,1115,173,179,176
333,1116,173,179,176
333,1117,173,179,176
333,1119,173,179,176
333,1120,173,179,176
333,1121,173,179,176
333,1124,173,179,176
333,1127,173,179,176
333,1131,173,179,176
333,1132,173,179,176
333,1133,173,179,176
370,1001,202,192,204
370,1002,202,197,205
370,1003,202,195,204
370,1004,202,194,203
370,1005,202,196,203
370,1006,202,182,204
370,1007,202,181,203
370,1008,202,189,203
370,1009,202,193,203
370,1010,202,201,205
370,1011,202,184,203
370,1012,202,197,204
370,1013,202,196,205
370,1014,202,191,203
370,1015,202,198,203
370,1016,202,187,203
370,1017,202,190,205
370,1018,202,195,205
370,1019,202,200,204
370,1020,202,183,204
370,1021,202,182,203
370,1022,202,199,205
370,1023,202,196,203
370,1024,202,198,203
370,1025,202,195,205
370,1026,202,189,204
370,1027,202,201,204
370,1028,202,182,204
370,1029,202,181,205
370,1030,202,181,204
370,1031,202,201,203
370,1032,202,195,203
370,1033,202,187,205
370,1034,202,182,203
370,1035,202,194,203
370,1036,202,200,205
370,1037,202,183,204
370,1038,202,199,203
370,1039,202,191,204
370,1040,202,199,205
370,1041,202,191,203
370,1042,202,198,203
370,1043,202,188,203
370,1044,202,192,205
370,1045,202,181,204
370,1046,202,200,203
370,1047,202,190,204
370,1048,202,199,205
370,1049,202,197,204
370,1050,202,188,205
370,1051,202,184,203
370,1052,202,181,203
370,1053,202,181,204
370,1055,202,192,203
370,1056,202,185,205
370,1057,202,190,205
370,1058,202,187,204
370,1059,202,190,203
370,1060,202,196,203
370,1061,202,186,205
370,1062,202,201,204
370,1064,202,198,203
370,1065,202,200,203
370,1066,202,200,203
370,1067,202,186,205
370,1068,202,181,203
370,1069,202,197,203
370,1070,202,190,203
370,1071,202,186,205
370,1072,202,183,203
370,1074,202,201,205
370,1076,202,199,204
370,1078,202,184,205
370,1083,202,197,205
370,1084,202,199,203
370,1085,202,186,205
370,1087,202,197,203
370,1098,202,188,203
370,1099,202,181,204
370,1100,202,183,204
370,1104,202,191,203
370,1105,202,187,205
370,1106,202,192,204
370,1054,202,197,204
370,1063,202,194,203
370,1073,202,270,204
370,1077,202,272,203
370,1079,202,269,204
370,1080,202,271,205
370,1081,202,270,203
370,1082,202,273,205
370,1086,202,274,203
370,1088,202,274,205
370,1089,202,274,203
370,1090,202,198,204
370,1091,202,275,203
370,1093,202,276,205
370,1094,202,276,203
370,1096,202,277,203
370,1097,202,199,205
370,1102,202,199,204
370,1107,202,278,204
370,1108,202,273,204
370,1109,202,181,203
370,1110,202,194,203
370,1111,202,197,205
370,1113,202,278,205
370,1115,202,199,203
370,1116,202,274,203
370,1117,202,196,204
370,1119,202,269,203
370,1120,202,192,205
370,1121,202,198,204
370,1124,202,271,203
370,1127,202,182,204
370,1131,202,270,203
370,1132,202,199,203
370,1133,202,197,205
663,1001,225,224,226
663,1002,225,224,226
663,1003,225,224,226
663,1004,225,224,226
663,1005,225,224,226
663,1006,225,224,226
663,1007,225,224,226
663,1008,225,224,226
663,1009,225,224,226
663,1010,225,224,226
663,1011,225,224,226
663,1012,225,224,226
663,1013,225,224,226
663,1014,225,224,226
663,1015,225,224,226
663,1016,225,224,226
663,1017,225,224,226
663,1018,225,224,226
663,1019,225,224,226
663,1020,225,224,226
663,1021,225,224,226
663,1022,225,224,226
663,1023,225,224,226
663,1024,225,224,226
663,1025,225,224,226
663,1026,225,224,226
663,1027,225,224,226
663,1028,225,224,226
663,1029,225,224,226
663,1030,225,224,226
663,1031,225,224,226
663,1032,225,224,226
663,1033,225,224,226
663,1034,225,224,226
663,1035,225,224,226
663,1036,225,224,226
663,1037,225,224,226
663,1038,225,224,226
663,1039,225,224,226
663,1040,225,224,226
663,1041,225,224,226
663,1042,225,224,226
663,1043,225,224,226
663,1044,225,224,226
663,1045,225,224,226
663,1046,225,224,226
663,1047,225,224,226
663,1048,225,224,226
663,1049,225,224,226
663,1050,225,224,226
663,1051,225,224,226
663,1052,225,224,226
663,1053,225,224,226
663,1054,225,224,226
663,1055,225,224,226
663,1056,225,224,226
663,1057,225,224,226
663,1058,225,224,226
663,1059,225,224,226
663,1060,225,224,226
663,1061,225,224,226
663,1062,225,224,226
663,1063,225,224,226
663,1064,225,224,226
663,1065,225,224,226
663,1066,225,224,226
663,1067,225,224,226
663,1068,225,224,226
663,1069,225,224,226
663,1070,225,224,226
663,1071,225,224,226
663,1072,225,224,226
663,1074,225,224,226
663,1076,225,224,226
663,1077,225,224,226
663,1078,225,224,226
663,1080,225,224,226
663,1082,225,224,226
663,1083,225,224,226
663,1084,225,224,226
663,1085,225,224,226
663,1086,225,224,226
663,1087,225,224,226
663,1088,225,224,226
663,1089,225,224,226
663,1091,225,224,226
663,1093,225,224,226
663,1094,225,224,226
663,1098,225,224,226
663,1099,225,224,226
663,1100,225,224,226
663,1102,225,224,226
663,1104,225,224,226
663,1105,225,224,226
663,1106,225,224,226
663,1107,225,224,226
663,1108,225,224,226
663,1109,225,224,226
663,1116,225,224,226
663,1119,225,224,226
663,1120,225,224,226
663,1073,225,224,226
663,1079,225,224,226
663,1081,225,224,226
663,1090,225,224,226
663,1096,225,224,226
663,1097,225,224,226
663,1110,225,224,226
663,1111,225,224,226
663,1113,225,224,226
663,1115,225,224,226
663,1117,225,224,226
663,1121,225,224,226
663,1124,225,224,226
663,1127,225,224,226
663,1131,225,224,226
663,1132,225,224,226
663,1133,225,224,226
279,1095,303,304,3
333,1095,173,179,176
370,1095,202,305,205
663,1095,225,224,226
279,1092,266,306,2
333,1092,173,179,176
370,1092,202,271,203
663,1092,225,224,226
279,1114,4,307,1
333,1114,173,179,176
370,1114,202,199,203
663,1114,225,224,226
279,1135,308,296,2
333,1135,173,179,176
370,1135,202,269,204
663,1135,225,224,226
279,1137,248,281,2
333,1137,173,179,176
370,1137,202,196,204
663,1137,225,224,226
279,1103,247,51,2
333,1103,173,179,176
370,1103,202,192,204
663,1103,225,224,226
279,1129,16,334,3
333,1129,173,179,176
370,1129,202,305,203
663,1129,225,224,226
279,1143,24,335,3
333,1143,173,179,176
370,1143,202,273,203
663,1143,225,224,226
279,1130,70,285,3
333,1130,173,179,176
370,1130,202,199,204
663,1130,225,224,226
279,1118,336,341,2
333,1118,173,179,176
370,1118,202,337,205
663,1118,225,224,226
279,1112,263,338,1
333,1112,173,179,176
370,1112,202,271,203
663,1112,225,224,226
279,1136,340,339,3
333,1136,173,179,176
370,1136,202,305,205
663,1136,225,224,226
279,1134,11,342,2
333,1134,173,179,176
370,1134,202,305,205
663,1134,225,224,226
