id,card_id,rank,skill_id,start_date
101302211,101302,5,101302211,1677207600
101303111,101303,3,101303111,1677207600
101303211,101303,5,101303211,1677207600
101401111,101401,3,101401111,1677207600
101401211,101401,5,101401211,1677207600
101402111,101402,3,101402111,1677207600
101402121,101402,3,101402121,1711940400
101402211,101402,5,101402211,1677207600
101501111,101501,3,101501111,1677207600
101501211,101501,5,101501211,1677207600
101502111,101502,3,101502111,1677207600
101502121,101502,3,101502121,1701399600
101502211,101502,5,101502211,1677207600
101601111,101601,3,101601111,1677207600
101601211,101601,5,101601211,1677207600
101602111,101602,3,101602111,1677207600
101602211,101602,5,101602211,1677207600
101701111,101701,3,101701111,1677207600
101701121,101701,3,101701121,1767582000
101701211,101701,5,101701211,1677207600
101702111,101702,3,101702111,1677207600
101702211,101702,5,101702211,1677207600
101801111,101801,3,101801111,1677207600
101801211,101801,5,101801211,1677207600
101802111,101802,3,101802111,1677207600
101802211,101802,5,101802211,1677207600
101802221,101802,5,101802221,1764558000
101901111,101901,3,101901111,1677207600
101901211,101901,5,101901211,1677207600
101901221,101901,5,101901221,1704337200
101902111,101902,3,101902111,1677207600
101902121,101902,3,101902121,1722481200
101902211,101902,5,101902211,1677207600
102001111,102001,3,102001111,1677207600
102001121,102001,3,102001121,1696215600
102001211,102001,5,102001211,1677207600
102002111,102002,3,102002111,1677207600
102002121,102002,3,102002121,1714532400
102002211,102002,5,102002211,1677207600
102101111,102101,3,102101111,1677207600
102101121,102101,3,102101121,1701399600
102101211,102101,5,102101211,1677207600
102102111,102102,3,102102111,1677207600
102102211,102102,5,102102211,1677207600
102102221,102102,5,102102221,1727751600
102201111,102201,3,102201111,1677207600
102201121,102201,3,102201121,1756695600
102201211,102201,5,102201211,1677207600
102202111,102202,3,102202111,1677207600
102202211,102202,5,102202211,1677207600
102202221,102202,5,102202221,1711940400
102301111,102301,3,102301111,1677207600
102301211,102301,5,102301211,1677207600
102302111,102302,3,102302111,1677207600
102302211,102302,5,102302211,1677207600
102303111,102303,3,102303111,1730170800
102303211,102303,5,102303211,1730170800
102401111,102401,3,102401111,1677207600
102401211,102401,5,102401211,1677207600
102402111,102402,3,102402111,1677207600
102402211,102402,5,102402211,1677207600
102403111,102403,3,102403111,1727665200
102403211,102403,5,102403211,1727665200
102501111,102501,3,102501111,1677207600
102501211,102501,5,102501211,1677207600
102502111,102502,3,102502111,1706670000
102502211,102502,5,102502211,1706670000
102503111,102503,3,102503111,1780023600
102503211,102503,5,102503211,1780023600
102601111,102601,3,102601111,1677207600
102601211,102601,5,102601211,1677207600
102602111,102602,3,102602111,1677207600
102602121,102602,3,102602121,1736132400
102602211,102602,5,102602211,1677207600
102701111,102701,3,102701111,1677207600
102701211,102701,5,102701211,1677207600
102702111,102702,3,102702111,1677207600
102702211,102702,5,102702211,1677207600
102702221,102702,5,102702221,1751338800
102801111,102801,3,102801111,1677207600
102801211,102801,5,102801211,1677207600
102801221,102801,5,102801221,1719802800
102802111,102802,3,102802111,1759114800
102802211,102802,5,102802211,1759114800
102901111,102901,3,102901111,1677207600
102901211,102901,5,102901211,1677207600
102901221,102901,5,102901221,1711940400
102902111,102902,3,102902111,1706670000
102902211,102902,5,102902211,1706670000
102902221,102902,5,102902221,1740970800
103001111,103001,3,103001111,1677207600
103001211,103001,5,103001211,1677207600
103002111,103002,3,103002111,1677207600
103002211,103002,5,103002211,1677207600
103003111,103003,3,103003111,1720494000
103003211,103003,5,103003211,1720494000
103101111,103101,3,103101111,1677207600
103101211,103101,5,103101211,1677207600
103102111,103102,3,103102111,1677207600
103102211,103102,5,103102211,1677207600
103103111,103103,3,103103111,1752202800
103103211,103103,5,103103211,1752202800
103201111,103201,3,103201111,1677207600
103201211,103201,5,103201211,1677207600
103202111,103202,3,103202111,1690772400
103202211,103202,5,103202211,1690772400
103203111,103203,3,103203111,1715310000
103203211,103203,5,103203211,1715310000
103301111,103301,3,103301111,1677207600
103301211,103301,5,103301211,1677207600
103302111,103302,3,103302111,1732762800
103302211,103302,5,103302211,1732762800
103401111,103401,3,103401111,1677207600
103401211,103401,5,103401211,1677207600
103401221,103401,5,103401221,1698807600
103402111,103402,3,103402111,1677207600
103402211,103402,5,103402211,1677207600
103402221,103402,5,103402221,1743476400
103501111,103501,3,103501111,1677207600
103501211,103501,5,103501211,1677207600
103502111,103502,3,103502111,1677207600
103502211,103502,5,103502211,1677207600
103503111,103503,3,103503111,1712631600
103503211,103503,5,103503211,1712631600
103601111,103601,3,103601111,1677207600
103601211,103601,5,103601211,1677207600
103602111,103602,3,103602111,1695956400
103602121,103602,3,103602121,1733108400
103602211,103602,5,103602211,1695956400
103701111,103701,3,103701111,1677207600
103701211,103701,5,103701211,1677207600
103702111,103702,3,103702111,1677207600
103702121,103702,3,103702121,1696215600
103702211,103702,5,103702211,1677207600
103703111,103703,3,103703111,1722222000
103703211,103703,5,103703211,1722222000
103801111,103801,3,103801111,1677207600
103801211,103801,5,103801211,1677207600
103802111,103802,3,103802111,1677207600
103802121,103802,3,103802121,1706756400
103802211,103802,5,103802211,1677207600
103901111,103901,3,103901111,1677207600
103901211,103901,5,103901211,1677207600
103902111,103902,3,103902111,1698634800
103902121,103902,3,103902121,1756695600
103902211,103902,5,103902211,1698634800
104001111,104001,3,104001111,1677207600
104001211,104001,5,104001211,1677207600
104001221,104001,5,104001221,1725246000
104002111,104002,3,104002111,1677207600
104002211,104002,5,104002211,1677207600
104003111,104003,3,104003111,1750993200
104003211,104003,5,104003211,1750993200
104101111,104101,3,104101111,1677207600
104101211,104101,5,104101211,1677207600
104102111,104102,3,104102111,1682650800
104102211,104102,5,104102211,1682650800
104103111,104103,3,104103111,1774839600
104103211,104103,5,104103211,1774839600
104201111,104201,3,104201111,1677207600
104201211,104201,5,104201211,1677207600
104202111,104202,3,104202111,1727665200
104202211,104202,5,104202211,1727665200
104301111,104301,3,104301111,1677207600
104301211,104301,5,104301211,1677207600
104301221,104301,5,104301221,1704337200
104401111,104401,3,104401111,1677207600
104401211,104401,5,104401211,1677207600
104401221,104401,5,104401221,1696215600
104402111,104402,3,104402111,1717038000
104402121,104402,3,104402121,1756695600
104402211,104402,5,104402211,1717038000
104501111,104501,3,104501111,1677207600
104501211,104501,5,104501211,1677207600
104502111,104502,3,104502111,1677207600
104502211,104502,5,104502211,1677207600
104503111,104503,3,104503111,1714446000
104503211,104503,5,104503211,1714446000
104601111,104601,3,104601111,1677207600
104601121,104601,3,104601121,1698807600
104601211,104601,5,104601211,1677207600
104602111,104602,3,104602111,1677207600
104602121,104602,3,104602121,1722481200
104602211,104602,5,104602211,1677207600
104603111,104603,3,104603111,1745982000
104603211,104603,5,104603211,1745982000
104701111,104701,3,104701111,1677207600
104701121,104701,3,104701121,1696215600
104701211,104701,5,104701211,1677207600
104702111,104702,3,104702111,1724986800
104702211,104702,5,104702211,1724986800
104801111,104801,3,104801111,1677207600
104801211,104801,5,104801211,1677207600
104802111,104802,3,104802111,1688007600
104802211,104802,5,104802211,1688007600
104802221,104802,5,104802221,1727751600
104803111,104803,3,104803111,1760065200
104803211,104803,5,104803211,1760065200
104901111,104901,3,104901111,1677207600
104901211,104901,5,104901211,1677207600
104902111,104902,3,104902111,1764298800
104902211,104902,5,104902211,1764298800
105001111,105001,3,105001111,1677207600
105001211,105001,5,105001211,1677207600
105002111,105002,3,105002111,1677207600
105002211,105002,5,105002211,1677207600
105003111,105003,3,105003111,1731034800
105003211,105003,5,105003211,1731034800
105101111,105101,3,105101111,1677207600
105101121,105101,3,105101121,1706756400
105101211,105101,5,105101211,1677207600
105102111,105102,3,105102111,1685329200
105102211,105102,5,105102211,1685329200
105102221,105102,5,105102221,1740970800
105201111,105201,3,105201111,1677207600
105201211,105201,5,105201211,1677207600
105202111,105202,3,105202111,1677207600
105202121,105202,3,105202121,1722481200
105202211,105202,5,105202211,1677207600
105301111,105301,3,105301111,1677207600
105301121,105301,3,105301121,1725246000
105301211,105301,5,105301211,1677207600
105302111,105302,3,105302111,1688007600
105302211,105302,5,105302211,1688007600
105401111,105401,3,105401111,1707879600
105401211,105401,5,105401211,1707879600
105501111,105501,3,105501111,1687143600
105501121,105501,3,105501121,1730430000
105501211,105501,5,105501211,1687143600
105502111,105502,3,105502111,1759114800
105502211,105502,5,105502211,1759114800
105601111,105601,3,105601111,1677207600
105601211,105601,5,105601211,1677207600
105602111,105602,3,105602111,1677207600
105602121,105602,3,105602121,1767582000
105602211,105602,5,105602211,1677207600
105701111,105701,3,105701111,1677207600
105701211,105701,5,105701211,1677207600
105701221,105701,5,105701221,1772420400
105702111,105702,3,105702111,1735268400
105702211,105702,5,105702211,1735268400
105801111,105801,3,105801111,1677207600
105801211,105801,5,105801211,1677207600
105802111,105802,3,105802111,1677207600
105802121,105802,3,105802121,1701399600
105802211,105802,5,105802211,1677207600
105901111,105901,3,105901111,1677207600
105901121,105901,3,105901121,1730430000
105901211,105901,5,105901211,1677207600
105902111,105902,3,105902111,1677207600
105902121,105902,3,105902121,1711940400
105902211,105902,5,105902211,1677207600
106001111,106001,3,106001111,1677207600
106001211,106001,5,106001211,1677207600
106002111,106002,3,106002111,1677207600
106002211,106002,5,106002211,1677207600
106003111,106003,3,106003111,1704769200
106003211,106003,5,106003211,1704769200
106003221,106003,5,106003221,1748833200
106101111,106101,3,106101111,1677207600
106101211,106101,5,106101211,1677207600
106102111,106102,3,106102111,1677207600
106102211,106102,5,106102211,1677207600
106103111,106103,3,106103111,1717038000
106103211,106103,5,106103211,1717038000
106103221,106103,5,106103221,1738551600
106201111,106201,3,106201111,1677207600
106201211,106201,5,106201211,1677207600
106202111,106202,3,106202111,1682650800
106202211,106202,5,106202211,1682650800
106202221,106202,5,106202221,1717383600
106301111,106301,3,106301111,1708743600
106301211,106301,5,106301211,1708743600
106302111,106302,3,106302111,1766718000
106302211,106302,5,106302211,1766718000
106401111,106401,3,106401111,1677207600
106401211,106401,5,106401211,1677207600
106401221,106401,5,106401221,1714532400
106402111,106402,3,106402111,1701313200
106402211,106402,5,106402211,1701313200
106501111,106501,3,106501111,1677207600
106501211,106501,5,106501211,1677207600
106502111,106502,3,106502111,1711681200
106502211,106502,5,106502211,1711681200
106601111,106601,3,106601111,1677207600
106601211,106601,5,106601211,1677207600
106701111,106701,3,106701111,1677207600
106701121,106701,3,106701121,1698807600
106701211,106701,5,106701211,1677207600
106702111,106702,3,106702111,1677207600
106702211,106702,5,106702211,1677207600
106703111,106703,3,106703111,1694401200
106703211,106703,5,106703211,1694401200
106801111,106801,3,106801111,1677207600
106801211,106801,5,106801211,1677207600
106801221,106801,5,106801221,1772420400
106802111,106802,3,106802111,1677207600
106802211,106802,5,106802211,1677207600
106803111,106803,3,106803111,1703732400
106803211,106803,5,106803211,1703732400
106901111,106901,3,106901111,1677207600
106901121,106901,3,106901121,1717383600
106901211,106901,5,106901211,1677207600
106902111,106902,3,106902111,1680058800
106902211,106902,5,106902211,1680058800
107001111,107001,3,107001111,1689908400
107001211,107001,5,107001211,1689908400
107001221,107001,5,107001221,1717383600
107002111,107002,3,107002111,1744254000
107002121,107002,3,107002121,1780282800
107002211,107002,5,107002211,1744254000
107101111,107101,3,107101111,1677207600
107101211,107101,5,107101211,1677207600
107102111,107102,3,107102111,1680058800
107102121,107102,3,107102121,1727751600
107102211,107102,5,107102211,1680058800
107201111,107201,3,107201111,1677207600
107201211,107201,5,107201211,1677207600
107201221,107201,5,107201221,1704337200
107202111,107202,3,107202111,1714446000
107202211,107202,5,107202211,1714446000
107301111,107301,3,107301111,1739502000
107301211,107301,5,107301211,1739502000
107401111,107401,3,107401111,1677207600
107401211,107401,5,107401211,1677207600
107402111,107402,3,107402111,1701313200
107402211,107402,5,107402211,1701313200
107601111,107601,3,107601111,1681095600
107601211,107601,5,107601211,1681095600
107602111,107602,3,107602111,1766718000
107602211,107602,5,107602211,1766718000
107701111,107701,3,107701111,1692846000
107701211,107701,5,107701211,1692846000
107702111,107702,3,107702111,1732762800
107702211,107702,5,107702211,1732762800
107703111,107703,3,107703111,1782702000
107703211,107703,5,107703211,1782702000
107801111,107801,3,107801111,1677207600
107801211,107801,5,107801211,1677207600
107801221,107801,5,107801221,1706756400
107802111,107802,3,107802111,1738292400
107802211,107802,5,107802211,1738292400
107901111,107901,3,107901111,1737342000
107901211,107901,5,107901211,1737342000
108001111,108001,3,108001111,1710212400
108001211,108001,5,108001211,1710212400
108002111,108002,3,108002111,1761706800
108002211,108002,5,108002211,1761706800
108101111,108101,3,108101111,1757386800
108101211,108101,5,108101211,1757386800
108201111,108201,3,108201111,1716174000
108201211,108201,5,108201211,1716174000
108202111,108202,3,108202111,1774839600
108202211,108202,5,108202211,1774839600
108301111,108301,3,108301111,1679281200
108301211,108301,5,108301211,1679281200
108302111,108302,3,108302111,1695956400
108302211,108302,5,108302211,1695956400
108401111,108401,3,108401111,1684465200
108401211,108401,5,108401211,1684465200
108402111,108402,3,108402111,1743390000
108402211,108402,5,108402211,1743390000
108501111,108501,3,108501111,1678417200
108501121,108501,3,108501121,1759287600
108501211,108501,5,108501211,1678417200
108502111,108502,3,108502111,1711681200
108502211,108502,5,108502211,1711681200
108601111,108601,3,108601111,1697684400
108601211,108601,5,108601211,1697684400
108602111,108602,3,108602111,1748574000
108602211,108602,5,108602211,1748574000
108701111,108701,3,108701111,1677207600
108701211,108701,5,108701211,1677207600
108702111,108702,3,108702111,1738292400
108702211,108702,5,108702211,1738292400
108801111,108801,3,108801111,1702263600
108801211,108801,5,108801211,1702263600
108802111,108802,3,108802111,1753930800
108802211,108802,5,108802211,1753930800
108901111,108901,3,108901111,1703041200
108901211,108901,5,108901211,1703041200
108902111,108902,3,108902111,1753930800
108902211,108902,5,108902211,1753930800
109001111,109001,3,109001111,1747018800
109001211,109001,5,109001211,1747018800
109101111,109101,3,109101111,1705633200
109101211,109101,5,109101211,1705633200
109102111,109102,3,109102111,1755140400
109102211,109102,5,109102211,1755140400
109201111,109201,3,109201111,1760788800
109201211,109201,5,109201211,1760788800
109301111,109301,3,109301111,1695178800
109301121,109301,3,109301121,1764558000
109301211,109301,5,109301211,1695178800
109302111,109302,3,109302111,1756436400
109302211,109302,5,109302211,1756436400
109401111,109401,3,109401111,1718247600
109401211,109401,5,109401211,1718247600
109401221,109401,5,109401221,1718247600
109402111,109402,3,109402111,1777518000
109402211,109402,5,109402211,1777518000
109501111,109501,3,109501111,1758250800
109501211,109501,5,109501211,1758250800
109601111,109601,3,109601111,1742526000
109601211,109601,5,109601211,1742526000
109701111,109701,3,109701111,1756004400
109701211,109701,5,109701211,1756004400
109701221,109701,5,109701221,1756004400
109801111,109801,3,109801111,1677207600
109801211,109801,5,109801211,1677207600
109802111,109802,3,109802111,1745982000
109802211,109802,5,109802211,1745982000
109802221,109802,5,109802221,1775012400
109901111,109901,3,109901111,1677207600
109901211,109901,5,109901211,1677207600
109901221,109901,5,109901221,1746068400
109902111,109902,3,109902111,1722222000
109902211,109902,5,109902211,1722222000
110001111,110001,3,110001111,1677207600
110001121,110001,3,110001121,1722481200
110001211,110001,5,110001211,1677207600
110002111,110002,3,110002111,1762743600
110002211,110002,5,110002211,1762743600
110201111,110201,3,110201111,1713495600
110201211,110201,5,110201211,1713495600
110201221,110201,5,110201221,1754017200
110202111,110202,3,110202111,1769742000
110202211,110202,5,110202211,1769742000
110301111,110301,3,110301111,1771038000
110301211,110301,5,110301211,1771038000
110401111,110401,3,110401111,1688958000
110401211,110401,5,110401211,1688958000
110402111,110402,3,110402111,1735268400
110402211,110402,5,110402211,1735268400
110501111,110501,3,110501111,1681873200
110501211,110501,5,110501211,1681873200
110502111,110502,3,110502111,1724986800
110502211,110502,5,110502211,1724986800
110601111,110601,3,110601111,1683687600
110601121,110601,3,110601121,1714532400
110601211,110601,5,110601211,1683687600
110602111,110602,3,110602111,1756436400
110602211,110602,5,110602211,1756436400
110701111,110701,3,110701111,1700449200
110701211,110701,5,110701211,1700449200
110702111,110702,3,110702111,1743390000
110702211,110702,5,110702211,1743390000
110801111,110801,3,110801111,1708743600
110801211,110801,5,110801211,1708743600
110901111,110901,3,110901111,1710990000
110901121,110901,3,110901121,1770001200
110901211,110901,5,110901211,1710990000
110902111,110902,3,110902111,1753153200
110902211,110902,5,110902211,1753153200
111001111,111001,3,111001111,1725937200
111001211,111001,5,111001211,1725937200
111002111,111002,3,111002111,1748574000
111002211,111002,5,111002211,1748574000
111101111,111101,3,111101111,1731898800
111101211,111101,5,111101211,1731898800
111201111,111201,3,111201111,1778468400
111201211,111201,5,111201211,1778468400
111301111,111301,3,111301111,1753153200
111301211,111301,5,111301211,1753153200
111401111,111401,3,111401111,1763521200
111401211,111401,5,111401211,1763521200
111501111,111501,3,111501111,1740366000
111501211,111501,5,111501211,1740366000
111501221,111501,5,111501221,1740366000
111601111,111601,3,111601111,1724468400
111601211,111601,5,111601211,1724468400
111601221,111601,5,111601221,1724468400
111602111,111602,3,111602111,1780023600
111602211,111602,5,111602211,1780023600
111701111,111701,3,111701111,1733799600
111701121,111701,3,111701121,1782874800
111701211,111701,5,111701211,1733799600
111801111,111801,3,111801111,1776654000
111801211,111801,5,111801211,1776654000
111901111,111901,3,111901111,1719370800
111901211,111901,5,111901211,1719370800
111902111,111902,3,111902111,1764298800
111902211,111902,5,111902211,1764298800
112001111,112001,3,112001111,1721358000
112001121,112001,3,112001121,1777604400
112001211,112001,5,112001211,1721358000
112101111,112101,3,112101111,1726801200
112101211,112101,5,112101211,1726801200
112401111,112401,3,112401111,1728615600
112401211,112401,5,112401211,1728615600
112402111,112402,3,112402111,1767841200
112402211,112402,5,112402211,1767841200
112701111,112701,3,112701111,1745204400
112701211,112701,5,112701211,1745204400
112901111,112901,3,112901111,1771902000
112901211,112901,5,112901211,1771902000
112901221,112901,5,112901221,1771902000
113001111,113001,3,113001111,1775790000
113001211,113001,5,113001211,1775790000
113101111,113101,3,113101111,1741662000
113101211,113101,5,113101211,1741662000
113201111,113201,3,113201111,1747796400
113201211,113201,5,113201211,1747796400
113202111,113202,3,113202111,1773198000
113202211,113202,5,113202211,1773198000
113301111,113301,3,113301111,1749783600
113301211,113301,5,113301211,1749783600
113401111,113401,3,113401111,1781492400
113401211,113401,5,113401211,1781492400
113501111,113501,3,113501111,1766322600
113501211,113501,5,113501211,1766322600
113501221,113501,5,113501221,1766322600
113601111,113601,3,113601111,1779246000
113601211,113601,5,113601211,1779246000
113701111,113701,3,113701111,1768791600
113701211,113701,5,113701211,1768791600
114301111,114301,3,114301111,1773889200
114301211,114301,5,114301211,1773889200
