id,item_place_id,start_date,end_date
104802,104802,2023/6/29 12:00:00,2050/1/1 0:00:00
104803,104803,2025/10/10 12:00:00,2050/1/1 0:00:00
104901,104901,2022/11/9 12:00:00,2050/1/1 0:00:00
104902,104902,2025/11/28 12:00:00,2050/1/1 0:00:00
105001,105001,2021/4/26 12:00:00,2050/1/1 0:00:00
105002,105002,2022/8/29 12:00:00,2050/1/1 0:00:00
105003,105003,2024/11/8 12:00:00,2050/1/1 0:00:00
105101,105101,2022/4/11 12:00:00,2050/1/1 0:00:00
105102,105102,2023/5/29 12:00:00,2050/1/1 0:00:00
105201,105201,2017/1/1 0:00:00,2050/1/1 0:00:00
105202,105202,2021/12/31 12:00:00,2050/1/1 0:00:00
105301,105301,2022/8/10 12:00:00,2050/1/1 0:00:00
105302,105302,2023/6/29 12:00:00,2050/1/1 0:00:00
105401,105401,2024/2/14 12:00:00,2050/1/1 0:00:00
105501,105501,2023/6/19 12:00:00,2050/1/1 0:00:00
105502,105502,2025/09/29 12:00:00,2050/1/1 0:00:00
105601,105601,2017/1/1 0:00:00,2050/1/1 0:00:00
105602,105602,2021/8/30 12:00:00,2050/1/1 0:00:00
105701,105701,2023/2/24 12:00:00,2050/1/1 0:00:00
105702,105702,2024/12/27 12:00:00,2050/1/1 0:00:00
105801,105801,2021/8/11 12:00:00,2050/1/1 0:00:00
105802,105802,2022/9/29 12:00:00,2050/1/1 0:00:00
105901,105901,2021/11/19 12:00:00,2050/1/1 0:00:00
105902,105902,2022/6/30 12:00:00,2050/1/1 0:00:00
106001,106001,2017/1/1 0:00:00,2050/1/1 0:00:00
106002,106002,2022/4/28 12:00:00,2050/1/1 0:00:00
106003,106003,2024/1/9 12:00:00,2050/1/1 0:00:00
106101,106101,2017/1/1 0:00:00,2050/1/1 0:00:00
106102,106102,2022/4/28 12:00:00,2050/1/1 0:00:00
106103,106103,2024/5/30 12:00:00,2050/1/1 0:00:00
106201,106201,2022/2/24 12:00:00,2050/1/1 0:00:00
106202,106202,2023/4/28 12:00:00,2050/1/1 0:00:00
106301,106301,2024/2/24 12:00:00,2050/1/1 0:00:00
106302,106302,2025/12/26 12:00:00,2050/1/1 0:00:00
106401,106401,2022/5/20 12:00:00,2050/1/1 0:00:00
106402,106402,2023/11/30 12:00:00,2050/1/1 0:00:00
106501,106501,2023/1/20 12:00:00,2050/1/1 0:00:00
106502,106502,2024/3/29 12:00:00,2050/1/1 0:00:00
106601,106601,2023/2/24 12:00:00,2050/1/1 0:00:00
106701,106701,2022/3/7 12:00:00,2050/1/1 0:00:00
106702,106702,2022/12/29 12:00:00,2050/1/1 0:00:00
106703,106703,2023/9/11 12:00:00,2050/1/1 0:00:00
106801,106801,2022/2/24 12:00:00,2050/1/1 0:00:00
106802,106802,2022/12/29 12:00:00,2050/1/1 0:00:00
106803,106803,2023/12/20 12:00:00,2050/1/1 0:00:00
106901,106901,2022/1/20 12:00:00,2050/1/1 0:00:00
106902,106902,2023/3/29 12:00:00,2050/1/1 0:00:00
107001,107001,2023/7/21 12:00:00,2050/1/1 0:00:00
107002,107002,2025/04/10 12:00:00,2050/1/1 0:00:00
107101,107101,2022/2/8 12:00:00,2050/1/1 0:00:00
107102,107102,2023/3/29 12:00:00,2050/1/1 0:00:00
107201,107201,2022/4/19 12:00:00,2050/1/1 0:00:00
107202,107202,2024/4/30 12:00:00,2050/1/1 0:00:00
107301,107301,2025/02/14 12:00:00,2050/1/1 0:00:00
107401,107401,2022/3/18 12:00:00,2050/1/1 0:00:00
107402,107402,2023/11/30 12:00:00,2050/1/1 0:00:00
107601,107601,2023/4/10 12:00:00,2050/1/1 0:00:00
107602,107602,2025/12/26 12:00:00,2050/1/1 0:00:00
107701,107701,2023/8/24 12:00:00,2050/1/1 0:00:00
107702,107702,2024/11/28 12:00:00,2050/1/1 0:00:00
107703,107703,2026/06/29 12:00:00,2050/1/1 0:00:00
107801,107801,2022/10/19 12:00:00,2050/1/1 0:00:00
107802,107802,2025/01/31 12:00:00,2050/1/1 0:00:00
107901,107901,2025/01/20 12:00:00,2050/1/1 0:00:00
108001,108001,2024/3/12 12:00:00,2050/1/1 0:00:00
108002,108002,2025/10/29 12:00:00,2050/1/1 0:00:00
108101,108101,2025/09/09 12:00:00,2050/1/1 0:00:00
108201,108201,2024/5/20 12:00:00,2050/1/1 0:00:00
108202,108202,2026/03/30 12:00:00,2050/1/1 0:00:00
108301,108301,2023/3/20 12:00:00,2050/1/1 0:00:00
108302,108302,2023/9/29 12:00:00,2050/1/1 0:00:00
108401,108401,2023/5/19 12:00:00,2050/1/1 0:00:00
108402,108402,2025/03/31 12:00:00,2050/1/1 0:00:00
108501,108501,2023/3/10 12:00:00,2050/1/1 0:00:00
108502,108502,2024/3/29 12:00:00,2050/1/1 0:00:00
108601,108601,2023/10/19 12:00:00,2050/1/1 0:00:00
108602,108602,2025/05/30 12:00:00,2050/1/1 0:00:00
108701,108701,2022/10/11 12:00:00,2050/1/1 0:00:00
108702,108702,2025/01/31 12:00:00,2050/1/1 0:00:00
108801,108801,2023/12/11 12:00:00,2050/1/1 0:00:00
108802,108802,2025/07/31 12:00:00,2050/1/1 0:00:00
108901,108901,2023/12/20 12:00:00,2050/1/1 0:00:00
108902,108902,2025/07/31 12:00:00,2050/1/1 0:00:00
109001,109001,2025/05/12 12:00:00,2050/1/1 0:00:00
109101,109101,2024/1/19 12:00:00,2050/1/1 0:00:00
109102,109102,2025/08/14 12:00:00,2050/1/1 0:00:00
109201,109201,2025/10/18 21:00:00,2050/1/1 0:00:00
109301,109301,2023/9/20 12:00:00,2050/1/1 0:00:00
109302,109302,2025/08/29 12:00:00,2050/1/1 0:00:00
109401,109401,2024/6/13 12:00:00,2050/1/1 0:00:00
109402,109402,2026/04/30 12:00:00,2050/1/1 0:00:00
109501,109501,2025/09/19 12:00:00,2050/1/1 0:00:00
109601,109601,2025/03/21 12:00:00,2050/1/1 0:00:00
109701,109701,2025/08/24 12:00:00,2050/1/1 0:00:00
109801,109801,2022/8/19 12:00:00,2050/1/1 0:00:00
109802,109802,2025/04/30 12:00:00,2050/1/1 0:00:00
109901,109901,2023/1/10 12:00:00,2050/1/1 0:00:00
109902,109902,2024/7/29 12:00:00,2050/1/1 0:00:00
110001,110001,2022/11/17 12:00:00,2050/1/1 0:00:00
110002,110002,2025/11/10 12:00:00,2050/1/1 0:00:00
110201,110201,2024/4/19 12:00:00,2050/1/1 0:00:00
110202,110202,2026/01/30 12:00:00,2050/1/1 0:00:00
110301,110301,2026/02/14 12:00:00,2050/1/1 0:00:00
110401,110401,2023/7/10 12:00:00,2050/1/1 0:00:00
110402,110402,2024/12/27 12:00:00,2050/1/1 0:00:00
110501,110501,2023/4/19 12:00:00,2050/1/1 0:00:00
110502,110502,2024/8/30 12:00:00,2050/1/1 0:00:00
110601,110601,2023/5/10 12:00:00,2050/1/1 0:00:00
110602,110602,2025/08/29 12:00:00,2050/1/1 0:00:00
110701,110701,2023/11/20 12:00:00,2050/1/1 0:00:00
110702,110702,2025/03/31 12:00:00,2050/1/1 0:00:00
110801,110801,2024/2/24 12:00:00,2050/1/1 0:00:00
110901,110901,2024/3/21 12:00:00,2050/1/1 0:00:00
110902,110902,2025/07/22 12:00:00,2050/1/1 0:00:00
111001,111001,2024/9/10 12:00:00,2050/1/1 0:00:00
111002,111002,2025/05/30 12:00:00,2050/1/1 0:00:00
111101,111101,2024/11/18 12:00:00,2050/1/1 0:00:00
111201,111201,2026/05/11 12:00:00,2050/1/1 0:00:00
111301,111301,2025/07/22 12:00:00,2050/1/1 0:00:00
111401,111401,2025/11/19 12:00:00,2050/1/1 0:00:00
111501,111501,2025/02/24 12:00:00,2050/1/1 0:00:00
111601,111601,2024/8/24 12:00:00,2050/1/1 0:00:00
111602,111602,2026/05/29 12:00:00,2050/1/1 0:00:00
111701,111701,2024/12/10 12:00:00,2050/1/1 0:00:00
111801,111801,2026/04/20 12:00:00,2050/1/1 0:00:00
111901,111901,2024/6/26 12:00:00,2050/1/1 0:00:00
111902,111902,2025/11/28 12:00:00,2050/1/1 0:00:00
112001,112001,2024/7/19 12:00:00,2050/1/1 0:00:00
112101,112101,2024/9/20 12:00:00,2050/1/1 0:00:00
112401,112401,2024/10/11 12:00:00,2050/1/1 0:00:00
112402,112402,2026/01/08 12:00:00,2050/1/1 0:00:00
112701,112701,2025/04/21 12:00:00,2050/1/1 0:00:00
112901,112901,2026/02/24 12:00:00,2050/1/1 0:00:00
113001,113001,2026/04/10 12:00:00,2050/1/1 0:00:00
113101,113101,2025/03/11 12:00:00,2050/1/1 0:00:00
113201,113201,2025/05/21 12:00:00,2050/1/1 0:00:00
113202,113202,2026/03/11 12:00:00,2050/1/1 0:00:00
113301,113301,2025/06/13 12:00:00,2050/1/1 0:00:00
113401,113401,2026/06/15 12:00:00,2050/1/1 0:00:00
113501,113501,2025/12/21 22:10:00,2050/1/1 0:00:00
113601,113601,2026/05/20 12:00:00,2050/1/1 0:00:00
113701,113701,2026/01/19 12:00:00,2050/1/1 0:00:00
114301,114301,2026/03/19 12:00:00,2050/1/1 0:00:00
