id,talent_group_id,talent_level,upgrade_talent_level,item_category_1,item_id_1,item_num_1,item_category_2,item_id_2,item_num_2,item_category_3,item_id_3,item_num_3,item_category_4,item_id_4,item_num_4,item_category_5,item_id_5,item_num_5,item_category_6,item_id_6,item_num_6,item_category_7,item_id_7,item_num_7,item_category_8,item_id_8,item_num_8,item_category_9,item_id_9,item_num_9,item_category_10,item_id_10,item_num_10,item_category_11,item_id_11,item_num_11,item_category_12,item_id_12,item_num_12,item_category_13,item_id_13,item_num_13,start_date
30,100201,3,5,11,7,160,11,73,45,11,78,45,11,80,45,11,84,45,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,100201,4,5,11,7,100,11,73,30,11,78,30,11,80,30,11,84,30,11,44,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43,100301,1,2,11,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44,100301,1,3,11,7,45,11,78,5,11,91,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,100301,1,4,11,7,105,11,73,15,11,78,20,11,87,15,11,91,20,11,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46,100301,1,5,11,7,205,11,73,45,11,78,50,11,87,45,11,91,50,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,100301,2,3,11,7,30,11,78,5,11,91,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
48,100301,2,4,11,7,90,11,73,15,11,78,20,11,87,15,11,91,20,11,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
49,100301,2,5,11,7,190,11,73,45,11,78,50,11,87,45,11,91,50,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50,100301,3,4,11,7,60,11,73,15,11,78,15,11,87,15,11,91,15,11,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51,100301,3,5,11,7,160,11,73,45,11,78,45,11,87,45,11,91,45,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
52,100301,4,5,11,7,100,11,73,30,11,78,30,11,87,30,11,91,30,11,44,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
53,100301,1,6,11,7,355,11,73,90,11,78,95,11,87,90,11,91,95,11,44,62,11,319,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1780023600
54,100301,1,7,11,7,555,11,73,150,11,78,155,11,87,150,11,91,155,11,44,162,11,319,300,188,268,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1780023600
55,100301,2,6,11,7,340,11,73,90,11,78,95,11,87,90,11,91,95,11,44,62,11,319,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1780023600
56,100301,2,7,11,7,540,11,73,150,11,78,155,11,87,150,11,91,155,11,44,162,11,319,300,188,268,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1780023600
57,100301,3,6,11,7,310,11,73,90,11,78,90,11,87,90,11,91,90,11,44,62,11,319,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1780023600
58,100301,3,7,11,7,510,11,73,150,11,78,150,11,87,150,11,91,150,11,44,162,11,319,300,188,268,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1780023600
59,100301,4,6,11,7,250,11,73,75,11,78,75,11,87,75,11,91,75,11,44,60,11,319,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1780023600
60,100301,4,7,11,7,450,11,73,135,11,78,135,11,87,135,11,91,135,11,44,160,11,319,300,188,268,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1780023600
61,100301,5,6,11,7,150,11,73,45,11,78,45,11,87,45,11,91,45,11,44,50,11,319,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1780023600
62,100301,5,7,11,7,350,11,73,105,11,78,105,11,87,105,11,91,105,11,44,150,11,319,300,188,268,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1780023600
63,100301,6,7,11,7,200,11,73,60,11,78,60,11,87,60,11,91,60,11,44,100,11,319,200,188,268,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1780023600
64,100401,1,2,11,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
65,100401,1,3,11,4,45,11,79,5,11,90,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
66,100401,1,4,11,4,105,11,71,15,11,79,20,11,84,15,11,90,20,11,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67,100401,1,5,11,4,205,11,71,45,11,79,50,11,84,45,11,90,50,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
68,100401,2,3,11,4,30,11,79,5,11,90,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69,100401,2,4,11,4,90,11,71,15,11,79,20,11,84,15,11,90,20,11,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,100401,2,5,11,4,190,11,71,45,11,79,50,11,84,45,11,90,50,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,100401,3,4,11,4,60,11,71,15,11,79,15,11,84,15,11,90,15,11,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,100401,3,5,11,4,160,11,71,45,11,79,45,11,84,45,11,90,45,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,100401,4,5,11,4,100,11,71,30,11,79,30,11,84,30,11,90,30,11,44,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
85,100601,1,2,11,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
86,100601,1,3,11,4,45,11,85,5,11,91,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
87,100601,1,4,11,4,105,11,75,15,11,85,20,11,84,15,11,91,20,11,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
88,100601,1,5,11,4,205,11,75,45,11,85,50,11,84,45,11,91,50,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
89,100601,2,3,11,4,30,11,85,5,11,91,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90,100601,2,4,11,4,90,11,75,15,11,85,20,11,84,15,11,91,20,11,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
91,100601,2,5,11,4,190,11,75,45,11,85,50,11,84,45,11,91,50,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
92,100601,3,4,11,4,60,11,75,15,11,85,15,11,84,15,11,91,15,11,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
93,100601,3,5,11,4,160,11,75,45,11,85,45,11,84,45,11,91,45,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
94,100601,4,5,11,4,100,11,75,30,11,85,30,11,84,30,11,91,30,11,44,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
106,100701,1,2,11,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
107,100701,1,3,11,10,45,11,74,5,11,80,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
108,100701,1,4,11,10,105,11,74,20,11,80,20,11,83,15,11,92,15,11,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
109,100701,1,5,11,10,205,11,74,50,11,80,50,11,83,45,11,92,45,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
110,100701,2,3,11,10,30,11,74,5,11,80,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
111,100701,2,4,11,10,90,11,74,20,11,80,20,11,83,15,11,92,15,11,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
112,100701,2,5,11,10,190,11,74,50,11,80,50,11,83,45,11,92,45,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
113,100701,3,4,11,10,60,11,74,15,11,80,15,11,83,15,11,92,15,11,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
114,100701,3,5,11,10,160,11,74,45,11,80,45,11,83,45,11,92,45,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
115,100701,4,5,11,10,100,11,74,30,11,80,30,11,83,30,11,92,30,11,44,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
127,100801,1,2,11,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
128,100801,1,3,11,4,45,11,78,5,11,79,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
129,100801,1,4,11,4,105,11,76,15,11,78,20,11,79,20,11,89,15,11,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130,100801,1,5,11,4,205,11,76,45,11,78,50,11,79,50,11,89,45,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131,100801,2,3,11,4,30,11,78,5,11,79,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
132,100801,2,4,11,4,90,11,76,15,11,78,20,11,79,20,11,89,15,11,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
133,100801,2,5,11,4,190,11,76,45,11,78,50,11,79,50,11,89,45,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
134,100801,3,4,11,4,60,11,76,15,11,78,15,11,79,15,11,89,15,11,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
135,100801,3,5,11,4,160,11,76,45,11,78,45,11,79,45,11,89,45,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
136,100801,4,5,11,4,100,11,76,30,11,78,30,11,79,30,11,89,30,11,44,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
148,100901,1,2,11,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
149,100901,1,3,11,7,45,11,72,5,11,91,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
150,100901,1,4,11,7,105,11,72,20,11,82,15,11,86,15,11,91,20,11,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
151,100901,1,5,11,7,205,11,72,50,11,82,45,11,86,45,11,91,50,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
152,100901,2,3,11,7,30,11,72,5,11,91,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
153,100901,2,4,11,7,90,11,72,20,11,82,15,11,86,15,11,91,20,11,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
154,100901,2,5,11,7,190,11,72,50,11,82,45,11,86,45,11,91,50,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
155,100901,3,4,11,7,60,11,72,15,11,82,15,11,86,15,11,91,15,11,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
156,100901,3,5,11,7,160,11,72,45,11,82,45,11,86,45,11,91,45,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
157,100901,4,5,11,7,100,11,72,30,11,82,30,11,86,30,11,91,30,11,44,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
169,101001,1,2,11,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
170,101001,1,3,11,4,45,11,81,5,11,85,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
171,101001,1,4,11,4,105,11,75,15,11,79,15,11,81,20,11,85,20,11,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
172,101001,1,5,11,4,205,11,75,45,11,79,45,11,81,50,11,85,50,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
173,101001,2,3,11,4,30,11,81,5,11,85,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
174,101001,2,4,11,4,90,11,75,15,11,79,15,11,81,20,11,85,20,11,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
175,101001,2,5,11,4,190,11,75,45,11,79,45,11,81,50,11,85,50,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
176,101001,3,4,11,4,60,11,75,15,11,79,15,11,81,15,11,85,15,11,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
177,101001,3,5,11,4,160,11,75,45,11,79,45,11,81,45,11,85,45,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
178,101001,4,5,11,4,100,11,75,30,11,79,30,11,81,30,11,85,30,11,44,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
190,101101,1,2,11,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
191,101101,1,3,11,7,45,11,80,5,11,91,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
192,101101,1,4,11,7,105,11,80,20,11,87,15,11,90,15,11,91,20,11,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
193,101101,1,5,11,7,205,11,80,50,11,87,45,11,90,45,11,91,50,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
194,101101,2,3,11,7,30,11,80,5,11,91,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
195,101101,2,4,11,7,90,11,80,20,11,87,15,11,90,15,11,91,20,11,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
196,101101,2,5,11,7,190,11,80,50,11,87,45,11,90,45,11,91,50,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
197,101101,3,4,11,7,60,11,80,15,11,87,15,11,90,15,11,91,15,11,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
198,101101,3,5,11,7,160,11,80,45,11,87,45,11,90,45,11,91,45,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
199,101101,4,5,11,7,100,11,80,30,11,87,30,11,90,30,11,91,30,11,44,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
211,101301,1,2,11,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
212,101301,1,3,11,10,45,11,74,5,11,80,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
213,101301,1,4,11,10,105,11,74,20,11,80,20,11,83,15,11,84,15,11,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
214,101301,1,5,11,10,205,11,74,50,11,80,50,11,83,45,11,84,45,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
215,101301,2,3,11,10,30,11,74,5,11,80,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
216,101301,2,4,11,10,90,11,74,20,11,80,20,11,83,15,11,84,15,11,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
217,101301,2,5,11,10,190,11,74,50,11,80,50,11,83,45,11,84,45,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
218,101301,3,4,11,10,60,11,74,15,11,80,15,11,83,15,11,84,15,11,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
219,101301,3,5,11,10,160,11,74,45,11,80,45,11,83,45,11,84,45,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
220,101301,4,5,11,10,100,11,74,30,11,80,30,11,83,30,11,84,30,11,44,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
232,101401,1,2,11,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
233,101401,1,3,11,7,45,11,75,5,11,87,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
234,101401,1,4,11,7,105,11,75,20,11,78,15,11,87,20,11,91,15,11,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
235,101401,1,5,11,7,205,11,75,50,11,78,45,11,87,50,11,91,45,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
236,101401,2,3,11,7,30,11,75,5,11,87,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
237,101401,2,4,11,7,90,11,75,20,11,78,15,11,87,20,11,91,15,11,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
238,101401,2,5,11,7,190,11,75,50,11,78,45,11,87,50,11,91,45,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
239,101401,3,4,11,7,60,11,75,15,11,78,15,11,87,15,11,91,15,11,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
240,101401,3,5,11,7,160,11,75,45,11,78,45,11,87,45,11,91,45,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
241,101401,4,5,11,7,100,11,75,30,11,78,30,11,87,30,11,91,30,11,44,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
253,101701,1,2,11,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
254,101701,1,3,11,7,45,11,73,5,11,91,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
255,101701,1,4,11,7,105,11,73,20,11,78,15,11,83,15,11,91,20,11,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
256,101701,1,5,11,7,205,11,73,50,11,78,45,11,83,45,11,91,50,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
257,101701,2,3,11,7,30,11,73,5,11,91,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
258,101701,2,4,11,7,90,11,73,20,11,78,15,11,83,15,11,91,20,11,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
259,101701,2,5,11,7,190,11,73,50,11,78,45,11,83,45,11,91,50,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
260,101701,3,4,11,7,60,11,73,15,11,78,15,11,83,15,11,91,15,11,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
261,101701,3,5,11,7,160,11,73,45,11,78,45,11,83,45,11,91,45,11,44,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
262,101701,4,5,11,7,100,11,73,30,11,78,30,11,83,30,11,91,30,11,44,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
