id,story_event_id,episode_index_id,story_condition_type,story_type_1,story_id_1,story_type_2,story_id_2,story_type_3,story_id_3,story_type_4,story_id_4,story_type_5,story_id_5,need_point,add_reward_category_1,add_reward_id_1,add_reward_num_1,add_reward_category_2,add_reward_id_2,add_reward_num_2,start_date
22,1003,6,0,1,90004006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1622170800
23,1003,7,0,1,90004007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1622170800
24,1003,8,0,1,90004008,0,0,0,0,0,0,0,0,70000,51,30041,1,0,0,0,1622170800
25,1004,1,1,1,90002001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1624935600
26,1004,2,0,1,90002002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1624935600
27,1004,3,0,1,90002003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1624935600
28,1004,4,0,1,90002004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1624935600
29,1004,5,0,1,90002005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1624935600
30,1004,6,0,1,90002006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1624935600
31,1004,7,0,1,90002007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1624935600
32,1004,8,0,1,90002008,0,0,0,0,0,0,0,0,70000,51,30057,1,0,0,0,1624935600
33,1005,1,1,1,90005001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1627527600
34,1005,2,0,1,90005002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1627527600
35,1005,3,0,1,90005003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1627527600
36,1005,4,0,1,90005004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1627527600
37,1005,5,0,1,90005005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1627527600
38,1005,6,0,1,90005006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1627527600
39,1005,7,0,1,90005007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1627527600
40,1005,8,0,1,90005008,0,0,0,0,0,0,0,0,70000,51,30047,1,0,0,0,1627527600
41,1006,1,1,1,90006001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1632884400
42,1006,2,0,1,90006002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1632884400
43,1006,3,0,1,90006003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1632884400
44,1006,4,0,1,90006004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1632884400
45,1006,5,0,1,90006005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1632884400
46,1006,6,0,1,90006006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1632884400
47,1006,7,0,1,90006007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1632884400
48,1006,8,0,1,90006008,0,0,0,0,0,0,0,0,70000,51,30066,1,0,0,0,1632884400
49,1007,1,1,1,90007001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1635390000
50,1007,2,0,1,90007002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1635390000
51,1007,3,0,1,90007003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1635390000
52,1007,4,0,1,90007004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1635390000
53,1007,5,0,1,90007005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1635390000
54,1007,6,0,1,90007006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1635390000
55,1007,7,0,1,90007007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1635390000
56,1007,8,0,1,90007008,0,0,0,0,0,0,0,0,70000,51,30070,1,0,0,0,1635390000
57,1008,1,1,1,90008001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1638154800
58,1008,2,0,1,90008002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1638154800
59,1008,3,0,1,90008003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1638154800
60,1008,4,0,1,90008004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1638154800
61,1008,5,0,1,90008005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1638154800
62,1008,6,0,1,90008006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1638154800
63,1008,7,0,1,90008007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1638154800
64,1008,8,0,1,90008008,0,0,0,0,0,0,0,0,70000,51,30074,1,0,0,0,1638154800
65,1009,1,1,1,90009001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1640919600
66,1009,2,0,1,90009002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1640919600
67,1009,3,0,1,90009003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1640919600
68,1009,4,0,1,90009004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1640919600
69,1009,5,0,1,90009005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1640919600
70,1009,6,0,1,90009006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1640919600
71,1009,7,0,1,90009007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1640919600
72,1009,8,0,1,90009008,0,0,0,0,0,0,0,0,70000,51,30079,1,0,0,0,1640919600
73,1010,1,1,1,90010001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1643338800
74,1010,2,0,1,90010002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1643338800
75,1010,3,0,1,90010003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1643338800
76,1010,4,0,1,90010004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1643338800
77,1010,5,0,1,90010005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1643338800
78,1010,6,0,1,90010006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1643338800
79,1010,7,0,1,90010007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1643338800
80,1010,8,0,1,90010008,0,0,0,0,0,0,0,0,70000,51,30084,1,0,0,0,1643338800
81,1011,1,1,1,90011001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1645671600
82,1011,2,0,1,90011002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1645671600
83,1011,3,0,1,90011003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1645671600
84,1011,4,0,1,90011004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1645671600
85,1011,5,0,1,90011005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1645671600
86,1011,6,0,1,90011006,0,0,0,0,0,0,0,0,50000,51,20043,1,0,0,0,1645671600
87,1011,7,0,1,90011007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1645671600
88,1011,8,0,1,90011008,0,0,0,0,0,0,0,0,70000,90,43,30,0,0,0,1645671600
89,1011,9,0,1,90011009,0,0,0,0,0,0,0,0,80000,90,43,30,0,0,0,1645671600
90,1011,10,0,1,90011010,0,0,0,0,0,0,0,0,90000,51,30087,1,0,0,0,1645671600
91,1012,1,1,1,90012001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1648522800
92,1012,2,0,1,90012002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1648522800
93,1012,3,0,1,90012003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1648522800
94,1012,4,0,1,90012004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1648522800
95,1012,5,0,1,90012005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1648522800
96,1012,6,0,1,90012006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1648522800
97,1012,7,0,2,11,1,90012007,0,0,0,0,0,0,60000,90,43,30,0,0,0,1648522800
98,1012,8,0,1,90012008,0,0,0,0,0,0,0,0,70000,51,30092,1,0,0,0,1648522800
99,1013,1,1,1,90013001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1651114800
100,1013,2,0,1,90013002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1651114800
101,1013,3,0,1,90013003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1651114800
102,1013,4,0,1,90013004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1651114800
103,1013,5,0,1,90013005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1651114800
104,1013,6,0,1,90013006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1651114800
105,1013,7,0,1,90013007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1651114800
106,1013,8,0,1,90013008,0,0,0,0,0,0,0,0,70000,51,30096,1,0,0,0,1651114800
107,1014,1,1,1,90014001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1653879600
108,1014,2,0,1,90014002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1653879600
109,1014,3,0,1,90014003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1653879600
110,1014,4,0,1,90014004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1653879600
111,1014,5,0,1,90014005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1653879600
112,1014,6,0,1,90014006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1653879600
113,1014,7,0,1,90014007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1653879600
114,1014,8,0,1,90014008,0,0,0,0,0,0,0,0,70000,51,30100,1,0,0,0,1653879600
115,1015,1,1,1,90015001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1656558000
116,1015,2,0,1,90015002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1656558000
117,1015,3,0,1,90015003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1656558000
118,1015,4,0,1,90015004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1656558000
119,1015,5,0,1,90015005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1656558000
120,1015,6,0,1,90015006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1656558000
121,1015,7,0,1,90015007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1656558000
122,1015,8,0,1,90015008,0,0,0,0,0,0,0,0,70000,51,30104,1,0,0,0,1656558000
123,1016,1,1,1,90016001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1659063600
124,1016,2,0,1,90016002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1659063600
125,1016,3,0,1,90016003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1659063600
126,1016,4,0,1,90016004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1659063600
127,1016,5,0,1,90016005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1659063600
128,1016,6,0,1,90016006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1659063600
129,1016,7,0,1,90016007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1659063600
130,1016,8,0,1,90016008,0,0,0,0,0,0,0,0,70000,51,30109,1,0,0,0,1659063600
131,1017,1,1,1,90017001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1661742000
132,1017,2,0,1,90017002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1661742000
133,1017,3,0,1,90017003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1661742000
134,1017,4,0,1,90017004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1661742000
135,1017,5,0,1,90017005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1661742000
136,1017,6,0,1,90017006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1661742000
137,1017,7,0,1,90017007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1661742000
138,1017,8,0,1,90017008,0,0,0,0,0,0,0,0,70000,51,30113,1,0,0,0,1661742000
139,1018,1,1,1,90018001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1664420400
140,1018,2,0,1,90018002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1664420400
141,1018,3,0,1,90018003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1664420400
142,1018,4,0,1,90018004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1664420400
143,1018,5,0,1,90018005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1664420400
144,1018,6,0,1,90018006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1664420400
145,1018,7,0,1,90018007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1664420400
146,1018,8,0,1,90018008,0,0,0,0,0,0,0,0,70000,51,30117,1,0,0,0,1664420400
147,1019,1,1,1,90019001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1666926000
148,1019,2,0,1,90019002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1666926000
149,1019,3,0,1,90019003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1666926000
150,1019,4,0,1,90019004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1666926000
151,1019,5,0,1,90019005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1666926000
152,1019,6,0,1,90019006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1666926000
153,1019,7,0,1,90019007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1666926000
154,1019,8,0,1,90019008,0,0,0,0,0,0,0,0,70000,51,30119,1,0,0,0,1666926000
155,1020,1,1,1,90020001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1669604400
156,1020,2,0,1,90020002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1669604400
157,1020,3,0,1,90020003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1669604400
158,1020,4,0,1,90020004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1669604400
159,1020,5,0,1,90020005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1669604400
160,1020,6,0,1,90020006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1669604400
161,1020,7,0,1,90020007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1669604400
162,1020,8,0,1,90020008,0,0,0,0,0,0,0,0,70000,51,30125,1,0,0,0,1669604400
163,1021,1,1,1,90021001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1672282800
164,1021,2,0,1,90021002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1672282800
165,1021,3,0,1,90021003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1672282800
166,1021,4,0,1,90021004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1672282800
167,1021,5,0,1,90021005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1672282800
168,1021,6,0,1,90021006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1672282800
169,1021,7,0,1,90021007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1672282800
170,1021,8,0,1,90021008,0,0,0,0,0,0,0,0,70000,51,30129,1,0,0,0,1672282800
171,1022,1,1,1,90022001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1675047600
172,1022,2,0,1,90022002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1675047600
173,1022,3,0,1,90022003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1675047600
174,1022,4,0,1,90022004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1675047600
175,1022,5,0,1,90022005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1675047600
176,1022,6,0,1,90022006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1675047600
177,1022,7,0,1,90022007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1675047600
178,1022,8,0,1,90022008,0,0,0,0,0,0,0,0,70000,51,30133,1,0,0,0,1675047600
179,1023,1,1,1,90023001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1677207600
180,1023,2,0,1,90023002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1677207600
181,1023,3,0,1,90023003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1677207600
182,1023,4,0,1,90023004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1677207600
183,1023,5,0,1,90023005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1677207600
184,1023,6,0,1,90023006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1677207600
185,1023,7,0,1,90023007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1677207600
186,1023,8,0,1,90023008,0,0,0,0,0,0,0,0,70000,90,43,30,0,0,0,1677207600
187,1023,9,0,1,90023009,0,0,0,0,0,0,0,0,80000,90,43,30,0,0,0,1677207600
188,1023,10,0,1,90023010,0,0,0,0,0,0,0,0,90000,51,30135,1,0,0,0,1677207600
189,1024,1,1,1,90024001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1680058800
190,1024,2,0,1,90024002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1680058800
191,1024,3,0,1,90024003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1680058800
192,1024,4,0,1,90024004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1680058800
193,1024,5,0,1,90024005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1680058800
194,1024,6,0,1,90024006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1680058800
195,1024,7,0,1,90024071,2,17,1,90024073,0,0,0,0,60000,90,43,30,0,0,0,1680058800
196,1024,8,0,1,90024008,0,0,0,0,0,0,0,0,70000,51,30140,1,0,0,0,1680058800
197,1025,1,1,1,90025001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1682650800
198,1025,2,0,1,90025002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1682650800
199,1025,3,0,1,90025003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1682650800
200,1025,4,0,1,90025004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1682650800
201,1025,5,0,1,90025005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1682650800
202,1025,6,0,1,90025006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1682650800
203,1025,7,0,1,90025007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1682650800
204,1025,8,0,1,90025008,0,0,0,0,0,0,0,0,70000,51,30143,1,0,0,0,1682650800
205,1026,1,1,1,90026001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1685329200
206,1026,2,0,1,90026002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1685329200
207,1026,3,0,1,90026003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1685329200
208,1026,4,0,1,90026004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1685329200
209,1026,5,0,1,90026005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1685329200
210,1026,6,0,1,90026006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1685329200
211,1026,7,0,1,90026007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1685329200
212,1026,8,0,1,90026008,0,0,0,0,0,0,0,0,70000,51,30150,1,0,0,0,1685329200
213,1027,1,1,1,90027001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1688007600
214,1027,2,0,1,90027002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1688007600
215,1027,3,0,1,90027003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1688007600
216,1027,4,0,1,90027004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1688007600
217,1027,5,0,1,90027005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1688007600
218,1027,6,0,1,90027006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1688007600
219,1027,7,0,1,90027007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1688007600
220,1027,8,0,1,90027008,0,0,0,0,0,0,0,0,70000,51,30155,1,0,0,0,1688007600
221,1028,1,1,1,90028001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1690772400
222,1028,2,0,1,90028002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1690772400
223,1028,3,0,1,90028003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1690772400
224,1028,4,0,1,90028004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1690772400
225,1028,5,0,1,90028005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1690772400
226,1028,6,0,1,90028006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1690772400
227,1028,7,0,1,90028007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1690772400
228,1028,8,0,1,90028008,0,0,0,0,0,0,0,0,70000,51,30159,1,0,0,0,1690772400
229,1029,1,1,1,90029001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1695956400
230,1029,2,0,1,90029002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1695956400
231,1029,3,0,1,90029003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1695956400
232,1029,4,0,1,90029004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1695956400
233,1029,5,0,1,90029005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1695956400
234,1029,6,0,1,90029006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1695956400
235,1029,7,0,1,90029007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1695956400
236,1029,8,0,1,90029008,0,0,0,0,0,0,0,0,70000,51,30167,1,0,0,0,1695956400
237,1030,1,1,1,90030001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1698634800
238,1030,2,0,1,90030002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1698634800
239,1030,3,0,1,90030003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1698634800
240,1030,4,0,1,90030004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1698634800
241,1030,5,0,1,90030005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1698634800
242,1030,6,0,1,90030006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1698634800
243,1030,7,0,1,90030007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1698634800
244,1030,8,0,1,90030008,0,0,0,0,0,0,0,0,70000,51,30171,1,0,0,0,1698634800
245,1031,1,1,1,90031001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1701313200
246,1031,2,0,1,90031002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1701313200
247,1031,3,0,1,90031003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1701313200
248,1031,4,0,1,90031004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1701313200
249,1031,5,0,1,90031005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1701313200
250,1031,6,0,1,90031006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1701313200
251,1031,7,0,1,90031007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1701313200
252,1031,8,0,1,90031008,0,0,0,0,0,0,0,0,70000,51,30176,1,0,0,0,1701313200
253,1032,1,1,2,19,1,90032001,0,0,0,0,0,0,0,90,43,30,0,0,0,1703732400
254,1032,2,0,1,90032002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1703732400
255,1032,3,0,1,90032003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1703732400
256,1032,4,0,1,90032004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1703732400
257,1032,5,0,1,90032005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1703732400
258,1032,6,0,1,90032006,0,0,0,0,0,0,0,0,50000,51,30181,1,0,0,0,1703732400
259,1032,7,0,1,90032007,2,19,0,0,0,0,0,0,60000,90,43,30,0,0,0,1703732400
260,1032,8,0,1,90032008,0,0,0,0,0,0,0,0,70000,51,30180,1,0,0,0,1703732400
261,1033,1,1,1,90033001,0,0,0,0,0,0,0,0,0,90,43,30,0,0,0,1706670000
262,1033,2,0,1,90033002,0,0,0,0,0,0,0,0,10000,90,43,30,0,0,0,1706670000
263,1033,3,0,1,90033003,0,0,0,0,0,0,0,0,20000,90,43,30,0,0,0,1706670000
264,1033,4,0,1,90033004,0,0,0,0,0,0,0,0,30000,90,43,30,0,0,0,1706670000
265,1033,5,0,1,90033005,0,0,0,0,0,0,0,0,40000,90,43,30,0,0,0,1706670000
266,1033,6,0,1,90033006,0,0,0,0,0,0,0,0,50000,90,43,30,0,0,0,1706670000
267,1033,7,0,1,90033007,0,0,0,0,0,0,0,0,60000,90,43,30,0,0,0,1706670000
268,1033,8,0,1,90033008,0,0,0,0,0,0,0,0,70000,51,30185,1,0,0,0,1706670000
