id,bg_id,bg_sub,offset_id,pos_x,pos_y,width,height
177,241,111,1,15100000,0,10000,10000
178,241,111,2,-15390000,0,10000,10000
179,245,110,1,-11340000,0,10000,10000
180,245,110,2,14740000,0,10000,10000
181,245,111,1,-11340000,0,10000,10000
182,245,111,2,14740000,0,10000,10000
183,245,112,1,-11340000,0,10000,10000
184,245,112,2,14740000,0,10000,10000
185,246,110,1,12290000,0,10000,10000
186,246,110,2,-10250000,0,10000,10000
187,70,130,1,-14400000,0,10000,10000
188,157,110,1,-8310000,0,10000,10000
189,247,2,1,9360000,0,10000,10000
190,247,2,2,-12360000,0,10000,10000
191,245,410,1,-11340000,0,10000,10000
192,245,410,2,14740000,0,10000,10000
193,245,411,1,-11340000,0,10000,10000
194,245,411,2,14740000,0,10000,10000
195,245,412,1,-11340000,0,10000,10000
196,245,412,2,14740000,0,10000,10000
197,1,7130,1,-900000,0,10000,10000
198,1,7130,2,-14440000,0,10000,10000
199,181,130,1,-10610000,0,10000,10000
202,249,0,1,-11770000,0,10000,10000
203,249,0,2,9840000,0,10000,10000
204,250,0,1,6730000,0,10000,10000
205,131,110,1,-15450000,0,10000,10000
206,1,1110,1,-900000,0,10000,10000
207,1,1110,2,-14440000,0,10000,10000
208,57,110,1,13510000,0,10000,10000
209,57,110,2,-13060000,0,10000,10000
210,123,130,1,-15010000,0,10000,10000
211,123,130,2,9250000,0,10000,10000
212,192,115,1,7720000,0,10000,10000
213,192,115,2,-15630000,0,10000,10000
214,246,130,1,12290000,0,10000,10000
215,246,130,2,-10250000,0,10000,10000
216,248,130,1,-15070000,0,10000,10000
219,242,410,1,9910000,0,10000,10000
220,242,410,2,-15820000,0,10000,10000
221,121,140,1,-13965000,0,10000,10000
222,121,140,2,-3455000,0,10000,10000
223,259,111,1,-9270000,0,10000,10000
224,259,111,2,15830000,0,10000,10000
225,257,7410,1,-10290000,0,10000,10000
226,257,7410,2,15420000,0,10000,10000
227,258,131,1,12100000,0,10000,10000
228,258,131,2,-9620000,0,10000,10000
229,255,110,1,-1755000,0,10009,10000
230,255,110,2,-15715000,0,10009,10000
231,245,130,1,-11340000,0,10000,10000
232,245,130,2,14740000,0,10000,10000
233,256,110,1,9610000,0,10000,10000
234,257,7430,1,-10290000,0,10000,10000
235,257,7430,2,15420000,0,10000,10000
236,114,431,1,-8580000,0,10000,10000
237,260,110,1,-14835000,0,10009,10000
238,261,110,1,15570000,0,10000,10000
239,261,110,2,-15570000,0,10000,10000
240,261,136,1,15570000,0,10000,10000
241,261,136,2,-15570000,0,10000,10000
242,104,112,1,-15240000,0,10000,10000
243,104,112,2,13500000,0,10000,10000
244,260,133,1,-14835000,0,10009,10000
245,185,110,1,-15850000,-20000,10000,10000
246,34,6131,1,-14835000,0,10009,10000
247,34,6131,2,13820000,0,10000,10000
248,146,6131,1,8570000,0,10000,10000
249,264,110,1,-15660000,0,10000,10000
250,264,110,2,15580000,0,10000,10000
251,264,111,1,-15660000,0,10000,10000
252,264,111,2,15580000,0,10000,10000
253,264,112,1,-15660000,0,10000,10000
254,264,112,2,15580000,0,10000,10000
255,263,2111,1,-12290000,0,10000,10000
256,263,2111,2,14920000,0,10000,10000
257,230,4110,1,-12090000,0,10000,10000
258,230,4110,2,-1290000,0,10000,10000
259,265,131,1,-11525000,0,10009,10000
260,265,131,2,14845000,0,10009,10000
261,266,112,1,9630000,0,10000,10000
262,267,111,1,14390000,0,10000,10000
263,267,111,2,-8610000,0,10000,10000
266,269,111,1,13010000,0,10000,10000
267,230,3110,1,-12090000,0,10000,10000
268,230,3110,2,-1290000,0,10000,10000
269,230,5110,1,-12090000,0,10000,10000
270,230,5110,2,-1290000,0,10000,10000
271,7,110,1,-13490000,0,10000,10000
272,7,110,2,14340000,0,10000,10000
273,1,130,1,-900000,0,10000,10000
274,1,130,2,-14440000,0,10000,10000
275,112,110,1,14820000,0,10000,10000
276,112,110,2,-13680000,0,10000,10000
277,270,0,1,-12670000,0,10000,10000
278,3,9110,1,-11815000,0,10009,10000
279,233,111,1,-9380000,0,10000,10000
280,233,111,2,15810000,0,10000,10000
281,271,0,1,-8350000,0,10000,10000
282,271,0,2,14700000,0,10000,10000
283,271,1,1,-8350000,0,10000,10000
284,271,1,2,14700000,0,10000,10000
285,272,110,1,5620000,0,10000,10000
286,272,111,1,5620000,0,10000,10000
287,218,130,1,-9310000,0,10000,10000
288,218,130,2,14260000,0,10000,10000
289,218,130,3,-14610000,0,10000,10000
290,271,40,1,-8350000,0,10000,10000
291,271,40,2,14700000,0,10000,10000
292,271,13002,1,-8350000,0,10000,10000
293,271,13002,2,14700000,0,10000,10000
294,273,110,1,-13020000,0,10000,10000
295,60,120,1,-15600000,0,10000,10000
299,212,121,2,12990000,0,10000,10000
300,275,110,1,-14990000,0,10000,10000
301,275,110,2,15520000,0,10000,10000
302,71,110,1,-6620000,0,10000,10000
303,212,112,1,-15780000,0,10000,10000
311,212,412,1,-15780000,0,10000,10000
323,274,110,1,-10060000,0,10000,10000
324,274,110,2,11250000,0,10000,10000
325,32,1,1,-2810000,0,10000,10000
326,36,1,1,-14190000,-10000,10000,10000
327,36,1,2,13660000,0,10000,10000
329,1,6130,2,-14440000,0,10000,10000
330,57,5110,1,13510000,0,10000,10000
331,57,5110,2,-13060000,0,10000,10000
332,113,110,1,-13320000,0,10000,10000
333,275,130,1,-14990000,0,10000,10000
334,275,130,2,15520000,0,10000,10000
335,279,30,1,10940000,0,10000,10000
336,281,110,1,13910000,0,10000,10000
337,281,110,2,-15630000,0,10000,10000
338,283,111,1,-13820000,0,10000,10000
339,283,111,2,-2830000,0,10000,10000
340,284,0,1,-9440000,0,10000,10000
341,284,0,2,5650000,0,10000,10000
342,29,111,1,11720000,0,10000,10000
343,280,0,1,-13790000,0,10000,10000
344,280,0,2,14820000,0,10000,10000
345,57,3110,1,13510000,0,10000,10000
346,57,3110,2,-13060000,0,10000,10000
347,29,131,1,11720000,0,10000,10000
348,57,4110,1,13510000,0,10000,10000
349,57,4110,2,-13060000,0,10000,10000
350,286,110,1,13510000,0,10000,10000
351,286,110,2,-14060000,0,10000,10000
352,286,113,1,13510000,0,10000,10000
353,286,113,2,-14060000,0,10000,10000
354,288,0,1,11560000,0,10000,10000
355,288,0,2,-15490000,0,10000,10000
356,285,110,1,15600000,0,10000,10000
357,285,110,2,-14970000,0,10000,10000
358,285,113,1,15600000,0,10000,10000
359,285,113,2,-14970000,0,10000,10000
360,287,112,1,-15790000,0,10000,10000
361,287,112,2,15520000,0,10000,10000
362,1,120,1,-900000,0,10000,10000
363,1,120,2,-14440000,0,10000,10000
364,18,1,1,4500000,0,10000,10000
365,289,111,1,-9800000,0,10000,10000
366,293,110,1,-9830000,0,10000,10000
367,293,110,2,-15420000,0,10000,10000
369,57,120,2,-13060000,0,10000,10000
370,164,0,1,-13330000,0,10000,10000
371,290,0,1,-10170000,0,10000,10000
372,290,0,2,9840000,0,10000,10000
373,291,0,1,-6900000,0,10000,10000
374,291,0,2,-13200000,0,10000,10000
375,291,0,3,15385000,0,10009,10000
376,97,100,1,2020000,0,10000,10000
377,286,120,1,13510000,0,10000,10000
378,286,120,2,-14060000,0,10000,10000
379,292,111,1,-12650000,0,10000,10000
380,292,111,2,14400000,0,10000,10000
381,295,111,1,-12400000,0,10000,10000
382,295,111,2,11440000,0,10000,10000
383,168,0,1,7795000,0,10009,10000
384,60,110,1,-15600000,0,10000,10000
385,286,123,1,13510000,0,10000,10000
386,286,123,2,-14060000,0,10000,10000
387,297,110,1,-13385000,0,10009,10000
388,297,110,2,15455000,0,10009,10000
389,296,110,1,-13910000,0,10000,10000
390,296,110,2,11030000,0,10000,10000
391,185,120,1,-15850000,-20000,10000,10000
393,112,410,1,14820000,0,10000,10000
395,60,130,1,-15600000,0,10000,10000
396,300,110,1,-12440000,0,10000,10000
397,300,111,1,-12440000,0,10000,10000
398,300,112,1,-12440000,0,10000,10000
399,185,130,1,-15850000,0,10000,10000
400,185,132,1,-15850000,0,10000,10000
401,39,9111,1,15480000,0,10000,10000
402,300,410,1,-12440000,0,10000,10000
403,300,411,1,-12440000,0,10000,10000
404,300,412,1,-12440000,0,10000,10000
405,1,140,1,-900000,0,10000,10000
406,1,140,2,-14440000,0,10000,10000
407,301,110,1,-11790000,0,10000,10000
408,301,110,2,15420000,0,10000,10000
409,282,0,1,13910000,0,10000,10000
410,39,130,1,-7540000,0,10000,10000
411,69,111,1,-10390000,0,10000,10000
412,301,120,1,-11790000,0,10000,10000
413,301,120,2,15420000,0,10000,10000
414,301,130,1,-11790000,0,10000,10000
415,301,130,2,15420000,0,10000,10000
416,302,0,1,-8940000,0,10000,10000
417,302,0,2,9540000,0,10000,10000
418,28,411,1,-9560000,0,10000,10000
419,28,411,2,15460000,0,10000,10000
420,113,410,1,-13320000,0,10000,10000
421,101,0,1,9815000,0,10009,10000
422,181,120,1,-10610000,0,10000,10000
423,29,110,1,11720000,0,10000,10000
424,305,0,1,15140000,0,10000,10000
425,305,0,2,-11790000,0,10000,10000
426,43,2131,1,13480000,0,10000,10000
427,298,110,1,-3720000,0,10000,10000
428,298,110,2,-14990000,0,10000,10000
432,306,131,1,14680000,0,10000,10000
433,306,131,2,-14570000,0,10000,10000
434,299,0,1,-12740000,0,10000,10000
435,299,0,2,12565000,0,10000,10000
436,12,10,1,-13420000,0,10000,10000
437,29,311,1,11720000,0,10000,10000
438,35,1,1,15570000,0,10000,10000
439,123,110,1,-15010000,0,10000,10000
440,123,110,2,9250000,0,10000,10000
443,6,113,1,-15670000,0,10000,10000
444,6,113,2,4390000,0,10000,10000
445,308,0,1,40000,0,10000,10000
446,308,0,2,7595000,0,10000,10000
447,311,110,1,13160000,0,10000,10000
448,311,110,2,-14960000,0,10000,10000
449,311,111,1,13160000,0,10000,10000
450,311,111,2,-14960000,0,10000,10000
454,36,0,2,13660000,0,10000,10000
455,310,110,1,-12470000,0,10000,10000
456,310,110,2,14810000,0,10000,10000
457,310,111,1,-12470000,0,10000,10000
458,310,111,2,14810000,0,10000,10000
459,309,110,1,-12870000,0,10000,10000
460,309,110,2,14710000,0,10000,10000
461,259,114,1,-9270000,0,10000,10000
462,259,114,2,15830000,0,10000,10000
463,310,120,1,-12470000,0,10000,10000
464,310,120,2,14810000,0,10000,10000
465,310,121,1,-12470000,0,10000,10000
466,310,121,2,14810000,0,10000,10000
467,312,111,1,-15620000,0,10000,10000
468,312,111,2,450000,0,10000,10000
469,312,110,1,-15620000,0,10000,10000
470,312,110,2,450000,0,10000,10000
471,313,0,1,-14180000,0,10000,10000
472,313,0,2,10180000,0,10000,10000
473,313,5,1,-14180000,0,10000,10000
474,313,5,2,10180000,0,10000,10000
475,314,0,1,1800000,0,10000,10000
476,314,0,2,-14050000,0,10000,10000
477,315,1110,1,14700000,0,10000,10000
478,315,1110,2,-7330000,0,10000,10000
479,315,2110,1,14700000,0,10000,10000
480,315,2110,2,-7330000,0,10000,10000
481,315,3110,1,14700000,0,10000,10000
482,315,3110,2,-7330000,0,10000,10000
483,315,4110,1,14700000,0,10000,10000
484,315,4110,2,-7330000,0,10000,10000
487,283,121,1,-13820000,0,10000,10000
488,283,121,2,-2830000,0,10000,10000
489,283,131,1,-13820000,0,10000,10000
490,283,131,2,-2830000,0,10000,10000
495,317,111,1,12140000,0,10000,10000
496,317,111,2,-14200000,0,10000,10000
498,146,6111,1,8570000,0,10000,10000
499,146,6112,1,8570000,0,10000,10000
500,316,6111,1,13135000,0,10009,10000
501,316,6111,2,-15825000,0,10009,10000
502,316,6112,1,13135000,0,10009,10000
503,316,6112,2,-15825000,0,10009,10000
504,317,6111,1,12140000,0,10000,10000
505,317,6111,2,-14200000,0,10000,10000
506,283,4311,1,-13820000,0,10000,10000
507,283,4311,2,-2830000,0,10000,10000
508,1,210,1,-900000,0,10000,10000
509,1,210,2,-14440000,0,10000,10000
510,1,9100,1,-900000,0,10000,10000
511,1,9100,2,-14440000,0,10000,10000
512,6,110,1,4390000,0,10000,10000
513,17,130,1,-10165000,0,10009,10000
514,28,111,1,-9560000,0,10000,10000
515,28,111,2,15460000,0,10000,10000
516,69,131,1,-10390000,0,10000,10000
517,1,9110,1,-900000,0,10000,10000
518,1,9110,2,-14440000,0,10000,10000
519,319,110,1,15820000,0,10000,10000
520,319,110,2,-14960000,0,10000,10000
521,319,111,1,15820000,0,10000,10000
522,319,111,2,-14960000,0,10000,10000
525,321,112,1,-13550000,0,10000,10000
526,5,4330,1,14690000,0,10000,10000
527,5,4330,2,-16090000,0,10000,10000
528,9,120,1,1680000,0,10000,10000
530,56,112,1,-13570000,0,10000,10000
531,56,112,2,13990000,0,10000,10000
532,56,412,1,-13570000,0,10000,10000
533,56,412,2,13990000,0,10000,10000
536,322,111,1,10250000,0,10000,10000
537,322,111,2,-14140000,0,10000,10000
538,324,110,1,11080000,0,10000,10000
539,324,110,2,-9330000,0,10000,10000
540,70,4315,1,-14400000,0,10000,10000
541,70,4315,2,15010000,0,10000,10000
542,70,4353,1,-14400000,0,10000,10000
543,70,4353,2,15010000,0,10000,10000
544,70,4355,1,-14400000,0,10000,10000
545,70,4355,2,15010000,0,10000,10000
546,283,4330,1,-13820000,0,10000,10000
547,283,4330,2,-2830000,0,10000,10000
548,20,110,1,-13550000,0,10000,10000
549,28,112,1,-9560000,0,10000,10000
550,37,120,1,-11830000,0,10000,10000
551,37,120,2,15800000,0,10000,10000
552,42,2130,1,11130000,0,10000,10000
553,117,110,1,-15700000,0,10000,10000
554,117,110,2,11440000,0,10000,10000
555,10,110,1,-13800000,0,10000,10000
559,329,0,1,5310000,0,10000,10000
560,330,0,1,-12830000,0,10000,10000
561,330,0,2,11540000,0,10000,10000
562,323,110,1,15580000,0,10000,10000
563,323,110,2,-14360000,0,10000,10000
564,323,111,1,15580000,0,10000,10000
565,323,111,2,-14360000,0,10000,10000
566,165,121,1,11625000,0,10000,10000
567,165,131,1,11625000,0,10000,10000
568,331,0,1,15775000,0,10000,10000
569,331,0,2,-15795000,0,10000,10000
570,6,111,1,4390000,0,10000,10000
571,8,111,1,-14185000,0,10000,10000
572,8,111,2,8935000,0,10000,10000
573,19,110,1,-15320000,0,10000,10000
575,76,110,1,-15820000,0,10000,10000
576,76,110,2,11930000,0,10000,10000
577,29,6111,1,11720000,0,10000,10000
579,70,120,2,15010000,0,10000,10000
580,332,0,1,12110000,0,10000,10000
581,332,0,2,-13280000,0,10000,10000
582,332,1,1,12110000,0,10000,10000
583,332,1,2,-13280000,0,10000,10000
590,336,31,1,-3040000,-10000,10000,10000
591,336,31,2,-11190000,-10000,10000,10000
592,21,30,1,-15510000,0,10000,10000
593,21,30,2,13790000,0,10000,10000
594,13,110,1,2220000,0,10000,10000
595,13,110,2,11950000,0,10000,10000
596,15,110,1,-15130000,0,10000,10000
597,15,110,2,14710000,0,10000,10000
599,25,110,2,3230000,0,10000,10000
600,71,110,2,15710000,0,10000,10000
601,72,110,1,0,0,10000,10000
602,72,110,2,11090000,0,10000,10000
603,74,110,1,10090000,0,10000,10000
604,74,120,1,10090000,0,10000,10000
605,165,111,1,11625000,0,10009,10000
606,53,110,1,-6675000,0,10009,10000
607,53,120,1,-6675000,0,10009,10000
609,76,410,2,11930000,0,10000,10000
610,165,110,1,11625000,0,10009,10000
611,42,2110,1,11130000,0,10000,10000
612,42,2120,1,11130000,0,10000,10000
613,79,111,1,-7770000,0,10000,10000
624,121,130,1,-13965000,0,10009,10000
632,337,110,1,10100000,0,10000,10000
638,339,110,1,-10180000,0,10000,10000
639,339,110,2,15820000,0,10000,10000
640,340,110,1,9960000,0,10000,10000
641,340,110,2,-11900000,0,10000,10000
643,128,120,2,8040000,0,10000,10000
646,343,112,1,15640000,0,10000,10000
648,341,110,1,-8670000,0,10000,10000
650,344,0,1,160000,0,10000,10000
654,7,120,1,-13490000,0,10000,10000
656,74,10112,1,11710000,0,10000,10000
659,44,0,1,-2390000,0,10000,10000
661,15,130,2,14710000,0,10000,10000
663,16,110,2,-15565000,0,10009,10000
664,17,110,1,-10165000,0,10009,10000
665,47,1,1,-13500000,0,10000,10000
666,47,1,2,10390000,0,10000,10000
667,156,0,1,-3405000,0,10009,10000
670,306,17130,2,-14570000,0,10000,10000
673,349,0,1,15680000,0,10000,10000
674,349,0,2,-14160000,0,10000,10000
679,352,110,1,13210000,0,10000,10000
689,356,110,2,3660000,0,10000,10000
692,59,110,1,-14410000,0,10000,10000
694,139,110,1,8660000,0,10000,10000
695,139,110,2,-15740000,0,10000,10000
697,21,110,2,13790000,0,10000,10000
698,10,111,1,-13800000,0,10000,10000
700,357,0,1,-20000,0,10000,10000
701,357,0,2,-15690000,0,10000,10000
706,358,0,1,-12410000,0,10000,10000
707,358,0,2,14270000,0,10000,10000
708,359,110,1,13720000,0,10000,10000
709,359,110,2,-15210000,0,10000,10000
710,27,10,1,10460000,0,10000,10000
712,128,110,2,8040000,0,10000,10000
713,67,110,1,-10440000,0,10000,10000
714,67,110,2,13170000,0,10000,10000
715,5,110,1,14690000,0,10000,10000
717,85,0,1,-11120000,0,10000,10000
718,85,0,2,12780000,0,10000,10000
720,10,121,2,15795000,0,10009,10000
721,53,130,1,-6675000,0,10009,10000
731,330,30,1,-12830000,0,10000,10000
737,360,110,1,4420000,0,10000,10000
740,361,110,2,6850000,0,10000,10000
741,362,110,1,-11000000,0,10000,10000
747,365,111,1,14360000,0,10000,10000
755,367,110,1,-9360000,0,10000,10000
757,5,5110,1,14690000,0,10000,10000
758,5,5110,2,-16090000,0,10000,10000
759,28,121,1,-9560000,0,10000,10000
761,110,110,1,13820000,0,10000,10000
762,110,110,2,-15330000,0,10000,10000
764,137,110,2,15440000,0,10000,10000
765,5,130,1,14690000,0,10000,10000
768,110,410,2,-15330000,0,10000,10000
773,365,411,1,14360000,0,10000,10000
774,365,411,2,4300000,0,10000,10000
775,368,110,1,-12565000,0,10009,10000
776,368,110,2,15320000,0,10000,10000
777,368,111,1,-12565000,0,10009,10000
778,368,111,2,15320000,0,10000,10000
782,5,120,1,14690000,0,10000,10000
783,5,120,2,-16090000,0,10000,10000
784,7,210,1,-13490000,0,10000,10000
785,7,210,2,14340000,0,10000,10000
786,17,140,1,-10165000,0,10009,10000
789,14,110,1,15210000,0,10000,10000
814,375,110,2,12880000,0,10000,10000
816,7,8111,1,-13490000,0,10000,10000
817,7,8111,2,14340000,0,10000,10000
818,67,130,1,-10440000,0,10000,10000
819,67,130,2,13170000,0,10000,10000
820,9,410,1,1680000,0,10000,10000
821,9,410,2,15800000,0,10000,10000
822,89,1,1,-825000,0,10009,10000
824,30,131,1,13645000,0,10000,10000
827,29,121,1,11720000,0,10000,10000
828,51,110,1,-12920000,0,10000,10000
829,51,110,2,12890000,0,10000,10000
845,260,17110,1,-15380000,0,10000,10000
852,379,0,1,-15200000,0,10000,10000
853,379,0,2,-685000,0,10009,10000
855,167,18000,2,930000,0,10000,10000
860,142,111,1,-15320000,0,10000,10000
863,40,2130,2,13580000,0,10000,10000
870,383,1,1,15120000,0,10000,10000
878,20,130,1,-13550000,0,10000,10000
880,30,111,1,13645000,0,10000,10000
881,40,2110,1,3920000,0,10000,10000
882,40,2110,2,13580000,0,10000,10000
883,43,2131,2,-9940000,0,10000,10000
884,133,110,1,-15090000,0,10000,10000
892,79,412,1,-7770000,0,10000,10000
894,98,0,2,11775000,0,10000,10000
896,126,120,2,-3480000,0,10000,10000
897,130,0,2,11750000,0,10000,10000
898,66,111,1,-11830000,0,10000,10000
899,111,120,1,15430000,0,10000,10000
901,24,110,2,-14940000,0,10000,10000
903,28,131,2,15460000,0,10000,10000
904,92,121,1,15060000,0,10000,10000
910,384,1,1,-15270000,0,10000,10000
911,384,1,2,10660000,0,10000,10000
917,133,112,2,15760000,0,10000,10000
924,381,29111,2,-13810000,0,10000,10000
925,48,111,1,14700000,0,10000,10000
938,6,120,1,4390000,0,10000,10000
939,41,0,1,-12850000,0,10000,10000
940,92,111,1,15060000,0,10000,10000
942,149,111,1,-13590000,0,10000,10000
962,51,130,2,12890000,0,10000,10000
963,146,130,1,8570000,0,10000,10000
964,45,1,1,10320000,0,10000,10000
965,45,1,2,-10430000,0,10000,10000
973,141,110,2,12955000,0,10009,10000
975,144,0,2,1835000,0,10009,10000
976,145,111,1,-12980000,0,10000,10000
