id,place_id,genre_id,main_reward_slots_id,main_reward_1_item_disp_type,main_reward_1_item_category,main_reward_1_item_id,main_reward_1_item_num,main_reward_2_item_disp_type,main_reward_2_item_category,main_reward_2_item_id,main_reward_2_item_num,main_reward_3_item_disp_type,main_reward_3_item_category,main_reward_3_item_id,main_reward_3_item_num,main_reward_4_item_disp_type,main_reward_4_item_category,main_reward_4_item_id,main_reward_4_item_num,main_reward_5_item_disp_type,main_reward_5_item_category,main_reward_5_item_id,main_reward_5_item_num,main_reward_6_item_disp_type,main_reward_6_item_category,main_reward_6_item_id,main_reward_6_item_num,main_reward_7_item_disp_type,main_reward_7_item_category,main_reward_7_item_id,main_reward_7_item_num,main_reward_8_item_disp_type,main_reward_8_item_category,main_reward_8_item_id,main_reward_8_item_num,main_reward_9_item_disp_type,main_reward_9_item_category,main_reward_9_item_id,main_reward_9_item_num,random_drop_reward_group_id,money_reward_item_odds_group_id,money_min,support_point_reward_item_odds_group_id,support_point_min,trainer_medal,fan_num_odds_group_id,fan_num_min,love_point,minutes_to_job_complete,story_event_event_pt,story_event_roulette_coin,factor_research_gauge_up,campaign_walking_gauge_up,training_challenge_reward_coin,training_report_pt,limited_schedule_id,limited_max_count
100037,10,1028,10003,0,93,44,20,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,21600,2010,1000,40,1000,38000,2,600,15000,10,100,2,1000,2500,3,1
100038,11,1021,10004,0,161,134,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011,31600,2010,1000,40,1000,38000,2,600,15000,10,100,2,1000,2500,3,1
100039,12,1022,10005,0,172,190,3,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,21600,2010,1000,40,1000,38000,2,600,15000,10,100,2,1000,2500,3,1
100040,13,1023,10006,0,40,236,1,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,21600,2010,1000,40,1000,38000,2,600,15000,10,100,2,1000,2500,3,1
100041,14,1024,10007,0,40,237,1,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,21600,2010,1000,40,1000,38000,2,600,15000,10,100,2,1000,2500,3,1
100042,1,1001,10006,0,40,236,1,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,21600,2010,1000,40,1000,38000,2,600,15000,10,100,2,1000,2500,4,1
100043,2,1002,10007,0,40,237,1,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,21600,2010,1000,40,1000,38000,2,600,15000,10,100,2,1000,2500,4,1
100044,3,1006,10002,0,97,115,10,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011,31600,2010,1000,40,1000,38000,2,600,15000,10,100,2,1000,2500,4,1
100045,4,1004,10003,0,93,44,20,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,21600,2010,1000,40,1000,38000,2,600,15000,10,100,2,1000,2500,4,1
100046,5,1005,10004,0,161,134,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011,31600,2010,1000,40,1000,38000,2,600,15000,10,100,2,1000,2500,4,1
100047,6,1001,10005,0,172,190,3,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,21600,2010,1000,40,1000,38000,2,600,15000,10,100,2,1000,2500,4,1
100048,7,1002,10006,0,40,236,1,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,21600,2010,1000,40,1000,38000,2,600,15000,10,100,2,1000,2500,4,1
100049,8,1006,10007,0,40,237,1,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,21600,2010,1000,40,1000,38000,2,600,15000,10,100,2,1000,2500,4,1
100050,9,1007,10002,0,97,115,10,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011,31600,2010,1000,40,1000,38000,2,600,15000,10,100,2,1000,2500,4,1
100051,10,1008,10003,0,93,44,20,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,21600,2010,1000,40,1000,38000,2,600,15000,10,100,2,1000,2500,4,1
100052,11,1001,10004,0,161,134,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011,31600,2010,1000,40,1000,38000,2,600,15000,10,100,2,1000,2500,4,1
100053,12,1002,10005,0,172,190,3,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,21600,2010,1000,40,1000,38000,2,600,15000,10,100,2,1000,2500,4,1
100054,13,1003,10006,0,40,236,1,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,21600,2010,1000,40,1000,38000,2,600,15000,10,100,2,1000,2500,4,1
100055,14,1004,10007,0,40,237,1,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,21600,2010,1000,40,1000,38000,2,600,15000,10,100,2,1000,2500,4,1
100056,1,1029,10008,0,40,240,1,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,21600,2010,1000,40,1000,38000,2,600,15000,10,100,2,1000,2500,5,1
100057,2,1030,10009,0,40,241,1,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,21600,2010,1000,40,1000,38000,2,600,15000,10,100,2,1000,2500,5,1
100058,3,1034,10002,0,97,115,10,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011,31600,2010,1000,40,1000,38000,2,600,15000,10,100,2,1000,2500,5,1
100059,4,1032,10003,0,93,44,20,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,21600,2010,1000,40,1000,38000,2,600,15000,10,100,2,1000,2500,5,1
100060,5,1033,10004,0,161,134,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011,31600,2010,1000,40,1000,38000,2,600,15000,10,100,2,1000,2500,5,1
100061,6,1029,10005,0,172,190,3,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,21600,2010,1000,40,1000,38000,2,600,15000,10,100,2,1000,2500,5,1
100062,7,1030,10008,0,40,240,1,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,21600,2010,1000,40,1000,38000,2,600,15000,10,100,2,1000,2500,5,1
100063,8,1034,10009,0,40,241,1,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,21600,2010,1000,40,1000,38000,2,600,15000,10,100,2,1000,2500,5,1
100064,9,1035,10002,0,97,115,10,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011,31600,2010,1000,40,1000,38000,2,600,15000,10,100,2,1000,2500,5,1
100065,10,1036,10003,0,93,44,20,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,21600,2010,1000,40,1000,38000,2,600,15000,10,100,2,1000,2500,5,1
100066,11,1029,10004,0,161,134,1000,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011,31600,2010,1000,40,1000,38000,2,600,15000,10,100,2,1000,2500,5,1
100067,12,1030,10005,0,172,190,3,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,21600,2010,1000,40,1000,38000,2,600,15000,10,100,2,1000,2500,5,1
100068,13,1031,10008,0,40,240,1,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,21600,2010,1000,40,1000,38000,2,600,15000,10,100,2,1000,2500,5,1
100069,14,1032,10009,0,40,241,1,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,21600,2010,1000,40,1000,38000,2,600,15000,10,100,2,1000,2500,5,1
