id,npc_group_id,chara_id,mob_id,race_dress_id,speed,stamina,pow,guts,wiz,proper_distance_short,proper_distance_mile,proper_distance_middle,proper_distance_long,proper_running_style_nige,proper_running_style_senko,proper_running_style_sashi,proper_running_style_oikomi,proper_ground_turf,proper_ground_dirt,skill_set_id,motivation_min,motivation_max
120,12,1,8119,8,184,216,243,153,247,6,7,6,2,3,4,5,6,6,1,8036,1,4
121,12,1,8120,8,166,207,193,240,143,4,5,4,2,3,4,5,6,6,1,8037,1,4
122,12,1,8121,8,168,229,201,134,159,5,6,5,2,3,4,5,6,6,1,8038,1,4
123,12,1,8122,8,238,159,241,108,260,6,7,6,2,3,4,5,6,6,1,8039,1,4
124,12,1,8123,8,255,131,251,107,134,4,5,4,2,3,4,5,6,6,1,0,1,4
125,12,1,8124,8,218,218,239,140,251,5,6,5,2,3,4,5,6,6,1,8036,1,4
126,12,1,8125,8,175,248,218,98,196,6,7,6,2,3,4,5,6,6,1,8037,1,4
127,13,1,8126,8,222,228,144,155,240,2,4,5,4,6,5,4,3,6,1,8041,1,4
128,13,1,8127,8,144,250,173,183,121,2,5,6,5,6,5,4,3,6,1,8042,1,4
129,13,1,8128,8,181,251,164,157,248,2,6,7,6,6,5,4,3,6,1,8043,1,4
130,13,1,8129,8,221,177,170,125,125,2,4,5,4,6,5,4,3,6,1,8044,1,4
131,13,1,8130,8,137,243,141,241,133,2,5,6,5,6,5,4,3,6,1,0,1,4
132,13,1,8131,8,138,194,225,157,205,2,6,7,6,6,5,4,3,6,1,8041,1,4
133,13,1,8132,8,253,178,232,172,147,2,4,5,4,6,5,4,3,6,1,8042,1,4
134,13,1,8133,8,146,108,190,161,239,2,5,6,5,6,5,4,3,6,1,8043,1,4
135,13,1,8134,8,149,219,241,192,197,2,6,7,6,6,5,4,3,6,1,8044,1,4
136,13,1,8135,8,232,151,216,159,199,2,4,5,4,6,5,4,3,6,1,0,1,4
137,13,1,8136,8,197,131,136,228,247,2,5,6,5,6,5,4,3,6,1,8041,1,4
138,13,1,8137,8,170,171,176,226,110,2,6,7,6,6,5,4,3,6,1,8042,1,4
139,13,1,8138,8,183,124,202,109,208,2,4,5,4,6,5,4,3,6,1,8043,1,4
140,13,1,8139,8,136,238,199,228,177,2,5,6,5,6,5,4,3,6,1,8044,1,4
141,13,1,8140,8,233,170,236,148,231,2,6,7,6,6,5,4,3,6,1,0,1,4
142,13,1,8141,8,184,225,225,203,210,2,4,5,4,6,5,4,3,6,1,8041,1,4
143,13,1,8142,8,164,210,159,103,239,2,5,6,5,6,5,4,3,6,1,8042,1,4
144,13,1,8143,8,201,162,208,162,236,2,6,7,6,6,5,4,3,6,1,8043,1,4
145,13,1,8144,8,179,166,182,247,100,2,4,5,4,6,5,4,3,6,1,8044,1,4
146,13,1,8145,8,159,155,146,156,144,2,5,6,5,6,5,4,3,6,1,0,1,4
147,13,1,8146,8,227,172,125,179,254,2,6,7,6,6,5,4,3,6,1,8041,1,4
148,13,1,8147,8,253,236,162,172,118,2,4,5,4,6,5,4,3,6,1,8042,1,4
149,13,1,8148,8,221,201,249,221,186,2,5,6,5,6,5,4,3,6,1,8043,1,4
150,13,1,8149,8,234,117,186,104,259,2,6,7,6,6,5,4,3,6,1,8044,1,4
151,13,1,8150,8,159,127,193,190,117,2,4,5,4,6,5,4,3,6,1,0,1,4
152,13,1,8151,8,136,168,136,147,251,2,5,6,5,6,5,4,3,6,1,8041,1,4
153,13,1,8152,8,141,148,195,185,151,2,6,7,6,6,5,4,3,6,1,8042,1,4
154,13,1,8153,8,215,199,194,179,209,2,4,5,4,6,5,4,3,6,1,8043,1,4
155,13,1,8154,8,159,128,222,222,102,2,5,6,5,5,6,5,4,6,1,8046,1,4
156,13,1,8155,8,200,159,226,127,213,2,6,7,6,5,6,5,4,6,1,8047,1,4
157,13,1,8156,8,173,237,201,173,216,2,4,5,4,5,6,5,4,6,1,8048,1,4
158,13,1,8157,8,151,104,141,175,192,2,5,6,5,5,6,5,4,6,1,8049,1,4
159,13,1,8158,8,169,202,192,114,156,2,6,7,6,5,6,5,4,6,1,0,1,4
160,13,1,8159,8,153,249,172,144,231,2,4,5,4,5,6,5,4,6,1,8046,1,4
161,13,1,8160,8,196,199,246,130,219,2,5,6,5,5,6,5,4,6,1,8047,1,4
162,13,1,8161,8,164,173,168,247,101,2,6,7,6,5,6,5,4,6,1,8048,1,4
163,13,1,8162,8,251,217,182,205,150,2,4,5,4,5,6,5,4,6,1,8049,1,4
164,13,1,8163,8,214,240,167,235,125,2,5,6,5,5,6,5,4,6,1,0,1,4
165,13,1,8164,8,208,141,175,160,121,2,6,7,6,5,6,5,4,6,1,8046,1,4
166,13,1,8165,8,202,167,233,212,181,2,4,5,4,5,6,5,4,6,1,8047,1,4
167,13,1,8166,8,187,209,254,247,221,2,5,6,5,5,6,5,4,6,1,8048,1,4
168,13,1,8167,8,154,229,185,141,203,2,6,7,6,5,6,5,4,6,1,8049,1,4
169,13,1,8168,8,221,219,169,192,223,2,4,5,4,5,6,5,4,6,1,0,1,4
170,13,1,8169,8,207,226,243,182,232,2,5,6,5,5,6,5,4,6,1,8046,1,4
171,13,1,8170,8,137,199,189,236,179,2,6,7,6,5,6,5,4,6,1,8047,1,4
172,13,1,8171,8,229,188,181,218,179,2,4,5,4,5,6,5,4,6,1,8048,1,4
173,13,1,8172,8,223,232,125,103,109,2,5,6,5,5,6,5,4,6,1,8049,1,4
174,13,1,8173,8,175,187,231,124,208,2,6,7,6,5,6,5,4,6,1,0,1,4
175,13,1,8174,8,218,107,167,123,117,2,4,5,4,5,6,5,4,6,1,8046,1,4
176,13,1,8175,8,137,129,187,229,130,2,5,6,5,5,6,5,4,6,1,8047,1,4
177,13,1,8176,8,188,108,242,209,172,2,6,7,6,5,6,5,4,6,1,8048,1,4
178,13,1,8177,8,247,114,228,227,116,2,4,5,4,5,6,5,4,6,1,8049,1,4
179,13,1,8178,8,150,124,156,194,177,2,5,6,5,5,6,5,4,6,1,0,1,4
180,13,1,8179,8,172,219,219,122,147,2,6,7,6,5,6,5,4,6,1,8046,1,4
181,13,1,8180,8,162,172,190,103,173,2,4,5,4,5,6,5,4,6,1,8047,1,4
182,13,1,8181,8,213,153,242,185,142,2,5,6,5,5,6,5,4,6,1,8048,1,4
183,13,1,8182,8,199,248,221,113,127,2,6,7,6,5,6,5,4,6,1,8049,1,4
184,13,1,8183,8,138,253,187,149,256,2,4,5,4,5,6,5,4,6,1,0,1,4
185,13,1,8184,8,253,231,239,134,163,2,5,6,5,5,6,5,4,6,1,8046,1,4
186,13,1,8185,8,212,121,157,184,186,2,6,7,6,5,6,5,4,6,1,8047,1,4
187,13,1,8186,8,218,205,206,213,222,2,4,5,4,5,6,5,4,6,1,8048,1,4
188,13,1,8187,8,200,177,162,115,236,2,5,6,5,5,6,5,4,6,1,8049,1,4
189,13,1,8188,8,153,107,226,156,221,2,6,7,6,5,6,5,4,6,1,0,1,4
190,13,1,8189,8,253,192,226,151,130,2,4,5,4,5,6,5,4,6,1,8046,1,4
191,13,1,8190,8,251,241,252,242,168,2,5,6,5,5,6,5,4,6,1,8047,1,4
192,13,1,8191,8,157,179,167,101,136,2,6,7,6,5,6,5,4,6,1,8048,1,4
193,13,1,8192,8,143,164,225,214,231,2,4,5,4,5,6,5,4,6,1,8049,1,4
194,13,1,8193,8,157,207,181,229,246,2,5,6,5,5,6,5,4,6,1,0,1,4
195,13,1,8194,8,148,182,242,174,118,2,6,7,6,5,6,5,4,6,1,8046,1,4
196,13,1,8195,8,147,190,141,170,166,2,4,5,4,5,6,5,4,6,1,8047,1,4
197,13,1,8196,8,203,231,242,138,179,2,5,6,5,5,6,5,4,6,1,8048,1,4
198,13,1,8197,8,232,194,251,219,109,2,6,7,6,5,6,5,4,6,1,8049,1,4
199,13,1,8198,8,137,251,244,188,121,2,4,5,4,5,6,5,4,6,1,0,1,4
200,13,1,8199,8,228,252,213,115,104,2,5,6,5,5,6,5,4,6,1,8046,1,4
201,13,1,8200,8,186,229,223,240,128,2,6,7,6,5,6,5,4,6,1,8047,1,4
202,13,1,8201,8,207,121,174,156,236,2,4,5,4,5,6,5,4,6,1,8048,1,4
203,13,1,8202,8,228,151,245,161,228,2,5,6,5,5,6,5,4,6,1,8049,1,4
204,13,1,8203,8,232,169,241,161,144,2,6,7,6,5,6,5,4,6,1,0,1,4
205,13,1,8204,8,200,123,248,238,161,2,4,5,4,5,6,5,4,6,1,8046,1,4
206,13,1,8205,8,203,194,252,223,102,2,5,6,5,5,6,5,4,6,1,8047,1,4
207,13,1,8206,8,207,219,207,137,164,2,6,7,6,5,6,5,4,6,1,8048,1,4
208,13,1,8207,8,234,231,223,202,208,2,4,5,4,5,6,5,4,6,1,8049,1,4
209,13,1,8208,8,212,228,209,125,164,2,5,6,5,5,6,5,4,6,1,0,1,4
210,13,1,8209,8,233,205,221,225,118,2,6,7,6,5,6,5,4,6,1,8046,1,4
211,13,1,8210,8,227,146,226,102,160,2,4,5,4,5,6,5,4,6,1,8047,1,4
212,13,1,8211,8,201,189,209,174,243,2,5,6,5,5,6,5,4,6,1,8048,1,4
213,13,1,8212,8,254,125,156,114,114,2,6,7,6,4,5,6,5,6,1,8051,1,4
214,13,1,8213,8,207,193,218,163,149,2,4,5,4,4,5,6,5,6,1,8052,1,4
215,13,1,8214,8,181,213,195,154,188,2,5,6,5,4,5,6,5,6,1,8053,1,4
216,13,1,8215,8,209,116,136,251,233,2,6,7,6,4,5,6,5,6,1,8054,1,4
217,13,1,8216,8,240,154,175,174,167,2,4,5,4,4,5,6,5,6,1,0,1,4
218,13,1,8217,8,241,212,242,121,223,2,5,6,5,4,5,6,5,6,1,8051,1,4
219,13,1,8218,8,153,130,235,170,264,2,6,7,6,4,5,6,5,6,1,8052,1,4
220,13,1,8219,8,157,239,190,107,243,2,4,5,4,4,5,6,5,6,1,8053,1,4
221,13,1,8220,8,221,219,212,140,148,2,5,6,5,4,5,6,5,6,1,8054,1,4
222,13,1,8221,8,254,203,245,186,228,2,6,7,6,4,5,6,5,6,1,0,1,4
223,13,1,8222,8,222,190,196,193,215,2,4,5,4,4,5,6,5,6,1,8051,1,4
224,13,1,8223,8,253,252,230,213,206,2,5,6,5,4,5,6,5,6,1,8052,1,4
225,13,1,8224,8,142,128,254,169,225,2,6,7,6,4,5,6,5,6,1,8053,1,4
226,13,1,8225,8,141,186,179,174,264,2,4,5,4,4,5,6,5,6,1,8054,1,4
227,13,1,8226,8,189,162,246,199,149,2,5,6,5,4,5,6,5,6,1,0,1,4
228,13,1,8227,8,242,230,173,205,192,2,6,7,6,4,5,6,5,6,1,8051,1,4
229,13,1,8228,8,138,127,233,101,179,2,4,5,4,4,5,6,5,6,1,8052,1,4
230,13,1,8229,8,225,210,249,167,150,2,5,6,5,4,5,6,5,6,1,8053,1,4
231,13,1,8230,8,247,192,224,139,183,2,6,7,6,4,5,6,5,6,1,8054,1,4
232,13,1,8231,8,207,128,246,98,246,2,4,5,4,4,5,6,5,6,1,0,1,4
233,13,1,8232,8,248,215,185,254,209,2,5,6,5,4,5,6,5,6,1,8051,1,4
234,13,1,8233,8,253,148,235,188,156,2,6,7,6,4,5,6,5,6,1,8052,1,4
235,13,1,8234,8,239,241,149,253,214,2,4,5,4,4,5,6,5,6,1,8053,1,4
236,13,1,8235,8,164,170,221,153,134,2,5,6,5,4,5,6,5,6,1,8054,1,4
237,13,1,8236,8,136,214,161,160,176,2,6,7,6,4,5,6,5,6,1,0,1,4
238,13,1,8237,8,155,244,223,130,227,2,4,5,4,4,5,6,5,6,1,8051,1,4
239,13,1,8238,8,234,213,193,202,254,2,5,6,5,4,5,6,5,6,1,8052,1,4
240,13,1,8239,8,240,238,193,238,196,2,6,7,6,4,5,6,5,6,1,8053,1,4
241,13,1,8240,8,138,223,193,162,173,2,4,5,4,4,5,6,5,6,1,8054,1,4
242,13,1,8241,8,169,228,221,153,248,2,5,6,5,4,5,6,5,6,1,0,1,4
243,13,1,8242,8,216,118,210,233,140,2,6,7,6,4,5,6,5,6,1,8051,1,4
244,13,1,8243,8,197,205,248,231,181,2,4,5,4,4,5,6,5,6,1,8052,1,4
245,13,1,8244,8,240,190,216,179,162,2,5,6,5,4,5,6,5,6,1,8053,1,4
246,13,1,8245,8,173,159,221,170,151,2,6,7,6,4,5,6,5,6,1,8054,1,4
247,13,1,8246,8,194,232,196,160,137,2,4,5,4,4,5,6,5,6,1,0,1,4
248,13,1,8247,8,219,189,228,229,116,2,5,6,5,4,5,6,5,6,1,8051,1,4
249,13,1,8248,8,245,148,186,122,225,2,6,7,6,4,5,6,5,6,1,8052,1,4
250,13,1,8249,8,209,228,209,146,239,2,4,5,4,4,5,6,5,6,1,8053,1,4
251,13,1,8250,8,157,249,161,137,136,2,5,6,5,4,5,6,5,6,1,8054,1,4
252,13,1,8251,8,149,103,238,229,138,2,6,7,6,4,5,6,5,6,1,0,1,4
253,13,1,8252,8,182,200,225,103,202,2,4,5,4,4,5,6,5,6,1,8051,1,4
254,13,1,8253,8,254,220,241,136,157,2,5,6,5,4,5,6,5,6,1,8052,1,4
255,13,1,8254,8,205,170,206,104,143,2,6,7,6,4,5,6,5,6,1,8053,1,4
256,13,1,8255,8,209,105,221,215,218,2,4,5,4,4,5,6,5,6,1,8054,1,4
257,13,1,8256,8,218,156,238,227,116,2,5,6,5,4,5,6,5,6,1,0,1,4
258,13,1,8257,8,239,175,195,240,89,2,6,7,6,4,5,6,5,6,1,8051,1,4
259,13,1,8258,8,212,144,192,118,118,2,4,5,4,4,5,6,5,6,1,8052,1,4
260,13,1,8259,8,219,249,222,121,155,2,5,6,5,4,5,6,5,6,1,8053,1,4
261,13,1,8260,8,223,223,238,174,236,2,6,7,6,4,5,6,5,6,1,8054,1,4
262,13,1,8261,8,215,187,192,165,111,2,4,5,4,4,5,6,5,6,1,0,1,4
263,13,1,8262,8,225,218,190,215,102,2,5,6,5,4,5,6,5,6,1,8051,1,4
264,13,1,8263,8,172,110,202,131,98,2,6,7,6,4,5,6,5,6,1,8052,1,4
265,13,1,8264,8,245,187,243,199,197,2,4,5,4,4,5,6,5,6,1,8053,1,4
266,13,1,8265,8,154,150,233,200,253,2,5,6,5,4,5,6,5,6,1,8054,1,4
267,13,1,8266,8,172,216,222,137,181,2,6,7,6,4,5,6,5,6,1,0,1,4
268,13,1,8267,8,239,252,194,251,131,2,4,5,4,4,5,6,5,6,1,8051,1,4
269,13,1,8268,8,240,149,177,245,161,2,5,6,5,4,5,6,5,6,1,8052,1,4
270,13,1,8269,8,149,202,253,135,123,2,6,7,6,4,5,6,5,6,1,8053,1,4
271,13,1,8270,8,148,143,233,108,264,2,4,5,4,4,5,6,5,6,1,8054,1,4
272,13,1,8271,8,140,151,185,176,242,2,5,6,5,4,5,6,5,6,1,0,1,4
273,13,1,8272,8,231,150,195,199,133,2,6,7,6,4,5,6,5,6,1,8051,1,4
274,13,1,8273,8,154,239,223,154,174,2,4,5,4,4,5,6,5,6,1,8052,1,4
275,13,1,8274,8,218,203,189,209,141,2,5,6,5,4,5,6,5,6,1,8053,1,4
276,13,1,8275,8,223,227,229,105,249,2,6,7,6,4,5,6,5,6,1,8054,1,4
277,13,1,8276,8,175,107,207,214,167,2,4,5,4,4,5,6,5,6,1,0,1,4
278,13,1,8277,8,203,188,247,208,189,2,5,6,5,4,5,6,5,6,1,8051,1,4
279,13,1,8278,8,213,228,242,235,246,2,6,7,6,4,5,6,5,6,1,8052,1,4
280,13,1,8279,8,220,180,227,249,256,2,4,5,4,4,5,6,5,6,1,8053,1,4
281,13,1,8280,8,200,134,250,200,157,2,5,6,5,4,5,6,5,6,1,8054,1,4
282,13,1,8281,8,251,211,249,148,157,2,6,7,6,4,5,6,5,6,1,0,1,4
283,13,1,8282,8,245,110,207,159,193,2,4,5,4,4,5,6,5,6,1,8051,1,4
284,13,1,8283,8,219,102,172,252,138,2,5,6,5,4,5,6,5,6,1,8052,1,4
285,13,1,8284,8,252,230,173,239,122,2,6,7,6,4,5,6,5,6,1,8053,1,4
286,13,1,8285,8,236,248,238,226,179,2,4,5,4,4,5,6,5,6,1,8054,1,4
