id,relation_type,chara_id
187,501,1016
188,502,1001
189,502,1011
190,502,1014
191,502,1020
192,503,1013
193,503,1027
194,503,1059
195,504,1061
196,504,1013
197,504,1022
198,505,1012
199,505,1005
200,506,1006
201,506,1021
202,506,1045
203,506,1034
204,507,1023
205,507,1050
206,507,1035
207,2001,1002
208,2001,1001
209,2001,1005
210,2001,1025
211,2001,1036
212,2001,1032
213,2002,1018
214,2002,1035
215,2003,1041
216,2003,1029
217,2101,1007
218,2101,1009
219,2101,1046
220,2102,1001
221,2102,1035
222,2103,1011
223,2103,1024
224,2104,1015
225,2104,1024
226,2105,1031
227,2105,1040
228,2106,1018
229,2106,1009
230,2106,1041
231,2107,1032
232,2107,1029
233,2201,1017
234,2201,1003
235,2301,1001
236,2301,1004
237,2302,1004
238,2302,1035
239,2303,1013
240,2303,1007
241,2601,1001
242,2601,1002
243,2601,1003
244,2601,1004
245,2601,1005
246,2601,1006
247,2601,1007
248,2601,1010
249,2601,1011
250,2601,1013
251,2601,1014
252,2601,1015
253,2601,1016
254,2601,1017
255,2601,1019
256,2601,1020
257,2601,1021
258,2601,1023
259,2601,1024
260,2601,1025
261,2601,1026
262,2601,1027
263,2601,1028
264,2601,1030
265,2601,1031
266,2601,1032
267,2601,1033
268,2601,1034
269,2601,1035
270,2601,1036
271,2601,1037
272,2601,1040
273,2601,1041
274,2601,1043
275,2601,1045
276,2601,1046
277,2601,1047
278,2601,1048
279,2601,1049
280,2601,1050
281,2601,1053
282,2601,1054
283,2601,1055
284,2601,1056
285,2601,1057
286,2601,1058
287,2601,1060
288,2601,1061
289,2602,1008
290,2602,1009
291,2602,1012
292,2602,1018
293,2602,1022
294,2602,1029
295,2602,1038
296,2602,1039
297,2602,1042
298,2602,1044
299,2602,1051
300,2602,1052
301,2602,1059
302,7000,1002
303,7000,1014
304,7001,1002
305,7001,1018
306,7002,1002
307,7002,1056
308,7003,1001
309,7003,1011
310,7004,1001
311,7004,1014
312,7005,1001
313,7005,1015
314,7006,1001
315,7006,1020
316,7007,1001
317,7007,1061
318,7008,1003
319,7008,1013
320,7009,1006
321,7009,1021
322,7010,1006
323,7010,1027
324,7011,1006
325,7011,1045
326,7012,1008
327,7012,1009
328,7013,1011
329,7013,1002
330,7014,1012
331,7014,1054
332,7015,1012
333,7015,1002
334,7016,1013
335,7016,1007
336,7017,1021
337,7017,1045
338,7018,1023
339,7018,1035
340,7019,1023
341,7019,1050
342,7020,1027
343,7020,1031
344,7021,1035
345,7021,1050
346,7022,1060
347,7022,1003
348,7023,1061
349,7023,1011
350,7024,1061
351,7024,1020
352,2701,1006
353,2701,1037
354,2702,1015
355,2702,1017
356,2703,1023
357,2703,1029
358,2704,1025
359,2704,1030
360,2705,1008
361,2705,1046
363,2706,1060
364,2801,1021
365,2801,1034
366,2801,1040
367,2802,1006
368,2802,1045
369,2802,1053
370,2803,1013
371,2803,1027
372,2803,1031
373,2804,1003
374,2804,1060
375,2805,1026
376,2805,1030
377,2805,1041
378,2805,1051
379,2806,1023
380,2806,1029
381,2806,1035
382,2806,1050
383,2807,1012
384,2807,1016
385,2807,1054
386,2808,1005
387,2808,1024
388,2808,1028
389,2808,1055
390,2809,1018
391,2809,1043
392,2810,1002
393,2810,1010
394,2810,1042
395,2810,1056
396,2810,1059
397,2811,1001
398,2811,1011
399,2811,1014
400,2811,1020
401,2811,1061
402,2812,1015
403,2812,1033
404,2812,1052
405,2812,1058
406,2813,1019
407,2813,1036
408,2814,1025
409,2814,1032
410,2815,1008
411,2815,1009
412,2816,1048
413,2816,1049
414,2817,1037
415,2817,1038
416,2901,1002
417,2901,1004
418,2901,1020
419,2901,1024
420,2901,1026
421,2901,1031
422,2901,1046
423,2902,1003
424,2902,1005
425,2902,1009
426,2902,1010
427,2902,1013
428,2902,1014
429,2902,1015
430,2902,1017
431,2902,1018
432,2902,1019
433,2902,1022
434,2902,1023
435,2902,1028
436,2902,1029
437,2902,1030
438,2902,1038
439,2902,1040
440,2902,1041
441,2902,1043
442,2902,1045
443,2902,1047
444,2902,1048
445,2902,1051
447,2902,1058
448,2903,1001
449,2903,1006
450,2903,1008
451,2903,1011
452,2903,1016
453,2903,1025
454,2903,1027
455,2903,1032
456,2904,1034
457,2903,1035
458,2903,1037
459,2903,1039
460,2903,1042
461,2903,1049
462,2903,1053
463,2903,1054
464,2903,1056
465,2903,1059
466,2903,1060
467,2903,1061
468,2904,1007
469,2904,1012
470,2904,1021
471,2904,1033
472,2904,1036
473,2904,1044
474,2904,1050
475,2904,1052
476,2904,1057
477,3001,1004
478,3001,1010
479,3001,1041
480,3001,1052
481,3001,1061
482,3001,1026
483,3001,1028
484,3001,1038
485,3001,1042
486,3001,1051
487,3001,1053
488,3001,1054
489,3002,1004
490,3002,1005
491,3002,1006
492,3002,1008
493,3002,1009
494,3002,1010
495,3002,1011
496,3002,1014
497,3002,1040
498,3002,1019
499,3002,1026
500,3002,1029
501,3002,1031
502,3002,1039
503,3002,1042
504,3002,1043
505,3002,1046
506,3002,1051
507,3002,1053
508,3002,1059
509,3003,1001
510,3003,1002
511,3003,1003
512,3003,1006
513,3003,1007
514,3003,1008
515,3003,1009
516,3003,1011
517,3003,1012
518,3003,1013
519,3003,1014
520,3003,1015
521,3003,1017
522,3003,1018
523,3003,1020
524,3003,1024
525,3003,1027
526,3003,1030
527,3003,1032
528,3003,1035
529,3003,1045
530,3003,1056
531,3003,1060
532,3003,1016
533,3003,1019
534,3003,1021
535,3003,1022
536,3003,1023
537,3003,1026
538,3003,1029
539,3003,1031
540,3003,1033
541,3003,1034
542,3003,1036
543,3003,1037
544,3003,1039
545,3003,1044
546,3003,1046
547,3003,1047
548,3003,1048
549,3003,1049
550,3003,1050
551,3003,1055
552,3003,1057
553,3003,1058
554,3003,1059
555,3004,1001
556,3004,1007
557,3004,1013
558,3004,1015
559,3004,1017
560,3004,1020
561,3004,1024
562,3004,1030
563,3004,1045
564,3004,1060
565,3004,1016
566,3004,1021
567,3004,1023
568,3004,1025
569,3004,1034
570,3101,1001
571,3101,1002
572,3101,1003
573,3101,1004
574,3101,1005
575,3101,1006
576,3101,1007
577,3101,1008
578,3101,1009
579,3101,1010
580,3101,1011
581,3101,1012
582,3101,1013
583,3101,1014
584,3101,1015
585,3101,1017
586,3101,1018
587,3101,1020
588,3101,1024
589,3101,1027
590,3101,1030
591,3101,1032
592,3101,1035
593,3101,1040
594,3101,1041
595,3101,1045
596,3101,1056
597,3101,1060
598,3101,1061
599,3101,1016
600,3101,1019
601,3101,1021
602,3101,1022
603,3101,1023
604,3101,1025
605,3101,1026
606,3101,1028
607,3101,1029
608,3101,1031
609,3101,1033
610,3101,1034
611,3101,1036
612,3101,1037
613,3101,1038
614,3101,1039
615,3101,1042
616,3101,1044
617,3101,1047
618,3101,1048
619,3101,1049
620,3101,1050
621,3101,1051
622,3101,1053
623,3101,1054
624,3101,1055
625,3101,1057
626,3101,1058
627,3101,1059
628,3102,1052
629,3102,1019
630,3102,1034
631,3102,1043
632,3102,1046
633,2523,1003
634,2523,1006
635,2523,1007
636,2523,1009
637,2523,1011
638,2523,1015
639,2523,1016
640,2523,1024
641,2523,1025
642,2523,1034
643,2523,1047
644,2523,1017
645,2509,1018
646,2509,1039
647,2509,1059
648,2512,1002
649,2512,1007
650,2512,1011
651,2512,1013
652,2512,1015
653,2512,1021
654,2512,1023
655,2512,1024
656,2512,1027
657,2512,1034
658,2512,1044
659,2512,1049
660,2512,1055
661,2512,1058
662,2510,1001
663,2510,1003
664,2510,1008
665,2510,1016
666,2510,1026
667,2510,1031
668,2510,1033
669,2510,1035
670,2510,1037
671,2510,1017
672,2510,1057
673,2530,1046
674,2506,1001
675,2506,1007
676,2506,1013
677,2506,1015
678,2506,1021
679,2506,1023
680,2506,1024
681,2506,1025
682,2506,1030
683,2506,1034
684,2506,1045
685,2506,1017
686,2516,1001
687,2516,1008
688,2516,1015
689,2516,1018
690,2516,1019
691,2516,1021
692,2516,1037
693,2516,1045
694,2516,1047
695,2516,1048
696,2516,1057
697,2525,1046
698,2522,1005
699,2522,1011
700,2522,1016
701,2522,1026
702,2522,1031
703,2522,1004
704,2531,1046
705,2514,1009
706,2514,1022
707,2514,1039
708,2514,1044
709,2514,1059
710,2505,1003
711,2505,1007
712,2505,1015
713,2505,1016
714,2505,1020
715,2505,1026
716,2505,1032
717,2505,1036
718,2505,1050
719,2505,1017
720,2505,1057
721,2504,1009
722,2504,1051
723,2521,1008
724,2521,1012
725,2521,1051
726,2521,1059
727,2502,1038
728,2502,1061
729,2515,1007
730,2515,1013
731,2515,1016
732,2515,1020
733,2515,1023
734,2515,1024
735,2515,1025
736,2515,1030
737,2515,1036
738,2515,1045
739,2515,1056
740,2515,1017
741,2515,1057
742,2511,1006
743,2511,1008
744,2511,1010
745,2511,1019
746,2511,1053
747,2518,1006
748,2518,1010
749,2518,1019
750,2501,1019
751,2501,1043
752,2513,1010
753,2513,1028
754,2513,1038
755,2513,1041
756,2513,1051
757,2513,1053
758,2519,1001
759,2519,1003
760,2519,1008
761,2519,1014
762,2519,1015
763,2519,1047
764,2519,1017
765,2517,1009
766,2517,1012
767,2517,1022
768,2517,1044
769,2517,1059
770,2508,1008
771,2507,1014
772,2507,1042
773,2529,1046
774,3201,1022
780,3204,1042
791,3202,1011
792,3202,1036
793,3202,1052
794,3202,1054
795,3203,1006
796,3203,1007
797,3203,1010
798,3203,1012
799,3203,1014
800,3203,1015
801,3203,1017
802,3203,1023
803,3203,1024
804,3203,1025
805,3203,1029
806,3203,1030
807,3203,1035
808,3203,1037
809,3204,1003
810,3204,1005
811,3204,1008
812,3204,1013
813,3204,1018
814,3204,1020
815,3204,1026
816,3204,1027
817,3204,1031
818,3204,1032
819,3204,1040
820,3204,1041
821,3204,1046
822,3204,1057
823,3204,1060
824,3204,1061
825,3205,1001
826,3205,1002
827,3205,1004
828,3205,1009
829,3205,1016
830,3205,1019
831,3205,1021
832,3205,1045
833,3205,1056
834,3206,1050
835,8001,1001
836,8001,1003
837,8002,1001
838,8002,1004
839,8003,1001
840,8003,1013
841,8004,1001
842,8004,1015
843,8005,1001
844,8005,1017
845,8006,1001
846,8006,1022
847,8007,1001
848,8007,1027
849,8008,1001
850,8008,1038
851,8009,1001
852,8009,1040
853,8010,1001
854,8010,1043
855,8011,1001
856,8011,1045
857,8012,1001
858,8012,1054
859,8013,1001
860,8013,1056
861,8014,1001
862,8014,1058
863,8015,1001
864,8015,1059
865,8016,1001
866,8016,1060
867,8017,1002
868,8017,1003
869,8018,1002
870,8018,1004
871,8019,1002
872,8019,1013
873,8020,1002
874,8020,1015
875,8021,1002
876,8021,1017
877,8022,1002
878,8022,1022
879,8023,1002
880,8023,1027
881,8024,1002
882,8024,1038
883,8025,1002
884,8025,1040
885,8026,1002
886,8026,1043
887,8027,1002
888,8027,1045
889,8028,1002
890,8028,1054
891,8029,1002
892,8029,1056
893,8030,1002
894,8030,1058
895,8031,1002
896,8031,1059
897,8032,1002
898,8032,1060
899,8033,1003
900,8033,1007
901,8034,1003
902,8034,1009
903,8035,1003
904,8035,1018
905,8036,1003
906,8036,1021
907,8037,1003
908,8037,1023
909,8038,1003
910,8038,1035
911,8039,1003
912,8039,1046
913,8040,1003
914,8040,1048
915,8041,1003
916,8041,1049
917,8042,1003
918,8042,1050
919,8043,1004
920,8043,1007
921,8044,1004
922,8044,1009
923,8045,1004
924,8045,1018
925,8046,1004
926,8046,1021
927,8047,1004
928,8047,1023
929,8048,1004
930,8048,1035
931,8049,1004
932,8049,1046
933,8050,1004
934,8050,1048
935,8051,1004
936,8051,1049
937,8052,1005
938,8052,1003
939,8053,1005
940,8053,1004
941,8054,1005
942,8054,1013
943,8055,1005
944,8055,1015
945,8056,1005
946,8056,1017
947,8057,1005
948,8057,1022
949,8058,1005
950,8058,1027
951,8059,1005
952,8059,1038
953,8060,1005
954,8060,1040
955,8061,1005
956,8061,1043
957,8062,1005
958,8062,1045
959,8063,1005
960,8063,1054
961,8064,1005
962,8064,1056
963,8065,1005
964,8065,1058
965,8066,1005
966,8066,1059
967,8067,1005
968,8067,1060
969,8068,1006
970,8068,1004
971,8069,1006
972,8069,1022
973,8070,1006
974,8070,1045
975,8071,1006
976,8071,1054
977,8072,1007
978,8072,1018
979,8073,1007
980,8073,1021
981,8074,1007
982,8074,1023
983,8075,1007
984,8075,1035
985,8076,1007
986,8076,1048
987,8077,1009
988,8077,1018
989,8078,1009
990,8078,1021
991,8079,1009
992,8079,1023
993,8080,1009
994,8080,1035
995,8081,1009
996,8081,1048
997,8082,1010
998,8082,1003
999,8083,1010
1000,8083,1004
1001,8084,1010
1002,8084,1013
1003,8085,1010
1004,8085,1015
1005,8086,1010
1006,8086,1017
1007,8087,1010
1008,8087,1022
1009,8088,1010
1010,8088,1027
1011,8089,1010
1012,8089,1038
1013,8090,1010
1014,8090,1040
1015,8091,1010
1016,8091,1043
1017,8092,1010
1018,8092,1045
1019,8093,1010
1020,8093,1054
1021,8094,1010
1022,8094,1056
1023,8095,1010
1024,8095,1058
1025,8096,1010
1026,8096,1059
1027,8097,1010
1028,8097,1060
1029,8098,1013
1030,8098,1007
1031,8099,1013
1032,8099,1009
1033,8100,1013
1034,8100,1018
1035,8101,1013
1036,8101,1021
1037,8102,1013
1038,8102,1023
1039,8103,1013
1040,8103,1035
1041,8104,1013
1042,8104,1046
1043,8105,1013
1044,8105,1048
1045,8106,1013
1046,8106,1049
1047,8107,1013
1048,8107,1050
1049,8108,1014
1050,8108,1004
1051,8109,1014
1052,8109,1007
1053,8110,1014
1054,8110,1009
1055,8111,1014
1056,8111,1022
1057,8112,1014
1058,8112,1045
1059,8113,1014
1060,8113,1046
1061,8114,1014
1062,8114,1049
1063,8115,1014
1064,8115,1054
1065,8116,1015
1066,8116,1006
1067,8117,1015
1068,8117,1050
1069,8118,1016
1070,8118,1003
1071,8119,1016
1072,8119,1004
1073,8120,1016
1074,8120,1013
1075,8121,1016
1076,8121,1015
1077,8122,1016
1078,8122,1017
1079,8123,1016
1080,8123,1022
1081,8124,1016
1082,8124,1027
1083,8125,1016
1084,8125,1038
1085,8126,1016
1086,8126,1040
1087,8127,1016
1088,8127,1043
1089,8128,1016
1090,8128,1045
1091,8129,1016
1092,8129,1054
1093,8130,1016
1094,8130,1056
1095,8131,1016
1096,8131,1058
1097,8132,1016
1098,8132,1059
1099,8133,1016
1100,8133,1060
1101,8134,1017
1102,8134,1007
1103,8135,1017
1104,8135,1009
1105,8136,1017
1106,8136,1018
1107,8137,1017
1108,8137,1021
1109,8138,1017
1110,8138,1023
1111,8139,1017
1112,8139,1035
1113,8140,1017
1114,8140,1046
1115,8141,1017
1116,8141,1048
1117,8142,1017
1118,8142,1049
1119,8143,1017
1120,8143,1050
1121,8144,1019
1122,8144,1004
1123,8145,1019
1124,8145,1007
1125,8146,1019
1126,8146,1009
1127,8147,1019
1128,8147,1022
1129,8148,1019
1130,8148,1045
1131,8149,1019
1132,8149,1046
1133,8150,1019
1134,8150,1049
1135,8151,1019
1136,8151,1054
1137,8152,1020
1138,8152,1004
1139,8153,1020
1140,8153,1015
1141,8154,1020
1142,8154,1027
1143,8155,1020
1144,8155,1038
1145,8156,1020
1146,8156,1040
1147,8157,1020
1148,8157,1043
1149,8158,1020
1150,8158,1045
1151,8159,1020
1152,8159,1058
1153,8160,1020
1154,8160,1059
1155,8161,1020
1156,8161,1060
1157,8162,1025
1158,8162,1003
1159,8163,1025
1160,8163,1004
1161,8164,1025
1162,8164,1013
1163,8165,1025
1164,8165,1015
1165,8166,1025
1166,8166,1017
1167,8167,1025
1168,8167,1022
1169,8168,1025
1170,8168,1027
1171,8169,1025
1172,8169,1038
1173,8170,1025
1174,8170,1040
1175,8171,1025
1176,8171,1043
1177,8172,1025
1178,8172,1045
1179,8173,1025
1180,8173,1054
1181,8174,1025
1182,8174,1056
1183,8175,1025
1184,8175,1058
1185,8176,1025
1186,8176,1059
1187,8177,1025
1188,8177,1060
1189,8178,1027
1190,8178,1006
1191,8179,1027
1192,8179,1050
1193,8180,1028
1194,8180,1004
1195,8181,1028
1196,8181,1007
1197,8182,1028
1198,8182,1009
1199,8183,1028
1200,8183,1022
1201,8184,1028
1202,8184,1045
1203,8185,1028
1204,8185,1046
1205,8186,1028
1206,8186,1049
1207,8187,1028
1208,8187,1054
1209,8188,1029
1210,8188,1004
1211,8189,1029
1212,8189,1015
1213,8190,1029
1214,8190,1018
1215,8191,1029
1216,8191,1021
1217,8192,1029
1218,8192,1023
1219,8193,1029
1220,8193,1027
1221,8194,1029
1222,8194,1035
1223,8195,1029
1224,8195,1038
1225,8196,1029
1226,8196,1040
1227,8197,1029
1228,8197,1043
1229,8198,1029
1230,8198,1045
1231,8199,1029
1232,8199,1048
1233,8200,1029
1234,8200,1058
1235,8201,1029
1236,8201,1059
1237,8202,1029
1238,8202,1060
1239,8203,1030
1240,8203,1003
1241,8204,1030
1242,8204,1004
1243,8205,1030
1244,8205,1013
1245,8206,1030
1246,8206,1015
1247,8207,1030
1248,8207,1017
1249,8208,1030
1250,8208,1022
1251,8209,1030
1252,8209,1027
1253,8210,1030
1254,8210,1038
1255,8211,1030
1256,8211,1040
1257,8212,1030
1258,8212,1043
1259,8213,1030
1260,8213,1045
1261,8214,1030
1262,8214,1054
1263,8215,1030
1264,8215,1056
1265,8216,1030
1266,8216,1058
1267,8217,1030
1268,8217,1059
1269,8218,1030
1270,8218,1060
1271,8219,1032
1272,8219,1003
1273,8220,1032
1274,8220,1004
1275,8221,1032
1276,8221,1013
1277,8222,1032
1278,8222,1015
1279,8223,1032
1280,8223,1017
1281,8224,1032
1282,8224,1022
1283,8225,1032
1284,8225,1027
1285,8226,1032
1286,8226,1038
1287,8227,1032
1288,8227,1040
1289,8228,1032
1290,8228,1043
1291,8229,1032
1292,8229,1045
1293,8230,1032
1294,8230,1054
1295,8231,1032
1296,8231,1056
1297,8232,1032
1298,8232,1058
1299,8233,1032
1300,8233,1059
1301,8234,1032
1302,8234,1060
1303,8235,1033
1304,8235,1003
1305,8236,1033
1306,8236,1004
1307,8237,1033
1308,8237,1013
1309,8238,1033
1310,8238,1015
1311,8239,1033
1312,8239,1017
1313,8240,1033
1314,8240,1022
1315,8241,1033
1316,8241,1027
1317,8242,1033
1318,8242,1038
1319,8243,1033
1320,8243,1040
1321,8244,1033
1322,8244,1043
1323,8245,1033
1324,8245,1045
1325,8246,1033
1326,8246,1054
1327,8247,1033
1328,8247,1056
1329,8248,1033
1330,8248,1058
1331,8249,1033
1332,8249,1059
1333,8250,1033
1334,8250,1060
1335,8251,1036
1336,8251,1003
1337,8252,1036
1338,8252,1004
1339,8253,1036
1340,8253,1013
1341,8254,1036
1342,8254,1015
1343,8255,1036
1344,8255,1017
1345,8256,1036
1346,8256,1022
1347,8257,1036
1348,8257,1027
1349,8258,1036
1350,8258,1038
1351,8259,1036
1352,8259,1040
1353,8260,1036
1354,8260,1043
1355,8261,1036
1356,8261,1045
1357,8262,1036
1358,8262,1054
1359,8263,1036
1360,8263,1056
1361,8264,1036
1362,8264,1058
1363,8265,1036
1364,8265,1059
1365,8266,1036
1366,8266,1060
1367,8267,1037
1368,8267,1004
1369,8268,1037
1370,8268,1007
1371,8269,1037
1372,8269,1009
1373,8270,1037
1374,8270,1022
1375,8271,1037
1376,8271,1045
1377,8272,1037
1378,8272,1046
1379,8273,1037
1380,8273,1049
1381,8274,1037
1382,8274,1054
1383,8275,1038
1384,8275,1006
1385,8276,1038
1386,8276,1050
1387,8277,1039
1388,8277,1003
1389,8278,1039
1390,8278,1007
1391,8279,1039
1392,8279,1009
1393,8280,1039
1394,8280,1013
1395,8281,1039
1396,8281,1017
1397,8282,1039
1398,8282,1046
1399,8283,1039
1400,8283,1049
1401,8284,1039
1402,8284,1050
1403,8285,1040
1404,8285,1006
1405,8286,1040
1406,8286,1050
1407,8287,1041
1408,8287,1004
1409,8288,1041
1410,8288,1015
1411,8289,1041
1412,8289,1018
1413,8290,1041
1414,8290,1021
1415,8291,1041
1416,8291,1023
1417,8292,1041
1418,8292,1027
1419,8293,1041
1420,8293,1035
1421,8294,1041
1422,8294,1038
1423,8295,1041
1424,8295,1040
1425,8296,1041
1426,8296,1043
1427,8297,1041
1428,8297,1045
1429,8298,1041
1430,8298,1048
1431,8299,1041
1432,8299,1058
1433,8300,1041
1434,8300,1059
1435,8301,1041
1436,8301,1060
1437,8302,1042
1438,8302,1004
1439,8303,1042
1440,8303,1007
1441,8304,1042
1442,8304,1009
1443,8305,1042
1444,8305,1022
1445,8306,1042
1446,8306,1045
1447,8307,1042
1448,8307,1046
1449,8308,1042
1450,8308,1049
1451,8309,1042
1452,8309,1054
1453,8310,1043
1454,8310,1006
1455,8311,1043
1456,8311,1050
1457,8312,1044
1458,8312,1004
1459,8313,1044
1460,8313,1007
1461,8314,1044
1462,8314,1009
1463,8315,1044
1464,8315,1022
1465,8316,1044
1466,8316,1045
1467,8317,1044
1468,8317,1046
1469,8318,1044
1470,8318,1049
1471,8319,1044
1472,8319,1054
1473,8320,1045
1474,8320,1007
1475,8321,1045
1476,8321,1009
1477,8322,1045
1478,8322,1018
1479,8323,1045
1480,8323,1021
1481,8324,1045
1482,8324,1023
1483,8325,1045
1484,8325,1035
1485,8326,1045
1486,8326,1046
1487,8327,1045
1488,8327,1048
1489,8328,1045
1490,8328,1049
1491,8329,1046
1492,8329,1018
1493,8330,1046
1494,8330,1021
1495,8331,1046
1496,8331,1023
1497,8332,1046
1498,8332,1035
1499,8333,1046
1500,8333,1048
1501,8334,1047
1502,8334,1003
1503,8335,1047
1504,8335,1004
1505,8336,1047
1506,8336,1013
1507,8337,1047
1508,8337,1015
1509,8338,1047
1510,8338,1017
1511,8339,1047
1512,8339,1022
1513,8340,1047
1514,8340,1027
1515,8341,1047
1516,8341,1038
1517,8342,1047
1518,8342,1040
1519,8343,1047
1520,8343,1043
1521,8344,1047
1522,8344,1045
1523,8345,1047
1524,8345,1054
1525,8346,1047
1526,8346,1056
1527,8347,1047
1528,8347,1058
1529,8348,1047
1530,8348,1059
1531,8349,1047
1532,8349,1060
1533,8350,1049
1534,8350,1018
1535,8351,1049
1536,8351,1021
1537,8352,1049
1538,8352,1023
1539,8353,1049
1540,8353,1035
1541,8354,1049
1542,8354,1048
1543,8355,1050
1544,8355,1004
1545,8356,1050
1546,8356,1045
1547,8357,1051
1548,8357,1012
1549,8358,1051
1550,8358,1015
1551,8359,1051
1552,8359,1027
1553,8360,1051
1554,8360,1031
1555,8361,1051
1556,8361,1038
1557,8362,1051
1558,8362,1039
1559,8363,1051
1560,8363,1040
1561,8364,1051
1562,8364,1043
1563,8365,1051
1564,8365,1050
1565,8366,1051
1566,8366,1052
1567,8367,1051
1568,8367,1053
1569,8368,1051
1570,8368,1058
1571,8369,1051
1572,8369,1059
1573,8370,1051
1574,8370,1060
1575,8371,1051
1576,8371,1061
1577,8372,1052
1578,8372,1003
1579,8373,1052
1580,8373,1007
1581,8374,1052
1582,8374,1009
1583,8375,1052
1584,8375,1013
1585,8376,1052
1586,8376,1017
1587,8377,1052
1588,8377,1046
1589,8378,1052
1590,8378,1049
1591,8379,1052
1592,8379,1050
1593,8380,1055
1594,8380,1003
1595,8381,1055
1596,8381,1004
1597,8382,1055
1598,8382,1013
1599,8383,1055
1600,8383,1015
1601,8384,1055
1602,8384,1017
1603,8385,1055
1604,8385,1022
1605,8386,1055
1606,8386,1027
1607,8387,1055
1608,8387,1038
1609,8388,1055
1610,8388,1040
1611,8389,1055
1612,8389,1043
1613,8390,1055
1614,8390,1045
1615,8391,1055
1616,8391,1054
1617,8392,1055
1618,8392,1056
1619,8393,1055
1620,8393,1058
1621,8394,1055
1622,8394,1059
1623,8395,1055
1624,8395,1060
1625,8396,1056
1626,8396,1004
1627,8397,1056
1628,8397,1045
1629,8398,1057
1630,8398,1004
1631,8399,1057
1632,8399,1015
1633,8400,1057
1634,8400,1018
1635,8401,1057
1636,8401,1021
1637,8402,1057
1638,8402,1023
1639,8403,1057
1640,8403,1027
1641,8404,1057
1642,8404,1035
1643,8405,1057
1644,8405,1038
1645,8406,1057
1646,8406,1040
1647,8407,1057
1648,8407,1043
1649,8408,1057
1650,8408,1045
1651,8409,1057
1652,8409,1048
1653,8410,1057
1654,8410,1058
1655,8411,1057
1656,8411,1059
1657,8412,1057
1658,8412,1060
1659,8413,1058
1660,8413,1006
1661,8414,1058
1662,8414,1050
1663,8415,1059
1664,8415,1006
1665,8416,1059
1666,8416,1050
1667,8417,1060
1668,8417,1006
1669,8418,1060
1670,8418,1050
1671,8419,1061
1672,8419,1003
1673,8420,1061
1674,8420,1007
1675,8421,1061
1676,8421,1009
1677,8422,1061
1678,8422,1013
1679,8423,1061
1680,8423,1017
1681,8424,1061
1682,8424,1046
1683,8425,1061
1684,8425,1049
1685,8426,1061
1686,8426,1050
1687,508,1030
1688,508,1052
1689,509,1041
1690,509,1052
1691,2401,1004
1692,2402,1017
1693,2403,1006
1694,2403,1045
1695,2404,1003
1696,2404,1013
1697,2404,1027
1698,2404,1030
1699,2404,1041
1700,2404,1060
1701,2405,1024
1702,2405,1035
1703,2406,1001
