id,roulette_id,story_event_id,sheet_num,can_loop,use_item_category,use_item_id,use_item_num,character_id,dress_id,reset_line,reward_set_id,roulette_max_num,start_date,end_date
79,1020,1020,3,0,94,45,10,1008,100846,8,41,25,1669604400,1671073199
80,1020,1020,4,1,94,45,10,1008,100846,1,7,25,1669604400,1671073199
81,1021,1021,1,0,94,45,10,1011,101101,8,42,25,1672282800,1673578799
82,1021,1021,2,0,94,45,10,1011,101101,8,42,25,1672282800,1673578799
83,1021,1021,3,0,94,45,10,1011,101101,8,43,25,1672282800,1673578799
84,1021,1021,4,1,94,45,10,1011,101101,1,7,25,1672282800,1673578799
85,1022,1022,1,0,94,45,10,1028,102801,8,44,25,1675047600,1676516399
86,1022,1022,2,0,94,45,10,1028,102801,8,44,25,1675047600,1676516399
87,1022,1022,3,0,94,45,10,1028,102801,8,45,25,1675047600,1676516399
88,1022,1022,4,1,94,45,10,1028,102801,1,7,25,1675047600,1676516399
89,1023,1023,1,0,94,45,10,1066,106601,8,46,25,1677207600,1678676399
90,1023,1023,2,0,94,45,10,1066,106601,8,46,25,1677207600,1678676399
91,1023,1023,3,0,94,45,10,1066,106601,8,47,25,1677207600,1678676399
92,1023,1023,4,1,94,45,10,1066,106601,1,7,25,1677207600,1678676399
93,1024,1024,1,0,94,45,10,1003,100301,8,48,25,1680058800,1681354799
94,1024,1024,2,0,94,45,10,1003,100301,8,48,25,1680058800,1681354799
95,1024,1024,3,0,94,45,10,1003,100301,8,49,25,1680058800,1681354799
96,1024,1024,4,1,94,45,10,1003,100301,1,7,25,1680058800,1681354799
97,1025,1025,1,0,94,45,10,1076,107601,8,50,25,1682650800,1683946799
98,1025,1025,2,0,94,45,10,1076,107601,8,50,25,1682650800,1683946799
99,1025,1025,3,0,94,45,10,1076,107601,8,51,25,1682650800,1683946799
100,1025,1025,4,1,94,45,10,1076,107601,1,7,25,1682650800,1683946799
101,1026,1026,1,0,94,45,10,1012,101226,8,52,25,1685329200,1686538799
102,1026,1026,2,0,94,45,10,1012,101226,8,52,25,1685329200,1686538799
103,1026,1026,3,0,94,45,10,1012,101226,8,53,25,1685329200,1686538799
104,1026,1026,4,1,94,45,10,1012,101226,1,7,25,1685329200,1686538799
105,1027,1027,1,0,94,45,10,1065,106501,8,54,25,1688007600,1689217199
106,1027,1027,2,0,94,45,10,1065,106501,8,54,25,1688007600,1689217199
107,1027,1027,3,0,94,45,10,1065,106501,8,55,25,1688007600,1689217199
108,1027,1027,4,1,94,45,10,1065,106501,1,7,25,1688007600,1689217199
109,1028,1028,1,0,94,45,10,1018,101801,8,56,25,1690772400,1692241199
110,1028,1028,2,0,94,45,10,1018,101801,8,56,25,1690772400,1692241199
111,1028,1028,3,0,94,45,10,1018,101801,8,57,25,1690772400,1692241199
112,1028,1028,4,1,94,45,10,1018,101801,1,7,25,1690772400,1692241199
113,1029,1029,1,0,94,45,10,1036,103640,8,58,25,1695956400,1697165999
114,1029,1029,2,0,94,45,10,1036,103640,8,58,25,1695956400,1697165999
115,1029,1029,3,0,94,45,10,1036,103640,8,59,25,1695956400,1697165999
116,1029,1029,4,1,94,45,10,1036,103640,1,7,25,1695956400,1697165999
117,1030,1030,1,0,94,45,10,1052,105201,8,60,25,1698634800,1699757999
118,1030,1030,2,0,94,45,10,1052,105201,8,60,25,1698634800,1699757999
119,1030,1030,3,0,94,45,10,1052,105201,8,61,25,1698634800,1699757999
120,1030,1030,4,1,94,45,10,1052,105201,1,7,25,1698634800,1699757999
121,1031,1031,1,0,94,45,10,1027,102701,8,62,25,1701313200,1702522799
122,1031,1031,2,0,94,45,10,1027,102701,8,62,25,1701313200,1702522799
123,1031,1031,3,0,94,45,10,1027,102701,8,63,25,1701313200,1702522799
124,1031,1031,4,1,94,45,10,1027,102701,1,7,25,1701313200,1702522799
125,1032,1032,1,0,94,45,10,1068,106802,8,64,25,1703732400,1705028399
126,1032,1032,2,0,94,45,10,1068,106802,8,64,25,1703732400,1705028399
127,1032,1032,3,0,94,45,10,1068,106802,8,65,25,1703732400,1705028399
128,1032,1032,4,1,94,45,10,1068,106802,1,7,25,1703732400,1705028399
129,1033,1033,1,0,94,45,10,1025,102513,8,66,25,1706670000,1708138799
130,1033,1033,2,0,94,45,10,1025,102513,8,66,25,1706670000,1708138799
131,1033,1033,3,0,94,45,10,1025,102513,8,67,25,1706670000,1708138799
132,1033,1033,4,1,94,45,10,1025,102513,1,7,25,1706670000,1708138799
133,1034,1034,1,0,94,45,10,1053,105301,8,68,25,1711681200,1712890799
134,1034,1034,2,0,94,45,10,1053,105301,8,68,25,1711681200,1712890799
135,1034,1034,3,0,94,45,10,1053,105301,8,69,25,1711681200,1712890799
136,1034,1034,4,1,94,45,10,1053,105301,1,7,25,1711681200,1712890799
137,1035,1035,1,0,94,45,10,1072,107250,8,70,25,1714446000,1715569199
138,1035,1035,2,0,94,45,10,1072,107250,8,70,25,1714446000,1715569199
139,1035,1035,3,0,94,45,10,1072,107250,8,71,25,1714446000,1715569199
140,1035,1035,4,1,94,45,10,1072,107250,1,7,25,1714446000,1715569199
141,1036,1036,1,0,94,45,10,1091,109101,8,72,25,1717038000,1718506799
142,1036,1036,2,0,94,45,10,1091,109101,8,72,25,1717038000,1718506799
143,1036,1036,3,0,94,45,10,1091,109101,8,73,25,1717038000,1718506799
144,1036,1036,4,1,94,45,10,1091,109101,1,7,25,1717038000,1718506799
145,1037,1037,1,0,94,45,10,1100,110001,8,74,25,1722222000,1723863599
146,1037,1037,2,0,94,45,10,1100,110001,8,74,25,1722222000,1723863599
147,1037,1037,3,0,94,45,10,1100,110001,8,75,25,1722222000,1723863599
148,1037,1037,4,1,94,45,10,1100,110001,1,7,25,1722222000,1723863599
149,1038,1038,1,0,94,45,10,1083,6,8,76,25,1724986800,1726196399
150,1038,1038,2,0,94,45,10,1083,6,8,76,25,1724986800,1726196399
151,1038,1038,3,0,94,45,10,1083,6,8,77,25,1724986800,1726196399
152,1038,1038,4,1,94,45,10,1083,6,1,78,25,1724986800,1726196399
153,1039,1039,1,0,94,45,10,1056,105601,8,79,25,1727665200,1728874799
154,1039,1039,2,0,94,45,10,1056,105601,8,79,25,1727665200,1728874799
155,1039,1039,3,0,94,45,10,1056,105601,8,80,25,1727665200,1728874799
156,1039,1039,4,1,94,45,10,1056,105601,1,78,25,1727665200,1728874799
157,1040,1040,1,0,94,45,10,1015,101501,8,81,25,1732762800,1734058799
158,1040,1040,2,0,94,45,10,1015,101501,8,81,25,1732762800,1734058799
159,1040,1040,3,0,94,45,10,1015,101501,8,82,25,1732762800,1734058799
160,1040,1040,4,1,94,45,10,1015,101501,1,78,25,1732762800,1734058799
161,1041,1041,1,0,94,45,10,1004,100410,8,83,25,1735268400,1736737199
162,1041,1041,2,0,94,45,10,1004,100410,8,83,25,1735268400,1736737199
163,1041,1041,3,0,94,45,10,1004,100410,8,84,25,1735268400,1736737199
164,1041,1041,4,1,94,45,10,1004,100410,1,78,25,1735268400,1736737199
165,1042,1042,1,0,94,45,10,1038,103801,8,85,25,1738292400,1739761199
166,1042,1042,2,0,94,45,10,1038,103801,8,85,25,1738292400,1739761199
167,1042,1042,3,0,94,45,10,1038,103801,8,86,25,1738292400,1739761199
168,1042,1042,4,1,94,45,10,1038,103801,1,78,25,1738292400,1739761199
169,1043,1043,1,0,94,45,10,1119,111901,8,87,25,1743390000,1744513199
170,1043,1043,2,0,94,45,10,1119,111901,8,87,25,1743390000,1744513199
171,1043,1043,3,0,94,45,10,1119,111901,8,88,25,1743390000,1744513199
172,1043,1043,4,1,94,45,10,1119,111901,1,78,25,1743390000,1744513199
173,1043,1043,51,1,94,45,10,1119,111901,1,89,25,1743390000,1744513199
174,1044,1044,1,0,94,45,10,1098,109850,8,90,25,1745982000,1747277999
175,1044,1044,2,0,94,45,10,1098,109850,8,90,25,1745982000,1747277999
176,1044,1044,3,0,94,45,10,1098,109850,8,91,25,1745982000,1747277999
177,1044,1044,4,1,94,45,10,1098,109850,1,78,25,1745982000,1747277999
178,1044,1044,51,1,94,45,10,1098,109850,1,89,25,1745982000,1747277999
179,1045,1045,1,0,94,45,10,1111,111101,8,92,25,1748574000,1750042799
180,1045,1045,2,0,94,45,10,1111,111101,8,92,25,1748574000,1750042799
181,1045,1045,3,0,94,45,10,1111,111101,8,93,25,1748574000,1750042799
182,1045,1045,4,1,94,45,10,1111,111101,1,78,25,1748574000,1750042799
183,1045,1045,51,1,94,45,10,1111,111101,1,89,25,1748574000,1750042799
184,1046,1046,1,0,94,45,10,1117,111701,8,94,25,1753930800,1755399599
185,1046,1046,2,0,94,45,10,1117,111701,8,94,25,1753930800,1755399599
186,1046,1046,3,0,94,45,10,1117,111701,8,95,25,1753930800,1755399599
187,1046,1046,4,1,94,45,10,1117,111701,1,78,25,1753930800,1755399599
188,1046,1046,51,1,94,45,10,1117,111701,1,89,25,1753930800,1755399599
189,1047,1047,1,0,94,45,10,1106,110623,8,96,25,1756436400,1757645999
190,1047,1047,2,0,94,45,10,1106,110623,8,96,25,1756436400,1757645999
191,1047,1047,3,0,94,45,10,1106,110623,8,97,25,1756436400,1757645999
192,1047,1047,4,1,94,45,10,1106,110623,1,78,25,1756436400,1757645999
193,1047,1047,51,1,94,45,10,1106,110623,1,89,25,1756436400,1757645999
194,1048,1048,1,0,94,45,10,1005,100501,8,98,25,1759114800,1760324399
195,1048,1048,2,0,94,45,10,1005,100501,8,98,25,1759114800,1760324399
196,1048,1048,3,0,94,45,10,1005,100501,8,98,25,1759114800,1760324399
197,1048,1048,4,1,94,45,10,1005,100501,1,99,25,1759114800,1760324399
198,1048,1048,51,1,94,45,10,1005,100501,1,100,25,1759114800,1760324399
199,1049,1049,1,0,94,45,10,1115,111501,8,101,25,1764298800,1765681199
200,1049,1049,2,0,94,45,10,1115,111501,8,101,25,1764298800,1765681199
201,1049,1049,3,0,94,45,10,1115,111501,8,101,25,1764298800,1765681199
202,1049,1049,4,1,94,45,10,1115,111501,1,99,25,1764298800,1765681199
203,1049,1049,51,1,94,45,10,1115,111501,1,100,25,1764298800,1765681199
204,1050,1050,1,0,94,45,10,1124,112401,8,102,25,1766718000,1768100399
205,1050,1050,2,0,94,45,10,1124,112401,8,102,25,1766718000,1768100399
206,1050,1050,3,0,94,45,10,1124,112401,8,102,25,1766718000,1768100399
207,1050,1050,4,1,94,45,10,1124,112401,1,99,25,1766718000,1768100399
208,1050,1050,51,1,94,45,10,1124,112401,1,100,25,1766718000,1768100399
209,1051,1051,1,0,94,45,10,1002,100201,8,103,25,1769742000,1771297199
210,1051,1051,2,0,94,45,10,1002,100201,8,103,25,1769742000,1771297199
211,1051,1051,3,0,94,45,10,1002,100201,8,103,25,1769742000,1771297199
212,1051,1051,4,1,94,45,10,1002,100201,1,99,25,1769742000,1771297199
213,1051,1051,51,1,94,45,10,1002,100201,1,100,25,1769742000,1771297199
214,1052,1052,1,1,94,45,10,1082,108220,8,104,25,1774839600,1776049199
215,1052,1052,4,1,94,45,10,1082,108220,1,105,25,1774839600,1776049199
216,1052,1052,14,1,94,45,10,1082,108220,1,99,25,1774839600,1776049199
217,1052,1052,51,1,94,45,10,1082,108220,1,100,25,1774839600,1776049199
218,1053,1053,1,1,94,45,10,1032,103201,8,106,25,1777518000,1778727599
219,1053,1053,4,1,94,45,10,1032,103201,1,105,25,1777518000,1778727599
220,1053,1053,14,1,94,45,10,1032,103201,1,99,25,1777518000,1778727599
221,1053,1053,51,1,94,45,10,1032,103201,1,100,25,1777518000,1778727599
222,1054,1054,1,1,94,45,10,1131,113101,8,107,25,1780023600,1781751599
223,1054,1054,4,1,94,45,10,1131,113101,1,105,25,1780023600,1781751599
224,1054,1054,14,1,94,45,10,1131,113101,1,99,25,1780023600,1781751599
225,1054,1054,51,1,94,45,10,1131,113101,1,100,25,1780023600,1781751599
