id,chara_id,card_id,card_rarity_id,trigger,param1,per,priority,sys_text_id
192,0,0,0,6002,103401,100,0,70015
193,0,0,0,6002,103501,100,0,70015
194,0,0,0,6002,103601,100,0,70015
195,0,0,0,6002,103701,100,0,70015
196,0,0,0,6002,103801,100,0,70015
197,0,0,0,6002,103901,100,0,70015
198,0,0,0,6002,104001,100,0,70015
199,0,0,0,6002,104101,100,0,70015
200,0,0,0,6002,104201,100,0,70015
201,0,0,0,6002,104301,100,0,70015
202,0,0,0,6002,104401,100,0,70015
203,0,0,0,6002,104501,100,0,70015
204,0,0,0,6002,104601,100,0,70015
205,0,0,0,6002,104701,100,0,70015
206,0,0,0,6002,104801,100,0,70015
207,0,0,0,6002,104901,100,0,70015
208,0,0,0,6002,105001,100,0,70015
209,0,0,0,6002,105101,100,0,70015
210,0,0,0,6002,105201,100,0,70015
211,0,0,0,6002,105301,100,0,70015
212,0,0,0,6002,105401,100,0,70015
213,0,0,0,6002,105501,100,0,70015
214,0,0,0,6002,105601,100,0,70015
215,0,0,0,6002,105701,100,0,70015
216,0,0,0,6002,105801,100,0,70015
217,0,0,0,6002,105901,100,0,70015
218,0,0,0,6002,106001,100,0,70015
219,0,0,0,6002,106101,100,0,70015
220,0,0,0,7000,0,100,0,70001
221,0,0,0,9000,200,100,0,95003
227,0,0,0,202,0,100,0,10101
228,0,0,0,211,0,100,0,10103
229,0,0,0,212,0,100,0,10104
230,0,0,0,213,0,100,0,10105
231,0,0,0,217,0,100,0,10109
232,0,0,0,218,0,100,0,10110
233,0,0,0,219,0,100,0,10111
234,0,0,0,220,0,100,0,10112
235,0,0,0,222,0,100,0,10114
236,0,0,0,300,0,100,0,10115
237,0,0,0,302,0,100,0,10117
238,0,0,0,303,0,100,0,10118
240,0,0,0,1004,0,100,0,20102
241,0,0,0,1005,0,100,0,20105
242,0,0,0,1007,0,100,0,20108
243,0,0,0,1008,0,100,0,20110
253,0,0,0,1203,0,100,0,20123
254,0,0,0,1204,0,100,0,20127
255,0,0,0,1205,0,100,0,20129
256,0,0,0,1206,0,100,0,20133
257,0,0,0,1207,0,100,0,20136
258,0,0,0,1903,0,100,0,20150
259,0,0,0,1906,0,100,0,30101
263,0,0,0,101,200,100,0,90000
264,0,0,0,101,200,100,0,90001
265,0,0,0,102,200,100,0,90002
266,0,0,0,102,200,100,0,90003
267,0,0,0,103,200,100,0,90004
268,0,0,0,103,200,100,0,90005
269,0,0,0,104,200,100,0,90006
270,0,0,0,105,200,100,0,90007
271,0,0,0,106,200,100,0,90008
272,0,0,0,107,200,100,0,90009
273,0,0,0,201,200,100,0,91000
274,0,0,0,201,200,100,0,91001
275,0,0,0,201,200,100,0,91002
276,0,0,0,201,200,100,0,91003
277,0,0,0,201,200,100,0,91004
278,0,0,0,204,200,100,0,91009
279,0,0,0,205,200,100,0,91010
280,0,0,0,206,200,100,0,91011
281,0,0,0,207,200,100,0,91012
282,0,0,0,208,200,100,0,91013
283,0,0,0,209,200,100,0,91014
284,0,0,0,210,200,100,0,91015
285,0,0,0,17000,0,100,0,110000
286,0,0,0,17001,0,100,0,110001
287,0,0,0,17002,0,100,0,110002
1000,0,0,0,203,101,100,0,91005
1001,0,0,0,203,101,100,0,91006
1002,1001,100101,0,203,100101,100,0,91007
1003,1001,100101,0,203,100101,100,0,91008
1004,1001,100101,0,1001,0,100,0,92000
1005,1001,100101,0,1001,0,100,0,92001
1006,1001,100101,0,1001,0,100,0,92002
1007,1001,100101,0,1001,0,100,0,92003
1009,1001,100101,3,1002,0,100,0,92005
1010,1001,100101,4,1002,0,100,0,92006
1011,1001,100101,5,1002,0,100,0,92007
1012,1001,100101,0,1900,0,100,0,93000
1013,1001,100101,0,1901,0,100,0,93001
1014,1001,100101,0,1904,1,100,0,30004
1016,1001,100101,0,5000,0,100,0,95000
1017,1001,100101,0,5001,0,100,0,95001
1020,1001,100101,0,8000,0,100,0,95004
1023,1002,100201,0,203,100201,100,0,91007
1024,1002,100201,0,203,100201,100,0,91008
1025,1002,100201,0,1001,0,100,0,92000
1026,1002,100201,0,1001,0,100,0,92001
1027,1002,100201,0,1001,0,100,0,92002
1028,1002,100201,0,1001,0,100,0,92003
1030,1002,100201,3,1002,0,100,0,92005
1031,1002,100201,4,1002,0,100,0,92006
1032,1002,100201,5,1002,0,100,0,92007
1033,1002,100201,0,1900,0,100,0,93000
1034,1002,100201,0,1901,0,100,0,93001
1035,1002,100201,0,1904,1,100,0,30004
1037,1002,100201,0,5000,0,100,0,95000
1038,1002,100201,0,5001,0,100,0,95001
1041,1002,100201,0,8000,0,100,0,95004
1044,1003,100301,0,203,100301,100,0,91007
1045,1003,100301,0,203,100301,100,0,91008
1046,1003,100301,0,1001,0,100,0,92000
1047,1003,100301,0,1001,0,100,0,92001
1048,1003,100301,0,1001,0,100,0,92002
1049,1003,100301,0,1001,0,100,0,92003
1051,1003,100301,3,1002,0,100,0,92005
1052,1003,100301,4,1002,0,100,0,92006
1053,1003,100301,5,1002,0,100,0,92007
1054,1003,100301,0,1900,0,100,0,93000
1055,1003,100301,0,1901,0,100,0,93001
1056,1003,100301,0,1904,1,100,0,30004
1058,1003,100301,0,5000,0,100,0,95000
1059,1003,100301,0,5001,0,100,0,95001
1062,1003,100301,0,8000,0,100,0,95004
1064,0,0,0,203,101,100,0,91105
1066,1004,100401,0,203,100401,100,0,91007
1067,1004,100401,0,203,100401,100,0,91008
1068,1004,100401,0,1001,0,100,0,92000
1069,1004,100401,0,1001,0,100,0,92001
1070,1004,100401,0,1001,0,100,0,92002
1071,1004,100401,0,1001,0,100,0,92003
1073,1004,100401,3,1002,0,100,0,92005
1074,1004,100401,3,1002,0,100,0,92006
1075,1004,100401,4,1002,0,100,0,92007
1076,1004,100401,4,1002,0,100,0,92008
1077,1004,100401,5,1002,0,100,0,92009
1078,1004,100401,5,1002,0,100,0,92010
1079,1004,100401,0,1900,0,100,0,93000
1080,1004,100401,0,1900,0,100,0,93001
1081,1004,100401,0,1901,0,100,0,93002
1082,1004,100401,0,1901,0,100,0,93003
1083,1004,100401,0,1904,1,100,0,30004
1085,1004,100401,0,5000,0,100,0,95000
1086,1004,100401,0,5001,0,100,0,95001
1089,1004,100401,0,8000,0,100,0,95004
1092,1005,100501,0,203,100501,100,0,91007
1093,1005,100501,0,203,100501,100,0,91008
1094,1005,100501,0,1001,0,100,0,92000
1095,1005,100501,0,1001,0,100,0,92001
1096,1005,100501,0,1001,0,100,0,92002
1097,1005,100501,0,1001,0,100,0,92003
1099,1005,100501,3,1002,0,100,0,92005
1100,1005,100501,4,1002,0,100,0,92006
1101,1005,100501,5,1002,0,100,0,92007
1102,1005,100501,0,1900,0,100,0,93000
1103,1005,100501,0,1901,0,100,0,93001
1104,1005,100501,0,1904,1,100,0,30004
1105,1005,0,0,2100,1,100,0,40002
1106,1005,100501,0,5000,0,100,0,95000
1107,1005,100501,0,5001,0,100,0,95001
1110,1005,100501,0,8000,0,100,0,95004
1113,1006,100601,0,203,100601,100,0,91007
1114,1006,100601,0,203,100601,100,0,91008
1115,1006,100601,0,1001,0,100,0,92000
1116,1006,100601,0,1001,0,100,0,92001
1117,1006,100601,0,1001,0,100,0,92002
1118,1006,100601,0,1001,0,100,0,92003
1120,1006,100601,3,1002,0,100,0,92005
1121,1006,100601,4,1002,0,100,0,92006
1122,1006,100601,5,1002,0,100,0,92007
1123,1006,100601,0,1900,0,100,0,93000
1124,1006,100601,0,1901,0,100,0,93001
1125,1006,100601,0,1904,1,100,0,30004
1127,1006,100601,0,5000,0,100,0,95000
1128,1006,100601,0,5001,0,100,0,95001
1131,1006,100601,0,8000,0,100,0,95004
1134,1007,100701,0,203,100701,100,0,91007
1135,1007,100701,0,203,100701,100,0,91008
1136,1007,100701,0,1001,0,100,0,92000
1137,1007,100701,0,1001,0,100,0,92001
1138,1007,100701,0,1001,0,100,0,92002
1139,1007,100701,0,1001,0,100,0,92003
1141,1007,100701,3,1002,0,100,0,92005
1142,1007,100701,4,1002,0,100,0,92006
1143,1007,100701,5,1002,0,100,0,92007
1144,1007,100701,0,1900,0,100,0,93000
1145,1007,100701,0,1901,0,100,0,93001
1146,1007,100701,0,1904,1,100,0,30004
1147,1007,0,0,2100,1,100,0,40002
1148,1007,100701,0,5000,0,100,0,95000
1149,1007,100701,0,5001,0,100,0,95001
1152,1007,100701,0,8000,0,100,0,95004
1155,1008,100801,0,203,100801,100,0,91007
1156,1008,100801,0,203,100801,100,0,91008
1157,1008,100801,0,1001,0,100,0,92000
1158,1008,100801,0,1001,0,100,0,92001
1159,1008,100801,0,1001,0,100,0,92002
1160,1008,100801,0,1001,0,100,0,92003
1162,1008,100801,3,1002,0,100,0,92005
1163,1008,100801,4,1002,0,100,0,92006
1164,1008,100801,5,1002,0,100,0,92007
1165,1008,100801,0,1900,0,100,0,93000
1166,1008,100801,0,1901,0,100,0,93001
1167,1008,100801,0,1904,1,100,0,30004
1168,1008,0,0,2100,1,100,0,40002
1169,1008,100801,0,5000,0,100,0,95000
1170,1008,100801,0,5001,0,100,0,95001
1173,1008,100801,0,8000,0,100,0,95004
1176,1009,100901,0,203,100901,100,0,91007
1177,1009,100901,0,203,100901,100,0,91008
1178,1009,100901,0,1001,0,100,0,92000
1179,1009,100901,0,1001,0,100,0,92001
1180,1009,100901,0,1001,0,100,0,92002
1181,1009,100901,0,1001,0,100,0,92003
1183,1009,100901,3,1002,0,100,0,92005
1184,1009,100901,4,1002,0,100,0,92006
1185,1009,100901,5,1002,0,100,0,92007
1186,1009,100901,0,1900,0,100,0,93000
1187,1009,100901,0,1901,0,100,0,93001
1188,1009,100901,0,1904,1,100,0,30004
1189,1009,0,0,2100,1,100,0,40002
1190,1009,100901,0,5000,0,100,0,95000
1191,1009,100901,0,5001,0,100,0,95001
1194,1009,100901,0,8000,0,100,0,95004
1197,1010,101001,0,203,101001,100,0,91007
1198,1010,101001,0,203,101001,100,0,91008
1199,1010,101001,0,1001,0,100,0,92000
1200,1010,101001,0,1001,0,100,0,92001
1201,1010,101001,0,1001,0,100,0,92002
1202,1010,101001,0,1001,0,100,0,92003
1204,1010,101001,3,1002,0,100,0,92005
1205,1010,101001,4,1002,0,100,0,92006
1206,1010,101001,5,1002,0,100,0,92007
1207,1010,101001,0,1900,0,100,0,93000
1208,1010,101001,0,1901,0,100,0,93001
1209,1010,101001,0,1904,1,100,0,30004
1211,1010,101001,0,5000,0,100,0,95000
1212,1010,101001,0,5001,0,100,0,95001
1215,1010,101001,0,8000,0,100,0,95004
1218,1011,101101,0,203,101101,100,0,91007
1219,1011,101101,0,203,101101,100,0,91008
1220,1011,101101,0,1001,0,100,0,92000
1221,1011,101101,0,1001,0,100,0,92001
1222,1011,101101,0,1001,0,100,0,92002
1223,1011,101101,0,1001,0,100,0,92003
1225,1011,101101,3,1002,0,100,0,92005
1226,1011,101101,4,1002,0,100,0,92006
1227,1011,101101,5,1002,0,100,0,92007
1228,1011,101101,0,1900,0,100,0,93000
1229,1011,101101,0,1901,0,100,0,93001
1230,1011,101101,0,1904,1,100,0,30004
1231,1011,0,0,2100,1,100,0,40002
1232,1011,101101,0,5000,0,100,0,95000
1233,1011,101101,0,5001,0,100,0,95001
1236,1011,101101,0,8000,0,100,0,95004
1239,1012,101201,0,203,101201,100,0,91007
1240,1012,101201,0,203,101201,100,0,91008
1241,1012,101201,0,1001,0,100,0,92000
1242,1012,101201,0,1001,0,100,0,92001
1243,1012,101201,0,1001,0,100,0,92002
1244,1012,101201,0,1001,0,100,0,92003
1246,1012,101201,3,1002,0,100,0,92005
1247,1012,101201,4,1002,0,100,0,92006
1248,1012,101201,5,1002,0,100,0,92007
1249,1012,101201,0,1900,0,100,0,93000
1250,1012,101201,0,1901,0,100,0,93001
1251,1012,101201,0,1904,1,100,0,30004
1252,1012,0,0,2100,1,100,0,40002
1253,1012,101201,0,5000,0,100,0,95000
1254,1012,101201,0,5001,0,100,0,95001
1257,1012,101201,0,8000,0,100,0,95004
1260,1013,101301,0,203,101301,100,0,91007
1261,1013,101301,0,203,101301,100,0,91008
1262,1013,101301,0,1001,0,100,0,92000
1263,1013,101301,0,1001,0,100,0,92001
1264,1013,101301,0,1001,0,100,0,92002
1265,1013,101301,0,1001,0,100,0,92003
1267,1013,101301,3,1002,0,100,0,92005
1268,1013,101301,4,1002,0,100,0,92006
1269,1013,101301,5,1002,0,100,0,92007
1270,1013,101301,0,1900,0,100,0,93000
1271,1013,101301,0,1901,0,100,0,93001
1272,1013,101301,0,1904,1,100,0,30004
1274,1013,101301,0,5000,0,100,0,95000
1275,1013,101301,0,5001,0,100,0,95001
1278,1013,101301,0,8000,0,100,0,95004
1281,1014,101401,0,203,101401,100,0,91007
1282,1014,101401,0,203,101401,100,0,91008
1283,1014,101401,0,1001,0,100,0,92000
1284,1014,101401,0,1001,0,100,0,92001
1285,1014,101401,0,1001,0,100,0,92002
1286,1014,101401,0,1001,0,100,0,92003
1288,1014,101401,3,1002,0,100,0,92005
1289,1014,101401,4,1002,0,100,0,92006
1290,1014,101401,5,1002,0,100,0,92007
1291,1014,101401,0,1900,0,100,0,93000
1292,1014,101401,0,1901,0,100,0,93001
1293,1014,101401,0,1904,1,100,0,30004
1294,1014,0,0,2100,1,100,0,40002
1295,1014,101401,0,5000,0,100,0,95000
1296,1014,101401,0,5001,0,100,0,95001
1299,1014,101401,0,8000,0,100,0,95004
1302,1015,101501,0,203,101501,100,0,91007
1303,1015,101501,0,203,101501,100,0,91008
1304,1015,101501,0,1001,0,100,0,92000
1305,1015,101501,0,1001,0,100,0,92001
1306,1015,101501,0,1001,0,100,0,92002
1307,1015,101501,0,1001,0,100,0,92003
1309,1015,101501,3,1002,0,100,0,92005
1310,1015,101501,4,1002,0,100,0,92006
1311,1015,101501,5,1002,0,100,0,92007
1312,1015,101501,0,1900,0,100,0,93000
1313,1015,101501,0,1901,0,100,0,93001
1314,1015,101501,0,1904,1,100,0,30004
1315,1015,0,0,2100,1,100,0,40002
1316,1015,101501,0,5000,0,100,0,95000
1317,1015,101501,0,5001,0,100,0,95001
1320,1015,101501,0,8000,0,100,0,95004
1323,1017,101701,0,203,101701,100,0,91007
1324,1017,101701,0,203,101701,100,0,91008
1325,1017,101701,0,1001,0,100,0,92000
1326,1017,101701,0,1001,0,100,0,92001
1327,1017,101701,0,1001,0,100,0,92002
1328,1017,101701,0,1001,0,100,0,92003
1330,1017,101701,3,1002,0,100,0,92005
1331,1017,101701,4,1002,0,100,0,92006
1332,1017,101701,5,1002,0,100,0,92007
1333,1017,101701,0,1900,0,100,0,93000
1334,1017,101701,0,1901,0,100,0,93001
1335,1017,101701,0,1904,1,100,0,30004
1337,1017,101701,0,5000,0,100,0,95000
1338,1017,101701,0,5001,0,100,0,95001
1341,1017,101701,0,8000,0,100,0,95004
1344,1018,101801,0,203,101801,100,0,91007
1345,1018,101801,0,203,101801,100,0,91008
1346,1018,101801,0,1001,0,100,0,92000
1347,1018,101801,0,1001,0,100,0,92001
1348,1018,101801,0,1001,0,100,0,92002
1349,1018,101801,0,1001,0,100,0,92003
1351,1018,101801,3,1002,0,100,0,92005
1352,1018,101801,4,1002,0,100,0,92006
1353,1018,101801,5,1002,0,100,0,92007
1354,1018,101801,0,1900,0,100,0,93000
1355,1018,101801,0,1901,0,100,0,93001
1356,1018,101801,0,1904,1,100,0,30004
1357,1018,0,0,2100,1,100,0,40002
1358,1018,101801,0,5000,0,100,0,95000
1359,1018,101801,0,5001,0,100,0,95001
1362,1018,101801,0,8000,0,100,0,95004
1365,1020,102001,0,203,102001,100,0,91007
1366,1020,102001,0,203,102001,100,0,91008
1367,1020,102001,0,1001,0,100,0,92000
1368,1020,102001,0,1001,0,100,0,92001
1369,1020,102001,0,1001,0,100,0,92002
1370,1020,102001,0,1001,0,100,0,92003
1372,1020,102001,3,1002,0,100,0,92005
1373,1020,102001,4,1002,0,100,0,92006
1374,1020,102001,5,1002,0,100,0,92007
1375,1020,102001,0,1900,0,100,0,93000
1376,1020,102001,0,1901,0,100,0,93001
1377,1020,102001,0,1904,1,100,0,30004
1378,1020,0,0,2100,1,100,0,40002
1379,1020,102001,0,5000,0,100,0,95000
1380,1020,102001,0,5001,0,100,0,95001
1383,1020,102001,0,8000,0,100,0,95004
1386,1024,102401,0,203,102401,100,0,91007
1387,1024,102401,0,203,102401,100,0,91008
1388,1024,102401,0,1001,0,100,0,92000
1389,1024,102401,0,1001,0,100,0,92001
1390,1024,102401,0,1001,0,100,0,92002
1391,1024,102401,0,1001,0,100,0,92003
1393,1024,102401,3,1002,0,100,0,92005
1394,1024,102401,4,1002,0,100,0,92006
1395,1024,102401,5,1002,0,100,0,92007
1396,1024,102401,0,1900,0,100,0,93000
1397,1024,102401,0,1901,0,100,0,93001
1398,1024,102401,0,1904,1,100,0,30004
1399,1024,0,0,2100,1,100,0,40002
1400,1024,102401,0,5000,0,100,0,95000
1401,1024,102401,0,5001,0,100,0,95001
1404,1024,102401,0,8000,0,100,0,95004
1407,1027,102701,0,203,102701,100,0,91007
1408,1027,102701,0,203,102701,100,0,91008
1409,1027,102701,0,1001,0,100,0,92000
1410,1027,102701,0,1001,0,100,0,92001
1411,1027,102701,0,1001,0,100,0,92002
1412,1027,102701,0,1001,0,100,0,92003
1414,1027,102701,3,1002,0,100,0,92005
1415,1027,102701,4,1002,0,100,0,92006
1416,1027,102701,5,1002,0,100,0,92007
1417,1027,102701,0,1900,0,100,0,93000
1418,1027,102701,0,1901,0,100,0,93001
1419,1027,102701,0,1904,1,100,0,30004
1420,1027,0,0,2100,1,100,0,40002
1421,1027,102701,0,5000,0,100,0,95000
1422,1027,102701,0,5001,0,100,0,95001
1425,1027,102701,0,8000,0,100,0,95004
1428,1030,103001,0,203,103001,100,0,91007
1429,1030,103001,0,203,103001,100,0,91008
1430,1030,103001,0,1001,0,100,0,92000
1431,1030,103001,0,1001,0,100,0,92001
1432,1030,103001,0,1001,0,100,0,92002
1433,1030,103001,0,1001,0,100,0,92003
1435,1030,103001,3,1002,0,100,0,92005
1436,1030,103001,4,1002,0,100,0,92006
1437,1030,103001,5,1002,0,100,0,92007
1438,1030,103001,5,1002,0,100,0,92008
1439,1030,103001,0,1900,0,100,0,93000
1440,1030,103001,0,1900,0,100,0,93001
1441,1030,103001,0,1901,0,100,0,93002
1442,1030,103001,0,1904,1,100,0,30004
1444,1030,103001,0,5000,0,100,0,95000
1445,1030,103001,0,5001,0,100,0,95001
1446,1030,103001,0,5001,0,100,0,95101
1449,1030,103001,0,8000,0,100,0,95004
1452,1032,103201,0,203,103201,100,0,91007
1453,1032,103201,0,203,103201,100,0,91008
1454,1032,103201,0,1001,0,100,0,92000
1455,1032,103201,0,1001,0,100,0,92001
1456,1032,103201,0,1001,0,100,0,92002
1457,1032,103201,0,1001,0,100,0,92003
1459,1032,103201,3,1002,0,100,0,92005
1460,1032,103201,4,1002,0,100,0,92006
1461,1032,103201,5,1002,0,100,0,92007
1462,1032,103201,0,1900,0,100,0,93000
1463,1032,103201,0,1901,0,100,0,93001
1464,1032,103201,0,1904,1,100,0,30004
1465,1032,0,0,2100,1,100,0,40002
1466,1032,103201,0,5000,0,100,0,95000
1467,1032,103201,0,5001,0,100,0,95001
1470,1032,103201,0,8000,0,100,0,95004
1473,1035,103501,0,203,103501,100,0,91007
1474,1035,103501,0,203,103501,100,0,91008
1475,1035,103501,0,1001,0,100,0,92000
1476,1035,103501,0,1001,0,100,0,92001
1477,1035,103501,0,1001,0,100,0,92002
1478,1035,103501,0,1001,0,100,0,92003
1480,1035,103501,3,1002,0,100,0,92005
1481,1035,103501,4,1002,0,100,0,92006
1482,1035,103501,5,1002,0,100,0,92007
1483,1035,103501,0,1900,0,100,0,93000
1484,1035,103501,0,1901,0,100,0,93001
1485,1035,103501,0,1904,1,100,0,30004
1486,1035,0,0,2100,1,100,0,40002
1487,1035,103501,0,5000,0,100,0,95000
1488,1035,103501,0,5001,0,100,0,95001
1491,1035,103501,0,8000,0,100,0,95004
1494,1040,104001,0,203,104001,100,0,91007
1495,1040,104001,0,203,104001,100,0,91008
1496,1040,104001,0,1001,0,100,0,92000
1497,1040,104001,0,1001,0,100,0,92001
1498,1040,104001,0,1001,0,100,0,92002
1499,1040,104001,0,1001,0,100,0,92003
1501,1040,104001,3,1002,0,100,0,92005
1502,1040,104001,4,1002,0,100,0,92006
1503,1040,104001,5,1002,0,100,0,92007
1504,1040,104001,0,1900,0,100,0,93000
1505,1040,104001,0,1901,0,100,0,93001
1506,1040,104001,0,1904,1,100,0,30004
1507,1040,0,0,2100,1,100,0,40002
1508,1040,104001,0,5000,0,100,0,95000
1509,1040,104001,0,5001,0,100,0,95001
1512,1040,104001,0,8000,0,100,0,95004
1515,1041,104101,0,203,104101,100,0,91007
1516,1041,104101,0,203,104101,100,0,91008
