id,chara_id,campaign_id,dress_id,color_type,chara_no_change,trainer_gender_type,cut_id,cut_sub_id,motion_type,motion_rate
109,1044,226,-1,0,0,0,2,1,3,10000
110,1045,226,-1,0,0,0,2,1,6,10000
111,1046,226,-1,0,0,0,2,1,3,10000
112,1048,226,-1,0,0,0,2,1,5,10000
113,1050,226,-1,0,0,0,2,1,4,10000
114,1051,226,-1,0,0,0,2,1,2,10000
115,1052,226,-1,0,0,0,2,1,3,10000
116,1053,226,-1,0,0,0,2,1,5,10000
117,1056,226,-1,0,0,0,2,1,3,10000
118,1058,226,-1,0,0,0,2,1,4,10000
119,1059,226,-1,0,0,0,2,1,4,10000
120,1060,226,-1,0,0,0,2,1,4,10000
121,1061,226,-1,0,0,0,2,1,7,10000
122,1062,226,-1,0,0,0,2,1,2,10000
123,1064,226,-1,0,0,0,2,1,5,10000
124,1067,226,-1,0,0,0,2,1,2,10000
125,1068,226,-1,0,0,0,2,1,5,10000
126,1069,226,-1,0,0,0,2,1,1,10000
127,1071,226,-1,0,0,0,2,1,6,10000
128,1072,226,-1,0,0,0,2,1,2,10000
129,1074,226,-1,0,0,0,2,1,6,10000
130,1078,226,-1,0,0,0,2,1,6,10000
131,1087,226,-1,0,0,0,2,1,2,10000
132,1098,226,-1,0,0,0,2,1,1,10000
133,1001,226,-1,0,0,0,3,3,1,10000
134,1002,226,-1,0,0,0,3,1,3,10000
135,1003,226,-1,0,0,0,3,2,1,10000
136,1004,226,-1,0,0,0,3,3,5,10000
137,1005,226,-1,0,0,0,3,3,5,10000
138,1006,226,-1,0,0,0,3,3,1,10000
139,1007,226,-1,0,0,0,3,2,2,10000
140,1008,226,-1,0,0,0,3,2,1,10000
141,1009,226,-1,0,0,0,3,3,3,10000
142,1010,226,-1,0,0,0,3,1,1,10000
143,1011,226,-1,0,0,0,3,3,5,10000
144,1012,226,-1,0,0,0,3,1,1,10000
145,1013,226,-1,0,0,0,3,3,3,10000
146,1014,226,-1,0,0,0,3,1,1,10000
147,1015,226,-1,0,0,0,3,1,3,10000
148,1016,226,-1,0,0,0,3,1,3,10000
149,1017,226,-1,0,0,0,3,2,3,10000
150,1018,226,-1,0,0,0,3,2,3,10000
151,1019,226,-1,0,0,0,3,2,3,10000
152,1020,226,-1,0,0,0,3,2,4,10000
153,1021,226,-1,0,0,0,3,1,3,10000
154,1022,226,-1,0,0,0,3,2,3,10000
155,1023,226,-1,0,0,0,3,1,3,10000
156,1024,226,-1,0,0,0,3,1,3,10000
157,1025,226,-1,0,0,0,3,1,3,10000
158,1026,226,-1,0,0,0,3,3,3,10000
159,1027,226,-1,0,0,0,3,3,3,10000
160,1028,226,-1,0,0,0,3,3,1,10000
161,1029,226,-1,0,0,0,3,3,3,10000
162,1030,226,-1,0,0,0,3,3,3,10000
163,1031,226,-1,0,0,0,3,2,3,10000
164,1032,226,-1,0,0,0,3,2,4,10000
165,1033,226,-1,0,0,0,3,2,3,10000
166,1034,226,-1,0,0,0,3,2,1,10000
167,1035,226,-1,0,0,0,3,2,1,10000
168,1036,226,-1,0,0,0,3,1,3,10000
169,1037,226,-1,0,0,0,3,1,3,10000
170,1038,226,-1,0,0,0,3,1,3,10000
171,1039,226,-1,0,0,0,3,3,2,10000
172,1040,226,-1,0,0,0,3,3,5,10000
173,1041,226,-1,0,0,0,3,2,2,10000
174,1042,226,-1,0,0,0,3,1,3,10000
175,1044,226,-1,0,0,0,3,1,1,10000
176,1045,226,-1,0,0,0,3,3,3,10000
177,1046,226,-1,0,0,0,3,2,3,10000
178,1048,226,-1,0,0,0,3,1,1,10000
179,1050,226,-1,0,0,0,3,2,3,10000
180,1051,226,-1,0,0,0,3,3,5,10000
181,1052,226,-1,0,0,0,3,1,1,10000
182,1053,226,-1,0,0,0,3,3,1,10000
183,1056,226,-1,0,0,0,3,1,2,10000
184,1058,226,-1,0,0,0,3,1,4,10000
185,1059,226,-1,0,0,0,3,3,5,10000
186,1060,226,-1,0,0,0,3,2,3,10000
187,1061,226,-1,0,0,0,3,3,5,10000
188,1062,226,-1,0,0,0,3,2,1,10000
189,1064,226,-1,0,0,0,3,1,3,10000
190,1067,226,-1,0,0,0,3,3,5,10000
191,1068,226,-1,0,0,0,3,3,1,10000
192,1069,226,-1,0,0,0,3,2,3,10000
193,1071,226,-1,0,0,0,3,1,3,10000
194,1072,226,-1,0,0,0,3,2,3,10000
195,1074,226,-1,0,0,0,3,3,5,10000
196,1078,226,-1,0,0,0,3,1,3,10000
197,1087,226,-1,0,0,0,3,1,3,10000
198,1098,226,-1,0,0,0,3,1,1,10000
199,1001,279,-1,0,0,0,1,1,2,10000
200,1002,279,-1,0,0,0,1,1,6,10000
201,1003,279,-1,0,0,0,1,1,2,10000
202,1004,279,-1,0,0,0,1,1,1,10000
203,1005,279,-1,0,0,0,1,1,5,10000
204,1006,279,-1,0,0,0,1,1,5,10000
205,1007,279,-1,0,0,0,1,1,4,10000
206,1008,279,-1,0,0,0,1,1,5,10000
207,1009,279,-1,0,0,0,1,1,5,10000
208,1010,279,-1,0,0,0,1,1,4,10000
209,1011,279,-1,0,0,0,1,1,6,10000
210,1012,279,-1,0,0,0,1,1,2,10000
211,1013,279,-1,0,0,0,1,1,6,10000
212,1014,279,-1,0,0,0,1,1,4,10000
213,1015,279,-1,0,0,0,1,1,5,10000
214,1016,279,-1,0,0,0,1,1,5,10000
215,1017,279,-1,0,0,0,1,1,5,10000
216,1018,279,-1,0,0,0,1,1,5,10000
217,1019,279,-1,0,0,0,1,1,4,10000
218,1020,279,-1,0,0,0,1,1,5,10000
219,1021,279,-1,0,0,0,1,1,2,10000
220,1022,279,-1,0,0,0,1,1,1,10000
221,1023,279,-1,0,0,0,1,1,5,10000
222,1024,279,-1,0,0,0,1,1,4,10000
223,1025,279,-1,0,0,0,1,1,6,10000
224,1026,279,-1,0,0,0,1,1,5,10000
225,1027,279,-1,0,0,0,1,1,2,10000
226,1028,279,-1,0,0,0,1,1,4,10000
227,1029,279,-1,0,0,0,1,1,2,10000
228,1030,279,-1,0,0,0,1,1,6,10000
229,1031,279,-1,0,0,0,1,1,2,10000
230,1032,279,-1,0,0,0,1,1,5,10000
231,1033,279,-1,0,0,0,1,1,5,10000
232,1034,279,-1,0,0,0,1,1,2,10000
233,1035,279,-1,0,0,0,1,1,4,10000
234,1036,279,-1,0,0,0,1,1,5,10000
235,1037,279,-1,0,0,0,1,1,6,10000
236,1038,279,-1,0,0,0,1,1,1,10000
237,1039,279,-1,0,0,0,1,1,3,10000
238,1040,279,-1,0,0,0,1,1,5,10000
239,1041,279,-1,0,0,0,1,1,4,10000
240,1042,279,-1,0,0,0,1,1,5,10000
241,1044,279,-1,0,0,0,1,1,1,10000
242,1045,279,-1,0,0,0,1,1,3,10000
243,1046,279,-1,0,0,0,1,1,1,10000
244,1048,279,-1,0,0,0,1,1,3,10000
245,1050,279,-1,0,0,0,1,1,5,10000
246,1051,279,-1,0,0,0,1,1,3,10000
247,1052,279,-1,0,0,0,1,1,4,10000
248,1053,279,-1,0,0,0,1,1,2,10000
249,1056,279,-1,0,0,0,1,1,1,10000
250,1058,279,-1,0,0,0,1,1,6,10000
251,1059,279,-1,0,0,0,1,1,6,10000
252,1060,279,-1,0,0,0,1,1,5,10000
253,1061,279,-1,0,0,0,1,1,5,10000
254,1062,279,-1,0,0,0,1,1,1,10000
255,1064,279,-1,0,0,0,1,1,2,10000
256,1067,279,-1,0,0,0,1,1,3,10000
257,1068,279,-1,0,0,0,1,1,2,10000
258,1069,279,-1,0,0,0,1,1,1,10000
259,1071,279,-1,0,0,0,1,1,6,10000
260,1072,279,-1,0,0,0,1,1,5,10000
261,1074,279,-1,0,0,0,1,1,3,10000
262,1078,279,-1,0,0,0,1,1,5,10000
263,1087,279,-1,0,0,0,1,1,1,10000
264,1098,279,-1,0,0,0,1,1,4,10000
265,1001,279,-1,0,0,0,2,1,1,10000
266,1002,279,-1,0,0,0,2,1,4,10000
267,1003,279,-1,0,0,0,2,1,5,10000
268,1004,279,-1,0,0,0,2,1,6,10000
269,1005,279,-1,0,0,0,2,1,7,10000
270,1006,279,-1,0,0,0,2,1,4,10000
271,1007,279,-1,0,0,0,2,1,3,10000
272,1008,279,-1,0,0,0,2,1,5,10000
273,1009,279,-1,0,0,0,2,1,1,10000
274,1010,279,-1,0,0,0,2,1,3,10000
275,1011,279,-1,0,0,0,2,1,2,10000
276,1012,279,-1,0,0,0,2,1,5,10000
277,1013,279,-1,0,0,0,2,1,6,10000
278,1014,279,-1,0,0,0,2,1,3,10000
279,1015,279,-1,0,0,0,2,1,7,10000
280,1016,279,-1,0,0,0,2,1,4,10000
281,1017,279,-1,0,0,0,2,1,7,10000
282,1018,279,-1,0,0,0,2,1,7,10000
283,1019,279,-1,0,0,0,2,1,1,10000
284,1020,279,-1,0,0,0,2,1,5,10000
285,1021,279,-1,0,0,0,2,1,5,10000
286,1022,279,-1,0,0,0,2,1,6,10000
287,1023,279,-1,0,0,0,2,1,6,10000
288,1024,279,-1,0,0,0,2,1,1,10000
289,1025,279,-1,0,0,0,2,1,4,10000
290,1026,279,-1,0,0,0,2,1,4,10000
291,1027,279,-1,0,0,0,2,1,1,10000
292,1028,279,-1,0,0,0,2,1,1,10000
293,1029,279,-1,0,0,0,2,1,2,10000
294,1030,279,-1,0,0,0,2,1,2,10000
295,1031,279,-1,0,0,0,2,1,5,10000
296,1032,279,-1,0,0,0,2,1,7,10000
297,1033,279,-1,0,0,0,2,1,4,10000
298,1034,279,-1,0,0,0,2,1,5,10000
299,1035,279,-1,0,0,0,2,1,3,10000
300,1036,279,-1,0,0,0,2,1,4,10000
301,1037,279,-1,0,0,0,2,1,6,10000
302,1038,279,-1,0,0,0,2,1,1,10000
303,1039,279,-1,0,0,0,2,1,3,10000
304,1040,279,-1,0,0,0,2,1,4,10000
305,1041,279,-1,0,0,0,2,1,3,10000
306,1042,279,-1,0,0,0,2,1,7,10000
307,1044,279,-1,0,0,0,2,1,3,10000
308,1045,279,-1,0,0,0,2,1,6,10000
309,1046,279,-1,0,0,0,2,1,3,10000
310,1048,279,-1,0,0,0,2,1,5,10000
311,1050,279,-1,0,0,0,2,1,4,10000
312,1051,279,-1,0,0,0,2,1,2,10000
313,1052,279,-1,0,0,0,2,1,3,10000
314,1053,279,-1,0,0,0,2,1,5,10000
315,1056,279,-1,0,0,0,2,1,3,10000
316,1058,279,-1,0,0,0,2,1,4,10000
317,1059,279,-1,0,0,0,2,1,4,10000
318,1060,279,-1,0,0,0,2,1,4,10000
319,1061,279,-1,0,0,0,2,1,7,10000
320,1062,279,-1,0,0,0,2,1,2,10000
321,1064,279,-1,0,0,0,2,1,5,10000
322,1067,279,-1,0,0,0,2,1,2,10000
323,1068,279,-1,0,0,0,2,1,5,10000
324,1069,279,-1,0,0,0,2,1,1,10000
325,1071,279,-1,0,0,0,2,1,6,10000
326,1072,279,-1,0,0,0,2,1,2,10000
327,1074,279,-1,0,0,0,2,1,6,10000
328,1078,279,-1,0,0,0,2,1,6,10000
329,1087,279,-1,0,0,0,2,1,2,10000
330,1098,279,-1,0,0,0,2,1,1,10000
331,1001,279,-1,0,0,0,3,3,1,10000
332,1002,279,-1,0,0,0,3,1,3,10000
333,1003,279,-1,0,0,0,3,2,1,10000
334,1004,279,-1,0,0,0,3,3,5,10000
335,1005,279,-1,0,0,0,3,3,5,10000
336,1006,279,-1,0,0,0,3,3,1,10000
337,1007,279,-1,0,0,0,3,2,2,5000
338,1008,279,-1,0,0,0,3,2,1,10000
339,1009,279,-1,0,0,0,3,3,3,10000
340,1010,279,-1,0,0,0,3,1,1,10000
341,1011,279,-1,0,0,0,3,3,5,10000
342,1012,279,-1,0,0,0,3,1,1,10000
343,1013,279,-1,0,0,0,3,3,3,10000
344,1014,279,-1,0,0,0,3,1,1,10000
345,1015,279,-1,0,0,0,3,1,3,10000
346,1016,279,-1,0,0,0,3,1,3,10000
347,1017,279,-1,0,0,0,3,2,3,10000
348,1018,279,-1,0,0,0,3,2,3,10000
349,1019,279,-1,0,0,0,3,2,3,10000
350,1020,279,-1,0,0,0,3,2,4,5000
351,1021,279,-1,0,0,0,3,1,3,10000
352,1022,279,-1,0,0,0,3,2,3,10000
353,1023,279,-1,0,0,0,3,1,3,10000
354,1024,279,-1,0,0,0,3,1,3,10000
355,1025,279,-1,0,0,0,3,1,3,10000
356,1026,279,-1,0,0,0,3,3,3,10000
357,1027,279,-1,0,0,0,3,3,3,10000
358,1028,279,-1,0,0,0,3,3,1,10000
359,1029,279,-1,0,0,0,3,3,3,10000
360,1030,279,-1,0,0,0,3,3,3,10000
361,1031,279,-1,0,0,0,3,2,3,10000
362,1032,279,-1,0,0,0,3,2,4,5000
363,1033,279,-1,0,0,0,3,2,3,10000
364,1034,279,-1,0,0,0,3,2,1,10000
365,1035,279,-1,0,0,0,3,2,1,10000
366,1036,279,-1,0,0,0,3,1,3,10000
367,1037,279,-1,0,0,0,3,1,3,10000
368,1038,279,-1,0,0,0,3,1,3,10000
369,1039,279,-1,0,0,0,3,3,2,5000
370,1040,279,-1,0,0,0,3,3,5,10000
371,1041,279,-1,0,0,0,3,2,2,5000
372,1042,279,-1,0,0,0,3,1,3,10000
373,1044,279,-1,0,0,0,3,1,1,10000
374,1045,279,-1,0,0,0,3,3,3,10000
375,1046,279,-1,0,0,0,3,2,3,10000
376,1048,279,-1,0,0,0,3,1,1,10000
377,1050,279,-1,0,0,0,3,2,3,10000
378,1051,279,-1,0,0,0,3,3,5,10000
379,1052,279,-1,0,0,0,3,1,1,10000
380,1053,279,-1,0,0,0,3,3,1,10000
381,1056,279,-1,0,0,0,3,1,2,5000
382,1058,279,-1,0,0,0,3,1,4,5000
383,1059,279,-1,0,0,0,3,3,5,10000
384,1060,279,-1,0,0,0,3,2,3,10000
385,1061,279,-1,0,0,0,3,3,5,10000
386,1062,279,-1,0,0,0,3,2,1,10000
387,1064,279,-1,0,0,0,3,1,3,10000
388,1067,279,-1,0,0,0,3,3,5,10000
389,1068,279,-1,0,0,0,3,3,1,10000
390,1069,279,-1,0,0,0,3,2,3,10000
391,1071,279,-1,0,0,0,3,1,3,10000
392,1072,279,-1,0,0,0,3,2,3,10000
393,1074,279,-1,0,0,0,3,3,5,10000
394,1078,279,-1,0,0,0,3,1,3,10000
395,1087,279,-1,0,0,0,3,1,3,10000
396,1098,279,-1,0,0,0,3,1,1,10000
397,1047,279,-1,0,0,0,1,1,6,10000
398,1049,279,-1,0,0,0,1,1,5,10000
399,1065,279,-1,0,0,0,1,1,2,10000
400,1099,279,-1,0,0,0,1,1,2,10000
401,1100,279,-1,0,0,0,1,1,3,10000
402,1047,279,-1,0,0,0,2,1,2,10000
403,1049,279,-1,0,0,0,2,1,4,10000
404,1065,279,-1,0,0,0,2,1,3,10000
405,1099,279,-1,0,0,0,2,1,6,10000
406,1100,279,-1,0,0,0,2,1,2,10000
407,1047,279,-1,0,0,0,3,3,5,10000
408,1049,279,-1,0,0,0,3,2,3,10000
409,1065,279,-1,0,0,0,3,1,1,10000
410,1099,279,-1,0,0,0,3,2,3,10000
411,1100,279,-1,0,0,0,3,1,3,10000
412,1001,333,-1,0,0,0,5,1,1,10000
413,1001,333,-1,0,0,0,5,2,1,10000
414,1001,333,5,0,0,0,5,3,1,10000
415,1002,333,-1,0,0,0,5,1,2,10000
416,1002,333,-1,0,0,0,5,2,2,10000
417,1002,333,5,0,0,0,5,3,3,10000
418,1003,333,-1,0,0,0,5,1,1,10000
419,1003,333,-1,0,0,0,5,2,1,10000
420,1003,333,5,0,0,0,5,3,1,10000
421,1004,333,-1,0,0,0,5,1,1,10000
422,1004,333,-1,0,0,0,5,2,1,10000
423,1004,333,5,0,0,0,5,3,2,10000
424,1005,333,-1,0,0,0,5,1,2,10000
425,1005,333,-1,0,0,0,5,2,3,10000
426,1005,333,5,0,0,0,5,3,3,10000
427,1006,333,-1,0,0,0,5,1,3,10000
428,1006,333,-1,0,0,0,5,2,2,10000
429,1006,333,5,0,0,0,5,3,3,10000
430,1007,333,-1,0,0,0,5,1,1,10000
431,1007,333,-1,0,0,0,5,2,3,10000
432,1007,333,5,0,0,0,5,3,1,10000
433,1008,333,-1,0,0,0,5,1,1,10000
434,1008,333,-1,0,0,0,5,2,3,10000
435,1008,333,5,0,0,0,5,3,2,10000
436,1009,333,-1,0,0,0,5,1,2,10000
437,1009,333,-1,0,0,0,5,2,1,10000
438,1009,333,5,0,0,0,5,3,2,10000
439,1010,333,-1,0,0,0,5,1,1,10000
440,1010,333,-1,0,0,0,5,2,1,10000
441,1010,333,5,0,0,0,5,3,1,10000
442,1011,333,-1,0,0,0,5,1,2,10000
443,1011,333,-1,0,0,0,5,2,2,10000
444,1011,333,5,0,0,0,5,3,2,10000
445,1012,333,-1,0,0,0,5,1,1,10000
446,1012,333,-1,0,0,0,5,2,3,10000
447,1012,333,5,0,0,0,5,3,2,10000
448,1013,333,-1,0,0,0,5,1,2,10000
449,1013,333,-1,0,0,0,5,2,2,10000
450,1013,333,5,0,0,0,5,3,2,10000
451,1014,333,-1,0,0,0,5,1,1,10000
452,1014,333,-1,0,0,0,5,2,1,10000
453,1014,333,5,0,0,0,5,3,1,10000
454,1015,333,-1,0,0,0,5,1,1,10000
455,1015,333,-1,0,0,0,5,2,3,10000
456,1015,333,5,0,0,0,5,3,2,10000
457,1016,333,-1,0,0,0,5,1,3,10000
458,1016,333,-1,0,0,0,5,2,2,10000
459,1016,333,5,0,0,0,5,3,3,10000
460,1017,333,-1,0,0,0,5,1,3,10000
461,1017,333,-1,0,0,0,5,2,2,10000
462,1017,333,5,0,0,0,5,3,3,10000
463,1018,333,-1,0,0,0,5,1,3,10000
464,1018,333,-1,0,0,0,5,2,3,10000
465,1018,333,5,0,0,0,5,3,3,10000
466,1019,333,-1,0,0,0,5,1,1,10000
467,1019,333,-1,0,0,0,5,2,1,10000
468,1019,333,5,0,0,0,5,3,1,10000
469,1020,333,-1,0,0,0,5,1,2,10000
470,1020,333,-1,0,0,0,5,2,2,10000
471,1020,333,5,0,0,0,5,3,3,10000
472,1021,333,-1,0,0,0,5,1,1,10000
473,1021,333,-1,0,0,0,5,2,3,10000
474,1021,333,5,0,0,0,5,3,3,10000
475,1022,333,-1,0,0,0,5,1,2,10000
476,1022,333,-1,0,0,0,5,2,1,10000
477,1022,333,5,0,0,0,5,3,2,10000
478,1023,333,-1,0,0,0,5,1,2,10000
479,1023,333,-1,0,0,0,5,2,2,10000
480,1023,333,5,0,0,0,5,3,3,10000
481,1024,333,-1,0,0,0,5,1,1,10000
482,1024,333,-1,0,0,0,5,2,1,10000
483,1024,333,5,0,0,0,5,3,1,10000
484,1025,333,-1,0,0,0,5,1,3,10000
485,1025,333,-1,0,0,0,5,2,2,10000
486,1025,333,5,0,0,0,5,3,3,10000
487,1026,333,-1,0,0,0,5,1,3,10000
488,1026,333,-1,0,0,0,5,2,2,10000
489,1026,333,5,0,0,0,5,3,3,10000
490,1027,333,-1,0,0,0,5,1,1,10000
491,1027,333,-1,0,0,0,5,2,3,10000
492,1027,333,5,0,0,0,5,3,2,10000
493,1028,333,-1,0,0,0,5,1,1,10000
494,1028,333,-1,0,0,0,5,2,1,10000
495,1028,333,5,0,0,0,5,3,1,10000
496,1029,333,-1,0,0,0,5,1,1,10000
497,1029,333,-1,0,0,0,5,2,2,10000
498,1029,333,5,0,0,0,5,3,1,10000
499,1030,333,-1,0,0,0,5,1,2,10000
500,1030,333,-1,0,0,0,5,2,2,10000
501,1030,333,5,0,0,0,5,3,1,10000
502,1031,333,-1,0,0,0,5,1,1,10000
503,1031,333,-1,0,0,0,5,2,1,10000
504,1031,333,5,0,0,0,5,3,2,10000
505,1032,333,-1,0,0,0,5,1,3,10000
506,1032,333,-1,0,0,0,5,2,2,10000
507,1032,333,5,0,0,0,5,3,3,10000
508,1033,333,-1,0,0,0,5,1,3,10000
509,1033,333,-1,0,0,0,5,2,2,10000
510,1033,333,5,0,0,0,5,3,3,10000
511,1034,333,-1,0,0,0,5,1,1,10000
512,1034,333,-1,0,0,0,5,2,1,10000
513,1034,333,5,0,0,0,5,3,2,10000
514,1035,333,-1,0,0,0,5,1,1,10000
515,1035,333,-1,0,0,0,5,2,1,10000
516,1035,333,5,0,0,0,5,3,1,10000
517,1036,333,-1,0,0,0,5,1,3,10000
518,1036,333,-1,0,0,0,5,2,2,10000
519,1036,333,5,0,0,0,5,3,3,10000
520,1037,333,-1,0,0,0,5,1,2,10000
521,1037,333,-1,0,0,0,5,2,2,10000
522,1037,333,5,0,0,0,5,3,3,10000
523,1038,333,-1,0,0,0,5,1,1,10000
524,1038,333,-1,0,0,0,5,2,1,10000
525,1038,333,5,0,0,0,5,3,1,10000
526,1039,333,-1,0,0,0,5,1,1,10000
527,1039,333,-1,0,0,0,5,2,1,10000
528,1039,333,5,0,0,0,5,3,1,10000
529,1040,333,-1,0,0,0,5,1,3,10000
530,1040,333,-1,0,0,0,5,2,3,10000
531,1040,333,5,0,0,0,5,3,3,10000
532,1041,333,-1,0,0,0,5,1,1,10000
533,1041,333,-1,0,0,0,5,2,1,10000
534,1041,333,5,0,0,0,5,3,1,10000
535,1042,333,-1,0,0,0,5,1,1,10000
536,1042,333,-1,0,0,0,5,2,1,10000
537,1042,333,5,0,0,0,5,3,2,10000
538,1043,333,-1,0,0,0,5,1,1,10000
539,1043,333,-1,0,0,0,5,2,3,10000
540,1043,333,5,0,0,0,5,3,1,10000
541,1044,333,-1,0,0,0,5,1,1,10000
542,1044,333,-1,0,0,0,5,2,1,10000
543,1044,333,5,0,0,0,5,3,1,10000
544,1045,333,-1,0,0,0,5,1,1,10000
545,1045,333,-1,0,0,0,5,2,1,10000
546,1045,333,5,0,0,0,5,3,1,10000
547,1046,333,-1,0,0,0,5,1,1,10000
548,1046,333,-1,0,0,0,5,2,1,10000
549,1046,333,5,0,0,0,5,3,1,10000
550,1047,333,-1,0,0,0,5,1,2,10000
551,1047,333,-1,0,0,0,5,2,2,10000
552,1047,333,5,0,0,0,5,3,2,10000
553,1048,333,-1,0,0,0,5,1,1,10000
554,1048,333,-1,0,0,0,5,2,1,10000
555,1048,333,5,0,0,0,5,3,4,10000
556,1049,333,-1,0,0,0,5,1,3,10000
