id,event_id,group_id,difficulty,race_instance_id,is_hidden_race,unlock_condition_id,season,weather,ground,first_clear_item_category_1,first_clear_item_id_1,first_clear_item_num_1,first_clear_item_category_2,first_clear_item_id_2,first_clear_item_num_2,first_clear_item_category_3,first_clear_item_id_3,first_clear_item_num_3,first_clear_item_category_4,first_clear_item_id_4,first_clear_item_num_4,first_clear_item_category_5,first_clear_item_id_5,first_clear_item_num_5,start_date
41,1004,1014,2,681311,0,0,3,2,1,90,43,300,164,149,1,0,0,0,0,0,0,0,0,0,1732762800
42,1004,1014,3,681321,0,0,3,2,1,90,43,300,55,720014,1,0,0,0,0,0,0,0,0,0,1732762800
43,1004,1015,1,681401,0,0,3,1,1,90,43,300,164,150,1,0,0,0,0,0,0,0,0,0,1732762800
44,1004,1015,2,681411,0,0,3,1,1,90,43,300,164,149,1,0,0,0,0,0,0,0,0,0,1732762800
45,1004,1015,3,681421,0,0,3,1,1,90,43,300,55,720015,1,0,0,0,0,0,0,0,0,0,1732762800
46,1004,1016,1,681501,0,0,1,1,1,90,43,300,164,150,1,0,0,0,0,0,0,0,0,0,1732762800
47,1004,1016,2,681511,0,0,1,1,1,90,43,300,164,149,1,0,0,0,0,0,0,0,0,0,1732762800
48,1004,1016,3,681521,0,0,1,1,1,90,43,300,55,720016,1,0,0,0,0,0,0,0,0,0,1732762800
49,1004,1017,1,681601,0,0,4,1,1,90,43,300,164,150,1,0,0,0,0,0,0,0,0,0,1732762800
50,1004,1017,2,681611,0,0,4,1,1,90,43,300,164,149,1,0,0,0,0,0,0,0,0,0,1732762800
51,1004,1017,3,681621,0,0,4,1,1,90,43,300,55,720017,1,0,0,0,0,0,0,0,0,0,1732762800
52,1004,1018,1,681701,0,0,4,1,1,90,43,300,164,150,1,0,0,0,0,0,0,0,0,0,1732762800
53,1004,1018,2,681711,0,0,4,1,1,90,43,300,164,149,1,0,0,0,0,0,0,0,0,0,1732762800
54,1004,1018,3,681721,0,0,4,1,1,90,43,300,55,720018,1,0,0,0,0,0,0,0,0,0,1732762800
55,1005,1019,1,681801,0,0,1,2,1,90,43,300,164,150,1,0,0,0,0,0,0,0,0,0,1743390000
56,1005,1019,2,681811,0,0,1,2,1,90,43,300,164,149,1,0,0,0,0,0,0,0,0,0,1743390000
57,1005,1019,3,681821,0,0,1,2,1,90,43,300,55,720019,1,0,0,0,0,0,0,0,0,0,1743390000
58,1005,1020,1,681901,0,0,1,1,1,90,43,300,164,150,1,0,0,0,0,0,0,0,0,0,1743390000
59,1005,1020,2,681911,0,0,1,1,1,90,43,300,164,149,1,0,0,0,0,0,0,0,0,0,1743390000
60,1005,1020,3,681921,0,0,1,1,1,90,43,300,55,720020,1,0,0,0,0,0,0,0,0,0,1743390000
61,1005,1021,1,682001,0,0,3,2,1,90,43,300,164,150,1,0,0,0,0,0,0,0,0,0,1743390000
62,1005,1021,2,682011,0,0,3,2,1,90,43,300,164,149,1,0,0,0,0,0,0,0,0,0,1743390000
63,1005,1021,3,682021,0,0,3,2,1,90,43,300,55,720021,1,0,0,0,0,0,0,0,0,0,1743390000
64,1005,1022,1,682101,0,0,3,2,1,90,43,300,164,150,1,0,0,0,0,0,0,0,0,0,1743390000
65,1005,1022,2,682111,0,0,3,2,1,90,43,300,164,149,1,0,0,0,0,0,0,0,0,0,1743390000
66,1005,1022,3,682121,0,0,3,2,1,90,43,300,55,720022,1,0,0,0,0,0,0,0,0,0,1743390000
67,1005,1023,1,682201,0,0,1,2,2,90,43,300,164,150,1,0,0,0,0,0,0,0,0,0,1743390000
68,1005,1023,2,682211,0,0,1,2,2,90,43,300,164,149,1,0,0,0,0,0,0,0,0,0,1743390000
69,1005,1023,3,682221,0,0,1,2,2,90,43,300,55,720023,1,0,0,0,0,0,0,0,0,0,1743390000
70,1005,1024,90,682301,1,1,1,2,3,55,720024,1,0,0,0,0,0,0,0,0,0,0,0,0,1743390000
71,1005,1025,90,682401,1,1,4,2,1,55,720025,1,0,0,0,0,0,0,0,0,0,0,0,0,1743390000
72,1005,1026,90,682501,1,1,4,1,1,55,720026,1,0,0,0,0,0,0,0,0,0,0,0,0,1743390000
73,1006,1027,1,682601,0,0,2,1,1,90,43,300,164,150,1,0,0,0,0,0,0,0,0,0,1753930800
74,1006,1027,2,682611,0,0,2,1,1,90,43,300,164,149,1,0,0,0,0,0,0,0,0,0,1753930800
75,1006,1027,3,682621,0,0,2,1,1,90,43,300,55,720027,1,0,0,0,0,0,0,0,0,0,1753930800
76,1006,1028,1,682701,0,0,5,1,1,90,43,300,164,150,1,0,0,0,0,0,0,0,0,0,1753930800
77,1006,1028,2,682711,0,0,5,1,1,90,43,300,164,149,1,0,0,0,0,0,0,0,0,0,1753930800
78,1006,1028,3,682721,0,0,5,1,1,90,43,300,55,720028,1,0,0,0,0,0,0,0,0,0,1753930800
79,1006,1029,1,682801,0,0,3,1,1,90,43,300,164,150,1,0,0,0,0,0,0,0,0,0,1753930800
80,1006,1029,2,682811,0,0,3,1,1,90,43,300,164,149,1,0,0,0,0,0,0,0,0,0,1753930800
81,1006,1029,3,682821,0,0,3,1,1,90,43,300,55,720029,1,0,0,0,0,0,0,0,0,0,1753930800
82,1006,1030,1,682901,0,0,4,1,1,90,43,300,164,150,1,0,0,0,0,0,0,0,0,0,1753930800
83,1006,1030,2,682911,0,0,4,1,1,90,43,300,164,149,1,0,0,0,0,0,0,0,0,0,1753930800
84,1006,1030,3,682921,0,0,4,1,1,90,43,300,55,720030,1,0,0,0,0,0,0,0,0,0,1753930800
85,1006,1031,1,683001,0,0,3,2,3,90,43,300,164,150,1,0,0,0,0,0,0,0,0,0,1753930800
86,1006,1031,2,683011,0,0,3,2,3,90,43,300,164,149,1,0,0,0,0,0,0,0,0,0,1753930800
87,1006,1031,3,683021,0,0,3,2,3,90,43,300,55,720031,1,0,0,0,0,0,0,0,0,0,1753930800
88,1007,1032,1,683101,0,0,3,1,1,90,43,300,164,150,1,0,0,0,0,0,0,0,0,0,1764298800
89,1007,1032,2,683111,0,0,3,1,1,90,43,300,164,149,1,0,0,0,0,0,0,0,0,0,1764298800
90,1007,1032,3,683121,0,0,3,1,1,90,43,300,55,720032,1,0,0,0,0,0,0,0,0,0,1764298800
91,1007,1033,1,683201,0,0,3,1,1,90,43,300,164,150,1,0,0,0,0,0,0,0,0,0,1764298800
92,1007,1033,2,683211,0,0,3,1,1,90,43,300,164,149,1,0,0,0,0,0,0,0,0,0,1764298800
93,1007,1033,3,683221,0,0,3,1,1,90,43,300,55,720033,1,0,0,0,0,0,0,0,0,0,1764298800
94,1007,1034,1,683301,0,0,1,1,1,90,43,300,164,150,1,0,0,0,0,0,0,0,0,0,1764298800
95,1007,1034,2,683311,0,0,1,1,1,90,43,300,164,149,1,0,0,0,0,0,0,0,0,0,1764298800
96,1007,1034,3,683321,0,0,1,1,1,90,43,300,55,720034,1,0,0,0,0,0,0,0,0,0,1764298800
97,1007,1035,1,683401,0,0,3,1,1,90,43,300,164,150,1,0,0,0,0,0,0,0,0,0,1764298800
98,1007,1035,2,683411,0,0,3,1,1,90,43,300,164,149,1,0,0,0,0,0,0,0,0,0,1764298800
99,1007,1035,3,683421,0,0,3,1,1,90,43,300,55,720035,1,0,0,0,0,0,0,0,0,0,1764298800
100,1007,1036,1,683501,0,0,1,1,1,90,43,300,164,150,1,0,0,0,0,0,0,0,0,0,1764298800
101,1007,1036,2,683511,0,0,1,1,1,90,43,300,164,149,1,0,0,0,0,0,0,0,0,0,1764298800
102,1007,1036,3,683521,0,0,1,1,1,90,43,300,55,720036,1,0,0,0,0,0,0,0,0,0,1764298800
103,1007,1037,90,683601,0,0,4,1,1,55,720037,1,0,0,0,0,0,0,0,0,0,0,0,0,1765422000
104,1008,1038,1,683701,0,0,3,3,4,90,43,300,164,150,1,0,0,0,0,0,0,0,0,0,1774839600
105,1008,1038,2,683711,0,0,3,3,4,90,43,300,164,149,1,0,0,0,0,0,0,0,0,0,1774839600
106,1008,1038,3,683721,0,0,3,3,4,90,43,300,55,720038,1,0,0,0,0,0,0,0,0,0,1774839600
107,1008,1039,1,683801,0,0,3,2,1,90,43,300,164,150,1,0,0,0,0,0,0,0,0,0,1774839600
108,1008,1039,2,683811,0,0,3,2,1,90,43,300,164,149,1,0,0,0,0,0,0,0,0,0,1774839600
109,1008,1039,3,683821,0,0,3,2,1,90,43,300,55,720039,1,0,0,0,0,0,0,0,0,0,1774839600
110,1008,1040,1,683901,0,0,3,1,1,90,43,300,164,150,1,0,0,0,0,0,0,0,0,0,1774839600
111,1008,1040,2,683911,0,0,3,1,1,90,43,300,164,149,1,0,0,0,0,0,0,0,0,0,1774839600
112,1008,1040,3,683921,0,0,3,1,1,90,43,300,55,720040,1,0,0,0,0,0,0,0,0,0,1774839600
113,1008,1041,1,684001,0,0,4,1,1,90,43,300,164,150,1,0,0,0,0,0,0,0,0,0,1774839600
114,1008,1041,2,684011,0,0,4,1,1,90,43,300,164,149,1,0,0,0,0,0,0,0,0,0,1774839600
115,1008,1041,3,684021,0,0,4,1,1,90,43,300,55,720041,1,0,0,0,0,0,0,0,0,0,1774839600
116,1008,1042,1,684101,0,0,3,1,1,90,43,300,164,150,1,0,0,0,0,0,0,0,0,0,1774839600
117,1008,1042,2,684111,0,0,3,1,1,90,43,300,164,149,1,0,0,0,0,0,0,0,0,0,1774839600
118,1008,1042,3,684121,0,0,3,1,1,90,43,300,55,720042,1,0,0,0,0,0,0,0,0,0,1774839600
119,1008,1043,90,684201,1,2,3,1,1,55,720043,1,0,0,0,0,0,0,0,0,0,0,0,0,1774839600
