id,cut_id,cut_sub_id,material_id,background_data_id,bg_position_custom,bg_position_x,reward_set_id,love_point,friend_list_id,place_tail,place_position_x,place_position_y,place_color_main,place_color_sub,bgm_cue_name,bgm_cuesheet_name,env_cue_name,env_cuesheet_name
53,2,1,Flooring,382,1,-30000,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
54,2,1,Concrete,143,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
55,2,1,Flooring,332,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
56,2,1,Concrete,340,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
57,2,1,Flooring,334,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
58,2,1,Flooring,121,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
59,2,1,Flooring,292,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
60,2,1,Flooring,360,1,130000,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
61,2,1,Concrete,91,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
62,2,1,Concrete,119,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
63,2,1,Flooring,346,1,95000,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
64,2,1,Flooring,98,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
65,2,1,Flooring,368,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
66,2,1,Concrete,319,1,70000,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
67,2,1,Flooring,424,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
68,1,1,Asphalt,474,0,0,3,50,0,0,-222,61,54BD42,41A130,,,,
69,1,1,Asphalt,318,0,0,3,50,0,0,-222,61,54BD42,41A130,,,,
70,1,1,Flooring,496,1,-120000,3,50,0,0,-222,61,54BD42,41A130,,,,
71,2,1,Flooring,509,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
72,2,1,Flooring,360,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
101,4,1,Asphalt,12,0,0,0,0,0,0,0,0,,,,,,
102,4,1,Asphalt,312,0,0,0,0,0,0,0,0,,,,,,
103,4,1,Flooring,3,0,0,0,0,0,0,0,0,,,,,,
104,4,1,Soil,283,0,0,0,0,0,0,0,0,,,,,,
105,4,1,Concrete,99,0,0,0,0,0,0,0,0,,,,,,
106,4,1,Flooring,1,0,0,0,0,0,0,0,0,,,,,,
107,4,1,Flooring,209,0,0,0,0,0,0,0,0,,,,,,
108,4,1,Asphalt,321,0,0,0,0,0,0,0,0,,,,,,
109,4,1,Asphalt,10,0,0,0,0,0,0,0,0,,,,,,
110,4,1,Soil,140,0,0,0,0,0,0,0,0,,,,,,
111,4,1,Flooring,4,0,0,0,0,0,0,0,0,,,,,,
112,4,1,Beach,114,0,0,0,0,0,0,0,0,,,,,,
113,4,1,Beach,451,0,0,0,0,0,0,0,0,,,,,,
114,4,1,Asphalt,14,0,0,0,0,0,0,0,0,,,,,,
115,4,1,Beach,236,0,0,0,0,0,0,0,0,,,,,,
116,4,1,Grass,126,0,0,0,0,0,0,0,0,,,,,,
117,4,1,Concrete,486,0,0,0,0,0,0,0,0,,,,,,
118,4,1,Flooring,117,0,0,0,0,0,0,0,0,,,,,,
119,4,1,Asphalt,441,0,0,0,0,0,0,0,0,,,,,,
120,4,1,Turf,147,0,0,0,0,0,0,0,0,,,,,,
121,4,1,Asphalt,18,0,0,0,0,0,0,0,0,,,,,,
122,4,1,Flooring,438,0,0,0,0,0,0,0,0,,,,,,
123,4,1,Flooring,371,0,0,0,0,0,0,0,0,,,,,,
124,4,1,Beach,452,0,0,0,0,0,0,0,0,,,,,,
125,4,1,Asphalt,318,0,0,0,0,0,0,0,0,,,,,,
126,4,1,Flooring,239,0,0,0,0,0,0,0,0,,,,,,
127,4,1,Flooring,368,0,0,0,0,0,0,0,0,,,,,,
128,4,1,Flooring,68,0,0,0,0,0,0,0,0,,,,,,
129,4,1,Flooring,196,0,0,0,0,0,0,0,0,,,,,,
130,4,1,Flooring,295,0,0,0,0,0,0,0,0,,,,,,
131,4,1,Soil,289,0,0,0,0,0,0,0,0,,,,,,
132,4,1,Turf,382,0,0,0,0,0,0,0,0,,,,,,
133,4,1,Soil,471,0,0,0,0,0,0,0,0,,,,,,
134,4,1,Flooring,381,0,0,0,0,0,0,0,0,,,,,,
135,4,1,Asphalt,170,0,0,0,0,0,0,0,0,,,,,,
136,4,1,Flooring,197,0,0,0,0,0,0,0,0,,,,,,
137,4,1,Flooring,344,0,0,0,0,0,0,0,0,,,,,,
138,4,1,Asphalt,158,0,0,0,0,0,0,0,0,,,,,,
139,4,1,Flooring,332,0,0,0,0,0,0,0,0,,,,,,
140,4,1,Asphalt,411,0,0,0,0,0,0,0,0,,,,,,
141,4,1,Asphalt,97,0,0,0,0,0,0,0,0,,,,,,
142,4,1,Asphalt,387,0,0,0,0,0,0,0,0,,,,,,
143,4,1,Flooring,334,0,0,0,0,0,0,0,0,,,,,,
144,4,1,Asphalt,15,0,0,0,0,0,0,0,0,,,,,,
145,4,1,Turf,282,0,0,0,0,0,0,0,0,,,,,,
146,4,1,Asphalt,311,0,0,0,0,0,0,0,0,,,,,,
147,4,1,Asphalt,19,0,0,0,0,0,0,0,0,,,,,,
148,4,1,Asphalt,22,0,0,0,0,0,0,0,0,,,,,,
149,4,1,Flooring,478,0,0,0,0,0,0,0,0,,,,,,
150,4,1,Asphalt,89,0,0,0,0,0,0,0,0,,,,,,
151,4,1,Asphalt,81,0,0,0,0,0,0,0,0,,,,,,
152,4,1,Asphalt,21,0,0,0,0,0,0,0,0,,,,,,
153,4,1,Flooring,424,0,0,0,0,0,0,0,0,,,,,,
154,4,1,Asphalt,422,0,0,0,0,0,0,0,0,,,,,,
155,4,1,Flooring,67,0,0,0,0,0,0,0,0,,,,,,
156,4,1,Asphalt,338,0,0,0,0,0,0,0,0,,,,,,
157,4,1,Asphalt,266,0,0,0,0,0,0,0,0,,,,,,
159,4,1,Asphalt,480,0,0,0,0,0,0,0,0,,,,,,
160,4,1,Asphalt,107,0,0,0,0,0,0,0,0,,,,,,
161,4,1,Flooring,346,0,0,0,0,0,0,0,0,,,,,,
162,4,1,Soil,309,0,0,0,0,0,0,0,0,,,,,,
163,4,1,Asphalt,87,0,0,0,0,0,0,0,0,,,,,,
164,4,1,Grass,430,0,0,0,0,0,0,0,0,,,,,,
165,4,1,Grass,324,0,0,0,0,0,0,0,0,,,,,,
166,4,1,Flooring,437,0,0,0,0,0,0,0,0,,,,,,
167,4,1,Turf,472,0,0,0,0,0,0,0,0,,,,,,
168,4,1,Soil,123,0,0,0,0,0,0,0,0,,,,,,
169,4,1,Concrete,486,0,0,0,0,0,0,0,0,,,,,,
170,4,1,Asphalt,496,0,0,0,0,0,0,0,0,,,,,,
171,5,1,Asphalt,545,0,0,4,50,1,0,279,46,FF71BB,F84E9A,snd_bgm_GM296_sys,snd_bgm_GM296,,
172,5,1,Asphalt,545,0,0,4,50,1,0,279,46,FF71BB,F84E9A,snd_bgm_GM296_sys,snd_bgm_GM296,,
173,5,1,Asphalt,545,0,0,4,50,1,0,279,46,FF71BB,F84E9A,snd_bgm_GM296_sys,snd_bgm_GM296,,
174,5,2,Concrete,116,0,0,5,50,2,0,-234,242,48CDE1,0DB2CA,snd_bgm_GM296_sys,snd_bgm_GM296,,
175,5,2,Concrete,116,0,0,5,50,2,0,-234,242,48CDE1,0DB2CA,snd_bgm_GM296_sys,snd_bgm_GM296,,
176,5,2,Concrete,116,0,0,5,50,2,0,-234,242,48CDE1,0DB2CA,snd_bgm_GM296_sys,snd_bgm_GM296,,
177,5,3,Flooring,27,0,0,6,50,3,0,-213,-258,A286FC,7E5AF6,snd_bgm_GM296_sys,snd_bgm_GM296,,
178,5,3,Flooring,27,0,0,6,50,3,0,-213,-258,A286FC,7E5AF6,snd_bgm_GM296_sys,snd_bgm_GM296,,
179,5,3,Flooring,27,0,0,6,50,3,0,-213,-258,A286FC,7E5AF6,snd_bgm_GM296_sys,snd_bgm_GM296,,
180,5,3,Flooring,27,0,0,6,50,3,0,-213,-258,A286FC,7E5AF6,snd_bgm_GM296_sys,snd_bgm_GM296,,
181,1,1,Beach,203,0,0,8,50,0,0,262,-273,54BD42,41A130,snd_bgm_GM308B_sys,snd_bgm_GM308,,
182,1,1,Beach,211,0,0,8,50,0,0,262,-273,54BD42,41A130,snd_bgm_GM308B_sys,snd_bgm_GM308,,
183,1,1,Beach,335,0,0,8,50,0,0,262,-273,54BD42,41A130,snd_bgm_GM308B_sys,snd_bgm_GM308,,
184,1,1,Beach,235,0,0,8,50,0,0,262,-273,54BD42,41A130,snd_bgm_GM308B_sys,snd_bgm_GM308,,
185,1,1,Beach,112,0,0,8,50,0,0,262,-273,54BD42,41A130,snd_bgm_GM308B_sys,snd_bgm_GM308,,
186,1,1,Beach,236,0,0,8,50,0,0,262,-273,54BD42,41A130,snd_bgm_GM308B_sys,snd_bgm_GM308,,
187,1,1,Beach,114,0,0,8,50,0,0,262,-273,54BD42,41A130,snd_bgm_GM308B_sys,snd_bgm_GM308,,
188,1,1,Beach,137,0,0,8,50,0,0,262,-273,54BD42,41A130,snd_bgm_GM308B_sys,snd_bgm_GM308,,
189,1,1,Beach,138,0,0,8,50,0,0,262,-273,54BD42,41A130,snd_bgm_GM308B_sys,snd_bgm_GM308,,
190,1,1,Beach,139,0,0,8,50,0,0,262,-273,54BD42,41A130,snd_bgm_GM308B_sys,snd_bgm_GM308,,
191,1,1,Flooring,314,0,0,8,50,0,0,262,-273,54BD42,41A130,snd_bgm_GM308B_sys,snd_bgm_GM308,,
192,1,1,Asphalt,317,0,0,8,50,0,0,262,-273,54BD42,41A130,snd_bgm_GM308B_sys,snd_bgm_GM308,,
193,1,1,Asphalt,321,0,0,8,50,0,0,262,-273,54BD42,41A130,snd_bgm_GM308B_sys,snd_bgm_GM308,,
194,1,1,Asphalt,322,0,0,8,50,0,0,262,-273,54BD42,41A130,snd_bgm_GM308B_sys,snd_bgm_GM308,,
195,1,1,Beach,451,0,0,8,50,0,0,262,-273,54BD42,41A130,snd_bgm_GM308B_sys,snd_bgm_GM308,,
196,1,1,Beach,452,0,0,8,50,0,0,262,-273,54BD42,41A130,snd_bgm_GM308B_sys,snd_bgm_GM308,,
197,1,1,Grass,454,0,0,8,50,0,0,262,-273,54BD42,41A130,snd_bgm_GM308B_sys,snd_bgm_GM308,,
198,1,1,Asphalt,543,0,0,8,50,0,0,262,-273,54BD42,41A130,snd_bgm_GM308B_sys,snd_bgm_GM308,,
199,1,1,Asphalt,546,0,0,8,50,0,0,262,-273,54BD42,41A130,snd_bgm_GM308B_sys,snd_bgm_GM308,,
200,1,1,Grass,324,0,0,8,50,0,0,262,-273,54BD42,41A130,snd_bgm_GM308B_sys,snd_bgm_GM308,,
201,1,1,Soil,289,0,0,8,50,0,0,262,-273,54BD42,41A130,snd_bgm_GM308B_sys,snd_bgm_GM308,snd_sfx_atmos_river_d,snd_sfx_atmos_river_d
202,6,1,Beach,235,0,0,7,50,0,0,-246,62,188DF7,077BE4,snd_bgm_GM308A_sys,snd_bgm_GM308,,
203,7,1,Beach,401,0,0,9,50,0,0,242,256,FC8642,ED7034,snd_bgm_GM308A_sys,snd_bgm_GM308,snd_sfx_atmos_beach_nomob_d,snd_sfx_atmos_beach_nomob_d
204,7,2,Beach,401,0,0,9,50,0,0,242,256,FC8642,ED7034,snd_bgm_GM308A_sys,snd_bgm_GM308,snd_sfx_atmos_beach_nomob_d,snd_sfx_atmos_beach_nomob_d
205,7,3,Beach,401,0,0,9,50,0,0,242,256,FC8642,ED7034,snd_bgm_GM308A_sys,snd_bgm_GM308,snd_sfx_atmos_beach_nomob_d,snd_sfx_atmos_beach_nomob_d
206,4,1,Beach,138,0,0,0,0,0,0,0,0,,,,,,
207,4,1,Asphalt,443,0,0,0,0,0,0,0,0,,,,,,
208,4,1,Asphalt,356,0,0,0,0,0,0,0,0,,,,,,
209,4,1,Snow,188,0,0,0,0,0,0,0,0,,,,,,
210,4,1,Flooring,453,0,0,0,0,0,0,0,0,,,,,,
211,4,1,Asphalt,177,0,0,0,0,0,0,0,0,,,,,,
212,4,1,Flooring,506,0,0,0,0,0,0,0,0,,,,,,
213,4,1,Asphalt,187,0,0,0,0,0,0,0,0,,,,,,
214,4,1,Asphalt,398,0,0,0,0,0,0,0,0,,,,,,
215,4,1,Asphalt,571,0,0,0,0,0,0,0,0,,,,,,
216,4,1,Grass,518,0,0,0,0,0,0,0,0,,,,,,
217,4,1,Asphalt,55,0,0,0,0,0,0,0,0,,,,,,
218,4,1,Asphalt,171,0,0,0,0,0,0,0,0,,,,,,
219,4,1,Concrete,535,0,0,0,0,0,0,0,0,,,,,,
220,4,1,Grass,514,0,0,0,0,0,0,0,0,,,,,,
221,4,1,Asphalt,288,0,0,0,0,0,0,0,0,,,,,,
222,4,1,Soil,230,0,0,0,0,0,0,0,0,,,,,,
223,4,1,Asphalt,57,0,0,0,0,0,0,0,0,,,,,,
224,8,2,Flooring,1,0,0,11,50,0,0,-220,-295,6ddc00,42ba00,snd_bgm_GM384B_sys,snd_bgm_GM384,snd_sfx_atmos_tokubetu_d,snd_sfx_atmos_tokubetu_d
225,8,3,Asphalt,692,0,0,10,50,0,2,-78,220,f9ae0e,df920c,snd_bgm_GM384A_sys,snd_bgm_GM384,snd_sfx_atmos_street_d,snd_sfx_atmos_street_d
226,8,1,Flooring,688,0,0,12,50,0,1,78,220,df122a,bc0411,snd_bgm_GM384A_sys,snd_bgm_GM384,snd_sfx_atmos_koubai_d,snd_sfx_atmos_koubai_d
227,4,1,Concrete,53,0,0,0,0,0,0,0,0,,,,,,
228,4,1,Flooring,389,0,0,0,0,0,0,0,0,,,,,,
229,4,1,Turf,423,0,0,0,0,0,0,0,0,,,,,,
230,4,1,Asphalt,56,0,0,0,0,0,0,0,0,,,,,,
231,4,1,Flooring,671,0,0,0,0,0,0,0,0,,,,,,
232,4,1,Grass,454,0,0,0,0,0,0,0,0,,,,,,
233,4,1,Soil,695,0,0,0,0,0,0,0,0,,,,,,
234,4,1,Beach,139,0,0,0,0,0,0,0,0,,,,,,
235,4,1,Asphalt,90,0,0,0,0,0,0,0,0,,,,,,
236,4,1,Grass,128,0,0,0,0,0,0,0,0,,,,,,
237,4,1,Asphalt,267,0,0,0,0,0,0,0,0,,,,,,
238,4,1,Asphalt,136,0,0,0,0,0,0,0,0,,,,,,
239,4,1,Flooring,509,0,0,0,0,0,0,0,0,,,,,,
240,1,1,Asphalt,88,0,0,3,50,0,0,-222,61,54BD42,41A130,,,,
241,1,1,Grass,785,0,0,3,50,0,0,-222,61,54BD42,41A130,,,,
242,1,1,Grass,122,0,0,3,50,0,0,-222,61,54BD42,41A130,,,,
243,1,1,Asphalt,740,0,0,3,50,0,0,-222,61,54BD42,41A130,,,,
244,1,1,Grass,802,0,0,3,50,0,0,-222,61,54BD42,41A130,,,,
245,1,1,Asphalt,480,0,0,3,50,0,0,-222,61,54BD42,41A130,,,,
246,1,1,Asphalt,605,0,0,3,50,0,0,-222,61,54BD42,41A130,,,,
247,1,1,Asphalt,545,0,0,3,50,0,0,-222,61,54BD42,41A130,,,,
248,1,1,Asphalt,606,0,0,3,50,0,0,-222,61,54BD42,41A130,,,,
249,1,1,Flooring,520,0,0,3,50,0,0,-222,61,54BD42,41A130,,,,
250,1,1,Grass,518,0,0,3,50,0,0,-222,61,54BD42,41A130,,,,
251,1,1,Flooring,521,0,0,3,50,0,0,-222,61,54BD42,41A130,,,,
252,1,1,Grass,677,0,0,3,50,0,0,-222,61,54BD42,41A130,,,,
253,1,1,Asphalt,771,0,0,3,50,0,0,-222,61,54BD42,41A130,,,,
254,1,1,Asphalt,510,0,0,3,50,0,0,-222,61,54BD42,41A130,,,,
255,1,1,Asphalt,555,0,0,3,50,0,0,-222,61,54BD42,41A130,,,,
256,1,1,Flooring,426,0,0,3,50,0,0,-222,61,54BD42,41A130,,,,
257,1,1,Asphalt,445,0,0,3,50,0,0,-222,61,54BD42,41A130,,,,
258,1,1,Asphalt,594,0,0,3,50,0,0,-222,61,54BD42,41A130,,,,
259,1,1,Asphalt,82,0,0,3,50,0,0,-222,61,54BD42,41A130,,,,
260,1,1,Grass,674,0,0,3,50,0,0,-222,61,54BD42,41A130,,,,
261,1,1,Asphalt,81,0,0,3,50,0,0,-222,61,54BD42,41A130,,,,
262,1,1,Asphalt,70,0,0,3,50,0,0,-222,61,54BD42,41A130,,,,
263,1,1,Asphalt,643,0,0,3,50,0,0,-222,61,54BD42,41A130,,,,
264,1,1,Asphalt,724,0,0,3,50,0,0,-222,61,54BD42,41A130,,,,
265,1,1,Asphalt,571,0,0,3,50,0,0,-222,61,54BD42,41A130,,,,
266,1,1,Asphalt,722,0,0,3,50,0,0,-222,61,54BD42,41A130,,,,
267,1,1,Grass,710,0,0,3,50,0,0,-222,61,54BD42,41A130,,,,
268,1,1,Beach,452,0,0,3,50,0,0,-222,61,54BD42,41A130,,,,
269,1,1,Asphalt,480,0,0,8,50,0,0,262,-273,54BD42,41A130,snd_bgm_GM308B_sys,snd_bgm_GM308,,
270,1,1,Grass,705,0,0,8,50,0,0,262,-273,54BD42,41A130,snd_bgm_GM308B_sys,snd_bgm_GM308,,
271,1,1,Grass,709,0,0,8,50,0,0,262,-273,54BD42,41A130,snd_bgm_GM308B_sys,snd_bgm_GM308,,
272,1,1,Soil,700,0,0,8,50,0,0,262,-273,54BD42,41A130,snd_bgm_GM308B_sys,snd_bgm_GM308,,
273,1,1,Grass,802,0,0,8,50,0,0,262,-273,54BD42,41A130,snd_bgm_GM308B_sys,snd_bgm_GM308,,
274,1,1,Grass,804,0,0,8,50,0,0,262,-273,54BD42,41A130,snd_bgm_GM308B_sys,snd_bgm_GM308,,
275,1,1,Grass,801,0,0,8,50,0,0,262,-273,54BD42,41A130,snd_bgm_GM308B_sys,snd_bgm_GM308,,
276,1,1,Asphalt,115,0,0,8,50,0,0,262,-273,54BD42,41A130,snd_bgm_GM308B_sys,snd_bgm_GM308,,
277,1,1,Beach,775,0,0,8,50,0,0,262,-273,54BD42,41A130,snd_bgm_GM308B_sys,snd_bgm_GM308,,
278,1,1,Beach,569,0,0,8,50,0,0,262,-273,54BD42,41A130,snd_bgm_GM308B_sys,snd_bgm_GM308,,
279,2,1,Flooring,117,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
280,2,1,Flooring,506,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
281,2,1,Concrete,666,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
282,2,1,Flooring,499,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
283,2,1,Concrete,232,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
284,2,1,Flooring,453,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
285,2,1,Concrete,665,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
286,2,1,Concrete,616,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
287,2,1,Flooring,760,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
288,2,1,Flooring,743,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
289,2,1,Concrete,614,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
290,2,1,Turf,580,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
291,2,1,Concrete,670,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
292,2,1,Turf,472,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
293,2,1,Flooring,663,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
294,2,1,Flooring,478,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
295,2,1,Flooring,500,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
296,2,1,Flooring,742,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
297,2,1,Flooring,667,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
298,2,1,Tunnel,757,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
299,2,1,Concrete,691,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
300,2,1,Concrete,535,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
301,2,1,Tunnel,706,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
302,2,1,Concrete,713,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
303,1,1,Asphalt,814,0,0,3,50,0,0,-222,61,54BD42,41A130,,,,
304,2,1,Turf,815,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
305,1,1,Beach,684,0,0,8,50,0,0,262,-273,54BD42,41A130,snd_bgm_GM308B_sys,snd_bgm_GM308,,
306,2,1,Asphalt,787,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
307,2,1,Flooring,838,0,0,2,50,0,0,260,-275,5B9EFC,3C7EF0,,,,
308,1,1,Asphalt,597,0,0,3,50,0,0,-222,61,54BD42,41A130,,,,
309,4,1,Flooring,499,0,0,0,0,0,0,0,0,,,,,,
310,4,1,Grass,658,0,0,0,0,0,0,0,0,,,,,,
311,4,1,Flooring,404,0,0,0,0,0,0,0,0,,,,,,
312,4,1,Flooring,759,0,0,0,0,0,0,0,0,,,,,,
313,4,1,Concrete,412,0,0,0,0,0,0,0,0,,,,,,
314,4,1,Asphalt,778,0,0,0,0,0,0,0,0,,,,,,
315,4,1,Asphalt,779,0,0,0,0,0,0,0,0,,,,,,
316,4,1,Concrete,292,0,0,0,0,0,0,0,0,,,,,,
317,4,1,Soil,792,0,0,0,0,0,0,0,0,,,,,,
318,4,1,Asphalt,325,0,0,0,0,0,0,0,0,,,,,,
319,4,1,Beach,775,0,0,0,0,0,0,0,0,,,,,,
320,4,1,Asphalt,724,0,0,0,0,0,0,0,0,,,,,,
321,4,1,Asphalt,801,0,0,0,0,0,0,0,0,,,,,,
322,4,1,Flooring,149,0,0,0,0,0,0,0,0,,,,,,
323,4,1,Asphalt,762,0,0,0,0,0,0,0,0,,,,,,
324,4,1,Asphalt,23,0,0,0,0,0,0,0,0,,,,,,
325,4,1,Flooring,834,0,0,0,0,0,0,0,0,,,,,,
326,4,1,Asphalt,310,0,0,0,0,0,0,0,0,,,,,,
327,4,1,Asphalt,648,0,0,0,0,0,0,0,0,,,,,,
328,4,1,Concrete,232,0,0,0,0,0,0,0,0,,,,,,
329,4,1,Flooring,859,0,0,0,0,0,0,0,0,,,,,,
330,4,1,Soil,271,0,0,0,0,0,0,0,0,,,,,,
