id,reward_set,is_pickup,base_point,reward_item_id,reward_item_category,reward_item_num
20020062,2002,0,24800,44,93,2
20020063,2002,0,25200,211,179,1
20020064,2002,0,25600,43,90,15
20020065,2002,0,26000,44,93,2
20020066,2002,0,26400,95,34,1
20020067,2002,0,26800,211,179,1
20020068,2002,0,27200,1,11,5
20020069,2002,0,27600,110,30,2500
20020070,2002,0,28000,95,34,1
20020071,2002,0,28400,160,11,1
20020072,2002,0,28800,95,34,1
20020073,2002,0,29200,211,179,1
20020074,2002,0,29600,44,93,2
20020075,2002,1,30000,41,40,1
20020076,2002,0,30400,110,30,2500
20020077,2002,0,30800,32,20,1
20020078,2002,0,31200,116,150,1
20020079,2002,0,31600,211,179,1
20020080,2002,0,32000,32,20,1
20020081,2002,0,32400,34,21,1
20020082,2002,0,32800,59,91,12000
20020083,2002,0,33200,34,21,1
20020084,2002,0,33600,44,93,2
20020085,2002,0,34000,59,91,12000
20020086,2002,0,34400,160,11,1
20020087,2002,0,34800,32,20,1
20020088,2002,0,35200,110,30,2500
20020089,2002,0,35600,7,11,5
20020090,2002,0,36000,59,91,12000
20020091,2002,0,36400,43,90,15
20020092,2002,0,36800,10,11,5
20020093,2002,0,37200,59,91,12000
20020094,2002,0,37600,110,30,2500
20020095,2002,0,38000,13,11,5
20020096,2002,0,38400,34,21,1
20020097,2002,0,38800,32,20,1
20020098,2002,0,39200,59,91,12000
20020099,2002,0,39600,95,34,1
20020100,2002,1,40000,43,90,300
20020101,2002,0,40400,43,90,15
20020102,2002,0,40800,59,91,12000
20020103,2002,0,41200,160,11,1
20020104,2002,0,41600,34,21,1
20020105,2002,0,42000,32,20,1
20020106,2002,0,42400,4,11,5
20020107,2002,0,42800,43,90,15
20020108,2002,0,43200,110,30,2500
20020109,2002,0,43600,34,21,1
20020110,2002,0,44000,116,150,1
20020111,2002,0,44400,59,91,12000
20020112,2002,0,44800,95,34,1
20020113,2002,0,45200,43,90,15
20020114,2002,0,45600,59,91,12000
20020115,2002,0,46000,116,150,1
20020116,2002,0,46400,95,34,1
20020117,2002,0,46800,110,30,2500
20020118,2002,0,47200,1,11,5
20020119,2002,0,47600,43,90,15
20020120,2002,0,48000,43,90,15
20020121,2002,0,48400,32,20,1
20020122,2002,0,48800,43,90,15
20020123,2002,0,49200,59,91,12000
20020124,2002,0,49600,160,11,1
20020125,2002,0,50000,44,93,2
20020126,2002,0,50400,211,179,1
20020127,2002,0,50800,10,11,5
20020128,2002,0,51200,34,21,1
20020129,2002,0,51600,211,179,1
20020130,2002,0,52000,13,11,5
20020131,2002,0,52400,32,20,1
20020132,2002,0,52800,59,91,12000
20020133,2002,0,53200,95,34,1
20020134,2002,0,53600,59,91,12000
20020135,2002,0,54000,110,30,2500
20020136,2002,0,54400,34,21,1
20020137,2002,0,54800,43,90,15
20020138,2002,0,55200,211,179,1
20020139,2002,0,55600,7,11,5
20020140,2002,0,56000,116,150,1
20020141,2002,0,56400,59,91,12000
20020142,2002,0,56800,116,150,1
20020143,2002,0,57200,95,34,1
20020144,2002,0,57600,59,91,12000
20020145,2002,0,58000,32,20,1
20020146,2002,0,58400,110,30,2500
20020147,2002,0,58800,59,91,12000
20020148,2002,0,59200,211,179,1
20020149,2002,0,59600,211,179,1
20020150,2002,1,60000,111,40,1
20020151,2002,0,60400,116,150,1
20020152,2002,0,60800,59,91,12000
20020153,2002,0,61200,32,20,1
20020154,2002,0,61600,43,90,15
20020155,2002,0,62000,110,30,2500
20020156,2002,0,62400,4,11,5
20020157,2002,0,62800,34,21,1
20020158,2002,0,63200,59,91,12000
20020159,2002,0,63600,34,21,1
20020160,2002,0,64000,43,90,15
20020161,2002,0,64400,59,91,12000
20020162,2002,0,64800,160,11,1
20020163,2002,0,65200,32,20,1
20020164,2002,0,65600,211,179,1
20020165,2002,0,66000,13,11,5
20020166,2002,0,66400,43,90,15
20020167,2002,0,66800,95,34,1
20020168,2002,0,67200,59,91,12000
20020169,2002,0,67600,1,11,5
20020170,2002,1,68000,41,40,1
20020171,2002,0,68400,43,90,15
20020172,2002,0,68800,116,150,1
20020173,2002,0,69200,44,93,2
20020174,2002,0,69600,163,11,1
20020175,2002,0,70000,7,11,5
20020176,2002,0,70400,116,150,1
20020177,2002,0,70800,59,91,12000
20020178,2002,0,71200,10,11,5
20020179,2002,0,71600,110,30,2500
20020180,2002,0,72000,59,91,12000
20020181,2002,0,72400,32,20,1
20020182,2002,0,72800,43,90,15
20020183,2002,0,73200,211,179,1
20020184,2002,0,73600,59,91,12000
20020185,2002,0,74000,162,11,1
20020186,2002,0,74400,32,20,1
20020187,2002,0,74800,59,91,12000
20020188,2002,0,75200,116,150,1
20020189,2002,0,75600,95,34,1
20020190,2002,0,76000,43,90,15
20020191,2002,0,76400,34,21,1
20020192,2002,0,76800,43,90,15
20020193,2002,0,77200,59,91,12000
20020194,2002,0,77600,95,34,1
20020195,2002,0,78000,211,179,1
20020196,2002,0,78400,211,179,1
20020197,2002,0,78800,95,34,1
20020198,2002,0,79200,34,21,1
20020199,2002,0,79600,59,91,12000
20020200,2002,1,80000,43,90,300
20020201,2002,0,80400,43,90,15
20020202,2002,0,80800,110,30,2500
20020203,2002,0,81200,162,11,1
20020204,2002,0,81600,44,93,2
20020205,2002,0,82000,59,91,12000
20020206,2002,0,82400,4,11,5
20020207,2002,0,82800,44,93,2
20020208,2002,0,83200,95,34,1
20020209,2002,0,83600,7,11,5
20020210,2002,0,84000,161,11,1
20020211,2002,0,84400,110,30,2500
20020212,2002,0,84800,162,11,1
20020213,2002,0,85200,44,93,2
20020214,2002,0,85600,32,20,1
20020215,2002,0,86000,162,11,1
20020216,2002,0,86400,43,90,15
20020217,2002,0,86800,59,91,12000
20020218,2002,0,87200,44,93,2
20020219,2002,0,87600,116,150,1
20020220,2002,0,88000,211,179,1
20020221,2002,0,88400,44,93,2
20020222,2002,0,88800,43,90,15
20020223,2002,1,89200,111,40,1
20020224,2002,0,89600,162,11,1
20020225,2002,0,90000,44,93,2
20020226,2002,0,90400,43,90,15
20020227,2002,0,90800,44,93,2
20020228,2002,0,91200,34,21,1
20020229,2002,0,91600,110,30,2500
20020230,2002,0,92000,163,11,1
20020231,2002,0,92400,43,90,15
20020232,2002,0,92800,59,91,12000
20020233,2002,0,93200,44,93,2
20020234,2002,0,93600,110,30,2500
20020235,2002,0,94000,116,150,1
20020236,2002,0,94400,44,93,2
20020237,2002,0,94800,43,90,15
20020238,2002,0,95200,95,34,1
20020239,2002,0,95600,163,11,1
20020240,2002,0,96000,32,20,1
20020241,2002,0,96400,59,91,12000
20020242,2002,0,96800,44,93,2
20020243,2002,0,97200,34,21,1
20020244,2002,0,97600,110,30,2500
20020245,2002,0,98000,44,93,2
20020246,2002,0,98400,43,90,15
20020247,2002,0,98800,161,11,2
20020248,2002,0,99200,59,91,12000
20020249,2002,0,99600,44,93,2
20020250,2002,1,100000,149,164,1
20020251,2002,0,100400,43,90,15
20020252,2002,0,100800,32,20,1
20020253,2002,0,101200,59,91,12000
20020254,2002,0,101600,44,93,2
20020255,2002,0,102000,163,11,1
20020256,2002,0,102400,116,150,1
20020257,2002,0,102800,161,11,1
20020258,2002,0,103200,44,93,2
20020259,2002,0,103600,59,91,12000
20020260,2002,0,104000,44,93,2
20020261,2002,0,104400,110,30,2500
20020262,2002,0,104800,160,11,2
20020263,2002,0,105200,43,90,15
20020264,2002,0,105600,95,34,1
20020265,2002,0,106000,43,90,15
20020266,2002,0,106400,44,93,2
20020267,2002,0,106800,110,30,2500
20020268,2002,0,107200,44,93,2
20020269,2002,0,107600,43,90,15
20020270,2002,0,108000,34,21,1
20020271,2002,0,108400,44,93,2
20020272,2002,0,108800,1,11,5
20020273,2002,0,109200,162,11,1
20020274,2002,0,109600,162,11,1
20020275,2002,0,110000,110,30,2500
20020276,2002,0,110400,116,150,1
20020277,2002,0,110800,161,11,1
20020278,2002,0,111200,10,11,5
20020279,2002,0,111600,43,90,15
20020280,2002,0,112000,161,11,4
20020281,2002,0,112400,59,91,12000
20020282,2002,0,112800,44,93,2
20020283,2002,0,113200,110,30,2500
20020284,2002,0,113600,160,11,4
20020285,2002,0,114000,163,11,1
20020286,2002,0,114400,163,11,1
20020287,2002,0,114800,110,30,2500
20020288,2002,0,115200,161,11,4
20020289,2002,0,115600,43,90,15
20020290,2002,0,116000,34,21,1
20020291,2002,0,116400,32,20,1
20020292,2002,0,116800,110,30,2500
20020293,2002,0,117200,44,93,2
20020294,2002,0,117600,110,30,2500
20020295,2002,0,118000,163,11,2
20020296,2002,0,118400,43,90,15
20020297,2002,0,118800,95,34,1
20020298,2002,0,119200,44,93,2
20020299,2002,0,119600,163,11,2
20020300,2002,1,120000,43,90,300
20030001,2003,0,400,59,91,12000
20030002,2003,0,800,1,11,5
20030003,2003,0,1200,32,20,1
20030004,2003,0,1600,59,91,12000
20030005,2003,0,2000,4,11,5
20030006,2003,0,2400,116,150,1
20030007,2003,0,2800,211,179,1
20030008,2003,0,3200,7,11,5
20030009,2003,0,3600,34,21,1
20030010,2003,0,4000,59,91,12000
20030011,2003,0,4400,32,20,1
20030012,2003,0,4800,59,91,12000
20030013,2003,0,5200,32,20,1
20030014,2003,0,5600,13,11,5
20030015,2003,0,6000,95,34,1
20030016,2003,0,6400,59,91,12000
20030017,2003,0,6800,1,11,5
20030018,2003,0,7200,32,20,1
20030019,2003,0,7600,211,179,1
20030020,2003,0,8000,34,21,1
20030021,2003,0,8400,59,91,12000
20030022,2003,0,8800,95,34,1
20030023,2003,0,9200,116,150,1
20030024,2003,0,9600,59,91,12000
20030025,2003,0,10000,34,21,1
20030026,2003,0,10400,10,11,5
20030027,2003,0,10800,116,150,1
20030028,2003,0,11200,211,179,1
20030029,2003,0,11600,160,11,1
20030030,2003,0,12000,32,20,1
20030031,2003,0,12400,59,91,12000
20030032,2003,0,12800,95,34,1
20030033,2003,0,13200,116,150,1
20030034,2003,0,13600,59,91,12000
20030035,2003,0,14000,4,11,5
20030036,2003,0,14400,59,91,12000
20030037,2003,0,14800,211,179,1
20030038,2003,0,15200,7,11,5
20030039,2003,0,15600,34,21,1
20030040,2003,0,16000,32,20,1
20030041,2003,0,16400,10,11,5
20030042,2003,0,16800,95,34,1
20030043,2003,0,17200,211,179,1
20030044,2003,0,17600,13,11,5
20030045,2003,0,18000,160,11,1
20030046,2003,0,18400,116,150,1
20030047,2003,0,18800,34,21,1
20030048,2003,0,19200,32,20,1
20030049,2003,0,19600,95,34,1
20030050,2003,0,20000,44,93,2
20030051,2003,0,20400,116,150,1
20030052,2003,0,20800,59,91,12000
20030053,2003,0,21200,44,93,2
20030054,2003,0,21600,116,150,1
20030055,2003,0,22000,211,179,1
20030056,2003,0,22400,4,11,5
20030057,2003,0,22800,116,150,1
20030058,2003,0,23200,59,91,12000
20030059,2003,0,23600,44,93,2
20030060,2003,0,24000,34,21,1
20030061,2003,0,24400,59,91,12000
20030062,2003,0,24800,44,93,2
20030063,2003,0,25200,211,179,1
20030064,2003,0,25600,43,90,15
20030065,2003,0,26000,44,93,2
20030066,2003,0,26400,95,34,1
20030067,2003,0,26800,211,179,1
20030068,2003,0,27200,1,11,5
20030069,2003,0,27600,34,21,1
20030070,2003,0,28000,95,34,1
20030071,2003,0,28400,160,11,1
20030072,2003,0,28800,95,34,1
20030073,2003,0,29200,211,179,1
20030074,2003,0,29600,44,93,2
20030075,2003,1,30000,41,40,1
20030076,2003,0,30400,34,21,1
20030077,2003,0,30800,32,20,1
20030078,2003,0,31200,116,150,1
20030079,2003,0,31600,211,179,1
20030080,2003,0,32000,32,20,1
20030081,2003,0,32400,34,21,1
20030082,2003,0,32800,59,91,12000
20030083,2003,0,33200,34,21,1
20030084,2003,0,33600,44,93,2
20030085,2003,0,34000,59,91,12000
20030086,2003,0,34400,160,11,1
20030087,2003,0,34800,32,20,1
20030088,2003,0,35200,13,11,5
20030089,2003,0,35600,7,11,5
20030090,2003,0,36000,59,91,12000
20030091,2003,0,36400,43,90,15
20030092,2003,0,36800,10,11,5
20030093,2003,0,37200,59,91,12000
20030094,2003,0,37600,116,150,1
20030095,2003,0,38000,13,11,5
20030096,2003,0,38400,34,21,1
20030097,2003,0,38800,32,20,1
20030098,2003,0,39200,59,91,12000
20030099,2003,0,39600,95,34,1
20030100,2003,1,40000,43,90,300
20030101,2003,0,40400,43,90,15
20030102,2003,0,40800,59,91,12000
20030103,2003,0,41200,160,11,1
20030104,2003,0,41600,34,21,1
20030105,2003,0,42000,32,20,1
20030106,2003,0,42400,4,11,5
20030107,2003,0,42800,43,90,15
20030108,2003,0,43200,117,150,1
20030109,2003,0,43600,34,21,1
20030110,2003,0,44000,116,150,1
20030111,2003,0,44400,59,91,12000
20030112,2003,0,44800,95,34,1
20030113,2003,0,45200,43,90,15
20030114,2003,0,45600,59,91,12000
20030115,2003,0,46000,116,150,1
20030116,2003,0,46400,95,34,1
20030117,2003,0,46800,118,150,1
20030118,2003,0,47200,1,11,5
20030119,2003,0,47600,43,90,15
20030120,2003,0,48000,43,90,15
20030121,2003,0,48400,32,20,1
20030122,2003,0,48800,43,90,15
20030123,2003,0,49200,59,91,12000
20030124,2003,0,49600,160,11,1
20030125,2003,0,50000,44,93,2
20030126,2003,0,50400,211,179,1
20030127,2003,0,50800,10,11,5
20030128,2003,0,51200,34,21,1
20030129,2003,0,51600,211,179,1
20030130,2003,0,52000,13,11,5
20030131,2003,0,52400,32,20,1
20030132,2003,0,52800,59,91,12000
20030133,2003,0,53200,95,34,1
20030134,2003,0,53600,59,91,12000
20030135,2003,0,54000,95,34,1
20030136,2003,0,54400,34,21,1
20030137,2003,0,54800,43,90,15
20030138,2003,0,55200,211,179,1
20030139,2003,0,55600,7,11,5
20030140,2003,0,56000,116,150,1
20030141,2003,0,56400,59,91,12000
20030142,2003,0,56800,116,150,1
20030143,2003,0,57200,95,34,1
20030144,2003,0,57600,59,91,12000
20030145,2003,0,58000,32,20,1
20030146,2003,0,58400,34,21,1
20030147,2003,0,58800,59,91,12000
20030148,2003,0,59200,211,179,1
20030149,2003,0,59600,211,179,1
20030150,2003,1,60000,111,40,1
20030151,2003,0,60400,116,150,1
20030152,2003,0,60800,59,91,12000
20030153,2003,0,61200,32,20,1
20030154,2003,0,61600,43,90,15
20030155,2003,0,62000,120,150,1
20030156,2003,0,62400,4,11,5
20030157,2003,0,62800,34,21,1
20030158,2003,0,63200,59,91,12000
20030159,2003,0,63600,34,21,1
20030160,2003,0,64000,43,90,15
20030161,2003,0,64400,59,91,12000
20030162,2003,0,64800,160,11,1
20030163,2003,0,65200,32,20,1
