id,group_id,story_id,condition_type,condition_story_id_1,gain_select_1,select_index_1,condition_story_id_2,gain_select_2,select_index_2,condition_story_id_3,gain_select_3,select_index_3
1049,101615,501016120,1,501016322,0,0,0,0,0,0,0,0
1050,101616,501016213,1,501016119,0,0,0,0,0,0,0,0
1051,101616,501016214,1,501016120,0,0,0,0,0,0,0,0
1052,101617,501016323,1,501016213,0,0,0,0,0,0,0,0
1053,101617,501016324,1,501016214,0,0,0,0,0,0,0,0
1054,101618,501016215,1,501016323,0,0,0,0,0,0,0,0
1055,101618,501016216,1,501016324,0,0,0,0,0,0,0,0
1056,101619,501016325,1,501016215,0,0,0,0,0,0,0,0
1057,101619,501016326,1,501016216,0,0,0,0,0,0,0,0
1058,101704,501017308,1,501017306,0,0,0,0,0,0,0,0
1059,101704,501017309,1,501017307,0,0,0,0,0,0,0,0
1060,101704,501017310,0,0,0,0,0,0,0,0,0,0
1061,101705,501017311,1,501017308,0,0,0,0,0,0,0,0
1062,101705,501017312,2,501017309,0,0,501017310,0,0,0,0,0
1063,101705,501017313,0,0,0,0,0,0,0,0,0,0
1064,101706,501017314,1,501017311,0,0,0,0,0,0,0,0
1065,101706,501017315,2,501017312,0,0,501017313,0,0,0,0,0
1066,101804,501018309,1,501018307,0,0,0,0,0,0,0,0
1067,101804,501018310,0,0,0,0,0,0,0,0,0,0
1068,101903,501019306,1,501019203,0,0,0,0,0,0,0,0
1069,102204,501022208,1,501022118,1,0,0,0,0,0,0,0
1070,102205,501022314,1,501022208,0,0,0,0,0,0,0,0
1071,102206,501022209,1,501022118,2,0,0,0,0,0,0,0
1072,102207,501022315,1,501022209,0,0,0,0,0,0,0,0
1073,102208,501022210,1,501022118,3,0,0,0,0,0,0,0
1074,102209,501022316,1,501022210,0,0,0,0,0,0,0,0
1075,102210,501022211,1,501022118,4,0,0,0,0,0,0,0
1076,102211,501022320,2,501022314,0,0,501022315,0,0,501022316,0,0
1077,102212,501022317,1,501022211,0,0,0,0,0,0,0,0
1078,102603,501026308,1,501026306,0,0,0,0,0,0,0,0
1079,102603,501026309,0,0,0,0,0,0,0,0,0,0
1080,102604,501026205,1,501026308,0,0,0,0,0,0,0,0
1081,102604,501026206,1,501026309,0,0,0,0,0,0,0,0
1082,102605,501026310,1,501026205,0,0,0,0,0,0,0,0
1083,102605,501026311,0,0,0,0,0,0,0,0,0,0
1084,102903,501029308,1,501029306,0,0,0,0,0,0,0,0
1085,102903,501029309,1,501029307,0,0,0,0,0,0,0,0
1086,102904,501029206,1,501029308,0,0,0,0,0,0,0,0
1087,102904,501029207,1,501029309,0,0,0,0,0,0,0,0
1088,102905,501029311,1,501029206,0,0,0,0,0,0,0,0
1089,102905,501029312,1,501029207,0,0,0,0,0,0,0,0
1090,103104,501031210,2,501031324,1,0,501031325,1,0,0,0,0
1091,103107,501031313,1,501031205,0,0,0,0,0,0,0,0
1092,103107,501031314,1,501031205,0,0,0,0,0,0,0,0
1093,103107,501031315,1,501031205,0,0,0,0,0,0,0,0
1094,103108,501031318,1,501031207,0,0,0,0,0,0,0,0
1095,103108,501031319,1,501031207,0,0,0,0,0,0,0,0
1096,103108,501031320,1,501031207,0,0,0,0,0,0,0,0
1097,103108,501031321,1,501031207,0,0,0,0,0,0,0,0
1098,103109,501031324,2,501031313,0,0,501031314,0,0,0,0,0
1099,103109,501031325,2,501031315,0,0,501031316,0,0,0,0,0
1100,103110,501031326,1,501031210,0,0,0,0,0,0,0,0
1101,103111,501031211,2,501031324,2,0,501031325,2,0,0,0,0
1102,103112,501031327,1,501031211,0,0,0,0,0,0,0,0
1103,103202,501032204,1,501032114,0,2,0,0,0,0,0,0
1104,103203,501032307,1,501032204,0,0,0,0,0,0,0,0
1105,103204,501032203,1,501032114,0,1,0,0,0,0,0,0
1106,103205,501032306,1,501032203,0,0,0,0,0,0,0,0
1107,103306,501033317,1,501033205,0,0,0,0,0,0,0,0
1108,103308,501033321,1,501033209,0,0,0,0,0,0,0,0
1109,103604,501036310,1,501036307,0,0,501036305,0,0,0,0,0
1110,103604,501036311,0,0,0,0,0,0,0,0,0,0
1111,103705,501037315,1,501037306,0,0,0,0,0,0,0,0
1112,103705,501037316,1,501037307,0,0,0,0,0,0,0,0
1113,103905,501039312,1,501039206,0,0,0,0,0,0,0,0
1114,103905,501039313,1,501039206,0,0,0,0,0,0,0,0
1115,103905,501039314,1,501039206,0,0,0,0,0,0,0,0
1116,104105,501041315,0,0,0,0,0,0,0,0,0,0
1117,104105,501041316,1,501041308,0,0,0,0,0,0,0,0
1118,104604,501046113,1,501046304,0,0,0,0,0,0,0,0
1119,104704,501047209,1,501047311,0,0,0,0,0,0,0,0
1120,104704,501047210,2,501047312,0,0,501047313,0,0,0,0,0
1121,104705,501047318,1,501047209,0,0,0,0,0,0,0,0
1122,104705,501047319,1,501047210,0,0,0,0,0,0,0,0
1123,105602,501056201,1,501056303,0,1,0,0,0,0,0,0
1124,105603,501056304,1,501056201,0,0,0,0,0,0,0,0
1125,105604,501056202,1,501056303,0,2,0,0,0,0,0,0
1126,105605,501056203,1,501056303,0,3,0,0,0,0,0,0
1127,105606,501056305,1,501056202,0,0,0,0,0,0,0,0
1128,105607,501056306,1,501056203,0,0,0,0,0,0,0,0
1129,105609,501056208,1,501056311,0,1,0,0,0,0,0,0
1130,105610,501056312,1,501056208,0,0,0,0,0,0,0,0
1131,105611,501056209,1,501056311,0,2,0,0,0,0,0,0
1132,105612,501056313,1,501056209,0,0,0,0,0,0,0,0
1133,105613,501056210,1,501056311,0,3,0,0,0,0,0,0
1134,105614,501056314,1,501056210,0,0,0,0,0,0,0,0
1135,105703,501057203,1,501057305,0,0,0,0,0,0,0,0
1136,105703,501057204,2,501057306,0,0,501057307,0,0,0,0,0
1137,105705,501057311,1,501057305,0,0,501057308,0,0,0,0,0
1138,105705,501057312,0,0,0,0,0,0,0,0,0,0
1139,105906,501059315,1,501059207,0,0,0,0,0,0,0,0
1140,105906,501059316,1,501059207,0,0,0,0,0,0,0,0
1141,105906,501059317,1,501059207,0,0,0,0,0,0,0,0
1142,106403,501064314,1,501064205,0,0,0,0,0,0,0,0
1143,106606,501066308,1,501066202,0,0,0,0,0,0,0,0
1144,106606,501066309,1,501066202,0,0,0,0,0,0,0,0
1145,106606,501066310,1,501066202,0,0,0,0,0,0,0,0
1146,106607,501066315,1,501066206,0,0,0,0,0,0,0,0
1147,106706,501067323,1,501067308,0,0,501067307,0,0,501067305,0,0
1148,106711,501067318,1,501067208,0,0,0,0,0,0,0,0
1149,106713,501067321,1,501067211,0,0,0,0,0,0,0,0
1150,106805,501068210,1,501068306,0,0,0,0,0,0,0,0
1151,106805,501068209,1,501068307,0,0,0,0,0,0,0,0
1152,106806,501068314,1,501068209,0,0,0,0,0,0,0,0
1153,106806,501068315,1,501068210,0,0,0,0,0,0,0,0
1154,106905,501069205,2,501069310,1,0,501069311,1,0,0,0,0
1155,106906,501069312,1,501069205,0,0,0,0,0,0,0,0
1156,106907,501069206,2,501069310,2,0,501069311,2,0,0,0,0
1157,106908,501069313,1,501069206,0,0,0,0,0,0,0,0
1158,107104,501071204,1,501071116,1,0,0,0,0,0,0,0
1159,107105,501071205,1,501071116,2,0,0,0,0,0,0,0
1160,107106,501071312,1,501071204,0,0,0,0,0,0,0,0
1161,107106,501071313,1,501071204,0,0,0,0,0,0,0,0
1162,107106,501071314,1,501071204,0,0,0,0,0,0,0,0
1163,107107,501071315,1,501071205,0,0,0,0,0,0,0,0
1164,107107,501071316,1,501071205,0,0,0,0,0,0,0,0
1165,107107,501071317,1,501071205,0,0,0,0,0,0,0,0
1166,107108,501071320,2,501071312,0,0,501071313,0,0,501071314,0,0
1167,107108,501071321,2,501071312,0,0,501071313,0,0,501071314,0,0
1168,107108,501071322,2,501071315,0,0,501071316,0,0,501071317,0,0
1169,107108,501071323,2,501071315,0,0,501071316,0,0,501071317,0,0
1170,107109,501071209,2,501071320,0,0,501071321,0,0,0,0,0
1171,107109,501071210,2,501071322,0,0,501071323,0,0,0,0,0
1172,107110,501071324,1,501071209,0,0,0,0,0,0,0,0
1173,107110,501071325,1,501071210,0,0,0,0,0,0,0,0
1174,107207,501072317,1,501072205,0,0,0,0,0,0,0,0
1175,107207,501072318,1,501072205,0,0,0,0,0,0,0,0
1176,107207,501072319,1,501072205,0,0,0,0,0,0,0,0
1177,107207,501072320,1,501072205,0,0,0,0,0,0,0,0
1178,107209,501072326,1,501072210,0,0,0,0,0,0,0,0
1179,107303,501073304,1,501073201,0,0,0,0,0,0,0,0
1180,107303,501073305,1,501073201,0,0,0,0,0,0,0,0
1181,107303,501073306,1,501073201,0,0,0,0,0,0,0,0
1182,107305,501073309,1,501073202,0,0,0,0,0,0,0,0
1183,107305,501073310,1,501073202,0,0,0,0,0,0,0,0
1184,107305,501073311,1,501073202,0,0,0,0,0,0,0,0
1185,107405,501074312,1,501074207,0,0,0,0,0,0,0,0
1186,107603,501076305,1,501076201,0,0,0,0,0,0,0,0
1187,107603,501076306,1,501076201,0,0,0,0,0,0,0,0
1188,107603,501076307,1,501076201,0,0,0,0,0,0,0,0
1189,107605,501076310,1,501076202,0,0,0,0,0,0,0,0
1190,107605,501076311,1,501076202,0,0,0,0,0,0,0,0
1191,107605,501076312,1,501076202,0,0,0,0,0,0,0,0
1192,107607,501076314,1,501076203,0,0,0,0,0,0,0,0
1193,107607,501076315,1,501076203,0,0,0,0,0,0,0,0
1194,107607,501076316,1,501076203,0,0,0,0,0,0,0,0
1195,107609,501076320,1,501076205,0,0,0,0,0,0,0,0
1196,107609,501076321,1,501076205,0,0,0,0,0,0,0,0
1197,107609,501076322,1,501076205,0,0,0,0,0,0,0,0
1198,108204,501082309,1,501082202,0,0,0,0,0,0,0,0
1199,108204,501082310,1,501082202,0,0,0,0,0,0,0,0
1200,108204,501082311,1,501082202,0,0,0,0,0,0,0,0
1201,108403,501084308,1,501084306,0,0,0,0,0,0,0,0
1202,108403,501084309,1,501084307,0,0,0,0,0,0,0,0
1203,108403,501084310,0,0,0,0,0,0,0,0,0,0
1204,108403,501084311,0,0,0,0,0,0,0,0,0,0
1205,108604,501086308,1,501086306,0,0,0,0,0,0,0,0
1206,108604,501086309,1,501086307,0,0,0,0,0,0,0,0
1207,108604,501086310,0,0,0,0,0,0,0,0,0,0
1208,108605,501086311,1,501086308,0,0,0,0,0,0,0,0
1209,108605,501086312,2,501086309,0,0,501086310,0,0,0,0,0
1210,108805,501088312,1,501088205,0,0,0,0,0,0,0,0
1211,108805,501088313,1,501088205,0,0,0,0,0,0,0,0
1212,108805,501088314,1,501088205,0,0,0,0,0,0,0,0
1213,108903,501089305,1,501089201,0,0,0,0,0,0,0,0
1214,108903,501089306,1,501089201,0,0,0,0,0,0,0,0
1215,108903,501089307,1,501089201,0,0,0,0,0,0,0,0
1216,108905,501089309,1,501089202,0,0,0,0,0,0,0,0
1217,108905,501089310,1,501089202,0,0,0,0,0,0,0,0
1218,108905,501089311,1,501089202,0,0,0,0,0,0,0,0
1219,108907,501089313,1,501089203,0,0,0,0,0,0,0,0
1220,108907,501089314,1,501089203,0,0,0,0,0,0,0,0
1221,108907,501089315,1,501089203,0,0,0,0,0,0,0,0
1222,109102,501091117,1,501091311,0,0,0,0,0,0,0,0
1223,109102,501091118,2,501091312,0,0,501091313,0,0,0,0,0
1224,109104,501091307,1,501091305,0,0,0,0,0,0,0,0
1225,109104,501091308,1,501091306,0,0,0,0,0,0,0,0
1226,109104,501091309,0,0,0,0,0,0,0,0,0,0
1227,109105,501091311,1,501091307,0,0,0,0,0,0,0,0
1228,109105,501091312,2,501091308,0,0,501091309,0,0,0,0,0
1229,109105,501091313,0,0,0,0,0,0,0,0,0,0
1230,109407,501094321,1,501094208,0,0,0,0,0,0,0,0
1231,109905,501099209,1,501099315,0,0,0,0,0,0,0,0
1232,109905,501099208,1,501099316,0,0,0,0,0,0,0,0
1233,109906,501099318,1,501099209,0,0,0,0,0,0,0,0
1234,109906,501099317,1,501099208,0,0,0,0,0,0,0,0
1235,110406,501104304,1,501104201,0,0,0,0,0,0,0,0
1236,110503,501105307,1,501105305,0,0,0,0,0,0,0,0
1237,110503,501105308,1,501105306,0,0,0,0,0,0,0,0
1238,110503,501105309,0,0,0,0,0,0,0,0,0,0
1239,110503,501105310,0,0,0,0,0,0,0,0,0,0
1240,110504,501105312,1,501105307,0,0,0,0,0,0,0,0
1241,110504,501105313,2,501105308,0,0,501105309,0,0,501105310,0,0
1242,110504,501105314,0,0,0,0,0,0,0,0,0,0
1243,110504,501105315,0,0,0,0,0,0,0,0,0,0
1244,110604,501106309,1,501106204,0,0,0,0,0,0,0,0
1245,110604,501106310,1,501106204,0,0,0,0,0,0,0,0
1246,110604,501106311,1,501106204,0,0,0,0,0,0,0,0
1247,110803,501108307,1,501108305,0,0,0,0,0,0,0,0
1248,110803,501108308,1,501108306,0,0,0,0,0,0,0,0
1249,110803,501108309,0,0,0,0,0,0,0,0,0,0
1250,110804,501108310,1,501108307,0,0,0,0,0,0,0,0
1251,110804,501108311,2,501108308,0,0,501108309,0,0,0,0,0
1252,110804,501108312,0,0,0,0,0,0,0,0,0,0
1253,110804,501108313,0,0,0,0,0,0,0,0,0,0
1254,110903,501109308,1,501109306,0,0,0,0,0,0,0,0
1255,110903,501109309,1,501109307,0,0,0,0,0,0,0,0
1256,110903,501109310,0,0,0,0,0,0,0,0,0,0
1257,111006,501110308,1,501110203,0,0,0,0,0,0,0,0
1258,111006,501110309,1,501110203,0,0,0,0,0,0,0,0
1259,111006,501110310,1,501110203,0,0,0,0,0,0,0,0
1260,111105,501111308,1,501111202,0,0,0,0,0,0,0,0
1261,111105,501111309,1,501111202,0,0,0,0,0,0,0,0
1262,111105,501111310,1,501111202,0,0,0,0,0,0,0,0
1263,111603,501116307,1,501116305,0,0,0,0,0,0,0,0
1264,111603,501116308,1,501116306,0,0,0,0,0,0,0,0
1265,111603,501116309,0,0,0,0,0,0,0,0,0,0
1266,111604,501116310,1,501116307,0,0,0,0,0,0,0,0
1267,111604,501116311,2,501116308,0,0,501116309,0,0,0,0,0
1268,111706,501117305,1,501117201,0,0,0,0,0,0,0,0
1269,111706,501117306,1,501117201,0,0,0,0,0,0,0,0
1270,111706,501117307,1,501117201,0,0,0,0,0,0,0,0
1271,111904,501119310,1,501119305,0,0,501119307,0,0,0,0,0
1272,111904,501119311,2,501119306,0,0,501119308,0,0,501119309,0,0
1273,111904,501119312,0,0,0,0,0,0,0,0,0,0
1274,113103,501131307,1,501131305,0,0,0,0,0,0,0,0
1275,113103,501131308,1,501131306,0,0,0,0,0,0,0,0
1276,113103,501131309,0,0,0,0,0,0,0,0,0,0
1277,109607,501096316,1,501096205,0,0,0,0,0,0,0,0
1278,109607,501096317,1,501096205,0,0,0,0,0,0,0,0
1279,109607,501096318,1,501096205,0,0,0,0,0,0,0,0
1280,112704,501127305,1,501127202,0,0,0,0,0,0,0,0
1281,112704,501127306,1,501127202,0,0,0,0,0,0,0,0
1282,112704,501127307,1,501127202,0,0,0,0,0,0,0,0
1283,112708,501127319,1,501127207,0,0,0,0,0,0,0,0
1284,112708,501127320,1,501127207,0,0,0,0,0,0,0,0
1285,113202,501132201,1,501132304,2,0,0,0,0,0,0,0
1286,113203,501132202,1,501132304,1,0,0,0,0,0,0,0
1287,113204,501132305,1,501132201,0,0,0,0,0,0,0,0
1288,113205,501132306,1,501132202,0,0,0,0,0,0,0,0
1289,113205,501132307,1,501132202,0,0,0,0,0,0,0,0
1290,113205,501132308,1,501132202,0,0,0,0,0,0,0,0
1291,113207,501132312,1,501132204,0,0,0,0,0,0,0,0
1292,113206,501132309,2,501132306,0,0,501132305,0,0,0,0,0
1293,113206,501132310,0,0,0,0,0,0,0,0,0,0
1294,113206,501132311,0,0,0,0,0,0,0,0,0,0
1295,108102,501081207,2,501081311,0,1,501081311,0,2,0,0,0
1296,108104,501081312,1,501081207,0,0,0,0,0,0,0,0
1297,108103,501081208,1,501081311,0,3,0,0,0,0,0,0
1298,108105,501081313,1,501081208,0,0,0,0,0,0,0,0
1300,111405,501114315,1,501114205,0,0,0,0,0,0,0,0
1301,111404,501114311,1,501114305,0,0,501114308,0,0,0,0,0
1302,111404,501114312,2,501114306,0,0,501114307,0,0,0,0,0
1303,111404,501114312,2,501114309,0,0,501114310,0,0,0,0,0
1304,111404,501114313,0,0,0,0,0,0,0,0,0,0
1305,111404,501114314,0,0,0,0,0,0,0,0,0,0
