id,team_building_event_id,chara_id,condition_type_1,bonus_type_1,bonus_value_1,condition_type_2,bonus_type_2,bonus_value_2
188,1003,1061,1,4,15,0,0,0
189,1003,1062,1,4,15,0,0,0
190,1003,1064,1,4,15,0,0,0
191,1003,1065,1,1,15,0,0,0
192,1003,1066,1,1,15,0,0,0
193,1003,1067,1,5,15,0,0,0
194,1003,1068,1,1,15,0,0,0
195,1003,1069,1,1,15,0,0,0
196,1003,1070,1,5,15,0,0,0
197,1003,1071,1,5,15,0,0,0
198,1003,1072,1,3,15,0,0,0
199,1003,1074,1,2,15,0,0,0
200,1003,1076,1,2,15,0,0,0
201,1003,1078,1,4,15,0,0,0
202,1003,1083,1,2,15,0,0,0
203,1003,1084,1,3,15,0,0,0
204,1003,1085,1,3,15,0,0,0
205,1003,1087,1,1,15,0,0,0
206,1003,1098,1,5,15,0,0,0
207,1003,1099,1,1,15,0,0,0
208,1003,1100,1,4,15,0,0,0
209,1003,1104,1,4,15,0,0,0
210,1003,1105,1,5,15,0,0,0
211,1003,1106,1,4,15,0,0,0
212,1004,1001,1,2,15,0,0,0
213,1004,1002,1,1,15,0,0,0
214,1004,1003,1,1,15,0,0,0
215,1004,1004,1,5,15,0,0,0
216,1004,1005,1,5,15,0,0,0
217,1004,1006,1,1,15,0,0,0
218,1004,1007,1,2,15,0,0,0
219,1004,1008,1,3,15,0,0,0
220,1004,1009,1,4,15,0,0,0
221,1004,1010,1,1,15,0,0,0
222,1004,1011,1,1,15,0,0,0
223,1004,1012,1,3,15,0,0,0
224,1004,1013,1,2,15,0,0,0
225,1004,1014,1,1,15,0,0,0
226,1004,1015,1,2,15,0,0,0
227,1004,1016,1,2,15,0,0,0
228,1004,1017,1,2,15,0,0,0
229,1004,1018,1,3,15,0,0,0
230,1004,1019,1,1,15,0,0,0
231,1004,1020,1,5,15,0,0,0
232,1004,1021,1,2,15,0,0,0
233,1004,1022,1,5,15,0,0,0
234,1004,1023,1,5,15,0,0,0
235,1004,1024,1,2,15,0,0,0
236,1004,1025,1,2,15,0,0,0
237,1004,1026,1,2,15,0,0,0
238,1004,1027,1,3,15,0,0,0
239,1004,1028,1,3,15,0,0,0
240,1004,1029,1,4,15,0,0,0
241,1004,1030,1,4,15,0,0,0
242,1004,1031,1,1,15,0,0,0
243,1004,1032,1,1,15,0,0,0
244,1004,1033,1,3,15,0,0,0
245,1004,1034,1,3,15,0,0,0
246,1004,1035,1,3,15,0,0,0
247,1004,1036,1,5,15,0,0,0
248,1004,1037,1,5,15,0,0,0
249,1004,1038,1,3,15,0,0,0
250,1004,1039,1,4,15,0,0,0
251,1004,1040,1,4,15,0,0,0
252,1004,1041,1,1,15,0,0,0
253,1004,1042,1,5,15,0,0,0
254,1004,1043,1,4,15,0,0,0
255,1004,1044,1,3,15,0,0,0
256,1004,1045,1,2,15,0,0,0
257,1004,1046,1,1,15,0,0,0
258,1004,1047,1,5,15,0,0,0
259,1004,1048,1,1,15,0,0,0
260,1004,1049,1,3,15,0,0,0
261,1004,1050,1,4,15,0,0,0
262,1004,1051,1,1,15,0,0,0
263,1004,1052,1,4,15,0,0,0
264,1004,1053,1,3,15,0,0,0
265,1004,1055,1,3,15,0,0,0
266,1004,1056,1,2,15,0,0,0
267,1004,1057,1,2,15,0,0,0
268,1004,1058,1,4,15,0,0,0
269,1004,1059,1,5,15,0,0,0
270,1004,1060,1,5,15,0,0,0
271,1004,1061,1,4,15,0,0,0
272,1004,1062,1,4,15,0,0,0
273,1004,1064,1,4,15,0,0,0
274,1004,1065,1,1,15,0,0,0
275,1004,1066,1,1,15,0,0,0
276,1004,1067,1,5,15,0,0,0
277,1004,1068,1,1,15,0,0,0
278,1004,1069,1,1,15,0,0,0
279,1004,1070,1,5,15,0,0,0
280,1004,1071,1,5,15,0,0,0
281,1004,1072,1,3,15,0,0,0
282,1004,1074,1,2,15,0,0,0
283,1004,1076,1,2,15,0,0,0
284,1004,1077,1,2,15,0,0,0
285,1004,1078,1,4,15,0,0,0
286,1004,1083,1,2,15,0,0,0
287,1004,1084,1,3,15,0,0,0
288,1004,1085,1,3,15,0,0,0
289,1004,1086,1,5,15,0,0,0
290,1004,1087,1,1,15,0,0,0
291,1004,1093,1,4,15,0,0,0
292,1004,1098,1,5,15,0,0,0
293,1004,1099,1,1,15,0,0,0
294,1004,1100,1,4,15,0,0,0
295,1004,1104,1,4,15,0,0,0
296,1004,1105,1,5,15,0,0,0
297,1004,1106,1,4,15,0,0,0
298,1004,1107,1,3,15,0,0,0
299,1005,1001,1,2,15,0,0,0
300,1005,1002,1,1,15,0,0,0
301,1005,1003,1,1,15,0,0,0
302,1005,1004,1,5,15,0,0,0
303,1005,1005,1,5,15,0,0,0
304,1005,1006,1,1,15,0,0,0
305,1005,1007,1,2,15,0,0,0
306,1005,1008,1,3,15,0,0,0
307,1005,1009,1,4,15,0,0,0
308,1005,1010,1,1,15,0,0,0
309,1005,1011,1,1,15,0,0,0
310,1005,1012,1,3,15,0,0,0
311,1005,1013,1,2,15,0,0,0
312,1005,1014,1,1,15,0,0,0
313,1005,1015,1,2,15,0,0,0
314,1005,1016,1,2,15,0,0,0
315,1005,1017,1,2,15,0,0,0
316,1005,1018,1,3,15,0,0,0
317,1005,1019,1,1,15,0,0,0
318,1005,1020,1,5,15,0,0,0
319,1005,1021,1,2,15,0,0,0
320,1005,1022,1,5,15,0,0,0
321,1005,1023,1,5,15,0,0,0
322,1005,1024,1,2,15,0,0,0
323,1005,1025,1,2,15,0,0,0
324,1005,1026,1,2,15,0,0,0
325,1005,1027,1,3,15,0,0,0
326,1005,1028,1,3,15,0,0,0
327,1005,1029,1,4,15,0,0,0
328,1005,1030,1,4,15,0,0,0
329,1005,1031,1,1,15,0,0,0
330,1005,1032,1,1,15,0,0,0
331,1005,1033,1,3,15,0,0,0
332,1005,1034,1,3,15,0,0,0
333,1005,1035,1,3,15,0,0,0
334,1005,1036,1,5,15,0,0,0
335,1005,1037,1,5,15,0,0,0
336,1005,1038,1,3,15,0,0,0
337,1005,1039,1,4,15,0,0,0
338,1005,1040,1,4,15,0,0,0
339,1005,1041,1,1,15,0,0,0
340,1005,1042,1,5,15,0,0,0
341,1005,1043,1,4,15,0,0,0
342,1005,1044,1,3,15,0,0,0
343,1005,1045,1,2,15,0,0,0
344,1005,1046,1,1,15,0,0,0
345,1005,1047,1,5,15,0,0,0
346,1005,1048,1,1,15,0,0,0
347,1005,1049,1,3,15,0,0,0
348,1005,1050,1,4,15,0,0,0
349,1005,1051,1,1,15,0,0,0
350,1005,1052,1,4,15,0,0,0
351,1005,1053,1,3,15,0,0,0
352,1005,1054,1,3,15,0,0,0
353,1005,1055,1,3,15,0,0,0
354,1005,1056,1,2,15,0,0,0
355,1005,1057,1,2,15,0,0,0
356,1005,1058,1,4,15,0,0,0
357,1005,1059,1,5,15,0,0,0
358,1005,1060,1,5,15,0,0,0
359,1005,1061,1,4,15,0,0,0
360,1005,1062,1,4,15,0,0,0
361,1005,1063,1,4,15,0,0,0
362,1005,1064,1,4,15,0,0,0
363,1005,1065,1,1,15,0,0,0
364,1005,1066,1,1,15,0,0,0
365,1005,1067,1,5,15,0,0,0
366,1005,1068,1,1,15,0,0,0
367,1005,1069,1,1,15,0,0,0
368,1005,1070,1,5,15,0,0,0
369,1005,1071,1,5,15,0,0,0
370,1005,1072,1,3,15,0,0,0
371,1005,1074,1,2,15,0,0,0
372,1005,1076,1,2,15,0,0,0
373,1005,1077,1,2,15,0,0,0
374,1005,1078,1,4,15,0,0,0
375,1005,1080,1,5,15,0,0,0
376,1005,1083,1,2,15,0,0,0
377,1005,1084,1,3,15,0,0,0
378,1005,1085,1,3,15,0,0,0
379,1005,1086,1,5,15,0,0,0
380,1005,1087,1,1,15,0,0,0
381,1005,1088,1,4,15,0,0,0
382,1005,1089,1,2,15,0,0,0
383,1005,1091,1,5,15,0,0,0
384,1005,1093,1,4,15,0,0,0
385,1005,1098,1,5,15,0,0,0
386,1005,1099,1,1,15,0,0,0
387,1005,1100,1,4,15,0,0,0
388,1005,1102,1,2,15,0,0,0
389,1005,1104,1,4,15,0,0,0
390,1005,1105,1,5,15,0,0,0
391,1005,1106,1,4,15,0,0,0
392,1005,1107,1,3,15,0,0,0
393,1005,1108,1,1,15,0,0,0
394,1005,1109,1,3,15,0,0,0
395,1006,1001,1,2,15,0,0,0
396,1006,1002,1,1,15,0,0,0
397,1006,1003,1,1,15,0,0,0
398,1006,1004,1,5,15,0,0,0
399,1006,1005,1,5,15,0,0,0
400,1006,1006,1,1,15,0,0,0
401,1006,1007,1,2,15,0,0,0
402,1006,1008,1,3,15,0,0,0
403,1006,1009,1,4,15,0,0,0
404,1006,1010,1,1,15,0,0,0
405,1006,1011,1,1,15,0,0,0
406,1006,1012,1,3,15,0,0,0
407,1006,1013,1,2,15,0,0,0
408,1006,1014,1,1,15,0,0,0
409,1006,1015,1,2,15,0,0,0
410,1006,1016,1,2,15,0,0,0
411,1006,1017,1,2,15,0,0,0
412,1006,1018,1,3,15,0,0,0
413,1006,1019,1,1,15,0,0,0
414,1006,1020,1,5,15,0,0,0
415,1006,1021,1,2,15,0,0,0
416,1006,1022,1,5,15,0,0,0
417,1006,1023,1,5,15,0,0,0
418,1006,1024,1,2,15,0,0,0
419,1006,1025,1,2,15,0,0,0
420,1006,1026,1,2,15,0,0,0
421,1006,1027,1,3,15,0,0,0
422,1006,1028,1,3,15,0,0,0
423,1006,1029,1,4,15,0,0,0
424,1006,1030,1,4,15,0,0,0
425,1006,1031,1,1,15,0,0,0
426,1006,1032,1,1,15,0,0,0
427,1006,1033,1,3,15,0,0,0
428,1006,1034,1,3,15,0,0,0
429,1006,1035,1,3,15,0,0,0
430,1006,1036,1,5,15,0,0,0
431,1006,1037,1,5,15,0,0,0
432,1006,1038,1,3,15,0,0,0
433,1006,1039,1,4,15,0,0,0
434,1006,1040,1,4,15,0,0,0
435,1006,1041,1,1,15,0,0,0
436,1006,1042,1,5,15,0,0,0
437,1006,1043,1,4,15,0,0,0
438,1006,1044,1,3,15,0,0,0
439,1006,1045,1,2,15,0,0,0
440,1006,1046,1,1,15,0,0,0
441,1006,1047,1,5,15,0,0,0
442,1006,1048,1,1,15,0,0,0
443,1006,1049,1,3,15,0,0,0
444,1006,1050,1,4,15,0,0,0
445,1006,1051,1,1,15,0,0,0
446,1006,1052,1,4,15,0,0,0
447,1006,1053,1,3,15,0,0,0
448,1006,1054,1,3,15,0,0,0
449,1006,1055,1,3,15,0,0,0
450,1006,1056,1,2,15,0,0,0
451,1006,1057,1,2,15,0,0,0
452,1006,1058,1,4,15,0,0,0
453,1006,1059,1,5,15,0,0,0
454,1006,1060,1,5,15,0,0,0
455,1006,1061,1,4,15,0,0,0
456,1006,1062,1,4,15,0,0,0
457,1006,1063,1,4,15,0,0,0
458,1006,1064,1,4,15,0,0,0
459,1006,1065,1,1,15,0,0,0
460,1006,1066,1,1,15,0,0,0
461,1006,1067,1,5,15,0,0,0
462,1006,1068,1,1,15,0,0,0
463,1006,1069,1,1,15,0,0,0
464,1006,1070,1,5,15,0,0,0
465,1006,1071,1,5,15,0,0,0
466,1006,1072,1,3,15,0,0,0
467,1006,1074,1,2,15,0,0,0
468,1006,1076,1,2,15,0,0,0
469,1006,1077,1,2,15,0,0,0
470,1006,1078,1,4,15,0,0,0
471,1006,1080,1,5,15,0,0,0
472,1006,1082,1,5,15,0,0,0
473,1006,1083,1,2,15,0,0,0
474,1006,1084,1,3,15,0,0,0
475,1006,1085,1,3,15,0,0,0
476,1006,1086,1,5,15,0,0,0
477,1006,1087,1,1,15,0,0,0
478,1006,1088,1,4,15,0,0,0
479,1006,1089,1,2,15,0,0,0
480,1006,1091,1,5,15,0,0,0
481,1006,1093,1,4,15,0,0,0
482,1006,1094,1,3,15,0,0,0
483,1006,1098,1,5,15,0,0,0
484,1006,1099,1,1,15,0,0,0
485,1006,1100,1,4,15,0,0,0
486,1006,1102,1,2,15,0,0,0
487,1006,1104,1,4,15,0,0,0
488,1006,1105,1,5,15,0,0,0
489,1006,1106,1,4,15,0,0,0
490,1006,1107,1,3,15,0,0,0
491,1006,1108,1,1,15,0,0,0
492,1006,1109,1,3,15,0,0,0
493,1006,1119,1,2,15,0,0,0
494,1006,1120,1,1,15,0,0,0
495,1007,1001,1,2,15,0,0,0
496,1007,1002,1,1,15,0,0,0
497,1007,1003,1,1,15,0,0,0
498,1007,1004,1,5,15,0,0,0
499,1007,1005,1,5,15,0,0,0
500,1007,1006,1,1,15,0,0,0
501,1007,1007,1,2,15,0,0,0
502,1007,1008,1,3,15,0,0,0
503,1007,1009,1,4,15,0,0,0
504,1007,1010,1,1,15,0,0,0
505,1007,1011,1,1,15,0,0,0
506,1007,1012,1,3,15,0,0,0
507,1007,1013,1,2,15,0,0,0
508,1007,1014,1,1,15,0,0,0
509,1007,1015,1,2,15,0,0,0
510,1007,1016,1,2,15,0,0,0
511,1007,1017,1,2,15,0,0,0
512,1007,1018,1,3,15,0,0,0
513,1007,1019,1,1,15,0,0,0
514,1007,1020,1,5,15,0,0,0
515,1007,1021,1,2,15,0,0,0
516,1007,1022,1,5,15,0,0,0
517,1007,1023,1,5,15,0,0,0
518,1007,1024,1,2,15,0,0,0
519,1007,1025,1,2,15,0,0,0
520,1007,1026,1,2,15,0,0,0
521,1007,1027,1,3,15,0,0,0
522,1007,1028,1,3,15,0,0,0
523,1007,1029,1,4,15,0,0,0
524,1007,1030,1,4,15,0,0,0
525,1007,1031,1,1,15,0,0,0
526,1007,1032,1,1,15,0,0,0
527,1007,1033,1,3,15,0,0,0
528,1007,1034,1,3,15,0,0,0
529,1007,1035,1,3,15,0,0,0
530,1007,1036,1,5,15,0,0,0
531,1007,1037,1,5,15,0,0,0
532,1007,1038,1,3,15,0,0,0
533,1007,1039,1,4,15,0,0,0
534,1007,1040,1,4,15,0,0,0
535,1007,1041,1,1,15,0,0,0
536,1007,1042,1,5,15,0,0,0
537,1007,1043,1,4,15,0,0,0
538,1007,1044,1,3,15,0,0,0
539,1007,1045,1,2,15,0,0,0
540,1007,1046,1,1,15,0,0,0
541,1007,1047,1,5,15,0,0,0
542,1007,1048,1,1,15,0,0,0
543,1007,1049,1,3,15,0,0,0
544,1007,1050,1,4,15,0,0,0
545,1007,1051,1,1,15,0,0,0
546,1007,1052,1,4,15,0,0,0
547,1007,1053,1,3,15,0,0,0
548,1007,1054,1,3,15,0,0,0
549,1007,1055,1,3,15,0,0,0
550,1007,1056,1,2,15,0,0,0
551,1007,1057,1,2,15,0,0,0
552,1007,1058,1,4,15,0,0,0
553,1007,1059,1,5,15,0,0,0
554,1007,1060,1,5,15,0,0,0
555,1007,1061,1,4,15,0,0,0
556,1007,1062,1,4,15,0,0,0
557,1007,1063,1,4,15,0,0,0
558,1007,1064,1,4,15,0,0,0
559,1007,1065,1,1,15,0,0,0
560,1007,1066,1,1,15,0,0,0
561,1007,1067,1,5,15,0,0,0
562,1007,1068,1,1,15,0,0,0
563,1007,1069,1,1,15,0,0,0
564,1007,1070,1,5,15,0,0,0
565,1007,1071,1,5,15,0,0,0
566,1007,1072,1,3,15,0,0,0
567,1007,1074,1,2,15,0,0,0
568,1007,1076,1,2,15,0,0,0
569,1007,1077,1,2,15,0,0,0
570,1007,1078,1,4,15,0,0,0
571,1007,1080,1,5,15,0,0,0
572,1007,1082,1,5,15,0,0,0
573,1007,1083,1,2,15,0,0,0
574,1007,1084,1,3,15,0,0,0
575,1007,1085,1,3,15,0,0,0
576,1007,1086,1,5,15,0,0,0
577,1007,1087,1,1,15,0,0,0
578,1007,1088,1,4,15,0,0,0
579,1007,1089,1,2,15,0,0,0
580,1007,1091,1,5,15,0,0,0
581,1007,1093,1,4,15,0,0,0
582,1007,1094,1,3,15,0,0,0
583,1007,1098,1,5,15,0,0,0
584,1007,1099,1,1,15,0,0,0
585,1007,1100,1,4,15,0,0,0
586,1007,1102,1,2,15,0,0,0
587,1007,1104,1,4,15,0,0,0
588,1007,1105,1,5,15,0,0,0
589,1007,1106,1,4,15,0,0,0
590,1007,1107,1,3,15,0,0,0
591,1007,1108,1,1,15,0,0,0
592,1007,1109,1,3,15,0,0,0
593,1007,1110,1,3,15,0,0,0
594,1007,1111,1,5,15,0,0,0
595,1007,1116,1,3,15,0,0,0
596,1007,1117,1,4,15,0,0,0
597,1007,1119,1,2,15,0,0,0
598,1007,1120,1,1,15,0,0,0
599,1007,1121,1,1,15,0,0,0
600,1007,1124,1,4,15,0,0,0
601,1008,1001,1,2,15,0,0,0
602,1008,1002,1,1,15,0,0,0
603,1008,1003,1,1,15,0,0,0
604,1008,1004,1,5,15,0,0,0
605,1008,1005,1,5,15,0,0,0
606,1008,1006,1,1,15,0,0,0
607,1008,1007,1,2,15,0,0,0
608,1008,1008,1,3,15,0,0,0
609,1008,1009,1,4,15,0,0,0
610,1008,1010,1,1,15,0,0,0
611,1008,1011,1,1,15,0,0,0
612,1008,1012,1,3,15,0,0,0
613,1008,1013,1,2,15,0,0,0
614,1008,1014,1,1,15,0,0,0
615,1008,1015,1,2,15,0,0,0
616,1008,1016,1,2,15,0,0,0
617,1008,1017,1,2,15,0,0,0
618,1008,1018,1,3,15,0,0,0
619,1008,1019,1,1,15,0,0,0
620,1008,1020,1,5,15,0,0,0
621,1008,1021,1,2,15,0,0,0
622,1008,1022,1,5,15,0,0,0
623,1008,1023,1,5,15,0,0,0
624,1008,1024,1,2,15,0,0,0
625,1008,1025,1,2,15,0,0,0
626,1008,1026,1,2,15,0,0,0
627,1008,1027,1,3,15,0,0,0
628,1008,1028,1,3,15,0,0,0
629,1008,1029,1,4,15,0,0,0
630,1008,1030,1,4,15,0,0,0
631,1008,1031,1,1,15,0,0,0
632,1008,1032,1,1,15,0,0,0
633,1008,1033,1,3,15,0,0,0
634,1008,1034,1,3,15,0,0,0
635,1008,1035,1,3,15,0,0,0
636,1008,1036,1,5,15,0,0,0
637,1008,1037,1,5,15,0,0,0
638,1008,1038,1,3,15,0,0,0
639,1008,1039,1,4,15,0,0,0
640,1008,1040,1,4,15,0,0,0
641,1008,1041,1,1,15,0,0,0
642,1008,1042,1,5,15,0,0,0
643,1008,1043,1,4,15,0,0,0
644,1008,1044,1,3,15,0,0,0
645,1008,1045,1,2,15,0,0,0
646,1008,1046,1,1,15,0,0,0
647,1008,1047,1,5,15,0,0,0
648,1008,1048,1,1,15,0,0,0
649,1008,1049,1,3,15,0,0,0
650,1008,1050,1,4,15,0,0,0
651,1008,1051,1,1,15,0,0,0
652,1008,1052,1,4,15,0,0,0
653,1008,1053,1,3,15,0,0,0
654,1008,1054,1,3,15,0,0,0
655,1008,1055,1,3,15,0,0,0
656,1008,1056,1,2,15,0,0,0
657,1008,1057,1,2,15,0,0,0
658,1008,1058,1,4,15,0,0,0
659,1008,1059,1,5,15,0,0,0
660,1008,1060,1,5,15,0,0,0
661,1008,1061,1,4,15,0,0,0
662,1008,1062,1,4,15,0,0,0
663,1008,1063,1,4,15,0,0,0
664,1008,1064,1,4,15,0,0,0
665,1008,1065,1,1,15,0,0,0
666,1008,1066,1,1,15,0,0,0
667,1008,1067,1,5,15,0,0,0
668,1008,1068,1,1,15,0,0,0
669,1008,1069,1,1,15,0,0,0
670,1008,1070,1,5,15,0,0,0
671,1008,1071,1,5,15,0,0,0
672,1008,1072,1,3,15,0,0,0
673,1008,1073,1,3,15,0,0,0
674,1008,1074,1,2,15,0,0,0
675,1008,1076,1,2,15,0,0,0
676,1008,1077,1,2,15,0,0,0
677,1008,1078,1,4,15,0,0,0
678,1008,1079,1,1,15,0,0,0
679,1008,1080,1,5,15,0,0,0
680,1008,1082,1,5,15,0,0,0
681,1008,1083,1,2,15,0,0,0
682,1008,1084,1,3,15,0,0,0
683,1008,1085,1,3,15,0,0,0
684,1008,1086,1,5,15,0,0,0
685,1008,1087,1,1,15,0,0,0
686,1008,1088,1,4,15,0,0,0
687,1008,1089,1,2,15,0,0,0
688,1008,1091,1,5,15,0,0,0
689,1008,1093,1,4,15,0,0,0
690,1008,1094,1,3,15,0,0,0
691,1008,1096,1,2,15,0,0,0
692,1008,1098,1,5,15,0,0,0
693,1008,1099,1,1,15,0,0,0
