id,chara_id,episode_index,story_id,lock_type_1,lock_value_1_1,lock_value_1_2,add_reward_category_1,add_reward_id_1,add_reward_num_1,exp_type
239,1050,1,41050001,0,0,0,90,43,20,1
240,1050,2,41050002,0,0,0,90,43,20,1
241,1050,3,41050003,0,0,0,90,43,20,1
242,1050,4,41050004,0,0,0,90,43,20,1
243,1050,5,41050005,6,1050,1,90,43,50,2
244,1050,6,41050006,6,1050,3,90,43,50,2
245,1050,7,41050007,6,1050,6,90,43,50,2
246,1052,1,41052001,0,0,0,90,43,20,1
247,1052,2,41052002,0,0,0,90,43,20,1
248,1052,3,41052003,0,0,0,90,43,20,1
249,1052,4,41052004,0,0,0,90,43,20,1
250,1052,5,41052005,6,1052,1,90,43,50,2
251,1052,6,41052006,6,1052,3,90,43,50,2
252,1052,7,41052007,6,1052,6,90,43,50,2
260,1056,1,41056001,0,0,0,90,43,20,1
261,1056,2,41056002,0,0,0,90,43,20,1
262,1056,3,41056003,0,0,0,90,43,20,1
263,1056,4,41056004,0,0,0,90,43,20,1
264,1056,5,41056005,6,1056,1,90,43,50,2
265,1056,6,41056006,6,1056,3,90,43,50,2
266,1056,7,41056007,6,1056,6,90,43,50,2
267,1060,1,41060001,0,0,0,90,43,20,1
268,1060,2,41060002,0,0,0,90,43,20,1
269,1060,3,41060003,0,0,0,90,43,20,1
270,1060,4,41060004,0,0,0,90,43,20,1
271,1060,5,41060005,6,1060,1,90,43,50,2
272,1060,6,41060006,6,1060,3,90,43,50,2
273,1060,7,41060007,6,1060,6,90,43,50,2
274,1061,1,41061001,0,0,0,90,43,20,1
275,1061,2,41061002,0,0,0,90,43,20,1
276,1061,3,41061003,0,0,0,90,43,20,1
277,1061,4,41061004,0,0,0,90,43,20,1
278,1061,5,41061005,6,1061,1,90,43,50,2
279,1061,6,41061006,6,1061,3,90,43,50,2
280,1061,7,41061007,6,1061,6,90,43,50,2
281,1030,1,41030001,0,0,0,90,43,20,1
282,1030,2,41030002,0,0,0,90,43,20,1
283,1030,3,41030003,0,0,0,90,43,20,1
284,1030,4,41030004,0,0,0,90,43,20,1
285,1030,5,41030005,6,1030,1,90,43,50,2
286,1030,6,41030006,6,1030,3,90,43,50,2
287,1030,7,41030007,6,1030,6,90,43,50,2
288,1026,1,41026001,0,0,0,90,43,20,1
289,1026,2,41026002,0,0,0,90,43,20,1
290,1026,3,41026003,0,0,0,90,43,20,1
291,1026,4,41026004,0,0,0,90,43,20,1
292,1026,5,41026005,6,1026,1,90,43,50,2
293,1026,6,41026006,6,1026,3,90,43,50,2
294,1026,7,41026007,6,1026,6,90,43,50,2
295,1038,1,41038001,0,0,0,90,43,20,1
296,1038,2,41038002,0,0,0,90,43,20,1
297,1038,3,41038003,0,0,0,90,43,20,1
298,1038,4,41038004,0,0,0,90,43,20,1
299,1038,5,41038005,6,1038,1,90,43,50,2
300,1038,6,41038006,6,1038,3,90,43,50,2
301,1038,7,41038007,6,1038,6,90,43,50,2
302,1016,1,41016001,0,0,0,90,43,20,1
303,1016,2,41016002,0,0,0,90,43,20,1
304,1016,3,41016003,0,0,0,90,43,20,1
305,1016,4,41016004,0,0,0,90,43,20,1
306,1016,5,41016005,6,1016,1,90,43,50,2
307,1016,6,41016006,6,1016,3,90,43,50,2
308,1016,7,41016007,6,1016,6,90,43,50,2
309,1058,1,41058001,0,0,0,90,43,20,1
310,1058,2,41058002,0,0,0,90,43,20,1
311,1058,3,41058003,0,0,0,90,43,20,1
312,1058,4,41058004,0,0,0,90,43,20,1
313,1058,5,41058005,6,1058,1,90,43,50,2
314,1058,6,41058006,6,1058,3,90,43,50,2
315,1058,7,41058007,6,1058,6,90,43,50,2
316,1028,1,41028001,0,0,0,90,43,20,1
317,1028,2,41028002,0,0,0,90,43,20,1
318,1028,3,41028003,0,0,0,90,43,20,1
319,1028,4,41028004,0,0,0,90,43,20,1
320,1028,5,41028005,6,1028,1,90,43,50,2
321,1028,6,41028006,6,1028,3,90,43,50,2
322,1028,7,41028007,6,1028,6,90,43,50,2
323,1019,1,41019001,0,0,0,90,43,20,1
324,1019,2,41019002,0,0,0,90,43,20,1
325,1019,3,41019003,0,0,0,90,43,20,1
326,1019,4,41019004,0,0,0,90,43,20,1
327,1019,5,41019005,6,1019,1,90,43,50,2
328,1019,6,41019006,6,1019,3,90,43,50,2
329,1019,7,41019007,6,1019,6,90,43,50,2
330,1039,1,41039001,0,0,0,90,43,20,1
331,1039,2,41039002,0,0,0,90,43,20,1
332,1039,3,41039003,0,0,0,90,43,20,1
333,1039,4,41039004,0,0,0,90,43,20,1
334,1039,5,41039005,6,1039,1,90,43,50,2
335,1039,6,41039006,6,1039,3,90,43,50,2
336,1039,7,41039007,6,1039,6,90,43,50,2
337,1025,1,41025001,0,0,0,90,43,20,1
338,1025,2,41025002,0,0,0,90,43,20,1
339,1025,3,41025003,0,0,0,90,43,20,1
340,1025,4,41025004,0,0,0,90,43,20,1
341,1025,5,41025005,6,1025,1,90,43,50,2
342,1025,6,41025006,6,1025,3,90,43,50,2
343,1025,7,41025007,6,1025,6,90,43,50,2
344,1048,1,41048001,0,0,0,90,43,20,1
345,1048,2,41048002,0,0,0,90,43,20,1
346,1048,3,41048003,0,0,0,90,43,20,1
347,1048,4,41048004,0,0,0,90,43,20,1
348,1048,5,41048005,6,1048,1,90,43,50,2
349,1048,6,41048006,6,1048,3,90,43,50,2
350,1048,7,41048007,6,1048,6,90,43,50,2
351,1059,1,41059001,0,0,0,90,43,20,1
352,1059,2,41059002,0,0,0,90,43,20,1
353,1059,3,41059003,0,0,0,90,43,20,1
354,1059,4,41059004,0,0,0,90,43,20,1
355,1059,5,41059005,6,1059,1,90,43,50,2
356,1059,6,41059006,6,1059,3,90,43,50,2
357,1059,7,41059007,6,1059,6,90,43,50,2
358,1022,1,41022001,0,0,0,90,43,20,1
359,1022,2,41022002,0,0,0,90,43,20,1
360,1022,3,41022003,0,0,0,90,43,20,1
361,1022,4,41022004,0,0,0,90,43,20,1
362,1022,5,41022005,6,1022,1,90,43,50,2
363,1022,6,41022006,6,1022,3,90,43,50,2
364,1022,7,41022007,6,1022,6,90,43,50,2
365,1021,1,41021001,0,0,0,90,43,20,1
366,1021,2,41021002,0,0,0,90,43,20,1
367,1021,3,41021003,0,0,0,90,43,20,1
368,1021,4,41021004,0,0,0,90,43,20,1
369,1021,5,41021005,6,1021,1,90,43,50,2
370,1021,6,41021006,6,1021,3,90,43,50,2
371,1021,7,41021007,6,1021,6,90,43,50,2
372,1069,1,41069001,0,0,0,90,43,20,1
373,1069,2,41069002,0,0,0,90,43,20,1
374,1069,3,41069003,0,0,0,90,43,20,1
375,1069,4,41069004,0,0,0,90,43,20,1
376,1069,5,41069005,6,1069,1,90,43,50,2
377,1069,6,41069006,6,1069,3,90,43,50,2
378,1069,7,41069007,6,1069,6,90,43,50,2
379,1071,1,41071001,0,0,0,90,43,20,1
380,1071,2,41071002,0,0,0,90,43,20,1
381,1071,3,41071003,0,0,0,90,43,20,1
382,1071,4,41071004,0,0,0,90,43,20,1
383,1071,5,41071005,6,1071,1,90,43,50,2
384,1071,6,41071006,6,1071,3,90,43,50,2
385,1071,7,41071007,6,1071,6,90,43,50,2
386,1033,1,41033001,0,0,0,90,43,20,1
387,1033,2,41033002,0,0,0,90,43,20,1
388,1033,3,41033003,0,0,0,90,43,20,1
389,1033,4,41033004,0,0,0,90,43,20,1
390,1033,5,41033005,6,1033,1,90,43,50,2
391,1033,6,41033006,6,1033,3,90,43,50,2
392,1033,7,41033007,6,1033,6,90,43,50,2
393,1068,1,41068001,0,0,0,90,43,20,1
394,1068,2,41068002,0,0,0,90,43,20,1
395,1068,3,41068003,0,0,0,90,43,20,1
396,1068,4,41068004,0,0,0,90,43,20,1
397,1068,5,41068005,6,1068,1,90,43,50,2
398,1068,6,41068006,6,1068,3,90,43,50,2
399,1068,7,41068007,6,1068,6,90,43,50,2
400,1062,1,41062001,0,0,0,90,43,20,1
401,1062,2,41062002,0,0,0,90,43,20,1
402,1062,3,41062003,0,0,0,90,43,20,1
403,1062,4,41062004,0,0,0,90,43,20,1
404,1062,5,41062005,6,1062,1,90,43,50,2
405,1062,6,41062006,6,1062,3,90,43,50,2
406,1062,7,41062007,6,1062,6,90,43,50,2
407,1067,1,41067001,0,0,0,90,43,20,1
408,1067,2,41067002,0,0,0,90,43,20,1
409,1067,3,41067003,0,0,0,90,43,20,1
410,1067,4,41067004,0,0,0,90,43,20,1
411,1067,5,41067005,6,1067,1,90,43,50,2
412,1067,6,41067006,6,1067,3,90,43,50,2
413,1067,7,41067007,6,1067,6,90,43,50,2
414,1074,1,41074001,0,0,0,90,43,20,1
415,1074,2,41074002,0,0,0,90,43,20,1
416,1074,3,41074003,0,0,0,90,43,20,1
417,1074,4,41074004,0,0,0,90,43,20,1
418,1074,5,41074005,6,1074,1,90,43,50,2
419,1074,6,41074006,6,1074,3,90,43,50,2
420,1074,7,41074007,6,1074,6,90,43,50,2
421,1051,1,41051001,0,0,0,90,43,20,1
422,1051,2,41051002,0,0,0,90,43,20,1
423,1051,3,41051003,0,0,0,90,43,20,1
424,1051,4,41051004,0,0,0,90,43,20,1
425,1051,5,41051005,6,1051,1,90,43,50,2
426,1051,6,41051006,6,1051,3,90,43,50,2
427,1051,7,41051007,6,1051,6,90,43,50,2
428,1072,1,41072001,0,0,0,90,43,20,1
429,1072,2,41072002,0,0,0,90,43,20,1
430,1072,3,41072003,0,0,0,90,43,20,1
431,1072,4,41072004,0,0,0,90,43,20,1
432,1072,5,41072005,6,1072,1,90,43,50,2
433,1072,6,41072006,6,1072,3,90,43,50,2
434,1072,7,41072007,6,1072,6,90,43,50,2
435,1031,1,41031001,0,0,0,90,43,20,1
436,1031,2,41031002,0,0,0,90,43,20,1
437,1031,3,41031003,0,0,0,90,43,20,1
438,1031,4,41031004,0,0,0,90,43,20,1
439,1031,5,41031005,6,1031,1,90,43,50,2
440,1031,6,41031006,6,1031,3,90,43,50,2
441,1031,7,41031007,6,1031,6,90,43,50,2
442,1064,1,41064001,0,0,0,90,43,20,1
443,1064,2,41064002,0,0,0,90,43,20,1
444,1064,3,41064003,0,0,0,90,43,20,1
445,1064,4,41064004,0,0,0,90,43,20,1
446,1064,5,41064005,6,1064,1,90,43,50,2
447,1064,6,41064006,6,1064,3,90,43,50,2
448,1064,7,41064007,6,1064,6,90,43,50,2
449,1034,1,41034001,0,0,0,90,43,20,1
450,1034,2,41034002,0,0,0,90,43,20,1
451,1034,3,41034003,0,0,0,90,43,20,1
452,1034,4,41034004,0,0,0,90,43,20,1
453,1034,5,41034005,6,1034,1,90,43,50,2
454,1034,6,41034006,6,1034,3,90,43,50,2
455,1034,7,41034007,6,1034,6,90,43,50,2
456,1044,1,41044001,0,0,0,90,43,20,1
457,1044,2,41044002,0,0,0,90,43,20,1
458,1044,3,41044003,0,0,0,90,43,20,1
459,1044,4,41044004,0,0,0,90,43,20,1
460,1044,5,41044005,6,1044,1,90,43,50,2
461,1044,6,41044006,6,1044,3,90,43,50,2
462,1044,7,41044007,6,1044,6,90,43,50,2
463,1036,1,41036001,0,0,0,90,43,20,1
464,1036,2,41036002,0,0,0,90,43,20,1
465,1036,3,41036003,0,0,0,90,43,20,1
466,1036,4,41036004,0,0,0,90,43,20,1
467,1036,5,41036005,6,1036,1,90,43,50,2
468,1036,6,41036006,6,1036,3,90,43,50,2
469,1036,7,41036007,6,1036,6,90,43,50,2
470,1053,1,41053001,0,0,0,90,43,20,1
471,1053,2,41053002,0,0,0,90,43,20,1
472,1053,3,41053003,0,0,0,90,43,20,1
473,1053,4,41053004,0,0,0,90,43,20,1
474,1053,5,41053005,6,1053,1,90,43,50,2
475,1053,6,41053006,6,1053,3,90,43,50,2
476,1053,7,41053007,6,1053,6,90,43,50,2
477,1098,1,41098001,0,0,0,90,43,20,1
478,1098,2,41098002,0,0,0,90,43,20,1
479,1098,3,41098003,0,0,0,90,43,20,1
480,1098,4,41098004,0,0,0,90,43,20,1
481,1098,5,41098005,6,1098,1,90,43,50,2
482,1098,6,41098006,6,1098,3,90,43,50,2
483,1098,7,41098007,6,1098,6,90,43,50,2
484,1029,1,41029001,0,0,0,90,43,20,1
485,1029,2,41029002,0,0,0,90,43,20,1
486,1029,3,41029003,0,0,0,90,43,20,1
487,1029,4,41029004,0,0,0,90,43,20,1
488,1029,5,41029005,6,1029,1,90,43,50,2
489,1029,6,41029006,6,1029,3,90,43,50,2
490,1029,7,41029007,6,1029,6,90,43,50,2
491,1042,1,41042001,0,0,0,90,43,20,1
492,1042,2,41042002,0,0,0,90,43,20,1
493,1042,3,41042003,0,0,0,90,43,20,1
494,1042,4,41042004,0,0,0,90,43,20,1
495,1042,5,41042005,6,1042,1,90,43,50,2
496,1042,6,41042006,6,1042,3,90,43,50,2
497,1042,7,41042007,6,1042,6,90,43,50,2
498,1087,1,41087001,0,0,0,90,43,20,1
499,1087,2,41087002,0,0,0,90,43,20,1
500,1087,3,41087003,0,0,0,90,43,20,1
501,1087,4,41087004,0,0,0,90,43,20,1
502,1087,5,41087005,6,1087,1,90,43,50,2
503,1087,6,41087006,6,1087,3,90,43,50,2
504,1087,7,41087007,6,1087,6,90,43,50,2
505,1078,1,41078001,0,0,0,90,43,20,1
506,1078,2,41078002,0,0,0,90,43,20,1
507,1078,3,41078003,0,0,0,90,43,20,1
508,1078,4,41078004,0,0,0,90,43,20,1
509,1078,5,41078005,6,1078,1,90,43,50,2
510,1078,6,41078006,6,1078,3,90,43,50,2
511,1078,7,41078007,6,1078,6,90,43,50,2
512,1049,1,41049001,0,0,0,90,43,20,1
513,1049,2,41049002,0,0,0,90,43,20,1
514,1049,3,41049003,0,0,0,90,43,20,1
515,1049,4,41049004,0,0,0,90,43,20,1
516,1049,5,41049005,6,1049,1,90,43,50,2
517,1049,6,41049006,6,1049,3,90,43,50,2
518,1049,7,41049007,6,1049,6,90,43,50,2
519,1100,1,41100001,0,0,0,90,43,20,1
520,1100,2,41100002,0,0,0,90,43,20,1
521,1100,3,41100003,0,0,0,90,43,20,1
522,1100,4,41100004,0,0,0,90,43,20,1
523,1100,5,41100005,6,1100,1,90,43,50,2
524,1100,6,41100006,6,1100,3,90,43,50,2
525,1100,7,41100007,6,1100,6,90,43,50,2
526,1047,1,41047001,0,0,0,90,43,20,1
527,1047,2,41047002,0,0,0,90,43,20,1
528,1047,3,41047003,0,0,0,90,43,20,1
529,1047,4,41047004,0,0,0,90,43,20,1
530,1047,5,41047005,6,1047,1,90,43,50,2
531,1047,6,41047006,6,1047,3,90,43,50,2
532,1047,7,41047007,6,1047,6,90,43,50,2
533,1099,1,41099001,0,0,0,90,43,20,1
534,1099,2,41099002,0,0,0,90,43,20,1
535,1099,3,41099003,0,0,0,90,43,20,1
536,1099,4,41099004,0,0,0,90,43,20,1
537,1099,5,41099005,6,1099,1,90,43,50,2
538,1099,6,41099006,6,1099,3,90,43,50,2
539,1099,7,41099007,6,1099,6,90,43,50,2
540,1065,1,41065001,0,0,0,90,43,20,1
541,1065,2,41065002,0,0,0,90,43,20,1
542,1065,3,41065003,0,0,0,90,43,20,1
543,1065,4,41065004,0,0,0,90,43,20,1
544,1065,5,41065005,6,1065,1,90,43,50,2
545,1065,6,41065006,6,1065,3,90,43,50,2
546,1065,7,41065007,6,1065,6,90,43,50,2
547,1043,1,41043001,0,0,0,90,43,20,1
548,1043,2,41043002,0,0,0,90,43,20,1
549,1043,3,41043003,0,0,0,90,43,20,1
550,1043,4,41043004,0,0,0,90,43,20,1
551,1043,5,41043005,6,1043,1,90,43,50,2
552,1043,6,41043006,6,1043,3,90,43,50,2
553,1043,7,41043007,6,1043,6,90,43,50,2
554,1066,1,41066001,0,0,0,90,43,20,1
555,1066,2,41066002,0,0,0,90,43,20,1
556,1066,3,41066003,0,0,0,90,43,20,1
557,1066,4,41066004,0,0,0,90,43,20,1
558,1066,5,41066005,6,1066,1,90,43,50,2
559,1066,6,41066006,6,1066,3,90,43,50,2
560,1066,7,41066007,6,1066,6,90,43,50,2
561,1057,1,41057001,0,0,0,90,43,20,1
562,1057,2,41057002,0,0,0,90,43,20,1
563,1057,3,41057003,0,0,0,90,43,20,1
564,1057,4,41057004,0,0,0,90,43,20,1
565,1057,5,41057005,6,1057,1,90,43,50,2
566,1057,6,41057006,6,1057,3,90,43,50,2
567,1057,7,41057007,6,1057,6,90,43,50,2
568,1085,1,41085001,0,0,0,90,43,20,1
569,1085,2,41085002,0,0,0,90,43,20,1
570,1085,3,41085003,0,0,0,90,43,20,1
571,1085,4,41085004,0,0,0,90,43,20,1
572,1085,5,41085005,6,1085,1,90,43,50,2
573,1085,6,41085006,6,1085,3,90,43,50,2
574,1085,7,41085007,6,1085,6,90,43,50,2
575,1083,1,41083001,0,0,0,90,43,20,1
576,1083,2,41083002,0,0,0,90,43,20,1
577,1083,3,41083003,0,0,0,90,43,20,1
578,1083,4,41083004,0,0,0,90,43,20,1
579,1083,5,41083005,6,1083,1,90,43,50,2
580,1083,6,41083006,6,1083,3,90,43,50,2
581,1083,7,41083007,6,1083,6,90,43,50,2
582,1076,1,41076001,0,0,0,90,43,20,1
583,1076,2,41076002,0,0,0,90,43,20,1
584,1076,3,41076003,0,0,0,90,43,20,1
585,1076,4,41076004,0,0,0,90,43,20,1
586,1076,5,41076005,6,1076,1,90,43,50,2
587,1076,6,41076006,6,1076,3,90,43,50,2
588,1076,7,41076007,6,1076,6,90,43,50,2
589,1105,1,41105001,0,0,0,90,43,20,1
590,1105,2,41105002,0,0,0,90,43,20,1
591,1105,3,41105003,0,0,0,90,43,20,1
592,1105,4,41105004,0,0,0,90,43,20,1
593,1105,5,41105005,6,1105,1,90,43,50,2
