id,set_id,music_id,position_id,chara_type,chara_id,dress_id,dress_color,second_dress_id,second_dress_color,vocal_chara_id
179,18,1083,12,1,1015,32,0,0,0,0
180,18,1083,13,1,1006,32,0,0,0,0
181,18,1083,14,1,1067,31,0,0,0,0
182,18,1083,15,1,1034,32,0,0,0,0
183,18,1083,16,1,1058,31,0,0,0,0
184,18,1083,17,1,1070,32,0,0,0,0
185,18,1083,18,1,1049,32,0,0,0,0
186,19,1084,1,1,1068,106802,0,0,0,0
187,19,1084,2,1,1067,106701,0,0,0,0
188,19,1084,3,1,1089,108901,0,0,0,0
189,19,1084,4,1,1108,7,3,0,0,0
190,19,1084,5,1,1088,7,3,0,0,0
191,19,1084,6,1,1102,7,3,0,0,0
192,19,1084,7,1,1103,7,3,0,0,0
193,19,1084,8,1,1091,7,3,0,0,0
194,19,1084,9,1,1090,7,3,0,0,0
195,19,1084,10,1,1007,7,3,0,0,0
196,19,1084,11,1,1003,7,3,0,0,0
197,19,1084,12,1,1001,7,3,0,0,0
198,19,1084,13,1,1013,7,3,0,0,0
199,19,1084,14,1,1002,7,3,0,0,0
200,19,1084,15,1,1060,7,3,0,0,0
201,19,1084,16,1,1008,7,3,0,0,0
202,19,1084,17,1,1066,7,3,0,0,0
203,19,1084,18,1,1009,7,3,0,0,0
204,20,1089,1,1,1108,110801,0,0,0,0
205,20,1089,2,1,1094,109401,0,0,0,0
206,20,1089,3,1,1063,106301,0,0,0,0
207,20,1089,4,1,1115,111501,0,0,0,0
208,20,1089,5,1,1109,110901,0,0,0,0
209,20,1089,6,1,1116,111601,0,0,0,0
210,20,1089,7,1,1090,109001,0,0,0,0
211,20,1089,8,1,1091,109101,0,0,0,0
212,20,1089,9,1,1007,100701,0,0,0,0
213,20,1089,10,1,1018,101801,0,0,0,0
214,20,1089,11,1,1048,104801,0,0,0,0
215,20,1089,12,1,1035,103501,0,0,0,0
216,20,1089,13,1,1082,108201,0,0,0,0
217,20,1089,14,1,1112,111201,0,0,0,0
218,20,1089,15,1,1044,104401,0,0,0,0
219,20,1089,16,1,1111,111101,0,0,0,0
220,20,1089,17,1,1110,111001,0,0,0,0
221,20,1089,18,1,1117,111701,0,0,0,0
222,21,1027,1,1,1109,110901,0,0,0,0
223,21,1027,2,1,1112,111201,0,0,0,0
224,21,1027,3,2,10240,11,0,0,0,0
225,21,1027,4,2,10238,7,0,0,0,0
226,21,1027,5,2,10239,7,0,0,0,0
227,21,1027,6,2,10237,7,0,0,0,0
228,21,1027,7,2,10248,7,0,0,0,0
229,21,1027,8,2,10242,7,0,0,0,0
230,21,1027,9,2,10244,7,0,0,0,0
231,21,1027,10,2,10251,7,0,0,0,0
232,21,1027,11,2,10241,7,0,0,0,0
233,21,1027,12,2,10247,7,0,0,0,0
234,21,1027,13,2,10245,7,0,0,0,0
235,21,1027,14,2,10250,7,0,0,0,0
236,21,1027,15,2,10243,7,0,0,0,0
237,21,1027,16,2,10252,7,0,0,0,0
238,21,1027,17,2,10246,7,0,0,0,0
239,21,1027,18,2,10249,7,0,0,0,0
240,22,1091,1,1,1085,108520,0,0,0,0
241,22,1091,2,1,1065,106520,0,0,0,0
242,22,1091,3,2,8503,2,0,0,0,0
243,22,1091,4,2,8055,2,0,0,0,0
244,22,1091,5,2,8141,2,0,0,0,0
245,22,1091,6,2,8248,2,0,0,0,0
246,22,1091,7,2,8177,2,0,0,0,0
247,23,1095,1,2,10295,12,0,0,0,0
248,23,1095,2,2,10289,11,0,0,0,0
249,23,1095,3,2,10293,8,0,0,0,0
250,23,1095,4,2,10283,7,1,0,0,0
251,23,1095,5,2,10297,7,1,0,0,0
252,23,1095,6,2,10296,7,1,0,0,0
253,23,1095,7,2,10291,7,1,0,0,0
254,23,1095,8,2,10286,7,1,0,0,0
255,23,1095,9,2,10284,7,1,0,0,0
256,23,1095,10,2,10298,7,1,0,0,0
257,23,1095,11,2,10294,7,1,0,0,0
258,23,1095,12,2,10288,7,1,0,0,0
259,23,1095,13,2,10282,7,1,0,0,0
260,23,1095,14,1,1113,7,1,0,0,0
261,23,1095,15,2,10287,7,1,0,0,0
262,23,1095,16,2,10285,7,1,0,0,0
263,23,1095,17,2,10292,7,1,0,0,0
264,23,1095,18,2,10290,7,1,0,0,0
265,24,1093,1,1,1065,50,1,0,0,0
266,24,1093,2,1,1094,50,0,0,0,0
267,24,1093,3,1,1064,50,1,0,0,0
268,24,1093,4,1,1092,50,0,0,0,0
269,24,1093,5,1,1116,50,1,0,0,0
270,24,1093,6,1,1114,50,0,0,0,0
271,24,1093,7,1,1046,50,0,0,0,0
272,24,1093,8,1,1080,50,1,0,0,0
273,24,1093,9,1,1097,50,1,0,0,0
274,24,1093,10,1,1119,50,1,0,0,0
275,24,1093,11,1,1109,50,0,0,0,0
276,24,1093,12,1,1100,50,1,0,0,0
277,24,1093,13,1,1110,50,1,0,0,0
278,24,1093,14,1,1121,50,0,0,0,0
279,25,1152,1,1,1042,104240,0,0,0,0
280,25,1152,2,1,1024,102440,0,0,0,0
281,23,1095,19,1,1109,110901,0,0,0,0
282,25,1152,3,1,1056,3,0,0,0,0
283,25,1152,4,2,8000,2,0,0,0,0
284,25,1152,5,2,8001,2,0,0,0,0
285,25,1152,6,2,8002,2,0,0,0,0
286,25,1152,7,2,8003,2,0,0,0,0
287,25,1152,8,2,8004,2,0,0,0,0
288,25,1152,9,2,8005,2,0,0,0,0
289,25,1152,10,2,8006,2,0,0,0,0
290,26,1150,1,1,1129,112901,0,0,0,0
291,26,1150,2,1,1131,113101,0,0,0,0
292,26,1150,3,1,1075,107501,0,0,0,0
293,26,1150,4,1,1128,112801,0,0,0,0
294,26,1150,5,1,1133,113301,0,0,0,0
295,26,1150,6,1,1112,111201,0,0,0,0
296,26,1150,7,1,1113,111301,0,0,0,0
297,26,1150,8,1,1115,111501,0,0,0,0
298,26,1150,9,1,1127,112701,0,0,0,0
299,26,1150,10,1,1134,113401,0,0,0,0
300,26,1150,11,1,1132,113201,0,0,0,0
301,26,1150,12,1,1116,111601,0,0,0,0
302,26,1150,13,1,1130,113001,0,0,0,0
303,26,1150,14,1,1117,111701,0,0,0,0
304,26,1150,15,1,1049,104901,0,0,0,0
305,26,1150,16,1,1109,110901,0,0,0,0
306,26,1150,17,1,1119,111901,0,0,0,0
307,26,1150,18,1,1007,100701,0,0,0,0
308,27,1153,1,1,1107,110720,0,0,0,0
309,27,1153,2,1,1084,108420,0,0,0,0
310,27,1153,3,1,1107,110760,0,0,0,0
311,28,1155,4,1,1113,111301,0,0,0,0
312,29,1156,1,1,1097,52,0,0,0,0
313,29,1156,2,1,1038,51,0,0,0,0
314,29,1156,3,1,1113,52,0,0,0,0
315,29,1156,4,1,1132,51,0,0,0,0
316,29,1156,5,1,1007,52,0,0,0,0
317,29,1156,6,1,1135,51,0,0,0,0
318,29,1156,7,1,1118,51,0,0,0,0
319,29,1156,8,1,1044,52,0,0,0,0
320,29,1156,9,1,1131,51,0,0,0,0
321,29,1156,10,1,1133,52,0,0,0,0
322,30,1174,1,1,1106,110623,0,0,0,0
323,30,1174,2,1,1093,109323,0,0,0,0
324,30,1174,3,1,1121,901121,0,0,0,0
325,30,1174,4,1,1092,901092,0,0,0,0
326,30,1174,5,1,1120,901120,0,0,0,0
327,31,1175,1,1,1006,100601,0,0,0,0
328,31,1175,2,1,1021,102101,0,0,0,0
329,32,1176,1,1,1138,113801,0,0,0,0
330,32,1176,2,1,1141,114101,0,0,0,0
331,32,1176,3,1,1143,114301,0,0,0,0
332,32,1176,4,1,1001,100101,0,0,0,0
333,32,1176,5,1,1140,114001,0,0,0,0
334,32,1176,6,1,1114,111401,0,0,0,0
335,32,1176,7,1,1128,112801,0,0,0,0
336,32,1176,8,1,1145,114501,0,0,0,0
337,32,1176,9,1,1142,114201,0,0,0,0
338,32,1176,10,1,1144,114401,0,0,0,0
339,32,1176,11,1,1132,113201,0,0,0,0
340,32,1176,12,1,1129,112901,0,0,0,0
341,32,1176,13,1,1130,113001,0,0,0,0
342,32,1176,14,1,1137,113701,0,0,0,0
343,33,3180,1,1,1041,104120,0,0,0,0
344,33,3180,2,1,1082,108220,0,0,0,0
345,34,1180,1,1,1041,104120,0,0,0,0
346,34,1180,2,1,1082,108220,0,0,0,0
